time_s,time_us,time_steady,current,voltage,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909123,291358,2469366,nan,nan,161,10,1,2022-07-04T07:32:03,-242,-4.0284773666666664,1656909134.393056,2022-07-04T07:32:14,-241607,-4.026783333333333,96.52859891977427
1656909154,809431,2500884,nan,nan,163,10,1,2022-07-04T07:32:34,-211,-3.5031761500000003,1656909163.944552,2022-07-04T07:32:43,-210089,-3.5014833333333333,97.21289082060203
1656909171,68027,2517143,nan,nan,43,10,1,2022-07-04T07:32:51,-194,-3.23219955,1656909180.0416489,2022-07-04T07:33:00,-193830,-3.2305,97.11641928921897
1656909202,596333,2548103,nan,nan,45,10,1,2022-07-04T07:33:22,-163,-2.7067277833333336,1656909211.749001,2022-07-04T07:33:31,-162870,-2.7145,96.83498495883086
1656909212,347501,2563422,nan,nan,171,10,1,2022-07-04T07:33:32,-153,-2.544208316666667,1656909227.894429,2022-07-04T07:33:47,-147551,-2.4591833333333333,96.59381866455078
1656909235,459014,2580533,0.00640869140625,7.776000022888184,57,10,1,2022-07-04T07:33:55,-130,-2.1590164333333335,1656909244.398905,2022-07-04T07:34:04,-130440,-2.174,96.94937316193233
1656909252,94340,2597169,0.00457763671875,7.947999954223633,199,10,1,2022-07-04T07:34:12,-113,-1.881761,1656909260.462121,2022-07-04T07:34:20,-113804,-1.8967333333333334,96.95238727673178
1656909266,922798,2611997,nan,nan,69,10,1,2022-07-04T07:34:26,-99,-1.6346200333333334,1656909276.7156088,2022-07-04T07:34:36,-98976,-1.6496,98.10260922813798
1656909297,81470,2642156,nan,nan,61,10,1,2022-07-04T07:34:57,-68,-1.1319755,1656909305.041652,2022-07-04T07:35:05,-68817,-1.14695,97.7918095760241
1656909313,642447,2658717,0.00457763671875,7.952000141143799,201,10,1,2022-07-04T07:35:13,-52,-0.8559592166666667,1656909320.724452,2022-07-04T07:35:20,-52256,-0.8709333333333333,97.77531829645461
