time_s,time_us,time_steady,last_report_time,last_good_report_time,reports_counter,bad_reports_counter,last_mistake,ignorance_depth,punishments_counter,last_punishment_time,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909128,122900,2474783,2474735,2474735,1653,0,0,0,0,0,231,13,0,2022-07-04T07:32:08,-237,-3.947951666666667,1656909136.913312,2022-07-04T07:32:16,-236190,-3.9365,97.13537523337989
1656909166,72100,2512684,2512636,2512636,1678,0,0,0,0,0,196,13,0,2022-07-04T07:32:46,-199,-3.315465,1656909176.46034,2022-07-04T07:32:56,-198289,-3.3048166666666665,97.02180075614483
1656909242,975100,2588494,2588446,2588446,1728,0,0,0,0,0,165,13,0,2022-07-04T07:34:02,-123,-2.0337483333333335,1656909251.740229,2022-07-04T07:34:11,-122479,-2.0413166666666664,97.60943296639269
1656909360,942600,2706274,2706226,2706226,1803,0,0,0,0,0,62,13,0,2022-07-04T07:36:00,-5,-0.06762333333333334,1656909371.062104,2022-07-04T07:36:11,-4699,-0.07831666666666666,98.16415048566495
1656909399,98000,2744674,2744626,2744626,1828,0,0,0,0,0,27,13,0,2022-07-04T07:36:39,34,0.5683,1656909405.3463879,2022-07-04T07:36:45,33701,0.5616833333333333,290.43299549945317
1656909437,622300,2783246,2783198,2783198,1853,0,0,0,0,0,248,13,0,2022-07-04T07:37:17,72,1.2103716666666666,1656909446.831241,2022-07-04T07:37:26,72273,1.20455,527.7721643302461
1656909475,556500,2820885,2820837,2820837,1878,0,0,0,0,0,215,13,0,2022-07-04T07:37:55,110,1.8426083333333334,1656909482.054648,2022-07-04T07:38:02,109912,1.8318666666666668,768.8209860730504
1656909515,22000,2860474,2860426,2860426,1903,0,0,0,0,0,180,13,0,2022-07-04T07:38:35,150,2.5003666666666664,1656909522.379484,2022-07-04T07:38:42,149501,2.4916833333333335,998.6573789270084
1656909552,609300,2898091,2898043,2898043,1928,0,0,0,0,0,145,13,0,2022-07-04T07:39:12,187,3.1268216666666664,1656909561.452152,2022-07-04T07:39:21,187118,3.1186333333333334,1227.785076720581
1656909585,453000,2936779,2936731,2936731,1953,0,0,0,0,0,112,13,0,2022-07-04T07:39:45,220,3.6742166666666667,1656909598.3004448,2022-07-04T07:39:58,225806,3.7634333333333334,1448.4193659222508
1656909628,939300,2974499,2974451,2974451,1978,0,0,0,0,0,77,13,0,2022-07-04T07:40:28,263,4.3989883333333335,1656909638.087385,2022-07-04T07:40:38,263526,4.3921,1681.843644037494
1656909707,210400,3052603,3052555,3052555,2028,0,0,0,0,0,9,13,0,2022-07-04T07:41:47,342,5.703506666666667,1656909714.284396,2022-07-04T07:41:54,341630,5.693833333333333,2179.228564600013
