time_s,time_us,time_steady,current,voltage,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909105,358214,2451433,nan,nan,6,10,0,2022-07-04T07:31:45,-260,-4.3273631,1656909117.984652,2022-07-04T07:31:57,-259540,-4.325666666666667,96.16966305975748
1656909123,291358,2469366,nan,nan,160,10,0,2022-07-04T07:32:03,-242,-4.0284773666666664,1656909130.7857208,2022-07-04T07:32:10,-241607,-4.026783333333333,96.52859891977427
1656909154,809431,2500884,nan,nan,162,10,0,2022-07-04T07:32:34,-211,-3.5031761500000003,1656909163.944552,2022-07-04T07:32:43,-210089,-3.5014833333333333,97.21289082060203
1656909171,68027,2517143,0.003662109375,7.9679999351501465,42,10,0,2022-07-04T07:32:51,-194,-3.23219955,1656909180.0416489,2022-07-04T07:33:00,-193830,-3.2305,97.11641928921897
1656909187,588157,2533663,0.003662109375,7.964000225067139,178,10,0,2022-07-04T07:33:07,-178,-2.95686405,1656909195.528688,2022-07-04T07:33:15,-177310,-2.9551666666666665,96.44281927345911
1656909202,596333,2548103,nan,nan,44,10,0,2022-07-04T07:33:22,-163,-2.7067277833333336,1656909211.749001,2022-07-04T07:33:31,-162870,-2.7145,96.83498495883086
1656909212,347501,2563422,0.003662109375,7.9679999351501465,170,10,0,2022-07-04T07:33:32,-153,-2.544208316666667,1656909227.894429,2022-07-04T07:33:47,-147551,-2.4591833333333333,96.59381866455078
1656909233,460825,2578535,0.003662109375,7.823999881744385,46,10,0,2022-07-04T07:33:53,-132,-2.1923195833333335,1656909243.8176968,2022-07-04T07:34:03,-132438,-2.2072999999999996,96.68255326104611
1656909250,469501,2595544,0.003662109375,7.9679999351501465,182,10,0,2022-07-04T07:34:10,-115,-1.90884165,1656909259.332341,2022-07-04T07:34:19,-115429,-1.9238166666666667,96.88565463721288
1656909266,922798,2611997,0.003662109375,7.964000225067139,68,10,0,2022-07-04T07:34:26,-99,-1.6346200333333334,1656909276.057077,2022-07-04T07:34:36,-98976,-1.6496,98.10260922813798
1656909294,463483,2639538,nan,nan,44,10,0,2022-07-04T07:34:54,-71,-1.1756086166666668,1656909304.492637,2022-07-04T07:35:04,-71435,-1.1905833333333333,97.71597600838632
1656909312,80713,2657155,0.003662109375,7.9679999351501465,186,10,0,2022-07-04T07:35:12,-53,-0.8819881166666667,1656909320.1954038,2022-07-04T07:35:20,-53818,-0.8969666666666666,97.82001221117252
1656909326,494813,2671569,0.003662109375,7.9679999351501465,50,10,0,2022-07-04T07:35:26,-39,-0.6417531166666667,1656909335.359084,2022-07-04T07:35:35,-39404,-0.6567333333333334,98.53947381566232
