time_s,time_us,time_steady,temperature,pressure,altitude,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch
1656909357,174400,2702528,41.779998779296875,100158,97.60189056396484,44,13,2,2022-07-04T07:35:57,-8,-0.13042666666666666,1656909368.7737958,2022-07-04T07:36:08,-8445,-0.14075000000000001
1656909365,619400,2710973,41.720001220703125,100143,98.86198425292969,89,13,2,2022-07-04T07:36:05,0,0.010323333333333332,1656909375.8624718,2022-07-04T07:36:15,0,0.0
1656909367,243600,2712597,41.439998626708984,100083,103.90644836425781,97,13,2,2022-07-04T07:36:07,2,0.03739333333333333,1656909384.144629,2022-07-04T07:36:24,1624,0.02706666666666667
1656909381,689800,2727043,41.79999923706055,99116,185.53326416015625,177,13,2,2022-07-04T07:36:21,16,0.2781633333333333,1656909392.485384,2022-07-04T07:36:32,16070,0.2678333333333333
1656909389,198000,2734551,41.810001373291016,98587,230.46035766601562,222,13,2,2022-07-04T07:36:29,24,0.4033,1656909396.9453318,2022-07-04T07:36:36,23578,0.39296666666666663
1656909398,181800,2743780,41.790000915527344,97957,284.22393798828125,19,13,2,2022-07-04T07:36:38,33,0.55303,1656909405.3463879,2022-07-04T07:36:45,32807,0.5467833333333334
1656909408,671400,2754684,41.61000061035156,97129,355.3116149902344,81,13,2,2022-07-04T07:36:48,43,0.7278566666666666,1656909420.990164,2022-07-04T07:37:00,43711,0.7285166666666666
1656909421,231400,2766583,41.619998931884766,96288,428.0212707519531,142,13,2,2022-07-04T07:37:01,56,0.93719,1656909432.271324,2022-07-04T07:37:12,55610,0.9268333333333333
1656909430,508000,2776094,41.29999923706055,95608,487.19036865234375,206,13,2,2022-07-04T07:37:10,65,1.0917999999999999,1656909439.980373,2022-07-04T07:37:19,65121,1.0853499999999998
1656909441,217700,2786569,41.4900016784668,94910,548.28125,11,13,2,2022-07-04T07:37:21,76,1.270295,1656909448.4913368,2022-07-04T07:37:28,75596,1.2599333333333333
1656909450,98800,2795450,41.43000030517578,94253,606.118896484375,64,13,2,2022-07-04T07:37:30,85,1.4183133333333333,1656909456.712357,2022-07-04T07:37:36,84477,1.40795
1656909458,110000,2803461,41.34000015258789,93660,658.6035766601562,109,13,2,2022-07-04T07:37:38,93,1.5518333333333334,1656909464.4442449,2022-07-04T07:37:44,92488,1.5414666666666668
1656909464,103900,2809893,41.11000061035156,93213,698.3456420898438,144,13,2,2022-07-04T07:37:44,99,1.6517316666666666,1656909472.68416,2022-07-04T07:37:52,98920,1.6486666666666667
1656909472,983000,2818723,41.099998474121094,92594,753.6363525390625,197,13,2,2022-07-04T07:37:52,107,1.7997166666666666,1656909480.765256,2022-07-04T07:38:00,107750,1.7958333333333334
1656909481,260300,2826611,40.91999816894531,92050,802.4755859375,242,13,2,2022-07-04T07:38:01,116,1.9376716666666667,1656909488.5455399,2022-07-04T07:38:08,115638,1.9273
1656909488,202500,2833757,40.90999984741211,91617,841.5172119140625,29,13,2,2022-07-04T07:38:08,123,2.053375,1656909497.006569,2022-07-04T07:38:17,122784,2.0464
1656909496,174500,2841525,40.720001220703125,91133,885.3363037109375,74,13,2,2022-07-04T07:38:16,131,2.1862416666666666,1656909504.79724,2022-07-04T07:38:24,130552,2.1758666666666664
1656909513,775900,2859126,40.5,89982,990.3038330078125,172,13,2,2022-07-04T07:38:33,148,2.4795983333333336,1656909521.189097,2022-07-04T07:38:41,148153,2.4692166666666666
1656909518,899000,2864623,40.5099983215332,89608,1024.6478271484375,207,13,2,2022-07-04T07:38:38,153,2.564983333333333,1656909529.1495478,2022-07-04T07:38:49,153650,2.5608333333333335
1656909528,939100,2874289,40.29999923706055,89003,1080.4482421875,4,13,2,2022-07-04T07:38:48,163,2.732318333333333,1656909537.482169,2022-07-04T07:38:57,163316,2.7219333333333333
1656909536,354800,2881859,40.2400016784668,88508,1126.3349609375,49,13,2,2022-07-04T07:38:56,171,2.8559133333333335,1656909545.131121,2022-07-04T07:39:05,170886,2.8481
1656909544,134400,2889484,39.95000076293945,87995,1174.10986328125,92,13,2,2022-07-04T07:39:04,179,2.9855733333333334,1656909553.6515088,2022-07-04T07:39:13,178511,2.9751833333333333
1656909553,91200,2898595,39.83000183105469,87389,1230.837158203125,146,13,2,2022-07-04T07:39:13,188,3.134853333333333,1656909562.0221288,2022-07-04T07:39:22,187622,3.1270333333333338
1656909567,951600,2913301,40.040000915527344,86530,1311.79931640625,236,13,2,2022-07-04T07:39:27,202,3.3825266666666667,1656909578.202044,2022-07-04T07:39:38,202328,3.372133333333333
1656909575,846900,2921196,39.900001525878906,86042,1358.0850830078125,23,13,2,2022-07-04T07:39:35,210,3.514115,1656909586.502128,2022-07-04T07:39:46,210223,3.503716666666667
1656909586,718800,2938067,39.709999084472656,84972,1460.32275390625,121,13,2,2022-07-04T07:39:46,221,3.695313333333333,1656909599.473569,2022-07-04T07:39:59,227094,3.7849
1656909600,588900,2945937,39.560001373291016,84479,1507.78125,166,13,2,2022-07-04T07:40:00,235,3.9264816666666666,1656909607.163969,2022-07-04T07:40:07,234964,3.9160666666666666
1656909608,215200,2953563,39.5099983215332,84020,1552.169189453125,209,13,2,2022-07-04T07:40:08,243,4.053586666666667,1656909615.4556558,2022-07-04T07:40:15,242590,4.043166666666667
1656909614,321100,2959853,39.20000076293945,83586,1594.3216552734375,246,13,2,2022-07-04T07:40:14,249,4.155351666666666,1656909623.8646,2022-07-04T07:40:23,248880,4.148
1656909633,844400,2979192,39.209999084472656,82392,1711.21142578125,104,13,2,2022-07-04T07:40:33,268,4.48074,1656909640.2761838,2022-07-04T07:40:40,268219,4.470316666666666
1656909639,410400,2984758,38.88999938964844,82062,1743.761474609375,131,13,2,2022-07-04T07:40:39,274,4.573506666666666,1656909647.876065,2022-07-04T07:40:47,273785,4.563083333333334
1656909646,656600,2992258,38.70000076293945,81582,1791.2955322265625,176,13,2,2022-07-04T07:40:46,281,4.694276666666667,1656909655.0475008,2022-07-04T07:40:55,281285,4.688083333333334
1656909656,469700,3001817,38.65999984741211,81025,1846.740966796875,229,13,2,2022-07-04T07:40:56,291,4.857828333333333,1656909664.097508,2022-07-04T07:41:04,290844,4.8473999999999995
1656909661,711500,3007293,38.5099983215332,80657,1883.5430908203125,8,13,2,2022-07-04T07:41:01,296,4.945191666666667,1656909671.6371598,2022-07-04T07:41:11,296320,4.938666666666666
1656909671,905900,3017253,38.459999084472656,80007,1948.8800048828125,61,13,2,2022-07-04T07:41:11,306,5.115098333333333,1656909679.317484,2022-07-04T07:41:19,306280,5.104666666666666
1656909679,621200,3024968,38.310001373291016,79520,1998.1168212890625,106,13,2,2022-07-04T07:41:19,314,5.243686666666666,1656909687.579372,2022-07-04T07:41:27,313995,5.23325
1656909686,960600,3032482,38.22999954223633,79025,2048.412841796875,149,13,2,2022-07-04T07:41:26,321,5.36601,1656909695.298156,2022-07-04T07:41:35,321509,5.358483333333334
1656909694,637400,3039984,38.150001525878906,78542,2097.73779296875,194,13,2,2022-07-04T07:41:34,329,5.493956666666667,1656909704.0192358,2022-07-04T07:41:44,329011,5.4835166666666675
1656909703,343200,3048982,37.939998626708984,77991,2154.308837890625,247,13,2,2022-07-04T07:41:43,338,5.639053333333334,1656909712.3209078,2022-07-04T07:41:52,338009,5.633483333333333
1656909711,321200,3056736,37.83000183105469,77493,2205.718017578125,36,13,2,2022-07-04T07:41:51,346,5.7720199999999995,1656909720.209872,2022-07-04T07:42:00,345763,5.762716666666666
1656909714,361700,3060075,37.900001525878906,77299,2225.81787109375,53,13,2,2022-07-04T07:41:54,349,5.8226949999999995,1656909728.3905249,2022-07-04T07:42:08,349102,5.818366666666666
1656909726,791300,3072206,37.880001068115234,76561,2302.654541015625,124,13,2,2022-07-04T07:42:06,361,6.0298549999999995,1656909736.62938,2022-07-04T07:42:16,361233,6.02055
1656909729,934200,3075525,37.7400016784668,76357,2324.000732421875,143,13,2,2022-07-04T07:42:09,364,6.082236666666666,1656909741.270561,2022-07-04T07:42:21,364552,6.075866666666667
1656909750,332800,3095747,37.52000045776367,75218,2444.039794921875,1,13,2,2022-07-04T07:42:30,385,6.4222133333333336,1656909757.8911998,2022-07-04T07:42:37,384774,6.4129
1656909759,104900,3104519,37.34000015258789,74718,2497.201171875,54,13,2,2022-07-04T07:42:39,394,6.568415,1656909765.693392,2022-07-04T07:42:45,393546,6.5591
1656909766,22900,3111437,37.2400016784668,74307,2541.116455078125,89,13,2,2022-07-04T07:42:46,401,6.683715,1656909773.531632,2022-07-04T07:42:53,400464,6.6744
1656909771,552500,3117348,36.91999816894531,74023,2571.57763671875,126,13,2,2022-07-04T07:42:51,406,6.775875,1656909782.2728078,2022-07-04T07:43:02,406375,6.772916666666666
1656909780,127200,3125541,36.790000915527344,73579,2619.3896484375,169,13,2,2022-07-04T07:43:00,415,6.918786666666667,1656909789.271481,2022-07-04T07:43:09,414568,6.909466666666666
1656909787,658200,3133072,36.689998626708984,73176,2662.991943359375,214,13,2,2022-07-04T07:43:07,422,7.044303333333334,1656909796.751468,2022-07-04T07:43:16,422099,7.034983333333333
1656909797,250200,3142664,36.66999816894531,72652,2719.975341796875,11,13,2,2022-07-04T07:43:17,432,7.20417,1656909805.251389,2022-07-04T07:43:25,431691,7.19485
1656909819,674300,3165574,36.040000915527344,71401,2857.384765625,144,13,2,2022-07-04T07:43:39,454,7.577905,1656909829.2933688,2022-07-04T07:43:49,454601,7.576683333333333
1656909827,574200,3173209,36.09000015258789,71001,2901.732421875,189,13,2,2022-07-04T07:43:47,462,7.70957,1656909837.0552008,2022-07-04T07:43:57,462236,7.7039333333333335
1656909828,952900,3174978,36.15999984741211,70959,2906.401123046875,197,13,2,2022-07-04T07:43:48,463,7.732548333333333,1656909845.3030689,2022-07-04T07:44:05,464005,7.733416666666667
1656909839,10500,3190354,35.689998626708984,70057,3007.204345703125,29,13,2,2022-07-04T07:43:59,474,7.900175,1656909853.786152,2022-07-04T07:44:13,479381,7.989683333333333
1656909852,212700,3197700,35.81999969482422,69679,3049.76025390625,74,13,2,2022-07-04T07:44:12,487,8.120211666666666,1656909861.522732,2022-07-04T07:44:21,486727,8.112116666666667
1656909859,844800,3205188,35.810001373291016,69306,3091.939697265625,119,13,2,2022-07-04T07:44:19,494,8.247413333333334,1656909870.092664,2022-07-04T07:44:30,494215,8.236916666666666
1656909868,8800,3213352,35.650001525878906,68924,3135.32763671875,162,13,2,2022-07-04T07:44:28,503,8.38348,1656909878.2429159,2022-07-04T07:44:38,502379,8.372983333333334
