time_s,time_us,time_steady,last_report_time,last_good_report_time,reports_counter,bad_reports_counter,last_mistake,ignorance_depth,punishments_counter,last_punishment_time,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909135,785100,2482121,2482099,2345608,1658,802,-4,87,249,2479358,18,13,1,2022-07-04T07:32:15,-230,-3.8202483333333332,1656909144.846108,2022-07-04T07:32:24,-228852,-3.8142,97.30699085410407
1656909208,492400,2559827,2559804,2559804,1708,848,-4,0,264,2556893,212,13,1,2022-07-04T07:33:28,-157,-2.60846,1656909221.802512,2022-07-04T07:33:41,-151146,-2.5191,96.73538921334946
1656909251,374900,2596708,2596686,2581225,1733,858,-4,10,267,2593275,208,13,1,2022-07-04T07:34:11,-114,-1.8937516666666667,1656909259.8911848,2022-07-04T07:34:19,-114265,-1.9044166666666666,96.92283965375161
1656909329,289900,2674966,2674684,2581225,1783,908,-4,60,282,2670179,140,13,1,2022-07-04T07:35:29,-36,-0.5951683333333333,1656909337.057704,2022-07-04T07:35:37,-36007,-0.6001166666666666,98.52471915504943
1656909444,925900,2790255,2790233,2581225,1858,983,-4,135,305,2788214,37,13,1,2022-07-04T07:37:24,79,1.3320983333333334,1656909453.83216,2022-07-04T07:37:33,79282,1.3213666666666666,572.4306865217551
1656909483,518500,2828847,2828825,2581225,1883,1008,-4,160,312,2824017,2,13,1,2022-07-04T07:38:03,118,1.9753083333333334,1656909489.7261329,2022-07-04T07:38:09,117874,1.9645666666666666,815.1752776462197
1656909523,282100,2868610,2868588,2581225,1908,1033,-4,185,320,2865020,225,13,1,2022-07-04T07:38:43,158,2.6380350000000004,1656909531.009269,2022-07-04T07:38:51,157637,2.627283333333333,1049.008022680127
1656909599,180100,2944506,2944484,2581225,1958,1083,-4,235,335,2941408,155,13,1,2022-07-04T07:39:59,234,3.903001666666667,1656909605.9944649,2022-07-04T07:40:05,233533,3.8922166666666667,1502.9608428438241
1656909636,801600,2982127,2982105,2581225,1983,1108,-4,260,342,2977036,122,13,1,2022-07-04T07:40:36,271,4.530026666666667,1656909645.1479008,2022-07-04T07:40:45,271154,4.519233333333333,1728.5051743250035
1656909675,749300,3021074,3021052,2581225,2008,1133,-4,285,350,3018001,87,13,1,2022-07-04T07:41:15,310,5.179155,1656909681.6374369,2022-07-04T07:41:21,310101,5.16835,1973.4074737013655
1656909830,843200,3176840,3176818,2581225,2108,1233,-4,385,381,3175742,205,13,1,2022-07-04T07:43:50,465,7.764053333333334,1656909845.3030689,2022-07-04T07:44:05,465867,7.76445,2925.3468289595294
1656909908,583600,3253904,3253882,2581225,2158,1283,-4,435,396,3252296,137,13,1,2022-07-04T07:45:08,543,9.059726666666668,1656909914.663488,2022-07-04T07:45:14,542931,9.04885,3390.7770498708337
1656909948,494000,3293968,3293946,2581225,2183,1308,-4,460,404,3292900,102,13,1,2022-07-04T07:45:48,583,9.7249,1656909955.936373,2022-07-04T07:45:55,582995,9.716583333333334,3623.438543985377
1656909986,319800,3331639,3331617,2581225,2208,1333,-4,485,411,3328313,69,13,1,2022-07-04T07:46:26,621,10.35533,1656909996.975349,2022-07-04T07:46:36,620666,10.344433333333335,3855.0682973304283
1656910064,44700,3409737,3409715,2581225,2258,1383,-4,535,426,3405614,255,13,1,2022-07-04T07:47:44,699,11.650745,1656910071.8339288,2022-07-04T07:47:51,698764,11.646066666666666,4311.1796185322955
1656910100,797300,3446429,3446407,2581225,2283,1408,-4,560,434,3446043,222,13,1,2022-07-04T07:48:20,735,12.263288333333332,1656910107.267133,2022-07-04T07:48:27,735456,12.2576,4539.511842671413
1656910141,17500,3486334,3486312,2581225,2308,1433,-4,585,441,3481830,187,13,1,2022-07-04T07:49:01,776,12.933625000000001,1656910148.095753,2022-07-04T07:49:08,775361,12.922683333333334,4780.139634152054
1656910218,68500,3563508,3563486,2581225,2358,1483,-4,635,456,3559144,119,13,1,2022-07-04T07:50:18,853,14.217808333333332,1656910227.2444558,2022-07-04T07:50:27,852535,14.208916666666665,5255.401158272711
1656910256,416200,3602731,3602709,2581225,2383,1508,-4,660,464,3600067,84,13,1,2022-07-04T07:50:56,891,14.856936666666666,1656910264.013532,2022-07-04T07:51:04,891758,14.862633333333333,5509.261740569943
1656910295,498600,3641813,3641526,2581225,2408,1533,-4,685,472,3640761,49,13,1,2022-07-04T07:51:35,930,15.50831,1656910303.682785,2022-07-04T07:51:43,930840,15.514000000000001,5744.2205824628445
1656910333,595800,3679910,3679888,2581225,2433,1558,-4,710,479,3676472,16,13,1,2022-07-04T07:52:13,968,16.143263333333334,1656910343.553345,2022-07-04T07:52:23,968937,16.14895,5984.699772970842
1656910373,449500,3719763,3719741,2581225,2458,1583,-4,735,487,3717581,237,13,1,2022-07-04T07:52:53,1008,16.807491666666667,1656910381.752909,2022-07-04T07:53:01,1008790,16.813166666666667,6229.876412008721
1656910450,10200,3796477,3796455,2581225,2508,1633,-4,785,502,3794888,169,13,1,2022-07-04T07:54:10,1085,18.083503333333333,1656910460.260149,2022-07-04T07:54:20,1085504,18.09173333333333,6699.249299668823
1656910566,614300,3913140,3913118,2581225,2583,1708,-4,860,525,3912967,66,13,1,2022-07-04T07:56:06,1201,20.026905,1656910575.7485929,2022-07-04T07:56:15,1202167,20.036116666666665,7403.8512740705355
1656910605,630900,3951942,3951920,2581225,2608,1733,-4,885,532,3948645,31,13,1,2022-07-04T07:56:45,1240,20.67718166666667,1656910613.367112,2022-07-04T07:56:53,1240969,20.682816666666668,7677.464158078458
1656910644,229200,3990540,3990518,2581225,2633,1758,-4,910,540,3989363,252,13,1,2022-07-04T07:57:24,1279,21.320486666666667,1656910653.4665,2022-07-04T07:57:33,1279567,21.326116666666667,7912.655831525028
1656910722,279500,4067816,4067794,2581225,2683,1808,-4,960,555,4066725,184,13,1,2022-07-04T07:58:42,1357,22.621325000000002,1656910729.238373,2022-07-04T07:58:49,1356843,22.614050000000002,8420.814823634017
1656910761,34500,4106945,4106923,2581225,2708,1833,-4,985,562,4102504,149,13,1,2022-07-04T07:59:21,1396,23.267241666666667,1656910770.608453,2022-07-04T07:59:30,1395972,23.2662,8681.320047326033
1656910799,345500,4144881,4144859,2581225,2733,1858,-4,1010,570,4143022,116,13,1,2022-07-04T07:59:59,1434,23.90575833333333,1656910806.4139369,2022-07-04T08:00:06,1433908,23.898466666666664,8925.756422949064
1656910839,253800,4184647,4184625,2581225,2758,1883,-4,1035,578,4183634,81,13,1,2022-07-04T08:00:39,1474,24.570896666666666,1656910852.463321,2022-07-04T08:00:52,1473674,24.561233333333334,9213.080546824054
1656910877,688900,4222999,4222977,2581225,2783,1908,-4,1060,585,4220073,46,13,1,2022-07-04T08:01:17,1512,25.211481666666668,1656910885.803704,2022-07-04T08:01:25,1512026,25.200433333333333,9418.898249120093
1656910915,788100,4261252,4261230,2581225,2808,1933,-4,1085,593,4260760,13,13,1,2022-07-04T08:01:55,1550,25.846468333333334,1656910922.74248,2022-07-04T08:02:02,1550279,25.837983333333334,9694.035564978505
1656910954,92900,4299402,4299380,2581225,2833,1958,-4,1110,600,4296376,234,13,1,2022-07-04T08:02:34,1589,26.48488166666667,1656910962.6115959,2022-07-04T08:02:42,1588429,26.473816666666668,9961.775348437892
1656910991,585100,4337128,4337106,2581225,2858,1983,-4,1135,607,4332269,199,13,1,2022-07-04T08:03:11,1626,27.109751666666668,1656910998.8422048,2022-07-04T08:03:18,1626155,27.10258333333333,10204.238610387056
1656911030,373100,4376016,4375994,2581225,2883,2008,-4,1160,615,4373020,166,13,1,2022-07-04T08:03:50,1665,27.756218333333333,1656911038.272197,2022-07-04T08:03:58,1665043,27.750716666666666,10491.208289202244
1656911108,159500,4453468,4453446,2581225,2933,2058,-4,1210,630,4449504,96,13,1,2022-07-04T08:05:08,1743,29.052658333333333,1656911114.139777,2022-07-04T08:05:14,1742495,29.04158333333333,10956.021747075773
1656911147,702600,4493011,4492989,2581225,2958,2083,-4,1235,638,4490052,63,13,1,2022-07-04T08:05:47,1782,29.71171,1656911156.130868,2022-07-04T08:05:56,1782038,29.700633333333332,11219.323449826832
1656911184,410900,4529719,4529697,2581225,2983,2108,-4,1260,645,4525476,28,13,1,2022-07-04T08:06:24,1819,30.323515,1656911190.899881,2022-07-04T08:06:30,1818746,30.312433333333335,11418.59815106898
1656911223,799300,4569252,4569230,2581225,3008,2133,-4,1285,653,4566153,249,13,1,2022-07-04T08:07:03,1858,30.97998833333333,1656911231.469156,2022-07-04T08:07:11,1858279,30.971316666666667,11643.10377254322
1656911262,271100,4607974,4607952,2581225,3033,2158,-4,1310,661,4606910,216,13,1,2022-07-04T08:07:42,1897,31.621185,1656911271.575784,2022-07-04T08:07:51,1897001,31.616683333333334,11888.198685130023
1656911300,834400,4646142,4646120,2581225,3058,2183,-4,1335,668,4642286,181,13,1,2022-07-04T08:08:20,1935,32.263906666666664,1656911307.6351519,2022-07-04T08:08:27,1935169,32.25281666666667,12121.688707356561
1656911338,697700,4684219,4684197,2581225,3083,2208,-4,1360,676,4682980,146,13,1,2022-07-04T08:08:58,1973,32.89496166666667,1656911347.714413,2022-07-04T08:09:07,1973246,32.887433333333334,12352.36350928078
1656911376,809400,4722117,4722095,2581225,3108,2233,-4,1385,683,4719078,113,13,1,2022-07-04T08:09:36,2011,33.53015666666667,1656911383.973528,2022-07-04T08:09:43,2011144,33.51906666666667,12587.641539196076
1656911492,246600,4837554,4837532,2581225,3183,2308,-4,1460,706,4836164,10,13,1,2022-07-04T08:11:32,2127,35.45411,1656911499.424973,2022-07-04T08:11:39,2126581,35.44301666666667,13260.16480253516
1656911529,353900,4874661,4874639,2581225,3208,2333,-4,1485,713,4871668,231,13,1,2022-07-04T08:12:09,2164,36.072565000000004,1656911536.722596,2022-07-04T08:12:16,2163688,36.06146666666667,13464.13641569265
1656911569,111700,4914419,4914397,2581225,3233,2358,-4,1510,721,4913297,196,13,1,2022-07-04T08:12:49,2204,36.735195,1656911576.420897,2022-07-04T08:12:56,2203446,36.7241,13635.023703697376
1656911605,581700,4950889,4950867,2581225,3258,2383,-4,1535,728,4948937,163,13,1,2022-07-04T08:13:25,2240,37.343028333333336,1656911611.659492,2022-07-04T08:13:31,2239916,37.33193333333334,13810.551347636463
1656911644,695800,4990003,4989981,2581225,3283,2408,-4,1560,736,4989742,128,13,1,2022-07-04T08:14:04,2279,37.99493,1656911652.2599878,2022-07-04T08:14:12,2279030,37.98383333333334,14095.058426004547
1656911683,304800,5028612,5028590,2581225,3308,2433,-4,1585,743,5025346,93,13,1,2022-07-04T08:14:43,2318,38.63841333333333,1656911692.048012,2022-07-04T08:14:52,2317639,38.627316666666665,14256.976366817782
1656911719,929400,5066539,5066517,2581225,3333,2458,-4,1610,751,5066278,60,13,1,2022-07-04T08:15:19,2354,39.248823333333334,1656911730.3973289,2022-07-04T08:15:30,2355566,39.25943333333333,14425.909387328633
1656911758,164400,5104471,5104449,2581225,3358,2483,-4,1635,758,5101928,25,13,1,2022-07-04T08:15:58,2393,39.886073333333336,1656911769.178113,2022-07-04T08:16:09,2393498,39.89163333333333,14621.137234439228
1656911796,216500,5142777,5142755,2581225,3383,2508,-4,1660,765,5138110,246,13,1,2022-07-04T08:16:36,2431,40.520275,1656911804.4860039,2022-07-04T08:16:44,2431804,40.53006666666667,14827.990702880801
1656911872,740400,5219047,5219025,2581225,3433,2558,-4,1710,780,5214892,178,13,1,2022-07-04T08:17:52,2507,41.79567333333333,1656911881.1656358,2022-07-04T08:18:01,2508074,41.801233333333336,15293.402498585161
1656911911,78500,5257385,5257363,2581225,3458,2583,-4,1735,788,5255558,143,13,1,2022-07-04T08:18:31,2546,42.43464166666667,1656911920.615145,2022-07-04T08:18:40,2546412,42.4402,15519.837102134083
1656911949,552900,5295859,5295837,2581225,3483,2608,-4,1760,795,5291012,110,13,1,2022-07-04T08:19:09,2584,43.07588166666667,1656911957.8933558,2022-07-04T08:19:17,2584886,43.08143333333333,15719.847219334642
