time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909113,818479,2460047,34.8125,77,10,3,2022-07-04T07:31:53,-252,-4.186358683333333,1656909121.9542248,2022-07-04T07:32:01,-250926,-4.1821,96.7826527253987
1656909146,978496,2493194,34.75,95,10,3,2022-07-04T07:32:26,-219,-3.6336917333333334,1656909154.791373,2022-07-04T07:32:34,-217779,-3.62965,97.35763306792877
1656909161,988503,2508287,34.75,221,10,3,2022-07-04T07:32:41,-204,-3.38352495,1656909171.017273,2022-07-04T07:32:51,-202686,-3.3781000000000003,96.94628691962747
1656909177,978470,2524220,34.875,97,10,3,2022-07-04T07:32:57,-188,-3.1170255,1656909187.132849,2022-07-04T07:33:07,-186753,-3.1125499999999997,97.26168732896029
1656909193,981352,2540194,34.875,233,10,3,2022-07-04T07:33:13,-172,-2.8503108000000004,1656909202.3792648,2022-07-04T07:33:22,-170779,-2.8463166666666666,96.46586304954157
1656909206,556683,2552204,34.8125,77,10,3,2022-07-04T07:33:26,-159,-2.64072195,1656909214.1396918,2022-07-04T07:33:34,-158769,-2.64615,96.78149276560421
1656909223,989290,2569373,34.8125,219,10,3,2022-07-04T07:33:43,-142,-2.3501784999999997,1656909234.3949609,2022-07-04T07:33:54,-141600,-2.36,96.59381866455078
1656909240,999334,2586222,34.8125,105,10,3,2022-07-04T07:34:00,-125,-2.0666777666666665,1656909251.1888518,2022-07-04T07:34:11,-124751,-2.0791833333333334,97.68917687082968
1656909255,999299,2601281,34.8125,231,10,3,2022-07-04T07:34:15,-110,-1.81667835,1656909263.4329119,2022-07-04T07:34:23,-109692,-1.8281999999999998,97.11276514880598
1656909271,999341,2617346,34.9375,107,10,3,2022-07-04T07:34:31,-94,-1.5500109833333333,1656909279.6758199,2022-07-04T07:34:39,-93627,-1.56045,97.71095513594588
1656909302,19316,2647224,34.8125,99,10,3,2022-07-04T07:35:02,-63,-1.0496780666666665,1656909311.0217118,2022-07-04T07:35:11,-63749,-1.0624833333333334,97.93484102676311
1656909319,20891,2664249,34.625,245,10,3,2022-07-04T07:35:19,-46,-0.7663184833333333,1656909326.434908,2022-07-04T07:35:26,-46724,-0.7787333333333333,98.08526866040212
1656909333,29299,2678285,34.4375,105,10,3,2022-07-04T07:35:33,-32,-0.5328450166666666,1656909342.9683678,2022-07-04T07:35:42,-32688,-0.5448000000000001,98.32978352520357
1656909349,39302,2694297,34.375,241,10,3,2022-07-04T07:35:49,-16,-0.26601163333333333,1656909359.049641,2022-07-04T07:35:59,-16676,-0.2779333333333333,98.48223326019153
1656909363,49314,2708297,34.5,105,10,3,2022-07-04T07:36:03,-2,-0.03251143333333333,1656909370.532445,2022-07-04T07:36:10,-2676,-0.0446,98.47849708316096
1656909378,49337,2723295,34.375,231,10,3,2022-07-04T07:36:18,13,0.21748895,1656909387.072989,2022-07-04T07:36:27,12322,0.20536666666666664,164.96319018133943
1656909395,59316,2740267,34.0625,117,10,3,2022-07-04T07:36:35,30,0.5009886,1656909402.989044,2022-07-04T07:36:42,29294,0.48823333333333335,265.53742233354836
1656909409,813997,2755317,33.8125,243,10,3,2022-07-04T07:36:49,44,0.74689995,1656909418.772068,2022-07-04T07:36:58,44344,0.7390666666666666,361.9260922628755
1656909427,60229,2772328,33.5625,133,10,3,2022-07-04T07:37:07,62,1.03433715,1656909437.600705,2022-07-04T07:37:17,61355,1.0225833333333332,465.19939137218427
1656909445,60287,2790312,33.25,25,10,3,2022-07-04T07:37:25,80,1.3343381166666668,1656909454.3722088,2022-07-04T07:37:34,79339,1.3223166666666666,573.3058740320969
1656909461,60237,2806370,33.125,161,10,3,2022-07-04T07:37:41,96,1.60100395,1656909470.618372,2022-07-04T07:37:50,95397,1.5899500000000002,678.1648826357456
1656909477,80269,2822293,32.8125,37,10,3,2022-07-04T07:37:57,112,1.8680044833333334,1656909486.204933,2022-07-04T07:38:06,111320,1.8553333333333333,777.8118055233911
1656909493,80263,2838285,32.625,173,10,3,2022-07-04T07:38:13,128,2.13467105,1656909499.4268959,2022-07-04T07:38:19,127312,2.1218666666666666,868.3284443099983
1656909508,90233,2853304,32.5,43,10,3,2022-07-04T07:38:28,143,2.384837216666667,1656909514.6538,2022-07-04T07:38:34,142331,2.372183333333333,956.3968473478778
1656909523,110233,2868346,32.1875,169,10,3,2022-07-04T07:38:43,158,2.63517055,1656909531.009269,2022-07-04T07:38:51,157373,2.6228833333333332,1048.052828017572
1656909539,110258,2884325,31.8125,49,10,3,2022-07-04T07:38:59,174,2.9018376333333333,1656909547.0573769,2022-07-04T07:39:07,173352,2.8892,1143.2563626628205
1656909555,103488,2900313,31.5,181,10,3,2022-07-04T07:39:15,190,3.168391466666667,1656909563.152897,2022-07-04T07:39:23,189340,3.155666666666667,1241.8004687066277
1656909570,110264,2915326,31.25,51,10,3,2022-07-04T07:39:30,205,3.4185044,1656909579.5227928,2022-07-04T07:39:39,204353,3.4058833333333336,1324.454366635525
1656909580,114057,2931362,30.875,183,10,3,2022-07-04T07:39:40,215,3.5852342833333335,1656909595.445468,2022-07-04T07:39:55,220389,3.67315,1398.212769340281
1656909602,131023,2947381,30.5,61,10,3,2022-07-04T07:40:02,237,3.9521837166666667,1656909611.394173,2022-07-04T07:40:11,236408,3.9401333333333333,1516.7569869043011
1656909618,161034,2963368,30.125,195,10,3,2022-07-04T07:40:18,253,4.219350566666667,1656909624.466317,2022-07-04T07:40:24,252395,4.206583333333334,1617.312082302943
1656909633,160997,2978377,29.75,65,10,3,2022-07-04T07:40:33,268,4.46934995,1656909640.896385,2022-07-04T07:40:40,267404,4.456733333333333,1707.1197599340649
1656909650,200930,2995414,29.3125,207,10,3,2022-07-04T07:40:50,285,4.753348833333334,1656909656.1775088,2022-07-04T07:40:56,284441,4.740683333333333,1811.3215094519649
1656909665,201016,3010414,28.9375,73,10,3,2022-07-04T07:41:05,300,5.003350266666667,1656909672.2071168,2022-07-04T07:41:12,299441,4.990683333333333,1905.907742689154
1656909682,201186,3027415,28.4375,219,10,3,2022-07-04T07:41:22,317,5.286686433333333,1656909688.688809,2022-07-04T07:41:28,316442,5.274033333333334,2015.7971533006535
1656909697,201035,3042444,28.0625,85,10,3,2022-07-04T07:41:37,332,5.536683916666666,1656909705.1890118,2022-07-04T07:41:45,331471,5.524516666666667,2114.396515975055
1656909759,162622,3104448,26.75,89,10,3,2022-07-04T07:42:39,394,6.569377033333334,1656909765.693392,2022-07-04T07:42:45,393475,6.557916666666667,2497.567589622478
1656909775,172670,3120454,26.375,225,10,3,2022-07-04T07:42:55,410,6.836211166666667,1656909782.2728078,2022-07-04T07:43:02,409481,6.824683333333334,2591.7634870066745
1656909790,182632,3135465,26.0625,95,10,3,2022-07-04T07:43:10,425,7.0863772,1656909798.0234249,2022-07-04T07:43:18,424492,7.074866666666667,2677.988890240565
1656909806,9226,3151537,25.75,227,10,3,2022-07-04T07:43:26,441,7.350153766666667,1656909814.254668,2022-07-04T07:43:34,440564,7.342733333333333,2773.648520027242
1656909820,961101,3166540,25.5625,97,10,3,2022-07-04T07:43:40,455,7.599351683333333,1656909829.2933688,2022-07-04T07:43:49,455567,7.592783333333333,2864.608478382143
1656909834,961056,3180463,25.25,213,10,3,2022-07-04T07:43:54,469,7.832684266666666,1656909845.3030689,2022-07-04T07:44:05,469490,7.824833333333333,2966.6184201178944
1656909852,312111,3197523,24.875,99,10,3,2022-07-04T07:44:12,487,8.121868516666668,1656909861.522732,2022-07-04T07:44:21,486550,8.109166666666667,3050.3096571692836
