time_s,time_us,time_steady,o2_conc,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656910533,2000,3879628,15.648160934448242,127,13,0,2022-07-04T07:55:33,1168,19.4667,1656910546.008425,2022-07-04T07:55:46,1168655,19.47758333333333,7196.457219973876
1656910554,64200,3900376,15.591971397399902,244,13,0,2022-07-04T07:55:54,1189,19.81773666666667,1656910562.1330318,2022-07-04T07:56:02,1189403,19.823383333333332,7323.299226981317
1656910563,223200,3909535,15.577924728393555,41,13,0,2022-07-04T07:56:03,1198,19.970386666666666,1656910570.4378889,2022-07-04T07:56:10,1198562,19.97603333333333,7378.63712251017
1656910567,303200,3913829,15.563879013061523,68,13,0,2022-07-04T07:56:07,1202,20.038386666666668,1656910578.4891129,2022-07-04T07:56:18,1202856,20.0476,7408.973514349483
1656910578,474500,3925150,15.395317077636719,129,13,0,2022-07-04T07:56:18,1213,20.224575,1656910586.557713,2022-07-04T07:56:26,1214177,20.236283333333333,7495.789904172776
1656910584,334900,3930941,15.325082778930664,164,13,0,2022-07-04T07:56:24,1219,20.322248333333334,1656910594.747673,2022-07-04T07:56:34,1219968,20.332800000000002,7540.645821794561
1656910594,635600,3940947,15.325082778930664,217,13,0,2022-07-04T07:56:34,1229,20.493926666666667,1656910602.529924,2022-07-04T07:56:42,1229974,20.499566666666666,7608.152682989371
1656910599,824500,3946320,15.325082778930664,254,13,0,2022-07-04T07:56:39,1234,20.58040833333333,1656910610.368145,2022-07-04T07:56:50,1235347,20.589116666666666,7641.2706740359035
1656910609,451300,3955897,15.325082778930664,51,13,0,2022-07-04T07:56:49,1244,20.740855,1656910618.767009,2022-07-04T07:56:58,1244924,20.748733333333334,7701.180799427863
1656910616,860900,3963172,15.353175163269043,94,13,0,2022-07-04T07:56:56,1251,20.864348333333332,1656910626.5377479,2022-07-04T07:57:06,1252199,20.869983333333334,7745.887448097321
1656910633,480100,3979791,15.395317077636719,192,13,0,2022-07-04T07:57:13,1268,21.141335,1656910643.210505,2022-07-04T07:57:23,1268818,21.146966666666668,7844.89001695465
1656910640,587600,3987143,15.395317077636719,237,13,0,2022-07-04T07:57:20,1275,21.259793333333334,1656910651.227953,2022-07-04T07:57:31,1276170,21.2695,7890.888605950777
1656910648,630100,3994941,15.395317077636719,24,13,0,2022-07-04T07:57:28,1283,21.393835000000003,1656910659.3065639,2022-07-04T07:57:39,1283968,21.39946666666667,7938.961681434333
1656910657,698100,4004403,15.381269454956055,77,13,0,2022-07-04T07:57:37,1292,21.544968333333333,1656910667.3870208,2022-07-04T07:57:47,1293430,21.557166666666667,7993.54444737729
1656910668,240400,4014551,15.381269454956055,131,13,0,2022-07-04T07:57:48,1303,21.72067333333333,1656910680.447136,2022-07-04T07:58:00,1303578,21.7263,8060.137328075875
1656910689,12500,4035323,15.15652084350586,255,13,0,2022-07-04T07:58:09,1324,22.066875,1656910696.507257,2022-07-04T07:58:16,1324350,22.072499999999998,8210.79186309011
1656910694,219400,4040902,15.226755142211914,26,13,0,2022-07-04T07:58:14,1329,22.153656666666667,1656910704.193193,2022-07-04T07:58:24,1329929,22.165483333333334,8241.74477069538
1656910728,145800,4073682,15.17056655883789,212,13,0,2022-07-04T07:58:48,1363,22.719096666666665,1656910736.9770288,2022-07-04T07:58:56,1362709,22.711816666666667,8458.572380968619
1656910736,843100,4082644,15.142474174499512,9,13,0,2022-07-04T07:58:56,1371,22.86405166666667,1656910745.2853558,2022-07-04T07:59:05,1371671,22.861183333333333,8518.988128340825
1656910746,487800,4092024,15.142474174499512,63,13,0,2022-07-04T07:59:06,1381,23.024796666666667,1656910753.1061049,2022-07-04T07:59:13,1381051,23.017516666666666,8578.776962559272
1656910757,793500,4103704,15.044144630432129,134,13,0,2022-07-04T07:59:17,1392,23.213225,1656910769.51494,2022-07-04T07:59:29,1392731,23.212183333333332,8660.582351583867
1656910767,996200,4113532,15.058192253112793,187,13,0,2022-07-04T07:59:27,1402,23.38327,1656910777.535641,2022-07-04T07:59:37,1402559,23.375983333333334,8726.159479911023
1656910775,343200,4120879,15.01605224609375,230,13,0,2022-07-04T07:59:35,1410,23.50572,1656910785.256445,2022-07-04T07:59:45,1409906,23.49843333333333,8781.48034859241
1656910784,326200,4129862,15.030098915100098,28,13,0,2022-07-04T07:59:44,1419,23.655436666666667,1656910794.124548,2022-07-04T07:59:54,1418889,23.648149999999998,8836.420940193046
1656910799,765500,4145301,15.058192253112793,118,13,0,2022-07-04T07:59:59,1434,23.912758333333333,1656910810.0758078,2022-07-04T08:00:10,1434328,23.905466666666666,8928.213947897064
1656910808,98400,4153492,15.086286544799805,161,13,0,2022-07-04T08:00:08,1443,24.051640000000003,1656910818.406129,2022-07-04T08:00:18,1442519,24.041983333333334,8976.971827990355
1656910809,320600,4155079,15.086286544799805,171,13,0,2022-07-04T08:00:09,1444,24.07201,1656910823.0338879,2022-07-04T08:00:23,1444106,24.068433333333335,8984.123225589034
1656910830,478600,4175872,14.97391128540039,29,13,0,2022-07-04T08:00:30,1465,24.424643333333332,1656910839.854384,2022-07-04T08:00:39,1464899,24.414983333333332,9130.25372632651
1656910835,694700,4181372,14.959864616394043,64,13,0,2022-07-04T08:00:35,1470,24.511578333333333,1656910847.035168,2022-07-04T08:00:47,1470399,24.506649999999997,9164.999139699867
1656910847,759700,4193070,15.002006530761719,128,13,0,2022-07-04T08:00:47,1482,24.71266166666667,1656910855.4598808,2022-07-04T08:00:55,1482097,24.701616666666666,9253.46554354584
1656910856,774800,4202085,14.97391128540039,181,13,0,2022-07-04T08:00:56,1491,24.86291333333333,1656910863.864532,2022-07-04T08:01:03,1491112,24.85186666666667,9294.615262215655
1656910868,427900,4213738,14.945818901062012,250,13,0,2022-07-04T08:01:08,1503,25.057131666666667,1656910879.794268,2022-07-04T08:01:19,1502765,25.046083333333335,9364.267263425234
1656910878,321900,4223632,14.959864616394043,48,13,0,2022-07-04T08:01:18,1513,25.222031666666666,1656910888.124737,2022-07-04T08:01:28,1512659,25.210983333333335,9422.632339817084
1656910886,92900,4231403,14.945818901062012,93,13,0,2022-07-04T08:01:26,1521,25.351548333333334,1656910895.292577,2022-07-04T08:01:35,1520430,25.340500000000002,9474.833901606813
1656910893,414700,4238989,14.833444595336914,138,13,0,2022-07-04T08:01:33,1528,25.473578333333332,1656910902.895532,2022-07-04T08:01:42,1528016,25.466933333333333,9532.947830835355
1656910910,427200,4255861,14.692975997924805,234,13,0,2022-07-04T08:01:50,1545,25.75712,1656910919.713217,2022-07-04T08:01:59,1544888,25.74813333333333,9661.637315199898
1656910918,124600,4263434,14.721068382263184,23,13,0,2022-07-04T08:01:58,1553,25.88541,1656910927.732645,2022-07-04T08:02:07,1552461,25.87435,9708.313183139275
1656910926,818100,4272242,14.735116004943848,76,13,0,2022-07-04T08:02:06,1561,26.030301666666666,1656910936.682221,2022-07-04T08:02:16,1561269,26.02115,9763.35644124059
1656910934,143700,4279453,14.749162673950195,121,13,0,2022-07-04T08:02:14,1569,26.152395000000002,1656910944.6137278,2022-07-04T08:02:24,1568480,26.141333333333332,9807.419163152965
1656910943,332800,4288642,14.707023620605469,174,13,0,2022-07-04T08:02:23,1578,26.305546666666665,1656910952.4402409,2022-07-04T08:02:32,1577669,26.294483333333336,9873.685166652036
1656910950,953800,4296263,14.594648361206055,217,13,0,2022-07-04T08:02:30,1585,26.432563333333334,1656910961.46206,2022-07-04T08:02:41,1585290,26.421499999999998,9937.989862820401
1656910959,19900,4304329,14.538461685180664,6,13,0,2022-07-04T08:02:39,1594,26.566998333333334,1656910965.5417159,2022-07-04T08:02:45,1593356,26.555933333333332,9996.824322386645
1656910966,773100,4312082,14.538461685180664,51,13,0,2022-07-04T08:02:46,1601,26.696218333333334,1656910974.0614119,2022-07-04T08:02:54,1601109,26.68515,10045.955393388527
1656910975,747200,4321056,14.566554069519043,104,13,0,2022-07-04T08:02:55,1610,26.845786666666665,1656910982.431129,2022-07-04T08:03:02,1610083,26.83471666666667,10103.39064004298
1656910983,381200,4328690,14.594648361206055,147,13,0,2022-07-04T08:03:03,1618,26.97302,1656910990.3115559,2022-07-04T08:03:10,1617717,26.96195,10149.890008190743
1656910992,273300,4337582,14.58060073852539,201,13,0,2022-07-04T08:03:12,1627,27.121221666666667,1656910998.8422048,2022-07-04T08:03:18,1626609,27.110149999999997,10208.797747874287
1656911004,313800,4349867,14.552506446838379,16,13,0,2022-07-04T08:03:24,1639,27.321896666666664,1656911014.650512,2022-07-04T08:03:34,1638894,27.3149,10294.794554262302
1656911016,654100,4361963,14.41203784942627,88,13,0,2022-07-04T08:03:36,1651,27.52756833333333,1656911023.040385,2022-07-04T08:03:43,1650990,27.5165,10402.86235429902
1656911019,401100,4364710,14.36989974975586,104,13,0,2022-07-04T08:03:39,1654,27.573351666666667,1656911030.600077,2022-07-04T08:03:50,1653737,27.562283333333333,10414.87729240146
1656911029,271700,4374914,14.36989974975586,157,13,0,2022-07-04T08:03:49,1664,27.737861666666667,1656911038.272197,2022-07-04T08:03:58,1663941,27.73235,10482.907809750093
1656911036,977200,4382286,14.313712120056152,202,13,0,2022-07-04T08:03:56,1671,27.866286666666667,1656911046.010236,2022-07-04T08:04:06,1671313,27.855216666666667,10540.686649480043
1656911045,87200,4390396,14.313712120056152,247,13,0,2022-07-04T08:04:05,1680,28.001453333333334,1656911054.861589,2022-07-04T08:04:14,1679423,27.990383333333334,10592.144470654204
1656911052,4300,4397567,14.355850219726562,34,13,0,2022-07-04T08:04:12,1687,28.116738333333334,1656911062.534389,2022-07-04T08:04:22,1686594,28.1099,10634.08184127536
1656911062,85500,4407394,14.42608642578125,88,13,0,2022-07-04T08:04:22,1697,28.284758333333333,1656911070.16978,2022-07-04T08:04:30,1696421,28.273683333333334,10690.418758923222
1656911069,878200,4415187,14.454179763793945,133,13,0,2022-07-04T08:04:29,1704,28.41463666666667,1656911078.6396968,2022-07-04T08:04:38,1704214,28.403566666666666,10728.77544432557
1656911072,183200,4422492,14.482272148132324,178,13,0,2022-07-04T08:04:32,1707,28.453053333333333,1656911086.461292,2022-07-04T08:04:46,1711519,28.525316666666665,10740.744809083068
1656911087,127400,4432436,14.482272148132324,231,13,0,2022-07-04T08:04:47,1722,28.702123333333336,1656911094.859076,2022-07-04T08:04:54,1721463,28.69105,10826.87901875847
1656911094,203400,4439856,14.454179763793945,18,13,0,2022-07-04T08:04:54,1729,28.82005666666667,1656911103.141149,2022-07-04T08:05:03,1728883,28.814716666666666,10869.10325698679
1656911109,972500,4455281,14.38394546508789,108,13,0,2022-07-04T08:05:09,1744,29.082875,1656911115.2194848,2022-07-04T08:05:15,1744308,29.0718,10970.548826426751
1656911117,500700,4463203,14.327757835388184,151,13,0,2022-07-04T08:05:17,1752,29.208345,1656911124.240969,2022-07-04T08:05:24,1752230,29.203833333333332,11057.062878918056
1656911117,22000,4468675,14.313712120056152,177,13,0,2022-07-04T08:05:17,1752,29.200366666666664,1656911131.259589,2022-07-04T08:05:31,1757702,29.295033333333333,11054.875390559415
1656911136,164200,4481837,14.257523536682129,1,13,0,2022-07-04T08:05:36,1771,29.519403333333333,1656911147.958456,2022-07-04T08:05:47,1770864,29.514400000000002,11143.433080904815
1656911146,501600,4491810,14.22943115234375,54,13,0,2022-07-04T08:05:46,1781,29.691693333333333,1656911155.048164,2022-07-04T08:05:55,1780837,29.680616666666666,11212.106926703183
1656911153,974500,4499567,14.243475914001465,99,13,0,2022-07-04T08:05:53,1788,29.816241666666667,1656911163.927969,2022-07-04T08:06:03,1788594,29.809900000000003,11256.300748850079
1656911161,234500,4506666,14.271570205688477,144,13,0,2022-07-04T08:06:01,1796,29.93724166666667,1656911172.2681289,2022-07-04T08:06:12,1795693,29.928216666666668,11292.115288389023
1656911168,529000,4513837,14.299664497375488,187,13,0,2022-07-04T08:06:08,1803,30.058816666666665,1656911180.167361,2022-07-04T08:06:20,1802864,30.047733333333333,11331.20671295513
1656911179,183000,4524706,14.299664497375488,251,13,0,2022-07-04T08:06:19,1814,30.236383333333333,1656911187.9875798,2022-07-04T08:06:27,1813733,30.228883333333332,11391.025136873912
1656911188,213400,4533756,14.299664497375488,48,13,0,2022-07-04T08:06:28,1823,30.38689,1656911196.307008,2022-07-04T08:06:36,1822783,30.379716666666663,11438.886926287283
1656911208,458800,4558931,14.243475914001465,189,13,0,2022-07-04T08:06:48,1843,30.724313333333335,1656911220.53686,2022-07-04T08:07:00,1847958,30.799300000000002,11557.512936891302
1656911219,111700,4564420,14.22943115234375,224,13,0,2022-07-04T08:06:59,1854,30.901861666666665,1656911228.496948,2022-07-04T08:07:08,1853447,30.89078333333333,11616.010502171128
1656911226,579900,4571888,14.215383529663086,13,13,0,2022-07-04T08:07:06,1861,31.026331666666668,1656911236.9878838,2022-07-04T08:07:16,1860915,31.015249999999998,11659.28324185831
1656911235,716900,4581025,14.17324161529541,66,13,0,2022-07-04T08:07:15,1870,31.178614999999997,1656911245.42714,2022-07-04T08:07:25,1870052,31.16753333333333,11716.275153853947
1656911243,883000,4589191,14.103008270263672,111,13,0,2022-07-04T08:07:23,1878,31.314716666666666,1656911250.037472,2022-07-04T08:07:30,1878218,31.303633333333334,11772.063774776516
1656911247,952100,4593260,14.07491397857666,128,13,0,2022-07-04T08:07:27,1882,31.382535,1656911258.2266839,2022-07-04T08:07:38,1882287,31.37145,11799.813626430088
1656911259,865000,4605173,14.060869216918945,199,13,0,2022-07-04T08:07:39,1894,31.581083333333332,1656911266.616461,2022-07-04T08:07:46,1894200,31.57,11873.625721497523
1656911266,771100,4612079,14.01872730255127,234,13,0,2022-07-04T08:07:46,1901,31.696185,1656911274.4022279,2022-07-04T08:07:54,1901106,31.6851,11915.532804909773
1656911276,724200,4622032,13.99063491821289,41,13,0,2022-07-04T08:07:56,1911,31.862070000000003,1656911282.776732,2022-07-04T08:08:02,1911059,31.850983333333332,11978.634802877643
1656911285,587300,4630895,13.962539672851562,95,13,0,2022-07-04T08:08:05,1920,32.00978833333333,1656911291.086257,2022-07-04T08:08:11,1919922,31.9987,12034.868488554068
1656911291,153000,4636597,13.934446334838867,121,13,0,2022-07-04T08:08:11,1926,32.10255,1656911299.085573,2022-07-04T08:08:19,1925624,32.09373333333333,12070.031553208593
1656911300,20400,4645328,13.976587295532227,174,13,0,2022-07-04T08:08:20,1935,32.25034,1656911307.6351519,2022-07-04T08:08:27,1934355,32.23925,12116.56941923747
1656911307,646500,4653298,13.948493957519531,217,13,0,2022-07-04T08:08:27,1942,32.37744166666667,1656911315.686328,2022-07-04T08:08:35,1942325,32.372083333333336,12164.319573182378
1656911315,440500,4660748,13.934446334838867,6,13,0,2022-07-04T08:08:35,1950,32.50734166666667,1656911323.715972,2022-07-04T08:08:43,1949775,32.49625,12207.696704748438
1656911322,706500,4668288,13.878259658813477,51,13,0,2022-07-04T08:08:42,1957,32.62844166666667,1656911332.035697,2022-07-04T08:08:52,1957315,32.62191666666667,12261.763992849057
1656911330,576500,4675884,13.864212989807129,94,13,0,2022-07-04T08:08:50,1965,32.75960833333333,1656911340.435256,2022-07-04T08:09:00,1964911,32.74851666666667,12307.166084252918
1656911339,376700,4684898,13.864212989807129,148,13,0,2022-07-04T08:08:59,1974,32.90627833333333,1656911348.836653,2022-07-04T08:09:08,1973925,32.89875,12355.899695770397
1656911352,466800,4697774,13.89230728149414,227,13,0,2022-07-04T08:09:12,1987,33.124446666666664,1656911364.614848,2022-07-04T08:09:24,1986801,33.11335,12423.205805251175
1656911363,569900,4709212,13.765883445739746,35,13,0,2022-07-04T08:09:23,1998,33.30949833333333,1656911372.4538,2022-07-04T08:09:32,1998239,33.303983333333335,12506.822339749233
1656911370,964300,4716446,13.751839637756348,78,13,0,2022-07-04T08:09:30,2005,33.43273833333333,1656911380.853509,2022-07-04T08:09:40,2005473,33.424549999999996,12552.797737250696
1656911380,396000,4725818,13.737791061401367,131,13,0,2022-07-04T08:09:40,2015,33.589933333333335,1656911389.563449,2022-07-04T08:09:49,2014845,33.58075,12608.942892247926
1656911387,313300,4732835,13.709697723388672,176,13,0,2022-07-04T08:09:47,2022,33.70522166666667,1656911397.335064,2022-07-04T08:09:57,2021862,33.697700000000005,12648.959794717348
1656911396,494000,4741946,13.695651054382324,229,13,0,2022-07-04T08:09:56,2031,33.85823333333333,1656911405.955101,2022-07-04T08:10:05,2030973,33.84955,12699.763373843663
1656911403,521500,4749123,13.695651054382324,18,13,0,2022-07-04T08:10:03,2038,33.97535833333333,1656911414.3230119,2022-07-04T08:10:14,2038150,33.969166666666666,12739.51921950536
1656911411,226500,4756828,13.653509140014648,61,13,0,2022-07-04T08:10:11,2046,34.103775,1656911422.143924,2022-07-04T08:10:22,2045855,34.09758333333333,12795.641120813638
1656911430,209400,4775517,13.541135787963867,168,13,0,2022-07-04T08:10:30,2065,34.42015666666667,1656911439.12702,2022-07-04T08:10:39,2064544,34.40906666666667,12924.693669421804
1656911437,440900,4783101,13.541135787963867,213,13,0,2022-07-04T08:10:37,2072,34.540681666666664,1656911446.9739718,2022-07-04T08:10:46,2072128,34.53546666666667,12965.821624366381
1656911445,571600,4790879,13.541135787963867,2,13,0,2022-07-04T08:10:45,2080,34.67619333333334,1656911455.464244,2022-07-04T08:10:55,2079906,34.6651,13015.575696573487
1656911454,523300,4800015,13.484950065612793,55,13,0,2022-07-04T08:10:54,2089,34.82538833333333,1656911463.703181,2022-07-04T08:11:03,2089042,34.817366666666665,13073.203253531748
1656911472,306800,4817614,13.513043403625488,151,13,0,2022-07-04T08:11:12,2107,35.121779999999994,1656911484.413668,2022-07-04T08:11:24,2106641,35.110683333333334,13164.446589291008
1656911486,151400,4831459,13.569229125976562,231,13,0,2022-07-04T08:11:26,2121,35.35252333333334,1656911492.352028,2022-07-04T08:11:32,2120486,35.341433333333335,13230.149727818829
1656911494,24600,4839332,13.569229125976562,20,13,0,2022-07-04T08:11:34,2129,35.48374333333334,1656911501.153064,2022-07-04T08:11:41,2128359,35.47265,13268.930144057305
1656911504,22700,4849330,13.541135787963867,81,13,0,2022-07-04T08:11:44,2139,35.650378333333336,1656911509.72558,2022-07-04T08:11:49,2138357,35.63928333333333,13319.633819242319
1656911510,404300,4856027,13.513043403625488,118,13,0,2022-07-04T08:11:50,2145,35.75673833333334,1656911518.152168,2022-07-04T08:11:58,2145054,35.7509,13356.423562615708
1656911517,879800,4863411,13.498994827270508,161,13,0,2022-07-04T08:11:57,2152,35.881330000000005,1656911526.093737,2022-07-04T08:12:06,2152438,35.87396666666667,13399.988719920704
1656911525,391900,4871093,13.4428071975708,206,13,0,2022-07-04T08:12:05,2160,36.00653166666667,1656911534.681769,2022-07-04T08:12:14,2160120,36.001999999999995,13444.45428578811
1656911533,714900,4879022,13.4428071975708,251,13,0,2022-07-04T08:12:13,2168,36.145248333333335,1656911543.1207678,2022-07-04T08:12:23,2168049,36.13415,13485.467634814342
1656911541,198900,4886506,13.4428071975708,38,13,0,2022-07-04T08:12:21,2176,36.269981666666666,1656911550.850744,2022-07-04T08:12:30,2175533,36.25888333333333,13519.369527371733
1656911545,552000,4895994,13.4428071975708,91,13,0,2022-07-04T08:12:25,2180,36.342533333333336,1656911558.592296,2022-07-04T08:12:38,2185021,36.41701666666667,13549.232230730795
1656911558,652400,4903959,13.484950065612793,136,13,0,2022-07-04T08:12:38,2193,36.56087333333333,1656911566.231117,2022-07-04T08:12:46,2192986,36.54976666666666,13589.586442959193
1656911565,725100,4911227,13.470901489257812,181,13,0,2022-07-04T08:12:45,2200,36.67875166666667,1656911574.740064,2022-07-04T08:12:54,2200254,36.670899999999996,13619.28108323501
1656911573,194400,4918716,13.4428071975708,224,13,0,2022-07-04T08:12:53,2208,36.803239999999995,1656911582.461421,2022-07-04T08:13:02,2207743,36.795716666666664,13654.118824572526
1656911582,44300,4927506,13.414714813232422,21,13,0,2022-07-04T08:13:02,2217,36.950738333333334,1656911590.8899488,2022-07-04T08:13:10,2216533,36.94221666666667,13696.471236886695
1656911589,275500,4934737,13.400668144226074,66,13,0,2022-07-04T08:13:09,2224,37.07125833333334,1656911599.331944,2022-07-04T08:13:19,2223764,37.062733333333334,13728.358535868956
1656911592,671400,4938262,13.400668144226074,85,13,0,2022-07-04T08:13:12,2227,37.127856666666666,1656911606.999668,2022-07-04T08:13:26,2227289,37.12148333333334,13745.028491868521
1656911606,267700,4951575,13.330432891845703,165,13,0,2022-07-04T08:13:26,2241,37.354461666666666,1656911615.309892,2022-07-04T08:13:35,2240602,37.34336666666666,13815.593205460042
1656911608,298700,4953606,13.316386222839355,173,13,0,2022-07-04T08:13:28,2243,37.38831166666667,1656911619.891229,2022-07-04T08:13:39,2242633,37.37721666666666,13830.520338462511
1656911624,500500,4969922,13.175918579101562,15,13,0,2022-07-04T08:13:44,2259,37.658341666666665,1656911635.939209,2022-07-04T08:13:55,2258949,37.64915,13940.181257865768
1656911631,179200,4982487,13.035449981689453,85,13,0,2022-07-04T08:13:51,2266,37.76965333333333,1656911644.459152,2022-07-04T08:14:04,2271514,37.85856666666667,14032.318159176853
1656911645,115800,4990423,13.021403312683105,130,13,0,2022-07-04T08:14:05,2280,38.00193,1656911652.879989,2022-07-04T08:14:12,2279450,37.99083333333333,14096.425755361168
1656911654,238900,4999546,13.007356643676758,183,13,0,2022-07-04T08:14:14,2289,38.15398166666667,1656911660.6519399,2022-07-04T08:14:20,2288573,38.14288333333333,14127.887387549186
1656911662,34900,5007342,13.035449981689453,228,13,0,2022-07-04T08:14:22,2297,38.283915,1656911668.698464,2022-07-04T08:14:28,2296369,38.27281666666667,14163.541866474288
1656911669,913000,5015220,13.0494966506958,15,13,0,2022-07-04T08:14:29,2304,38.415216666666666,1656911676.4792168,2022-07-04T08:14:36,2304247,38.40411666666667,14199.468833125627
1656911678,143000,5023450,13.077590942382812,60,13,0,2022-07-04T08:14:38,2313,38.55238333333333,1656911684.708297,2022-07-04T08:14:44,2312477,38.54128333333333,14234.468512140907
1656911683,764300,5029186,13.091636657714844,95,13,0,2022-07-04T08:14:43,2318,38.646071666666664,1656911693.158376,2022-07-04T08:14:53,2318213,38.63688333333334,14258.919314646604
1656911698,232000,5043539,13.077590942382812,185,13,0,2022-07-04T08:14:58,2333,38.8872,1656911709.0993528,2022-07-04T08:15:09,2332566,38.876099999999994,14319.230796162487
1656911701,784900,5053092,13.0494966506958,238,13,0,2022-07-04T08:15:01,2336,38.946415,1656911719.089416,2022-07-04T08:15:19,2342119,39.03531666666667,14355.925589792143
1656911714,391000,5060698,13.021403312683105,25,13,0,2022-07-04T08:15:14,2349,39.15651666666667,1656911727.39726,2022-07-04T08:15:27,2349725,39.162083333333335,14399.667652212374
1656911724,530000,5070837,12.99330997467041,88,13,0,2022-07-04T08:15:24,2359,39.325500000000005,1656911735.85984,2022-07-04T08:15:35,2359864,39.331066666666665,14447.692093802769
1656911732,239100,5078546,12.979262351989746,131,13,0,2022-07-04T08:15:32,2367,39.453984999999996,1656911743.878113,2022-07-04T08:15:43,2367573,39.45955,14484.227219796083
1656911741,329200,5087636,12.951169967651367,184,13,0,2022-07-04T08:15:41,2376,39.60548666666667,1656911752.2774599,2022-07-04T08:15:52,2376663,39.61105,14530.288499397546
1656911749,335200,5095642,12.909029006958008,229,13,0,2022-07-04T08:15:49,2384,39.73892,1656911760.877121,2022-07-04T08:16:00,2384669,39.74448333333333,14572.083136158253
1656911757,493400,5103800,12.866888999938965,18,13,0,2022-07-04T08:15:57,2392,39.87489,1656911765.5896358,2022-07-04T08:16:05,2392827,39.88045,14617.141173806269
1656911766,431400,5112738,12.810701370239258,72,13,0,2022-07-04T08:16:06,2401,40.02385666666667,1656911773.847661,2022-07-04T08:16:13,2401765,40.02941666666666,14669.136422578167
1656911774,215400,5120522,12.796655654907227,115,13,0,2022-07-04T08:16:14,2409,40.15359,1656911782.3271239,2022-07-04T08:16:22,2409549,40.15915,14709.267806893218
1656911788,108600,5134519,12.754514694213867,194,13,0,2022-07-04T08:16:28,2423,40.38514333333333,1656911798.397477,2022-07-04T08:16:38,2423546,40.39243333333333,14785.920368296574
1656911800,808700,5147115,12.712374687194824,18,13,0,2022-07-04T08:16:40,2435,40.59681166666667,1656911814.506588,2022-07-04T08:16:54,2436142,40.60236666666666,14851.818745959488
1656911814,908800,5161215,12.670233726501465,98,13,0,2022-07-04T08:16:54,2449,40.831813333333336,1656911822.875748,2022-07-04T08:17:02,2450242,40.83736666666667,14924.969303652739
1656911823,712900,5170019,12.628092765808105,151,13,0,2022-07-04T08:17:03,2458,40.978548333333336,1656911831.1755679,2022-07-04T08:17:11,2459046,40.9841,14976.107596552738
1656911828,334900,5174641,12.599998474121094,178,13,0,2022-07-04T08:17:08,2463,41.05558166666666,1656911838.88568,2022-07-04T08:17:18,2463668,41.06113333333334,15004.677430508475
1656911838,345900,5184653,12.4595308303833,231,13,0,2022-07-04T08:17:18,2473,41.222431666666665,1656911846.706017,2022-07-04T08:17:26,2473680,41.227999999999994,15097.804162698183
1656911845,449600,5191961,12.389296531677246,20,13,0,2022-07-04T08:17:25,2480,41.340826666666665,1656911855.655201,2022-07-04T08:17:35,2480988,41.349799999999995,15154.609532362943
1656911852,688900,5199120,12.375249862670898,65,13,0,2022-07-04T08:17:32,2487,41.46148166666667,1656911863.5764198,2022-07-04T08:17:43,2488147,41.469116666666665,15195.457079196109
1656911862,333100,5208640,12.375249862670898,118,13,0,2022-07-04T08:17:42,2497,41.62221833333333,1656911871.5549119,2022-07-04T08:17:51,2497667,41.62778333333333,15245.604890243882
1656911869,639300,5215946,12.40334415435791,161,13,0,2022-07-04T08:17:49,2504,41.74398833333333,1656911880.63618,2022-07-04T08:18:00,2504973,41.74955,15278.558963122125
1656911879,327300,5225634,12.40334415435791,214,13,0,2022-07-04T08:17:59,2514,41.905454999999996,1656911887.81438,2022-07-04T08:18:07,2514661,41.91101666666667,15325.048719707407
1656911886,728400,5233249,12.389296531677246,3,13,0,2022-07-04T08:18:06,2521,42.02880666666667,1656911896.1246328,2022-07-04T08:18:16,2522276,42.03793333333333,15362.817619397958
1656911894,273400,5240580,12.347155570983887,48,13,0,2022-07-04T08:18:14,2529,42.154556666666664,1656911905.0649998,2022-07-04T08:18:25,2529607,42.16011666666667,15410.941678541763
1656911896,161400,5242468,12.319063186645508,57,13,0,2022-07-04T08:18:16,2531,42.18602333333333,1656911911.9093049,2022-07-04T08:18:31,2531495,42.191583333333334,15425.597886301333
1656911909,621400,5255928,12.248828887939453,136,13,0,2022-07-04T08:18:29,2544,42.410356666666665,1656911919.9894528,2022-07-04T08:18:39,2544955,42.41591666666667,15510.631830238748
1656911914,986300,5261707,12.206687927246094,163,13,0,2022-07-04T08:18:34,2549,42.49977166666667,1656911928.686641,2022-07-04T08:18:48,2550734,42.512233333333334,15544.332333298931
1656911925,461600,5271768,12.178593635559082,224,13,0,2022-07-04T08:18:45,2560,42.67436,1656911933.334652,2022-07-04T08:18:53,2560795,42.67991666666667,15608.180651875087
1656911934,344700,5280651,12.192641258239746,22,13,0,2022-07-04T08:18:54,2569,42.82241166666667,1656911941.623484,2022-07-04T08:19:01,2569678,42.82796666666666,15651.551692619185
1656911941,994800,5288301,12.192641258239746,67,13,0,2022-07-04T08:19:01,2576,42.949913333333335,1656911950.067261,2022-07-04T08:19:10,2577328,42.955466666666666,15685.94067570744
1656911950,6800,5296313,12.192641258239746,112,13,0,2022-07-04T08:19:10,2585,43.08344666666667,1656911958.453125,2022-07-04T08:19:18,2585340,43.089000000000006,15721.858092084978
1656911958,730900,5305037,12.192641258239746,165,13,0,2022-07-04T08:19:18,2593,43.22884833333333,1656911966.168844,2022-07-04T08:19:26,2594064,43.2344,15761.47671872742
