time_s,time_us,time_steady,deg,vdda,vbat,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909123,634000,2457293,41.4316291809082,3.294360637664795,0.0,144,12,0,2022-07-04T07:32:03,-242,-4.022766666666667,1656909134.393056,2022-07-04T07:32:14,-253680,-4.228,96.59039542651189
1656909128,433000,2462293,41.835880279541016,3.3132855892181396,0.0,199,12,0,2022-07-04T07:32:08,-237,-3.9427833333333333,1656909142.6117449,2022-07-04T07:32:22,-248680,-4.144666666666667,97.14232075868418
1656909148,123000,2482293,41.637474060058594,3.31471586227417,0.0,163,12,0,2022-07-04T07:32:28,-217,-3.614616666666667,1656909155.978628,2022-07-04T07:32:35,-228680,-3.8113333333333332,97.34184874962203
1656909154,768000,2488293,41.66583251953125,3.293323040008545,0.0,229,12,0,2022-07-04T07:32:34,-211,-3.5038666666666667,1656909164.555521,2022-07-04T07:32:44,-222680,-3.7113333333333336,97.21475531854412
1656909163,761000,2497293,41.63928985595703,3.294360637664795,0.0,72,12,0,2022-07-04T07:32:43,-202,-3.3539833333333333,1656909172.271653,2022-07-04T07:32:52,-213680,-3.5613333333333332,96.97906391713371
1656909171,439000,2505293,41.64854431152344,3.29453706741333,0.0,160,12,0,2022-07-04T07:32:51,-194,-3.2260166666666668,1656909180.6901438,2022-07-04T07:33:00,-205680,-3.428,97.12421770684675
1656909180,702000,2514293,41.587398529052734,3.293984889984131,0.0,3,12,0,2022-07-04T07:33:00,-185,-3.071633333333333,1656909188.762537,2022-07-04T07:33:08,-196680,-3.278,97.04507163255556
1656909191,31000,2524293,41.668758392333984,3.2935657501220703,0.0,113,12,0,2022-07-04T07:33:11,-174,-2.8994833333333334,1656909204.097424,2022-07-04T07:33:24,-186680,-3.1113333333333335,96.3223573661106
1656909200,628000,2534293,41.846866607666016,3.2931904792785645,0.0,223,12,0,2022-07-04T07:33:20,-165,-2.7395333333333336,1656909212.900584,2022-07-04T07:33:32,-176680,-2.944666666666667,96.78915727469341
1656909208,224000,2542293,41.854164123535156,3.297079086303711,0.0,55,12,0,2022-07-04T07:33:28,-157,-2.6129333333333333,1656909220.151253,2022-07-04T07:33:40,-168680,-2.8113333333333332,96.7501696456264
1656909212,991000,2551293,41.866966247558594,3.2932345867156982,0.0,154,12,0,2022-07-04T07:33:32,-153,-2.5334833333333333,1656909228.470908,2022-07-04T07:33:48,-159680,-2.6613333333333333,96.59381866455078
1656909227,888000,2560293,41.88507843017578,3.2934553623199463,0.0,253,12,0,2022-07-04T07:33:47,-138,-2.2852,1656909236.556104,2022-07-04T07:33:56,-150680,-2.5113333333333334,96.59381866455078
1656909236,86000,2568293,41.882041931152344,3.2979421615600586,0.0,85,12,0,2022-07-04T07:33:56,-129,-2.1485666666666665,1656909244.9477398,2022-07-04T07:34:04,-142680,-2.378,97.03309514337505
1656909243,170000,2575293,41.891807556152344,3.316236734390259,0.0,162,12,0,2022-07-04T07:34:03,-122,-2.0305,1656909252.9107249,2022-07-04T07:34:12,-135680,-2.2613333333333334,97.586623735824
1656909253,148000,2585293,41.97634506225586,3.313688039779663,0.0,16,12,0,2022-07-04T07:34:13,-112,-1.8642,1656909261.674885,2022-07-04T07:34:21,-125680,-2.094666666666667,96.99566141832705
1656909261,173000,2593293,41.927120208740234,3.293543815612793,0.0,104,12,0,2022-07-04T07:34:21,-104,-1.73045,1656909269.2858489,2022-07-04T07:34:29,-117680,-1.9613333333333334,97.53260679916127
1656909268,314000,2600293,41.8893928527832,3.2932345867156982,0.0,181,12,0,2022-07-04T07:34:28,-97,-1.6114333333333335,1656909277.254957,2022-07-04T07:34:37,-110680,-1.8446666666666667,97.99527832276284
1656909276,364000,2608293,41.814701080322266,3.2938966751098633,0.0,13,12,0,2022-07-04T07:34:36,-89,-1.4772666666666665,1656909285.6466799,2022-07-04T07:34:45,-102680,-1.7113333333333334,97.53441643733048
1656909283,396000,2615293,41.840877532958984,3.2938966751098633,0.0,90,12,0,2022-07-04T07:34:43,-82,-1.3600666666666668,1656909293.418573,2022-07-04T07:34:53,-95680,-1.5946666666666667,97.59685186841052
1656909291,74000,2623293,41.94900894165039,3.3124146461486816,0.0,178,12,0,2022-07-04T07:34:51,-74,-1.2321,1656909300.8993719,2022-07-04T07:35:00,-87680,-1.4613333333333334,97.66502297760175
1656909298,752000,2631293,41.78023910522461,3.3161027431488037,0.0,10,12,0,2022-07-04T07:34:58,-67,-1.1041333333333334,1656909309.303612,2022-07-04T07:35:09,-79680,-1.328,97.84019875814987
1656909323,301000,2655293,41.88153076171875,3.293941020965576,0.0,18,12,0,2022-07-04T07:35:23,-42,-0.6949833333333333,1656909330.0018408,2022-07-04T07:35:30,-55680,-0.928,98.34537942592463
1656909329,588000,2661293,42.12967300415039,3.293323040008545,0.0,84,12,0,2022-07-04T07:35:29,-36,-0.5902,1656909337.057704,2022-07-04T07:35:37,-49680,-0.828,98.50917914146514
1656909337,266000,2669293,42.15743637084961,3.2977652549743652,0.0,172,12,0,2022-07-04T07:35:37,-28,-0.4622333333333334,1656909345.5098689,2022-07-04T07:35:45,-41680,-0.6946666666666667,98.27385203180943
1656909345,544000,2677293,42.07550811767578,3.293654203414917,0.0,4,12,0,2022-07-04T07:35:45,-20,-0.32426666666666665,1656909354.369196,2022-07-04T07:35:54,-33680,-0.5613333333333334,98.56268665499664
1656909357,860000,2689293,42.02531814575195,3.313173770904541,0.0,136,12,0,2022-07-04T07:35:57,-8,-0.119,1656909369.462688,2022-07-04T07:36:09,-21680,-0.36133333333333334,97.70419017712699
1656909368,419000,2700293,42.166664123535156,3.299137830734253,0.0,1,12,0,2022-07-04T07:36:08,3,0.05698333333333334,1656909377.5701609,2022-07-04T07:36:17,-10680,-0.178,110.54792911950827
1656909376,97000,2708293,42.28575134277344,3.322425365447998,0.0,89,12,0,2022-07-04T07:36:16,11,0.18495,1656909386.5272279,2022-07-04T07:36:26,-2680,-0.04466666666666667,153.93170420782963
1656909384,933000,2716293,41.89509963989258,3.3011550903320312,0.0,177,12,0,2022-07-04T07:36:24,19,0.33221666666666666,1656909394.80524,2022-07-04T07:36:34,5320,0.08866666666666667,204.93971972316777
1656909392,1000,2723293,41.82929611206055,3.2998244762420654,0.0,254,12,0,2022-07-04T07:36:32,27,0.4500166666666667,1656909402.3959439,2022-07-04T07:36:42,12320,0.20533333333333334,247.23492028353945
1656909401,598000,2733293,41.859188079833984,3.3065972328186035,0.0,108,12,0,2022-07-04T07:36:41,36,0.6099666666666667,1656909410.647073,2022-07-04T07:36:50,22320,0.372,307.375413942948
1656909408,818000,2740293,41.666656494140625,3.3087120056152344,0.0,185,12,0,2022-07-04T07:36:48,43,0.7303,1656909418.079473,2022-07-04T07:36:58,29320,0.4886666666666667,356.1602802398098
1656909417,454000,2749293,41.98545837402344,3.328817129135132,0.0,28,12,0,2022-07-04T07:36:57,52,0.8742333333333333,1656909429.329401,2022-07-04T07:37:09,38320,0.6386666666666667,406.15395756132284
1656909424,985000,2756293,41.31853103637695,3.3094253540039062,0.0,105,12,0,2022-07-04T07:37:04,59,0.99975,1656909437.051465,2022-07-04T07:37:17,45320,0.7553333333333333,451.96292242162804
1656909434,948000,2766293,41.49993133544922,3.339200019836426,0.0,215,12,0,2022-07-04T07:37:14,69,1.1658,1656909445.6834688,2022-07-04T07:37:25,55320,0.922,512.5172697965022
1656909444,4000,2775293,41.286563873291016,3.3396310806274414,0.0,58,12,0,2022-07-04T07:37:24,79,1.3167333333333333,1656909453.83216,2022-07-04T07:37:33,64320,1.0719999999999998,566.4268664663628
1656909452,350000,2783293,41.21780776977539,3.3165502548217773,0.0,146,12,0,2022-07-04T07:37:32,87,1.4558333333333333,1656909462.014081,2022-07-04T07:37:42,72320,1.2053333333333331,620.8674375283782
1656909460,984000,2792293,41.33664321899414,3.3493051528930664,0.0,245,12,0,2022-07-04T07:37:40,95,1.5997333333333332,1656909469.863469,2022-07-04T07:37:49,81320,1.3553333333333333,677.6593994207832
1656909468,426000,2799293,40.9646110534668,3.3234591484069824,0.0,66,12,0,2022-07-04T07:37:48,103,1.7237666666666667,1656909477.965312,2022-07-04T07:37:57,88320,1.472,725.2596288264014
1656909476,445000,2807293,40.90278244018555,3.320584535598755,0.0,154,12,0,2022-07-04T07:37:56,111,1.8574166666666665,1656909482.6148639,2022-07-04T07:38:02,96320,1.6053333333333333,774.0634756378254
