time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909117,908000,2452065,31.6875,185,12,0,2022-07-04T07:31:57,-248,-4.1182,1656909127.414953,2022-07-04T07:32:07,-258908,-4.315133333333334,96.56896736303655
1656909134,466000,2468065,31.6875,175,12,0,2022-07-04T07:32:14,-231,-3.842233333333333,1656909144.312424,2022-07-04T07:32:24,-242908,-4.048466666666666,97.27744605426886
1656909150,198000,2484065,31.75,96,12,0,2022-07-04T07:32:30,-215,-3.580033333333333,1656909160.4345489,2022-07-04T07:32:40,-226908,-3.7817999999999996,97.31323158403195
1656909164,500000,2498065,31.75,245,12,0,2022-07-04T07:32:44,-201,-3.341666666666667,1656909172.827481,2022-07-04T07:32:52,-212908,-3.5484666666666667,96.99272949803857
1656909180,481000,2514065,31.75,34,12,0,2022-07-04T07:33:00,-185,-3.0753166666666667,1656909189.313437,2022-07-04T07:33:09,-196908,-3.2817999999999996,97.06439994170685
1656909196,569000,2530089,31.8125,173,12,0,2022-07-04T07:33:16,-169,-2.8071833333333336,1656909204.097424,2022-07-04T07:33:24,-180884,-3.014733333333333,96.59172674130406
1656909208,963000,2543065,31.8125,5,12,0,2022-07-04T07:33:28,-157,-2.600616666666667,1656909219.6013758,2022-07-04T07:33:39,-167908,-2.7984666666666667,96.70947389505763
1656909227,671000,2560069,31.8125,67,12,0,2022-07-04T07:33:47,-138,-2.288816666666667,1656909237.155813,2022-07-04T07:33:57,-150904,-2.515066666666667,96.59381866455078
1656909242,949000,2575065,31.875,49,12,0,2022-07-04T07:34:02,-123,-2.0341833333333335,1656909252.9107249,2022-07-04T07:34:12,-135908,-2.265133333333333,97.61248746058378
1656909259,993000,2592065,31.875,62,12,0,2022-07-04T07:34:19,-106,-1.7501166666666668,1656909268.7332518,2022-07-04T07:34:28,-118908,-1.9818,97.41406098309578
1656909277,103000,2609065,31.875,12,12,0,2022-07-04T07:34:37,-88,-1.4649500000000002,1656909285.6466799,2022-07-04T07:34:45,-101908,-1.6984666666666668,97.54097783999944
1656909291,817000,2624069,31.9375,179,12,0,2022-07-04T07:34:51,-74,-1.2197166666666668,1656909300.8993719,2022-07-04T07:35:00,-86904,-1.4484,97.67161989530545
1656909305,869000,2638069,31.9375,25,12,0,2022-07-04T07:35:05,-60,-0.9855166666666667,1656909313.361948,2022-07-04T07:35:13,-72904,-1.2150666666666665,97.99777985346897
1656909337,45000,2669065,32.0,226,12,0,2022-07-04T07:35:37,-28,-0.46591666666666665,1656909345.5098689,2022-07-04T07:35:45,-41908,-0.6984666666666667,98.26191771112421
1656909352,407000,2684065,32.0,104,12,0,2022-07-04T07:35:52,-13,-0.20988333333333334,1656909361.351541,2022-07-04T07:36:01,-26908,-0.4484666666666667,98.2291344550616
1656909366,278000,2698066,32.0625,64,12,0,2022-07-04T07:36:06,1,0.0213,1656909376.4324079,2022-07-04T07:36:16,-12907,-0.21511666666666668,100.90747376390168
1656909381,400000,2713065,32.0625,66,12,0,2022-07-04T07:36:21,16,0.2733333333333333,1656909392.485384,2022-07-04T07:36:32,2092,0.03486666666666667,183.89577809339465
1656909398,498000,2730065,32.0,36,12,0,2022-07-04T07:36:38,33,0.5582999999999999,1656909405.3463879,2022-07-04T07:36:45,19092,0.3182,286.36681507301444
1656909410,517000,2742065,31.9375,70,12,0,2022-07-04T07:36:50,45,0.7586166666666667,1656909421.553325,2022-07-04T07:37:01,31092,0.5182,365.99576631776847
1656909432,808000,2764065,31.8125,50,12,0,2022-07-04T07:37:12,67,1.1301333333333334,1656909440.621204,2022-07-04T07:37:20,53092,0.8848666666666667,500.31015978557906
1656909449,251000,2780065,31.6875,56,12,0,2022-07-04T07:37:29,84,1.4041833333333333,1656909456.712357,2022-07-04T07:37:36,69092,1.1515333333333333,600.5976483631454
1656909464,988000,2796065,31.625,250,12,0,2022-07-04T07:37:44,99,1.6664666666666668,1656909472.68416,2022-07-04T07:37:52,85092,1.4182,703.8509880267242
1656909481,20000,2812065,31.625,38,12,0,2022-07-04T07:38:01,116,1.9336666666666666,1656909488.5455399,2022-07-04T07:38:08,101092,1.6848666666666667,801.0577241002288
