time_s,time_us,time_steady,current,voltage,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909128,442000,2462333,-1.22296142578125,7.923999786376953,151,12,0,2022-07-04T07:32:08,-237,-3.942633333333333,1656909143.182132,2022-07-04T07:32:23,-248640,-4.144,97.14252233794164
1656909147,652000,2481871,-0.577972412109375,8.020000457763672,79,12,0,2022-07-04T07:32:27,-218,-3.622466666666667,1656909155.4123049,2022-07-04T07:32:35,-229102,-3.818366666666667,97.34834450142584
1656909162,551000,2496481,-0.584014892578125,8.015999794006348,187,12,0,2022-07-04T07:32:42,-203,-3.37415,1656909172.271653,2022-07-04T07:32:52,-214492,-3.5748666666666664,96.95668860875092
1656909180,232000,2513805,-0.605987548828125,8.01200008392334,32,12,0,2022-07-04T07:33:00,-185,-3.079466666666667,1656909188.223165,2022-07-04T07:33:08,-197168,-3.2861333333333334,97.08617708640672
1656909196,572000,2530069,-0.595001220703125,8.015999794006348,223,12,0,2022-07-04T07:33:16,-169,-2.8071333333333333,1656909204.097424,2022-07-04T07:33:24,-180904,-3.015066666666667,96.59187266187567
1656909208,522000,2542654,-0.5789794921875,8.015999794006348,3,12,0,2022-07-04T07:33:28,-157,-2.607966666666667,1656909219.6013758,2022-07-04T07:33:39,-168319,-2.8053166666666667,96.73375918057972
1656909226,938000,2559422,-0.60296630859375,7.927999973297119,31,12,0,2022-07-04T07:33:46,-139,-2.3010333333333337,1656909235.9855318,2022-07-04T07:33:55,-151551,-2.5258499999999997,96.59381866455078
1656909243,179000,2575308,-1.27093505859375,7.9079999923706055,84,12,0,2022-07-04T07:34:03,-122,-2.03035,1656909252.3100998,2022-07-04T07:34:12,-135665,-2.261083333333333,97.58557046196502
1656909259,839000,2591971,-1.039947509765625,7.915999889373779,60,12,0,2022-07-04T07:34:19,-106,-1.7526833333333334,1656909268.7332518,2022-07-04T07:34:28,-119002,-1.9833666666666665,97.39858974947367
1656909275,990000,2607971,-1.240997314453125,7.915999889373779,211,12,0,2022-07-04T07:34:35,-90,-1.4835,1656909284.9768438,2022-07-04T07:34:44,-103002,-1.7167,97.53109578158191
1656909291,180000,2623499,-1.21600341796875,7.9720001220703125,177,12,0,2022-07-04T07:34:51,-74,-1.2303333333333333,1656909297.329473,2022-07-04T07:34:57,-87474,-1.4579,97.66596412602247
1656909304,560000,2636746,-0.542999267578125,8.01200008392334,119,12,0,2022-07-04T07:35:04,-61,-1.0073333333333332,1656909312.79206,2022-07-04T07:35:12,-74227,-1.2371166666666666,98.00843540746867
1656909316,305000,2648071,-1.221954345703125,7.915999889373779,241,12,0,2022-07-04T07:35:16,-49,-0.8115833333333333,1656909328.365017,2022-07-04T07:35:28,-62902,-1.0483666666666667,97.9202185443687
1656909335,548000,2667544,-1.2550048828125,7.9079999923706055,214,12,0,2022-07-04T07:35:35,-30,-0.4908666666666666,1656909344.8978798,2022-07-04T07:35:44,-43429,-0.7238166666666667,98.19848313018596
1656909350,622000,2682205,-0.593994140625,7.9039998054504395,90,12,0,2022-07-04T07:35:50,-15,-0.23963333333333334,1656909360.192968,2022-07-04T07:36:00,-28768,-0.47946666666666665,98.44580338172861
1656909365,549000,2697396,-0.55902099609375,8.01200008392334,31,12,0,2022-07-04T07:36:05,0,0.00915,1656909372.2527518,2022-07-04T07:36:12,-13577,-0.22628333333333334,98.8514797418932
1656909381,246000,2712937,-0.766937255859375,7.97599983215332,64,12,0,2022-07-04T07:36:21,16,0.27076666666666666,1656909388.8539488,2022-07-04T07:36:28,1964,0.03273333333333333,183.0256164154054
1656909397,193000,2728747,-0.7159423828125,7.984000205993652,167,12,0,2022-07-04T07:36:37,32,0.53655,1656909405.3463879,2022-07-04T07:36:45,17774,0.29623333333333335,278.3064611719389
1656909410,522000,2742071,-1.061004638671875,7.935999870300293,74,12,0,2022-07-04T07:36:50,45,0.7586999999999999,1656909420.990164,2022-07-04T07:37:00,31098,0.5183,366.0247112444252
1656909431,215000,2762437,-1.41998291015625,7.888000011444092,79,12,0,2022-07-04T07:37:11,66,1.1035833333333334,1656909439.980373,2022-07-04T07:37:19,51464,0.8577333333333333,491.22327836156
1656909448,235000,2779771,-1.3179931640625,7.880000114440918,54,12,0,2022-07-04T07:37:28,83,1.38725,1656909456.113128,2022-07-04T07:37:36,68798,1.1466333333333334,593.9810075384586
1656909463,396000,2794437,-1.618927001953125,7.831999778747559,27,12,0,2022-07-04T07:37:43,98,1.6399333333333332,1656909471.5037599,2022-07-04T07:37:51,83464,1.3910666666666667,693.6519688357562
1656909479,428000,2810437,-2.353912353515625,7.716000080108643,26,12,0,2022-07-04T07:37:59,114,1.9071333333333333,1656909487.3856199,2022-07-04T07:38:07,99464,1.6577333333333333,791.6643156735302
1656909494,99000,2825128,-1.64593505859375,7.820000171661377,0,12,0,2022-07-04T07:38:14,129,2.1516499999999996,1656909503.6274688,2022-07-04T07:38:23,114155,1.9025833333333333,873.9280592271926
1656909526,289000,2857244,-2.3759765625,7.699999809265137,93,12,0,2022-07-04T07:38:46,161,2.68815,1656909536.380841,2022-07-04T07:38:56,146271,2.4378499999999996,1065.719635909174
1656909541,873000,2872570,-1.680908203125,7.800000190734863,231,12,0,2022-07-04T07:39:01,176,2.947883333333333,1656909549.440573,2022-07-04T07:39:09,161597,2.6932833333333335,1160.222495786757
1656909557,607000,2887905,-1.636962890625,7.803999900817871,195,12,0,2022-07-04T07:39:17,192,3.2101166666666665,1656909565.472565,2022-07-04T07:39:25,176932,2.9488666666666665,1255.4400567801265
1656909573,859000,2904571,-1.6439208984375,7.803999900817871,91,12,0,2022-07-04T07:39:33,208,3.4809833333333335,1656909581.7648609,2022-07-04T07:39:41,193598,3.2266333333333335,1346.4311274358588
1656909584,89000,2920166,-1.837921142578125,7.671999931335449,49,12,0,2022-07-04T07:39:44,219,3.651483333333333,1656909597.724856,2022-07-04T07:39:57,209193,3.4865500000000003,1435.592520282991
1656909604,782000,2935215,-1.694915771484375,7.76800012588501,186,12,0,2022-07-04T07:40:04,239,3.996366666666667,1656909613.2042558,2022-07-04T07:40:13,224242,3.7373666666666665,1532.1866718849112
1656909620,238000,2950933,-1.780975341796875,7.664000034332275,211,12,0,2022-07-04T07:40:20,255,4.253966666666667,1656909629.935752,2022-07-04T07:40:29,239960,3.9993333333333334,1629.7472791750154
1656909637,205000,2967583,-2.3638916015625,7.676000118255615,107,12,0,2022-07-04T07:40:37,272,4.53675,1656909645.676432,2022-07-04T07:40:45,256610,4.276833333333333,1730.8642633830818
1656909652,892000,2982985,-1.63092041015625,7.783999919891357,231,12,0,2022-07-04T07:40:52,287,4.7982,1656909661.6675608,2022-07-04T07:41:01,272012,4.533533333333334,1826.5264442441437
