time_s,time_us,time_steady,accel[0],accel[1],accel[2],compass[0],compass[1],compass[2],magn_raw[0],magn_raw[1],magn_raw[2],gyro[0],gyro[1],gyro[2],light_diodes[0],light_diodes[1],light_diodes[2],light_diodes[3],light_diodes[4],light_diodes[5],light_diodes[6],light_diodes[7],light_diodes[8],light_diodes[9],light_dir_real[0],light_dir_real[1],light_dir_real[2],light_dir_measured[0],light_dir_measured[1],light_dir_measured[2],light_dir_error,quaternion[0],quaternion[1],quaternion[2],quaternion[3],flags,last_valid_gps_packet_time,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909105,995000,2450813,-0.17347964644432068,1.2981061935424805,10.006784439086914,2.0405657291412354,-1.445738434791565,-1.8905149698257446,-443.6002502441406,-343.65869140625,-1094.6815185546875,-0.09468410909175873,-0.05253440886735916,-0.1569923609495163,0.551074206829071,0.7798827886581421,0.5099853277206421,0.13535156846046448,0.10231933742761612,0.08217773586511612,0.06364746391773224,0.072509765625,0.12165527045726776,0.08942870795726776,0.0,0.0,0.0,0.32878023386001587,1.2595030069351196,-0.015074127353727818,0.5718162655830383,0.9268593788146973,0.10426618158817291,0.02769176848232746,-0.3595739006996155,0,0,87,11,0,2022-07-04T07:31:45,-260,-4.31675,1656909113.8533769,2022-07-04T07:31:53,-260160,-4.336,96.25543959339116
1656909110,533000,2455351,-0.03349951654672623,1.2490533590316772,9.973284721374512,1.947031855583191,-1.5166069269180298,-1.8943583965301514,-421.3910217285156,-321.449462890625,-1090.005859375,-0.07330382615327835,-0.02687807008624077,-0.1771509200334549,0.568798840045929,0.78955078125,0.4970947206020355,0.136962890625,0.08540038764476776,0.08781738579273224,0.06767578423023224,0.07492675632238388,0.12407226860523224,0.11037597805261612,0.0,0.0,0.0,0.33134427666664124,1.2731654644012451,0.02058377116918564,0.574970006942749,0.9197176694869995,0.10460085421800613,0.0262728463858366,-0.3774755299091339,0,0,214,11,0,2022-07-04T07:31:50,-255,-4.241116666666667,1656909119.653105,2022-07-04T07:31:59,-255622,-4.260366666666667,96.86671859391818
1656909112,568000,2457386,0.016749758273363113,1.3076775074005127,9.992426872253418,1.988137125968933,-1.44190514087677,-1.8957159519195557,-445.93804931640625,-330.80072021484375,-1099.357177734375,-0.1014036312699318,-0.04398229718208313,-0.15027284622192383,0.5897461175918579,0.8056640625,0.5172363519668579,0.14260253310203552,0.09587402641773224,0.09345702826976776,0.06606445461511612,0.07573242485523224,0.12407226860523224,0.1087646484375,0.0,0.0,0.0,0.3381676971912384,1.2965775728225708,0.005449285265058279,0.5743955969810486,0.9262343049049377,0.07794616371393204,-0.004701648373156786,-0.3687712848186493,0,0,16,11,0,2022-07-04T07:31:52,-253,-4.207199999999999,1656909121.343353,2022-07-04T07:32:01,-253587,-4.22645,96.84799266575877
1656909118,371000,2463189,-0.09212367236614227,1.3280165195465088,9.992426872253418,1.9882261753082275,-1.4351928234100342,-1.8864117860794067,-447.1069641113281,-330.80072021484375,-1092.92822265625,-0.07880161702632904,-0.04092797264456749,-0.16310101747512817,0.5945800542831421,0.806469738483429,0.526904284954071,0.15952149033546448,0.13857421278953552,0.0966796875,0.07009277492761612,0.0765380859375,0.12971191108226776,0.11037597805261612,0.0,0.0,0.0,0.3342988193035126,1.3216010332107544,-0.03349726274609566,0.593346118927002,0.9331626892089844,0.07957350462675095,-0.0029297852888703346,-0.3505237102508545,0,0,184,11,0,2022-07-04T07:31:58,-247,-4.110483333333333,1656909127.414953,2022-07-04T07:32:07,-247784,-4.129733333333333,96.54477471974808
1656909123,349000,2468167,-0.680757999420166,1.8831514120101929,9.91585636138916,2.1717007160186768,-1.5413336753845215,-1.9279561042785645,-414.9620361328125,-376.3880615234375,-1112.215087890625,-0.06536258012056351,-0.027488935738801956,-0.16798794269561768,0.5655761957168579,0.8000243902206421,0.502734363079071,0.153076171875,0.136962890625,0.0966796875,0.06606445461511612,0.07009277492761612,0.13454589247703552,0.104736328125,1.0,1.0786141157150269,1.581210732460022,0.32809415459632874,1.2888643741607666,-0.027024004608392715,0.5947661995887756,0.925575852394104,0.13421210646629333,0.03554520010948181,-0.35218310356140137,0,2468017,66,11,0,2022-07-04T07:32:03,-242,-4.027516666666667,1656909130.2428038,2022-07-04T07:32:10,-242806,-4.046766666666667,96.53899482640968
1656909126,968000,2471786,-2.6045873165130615,3.372683525085449,9.91107177734375,2.610793352127075,-1.7920961380004883,-1.9747366905212402,-333.1385192871094,-485.6808776855469,-1118.0596923828125,-0.3390302062034607,-0.2632829248905182,-0.13011430203914642,0.41975098848342896,0.768603503704071,0.4213623106479645,0.1611328125,0.14260253310203552,0.09104003757238388,0.07412109524011612,0.07170410454273224,0.05720214918255806,0.08298339694738388,1.0,1.0784955024719238,1.581390380859375,0.2873416841030121,1.1450831890106201,-0.11924669146537781,0.5936003923416138,0.9359164237976074,0.1823437660932541,0.08822140097618103,-0.28814613819122314,0,2470968,172,11,0,2022-07-04T07:32:06,-239,-3.9672,1656909134.954041,2022-07-04T07:32:14,-239187,-3.98645,97.10950813510858
1656909135,116000,2479934,-1.4751750230789185,1.176072359085083,9.767501831054688,2.334181547164917,-1.400170087814331,-1.8839167356491089,-455.289306640625,-414.9620361328125,-1093.5125732421875,-0.11239920556545258,-0.06475171446800232,-0.13500121235847473,0.46647948026657104,0.774243175983429,0.516430675983429,0.18852539360523224,0.12648925185203552,0.11762695014476776,0.11843261867761612,0.12407226860523224,0.14824219048023224,0.11279296875,1.0,1.0781736373901367,1.5818771123886108,0.30535879731178284,1.0632939338684082,-0.050983596593141556,0.8432047367095947,0.8432355523109436,0.09914720058441162,0.050107069313526154,-0.5259400606155396,0,2478965,148,11,0,2022-07-04T07:32:15,-230,-3.8314,1656909144.312424,2022-07-04T07:32:24,-231039,-3.85065,97.2920045561966
1656909142,504000,2487322,-1.9812570810317993,1.4572288990020752,9.549755096435547,2.4883172512054443,-1.4489134550094604,-1.9047727584838867,-440.093505859375,-452.95147705078125,-1103.4482421875,-0.09407324343919754,-0.10201449692249298,-0.18020524084568024,0.4415039122104645,0.7589355707168579,0.502734363079071,0.19658203423023224,0.14421387016773224,0.07734374701976776,0.07331542670726776,0.08056640625,0.088623046875,0.0845947265625,1.0,1.0779725313186646,1.5821818113327026,0.3087545931339264,1.1177178621292114,-0.14459392428398132,0.5788682699203491,0.9394246339797974,0.13553299009799957,0.11124762892723083,-0.29451003670692444,0,2483964,102,11,0,2022-07-04T07:32:22,-223,-3.708266666666667,1656909151.664945,2022-07-04T07:32:31,-223651,-3.727516666666667,97.41934265489942
1656909143,472000,2488290,-1.0971091985702515,1.4895321130752563,10.401599884033203,2.386202096939087,-1.4202772378921509,-1.8901783227920532,-448.8603210449219,-427.82000732421875,-1095.850341796875,-0.1466076523065567,-0.10262536257505417,-0.18814648687839508,0.4858154356479645,0.765380859375,0.5534912347793579,0.217529296875,0.136962890625,0.09990234673023224,0.08378906548023224,0.09023437649011612,0.1168212890625,0.09829101711511612,1.0,1.0779725313186646,1.5821818113327026,0.3167744576931,1.1392371654510498,-0.1333438754081726,0.5886766910552979,0.9470320343971252,0.11036504060029984,0.059464532881975174,-0.29565829038619995,0,2483964,130,11,0,2022-07-04T07:32:23,-222,-3.692133333333333,1656909154.791373,2022-07-04T07:32:34,-222683,-3.711383333333333,97.4059925747591
1656909150,498000,2495316,0.24526432156562805,0.1782652735710144,10.122835159301758,1.9830529689788818,-1.3656328916549683,-1.8527251482009888,-466.3939208984375,-329.04736328125,-1074.81005859375,-0.11301007121801376,-0.06352998316287994,-0.16982053220272064,0.5865234136581421,0.781494140625,0.6163330078125,0.19497069716453552,0.1409912109375,0.12407226860523224,0.104736328125,0.10957030951976776,0.10957030951976776,0.0966796875,1.0,1.077651858329773,1.582668423652649,0.32165828347206116,1.2916451692581177,-0.12405038625001907,0.8137034177780151,0.9445164799690247,0.05644147843122482,0.03890385851264,-0.3212311863899231,0,2491956,75,11,0,2022-07-04T07:32:30,-215,-3.5750333333333333,1656909159.703256,2022-07-04T07:32:39,-215657,-3.5942833333333337,97.30909416250086
