time_s,time_us,time_steady,last_report_time,last_good_report_time,reports_counter,bad_reports_counter,last_mistake,ignorance_depth,punishments_counter,last_punishment_time,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909120,843800,2467180,2467180,2467180,16314,714,-11,0,152,2463067,186,13,4,2022-07-04T07:32:00,-245,-4.06927,1656909129.145504,2022-07-04T07:32:09,-243793,-4.0632166666666665,96.41556614885454
1656909197,357500,2544107,2544107,2544107,16761,740,-11,0,161,2542840,121,13,4,2022-07-04T07:33:17,-168,-2.7940416666666668,1656909204.6278598,2022-07-04T07:33:24,-166866,-2.7811000000000003,96.63007953154242
1656909235,600500,2581248,2581248,2581248,17015,755,-11,0,163,2553142,119,13,4,2022-07-04T07:33:55,-130,-2.156658333333333,1656909244.398905,2022-07-04T07:34:04,-129725,-2.1620833333333334,96.9682659095637
1656909274,327100,2619660,2619660,2619660,17237,765,-11,0,166,2599598,85,13,4,2022-07-04T07:34:34,-91,-1.511215,1656909280.7768278,2022-07-04T07:34:40,-91313,-1.5218833333333335,97.53136907945292
1656909313,656800,2658989,2658989,2658989,17460,781,-11,0,171,2657166,52,13,4,2022-07-04T07:35:13,-52,-0.85572,1656909320.724452,2022-07-04T07:35:20,-51984,-0.8664000000000001,97.77490754036046
1656909352,171700,2697827,2697827,2697827,17681,791,-11,0,175,2688253,17,13,4,2022-07-04T07:35:52,-13,-0.213805,1656909360.790825,2022-07-04T07:36:00,-13146,-0.21910000000000002,98.26009273160123
1656909391,651200,2736982,2736982,2736982,17902,810,-11,0,180,2719679,238,13,4,2022-07-04T07:36:31,26,0.4441866666666667,1656909401.246369,2022-07-04T07:36:41,26009,0.43348333333333333,245.1415410457193
1656909430,69200,2775633,2775633,2775633,18125,825,-11,0,184,2762100,205,13,4,2022-07-04T07:37:10,65,1.0844866666666666,1656909439.440708,2022-07-04T07:37:19,64660,1.0776666666666666,484.3915630383589
1656909467,808300,2813137,2813137,2813137,18346,825,-11,0,187,2798918,170,13,4,2022-07-04T07:37:47,102,1.7134716666666667,1656909474.3840199,2022-07-04T07:37:54,102164,1.7027333333333334,721.4131723336844
1656909506,816900,2852569,2852569,2852569,18567,825,-11,0,188,2851533,135,13,4,2022-07-04T07:38:26,141,2.3636150000000002,1656909519.4888449,2022-07-04T07:38:39,141596,2.359933333333333,948.8032116721828
1656909545,308100,2890830,2890830,2890830,18790,839,-11,0,190,2867364,102,13,4,2022-07-04T07:39:05,180,3.005135,1656909554.191037,2022-07-04T07:39:14,179857,2.9976166666666666,1181.5434138852386
1656909621,896400,2967222,2967222,2967222,19232,857,-11,0,198,2963912,32,13,4,2022-07-04T07:40:21,256,4.281606666666667,1656909630.4960558,2022-07-04T07:40:30,256249,4.270816666666667,1639.6764405058436
