time_s,time_us,time_steady,red_sensor_raw[0],red_sensor_raw[1],red_sensor_raw[2],red_rb,co_conc,ox_sensor_raw[0],ox_sensor_raw[1],ox_sensor_raw[2],ox_rb,no2_conc,nh3_sensor_raw[0],nh3_sensor_raw[1],nh3_sensor_raw[2],nh3_rb,nh3_conc,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656910799,966500,4145502,4064,3731,3352,3,0.08012542873620987,3886,277,107,2,0.2945757210254669,4054,3058,2529,3,0.006009626667946577,121,13,0,2022-07-04T07:59:59,1434,23.916108333333334,1656910810.0758078,2022-07-04T08:00:10,1434529,23.908816666666667,8929.390049122178
1656910808,299400,4153693,4064,3733,3357,3,0.0795663371682167,3889,277,108,2,0.2945757210254669,4051,3064,2536,3,0.005929835606366396,165,13,0,2022-07-04T08:00:08,1443,24.05499,1656910818.406129,2022-07-04T08:00:18,1442720,24.045333333333335,8978.14792921547
1656910813,976500,4159370,4064,3733,3357,3,0.0795663371682167,3888,279,108,2,0.2968006432056427,4051,3067,2541,3,0.005873410031199455,191,13,0,2022-07-04T08:00:13,1448,24.149608333333333,1656910823.0338879,2022-07-04T08:00:23,1448397,24.13995,9015.040056094533
1656910833,3600,4178397,4064,3737,3362,3,0.07900822907686234,3890,281,109,2,0.2990275025367737,4051,3081,2558,3,0.005685030482709408,51,13,0,2022-07-04T08:00:33,1468,24.466726666666666,1656910839.854384,2022-07-04T08:00:39,1467424,24.457066666666666,9147.073221498711
1656910836,157700,4181835,4062,3735,3363,3,0.07889670878648758,3893,283,109,2,0.3012562096118927,4051,3087,2563,3,0.005630630999803543,68,13,0,2022-07-04T08:00:36,1471,24.519295,1656910847.695288,2022-07-04T08:00:47,1470862,24.514366666666668,9168.08326891362
1656910847,960700,4193271,4064,3739,3367,3,0.07845106720924377,3894,285,110,2,0.3034868836402893,4054,3093,2570,3,0.005555225536227226,131,13,0,2022-07-04T08:00:47,1482,24.716011666666667,1656910855.4598808,2022-07-04T08:00:55,1482298,24.704966666666667,9254.288209370652
1656910855,514100,4201195,4064,3737,3365,3,0.07867381721735,3894,286,110,2,0.3046029508113861,4055,3098,2576,3,0.00549128744751215,175,13,0,2022-07-04T08:00:55,1490,24.84190166666667,1656910864.432869,2022-07-04T08:01:04,1490222,24.837033333333334,9286.732717879211
1656910868,884900,4214195,4064,3744,3375,3,0.07756160199642181,3895,290,112,2,0.30907195806503296,4052,3112,2595,3,0.005292968824505806,254,13,0,2022-07-04T08:01:08,1503,25.064748333333334,1656910879.794268,2022-07-04T08:01:19,1503222,25.0537,9366.96312353349
1656910878,522900,4223833,4064,3750,3383,3,0.07667453587055206,3897,291,113,2,0.3101904094219208,4052,3122,2606,3,0.005180977750569582,52,13,0,2022-07-04T08:01:18,1513,25.225381666666667,1656910888.124737,2022-07-04T08:01:28,1512860,25.214333333333332,9423.818046341723
1656910886,552900,4231863,4062,3742,3376,3,0.07745058089494705,3897,293,112,2,0.3124287724494934,4052,3122,2608,3,0.005160835571587086,96,13,0,2022-07-04T08:01:26,1521,25.359215,1656910895.84384,2022-07-04T08:01:35,1520890,25.348166666666668,9478.484972032818
1656910895,781400,4241495,4062,3742,3379,3,0.07711776345968246,3900,294,113,2,0.3135486841201782,4055,3128,2614,3,0.0051008062437176704,149,13,0,2022-07-04T08:01:35,1530,25.513023333333333,1656910903.463189,2022-07-04T08:01:43,1530522,25.508699999999997,9551.342712791164
1656910903,504500,4248918,4063,3744,3380,3,0.07700689882040024,3900,296,114,2,0.31578996777534485,4052,3134,2622,3,0.005021689459681511,194,13,0,2022-07-04T08:01:43,1538,25.641741666666668,1656910911.905864,2022-07-04T08:01:51,1537945,25.632416666666664,9609.639464302803
1656910910,892200,4256326,4062,3746,3383,3,0.07667453587055206,3900,297,114,2,0.31691133975982666,4055,3140,2629,3,0.004953319672495127,238,13,0,2022-07-04T08:01:50,1545,25.76487,1656910919.713217,2022-07-04T08:01:59,1545353,25.755883333333333,9664.447512395715
1656910918,325600,4263635,4064,3748,3384,3,0.07656382024288177,3903,298,115,2,0.31803321838378906,4055,3143,2634,3,0.00490496726706624,26,13,0,2022-07-04T08:01:58,1553,25.888759999999998,1656910928.31182,2022-07-04T08:02:08,1552662,25.8777,9709.59018418064
1656910927,326100,4272750,4062,3748,3389,3,0.0760108008980751,3903,302,117,2,0.3225255608558655,4053,3151,2642,3,0.004828433506190777,79,13,0,2022-07-04T08:02:07,1562,26.038768333333334,1656910936.682221,2022-07-04T08:02:16,1561777,26.029616666666666,9766.39155099866
1656910934,603700,4279913,4062,3749,3389,3,0.0760108008980751,3904,303,117,2,0.32364988327026367,4053,3157,2651,3,0.004743536934256554,124,13,0,2022-07-04T08:02:14,1569,26.160061666666664,1656910944.6137278,2022-07-04T08:02:24,1568940,26.149,9810.720926587359
1656910942,51800,4287361,4062,3749,3389,3,0.0760108008980751,3904,303,116,2,0.32364988327026367,4053,3160,2655,3,0.004706210922449827,168,13,0,2022-07-04T08:02:22,1577,26.284196666666666,1656910953.021961,2022-07-04T08:02:33,1576388,26.27313333333333,9864.181501012834
1656910951,188800,4296498,4077,3766,3410,3,0.07369806617498398,3916,305,116,2,0.32590001821517944,4066,3183,2681,3,0.004469531588256359,221,13,0,2022-07-04T08:02:31,1586,26.43648,1656910961.46206,2022-07-04T08:02:41,1585525,26.425416666666667,9939.972752677317
1656910959,220900,4304530,4064,3753,3395,3,0.0753483846783638,3907,305,117,2,0.32590001821517944,4056,3171,2668,3,0.004586595576256514,9,13,0,2022-07-04T08:02:39,1594,26.570348333333335,1656910969.2644799,2022-07-04T08:02:49,1593557,26.559283333333333,9998.097244247738
1656910966,974100,4312283,4064,3754,3396,3,0.07523811608552933,3908,308,118,2,0.3292788863182068,4057,3175,2674,3,0.004532251972705126,54,13,0,2022-07-04T08:02:46,1601,26.699568333333332,1656910974.0614119,2022-07-04T08:02:54,1601310,26.688499999999998,10047.253305045464
1656910975,948200,4321257,4062,3752,3395,3,0.0753483846783638,3910,308,119,2,0.3292788863182068,4057,3180,2681,3,0.004469531588256359,107,13,0,2022-07-04T08:02:55,1610,26.849136666666666,1656910986.084509,2022-07-04T08:03:06,1610284,26.83806666666667,10104.611389281878
1656910985,62300,4330371,4075,3766,3415,3,0.07314972579479218,3921,310,117,2,0.33153393864631653,4061,3197,2699,3,0.004311555065214634,161,13,0,2022-07-04T08:03:05,1620,27.001038333333334,1656910990.852409,2022-07-04T08:03:10,1619398,26.989966666666664,10161.02683764408
1656911004,716800,4350270,4063,3760,3404,3,0.07435722649097443,3913,316,120,2,0.3383110761642456,4054,3197,2702,3,0.004285681061446667,19,13,0,2022-07-04T08:03:24,1639,27.328613333333333,1656911015.2626529,2022-07-04T08:03:35,1639297,27.321616666666667,10303.303390319557
1656911019,867100,4365176,4065,3757,3406,3,0.0741373598575592,3911,316,120,2,0.3383110761642456,4054,3203,2711,3,0.004208828322589397,108,13,0,2022-07-04T08:03:39,1654,27.581118333333333,1656911031.130472,2022-07-04T08:03:51,1654203,27.57005,10416.915501777408
1656911031,384100,4376897,4064,3760,3408,3,0.07391763478517532,3914,318,121,2,0.34057411551475525,4057,3209,2718,3,0.004149842541664839,171,13,0,2022-07-04T08:03:51,1666,27.773068333333335,1656911039.4228718,2022-07-04T08:03:59,1665924,27.7654,10498.827487246663
1656911035,558200,4380867,4065,3764,3414,3,0.07325932383537292,3913,319,122,2,0.34170642495155334,4054,3214,2726,3,0.004083265084773302,197,13,0,2022-07-04T08:03:55,1670,27.842636666666667,1656911047.1399238,2022-07-04T08:04:07,1669894,27.831566666666667,10530.284751892765
1656911045,288200,4390597,4062,3761,3411,3,0.07358831912279129,3914,320,122,2,0.34283918142318726,4054,3216,2725,3,0.004091538488864899,250,13,0,2022-07-04T08:04:05,1680,28.00480333333333,1656911055.472244,2022-07-04T08:04:15,1679624,27.993733333333335,10593.419812461358
1656911052,403300,4397966,4064,3766,3418,3,0.07282115519046783,3917,323,123,2,0.3462405800819397,4057,3224,2737,3,0.003993153106421232,38,13,0,2022-07-04T08:04:12,1687,28.12338833333333,1656911063.079728,2022-07-04T08:04:23,1686993,28.11655,10636.326257108229
1656911062,286200,4407595,4063,3763,3416,3,0.07304017245769501,3916,325,124,2,0.3485106825828552,4054,3227,2743,3,0.0039446912705898285,92,13,0,2022-07-04T08:04:22,1697,28.288103333333332,1656911070.7024958,2022-07-04T08:04:30,1696622,28.277033333333335,10691.403047548922
1656911067,44200,4417353,4074,3779,3433,3,0.07118294388055801,3927,327,125,2,0.3507828116416931,4055,3238,2755,3,0.0038492053281515837,145,13,0,2022-07-04T08:04:27,1702,28.367403333333336,1656911079.199105,2022-07-04T08:04:39,1706380,28.439666666666668,10714.737603010184
1656911079,969200,4425278,4063,3767,3415,3,0.07314972579479218,3917,326,124,2,0.34964653849601746,4051,3236,2754,3,0.0038570889737457037,189,13,0,2022-07-04T08:04:39,1714,28.58282,1656911087.001421,2022-07-04T08:04:47,1714305,28.57175,10782.3785111308
1656911087,328400,4432637,4059,3765,3419,3,0.07271169126033783,3918,328,126,2,0.35191968083381653,4054,3239,2760,3,0.0038099780213087797,234,13,0,2022-07-04T08:04:47,1722,28.705473333333334,1656911095.419201,2022-07-04T08:04:55,1721664,28.694399999999998,10828.07843536162
1656911094,633400,4440286,4065,3770,3425,3,0.07205569744110107,3921,330,126,2,0.35419484972953796,4058,3248,2769,3,0.003740187268704176,22,13,0,2022-07-04T08:04:54,1729,28.827223333333333,1656911103.688937,2022-07-04T08:05:03,1729313,28.821883333333336,10871.66917310298
1656911110,173500,4455482,4062,3771,3428,3,0.0717281624674797,3921,333,128,2,0.3576114773750305,4058,3259,2782,3,0.0036412065383046865,111,13,0,2022-07-04T08:05:10,1745,29.086225000000002,1656911119.5091438,2022-07-04T08:05:19,1744509,29.07515,10973.050249122389
1656911117,701700,4463404,4064,3771,3428,3,0.0717281624674797,3922,332,127,2,0.35647207498550415,4058,3257,2780,3,0.003656294895336032,155,13,0,2022-07-04T08:05:17,1752,29.211695000000002,1656911128.008909,2022-07-04T08:05:28,1752431,29.207183333333333,11057.981377267934
1656911136,628200,4482301,4063,3770,3429,3,0.07161904871463776,3922,337,128,2,0.3621741533279419,4055,3268,2796,3,0.0035369819961488247,5,13,0,2022-07-04T08:05:36,1771,29.527136666666667,1656911148.549465,2022-07-04T08:05:48,1771328,29.522133333333333,11146.530263144403
1656911148,590600,4493899,4064,3774,3432,3,0.07129192352294922,3925,338,129,2,0.3633160889148712,4058,3272,2799,3,0.003514963435009122,68,13,0,2022-07-04T08:05:48,1783,29.72651,1656911156.707928,2022-07-04T08:05:56,1782926,29.715433333333333,11224.659230454474
