time_s,time_us,time_steady,red_sensor_raw[0],red_sensor_raw[1],red_sensor_raw[2],red_rb,co_conc,ox_sensor_raw[0],ox_sensor_raw[1],ox_sensor_raw[2],ox_rb,no2_conc,nh3_sensor_raw[0],nh3_sensor_raw[1],nh3_sensor_raw[2],nh3_rb,nh3_conc,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909338,440200,2683772,4056,3535,3012,3,0.12084744870662689,3735,162,69,1,0.152473583817482,4021,2219,1584,2,0.03797703608870506,190,13,0,2022-07-04T07:35:38,-27,-0.4426633333333333,1656909346.080312,2022-07-04T07:35:46,-27201,-0.45335000000000003,98.33726053564916
1656909346,366300,2691698,4056,3534,3012,3,0.12084744870662689,3736,162,68,1,0.15292754769325256,4021,2217,1584,2,0.03811512887477875,234,13,0,2022-07-04T07:35:46,-19,-0.3105616666666667,1656909354.369196,2022-07-04T07:35:54,-19275,-0.32125,98.54375929863423
1656909357,620600,2702952,4056,3536,3014,3,0.12058983743190765,3738,162,68,1,0.1538429856300354,4021,2217,1584,2,0.03811512887477875,48,13,0,2022-07-04T07:35:57,-8,-0.12299,1656909369.462688,2022-07-04T07:36:09,-8021,-0.13368333333333335,97.66846887113076
1656909371,893600,2717225,4056,3534,3011,3,0.12097636610269547,3734,162,68,1,0.1520221084356308,4021,2212,1580,2,0.038462478667497635,120,13,0,2022-07-04T07:36:11,6,0.11489333333333333,1656909385.953817,2022-07-04T07:36:25,6252,0.1042,130.18081071912815
1656909385,221500,2730727,4072,3552,3033,3,0.11815450340509415,3749,160,67,1,0.159064382314682,4033,2234,1601,2,0.03695639595389366,200,13,0,2022-07-04T07:36:25,20,0.33702499999999996,1656909394.195068,2022-07-04T07:36:34,19754,0.3292333333333334,206.6660278231705
1656909392,800200,2738131,4059,3535,3013,3,0.12071862071752548,3738,161,68,1,0.1538429856300354,4024,2212,1579,2,0.038462478667497635,244,13,0,2022-07-04T07:36:32,27,0.4633366666666667,1656909402.3959439,2022-07-04T07:36:42,27158,0.45263333333333333,252.01773528315596
1656909400,227000,2745803,4062,3540,3018,3,0.12007532268762589,3740,162,69,1,0.15476858615875244,4024,2223,1590,2,0.03770226985216141,32,13,0,2022-07-04T07:36:40,35,0.5871166666666666,1656909410.016929,2022-07-04T07:36:50,34830,0.5805,298.0841916685354
1656909410,59200,2755635,4062,3544,3023,3,0.11943353712558746,3741,162,68,1,0.15523526072502136,4027,2221,1587,2,0.037839408963918686,85,13,0,2022-07-04T07:36:50,45,0.7509866666666666,1656909428.7890239,2022-07-04T07:37:08,44662,0.7443666666666666,363.3455688330778
1656909425,130600,2770460,4062,3543,3022,3,0.11956177651882172,3739,161,68,1,0.15430450439453125,4027,2215,1582,2,0.03825371339917183,174,13,0,2022-07-04T07:37:05,60,1.0021766666666667,1656909436.49994,2022-07-04T07:37:16,59487,0.99145,452.89160541478253
1656909434,79800,2779409,4059,3549,3031,3,0.11840983480215073,3742,165,69,1,0.1557045429944992,4025,2239,1607,2,0.03662203252315521,227,13,0,2022-07-04T07:37:14,69,1.1513300000000002,1656909445.0222728,2022-07-04T07:37:25,68436,1.1406,507.5648338565567
1656909442,931900,2788261,4062,3552,3034,3,0.11802694201469421,3742,164,69,1,0.1557045429944992,4024,2225,1593,2,0.03756559640169144,24,13,0,2022-07-04T07:37:22,77,1.298865,1656909453.201716,2022-07-04T07:37:33,77288,1.2881333333333334,559.4448776591319
1656909451,636000,2796965,4062,3552,3038,3,0.11751723289489746,3744,164,68,1,0.15665100514888763,4027,2223,1591,2,0.03770226985216141,77,13,0,2022-07-04T07:37:31,86,1.4439333333333333,1656909457.833449,2022-07-04T07:37:37,85992,1.4332,616.1897286151683
1656909459,827200,2805156,4059,3556,3046,3,0.11650067567825317,3749,166,70,1,0.159064382314682,4028,2241,1610,2,0.036489080637693405,121,13,0,2022-07-04T07:37:39,94,1.5804533333333335,1656909466.1234648,2022-07-04T07:37:46,94183,1.5697166666666669,669.9893313033534
1656909466,247300,2811576,4058,3555,3048,3,0.11624713242053986,3748,166,69,1,0.15857622027397156,4025,2232,1601,2,0.0370909608900547,157,13,0,2022-07-04T07:37:46,101,1.687455,1656909473.8251798,2022-07-04T07:37:53,100603,1.6767166666666666,711.6927278053843
1656909475,86500,2820415,4059,3557,3050,3,0.11599381268024445,3745,166,69,1,0.157128244638443,4024,2227,1597,2,0.03742939978837967,210,13,0,2022-07-04T07:37:55,110,1.834775,1656909482.054648,2022-07-04T07:38:02,109442,1.8240333333333332,766.0478064495904
1656909483,48500,2828377,4059,3557,3050,3,0.11599381268024445,3744,166,69,1,0.15665100514888763,4024,2223,1594,2,0.03770226985216141,254,13,0,2022-07-04T07:38:03,118,1.967475,1656909489.7261329,2022-07-04T07:38:09,117404,1.9567333333333332,812.5320861206249
1656909490,487300,2836130,4062,3561,3052,3,0.11574073880910873,3747,165,69,1,0.15809082984924316,4024,2223,1592,2,0.03770226985216141,43,13,0,2022-07-04T07:38:10,125,2.0914550000000003,1656909498.176512,2022-07-04T07:38:18,125157,2.08595,854.0758999393385
1656909498,487300,2843920,4062,3557,3049,3,0.11612044274806976,3744,165,69,1,0.15665100514888763,4024,2224,1594,2,0.037633877247571945,87,13,0,2022-07-04T07:38:18,133,2.2247883333333336,1656909506.456969,2022-07-04T07:38:26,132947,2.2157833333333334,899.1288941729356
1656909504,489800,2849818,4062,3561,3053,3,0.11561428755521774,3746,166,69,1,0.15760818123817444,4024,2226,1596,2,0.037497442215681076,123,13,0,2022-07-04T07:38:24,139,2.32483,1656909514.6538,2022-07-04T07:38:34,138845,2.3140833333333335,934.9253418762144
1656909515,643000,2861095,4063,3561,3057,3,0.11510905623435974,3744,165,69,1,0.15665100514888763,4025,2228,1601,2,0.03736148029565811,185,13,0,2022-07-04T07:38:35,150,2.5107166666666667,1656909522.379484,2022-07-04T07:38:42,150122,2.5020333333333338,1002.8204091940983
1656909522,287100,2867615,4059,3561,3057,3,0.11510905623435974,3747,165,69,1,0.15809082984924316,4028,2231,1602,2,0.03715842217206955,220,13,0,2022-07-04T07:38:42,157,2.6214516666666667,1656909531.009269,2022-07-04T07:38:51,156642,2.6107,1043.4780565479305
1656909529,653300,2874981,4062,3565,3058,3,0.11498289555311203,3747,165,69,1,0.15809082984924316,4024,2234,1605,2,0.03695639595389366,8,13,0,2022-07-04T07:38:49,164,2.744221666666667,1656909539.10938,2022-07-04T07:38:59,164008,2.7334666666666667,1084.8675545290523
1656909538,883000,2884365,4062,3566,3060,3,0.11473075300455093,3747,166,69,1,0.15809082984924316,4025,2240,1611,2,0.03655550256371498,62,13,0,2022-07-04T07:38:58,173,2.89805,1656909547.0573769,2022-07-04T07:39:07,173392,2.889866666666667,1141.8607602209424
1656909546,217100,2891739,4072,3582,3076,3,0.11272183805704117,3757,164,69,1,0.16307222843170166,4036,2262,1633,2,0.03512050211429596,107,13,0,2022-07-04T07:39:06,181,3.020285,1656909555.461592,2022-07-04T07:39:15,180766,3.0127666666666664,1187.3005047082986
1656909553,797300,2899279,4062,3564,3063,3,0.11435295641422272,3747,165,70,1,0.15809082984924316,4028,2248,1619,2,0.03602737933397293,151,13,0,2022-07-04T07:39:13,188,3.146621666666667,1656909563.713533,2022-07-04T07:39:23,188306,3.1384333333333334,1234.6841192477286
1656909562,859200,2908351,4062,3566,3063,3,0.11435295641422272,3745,166,68,1,0.157128244638443,4037,2271,1643,2,0.034548938274383545,204,13,0,2022-07-04T07:39:22,197,3.2976533333333333,1656909571.50292,2022-07-04T07:39:31,197378,3.289633333333333,1284.054996304934
1656909570,620800,2915948,4062,3568,3063,3,0.11435295641422272,3746,166,69,1,0.15760818123817444,4028,2255,1626,2,0.03557121381163597,248,13,0,2022-07-04T07:39:30,205,3.4270133333333335,1656909580.073581,2022-07-04T07:39:40,204975,3.41625,1327.4473561530474
1656909577,650100,2922977,4063,3571,3070,3,0.11347346007823944,3749,166,70,1,0.159064382314682,4035,2268,1613,2,0.03473848104476929,37,13,0,2022-07-04T07:39:37,212,3.5441683333333334,1656909588.419796,2022-07-04T07:39:48,212004,3.5334,1375.0420977121478
1656909581,47000,2932373,4062,3572,3071,3,0.11334805190563202,3750,166,69,1,0.1595553308725357,4028,2259,1628,2,0.03531299903988838,90,13,0,2022-07-04T07:39:41,216,3.6007833333333332,1656909595.973197,2022-07-04T07:39:55,221400,3.69,1406.986021430624
1656909588,506200,2939996,4063,3573,3073,3,0.11309739202260971,3750,167,69,1,0.1595553308725357,4029,2264,1636,2,0.03499272093176842,134,13,0,2022-07-04T07:39:48,223,3.7251033333333337,1656909603.593329,2022-07-04T07:40:03,229023,3.81705,1466.4385941610406
1656909602,114700,2947635,4063,3573,3073,3,0.11309739202260971,3743,165,70,1,0.15617644786834717,4032,2280,1651,2,0.033986128866672516,178,13,0,2022-07-04T07:40:02,237,3.9519116666666667,1656909611.956369,2022-07-04T07:40:11,236662,3.944366666666667,1516.6619808940873
1656909609,752400,2955078,4059,3572,3075,3,0.1128469705581665,3751,167,70,1,0.16004911065101624,4029,2272,1644,2,0.03448597341775894,223,13,0,2022-07-04T07:40:09,244,4.079206666666667,1656909620.134868,2022-07-04T07:40:20,244105,4.068416666666667,1562.7813466222537
1656909615,34300,2960544,4063,3574,3073,3,0.11309739202260971,3751,167,69,1,0.16004911065101624,4029,2275,1646,2,0.034297727048397064,250,13,0,2022-07-04T07:40:15,250,4.167238333333334,1656909628.125504,2022-07-04T07:40:28,249571,4.159516666666667,1598.591721518702
1656909634,290600,2979616,4062,3577,3078,3,0.11247175186872482,3751,167,70,1,0.16004911065101624,4030,2285,1656,2,0.03367719054222107,108,13,0,2022-07-04T07:40:34,269,4.488176666666666,1656909644.6074638,2022-07-04T07:40:44,268643,4.477383333333333,1713.82080986086
1656909642,476600,2987802,4062,3575,3081,3,0.11209704726934433,3752,168,70,1,0.1605457216501236,4030,2287,1660,2,0.033554352819919586,153,13,0,2022-07-04T07:40:42,277,4.6246100000000006,1656909648.996021,2022-07-04T07:40:48,276829,4.613816666666667,1763.8753173774219
1656909650,302900,2995628,4063,3578,3081,3,0.11209704726934433,3749,168,70,1,0.159064382314682,4028,2236,1603,2,0.036822300404310226,197,13,0,2022-07-04T07:40:50,285,4.755048333333334,1656909657.347748,2022-07-04T07:40:57,284655,4.744249999999999,1811.8976547030206
1656909658,442900,3003768,4062,3579,3084,3,0.11172284930944443,3753,168,70,1,0.16104519367218018,4029,2286,1656,2,0.03361571952700615,241,13,0,2022-07-04T07:40:58,293,4.890715,1656909665.207336,2022-07-04T07:41:05,292795,4.879916666666667,1860.594595535676
