time_s,time_us,time_steady,rx_packet_start_cnt,rx_packet_done_cnt,rx_cmds_start_cnt,rx_cmds_done_cnt,rx_drops_start_cnt,rx_drops_done_cnt,tx_psize_start_cnt,tx_psize_done_cnt,tx_packet_start_cnt,tx_packet_done_cnt,tx_zeroes_start_cnt,tx_zeroes_done_cnt,tx_empty_buffer_cnt,tx_overruns_cnt,cmds_get_size_cnt,cmds_get_packet_cnt,cmds_set_packet_cnt,cmds_invalid_cnt,restarts_cnt,berr_cnt,arlo_cnt,ovf_cnt,af_cnt,btf_cnt,tx_wrong_size_cnt,rx_wrong_size_cnt,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909104,154200,2450615,1684,1684,44129,44129,0,0,15527,15527,15521,15521,0,0,11393,700,26921,15524,1684,0,249,100,0,0,11324,0,0,0,94,13,0,2022-07-04T07:31:44,-261,-4.34743,1656909113.8533769,2022-07-04T07:31:53,-260358,-4.3393,96.08978271484375
1656909118,289100,2464625,1691,1691,44313,44313,0,0,15593,15593,15587,15587,0,0,11438,714,27032,15590,1691,0,251,100,0,0,11368,0,0,0,174,13,0,2022-07-04T07:31:58,-247,-4.1118483333333335,1656909127.414953,2022-07-04T07:32:07,-246348,-4.1058,96.54905415276174
1656909127,493700,2474154,1698,1698,44474,44474,0,0,15646,15646,15640,15640,0,0,11486,714,27133,15643,1698,0,253,101,0,0,11416,0,0,0,227,13,0,2022-07-04T07:32:07,-238,-3.9584383333333335,1656909138.244897,2022-07-04T07:32:18,-236819,-3.9469833333333333,97.12128260351383
1656909140,685000,2487021,1705,1705,44664,44664,0,0,15716,15716,15710,15710,0,0,11529,724,27246,15713,1705,0,256,103,0,0,11458,0,0,0,51,13,0,2022-07-04T07:32:20,-225,-3.738583333333333,1656909151.664945,2022-07-04T07:32:31,-223952,-3.7325333333333335,97.41673732117442
1656909150,272700,2496764,1709,1709,44779,44779,0,0,15760,15760,15754,15754,0,0,11552,733,27313,15757,1709,0,258,103,0,0,11480,0,0,0,104,13,0,2022-07-04T07:32:30,-215,-3.5787883333333337,1656909162.835408,2022-07-04T07:32:42,-214209,-3.57015,97.31220136607071
1656909164,649100,2510985,1720,1720,45023,45023,0,0,15840,15840,15834,15834,0,0,11625,733,27466,15837,1720,0,259,103,0,0,11553,0,0,0,184,13,0,2022-07-04T07:32:44,-201,-3.3391816666666667,1656909176.46034,2022-07-04T07:32:56,-199988,-3.3331333333333335,96.99548665380706
1656909173,355400,2519691,1726,1726,45180,45180,0,0,15893,15893,15887,15887,0,0,11670,733,27564,15890,1726,0,259,103,0,0,11598,0,0,0,237,13,0,2022-07-04T07:32:53,-192,-3.1940766666666667,1656909187.132849,2022-07-04T07:33:07,-191282,-3.1880333333333337,97.16450335443263
1656909196,921300,2543671,1741,1741,45545,45545,0,0,16022,16022,16016,16016,0,0,11762,740,27785,16019,1741,0,264,104,0,0,11688,0,0,0,117,13,0,2022-07-04T07:33:16,-169,-2.8013116666666664,1656909210.439108,2022-07-04T07:33:30,-167302,-2.7883666666666667,96.6088626804302
1656909206,593200,2558092,1749,1749,45729,45729,0,0,16087,16087,16081,16081,0,0,11808,755,27896,16084,1749,0,267,105,0,0,11733,0,0,0,197,13,0,2022-07-04T07:33:26,-159,-2.6401133333333333,1656909220.721848,2022-07-04T07:33:40,-152881,-2.548016666666667,96.78099953282931
1656909242,351900,2587871,1771,1771,46340,46340,0,0,16307,16307,16301,16301,0,0,11957,755,28265,16304,1771,0,268,106,0,0,11882,0,0,0,161,13,0,2022-07-04T07:34:02,-123,-2.044135,1656909255.741737,2022-07-04T07:34:15,-123102,-2.0517,97.68236632960667
