time_s,time_us,time_steady,current,voltage,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909132,857000,2467070,0.66998291015625,8.04800033569336,53,12,1,2022-07-04T07:32:12,-233,-3.86905,1656909143.742292,2022-07-04T07:32:23,-243903,-4.06505,97.24140816257389
1656909148,228000,2482495,1.154937744140625,7.992000102996826,132,12,1,2022-07-04T07:32:28,-217,-3.6128666666666667,1656909155.978628,2022-07-04T07:32:35,-228478,-3.8079666666666667,97.34040065208615
1656909163,223000,2497152,0.6309814453125,8.052000045776367,240,12,1,2022-07-04T07:32:43,-202,-3.3629499999999997,1656909172.271653,2022-07-04T07:32:52,-213821,-3.563683333333333,96.96911522629905
1656909180,807000,2514471,0.6610107421875,8.04800033569336,41,12,1,2022-07-04T07:33:00,-185,-3.0698833333333337,1656909188.762537,2022-07-04T07:33:08,-196502,-3.2750333333333335,97.03588849924839
1656909196,572000,2530078,0.64599609375,8.04800033569336,81,12,1,2022-07-04T07:33:16,-169,-2.8071333333333333,1656909204.097424,2022-07-04T07:33:24,-180895,-3.0149166666666667,96.59187266187567
1656909208,522000,2542654,0.629974365234375,8.04800033569336,4,12,1,2022-07-04T07:33:28,-157,-2.607966666666667,1656909219.6013758,2022-07-04T07:33:39,-168319,-2.8053166666666667,96.73375918057972
1656909227,514000,2559971,1.3289794921875,8.0,66,12,1,2022-07-04T07:33:47,-138,-2.291433333333333,1656909236.556104,2022-07-04T07:33:56,-151002,-2.5167,96.59381866455078
1656909243,179000,2575312,1.347930908203125,7.984000205993652,117,12,1,2022-07-04T07:34:03,-122,-2.03035,1656909252.9107249,2022-07-04T07:34:12,-135661,-2.261016666666667,97.58557046196502
1656909259,839000,2591971,1.12994384765625,7.98799991607666,61,12,1,2022-07-04T07:34:19,-106,-1.7526833333333334,1656909268.7332518,2022-07-04T07:34:28,-119002,-1.9833666666666665,97.39858974947367
1656909276,662000,2608637,1.27496337890625,7.98799991607666,11,12,1,2022-07-04T07:34:36,-89,-1.4723,1656909285.6466799,2022-07-04T07:34:45,-102336,-1.7056,97.5370623074189
1656909291,180000,2623499,1.283935546875,8.02400016784668,178,12,1,2022-07-04T07:34:51,-74,-1.2303333333333333,1656909297.329473,2022-07-04T07:34:57,-87474,-1.4579,97.66596412602247
1656909305,808000,2638078,0.6009521484375,8.04800033569336,30,12,1,2022-07-04T07:35:05,-60,-0.9865333333333334,1656909313.361948,2022-07-04T07:35:13,-72895,-1.2149166666666666,97.99952555971458
1656909336,796000,2668876,0.686004638671875,7.992000102996826,225,12,1,2022-07-04T07:35:36,-29,-0.4700666666666667,1656909344.8978798,2022-07-04T07:35:44,-42097,-0.7016166666666667,98.2484713498092
1656909351,869000,2683537,1.30096435546875,7.980000019073486,103,12,1,2022-07-04T07:35:51,-14,-0.21885000000000002,1656909361.351541,2022-07-04T07:36:01,-27436,-0.45726666666666665,98.29991878476123
