time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909113,818479,2460038,34.3125,76,10,2,2022-07-04T07:31:53,-252,-4.186358683333333,1656909121.9542248,2022-07-04T07:32:01,-250935,-4.18225,96.7826527253987
1656909145,978463,2492174,34.3125,84,10,2,2022-07-04T07:32:25,-220,-3.6503589499999998,1656909154.2322319,2022-07-04T07:32:34,-218799,-3.64665,97.37142492814878
1656909176,978466,2523204,34.3125,90,10,2,2022-07-04T07:32:56,-189,-3.1336922333333335,1656909186.541628,2022-07-04T07:33:06,-187769,-3.1294833333333334,97.24066572140003
1656909193,981352,2540177,34.375,232,10,2,2022-07-04T07:33:13,-172,-2.8503108000000004,1656909202.3792648,2022-07-04T07:33:22,-170796,-2.8466,96.46586304954157
1656909206,556683,2552195,34.4375,76,10,2,2022-07-04T07:33:26,-159,-2.64072195,1656909214.1396918,2022-07-04T07:33:34,-158778,-2.6462999999999997,96.78149276560421
1656909222,989538,2568245,34.5625,208,10,2,2022-07-04T07:33:42,-143,-2.366841033333333,1656909230.7744079,2022-07-04T07:33:50,-142728,-2.3788,96.59381866455078
1656909240,999334,2586207,34.5625,104,10,2,2022-07-04T07:34:00,-125,-2.0666777666666665,1656909247.6392,2022-07-04T07:34:07,-124766,-2.0794333333333332,97.68917687082968
1656909255,999299,2601266,34.5625,230,10,2,2022-07-04T07:34:15,-110,-1.81667835,1656909263.4329119,2022-07-04T07:34:23,-109707,-1.82845,97.11276514880598
1656909271,999341,2617333,34.6875,106,10,2,2022-07-04T07:34:31,-94,-1.5500109833333333,1656909279.6758199,2022-07-04T07:34:39,-93640,-1.5606666666666666,97.71095513594588
1656909288,19308,2633220,34.75,238,10,2,2022-07-04T07:34:48,-77,-1.2830115333333334,1656909295.218876,2022-07-04T07:34:55,-77753,-1.2958833333333333,97.63790110447366
1656909302,19316,2647214,34.8125,98,10,2,2022-07-04T07:35:02,-63,-1.0496780666666665,1656909311.0217118,2022-07-04T07:35:11,-63759,-1.06265,97.93484102676311
1656909319,20891,2664233,34.875,244,10,2,2022-07-04T07:35:19,-46,-0.7663184833333333,1656909326.434908,2022-07-04T07:35:26,-46740,-0.779,98.08526866040212
1656909332,19291,2677243,34.875,98,10,2,2022-07-04T07:35:32,-33,-0.5496784833333332,1656909342.418005,2022-07-04T07:35:42,-33730,-0.5621666666666666,98.3824354475123
1656909348,41389,2693294,35.0,234,10,2,2022-07-04T07:35:48,-17,-0.2826435166666667,1656909355.476708,2022-07-04T07:35:55,-17679,-0.29464999999999997,98.50520280290063
1656909363,49314,2708292,35.125,104,10,2,2022-07-04T07:36:03,-2,-0.03251143333333333,1656909370.532445,2022-07-04T07:36:10,-2681,-0.04468333333333333,98.47849708316096
1656909377,49250,2722350,34.375,220,10,2,2022-07-04T07:36:17,12,0.20082083333333334,1656909386.5272279,2022-07-04T07:36:26,11377,0.18961666666666668,159.31229809007164
1656909395,59316,2740254,33.5,116,10,2,2022-07-04T07:36:35,30,0.5009886,1656909402.989044,2022-07-04T07:36:42,29281,0.48801666666666665,265.53742233354836
1656909409,813997,2755311,32.875,242,10,2,2022-07-04T07:36:49,44,0.74689995,1656909418.772068,2022-07-04T07:36:58,44338,0.7389666666666667,361.9260922628755
1656909427,60229,2772314,32.25,132,10,2,2022-07-04T07:37:07,62,1.03433715,1656909437.600705,2022-07-04T07:37:17,61341,1.02235,465.19939137218427
1656909445,60287,2790297,31.625,24,10,2,2022-07-04T07:37:25,80,1.3343381166666668,1656909453.83216,2022-07-04T07:37:33,79324,1.3220666666666667,573.3058740320969
1656909461,60237,2806355,31.0,160,10,2,2022-07-04T07:37:41,96,1.60100395,1656909469.863469,2022-07-04T07:37:49,95382,1.5897000000000001,678.1648826357456
1656909475,70274,2820321,30.375,20,10,2,2022-07-04T07:37:55,110,1.8345045666666666,1656909482.054648,2022-07-04T07:38:02,109348,1.8224666666666667,765.9520668483772
1656909491,80224,2836365,30.0625,156,10,2,2022-07-04T07:38:11,126,2.101337066666667,1656909498.8281798,2022-07-04T07:38:18,125392,2.0898666666666665,857.3349806197914
1656909507,90241,2852284,29.5,36,10,2,2022-07-04T07:38:27,142,2.368170683333333,1656909514.012097,2022-07-04T07:38:34,141311,2.3551833333333336,950.4333052684613
1656909522,100229,2867341,29.0625,162,10,2,2022-07-04T07:38:42,157,2.6183371500000003,1656909530.38942,2022-07-04T07:38:50,156368,2.606133333333333,1042.4394733307547
1656909539,110258,2884316,28.5625,48,10,2,2022-07-04T07:38:59,174,2.9018376333333333,1656909547.0573769,2022-07-04T07:39:07,173343,2.8890499999999997,1143.2563626628205
1656909555,103488,2900298,28.1875,180,10,2,2022-07-04T07:39:15,190,3.168391466666667,1656909563.152897,2022-07-04T07:39:23,189325,3.1554166666666665,1241.8004687066277
1656909570,110264,2915321,27.9375,50,10,2,2022-07-04T07:39:30,205,3.4185044,1656909579.5227928,2022-07-04T07:39:39,204348,3.4058,1324.454366635525
1656909580,114057,2931339,27.875,182,10,2,2022-07-04T07:39:40,215,3.5852342833333335,1656909595.445468,2022-07-04T07:39:55,220366,3.672766666666667,1398.212769340281
