time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909119,828000,2454069,31.75,122,12,1,2022-07-04T07:31:59,-246,-4.0862,1656909128.6075358,2022-07-04T07:32:08,-256904,-4.281733333333333,96.46864365868699
1656909135,425000,2469070,31.75,30,12,1,2022-07-04T07:32:15,-230,-3.82625,1656909145.371917,2022-07-04T07:32:25,-241903,-4.031716666666666,97.2989254440361
1656909151,157000,2485069,31.8125,218,12,1,2022-07-04T07:32:31,-214,-3.56405,1656909161.674325,2022-07-04T07:32:41,-225904,-3.765066666666667,97.30000562653755
1656909168,339000,2502069,31.8125,144,12,1,2022-07-04T07:32:48,-197,-3.2776833333333335,1656909177.7000248,2022-07-04T07:32:57,-208904,-3.481733333333333,97.0637202491803
1656909199,451000,2533069,31.8125,56,12,1,2022-07-04T07:33:19,-166,-2.75915,1656909209.232216,2022-07-04T07:33:29,-177904,-2.9650666666666665,96.73190777043146
1656909211,846000,2546069,31.875,247,12,1,2022-07-04T07:33:31,-154,-2.5525666666666664,1656909222.392201,2022-07-04T07:33:42,-164904,-2.7483999999999997,96.59381866455078
1656909231,70000,2563069,31.875,121,12,1,2022-07-04T07:33:51,-134,-2.2321666666666666,1656909239.016077,2022-07-04T07:33:59,-147904,-2.4650666666666665,96.59381866455078
1656909242,949000,2575069,31.9375,50,12,1,2022-07-04T07:34:02,-123,-2.0341833333333335,1656909254.659756,2022-07-04T07:34:14,-135904,-2.265066666666667,97.61248746058378
1656909261,912000,2594143,31.9375,19,12,1,2022-07-04T07:34:21,-104,-1.7181333333333333,1656909270.622392,2022-07-04T07:34:30,-116830,-1.9471666666666667,97.60684862803618
1656909292,773000,2625069,32.0,190,12,1,2022-07-04T07:34:52,-73,-1.2037833333333334,1656909302.05282,2022-07-04T07:35:02,-85904,-1.4317333333333333,97.6801079886093
1656909308,322000,2640069,32.0,85,12,1,2022-07-04T07:35:08,-57,-0.9446333333333333,1656909318.083804,2022-07-04T07:35:18,-70904,-1.1817333333333333,97.92757956788701
1656909324,40000,2656069,32.0,212,12,1,2022-07-04T07:35:24,-41,-0.6826666666666666,1656909330.0018408,2022-07-04T07:35:30,-54904,-0.9150666666666667,98.39028993070878
1656909338,605000,2670069,32.0625,235,12,1,2022-07-04T07:35:38,-27,-0.4399166666666667,1656909346.080312,2022-07-04T07:35:46,-40904,-0.6817333333333334,98.34615997478457
1656909381,400000,2713069,32.125,67,12,1,2022-07-04T07:36:21,16,0.2733333333333333,1656909393.054808,2022-07-04T07:36:33,2096,0.03493333333333334,183.89577809339465
1656909399,458000,2731069,32.125,19,12,1,2022-07-04T07:36:39,34,0.5742999999999999,1656909408.9272609,2022-07-04T07:36:48,20096,0.33493333333333336,292.8727037553164
1656909410,517000,2742069,32.0625,71,12,1,2022-07-04T07:36:50,45,0.7586166666666667,1656909428.1797159,2022-07-04T07:37:08,31096,0.5182666666666667,365.99576631776847
1656909432,808000,2764069,32.0,51,12,1,2022-07-04T07:37:12,67,1.1301333333333334,1656909440.621204,2022-07-04T07:37:20,53096,0.8849333333333332,500.31015978557906
1656909450,210000,2781069,31.875,65,12,1,2022-07-04T07:37:30,85,1.4201666666666666,1656909456.712357,2022-07-04T07:37:36,70096,1.1682666666666668,606.8474136148357
1656909465,952000,2797069,31.8125,3,12,1,2022-07-04T07:37:45,100,1.6825333333333332,1656909473.245424,2022-07-04T07:37:53,86096,1.4349333333333334,709.853876255604
1656909481,20000,2812069,31.75,39,12,1,2022-07-04T07:38:01,116,1.9336666666666666,1656909489.075233,2022-07-04T07:38:09,101096,1.6849333333333334,801.0577241002288
