time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909105,798501,2452255,33.25,15,10,5,2022-07-04T07:31:45,-260,-4.320024983333334,1656909114.4358718,2022-07-04T07:31:54,-258718,-4.311966666666667,96.22897072774009
1656909122,818495,2469155,33.4375,153,10,5,2022-07-04T07:32:02,-243,-4.036358416666666,1656909130.2428038,2022-07-04T07:32:10,-241818,-4.0303,96.44331666726153
1656909152,978470,2499302,33.8125,145,10,5,2022-07-04T07:32:32,-213,-3.533692166666667,1656909162.835408,2022-07-04T07:32:42,-211671,-3.52785,97.27488499588341
1656909170,978479,2517215,34.0,41,10,5,2022-07-04T07:32:50,-195,-3.2336920166666667,1656909179.43958,2022-07-04T07:32:59,-193758,-3.2293000000000003,97.1145368538349
1656909201,546714,2547397,34.1875,37,10,5,2022-07-04T07:33:21,-164,-2.724221433333333,1656909209.8316798,2022-07-04T07:33:29,-163576,-2.7262666666666666,96.83384369870235
1656909210,988600,2562289,34.3125,161,10,5,2022-07-04T07:33:30,-155,-2.566856666666667,1656909227.323225,2022-07-04T07:33:47,-148684,-2.4780666666666664,96.59792678767991
1656909232,999303,2578222,34.4375,39,10,5,2022-07-04T07:33:52,-133,-2.2000116166666666,1656909242.7186449,2022-07-04T07:34:02,-132751,-2.2125166666666667,96.62092583025913
1656909249,9298,2594340,34.5625,171,10,5,2022-07-04T07:34:09,-116,-1.9331783666666666,1656909255.2001529,2022-07-04T07:34:15,-116633,-1.9438833333333332,96.903248187126
1656909264,999331,2610235,34.5625,51,10,5,2022-07-04T07:34:24,-101,-1.6666778166666667,1656909271.803689,2022-07-04T07:34:31,-100738,-1.6789666666666667,97.91700979147623
1656909295,19323,2640256,34.5625,43,10,5,2022-07-04T07:34:55,-70,-1.1663446166666667,1656909303.394881,2022-07-04T07:35:03,-70717,-1.1786166666666666,97.73207667284179
1656909326,19314,2671445,34.4375,49,10,5,2022-07-04T07:35:26,-39,-0.6496780999999999,1656909334.7790408,2022-07-04T07:35:34,-39528,-0.6587999999999999,98.51057679250351
1656909341,49340,2686306,34.3125,175,10,5,2022-07-04T07:35:41,-24,-0.39917766666666665,1656909350.9006639,2022-07-04T07:35:50,-24667,-0.4111166666666667,98.47815788167914
1656909371,49308,2716284,34.375,171,10,5,2022-07-04T07:36:11,6,0.1008218,1656909379.3649929,2022-07-04T07:36:19,5311,0.08851666666666666,125.41022277475864
1656909386,69314,2731429,33.75,45,10,5,2022-07-04T07:36:26,21,0.3511552333333333,1656909395.3561518,2022-07-04T07:36:35,20456,0.3409333333333333,211.7391237520984
1656909402,814688,2748360,32.375,187,10,5,2022-07-04T07:36:42,37,0.6302447999999999,1656909411.277693,2022-07-04T07:36:51,37387,0.6231166666666667,315.6208688274195
1656909412,60007,2763357,31.5,57,10,5,2022-07-04T07:36:52,47,0.78433345,1656909429.329401,2022-07-04T07:37:09,52384,0.8730666666666667,374.92821120693424
1656909436,70020,2781378,30.5625,209,10,5,2022-07-04T07:37:16,71,1.1845003333333333,1656909446.251457,2022-07-04T07:37:26,70405,1.1734166666666668,518.9175602518555
1656909454,60241,2799337,30.0,105,10,5,2022-07-04T07:37:34,89,1.48433735,1656909462.014081,2022-07-04T07:37:42,88364,1.4727333333333334,632.0719327236684
1656909468,70260,2813336,29.5,221,10,5,2022-07-04T07:37:48,103,1.7178376666666668,1656909477.965312,2022-07-04T07:37:57,102363,1.70605,723.0444136204452
1656909485,78600,2830332,28.75,107,10,5,2022-07-04T07:38:05,120,2.0013099999999997,1656909490.8969,2022-07-04T07:38:10,119359,1.9893166666666666,823.9489863676674
1656909499,90278,2844350,27.8125,227,10,5,2022-07-04T07:38:19,134,2.234837966666667,1656909506.9980319,2022-07-04T07:38:26,133377,2.22295,902.7248076162056
1656909516,90240,2861406,27.125,113,10,5,2022-07-04T07:38:36,151,2.518170666666667,1656909523.00828,2022-07-04T07:38:43,150433,2.5072166666666664,1005.8185954366961
1656909532,110246,2877407,26.6875,245,10,5,2022-07-04T07:38:52,167,2.7851707666666665,1656909539.10938,2022-07-04T07:38:59,166434,2.7739,1100.070595386414
1656909548,110396,2893352,26.125,125,10,5,2022-07-04T07:39:08,183,3.0518399333333335,1656909555.461592,2022-07-04T07:39:15,182379,3.03965,1199.2915685443122
1656909563,110261,2908390,25.8125,251,10,5,2022-07-04T07:39:23,198,3.3018376833333334,1656909571.50292,2022-07-04T07:39:31,197417,3.2902833333333334,1285.4228222316008
1656909579,110240,2924439,25.3125,127,10,5,2022-07-04T07:39:39,214,3.568504,1656909587.833061,2022-07-04T07:39:47,213466,3.5577666666666667,1388.7730290843683
1656909595,111002,2940386,24.75,7,10,5,2022-07-04T07:39:55,230,3.835183366666667,1656909603.593329,2022-07-04T07:40:03,229413,3.82355,1489.0378522714357
1656909610,161023,2955418,24.25,129,10,5,2022-07-04T07:40:10,245,4.08601705,1656909619.56446,2022-07-04T07:40:19,244445,4.074083333333333,1565.6023012793714
1656909625,161022,2970443,23.8125,255,10,5,2022-07-04T07:40:25,260,4.336017033333333,1656909632.685545,2022-07-04T07:40:32,259470,4.3245000000000005,1659.2223633966844
