time_s,time_us,time_steady,noise_per_ms,agc_cnt,a_status,a_power,jam_ind,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656911295,868000,4640685,98,4250,2,1,47,195,11,0,2022-07-04T08:08:15,1930,32.181133333333335,1656911304.5852878,2022-07-04T08:08:24,1929712,32.16186666666667,12094.637239970989
1656911307,917000,4652734,96,4250,2,1,61,27,11,0,2022-07-04T08:08:27,1942,32.381949999999996,1656911315.686328,2022-07-04T08:08:35,1941761,32.36268333333333,12165.788229249702
1656911314,901000,4659718,95,4250,2,1,55,227,11,0,2022-07-04T08:08:34,1949,32.49835,1656911329.634825,2022-07-04T08:08:49,1948745,32.47908333333333,12203.707245790156
1656911331,915000,4676732,96,4250,2,1,68,192,11,0,2022-07-04T08:08:51,1966,32.78191666666667,1656911340.435256,2022-07-04T08:09:00,1965759,32.76265,12314.820201327919
1656911344,858000,4689676,100,3400,2,1,136,46,11,0,2022-07-04T08:09:04,1979,32.99763333333333,1656911354.3249528,2022-07-04T08:09:14,1978703,32.97838333333333,12383.824115381023
1656911352,862000,4697680,113,3400,2,1,140,19,11,0,2022-07-04T08:09:12,1987,33.131033333333335,1656911364.614848,2022-07-04T08:09:24,1986707,33.111783333333335,12426.216408270202
1656911366,873000,4711691,86,4250,2,1,52,164,11,0,2022-07-04T08:09:26,2001,33.36455,1656911375.288133,2022-07-04T08:09:35,2000718,33.3453,12527.38863249728
1656911380,883000,4725701,93,3570,2,1,143,48,11,0,2022-07-04T08:09:40,2015,33.59805,1656911389.563449,2022-07-04T08:09:49,2014728,33.5788,12611.770657817398
1656911390,879000,4735697,77,4080,2,1,38,69,11,0,2022-07-04T08:09:50,2025,33.764649999999996,1656911399.055477,2022-07-04T08:09:59,2024724,33.7454,12668.618687887762
1656911401,893000,4746712,93,3400,2,1,105,128,11,0,2022-07-04T08:10:01,2036,33.94821666666667,1656911413.683001,2022-07-04T08:10:13,2035739,33.928983333333335,12730.030843370345
1656911415,919000,4760737,90,4250,2,1,54,17,11,0,2022-07-04T08:10:15,2050,34.18198333333333,1656911424.444604,2022-07-04T08:10:24,2049764,34.162733333333335,12828.903469215826
1656911427,902000,4772721,115,3400,2,1,136,104,11,0,2022-07-04T08:10:27,2062,34.3817,1656911434.789137,2022-07-04T08:10:34,2061748,34.36246666666667,12912.010434314503
1656911439,927000,4784745,85,3570,2,1,160,179,11,0,2022-07-04T08:10:39,2074,34.58211666666667,1656911448.783433,2022-07-04T08:10:48,2073772,34.562866666666665,12980.874382863964
1656911472,948000,4817767,91,4250,2,1,57,97,11,0,2022-07-04T08:11:12,2107,35.132466666666666,1656911483.814673,2022-07-04T08:11:23,2106794,35.11323333333333,13167.476989932251
1656911488,935000,4833754,93,3570,2,1,151,32,11,0,2022-07-04T08:11:28,2123,35.398916666666665,1656911498.161777,2022-07-04T08:11:38,2122781,35.37968333333333,13243.857229128118
1656911501,937000,4846756,85,3400,2,1,129,144,11,0,2022-07-04T08:11:41,2136,35.61561666666667,1656911509.094641,2022-07-04T08:11:49,2135783,35.59638333333333,13308.20989959467
1656911512,906000,4857726,126,3400,2,1,132,202,11,0,2022-07-04T08:11:52,2147,35.798433333333335,1656911519.401356,2022-07-04T08:11:59,2146753,35.77921666666667,13370.845792306882
1656911523,897000,4868717,87,3570,2,1,150,4,11,0,2022-07-04T08:12:03,2158,35.98161666666667,1656911532.9508078,2022-07-04T08:12:12,2157744,35.9624,13436.021100468419
1656911536,906000,4881726,86,3400,2,1,135,111,11,0,2022-07-04T08:12:16,2171,36.198433333333334,1656911543.650636,2022-07-04T08:12:23,2170753,36.17921666666667,13499.26136355584
1656911559,952000,4904772,83,4250,2,1,66,253,11,0,2022-07-04T08:12:39,2194,36.58253333333334,1656911568.0616958,2022-07-04T08:12:48,2193799,36.563316666666665,13594.814681347956
1656911593,894000,4938714,85,3570,2,1,137,187,11,0,2022-07-04T08:13:13,2228,37.14823333333333,1656911602.679713,2022-07-04T08:13:22,2227741,37.129016666666665,13750.984952695942
1656911606,929000,4951749,89,3570,2,1,158,47,11,0,2022-07-04T08:13:26,2241,37.36548333333334,1656911615.8705719,2022-07-04T08:13:35,2240776,37.346266666666665,13820.453527003388
1656911618,914000,4963735,88,3570,2,1,151,134,11,0,2022-07-04T08:13:38,2253,37.56523333333334,1656911626.649569,2022-07-04T08:13:46,2252762,37.546033333333334,13897.04632057674
1656911624,923000,4969744,82,3570,2,1,139,50,11,0,2022-07-04T08:13:44,2259,37.66538333333333,1656911640.20122,2022-07-04T08:14:00,2258771,37.64618333333333,13946.131770441076
1656911641,897000,4986718,92,4250,2,1,56,11,11,0,2022-07-04T08:14:01,2276,37.94828333333333,1656911650.5185769,2022-07-04T08:14:10,2275745,37.92908333333333,14085.946803615723
1656911654,895000,4999716,83,3400,2,1,117,126,11,0,2022-07-04T08:14:14,2289,38.16491666666666,1656911661.19906,2022-07-04T08:14:21,2288743,38.145716666666665,14130.888016541332
1656911678,928000,5023749,100,3400,2,1,124,45,11,0,2022-07-04T08:14:38,2313,38.565466666666666,1656911685.258509,2022-07-04T08:14:45,2312776,38.54626666666666,14237.891478145275
1656911695,923000,5040744,89,3400,2,1,98,5,11,0,2022-07-04T08:14:55,2330,38.84871666666666,1656911709.629988,2022-07-04T08:15:09,2329771,38.82951666666667,14306.376494533764
1656911712,278000,5058099,88,3570,2,1,173,195,11,0,2022-07-04T08:15:12,2347,39.1213,1656911722.4983199,2022-07-04T08:15:22,2347126,39.11876666666667,14392.071746363255
1656911726,928000,5071749,106,3570,2,1,153,73,11,0,2022-07-04T08:15:26,2361,39.36546666666666,1656911736.457324,2022-07-04T08:15:36,2360776,39.346266666666665,14458.901622701262
1656911738,903000,5083725,85,3570,2,1,150,154,11,0,2022-07-04T08:15:38,2373,39.56505,1656911747.3675249,2022-07-04T08:15:47,2372752,39.54586666666667,14517.864892948537
1656911750,897000,5095719,117,3570,2,1,150,233,11,0,2022-07-04T08:15:50,2385,39.76495,1656911761.439349,2022-07-04T08:16:01,2384746,39.74576666666667,14580.576758947287
1656911764,928000,5109751,94,3570,2,1,143,122,11,0,2022-07-04T08:16:04,2399,39.998799999999996,1656911772.0865169,2022-07-04T08:16:12,2398778,39.97963333333333,14661.40663201874
1656911775,945000,5120767,111,3400,2,1,115,181,11,0,2022-07-04T08:16:15,2410,40.18241666666667,1656911786.097797,2022-07-04T08:16:26,2409794,40.16323333333333,14718.933999246443
1656911786,906000,5131728,81,3740,2,1,120,235,11,0,2022-07-04T08:16:26,2421,40.3651,1656911796.567317,2022-07-04T08:16:36,2420755,40.34591666666667,14779.680308062607
1656911813,940000,5158763,97,3570,2,1,135,230,11,0,2022-07-04T08:16:53,2448,40.815666666666665,1656911821.1670449,2022-07-04T08:17:01,2447790,40.7965,14919.799666970799
1656911825,936000,5170758,110,3400,2,1,119,61,11,0,2022-07-04T08:17:05,2460,41.0156,1656911831.715792,2022-07-04T08:17:11,2459785,40.99641666666666,14988.974014376148
1656911837,926000,5182749,81,3570,2,1,147,143,11,0,2022-07-04T08:17:17,2472,41.21543333333333,1656911845.5656528,2022-07-04T08:17:25,2471776,41.196266666666666,15094.191906810363
1656911848,894000,5193716,98,3400,2,1,130,192,11,0,2022-07-04T08:17:28,2483,41.39823333333333,1656911855.655201,2022-07-04T08:17:35,2482743,41.37905,15174.044462578868
1656911859,924000,5204747,102,3400,2,1,128,251,11,0,2022-07-04T08:17:39,2494,41.58206666666667,1656911869.885213,2022-07-04T08:17:49,2493774,41.5629,15233.542064667932
1656911872,943000,5217766,92,3570,2,1,145,111,11,0,2022-07-04T08:17:52,2507,41.79905,1656911880.63618,2022-07-04T08:18:00,2506793,41.77988333333334,15294.37225134541
1656911884,929000,5229752,111,3400,2,1,112,198,11,0,2022-07-04T08:18:04,2519,41.99881666666667,1656911891.1754398,2022-07-04T08:18:11,2518779,41.97965,15353.169893452296
1656911896,899000,5241722,88,3570,2,1,141,15,11,0,2022-07-04T08:18:16,2531,42.19831666666666,1656911905.0649998,2022-07-04T08:18:25,2530749,42.17915,15430.25769588887
1656911919,941000,5264764,112,4250,2,1,56,161,11,0,2022-07-04T08:18:39,2554,42.58235,1656911929.92394,2022-07-04T08:18:49,2553791,42.563183333333335,15575.37841587309
1656911932,894000,5277717,94,3570,2,1,150,20,11,0,2022-07-04T08:18:52,2567,42.79823333333333,1656911940.5135329,2022-07-04T08:19:00,2566744,42.77906666666667,15645.030457894652
1656911943,903000,5288727,114,3400,2,1,129,70,11,0,2022-07-04T08:19:03,2578,42.981716666666664,1656911953.893553,2022-07-04T08:19:13,2577754,42.96256666666667,15694.518479596149
1656911956,912000,5301736,83,3570,2,1,148,181,11,0,2022-07-04T08:19:16,2591,43.19853333333333,1656911964.500309,2022-07-04T08:19:24,2590763,43.179383333333334,15752.44958473891
1656911964,922000,5309746,88,4250,2,1,42,154,11,0,2022-07-04T08:19:24,2599,43.332033333333335,1656911974.6939368,2022-07-04T08:19:34,2598773,43.31288333333334,15794.070481820876
1656911979,917000,5324741,85,4250,2,1,43,71,11,0,2022-07-04T08:19:39,2614,43.58195,1656911988.1628048,2022-07-04T08:19:48,2613768,43.5628,15878.183658639002
1656912014,938000,5359763,93,3740,2,1,148,35,11,0,2022-07-04T08:20:14,2649,44.16563333333333,1656912023.3636038,2022-07-04T08:20:23,2648790,44.146499999999996,16044.223328182274
1656912026,927000,5371752,113,3400,2,1,127,122,11,0,2022-07-04T08:20:26,2661,44.36545,1656912033.483188,2022-07-04T08:20:33,2660779,44.34631666666667,16099.319025058629
1656912037,905000,5382730,90,3570,2,1,149,180,11,0,2022-07-04T08:20:37,2672,44.54841666666667,1656912047.314884,2022-07-04T08:20:47,2671757,44.52928333333333,16147.703350926882
1656912049,923000,5394748,93,3570,2,1,155,255,11,0,2022-07-04T08:20:49,2684,44.74871666666666,1656912058.062029,2022-07-04T08:20:58,2683775,44.72958333333334,16198.975004867665
1656912062,927000,5407752,97,3570,2,1,146,113,11,0,2022-07-04T08:21:02,2697,44.965450000000004,1656912072.19332,2022-07-04T08:21:12,2696779,44.94631666666667,16254.622677837131
1656912074,927000,5419753,89,3910,2,1,62,200,11,0,2022-07-04T08:21:14,2709,45.16545,1656912082.731056,2022-07-04T08:21:22,2708780,45.14633333333334,16310.6618178071
1656912099,922000,5444748,85,3910,2,1,60,135,11,0,2022-07-04T08:21:39,2734,45.582033333333335,1656912107.341105,2022-07-04T08:21:47,2733775,45.562916666666666,16421.947202074964
1656912112,955000,5457780,116,3570,2,1,153,249,11,0,2022-07-04T08:21:52,2747,45.79925,1656912118.160732,2022-07-04T08:21:58,2746807,45.780116666666665,16489.674889799644
1656912122,910000,5467736,98,3570,2,1,106,22,11,0,2022-07-04T08:22:02,2757,45.96516666666666,1656912131.221972,2022-07-04T08:22:11,2756763,45.94605,16536.285739640887
1656912134,933000,5479758,95,3400,2,1,116,109,11,0,2022-07-04T08:22:14,2769,46.16555,1656912142.499872,2022-07-04T08:22:22,2768785,46.14641666666667,16594.949552678514
1656912146,923000,5491749,107,3570,2,1,147,184,11,0,2022-07-04T08:22:26,2781,46.36538333333333,1656912155.6200318,2022-07-04T08:22:35,2780776,46.346266666666665,16653.469108812238
1656912170,929000,5515755,118,3570,2,1,141,101,11,0,2022-07-04T08:22:50,2805,46.765483333333336,1656912180.0507,2022-07-04T08:23:00,2804782,46.74636666666667,16811.44301798454
1656912182,903000,5527729,100,3570,2,1,143,188,11,0,2022-07-04T08:23:02,2817,46.96505,1656912190.759701,2022-07-04T08:23:10,2816756,46.94593333333333,16931.218625708523
1656912194,929000,5539755,99,3400,2,1,101,13,11,0,2022-07-04T08:23:14,2829,47.165483333333334,1656912201.51892,2022-07-04T08:23:21,2828782,47.14636666666667,17047.162992569578
1656912206,928000,5551755,88,3570,2,1,144,94,11,0,2022-07-04T08:23:26,2841,47.36546666666666,1656912215.269477,2022-07-04T08:23:35,2840782,47.34636666666667,17143.919081428714
1656912216,917000,5561744,88,3910,2,1,65,124,11,0,2022-07-04T08:23:36,2851,47.53195,1656912225.800288,2022-07-04T08:23:45,2850771,47.51285,17234.812242279844
1656912231,921000,5576748,100,3570,2,1,149,41,11,0,2022-07-04T08:23:51,2866,47.782016666666664,1656912239.5297809,2022-07-04T08:23:59,2865775,47.76291666666667,17366.78418392487
1656912240,948000,5585774,90,3570,2,1,147,43,11,0,2022-07-04T08:24:00,2875,47.93246666666666,1656912249.791697,2022-07-04T08:24:09,2874801,47.91335,17414.192657013195
1656912247,921000,5592748,96,3910,2,1,60,233,11,0,2022-07-04T08:24:07,2882,48.04868333333333,1656912263.404285,2022-07-04T08:24:23,2881775,48.029583333333335,17449.361765450023
1656912276,903000,5621730,90,3400,2,1,121,33,11,0,2022-07-04T08:24:36,2911,48.53171666666666,1656912284.5322568,2022-07-04T08:24:44,2910757,48.512616666666666,17576.828839064452
1656912289,904000,5634731,94,3910,2,1,59,149,11,0,2022-07-04T08:24:49,2924,48.7484,1656912298.492765,2022-07-04T08:24:58,2923758,48.729299999999995,17636.252409503577
1656912300,918000,5645745,79,3910,2,1,62,196,11,0,2022-07-04T08:25:00,2935,48.93196666666667,1656912308.842373,2022-07-04T08:25:08,2934772,48.912866666666666,17685.626965186402
1656912323,919000,5668746,98,3570,2,1,135,84,11,0,2022-07-04T08:25:23,2958,49.31531666666667,1656912335.972424,2022-07-04T08:25:35,2957773,49.296216666666666,17784.964128255015
1656912338,901000,5683728,85,3400,2,1,125,1,11,0,2022-07-04T08:25:38,2973,49.565016666666665,1656912346.484025,2022-07-04T08:25:46,2972755,49.54591666666667,17852.248789446483
1656912351,893000,5696721,105,3570,2,1,139,106,11,0,2022-07-04T08:25:51,2986,49.78155,1656912360.414057,2022-07-04T08:26:00,2985748,49.76246666666667,17911.36101611553
1656912357,910000,5702737,111,3400,2,1,125,19,11,0,2022-07-04T08:25:57,2992,49.88183333333333,1656912370.795269,2022-07-04T08:26:10,2991764,49.86273333333334,17938.337409200183
1656912373,885000,5718713,115,3400,2,1,110,220,11,0,2022-07-04T08:26:13,3008,50.14808333333334,1656912381.024837,2022-07-04T08:26:21,3007740,50.129,18014.02542656456
1656912386,926000,5731754,93,3740,2,1,147,80,11,0,2022-07-04T08:26:26,3021,50.365433333333335,1656912397.0662599,2022-07-04T08:26:37,3020781,50.34635,18082.185265918644
1656912435,914000,5780743,109,3570,2,1,125,188,11,0,2022-07-04T08:27:15,3070,51.181900000000006,1656912445.547349,2022-07-04T08:27:25,3069770,51.16283333333333,18333.71306457706
1656912481,920000,5826748,97,3570,2,1,138,211,11,0,2022-07-04T08:28:01,3116,51.94866666666667,1656912490.549156,2022-07-04T08:28:10,3115775,51.92958333333333,18549.083081506422
1656912495,928000,5840756,97,4080,2,1,72,100,11,0,2022-07-04T08:28:15,3130,52.18213333333333,1656912504.5089688,2022-07-04T08:28:24,3129783,52.16305,18611.398563081075
1656912507,899000,5852728,92,3740,2,1,145,176,11,0,2022-07-04T08:28:27,3142,52.38165,1656912514.9685729,2022-07-04T08:28:34,3141755,52.36258333333333,18665.556298616135
1656912519,928000,5864757,94,3740,2,1,147,5,11,0,2022-07-04T08:28:39,3154,52.58213333333333,1656912528.8293009,2022-07-04T08:28:48,3153784,52.56306666666667,18726.851129393235
1656912529,927000,5874756,94,4590,2,1,63,35,11,0,2022-07-04T08:28:49,3164,52.748783333333336,1656912538.95936,2022-07-04T08:28:58,3163783,52.72971666666667,18772.397668124144
1656912537,932000,5882762,94,3740,2,1,139,8,11,0,2022-07-04T08:28:57,3172,52.8822,1656912549.120465,2022-07-04T08:29:09,3171789,52.863150000000005,18811.81213349688
1656912552,935000,5897764,100,4420,2,1,64,176,11,0,2022-07-04T08:29:12,3187,53.13225,1656912562.730545,2022-07-04T08:29:22,3186791,53.11318333333334,18880.61296483538
1656912564,912000,5909741,84,4080,2,1,65,254,11,0,2022-07-04T08:29:24,3199,53.33186666666666,1656912573.8402479,2022-07-04T08:29:33,3198768,53.3128,18936.886536625665
1656912577,914000,5922744,89,3570,2,1,136,113,11,0,2022-07-04T08:29:37,3212,53.54856666666667,1656912587.5287008,2022-07-04T08:29:47,3211771,53.52951666666667,19000.0270455794
1656912589,942000,5934771,94,3740,2,1,145,200,11,0,2022-07-04T08:29:49,3224,53.74903333333334,1656912597.932345,2022-07-04T08:29:57,3223798,53.72996666666666,19051.092861774076
1656912601,940000,5946770,107,3400,2,1,116,21,11,0,2022-07-04T08:30:01,3236,53.949,1656912608.9007568,2022-07-04T08:30:08,3235797,53.92995,19121.177965433675
1656912614,945000,5959774,97,3740,2,1,134,133,11,0,2022-07-04T08:30:14,3249,54.16575,1656912622.710949,2022-07-04T08:30:22,3248801,54.146683333333335,19167.962281627933
1656912626,929000,5971759,115,3400,2,1,115,220,11,0,2022-07-04T08:30:26,3261,54.36548333333334,1656912633.510972,2022-07-04T08:30:33,3260786,54.34643333333334,19219.265015523666
1656912649,894000,5994724,97,4420,2,1,57,101,11,0,2022-07-04T08:30:49,3284,54.74823333333333,1656912657.9167569,2022-07-04T08:30:57,3283751,54.72918333333334,19334.432690601105
1656912661,893000,6006723,120,4420,2,1,54,182,11,0,2022-07-04T08:31:01,3296,54.94821666666667,1656912671.7034888,2022-07-04T08:31:11,3295750,54.92916666666667,19390.773700263162
1656912673,901000,6018731,91,4590,2,1,64,13,11,0,2022-07-04T08:31:13,3308,55.14835,1656912682.312564,2022-07-04T08:31:22,3307758,55.12929999999999,19449.35440979426
1656912694,877000,6039707,103,3570,2,1,127,96,11,0,2022-07-04T08:31:34,3329,55.497949999999996,1656912705.823417,2022-07-04T08:31:45,3328734,55.478899999999996,19554.588492720188
1656912709,894000,6054724,102,3740,2,1,143,4,11,0,2022-07-04T08:31:49,3344,55.74823333333333,1656912716.6932359,2022-07-04T08:31:56,3343751,55.72918333333334,19629.45040858767
1656912722,892000,6067723,94,3570,2,1,135,119,11,0,2022-07-04T08:32:02,3357,55.964866666666666,1656912730.602808,2022-07-04T08:32:10,3356750,55.94583333333333,19693.897611161927
1656912731,876000,6076706,99,3740,2,1,139,120,11,0,2022-07-04T08:32:11,3366,56.1146,1656912741.0945039,2022-07-04T08:32:21,3365733,56.09555,19742.408630816117
1656912744,876000,6089706,105,3570,2,1,122,229,11,0,2022-07-04T08:32:24,3379,56.33126666666667,1656912751.1830409,2022-07-04T08:32:31,3378733,56.31221666666667,19798.78491788396
1656912756,856000,6101687,83,3740,2,1,135,53,11,0,2022-07-04T08:32:36,3391,56.53093333333334,1656912765.2131438,2022-07-04T08:32:45,3390714,56.5119,19859.28952982461
1656912768,871000,6113702,94,3570,2,1,132,140,11,0,2022-07-04T08:32:48,3403,56.731183333333334,1656912775.745517,2022-07-04T08:32:55,3402729,56.712149999999994,19910.722632943885
1656912773,872000,6118703,102,4590,2,1,56,27,11,0,2022-07-04T08:32:53,3408,56.81453333333333,1656912788.983556,2022-07-04T08:33:08,3407730,56.7955,19932.893516716977
1656912791,836000,6136667,99,3740,2,1,145,24,11,0,2022-07-04T08:33:11,3426,57.11393333333333,1656912799.6641169,2022-07-04T08:33:19,3425694,57.0949,20015.16306447026
1656912802,869000,6147700,106,3570,2,1,141,75,11,0,2022-07-04T08:33:22,3437,57.29781666666667,1656912809.976752,2022-07-04T08:33:29,3436727,57.27878333333333,20063.025996167988
1656912827,837000,6172668,103,3570,2,1,137,21,11,0,2022-07-04T08:33:47,3462,57.71395,1656912834.0640008,2022-07-04T08:33:54,3461695,57.69491666666667,20174.096415296102
1656912851,890000,6196721,101,3740,2,1,133,183,11,0,2022-07-04T08:34:11,3486,58.11483333333333,1656912858.514204,2022-07-04T08:34:18,3485748,58.095800000000004,20288.454186274084
1656912857,864000,6202696,88,3740,2,1,138,98,11,0,2022-07-04T08:34:17,3492,58.2144,1656912868.827256,2022-07-04T08:34:28,3491723,58.19538333333333,20324.010687359165
1656912871,847000,6216678,94,3740,2,1,128,242,11,0,2022-07-04T08:34:31,3506,58.44745,1656912881.215765,2022-07-04T08:34:41,3505705,58.428416666666664,20384.73772124522
1656912883,897000,6228729,100,4590,2,1,59,74,11,0,2022-07-04T08:34:43,3518,58.64828333333333,1656912891.815665,2022-07-04T08:34:51,3517756,58.629266666666666,20442.05183480667
1656912908,859000,6253691,100,4590,2,1,59,7,11,0,2022-07-04T08:35:08,3543,59.06431666666666,1656912916.205425,2022-07-04T08:35:16,3542718,59.0453,20572.081954021265
1656912919,887000,6264719,92,3570,2,1,130,66,11,0,2022-07-04T08:35:19,3554,59.24811666666667,1656912926.0562758,2022-07-04T08:35:26,3553746,59.2291,20627.11853710506
1656912931,883000,6276715,97,4590,2,1,53,153,11,0,2022-07-04T08:35:31,3566,59.448049999999995,1656912939.965965,2022-07-04T08:35:39,3565742,59.42903333333334,20688.425818046522
1656912943,851000,6288683,96,3570,2,1,132,228,11,0,2022-07-04T08:35:43,3578,59.64751666666667,1656912950.5562,2022-07-04T08:35:50,3577710,59.6285,20751.02775662303
1656912954,852000,6299684,108,3740,2,1,123,28,11,0,2022-07-04T08:35:54,3589,59.830866666666665,1656912964.1935718,2022-07-04T08:36:04,3588711,59.81185,20813.63951957964
1656912967,892000,6312724,87,3740,2,1,134,145,11,0,2022-07-04T08:36:07,3602,60.048199999999994,1656912975.1860878,2022-07-04T08:36:15,3601751,60.029183333333336,20883.978512557307
1656912977,906000,6322738,93,3570,2,1,127,175,11,0,2022-07-04T08:36:17,3612,60.2151,1656912989.0664759,2022-07-04T08:36:29,3611765,60.196083333333334,20938.605714328896
1656912987,896000,6332728,107,3570,2,1,138,201,11,0,2022-07-04T08:36:27,3622,60.381600000000006,1656912999.3953838,2022-07-04T08:36:39,3621755,60.36258333333333,20995.889896827128
1656912998,923000,6343755,97,3740,2,1,110,251,11,0,2022-07-04T08:36:38,3633,60.56538333333333,1656913009.43624,2022-07-04T08:36:49,3632782,60.54636666666667,21063.403748200708
1656913015,913000,6360745,89,4590,2,1,52,225,11,0,2022-07-04T08:36:55,3650,60.84855,1656913023.125505,2022-07-04T08:37:03,3649772,60.82953333333333,21152.665760331347
1656913027,897000,6372730,96,3570,2,1,129,56,11,0,2022-07-04T08:37:07,3662,61.04828333333333,1656913033.7051759,2022-07-04T08:37:13,3661757,61.02928333333333,21216.68859924058
1656913038,898000,6383730,102,4080,2,1,87,111,11,0,2022-07-04T08:37:18,3673,61.231633333333335,1656913047.785912,2022-07-04T08:37:27,3672757,61.21261666666667,21272.843723931288
1656913063,889000,6408721,96,4590,2,1,59,48,11,0,2022-07-04T08:37:43,3698,61.64815,1656913072.715405,2022-07-04T08:37:52,3697748,61.629133333333336,21396.525735020856
1656913074,904000,6419737,88,3740,2,1,126,107,11,0,2022-07-04T08:37:54,3709,61.83173333333333,1656913083.3457599,2022-07-04T08:38:03,3708764,61.812733333333334,21451.886819469644
1656913086,889000,6431721,100,3570,2,1,134,194,11,0,2022-07-04T08:38:06,3721,62.031483333333334,1656913098.0070848,2022-07-04T08:38:18,3720748,62.01246666666667,21507.810205736187
1656913097,853000,6442686,93,4590,2,1,60,241,11,0,2022-07-04T08:38:17,3732,62.214216666666665,1656913108.1160848,2022-07-04T08:38:28,3731713,62.19521666666667,21563.470945408542
1656913107,900000,6452732,99,4590,2,1,57,13,11,0,2022-07-04T08:38:27,3742,62.38166666666667,1656913117.987452,2022-07-04T08:38:37,3741759,62.36265,21606.42458919809
1656913123,882000,6468715,93,4420,2,1,46,214,11,0,2022-07-04T08:38:43,3758,62.64803333333334,1656913131.8557558,2022-07-04T08:38:51,3757742,62.62903333333334,21681.597815116867
1656913134,892000,6479725,92,3740,2,1,116,16,11,0,2022-07-04T08:38:54,3769,62.83153333333333,1656913142.726045,2022-07-04T08:39:02,3768752,62.812533333333334,21732.789438268814
1656913146,862000,6491695,96,3740,2,1,136,89,11,0,2022-07-04T08:39:06,3781,63.03103333333333,1656913156.506785,2022-07-04T08:39:16,3780722,63.012033333333335,21796.76383254719
1656913158,890000,6503723,97,3740,2,1,137,176,11,0,2022-07-04T08:39:18,3793,63.2315,1656913167.096865,2022-07-04T08:39:27,3792750,63.2125,21851.873326633977
1656913169,911000,6514744,103,3570,2,1,133,235,11,0,2022-07-04T08:39:29,3804,63.41518333333333,1656913177.386093,2022-07-04T08:39:37,3803771,63.39618333333333,21906.768802800703
1656913191,891000,6536724,96,3740,2,1,136,85,11,0,2022-07-04T08:39:51,3826,63.78151666666667,1656913201.065892,2022-07-04T08:40:01,3825751,63.76251666666667,22022.562366153852
1656913205,882000,6550715,88,3740,2,1,129,226,11,0,2022-07-04T08:40:05,3840,64.0147,1656913215.406028,2022-07-04T08:40:15,3839742,63.99570000000001,22095.3578836652
1656913212,898000,6557731,116,3570,2,1,128,170,11,0,2022-07-04T08:40:12,3847,64.13163333333334,1656913224.708628,2022-07-04T08:40:24,3846758,64.11263333333333,22129.71834287992
1656913227,910000,6572744,106,3570,2,1,130,87,11,0,2022-07-04T08:40:27,3862,64.38183333333333,1656913235.396937,2022-07-04T08:40:35,3861771,64.36285000000001,22216.179064124313
1656913240,885000,6585718,99,3740,2,1,134,190,11,0,2022-07-04T08:40:40,3875,64.59808333333334,1656913248.985988,2022-07-04T08:40:48,3874745,64.57908333333333,22292.65595211937
1656913252,897000,6597731,97,3570,2,1,123,20,11,0,2022-07-04T08:40:52,3887,64.79828333333333,1656913259.6564958,2022-07-04T08:40:59,3886758,64.77929999999999,22361.686975206914
1656913264,883000,6609716,96,4250,2,1,31,107,11,0,2022-07-04T08:41:04,3899,64.99804999999999,1656913273.596413,2022-07-04T08:41:13,3898743,64.97905,22433.338547543794
1656913271,877000,6616710,127,3570,2,1,129,51,11,0,2022-07-04T08:41:11,3906,65.11461666666666,1656913283.9976928,2022-07-04T08:41:23,3905737,65.09561666666667,22471.515958799453
1656913296,891000,6641724,93,3570,2,1,128,241,11,0,2022-07-04T08:41:36,3931,65.53151666666666,1656913307.37626,2022-07-04T08:41:47,3930751,65.51251666666667,22616.234314292204
1656913309,891000,6654724,99,4590,2,1,49,101,11,0,2022-07-04T08:41:49,3944,65.74818333333333,1656913318.479333,2022-07-04T08:41:58,3943751,65.72918333333334,22685.049470001868
1656913321,891000,6666725,98,4590,2,1,48,188,11,0,2022-07-04T08:42:01,3956,65.94818333333333,1656913331.626757,2022-07-04T08:42:11,3955752,65.9292,22748.964194087064
1656913334,910000,6679744,91,4420,2,1,45,39,11,0,2022-07-04T08:42:14,3969,66.16516666666666,1656913342.438653,2022-07-04T08:42:22,3968771,66.14618333333334,22815.197749190156
1656913346,899000,6691733,103,3570,2,1,121,121,11,0,2022-07-04T08:42:26,3981,66.36498333333333,1656913356.0469248,2022-07-04T08:42:36,3980760,66.346,22878.98448919839
1656913358,897000,6703731,95,3740,2,1,131,208,11,0,2022-07-04T08:42:38,3993,66.56495,1656913366.586933,2022-07-04T08:42:46,3992758,66.54596666666666,22940.50877678544
1656913369,892000,6714726,94,3570,2,1,122,10,11,0,2022-07-04T08:42:49,4004,66.7482,1656913377.1970968,2022-07-04T08:42:57,4003753,66.72921666666667,22997.439625393756
1656913393,880000,6738713,91,3740,2,1,129,170,11,0,2022-07-04T08:43:13,4028,67.148,1656913401.826568,2022-07-04T08:43:21,4027740,67.12899999999999,23104.423037301858
1656913406,908000,6751742,92,4080,2,1,68,30,11,0,2022-07-04T08:43:26,4041,67.36513333333333,1656913414.726109,2022-07-04T08:43:34,4040769,67.34615,23173.57110869299
1656913416,904000,6761738,90,4080,2,1,67,60,11,0,2022-07-04T08:43:36,4051,67.53173333333334,1656913424.9162998,2022-07-04T08:43:44,4050765,67.51275,23228.148953519634
