time_s,time_us,time_steady,count_tick,delta_time,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909242,505100,2588024,0,1100,164,13,0,2022-07-04T07:34:02,-123,-2.0415816666666666,1656909252.3100998,2022-07-04T07:34:12,-122949,-2.04915,97.66443726791799
1656909266,58700,2611392,1,1016,41,13,0,2022-07-04T07:34:26,-99,-1.6490216666666666,1656909276.7156088,2022-07-04T07:34:36,-99581,-1.6596833333333334,98.02343670895037
1656909299,824200,2645421,0,1049,236,13,0,2022-07-04T07:34:59,-66,-1.0862633333333334,1656909310.4415798,2022-07-04T07:35:10,-65552,-1.0925333333333334,97.8712564949611
1656909312,860600,2658347,0,1018,51,13,0,2022-07-04T07:35:12,-53,-0.86899,1656909321.2534559,2022-07-04T07:35:21,-52626,-0.8771,97.79769329958604
1656909325,473800,2670806,0,1083,121,13,0,2022-07-04T07:35:25,-40,-0.6587700000000001,1656909334.236572,2022-07-04T07:35:34,-40167,-0.66945,98.4774248180694
1656909337,460000,2682792,0,1366,184,13,0,2022-07-04T07:35:37,-28,-0.45899999999999996,1656909344.8978798,2022-07-04T07:35:44,-28181,-0.46968333333333334,98.28432831331591
1656909347,310100,2692642,0,1016,246,13,0,2022-07-04T07:35:47,-18,-0.2948316666666667,1656909355.476708,2022-07-04T07:35:55,-18331,-0.30551666666666666,98.5220353062533
1656909358,73100,2703404,0,1073,51,13,0,2022-07-04T07:35:58,-7,-0.11544833333333333,1656909368.7737958,2022-07-04T07:36:08,-7569,-0.12615,97.73598721266498
1656909381,78800,2726410,0,1078,176,13,0,2022-07-04T07:36:21,16,0.26798,1656909388.8539488,2022-07-04T07:36:28,15437,0.2572833333333333,182.08086945073137
1656909392,653300,2737984,0,1150,248,13,0,2022-07-04T07:36:32,27,0.46088833333333334,1656909402.3959439,2022-07-04T07:36:42,27011,0.4501833333333333,251.13861175532355
1656909404,312300,2750013,0,1034,53,13,0,2022-07-04T07:36:44,39,0.655205,1656909412.948544,2022-07-04T07:36:52,39040,0.6506666666666666,325.77013649541914
1656909416,465000,2762041,0,1107,125,13,0,2022-07-04T07:36:56,51,0.85775,1656909429.329401,2022-07-04T07:37:09,51068,0.8511333333333333,400.42865106862064
1656909429,243700,2774807,0,1123,204,13,0,2022-07-04T07:37:09,64,1.0707283333333335,1656909439.980373,2022-07-04T07:37:19,63834,1.0639,479.12626213967064
1656909442,750700,2788080,0,1053,28,13,0,2022-07-04T07:37:22,77,1.295845,1656909453.201716,2022-07-04T07:37:33,77107,1.2851166666666667,558.2648232128392
1656909457,318000,2802647,0,1023,108,13,0,2022-07-04T07:37:37,92,1.5386333333333333,1656909464.4442449,2022-07-04T07:37:44,91674,1.5279,653.4148575295368
1656909467,660100,2812989,0,1016,169,13,0,2022-07-04T07:37:47,102,1.7110016666666668,1656909477.965312,2022-07-04T07:37:57,102016,1.7002666666666668,720.4903216744314
1656909479,878300,2825207,0,1274,241,13,0,2022-07-04T07:37:59,114,1.9146383333333332,1656909488.5455399,2022-07-04T07:38:08,114234,1.9039,794.321257768092
1656909489,991100,2835634,0,1015,46,13,0,2022-07-04T07:38:09,124,2.083185,1656909498.8281798,2022-07-04T07:38:18,124661,2.0776833333333333,851.3484747825887
1656909514,750200,2860078,0,1099,179,13,0,2022-07-04T07:38:34,149,2.495836666666667,1656909523.00828,2022-07-04T07:38:43,149105,2.4850833333333333,996.8352990130068
1656909527,900700,2873493,0,1240,3,13,0,2022-07-04T07:38:47,162,2.715011666666667,1656909536.94098,2022-07-04T07:38:56,162520,2.708666666666667,1074.6770694923514
1656909539,229000,2884711,0,1269,65,13,0,2022-07-04T07:38:59,174,2.9038166666666667,1656909547.6201918,2022-07-04T07:39:07,173738,2.8956333333333335,1143.9855630656823
1656909552,511300,2897993,0,1165,144,13,0,2022-07-04T07:39:12,187,3.1251883333333335,1656909561.452152,2022-07-04T07:39:21,187020,3.117,1227.1644002622093
1656909561,465200,2906957,0,1139,198,13,0,2022-07-04T07:39:21,196,3.27442,1656909572.075001,2022-07-04T07:39:32,195984,3.2664,1276.4602311212814
1656909581,558800,2932885,0,1022,93,13,0,2022-07-04T07:39:41,216,3.609313333333333,1656909595.973197,2022-07-04T07:39:55,221912,3.6985333333333332,1411.7989096990793
1656909592,298200,2943788,0,1212,154,13,0,2022-07-04T07:39:52,227,3.7883033333333334,1656909606.5553439,2022-07-04T07:40:06,232815,3.8802499999999998,1479.4134549902703
1656909610,394900,2955720,0,1088,226,13,0,2022-07-04T07:40:10,245,4.089915,1656909619.56446,2022-07-04T07:40:19,244747,4.079116666666667,1567.216885902221
1656909621,160200,2966486,1,1018,31,13,0,2022-07-04T07:40:21,256,4.269336666666666,1656909631.08618,2022-07-04T07:40:31,255513,4.2585500000000005,1635.2686688152044
1656909634,193400,2979519,0,1016,111,13,0,2022-07-04T07:40:34,269,4.486556666666667,1656909640.896385,2022-07-04T07:40:40,268546,4.475766666666667,1713.2523828493447
1656909641,921400,2987247,0,1011,156,13,0,2022-07-04T07:40:41,276,4.615356666666667,1656909654.508132,2022-07-04T07:40:54,276274,4.604566666666667,1760.2332830988948
1656909657,77900,3002403,0,1266,236,13,0,2022-07-04T07:40:57,292,4.867965,1656909665.207336,2022-07-04T07:41:05,291430,4.857166666666667,1851.01107474282
1656909671,182100,3016507,0,1121,60,13,0,2022-07-04T07:41:11,306,5.103035,1656909678.777488,2022-07-04T07:41:18,305534,5.092233333333334,1944.2410993662115
1656909681,795000,3027119,0,1149,121,13,0,2022-07-04T07:41:21,316,5.279916666666667,1656909689.259785,2022-07-04T07:41:29,316146,5.2691,2013.013609770394
1656909693,175400,3038500,0,1025,193,13,0,2022-07-04T07:41:33,328,5.46959,1656909703.2686439,2022-07-04T07:41:43,327527,5.458783333333333,2088.3441551752317
1656909706,510600,3051903,0,1173,8,13,0,2022-07-04T07:41:46,341,5.691843333333334,1656909714.284396,2022-07-04T07:41:54,340930,5.682166666666666,2174.7191457048875
1656909713,518500,3059209,0,1143,51,13,0,2022-07-04T07:41:53,348,5.808641666666667,1656909724.769897,2022-07-04T07:42:04,348236,5.803933333333333,2220.2437232613624
1656909741,605600,3086998,0,1003,211,13,0,2022-07-04T07:42:21,376,6.2767599999999995,1656909749.07156,2022-07-04T07:42:29,376025,6.267083333333333,2392.683088763119
1656909764,124900,3109517,0,1259,80,13,0,2022-07-04T07:42:44,399,6.652081666666667,1656909772.908181,2022-07-04T07:42:52,398544,6.642399999999999,2529.0680006809685
1656909771,235800,3116762,0,1007,125,13,0,2022-07-04T07:42:51,406,6.770596666666666,1656909782.862808,2022-07-04T07:43:02,405789,6.7631499999999996,2569.8330157288797
1656909786,472400,3131864,0,1119,213,13,0,2022-07-04T07:43:06,421,7.02454,1656909796.131321,2022-07-04T07:43:16,420891,7.01485,2656.126506987265
1656909798,557200,3143949,0,1001,18,13,0,2022-07-04T07:43:18,433,7.225953333333334,1656909807.141312,2022-07-04T07:43:27,432976,7.216266666666667,2727.98431950137
1656909823,302200,3168915,0,1118,161,13,0,2022-07-04T07:43:43,458,7.63837,1656909831.222713,2022-07-04T07:43:51,457942,7.632366666666667,2877.7507021696874
1656909828,339900,3174077,1,1015,196,13,0,2022-07-04T07:43:48,463,7.722331666666666,1656909841.1421678,2022-07-04T07:44:01,463104,7.7184,2904.325316984382
1656909840,95900,3191417,0,1110,38,13,0,2022-07-04T07:44:00,475,7.918265,1656909855.073701,2022-07-04T07:44:15,480444,8.0074,3010.7030188609074
1656909857,961800,3203283,1,1016,108,13,0,2022-07-04T07:44:17,492,8.21603,1656909865.642741,2022-07-04T07:44:25,492310,8.205166666666667,3081.5331391956697
1656909881,410500,3227085,1,1147,241,13,0,2022-07-04T07:44:41,516,8.606841666666666,1656909889.203848,2022-07-04T07:44:49,516112,8.601866666666666,3219.9150401455813
1656909890,402300,3235723,0,1040,30,13,0,2022-07-04T07:44:50,525,8.756705,1656909902.72394,2022-07-04T07:45:02,524750,8.745833333333334,3275.9422070101614
1656909904,422300,3249896,0,1200,110,13,0,2022-07-04T07:45:04,539,8.990371666666666,1656909913.394021,2022-07-04T07:45:13,538923,8.98205,3364.4938780626503
1656909927,407900,3272728,0,1172,243,13,0,2022-07-04T07:45:27,562,9.373465000000001,1656909936.49416,2022-07-04T07:45:36,561755,9.362583333333333,3497.4120569015818
1656909937,322200,3282642,0,1146,40,13,0,2022-07-04T07:45:37,572,9.538703333333332,1656909947.276437,2022-07-04T07:45:47,571669,9.527816666666666,3553.519399389538
1656909948,716800,3294191,0,1009,112,13,0,2022-07-04T07:45:48,583,9.728613333333334,1656909960.68408,2022-07-04T07:46:00,583218,9.7203,3624.842016974955
1656909957,233400,3302897,1,1018,155,13,0,2022-07-04T07:45:57,592,9.870556666666666,1656909971.4564168,2022-07-04T07:46:11,591924,9.8654,3678.4902129491193
1656909970,323300,3315777,0,1114,234,13,0,2022-07-04T07:46:10,605,10.088721666666666,1656909981.965349,2022-07-04T07:46:21,604804,10.080066666666665,3759.539443762494
1656909983,191600,3328511,1,1002,58,13,0,2022-07-04T07:46:23,618,10.303193333333333,1656909994.644357,2022-07-04T07:46:34,617538,10.292300000000001,3837.068923535177
1656909994,816800,3340136,0,1170,122,13,0,2022-07-04T07:46:34,629,10.496946666666666,1656910004.8845558,2022-07-04T07:46:44,629163,10.48605,3902.82223492316
1656910008,696900,3354016,0,1005,201,13,0,2022-07-04T07:46:48,643,10.728281666666668,1656910019.206197,2022-07-04T07:46:59,643043,10.717383333333334,3985.7961425925873
1656910016,981200,3362300,0,1016,255,13,0,2022-07-04T07:46:56,651,10.866353333333333,1656910028.915536,2022-07-04T07:47:08,651327,10.85545,4033.082354205902
1656910032,268200,3377587,0,1003,78,13,0,2022-07-04T07:47:12,667,11.121136666666667,1656910039.327057,2022-07-04T07:47:19,666614,11.110233333333333,4126.784633194129
1656910042,703300,3388385,0,1170,140,13,0,2022-07-04T07:47:22,677,11.295055,1656910052.636749,2022-07-04T07:47:32,677412,11.2902,4187.93456462697
1656910056,311600,3401630,0,1057,211,13,0,2022-07-04T07:47:36,691,11.52186,1656910063.580412,2022-07-04T07:47:43,690657,11.510950000000001,4263.2229756739225
1656910079,643000,3425105,0,1045,97,13,0,2022-07-04T07:47:59,714,11.910716666666668,1656910088.236264,2022-07-04T07:48:08,714132,11.902199999999999,4407.422258659275
1656910090,198000,3435650,0,1019,158,13,0,2022-07-04T07:48:10,725,12.086633333333333,1656910098.93944,2022-07-04T07:48:18,724677,12.07795,4468.963127391723
1656910102,600400,3448676,0,1160,230,13,0,2022-07-04T07:48:22,737,12.29334,1656910112.746028,2022-07-04T07:48:32,737703,12.29505,4551.681003359144
1656910113,754300,3459386,1,1141,35,13,0,2022-07-04T07:48:33,748,12.479238333333333,1656910122.736744,2022-07-04T07:48:42,748413,12.47355,4617.718333467338
1656910139,397300,3484714,1,1181,178,13,0,2022-07-04T07:48:59,774,12.906621666666666,1656910147.041869,2022-07-04T07:49:07,773741,12.895683333333332,4775.123558575015
1656910150,198400,3495979,0,1005,248,13,0,2022-07-04T07:49:10,785,13.08664,1656910160.455745,2022-07-04T07:49:20,785006,13.083433333333334,4831.40151493844
1656910162,352500,3507993,0,1001,55,13,0,2022-07-04T07:49:22,797,13.289208333333333,1656910170.945441,2022-07-04T07:49:30,797020,13.283666666666667,4907.08842327965
1656910174,441700,3519758,0,1016,125,13,0,2022-07-04T07:49:34,809,13.490694999999999,1656910181.645385,2022-07-04T07:49:41,808785,13.47975,4981.730141166581
1656910185,407100,3530723,0,1140,188,13,0,2022-07-04T07:49:45,820,13.673451666666667,1656910194.6950128,2022-07-04T07:49:54,819750,13.6625,5050.855975500875
1656910196,223800,3541804,0,1171,250,13,0,2022-07-04T07:49:56,831,13.85373,1656910206.094893,2022-07-04T07:50:06,830831,13.847183333333334,5116.013592410998
1656910208,476000,3553792,0,1008,65,13,0,2022-07-04T07:50:08,843,14.057933333333333,1656910218.938513,2022-07-04T07:50:18,842819,14.046983333333333,5193.918388279175
1656910221,332900,3566753,0,1120,135,13,0,2022-07-04T07:50:21,856,14.272215,1656910229.665664,2022-07-04T07:50:29,855780,14.263,5275.51370052797
1656910226,907000,3572222,1,1208,172,13,0,2022-07-04T07:50:26,861,14.365116666666667,1656910243.3139808,2022-07-04T07:50:43,861249,14.35415,5311.2317572722395
1656910255,647900,3601963,0,1016,83,13,0,2022-07-04T07:50:55,890,14.844131666666668,1656910264.593953,2022-07-04T07:51:04,890990,14.849833333333333,5504.780421309221
1656910268,413500,3615002,0,1202,155,13,0,2022-07-04T07:51:08,903,15.056891666666667,1656910278.404453,2022-07-04T07:51:18,904029,15.06715,5581.8524197036
1656910280,775100,3627090,1,1021,225,13,0,2022-07-04T07:51:20,915,15.262918333333333,1656910289.194149,2022-07-04T07:51:29,916117,15.268616666666667,5660.774409691256
1656910293,128600,3639443,1,1081,40,13,0,2022-07-04T07:51:33,928,15.46881,1656910303.1237009,2022-07-04T07:51:43,928470,15.4745,5730.790751223925
1656910305,16400,3651331,0,1020,112,13,0,2022-07-04T07:51:45,940,15.66694,1656910313.203505,2022-07-04T07:51:53,940358,15.672633333333332,5798.198123755391
1656910310,63300,3656771,1,1130,138,13,0,2022-07-04T07:51:50,945,15.751055000000001,1656910326.90338,2022-07-04T07:52:06,945798,15.7633,5825.864211755555
1656910327,873200,3674187,0,1147,235,13,0,2022-07-04T07:52:07,962,16.047886666666667,1656910337.2020319,2022-07-04T07:52:17,963214,16.05356666666667,5947.5930809808915
1656910361,218100,3707532,0,1105,165,13,0,2022-07-04T07:52:41,996,16.603635,1656910371.002528,2022-07-04T07:52:51,996559,16.609316666666665,6153.559822676809
1656910372,285200,3718599,0,1018,228,13,0,2022-07-04T07:52:52,1007,16.78808666666667,1656910381.752909,2022-07-04T07:53:01,1007626,16.793766666666667,6223.581538482879
1656910385,758500,3732072,1,1181,52,13,0,2022-07-04T07:53:05,1020,17.012641666666667,1656910395.371161,2022-07-04T07:53:15,1021099,17.018316666666667,6300.38031127041
1656910408,273000,3754790,1,1128,185,13,0,2022-07-04T07:53:28,1043,17.38788333333333,1656910419.2717729,2022-07-04T07:53:39,1043817,17.39695,6433.865807798982
1656910421,742600,3768056,1,1016,255,13,0,2022-07-04T07:53:41,1056,17.612376666666666,1656910429.3209488,2022-07-04T07:53:49,1057083,17.61805,6518.770392186702
1656910430,298200,3776846,1,1016,52,13,0,2022-07-04T07:53:50,1065,17.75497,1656910442.922632,2022-07-04T07:54:02,1065873,17.76455,6575.117255829696
1656910444,478100,3790791,0,1129,132,13,0,2022-07-04T07:54:04,1079,17.99130166666667,1656910453.699916,2022-07-04T07:54:13,1079818,17.996966666666665,6661.484434601568
1656910456,991100,3803304,2,1016,211,13,0,2022-07-04T07:54:16,1091,18.199851666666667,1656910464.101472,2022-07-04T07:54:24,1092331,18.205516666666664,6740.688049920088
1656910469,213500,3815526,1,1199,19,13,0,2022-07-04T07:54:29,1104,18.403558333333333,1656910477.956173,2022-07-04T07:54:37,1104553,18.40921666666667,6815.672640298889
1656910479,294300,3825607,1,1006,80,13,0,2022-07-04T07:54:39,1114,18.571571666666667,1656910488.4503438,2022-07-04T07:54:48,1114634,18.577233333333332,6878.560289196496
1656910484,604600,3831091,0,1101,107,13,0,2022-07-04T07:54:44,1119,18.660076666666665,1656910500.869225,2022-07-04T07:55:00,1120118,18.668633333333332,6913.05408755548
1656910498,867500,3845180,1,1202,195,13,0,2022-07-04T07:54:58,1133,18.897791666666667,1656910511.7701359,2022-07-04T07:55:11,1134207,18.903450000000003,6991.884756029257
1656910513,472600,3859785,3,1016,19,13,0,2022-07-04T07:55:13,1148,19.14121,1656910522.419124,2022-07-04T07:55:22,1148812,19.146866666666664,7079.283304661217
1656910524,687800,3871000,0,1228,82,13,0,2022-07-04T07:55:24,1159,19.328129999999998,1656910536.320636,2022-07-04T07:55:36,1160027,19.333783333333333,7146.659840102064
1656910537,448900,3883761,1,1011,152,13,0,2022-07-04T07:55:37,1172,19.540815000000002,1656910546.558457,2022-07-04T07:55:46,1172788,19.546466666666667,7221.946679673295
1656910551,207600,3897519,1,1199,231,13,0,2022-07-04T07:55:51,1186,19.770126666666666,1656910560.381393,2022-07-04T07:56:00,1186546,19.775766666666666,7304.981967567044
1656910563,252000,3909564,0,1016,47,13,0,2022-07-04T07:56:03,1198,19.970866666666666,1656910571.0180478,2022-07-04T07:56:11,1198591,19.976516666666665,7378.851261746683
1656910571,290100,3917936,2,1018,92,13,0,2022-07-04T07:56:11,1206,20.104834999999998,1656910584.75914,2022-07-04T07:56:24,1206963,20.116049999999998,7439.621297187307
1656910583,164000,3929770,0,1251,162,13,0,2022-07-04T07:56:23,1218,20.302733333333332,1656910595.288332,2022-07-04T07:56:35,1218797,20.313283333333334,7532.151359557833
1656910597,753400,3944065,3,1025,241,13,0,2022-07-04T07:56:37,1232,20.54589,1656910609.169008,2022-07-04T07:56:49,1233092,20.551533333333335,7628.090160245988
1656910609,404300,3955850,2,1172,57,13,0,2022-07-04T07:56:49,1244,20.740071666666665,1656910619.368233,2022-07-04T07:56:59,1244877,20.74795,7700.896834355703
1656910621,705800,3968017,1,1016,129,13,0,2022-07-04T07:57:01,1256,20.945096666666664,1656910630.0673769,2022-07-04T07:57:10,1257044,20.950733333333336,7774.667415312756
1656910633,981400,3980292,0,1086,198,13,0,2022-07-04T07:57:13,1268,21.14969,1656910643.819573,2022-07-04T07:57:23,1269319,21.155316666666668,7848.143176276649
1656910643,243400,3989908,1,1209,251,13,0,2022-07-04T07:57:23,1278,21.304056666666668,1656910654.006976,2022-07-04T07:57:34,1278935,21.315583333333333,7906.763330709151
1656910655,138100,4001449,2,1018,67,13,0,2022-07-04T07:57:35,1290,21.502301666666664,1656910667.3870208,2022-07-04T07:57:47,1290476,21.507933333333334,7977.862467912041
1656910666,686800,4013318,1,1039,128,13,0,2022-07-04T07:57:46,1301,21.694779999999998,1656910677.877925,2022-07-04T07:57:57,1302345,21.705750000000002,8049.59782341143
1656910690,958500,4037269,1,1092,16,13,0,2022-07-04T07:58:10,1325,22.099308333333333,1656910701.818301,2022-07-04T07:58:21,1326296,22.104933333333335,8222.261385526806
1656910726,861800,4072398,0,1135,210,13,0,2022-07-04T07:58:46,1361,22.697696666666666,1656910736.4153209,2022-07-04T07:58:56,1361425,22.690416666666668,8450.057509995813
1656910765,340000,4110876,3,1003,175,13,0,2022-07-04T07:59:25,1400,23.339,1656910771.2569408,2022-07-04T07:59:31,1399903,23.33171666666667,8708.868997964077
1656910774,106000,4119642,1,1010,228,13,0,2022-07-04T07:59:34,1409,23.4851,1656910785.256445,2022-07-04T07:59:45,1408669,23.47781666666667,8772.595491684791
1656910783,471300,4129007,2,1129,25,13,0,2022-07-04T07:59:43,1418,23.641188333333332,1656910795.822017,2022-07-04T07:59:55,1418034,23.6339,8831.229206966347
1656910798,354300,4143890,2,1002,115,13,0,2022-07-04T07:59:58,1433,23.88923833333333,1656910806.4139369,2022-07-04T08:00:06,1432917,23.88195,8919.948932763647
1656910810,570300,4155964,3,1007,177,13,0,2022-07-04T08:00:10,1445,24.092838333333336,1656910820.0537078,2022-07-04T08:00:20,1444991,24.083183333333334,8991.435532559306
1656910821,207400,4166796,0,1210,238,13,0,2022-07-04T08:00:21,1456,24.270123333333334,1656910830.243532,2022-07-04T08:00:30,1455823,24.263716666666667,9066.425528123544
1656910834,292400,4179686,2,1008,62,13,0,2022-07-04T08:00:34,1469,24.488206666666667,1656910844.085212,2022-07-04T08:00:44,1468713,24.47855,9155.658158282053
1656910844,243800,4189637,2,1241,115,13,0,2022-07-04T08:00:44,1479,24.654063333333333,1656910854.2733889,2022-07-04T08:00:54,1478664,24.6444,9239.075440195322
1656910858,100600,4203411,3,1041,195,13,0,2022-07-04T08:00:58,1493,24.88501,1656910864.986153,2022-07-04T08:01:04,1492438,24.873966666666668,9302.90484521023
1656910867,626300,4212936,0,1152,248,13,0,2022-07-04T08:01:07,1502,25.043771666666665,1656910878.6133358,2022-07-04T08:01:18,1501963,25.032716666666666,9359.588489917429
1656910878,827900,4224138,2,1212,56,13,0,2022-07-04T08:01:18,1513,25.230465,1656910889.2725089,2022-07-04T08:01:29,1513165,25.219416666666667,9425.617252759705
1656910891,852000,4237162,2,1016,135,13,0,2022-07-04T08:01:31,1526,25.447533333333336,1656910902.315672,2022-07-04T08:01:42,1526189,25.436483333333335,9520.544509629444
1656910904,22600,4249436,3,1130,197,13,0,2022-07-04T08:01:44,1539,25.650376666666666,1656910913.062664,2022-07-04T08:01:53,1538463,25.64105,9613.55027045036
1656910916,890400,4262200,1,1046,21,13,0,2022-07-04T08:01:56,1551,25.86484,1656910927.184,2022-07-04T08:02:07,1551227,25.853783333333336,9700.697243191298
1656910928,972100,4274396,2,1178,92,13,0,2022-07-04T08:02:08,1563,26.066201666666664,1656910937.921768,2022-07-04T08:02:17,1563423,26.05705,9776.225784584842
1656910941,307600,4286617,0,1005,162,13,0,2022-07-04T08:02:21,1576,26.271793333333335,1656910948.65378,2022-07-04T08:02:28,1575644,26.260733333333334,9858.83982199571
1656910953,806900,4299116,3,1106,233,13,0,2022-07-04T08:02:33,1588,26.480115,1656910962.6115959,2022-07-04T08:02:42,1588143,26.46905,9959.729149352495
1656910964,126900,4309870,4,1122,39,13,0,2022-07-04T08:02:44,1599,26.652115,1656910973.511649,2022-07-04T08:02:53,1598897,26.64828333333333,10029.166670369774
1656910977,233200,4322756,2,1102,119,13,0,2022-07-04T08:02:57,1612,26.87055333333333,1656910986.6636329,2022-07-04T08:03:06,1611783,26.863049999999998,10112.415681679799
1656911012,318600,4357872,1,1154,67,13,0,2022-07-04T08:03:32,1647,27.45531,1656911021.38124,2022-07-04T08:03:41,1646899,27.448316666666663,10383.899571574917
1656911020,396100,4365705,2,1240,112,13,0,2022-07-04T08:03:40,1655,27.589935,1656911031.6799638,2022-07-04T08:03:51,1654732,27.578866666666666,10419.2292630647
1656911035,486200,4380795,2,1242,200,13,0,2022-07-04T08:03:55,1670,27.841436666666667,1656911045.4132838,2022-07-04T08:04:05,1669822,27.830366666666666,10529.742138382184
1656911061,16200,4406325,3,1179,85,13,0,2022-07-04T08:04:21,1696,28.266936666666666,1656911069.639364,2022-07-04T08:04:29,1695352,28.25586666666667,10684.774701035367
1656911066,972200,4417281,0,1120,149,13,0,2022-07-04T08:04:26,1701,28.36620333333333,1656911079.7494168,2022-07-04T08:04:39,1706308,28.438466666666667,10714.384494983027
1656911083,486500,4428795,3,1015,218,13,0,2022-07-04T08:04:43,1718,28.641441666666665,1656911090.509393,2022-07-04T08:04:50,1717822,28.630366666666664,10804.311344507807
1656911094,611500,4440264,1,1054,26,13,0,2022-07-04T08:04:54,1729,28.826858333333334,1656911104.289,2022-07-04T08:05:04,1729291,28.821516666666664,10871.53849039846
1656911117,910500,4463613,3,1003,159,13,0,2022-07-04T08:05:17,1752,29.215175,1656911128.008909,2022-07-04T08:05:28,1752640,29.21066666666667,11058.93551883736
1656911119,636400,4470945,4,1016,202,13,0,2022-07-04T08:05:19,1754,29.243940000000002,1656911138.478313,2022-07-04T08:05:38,1759972,29.332866666666668,11066.822266608777
1656911137,501000,4482809,2,1169,9,13,0,2022-07-04T08:05:37,1772,29.54168333333333,1656911148.549465,2022-07-04T08:05:48,1771836,29.5306,11152.35616973645
1656911152,706800,4498299,3,1155,97,13,0,2022-07-04T08:05:52,1787,29.795113333333333,1656911162.748385,2022-07-04T08:06:02,1787326,29.788766666666668,11249.392496467432
1656911163,831100,4509393,1,1150,159,13,0,2022-07-04T08:06:03,1798,29.980518333333336,1656911172.8204238,2022-07-04T08:06:12,1798420,29.973666666666666,11305.604808341663
1656911176,128600,4521437,4,1015,238,13,0,2022-07-04T08:06:16,1811,30.185476666666666,1656911187.417649,2022-07-04T08:06:27,1810464,30.1744,11373.873618764832
1656911188,531400,4534074,1,1065,54,13,0,2022-07-04T08:06:28,1823,30.392190000000003,1656911197.6069,2022-07-04T08:06:37,1823101,30.38501666666667,11440.750217275463
1656911202,814700,4548123,2,1014,134,13,0,2022-07-04T08:06:42,1837,30.630245,1656911211.1871889,2022-07-04T08:06:51,1837150,30.61916666666667,11524.441865613375
1656911209,341800,4559814,3,1205,195,13,0,2022-07-04T08:06:49,1844,30.73903,1656911221.727644,2022-07-04T08:07:01,1848841,30.814016666666664,11562.686792056591
1656911224,47100,4569500,2,1018,3,13,0,2022-07-04T08:07:04,1859,30.984118333333335,1656911232.6384249,2022-07-04T08:07:12,1858527,30.975450000000002,11644.53600063397
1656911236,270700,4581579,2,1022,72,13,0,2022-07-04T08:07:16,1871,31.187845,1656911245.976181,2022-07-04T08:07:25,1870606,31.176766666666666,11720.0572733977
1656911245,833800,4591556,2,1264,125,13,0,2022-07-04T08:07:25,1880,31.347230000000003,1656911257.1266289,2022-07-04T08:07:37,1880583,31.34305,11785.538437193536
1656911259,271800,4604580,5,1011,197,13,0,2022-07-04T08:07:39,1894,31.571196666666665,1656911266.616461,2022-07-04T08:07:46,1893607,31.560116666666666,11869.983405025
1656911284,357100,4629665,6,1016,92,13,0,2022-07-04T08:08:04,1919,31.989285,1656911291.7875838,2022-07-04T08:08:11,1918692,31.9782,12027.033992150504
1656911295,287600,4640730,2,1071,154,13,0,2022-07-04T08:08:15,1930,32.17146,1656911305.1256049,2022-07-04T08:08:25,1929757,32.162616666666665,12091.608366037395
