time_s,time_us,time_steady,state,pump_on,pump_on_time_steady,pump_off,pump_off_time_steady,valve_open,valve_open_time_steady,valve_close,valve_close_time_steady,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656910878,325700,4223636,0,2,1122784,2,1132839,2,1122784,2,1132791,51,13,0,2022-07-04T08:01:18,1513,25.222095000000003,1656910889.8030288,2022-07-04T08:01:29,1512663,25.21105,9422.654756159343
1656910893,418500,4238992,0,2,1122784,2,1132839,2,1122784,2,1132791,140,13,0,2022-07-04T08:01:33,1528,25.473641666666666,1656910903.463189,2022-07-04T08:01:43,1528019,25.466983333333335,9532.977991851918
1656910906,419300,4251729,0,2,1122784,2,1132839,2,1122784,2,1132791,210,13,0,2022-07-04T08:01:46,1541,25.690321666666666,1656910914.272217,2022-07-04T08:01:54,1540756,25.679266666666667,9631.641428709083
1656910918,128400,4263437,0,2,1122784,2,1132839,2,1122784,2,1132791,25,13,0,2022-07-04T08:01:58,1553,25.885473333333334,1656910928.31182,2022-07-04T08:02:08,1552464,25.874399999999998,9708.33732544752
1656910931,538200,4277131,0,2,1122784,2,1132839,2,1122784,2,1132791,105,13,0,2022-07-04T08:02:11,1566,26.10897,1656910939.05672,2022-07-04T08:02:19,1566158,26.102633333333333,9791.557271100944
1656910943,336600,4288645,0,2,1122784,2,1132839,2,1122784,2,1132791,176,13,0,2022-07-04T08:02:23,1578,26.30561,1656910952.4402409,2022-07-04T08:02:32,1577672,26.294533333333334,9873.717230402915
1656910955,44700,4300353,0,2,1122784,2,1132839,2,1122784,2,1132791,238,13,0,2022-07-04T08:02:35,1590,26.500745,1656910963.7014089,2022-07-04T08:02:43,1589380,26.48966666666667,9968.585041757755
1656910966,776900,4312085,0,2,1122784,2,1132839,2,1122784,2,1132791,53,13,0,2022-07-04T08:02:46,1601,26.696281666666668,1656910974.0614119,2022-07-04T08:02:54,1601112,26.685200000000002,10045.979931021842
1656910978,591900,4324115,0,2,1122784,2,1132839,2,1122784,2,1132791,124,13,0,2022-07-04T08:02:58,1613,26.89319833333333,1656910987.850744,2022-07-04T08:03:07,1613142,26.8857,10120.667582131984
1656910990,917900,4336460,0,2,1122784,2,1132839,2,1122784,2,1132791,194,13,0,2022-07-04T08:03:10,1625,27.098631666666666,1656910998.230568,2022-07-04T08:03:18,1625487,27.091450000000002,10199.818592177986
1656911007,794000,4359224,0,2,1122784,2,1132839,2,1122784,2,1132791,71,13,0,2022-07-04T08:03:27,1642,27.379900000000003,1656911022.482693,2022-07-04T08:03:42,1648251,27.47085,10364.109695732805
1656911019,404900,4364714,0,2,1122784,2,1132839,2,1122784,2,1132791,107,13,0,2022-07-04T08:03:39,1654,27.573415,1656911032.2106519,2022-07-04T08:03:52,1653741,27.56235,10414.893912992937
1656911036,981000,4382289,0,2,1122784,2,1132839,2,1122784,2,1132791,204,13,0,2022-07-04T08:03:56,1671,27.86635,1656911046.010236,2022-07-04T08:04:06,1671316,27.85526666666667,10540.71076041968
1656911062,89300,4407398,0,2,1122784,2,1132839,2,1122784,2,1132791,91,13,0,2022-07-04T08:04:22,1697,28.28482166666667,1656911070.16978,2022-07-04T08:04:30,1696425,28.27375,10690.437395180212
1656911084,587600,4430141,0,2,1122784,2,1132839,2,1122784,2,1132791,224,13,0,2022-07-04T08:04:44,1719,28.659793333333333,1656911094.859076,2022-07-04T08:04:54,1719168,28.6528,10811.177475583185
1656911094,207200,4439860,0,2,1122784,2,1132839,2,1122784,2,1132791,21,13,0,2022-07-04T08:04:54,1729,28.82012,1656911105.549444,2022-07-04T08:05:05,1728887,28.81478333333333,10869.125932524561
1656911119,98500,4464800,0,2,1122784,2,1132839,2,1122784,2,1132791,163,13,0,2022-07-04T08:05:19,1754,29.234975000000002,1656911128.5891569,2022-07-04T08:05:28,1753827,29.23045,11064.364255353059
1656911120,677400,4471986,0,2,1122784,2,1132839,2,1122784,2,1132791,207,13,0,2022-07-04T08:05:20,1755,29.26129,1656911139.091104,2022-07-04T08:05:39,1761013,29.350216666666665,11071.579265525312
1656911152,109400,4497417,0,2,1122784,2,1132839,2,1122784,2,1132791,93,13,0,2022-07-04T08:05:52,1787,29.78515666666667,1656911163.307813,2022-07-04T08:06:03,1786444,29.774066666666666,11245.802862067709
1656911164,706500,4510269,0,2,1122784,2,1132839,2,1122784,2,1132791,164,13,0,2022-07-04T08:06:04,1799,29.995108333333334,1656911173.5077438,2022-07-04T08:06:13,1799296,29.988266666666668,11310.375430810984
1656911177,735600,4523044,0,2,1122784,2,1132839,2,1122784,2,1132791,244,13,0,2022-07-04T08:06:17,1812,30.21226,1656911187.9875798,2022-07-04T08:06:27,1812071,30.201183333333333,11382.964157611448
1656911191,486700,4536795,0,2,1122784,2,1132839,2,1122784,2,1132791,67,13,0,2022-07-04T08:06:31,1826,30.441444999999998,1656911198.7593958,2022-07-04T08:06:38,1825822,30.430366666666664,11458.066518713717
1656911216,539500,4561847,0,2,1122784,2,1132839,2,1122784,2,1132791,210,13,0,2022-07-04T08:06:56,1851,30.858991666666668,1656911222.416744,2022-07-04T08:07:02,1850874,30.8479,11602.502242903527
1656911225,458700,4570766,0,2,1122784,2,1132839,2,1122784,2,1132791,7,13,0,2022-07-04T08:07:05,1860,31.007645,1656911233.196709,2022-07-04T08:07:13,1859793,30.99655,11652.694730145286
1656911240,174800,4585482,0,2,1122784,2,1132839,2,1122784,2,1132791,87,13,0,2022-07-04T08:07:20,1875,31.252913333333332,1656911247.192297,2022-07-04T08:07:27,1874509,31.24181666666667,11746.719918595914
1656911247,955900,4593264,0,2,1122784,2,1132839,2,1122784,2,1132791,131,13,0,2022-07-04T08:07:27,1882,31.38259833333333,1656911257.677268,2022-07-04T08:07:37,1882291,31.371516666666665,11799.83718228039
1656911261,222800,4606531,0,2,1122784,2,1132839,2,1122784,2,1132791,210,13,0,2022-07-04T08:07:41,1896,31.603713333333335,1656911271.575784,2022-07-04T08:07:51,1895558,31.592633333333332,11881.849473635924
1656911285,591100,4630898,0,2,1122784,2,1132839,2,1122784,2,1132791,97,13,0,2022-07-04T08:08:05,1920,32.00985166666667,1656911296.216812,2022-07-04T08:08:16,1919925,31.998749999999998,12034.892688754308
1656911298,473900,4643976,0,2,1122784,2,1132839,2,1122784,2,1132791,167,13,0,2022-07-04T08:08:18,1933,32.224565,1656911306.976161,2022-07-04T08:08:26,1933003,32.21671666666666,12108.236382947474
1656911310,176300,4655483,0,2,1122784,2,1132839,2,1122784,2,1132791,238,13,0,2022-07-04T08:08:30,1945,32.419605000000004,1656911320.748188,2022-07-04T08:08:40,1944510,32.4085,12178.05490079464
1656911322,981500,4668563,0,2,1122784,2,1132839,2,1122784,2,1132791,53,13,0,2022-07-04T08:08:42,1957,32.633025,1656911331.496192,2022-07-04T08:08:51,1957590,32.6265,12263.35046999468
1656911330,580300,4675888,0,2,1122784,2,1132839,2,1122784,2,1132791,97,13,0,2022-07-04T08:08:50,1965,32.75967166666667,1656911342.08498,2022-07-04T08:09:02,1964915,32.748583333333336,12307.188006482567
1656911346,810500,4692117,0,2,1122784,2,1132839,2,1122784,2,1132791,195,13,0,2022-07-04T08:09:06,1981,33.030175,1656911355.954257,2022-07-04T08:09:15,1981144,33.01906666666667,12393.771104104455
1656911354,544000,4704851,0,2,1122784,2,1132839,2,1122784,2,1132791,10,13,0,2022-07-04T08:09:14,1989,33.15906666666667,1656911365.764029,2022-07-04T08:09:25,1993878,33.2313,12439.029754115347
1656911369,645000,4714952,0,2,1122784,2,1132839,2,1122784,2,1132791,72,13,0,2022-07-04T08:09:29,2004,33.41075,1656911380.174393,2022-07-04T08:09:40,2003979,33.39965,12544.648104961807
1656911381,918800,4727340,0,2,1122784,2,1132839,2,1122784,2,1132791,143,13,0,2022-07-04T08:09:41,2016,33.61531333333333,1656911390.7534928,2022-07-04T08:09:50,2016367,33.606116666666665,12617.78503066516
1656911394,724300,4740031,0,2,1122784,2,1132839,2,1122784,2,1132791,223,13,0,2022-07-04T08:09:54,2029,33.828738333333334,1656911404.783437,2022-07-04T08:10:04,2029058,33.81763333333333,12689.842214217555
1656911403,525300,4749126,0,2,1122784,2,1132839,2,1122784,2,1132791,20,13,0,2022-07-04T08:10:03,2038,33.97542166666667,1656911415.4431958,2022-07-04T08:10:15,2038153,33.96921666666667,12739.55025472392
1656911432,220200,4777527,0,2,1122784,2,1132839,2,1122784,2,1132791,180,13,0,2022-07-04T08:10:32,2067,34.45367,1656911440.443176,2022-07-04T08:10:40,2066554,34.44256666666667,12935.746564088426
1656911444,450400,4789758,0,2,1122784,2,1132839,2,1122784,2,1132791,250,13,0,2022-07-04T08:10:44,2079,34.65750666666667,1656911451.042764,2022-07-04T08:10:51,2078785,34.64641666666667,13008.35784780045
1656911454,527100,4800018,0,2,1122784,2,1132839,2,1122784,2,1132791,57,13,0,2022-07-04T08:10:54,2089,34.825451666666666,1656911464.7823038,2022-07-04T08:11:04,2089045,34.81741666666667,13073.227716451242
1656911476,86600,4821393,0,2,1122784,2,1132839,2,1122784,2,1132791,171,13,0,2022-07-04T08:11:16,2111,35.18477666666667,1656911484.974408,2022-07-04T08:11:24,2110420,35.17366666666667,13182.310451336807
1656911491,57400,4836365,0,2,1122784,2,1132839,2,1122784,2,1132791,4,13,0,2022-07-04T08:11:31,2126,35.434290000000004,1656911499.424973,2022-07-04T08:11:39,2125392,35.423199999999994,13254.30873106045
1656911504,26500,4849334,0,2,1122784,2,1132839,2,1122784,2,1132791,84,13,0,2022-07-04T08:11:44,2139,35.650441666666666,1656911510.322952,2022-07-04T08:11:50,2138361,35.63935,13319.655726134763
1656911514,336300,4859757,0,2,1122784,2,1132839,2,1122784,2,1132791,147,13,0,2022-07-04T08:11:54,2149,35.822271666666666,1656911524.4610639,2022-07-04T08:12:04,2148784,35.81306666666667,13379.091431323266
1656911527,595700,4872903,0,2,1122784,2,1132839,2,1122784,2,1132791,217,13,0,2022-07-04T08:12:07,2162,36.043261666666666,1656911535.25142,2022-07-04T08:12:15,2161930,36.03216666666666,13455.402160064643
1656911539,317700,4884624,0,2,1122784,2,1132839,2,1122784,2,1132791,32,13,0,2022-07-04T08:12:19,2174,36.23862833333333,1656911549.1327598,2022-07-04T08:12:29,2173651,36.227516666666666,13509.686087195294
1656911545,555800,4895998,0,2,1122784,2,1132839,2,1122784,2,1132791,94,13,0,2022-07-04T08:12:25,2180,36.342596666666665,1656911559.123128,2022-07-04T08:12:39,2185025,36.41708333333334,13549.242831999529
1656911562,898500,4908205,0,2,1122784,2,1132839,2,1122784,2,1132791,165,13,0,2022-07-04T08:12:42,2197,36.63164166666666,1656911569.850385,2022-07-04T08:12:49,2197232,36.620533333333334,13606.668332019304
1656911574,864200,4920385,0,2,1122784,2,1132839,2,1122784,2,1132791,236,13,0,2022-07-04T08:12:54,2209,36.83107,1656911583.602437,2022-07-04T08:13:03,2209412,36.82353333333333,13662.161142360064
1656911586,922800,4932230,0,2,1122784,2,1132839,2,1122784,2,1132791,51,13,0,2022-07-04T08:13:06,2221,37.032046666666666,1656911594.469985,2022-07-04T08:13:14,2221257,37.02095,13717.333813954747
1656911592,675200,4938265,0,2,1122784,2,1132839,2,1122784,2,1132791,87,13,0,2022-07-04T08:13:12,2227,37.12792,1656911607.560792,2022-07-04T08:13:27,2227292,37.12153333333333,13745.04700532439
1656911608,302500,4953609,0,2,1122784,2,1132839,2,1122784,2,1132791,175,13,0,2022-07-04T08:13:28,2243,37.388374999999996,1656911618.0803049,2022-07-04T08:13:38,2242636,37.377266666666664,13830.548267121008
1656911628,51000,4979358,0,2,1122784,2,1132839,2,1122784,2,1132791,70,13,0,2022-07-04T08:13:48,2263,37.71751666666667,1656911642.0395489,2022-07-04T08:14:02,2268385,37.80641666666667,13990.186689578542
1656911645,119500,4990426,0,2,1122784,2,1132839,2,1122784,2,1132791,132,13,0,2022-07-04T08:14:05,2280,38.00199166666666,1656911652.879989,2022-07-04T08:14:12,2279453,37.990883333333336,14096.43780088169
1656911681,986500,5027293,0,2,1122784,2,1132839,2,1122784,2,1132791,88,13,0,2022-07-04T08:14:41,2316,38.61644166666667,1656911690.909965,2022-07-04T08:14:50,2316320,38.605333333333334,14251.227964163569
1656911705,39700,5050346,0,2,1122784,2,1132839,2,1122784,2,1132791,221,13,0,2022-07-04T08:15:05,2340,39.000661666666666,1656911712.048092,2022-07-04T08:15:12,2339373,38.98955,14367.137577708741
1656911714,394800,5060702,0,2,1122784,2,1132839,2,1122784,2,1132791,28,13,0,2022-07-04T08:15:14,2349,39.15658,1656911727.39726,2022-07-04T08:15:27,2349729,39.16215,14399.685657158467
1656911730,26800,5076333,0,2,1122784,2,1132839,2,1122784,2,1132791,117,13,0,2022-07-04T08:15:30,2365,39.41711333333333,1656911738.868341,2022-07-04T08:15:38,2365360,39.42266666666667,14473.387063965087
1656911741,333000,5087640,0,2,1122784,2,1132839,2,1122784,2,1132791,187,13,0,2022-07-04T08:15:41,2376,39.60555,1656911752.2774599,2022-07-04T08:15:52,2376667,39.61111666666667,14530.30817105877
1656911752,832900,5099573,0,2,1122784,2,1132839,2,1122784,2,1132791,250,13,0,2022-07-04T08:15:52,2387,39.797215,1656911763.828101,2022-07-04T08:16:03,2388600,39.809999999999995,14591.104870329851
1656911766,435100,5112741,0,2,1122784,2,1132839,2,1122784,2,1132791,74,13,0,2022-07-04T08:16:06,2401,40.023918333333334,1656911773.847661,2022-07-04T08:16:13,2401768,40.029466666666664,14669.155446274504
1656911777,520100,5123826,0,2,1122784,2,1132839,2,1122784,2,1132791,135,13,0,2022-07-04T08:16:17,2412,40.208668333333335,1656911788.396613,2022-07-04T08:16:28,2412853,40.214216666666665,14727.736739519085
1656911788,112400,5134523,0,2,1122784,2,1132839,2,1122784,2,1132791,197,13,0,2022-07-04T08:16:28,2423,40.38520666666667,1656911798.397477,2022-07-04T08:16:38,2423550,40.392500000000005,14785.940085766131
1656911800,812500,5147119,0,2,1122784,2,1132839,2,1122784,2,1132791,21,13,0,2022-07-04T08:16:40,2435,40.596875,1656911812.106088,2022-07-04T08:16:52,2436146,40.60243333333334,14851.838463429045
1656911814,912600,5161219,0,2,1122784,2,1132839,2,1122784,2,1132791,101,13,0,2022-07-04T08:16:54,2449,40.831876666666666,1656911822.875748,2022-07-04T08:17:02,2450246,40.83743333333334,14924.991378084856
1656911838,349800,5184657,0,2,1122784,2,1132839,2,1122784,2,1132791,234,13,0,2022-07-04T08:17:18,2473,41.222496666666665,1656911847.370256,2022-07-04T08:17:27,2473684,41.22806666666667,15097.835677491179
1656911849,786800,5196093,0,2,1122784,2,1132839,2,1122784,2,1132791,49,13,0,2022-07-04T08:17:29,2484,41.41311333333333,1656911861.238453,2022-07-04T08:17:41,2485120,41.41866666666667,15179.082061492112
1656911862,336900,5208643,0,2,1122784,2,1132839,2,1122784,2,1132791,120,13,0,2022-07-04T08:17:42,2497,41.622281666666666,1656911871.5549119,2022-07-04T08:17:51,2497670,41.627833333333335,15245.621953907083
1656911874,292200,5220599,0,2,1122784,2,1132839,2,1122784,2,1132791,191,13,0,2022-07-04T08:17:54,2509,41.82153666666667,1656911882.377029,2022-07-04T08:18:02,2509626,41.8271,15300.830249490173
1656911886,732200,5233252,0,2,1122784,2,1132839,2,1122784,2,1132791,5,13,0,2022-07-04T08:18:06,2521,42.02887,1656911896.1246328,2022-07-04T08:18:16,2522279,42.03798333333334,15362.841388804783
1656911896,165200,5242471,0,2,1122784,2,1132839,2,1122784,2,1132791,59,13,0,2022-07-04T08:18:16,2531,42.18608666666667,1656911906.858188,2022-07-04T08:18:26,2531498,42.191633333333336,15425.621892912548
1656911909,625200,5255931,0,2,1122784,2,1132839,2,1122784,2,1132791,138,13,0,2022-07-04T08:18:29,2544,42.41042,1656911919.9894528,2022-07-04T08:18:39,2544958,42.41596666666667,15510.655836849963
1656911919,469000,5266189,0,2,1122784,2,1132839,2,1122784,2,1132791,192,13,0,2022-07-04T08:18:39,2554,42.57448333333333,1656911931.053896,2022-07-04T08:18:51,2555216,42.586933333333334,15572.420870315338
1656911933,257500,5279563,0,2,1122784,2,1132839,2,1122784,2,1132791,15,13,0,2022-07-04T08:18:53,2568,42.80429166666667,1656911941.623484,2022-07-04T08:19:01,2568590,42.80983333333334,15646.664475143132
1656911957,643800,5303950,0,2,1122784,2,1132839,2,1122784,2,1132791,158,13,0,2022-07-04T08:19:17,2592,43.21073,1656911966.168844,2022-07-04T08:19:26,2592977,43.21628333333333,15755.929345032533
1656911971,333000,5317993,0,2,1122784,2,1132839,2,1122784,2,1132791,237,13,0,2022-07-04T08:19:31,2606,43.43888333333334,1656911980.062801,2022-07-04T08:19:40,2607020,43.45033333333333,15831.997844358597
1656911992,838900,5339144,0,2,1122784,2,1132839,2,1122784,2,1132791,105,13,0,2022-07-04T08:19:52,2627,43.797315000000005,1656912004.1757689,2022-07-04T08:20:04,2628171,43.80285,15943.841244723948
1656912005,16300,5350546,0,2,1122784,2,1132839,2,1122784,2,1132791,168,13,0,2022-07-04T08:20:05,2640,44.00027166666666,1656912014.221704,2022-07-04T08:20:14,2639573,43.99288333333333,16001.558204691675
1656912013,215200,5358744,0,2,1122784,2,1132839,2,1122784,2,1132791,212,13,0,2022-07-04T08:20:13,2648,44.13692,1656912025.193172,2022-07-04T08:20:25,2647771,44.12951666666667,16036.705553390466
1656912028,281500,5373811,0,2,1122784,2,1132839,2,1122784,2,1132791,45,13,0,2022-07-04T08:20:28,2663,44.388025,1656912038.943096,2022-07-04T08:20:38,2662838,44.380633333333336,16105.461647732829
1656912041,809500,5387338,0,2,1122784,2,1132839,2,1122784,2,1132791,115,13,0,2022-07-04T08:20:41,2676,44.61349166666666,1656912049.6314569,2022-07-04T08:20:49,2676365,44.60608333333333,16164.354256439665
1656912064,605900,5410289,0,2,1122784,2,1132839,2,1122784,2,1132791,248,13,0,2022-07-04T08:21:04,2699,44.993431666666666,1656912074.532848,2022-07-04T08:21:14,2699316,44.9886,16262.163274399643
1656912073,722700,5419585,0,2,1122784,2,1132839,2,1122784,2,1132791,45,13,0,2022-07-04T08:21:13,2708,45.14537833333333,1656912084.570937,2022-07-04T08:21:24,2708612,45.14353333333334,16305.323007095812
1656912089,539000,5435068,0,2,1122784,2,1132839,2,1122784,2,1132791,134,13,0,2022-07-04T08:21:29,2724,45.40898333333334,1656912098.542893,2022-07-04T08:21:38,2724095,45.40158333333333,16375.438619362632
1656912102,894100,5448423,0,2,1122784,2,1132839,2,1122784,2,1132791,214,13,0,2022-07-04T08:21:42,2737,45.631568333333334,1656912109.110632,2022-07-04T08:21:49,2737450,45.62416666666666,16435.604005374378
1656912113,928100,5459508,0,2,1122784,2,1132839,2,1122784,2,1132791,21,13,0,2022-07-04T08:21:53,2748,45.815468333333335,1656912123.020448,2022-07-04T08:22:03,2748535,45.80891666666666,16494.084482547587
1656912138,480300,5484060,0,2,1122784,2,1132839,2,1122784,2,1132791,162,13,0,2022-07-04T08:22:18,2773,46.22467166666667,1656912147.3421168,2022-07-04T08:22:27,2773087,46.21811666666667,16612.818107144547
1656912149,873300,5495628,0,2,1122784,2,1132839,2,1122784,2,1132791,224,13,0,2022-07-04T08:22:29,2784,46.414555,1656912157.849828,2022-07-04T08:22:37,2784655,46.41091666666667,16667.21469518546
1656912161,443500,5507023,0,2,1122784,2,1132839,2,1122784,2,1132791,39,13,0,2022-07-04T08:22:41,2796,46.607391666666665,1656912171.51242,2022-07-04T08:22:51,2796050,46.600833333333334,16737.27774374124
1656912173,200700,5518781,0,2,1122784,2,1132839,2,1122784,2,1132791,101,13,0,2022-07-04T08:22:53,2808,46.803345,1656912182.260885,2022-07-04T08:23:02,2807808,46.7968,16830.59910077663
1656912185,505800,5531085,0,2,1122784,2,1132839,2,1122784,2,1132791,172,13,0,2022-07-04T08:23:05,2820,47.00843,1656912193.09008,2022-07-04T08:23:13,2820112,47.001866666666665,16958.57616576889
1656912197,704600,5543528,0,2,1122784,2,1132839,2,1122784,2,1132791,243,13,0,2022-07-04T08:23:17,2832,47.21174333333333,1656912206.9000518,2022-07-04T08:23:26,2832555,47.20925,17070.501555139013
1656912210,94900,5555496,0,2,1122784,2,1132839,2,1122784,2,1132791,58,13,0,2022-07-04T08:23:30,2845,47.41824833333333,1656912217.038697,2022-07-04T08:23:37,2844523,47.40871666666667,17174.615430383386
1656912214,864900,5560266,0,2,1122784,2,1132839,2,1122784,2,1132791,85,13,0,2022-07-04T08:23:34,2849,47.497748333333334,1656912230.1293368,2022-07-04T08:23:50,2849293,47.488216666666666,17219.378861624933
1656912232,21800,5577706,0,2,1122784,2,1132839,2,1122784,2,1132791,182,13,0,2022-07-04T08:23:52,2867,47.783696666666664,1656912240.7599368,2022-07-04T08:24:00,2866733,47.77888333333333,17367.313570663246
1656912243,491100,5588892,0,2,1122784,2,1132839,2,1122784,2,1132791,244,13,0,2022-07-04T08:24:03,2878,47.97485166666667,1656912250.861104,2022-07-04T08:24:10,2877919,47.965316666666666,17427.548643266757
1656912255,795200,5601195,0,2,1122784,2,1132839,2,1122784,2,1132791,59,13,0,2022-07-04T08:24:15,2890,48.17992,1656912264.5105839,2022-07-04T08:24:24,2890222,48.17036666666667,17488.630014124665
1656912268,560200,5613960,0,2,1122784,2,1132839,2,1122784,2,1132791,130,13,0,2022-07-04T08:24:28,2903,48.392669999999995,1656912275.4810119,2022-07-04T08:24:35,2902987,48.383116666666666,17541.10446438687
1656912278,728300,5624128,0,2,1122784,2,1132839,2,1122784,2,1132791,192,13,0,2022-07-04T08:24:38,2913,48.56213833333334,1656912289.391856,2022-07-04T08:24:49,2913155,48.55258333333334,17585.851272269603
1656912289,976200,5635721,0,2,1122784,2,1132839,2,1122784,2,1132791,254,13,0,2022-07-04T08:24:49,2924,48.74960333333333,1656912299.633832,2022-07-04T08:24:59,2924748,48.7458,17636.550270325897
1656912299,906500,5645307,0,2,1122784,2,1132839,2,1122784,2,1132791,51,13,0,2022-07-04T08:24:59,2934,48.915108333333336,1656912309.932929,2022-07-04T08:25:09,2934334,48.905566666666665,17681.434418908797
1656912313,351100,5658751,0,2,1122784,2,1132839,2,1122784,2,1132791,131,13,0,2022-07-04T08:25:13,2948,49.139185,1656912324.4527729,2022-07-04T08:25:24,2947778,49.12963333333333,17738.395157742474
1656912322,890100,5668290,0,2,1122784,2,1132839,2,1122784,2,1132791,184,13,0,2022-07-04T08:25:22,2957,49.29816833333334,1656912337.1036649,2022-07-04T08:25:37,2957317,49.28861666666667,17780.432697873788
1656912352,479800,5698243,0,2,1122784,2,1132839,2,1122784,2,1132791,105,13,0,2022-07-04T08:25:52,2987,49.79133,1656912361.495421,2022-07-04T08:26:01,2987270,49.78783333333333,17913.99185332046
1656912362,370900,5708024,0,2,1122784,2,1132839,2,1122784,2,1132791,159,13,0,2022-07-04T08:26:02,2997,49.956181666666666,1656912371.9257329,2022-07-04T08:26:11,2997051,49.950849999999996,17958.337241660105
1656912374,335100,5719734,0,2,1122784,2,1132839,2,1122784,2,1132791,230,13,0,2022-07-04T08:26:14,3009,50.155584999999995,1656912387.5058239,2022-07-04T08:26:27,3008761,50.14601666666667,18016.337050154452
1656912388,379200,5733778,0,2,1122784,2,1132839,2,1122784,2,1132791,54,13,0,2022-07-04T08:26:28,3023,50.38965333333333,1656912398.175557,2022-07-04T08:26:38,3022805,50.38008333333333,18089.836550397613
1656912402,161200,5747560,0,2,1122784,2,1132839,2,1122784,2,1132791,134,13,0,2022-07-04T08:26:42,3037,50.619353333333336,1656912411.888481,2022-07-04T08:26:51,3036587,50.60978333333333,18160.91080574525
1656912414,756400,5760340,0,2,1122784,2,1132839,2,1122784,2,1132791,204,13,0,2022-07-04T08:26:54,3049,50.82927333333334,1656912422.406273,2022-07-04T08:27:02,3049367,50.822783333333334,18222.191657247677
1656912438,429400,5783829,0,2,1122784,2,1132839,2,1122784,2,1132791,81,13,0,2022-07-04T08:27:18,3073,51.223823333333335,1656912446.71842,2022-07-04T08:27:26,3072856,51.21426666666667,18347.252638861675
1656912460,92700,5805491,0,2,1122784,2,1132839,2,1122784,2,1132791,205,13,0,2022-07-04T08:27:40,3095,51.584878333333336,1656912470.3778,2022-07-04T08:27:50,3094518,51.5753,18449.06283796488
1656912472,476200,5818038,0,2,1122784,2,1132839,2,1122784,2,1132791,21,13,0,2022-07-04T08:27:52,3107,51.791270000000004,1656912481.329469,2022-07-04T08:28:01,3107065,51.784416666666665,18507.4660738876
1656912484,119900,5829519,0,2,1122784,2,1132839,2,1122784,2,1132791,91,13,0,2022-07-04T08:28:04,3119,51.98533166666667,1656912491.670233,2022-07-04T08:28:11,3118546,51.975766666666665,18558.08302394314
1656912497,920700,5843474,0,2,1122784,2,1132839,2,1122784,2,1132791,171,13,0,2022-07-04T08:28:17,3132,52.215345,1656912505.618672,2022-07-04T08:28:25,3132501,52.20835,18620.901904104998
1656912509,651600,5855193,0,2,1122784,2,1132839,2,1122784,2,1132791,242,13,0,2022-07-04T08:28:29,3144,52.41086,1656912516.048792,2022-07-04T08:28:36,3144220,52.403666666666666,18672.887860663894
1656912519,880200,5865577,0,2,1122784,2,1132839,2,1122784,2,1132791,48,13,0,2022-07-04T08:28:39,3154,52.581336666666665,1656912530.0896208,2022-07-04T08:28:50,3154604,52.57673333333333,18726.76123694463
1656912545,58000,5890599,0,2,1122784,2,1132839,2,1122784,2,1132791,190,13,0,2022-07-04T08:29:05,3180,53.00096666666666,1656912554.6801958,2022-07-04T08:29:14,3179626,52.99376666666667,18845.519486971138
1656912552,540000,5898082,0,2,1122784,2,1132839,2,1122784,2,1132791,234,13,0,2022-07-04T08:29:12,3187,53.12566666666667,1656912565.290845,2022-07-04T08:29:25,3187109,53.11848333333333,18878.757069297506
1656912567,244300,5912786,0,2,1122784,2,1132839,2,1122784,2,1132791,58,13,0,2022-07-04T08:29:27,3202,53.37073833333333,1656912579.3806329,2022-07-04T08:29:39,3201813,53.363550000000004,18948.073621532734
1656912588,554400,5934249,0,2,1122784,2,1132839,2,1122784,2,1132791,182,13,0,2022-07-04T08:29:48,3223,53.72590666666667,1656912599.720861,2022-07-04T08:29:59,3223276,53.721266666666665,19045.11709693518
1656912597,485700,5948792,0,2,1122784,2,1132839,2,1122784,2,1132791,15,13,0,2022-07-04T08:29:57,3232,53.87476166666667,1656912613.761116,2022-07-04T08:30:13,3237819,53.96365,19090.78758099027
1656912617,552700,5962859,0,2,1122784,2,1132839,2,1122784,2,1132791,95,13,0,2022-07-04T08:30:17,3252,54.20921166666667,1656912624.581272,2022-07-04T08:30:24,3251886,54.1981,19178.521032382556
1656912628,921900,5974571,0,2,1122784,2,1132839,2,1122784,2,1132791,165,13,0,2022-07-04T08:30:28,3263,54.39869833333333,1656912638.481648,2022-07-04T08:30:38,3263598,54.393299999999996,19228.321110197903
1656912636,637600,5982167,0,2,1122784,2,1132839,2,1122784,2,1132791,210,13,0,2022-07-04T08:30:36,3271,54.52729333333333,1656912648.9336798,2022-07-04T08:30:48,3271194,54.5199,19283.192906985536
1656912663,990700,6010296,0,2,1122784,2,1132839,2,1122784,2,1132791,114,13,0,2022-07-04T08:31:03,3298,54.98317833333333,1656912673.556316,2022-07-04T08:31:13,3299323,54.98871666666666,19401.050042325456
1656912671,131300,6017642,0,2,1122784,2,1132839,2,1122784,2,1132791,158,13,0,2022-07-04T08:31:11,3306,55.10218833333333,1656912684.1243,2022-07-04T08:31:24,3306669,55.111149999999995,19435.790421181224
1656912687,920400,6034500,0,2,1122784,2,1132839,2,1122784,2,1132791,255,13,0,2022-07-04T08:31:27,3322,55.38200666666667,1656912697.852113,2022-07-04T08:31:37,3323527,55.392116666666666,19519.68806264379
