time_s,time_us,time_steady,update_time_operator,update_time_radio,last_packet_time,last_packet_rssi,last_packet_snr,last_packet_signal_rssi,last_executed_cmd_seq,radio_error_bits,radio_state,count_packet_recieved,count_crc_errors,count_hdr_errors,count_mavlink_msgs_recieved,count_operator_cmds_recieved,count_operator_cmds_executed,count_operator_errors,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656911245,930466,4591003,4591003,4590653,0,-21,-4,-21,0,0,4,0,0,0,0,0,0,0,205,10,0,2022-07-04T08:07:25,1880,31.3488411,1656911254.20624,2022-07-04T08:07:34,1880030,31.333833333333335,11786.206133378282
1656911256,929825,4602003,4602003,4601774,0,-21,-4,-21,0,0,4,0,0,0,0,0,0,0,238,10,0,2022-07-04T08:07:36,1891,31.53216375,1656911264.195912,2022-07-04T08:07:44,1891030,31.517166666666665,11855.465717522255
1656911267,929854,4613003,4613003,4612939,0,-21,-4,-21,0,0,5,0,0,0,0,0,0,0,15,10,0,2022-07-04T08:07:47,1902,31.715497566666667,1656911274.997109,2022-07-04T08:07:54,1902030,31.700499999999998,11922.879228893584
1656911281,930208,4627003,4627003,4626851,0,-21,-4,-21,0,0,4,0,0,0,0,0,0,0,57,10,0,2022-07-04T08:08:01,1916,31.9488368,1656911288.745533,2022-07-04T08:08:08,1916030,31.933833333333332,12011.640550457463
1656911291,930016,4637003,4637003,4636973,0,-21,-4,-21,0,0,5,0,0,0,0,0,0,0,87,10,0,2022-07-04T08:08:11,1926,32.115500266666665,1656911299.655737,2022-07-04T08:08:19,1926030,32.1005,12074.086486889477
1656911304,930199,4650003,4650003,4649804,0,-21,-4,-21,0,0,4,0,0,0,0,0,0,0,126,10,0,2022-07-04T08:08:24,1939,32.33216998333333,1656911313.845072,2022-07-04T08:08:33,1939030,32.317166666666665,12147.447399197943
1656911315,930000,4661003,4660993,4661003,0,-21,-4,-21,0,0,5,0,0,0,0,0,0,0,159,10,0,2022-07-04T08:08:35,1950,32.5155,1656911324.2471728,2022-07-04T08:08:44,1950030,32.5005,12211.367702447063
1656911340,939991,4686013,4686003,4686013,0,-21,-4,-21,0,0,4,0,0,0,0,0,0,0,234,10,0,2022-07-04T08:09:00,1975,32.932333183333334,1656911348.836653,2022-07-04T08:09:08,1975040,32.91733333333333,12363.863863733746
1656911353,930171,4699003,4699003,4698943,0,-21,-4,-21,0,0,4,0,0,0,0,0,0,0,17,10,0,2022-07-04T08:09:13,1988,33.14883618333333,1656911359.234052,2022-07-04T08:09:19,1988030,33.133833333333335,12434.353652292053
1656911376,940040,4722014,4721993,4722014,0,-21,-4,-21,0,0,5,0,0,0,0,0,0,0,86,10,0,2022-07-04T08:09:36,2011,33.532334,1656911383.973528,2022-07-04T08:09:43,2011041,33.51735,12588.420310181371
1656911388,930314,4734004,4733983,4734004,0,-21,-4,-21,0,0,4,0,0,0,0,0,0,0,122,10,0,2022-07-04T08:09:48,2023,33.7321719,1656911397.9135718,2022-07-04T08:09:57,2023031,33.71718333333333,12657.87493213246
1656911406,928795,4757003,4757003,4756988,0,-21,-4,-21,0,0,4,0,0,0,0,0,0,0,191,10,0,2022-07-04T08:10:06,2041,34.032146583333336,1656911422.794549,2022-07-04T08:10:22,2046030,34.1005,12765.177239931416
1656911425,928809,4771003,4770993,4771003,0,-21,-4,-21,0,0,5,0,0,0,0,0,0,0,233,10,0,2022-07-04T08:10:25,2060,34.34881348333333,1656911433.553993,2022-07-04T08:10:33,2060030,34.33383333333334,12899.857066317023
1656911437,929072,4783003,4783003,4782963,0,-21,-4,-21,0,0,4,0,0,0,0,0,0,0,13,10,0,2022-07-04T08:10:37,2072,34.54881786666667,1656911447.5528479,2022-07-04T08:10:47,2072030,34.533833333333334,12968.777392525859
1656911449,938808,4795013,4795003,4795013,0,-21,-4,-21,0,0,4,0,0,0,0,0,0,0,49,10,0,2022-07-04T08:10:49,2084,34.74898013333333,1656911458.2222369,2022-07-04T08:10:58,2084040,34.734,13043.69008018426
1656911462,928616,4808003,4808003,4807796,0,-21,-4,-21,0,0,4,0,0,0,0,0,0,0,88,10,0,2022-07-04T08:11:02,2097,34.965476933333335,1656911468.309208,2022-07-04T08:11:08,2097030,34.950500000000005,13124.67688256562
1656911474,928781,4820003,4819993,4820003,0,-21,-4,-21,0,0,4,0,0,0,0,0,0,0,124,10,0,2022-07-04T08:11:14,2109,35.16547968333334,1656911481.9619648,2022-07-04T08:11:21,2109030,35.1505,13176.838437238177
1656911485,941173,4831016,4831003,4831016,0,-21,-4,-21,0,0,5,0,0,0,0,0,0,0,157,10,0,2022-07-04T08:11:25,2120,35.34901955,1656911492.352028,2022-07-04T08:11:32,2120043,35.334050000000005,13229.114490400469
1656911498,928379,4844003,4843993,4844003,0,-21,-4,-21,0,0,4,0,0,0,0,0,0,0,196,10,0,2022-07-04T08:11:38,2133,35.56547298333333,1656911507.311676,2022-07-04T08:11:47,2133030,35.55050000000001,13293.27411558671
1656911510,928599,4856003,4855993,4856003,0,-21,-4,-21,0,0,5,0,0,0,0,0,0,0,232,10,0,2022-07-04T08:11:50,2145,35.76547665,1656911517.501061,2022-07-04T08:11:57,2145030,35.7505,13359.446131510798
1656911521,928612,4867003,4867003,4866731,0,-21,-4,-21,0,0,5,0,0,0,0,0,0,0,9,10,0,2022-07-04T08:12:01,2156,35.948810200000004,1656911532.360993,2022-07-04T08:12:12,2156030,35.93383333333334,13424.23393941651
1656911534,928584,4880003,4880003,4879943,0,-21,-4,-21,0,0,4,0,0,0,0,0,0,0,48,10,0,2022-07-04T08:12:14,2169,36.165476399999996,1656911542.5435848,2022-07-04T08:12:22,2169030,36.1505,13490.713859587584
1656911545,928164,4891003,4891003,4890993,0,-21,-4,-21,0,0,5,0,0,0,0,0,0,0,81,10,0,2022-07-04T08:12:25,2180,36.34880273333333,1656911552.540428,2022-07-04T08:12:32,2180030,36.33383333333334,13550.281655902438
1656911558,928046,4904003,4904003,4903743,0,-21,-4,-21,0,0,4,0,0,0,0,0,0,0,120,10,0,2022-07-04T08:12:38,2193,36.56546743333333,1656911566.231117,2022-07-04T08:12:46,2193030,36.55050000000001,13590.695355700736
1656911569,928037,4915003,4915003,4914979,0,-21,-4,-21,0,0,5,0,0,0,0,0,0,0,153,10,0,2022-07-04T08:12:49,2204,36.74880061666667,1656911576.9703798,2022-07-04T08:12:56,2204030,36.73383333333334,13638.818448739717
1656911581,927889,4927003,4926993,4927003,0,-21,-4,-21,0,0,4,0,0,0,0,0,0,0,189,10,0,2022-07-04T08:13:01,2216,36.94879815,1656911590.8899488,2022-07-04T08:13:10,2216030,36.93383333333334,13695.973413076288
1656911593,937783,4939013,4939003,4939013,0,-21,-4,-21,0,0,4,0,0,0,0,0,0,0,225,10,0,2022-07-04T08:13:13,2228,37.14896305,1656911601.551637,2022-07-04T08:13:21,2228040,37.134,13751.198261811276
1656911604,927708,4950003,4950003,4949989,0,-21,-4,-21,0,0,5,0,0,0,0,0,0,0,2,10,0,2022-07-04T08:13:24,2239,37.33212846666667,1656911615.309892,2022-07-04T08:13:35,2239030,37.31716666666667,13805.744737313198
1656911617,927543,4963003,4963003,4962723,0,-21,-4,-21,0,0,4,0,0,0,0,0,0,0,41,10,0,2022-07-04T08:13:37,2252,37.54879238333333,1656911625.469313,2022-07-04T08:13:45,2252030,37.533833333333334,13890.995076199384
1656911629,927319,4975003,4974993,4975003,0,-21,-4,-21,0,0,5,0,0,0,0,0,0,0,77,10,0,2022-07-04T08:13:49,2264,37.74878865,1656911635.939209,2022-07-04T08:13:55,2264030,37.73383333333334,14016.61286663132
1656911634,926948,4986003,4986003,4985979,0,-21,-4,-21,0,0,4,0,0,0,0,0,0,0,110,10,0,2022-07-04T08:13:54,2269,37.8321158,1656911649.939889,2022-07-04T08:14:09,2275030,37.91716666666667,14055.659713794199
1656911652,937146,4998013,4998003,4998013,0,-21,-4,-21,0,0,5,0,0,0,0,0,0,0,146,10,0,2022-07-04T08:14:12,2287,38.13228576666667,1656911660.6519399,2022-07-04T08:14:20,2287040,38.117333333333335,14121.933903639663
1656911664,926973,5010003,5010003,5009994,0,-21,-4,-21,0,0,4,0,0,0,0,0,0,0,182,10,0,2022-07-04T08:14:24,2299,38.33211621666667,1656911674.359057,2022-07-04T08:14:34,2299030,38.31716666666667,14176.76856681143
1656911677,927379,5023003,5023003,5022976,0,-21,-4,-21,0,0,5,0,0,0,0,0,0,0,221,10,0,2022-07-04T08:14:37,2312,38.54878965,1656911684.708297,2022-07-04T08:14:44,2312030,38.533833333333334,14233.528304048135
1656911687,934700,5033011,5032993,5033011,0,-21,-4,-21,0,0,5,0,0,0,0,0,0,0,251,10,0,2022-07-04T08:14:47,2322,38.71557833333333,1656911695.5179088,2022-07-04T08:14:55,2322038,38.700633333333336,14275.196994250626
1656911699,936875,5045013,5045003,5045013,0,-21,-4,-21,0,0,4,0,0,0,0,0,0,0,31,10,0,2022-07-04T08:14:59,2334,38.91561458333333,1656911708.53774,2022-07-04T08:15:08,2334040,38.900666666666666,14338.824768347053
1656911710,926834,5057003,5056993,5057003,0,-21,-4,-21,0,0,5,0,0,0,0,0,0,0,67,10,0,2022-07-04T08:15:10,2345,39.09878056666666,1656911721.403836,2022-07-04T08:15:21,2346030,39.100500000000004,14387.417310801833
1656911723,927026,5070003,5070003,5069983,5058696,-83,-3,-87,2,0,5,1,0,0,1,1,1,0,106,10,0,2022-07-04T08:15:23,2358,39.31545043333333,1656911735.307328,2022-07-04T08:15:35,2359030,39.31716666666667,14444.850713810263
1656911735,927022,5082003,5082003,5081780,5058696,-83,-3,-87,2,0,4,1,0,0,1,1,1,0,142,10,0,2022-07-04T08:15:35,2370,39.51545036666666,1656911746.187857,2022-07-04T08:15:46,2371030,39.51716666666667,14502.842912535732
1656911748,943014,5095019,5094993,5095019,5058696,-83,-3,-87,2,0,5,1,0,0,1,1,1,0,181,10,0,2022-07-04T08:15:48,2383,39.73238356666666,1656911757.087728,2022-07-04T08:15:57,2384046,39.7341,14569.95028947677
1656911761,927032,5108003,5108003,5107925,5058696,-83,-3,-87,2,0,4,1,0,0,1,1,1,0,220,10,0,2022-07-04T08:16:01,2396,39.948783866666666,1656911770.836484,2022-07-04T08:16:10,2397030,39.950500000000005,14643.545141460843
1656911772,927022,5119003,5119003,5118983,5058696,-83,-3,-87,2,0,5,1,0,0,1,1,1,0,253,10,0,2022-07-04T08:16:12,2407,40.13211703333333,1656911781.767444,2022-07-04T08:16:21,2408030,40.133833333333335,14702.533919992837
1656911785,927060,5132003,5132003,5131938,5058696,-83,-3,-87,2,0,4,1,0,0,1,1,1,0,36,10,0,2022-07-04T08:16:25,2420,40.348784333333334,1656911794.8876479,2022-07-04T08:16:34,2421030,40.350500000000004,14774.600776576292
1656911809,927053,5156003,5156003,5155975,5058696,-83,-3,-87,2,0,4,1,0,0,1,1,1,0,108,10,0,2022-07-04T08:16:49,2444,40.748784216666664,1656911819.4859278,2022-07-04T08:16:59,2445030,40.7505,14899.029200646792
1656911822,928342,5169005,5168993,5169005,5058696,-83,-3,-87,2,0,5,1,0,0,1,1,1,0,147,10,0,2022-07-04T08:17:02,2457,40.96547236666667,1656911830.086356,2022-07-04T08:17:10,2458032,40.967200000000005,14971.555312994487
1656911833,937146,5180013,5180003,5180013,5058696,-83,-3,-87,2,0,4,1,0,0,1,1,1,0,180,10,0,2022-07-04T08:17:13,2468,41.148952433333335,1656911840.0753798,2022-07-04T08:17:20,2469040,41.150666666666666,15056.9636246681
1656911844,926044,5191003,5191003,5190793,5058696,-83,-3,-87,2,0,4,1,0,0,1,1,1,0,213,10,0,2022-07-04T08:17:24,2479,41.33210073333333,1656911854.0485718,2022-07-04T08:17:34,2480030,41.33383333333334,15150.97643860311
1656911855,925688,5202003,5201983,5202003,5058696,-83,-3,-87,2,0,5,1,0,0,1,1,1,0,246,10,0,2022-07-04T08:17:35,2490,41.51542813333333,1656911864.8050408,2022-07-04T08:17:44,2491030,41.51716666666667,15212.967994220639
1656911880,926010,5227003,5226993,5227003,5058696,-83,-3,-87,2,0,4,1,0,0,1,1,1,0,65,10,0,2022-07-04T08:18:00,2515,41.93210016666667,1656911889.465108,2022-07-04T08:18:09,2516030,41.93383333333334,15333.074426488865
1656911891,926023,5238003,5238003,5237903,5058696,-83,-3,-87,2,0,5,1,0,0,1,1,1,0,98,10,0,2022-07-04T08:18:11,2526,42.115433716666665,1656911899.6249008,2022-07-04T08:18:19,2527030,42.11716666666667,15395.329307719434
1656911903,926050,5250003,5250003,5249723,5058696,-83,-3,-87,2,0,4,1,0,0,1,1,1,0,134,10,0,2022-07-04T08:18:23,2538,42.31543416666667,1656911913.534492,2022-07-04T08:18:33,2539030,42.31716666666667,15474.651289926418
1656911915,925775,5262003,5261993,5262003,5058696,-83,-3,-87,2,0,5,1,0,0,1,1,1,0,170,10,0,2022-07-04T08:18:35,2550,42.515429583333336,1656911924.293789,2022-07-04T08:18:44,2551030,42.51716666666667,15550.2190708262
1656911927,925633,5274003,5274003,5273993,5058696,-83,-3,-87,2,0,4,1,0,0,1,1,1,0,206,10,0,2022-07-04T08:18:47,2562,42.71542721666666,1656911938.16412,2022-07-04T08:18:58,2563030,42.71716666666667,15620.401705724493
1656911940,925637,5287003,5287003,5286993,5058696,-83,-3,-87,2,0,5,1,0,0,1,1,1,0,245,10,0,2022-07-04T08:19:00,2575,42.932093949999995,1656911948.9272199,2022-07-04T08:19:08,2576030,42.93383333333334,15681.134538751636
1656911952,926078,5299003,5299003,5298983,5058696,-83,-3,-87,2,0,4,1,0,0,1,1,1,0,25,10,0,2022-07-04T08:19:12,2587,43.1321013,1656911962.6892319,2022-07-04T08:19:22,2588030,43.133833333333335,15734.791109447515
1656911976,926035,5323003,5323003,5322994,5058696,-83,-3,-87,2,0,4,1,0,0,1,1,1,0,97,10,0,2022-07-04T08:19:36,2611,43.53210058333333,1656911987.0929608,2022-07-04T08:19:47,2612030,43.533833333333334,15862.986238602896
1656911988,926052,5335003,5335003,5334913,5058696,-83,-3,-87,2,0,4,1,0,0,1,1,1,0,133,10,0,2022-07-04T08:19:48,2623,43.73210086666666,1656911997.52434,2022-07-04T08:19:57,2624030,43.73383333333334,15923.959636415779
1656911998,925609,5345003,5345003,5344993,5058696,-83,-3,-87,2,0,5,1,0,0,1,1,1,0,163,10,0,2022-07-04T08:19:58,2633,43.89876015,1656912008.254168,2022-07-04T08:20:08,2634030,43.9005,15973.526725414753
1656912012,703822,5358005,5358003,5357743,5058696,-83,-3,-87,2,0,4,1,0,0,1,1,1,0,202,10,0,2022-07-04T08:20:12,2647,44.128397033333336,1656912021.6546159,2022-07-04T08:20:21,2647032,44.117200000000004,16034.513359207966
1656912024,702072,5370003,5370003,5369963,5058696,-83,-3,-87,2,0,5,1,0,0,1,1,1,0,238,10,0,2022-07-04T08:20:24,2659,44.32836786666667,1656912032.411896,2022-07-04T08:20:32,2659030,44.31716666666667,16089.229033784159
1656912036,702091,5382003,5382003,5381823,5058696,-83,-3,-87,2,0,4,1,0,0,1,1,1,0,18,10,0,2022-07-04T08:20:36,2671,44.528368183333335,1656912046.12238,2022-07-04T08:20:46,2671030,44.51716666666667,16142.497663379032
1656912047,712468,5393014,5392993,5393014,5058696,-83,-3,-87,2,0,4,1,0,0,1,1,1,0,51,10,0,2022-07-04T08:20:47,2682,44.71187446666667,1656912056.911684,2022-07-04T08:20:56,2682041,44.70068333333334,16189.540588204607
1656912060,701690,5406003,5406003,5405993,5058696,-83,-3,-87,2,0,5,1,0,0,1,1,1,0,90,10,0,2022-07-04T08:21:00,2695,44.9283615,1656912067.822701,2022-07-04T08:21:07,2695030,44.91716666666667,16244.97780081994
1656912084,702408,5430004,5429993,5430004,5058696,-83,-3,-87,2,0,5,1,0,0,1,1,1,0,162,10,0,2022-07-04T08:21:24,2719,45.32837346666667,1656912092.580981,2022-07-04T08:21:32,2719031,45.31718333333333,16353.99740938528
1656912096,701864,5442003,5441993,5442003,5058696,-83,-3,-87,2,0,4,1,0,0,1,1,1,0,198,10,0,2022-07-04T08:21:36,2731,45.5283644,1656912106.2409449,2022-07-04T08:21:46,2731030,45.51716666666667,16407.42138892113
1656912109,650024,5455003,5454993,5455003,5058696,-83,-3,-87,2,0,5,1,0,0,1,1,1,0,237,10,0,2022-07-04T08:21:49,2744,45.74416706666667,1656912116.320956,2022-07-04T08:21:56,2744030,45.73383333333334,16472.85614927443
1656912143,650252,5489003,5489003,5488987,5058696,-83,-3,-87,2,0,5,1,0,0,1,1,1,0,83,10,0,2022-07-04T08:22:23,2778,46.310837533333334,1656912150.699997,2022-07-04T08:22:30,2778030,46.30050000000001,16638.221222050965
1656912155,650287,5501003,5501003,5500783,5058696,-83,-3,-87,2,0,4,1,0,0,1,1,1,0,119,10,0,2022-07-04T08:22:35,2790,46.51083811666667,1656912164.580721,2022-07-04T08:22:44,2790030,46.5005,16701.418158726072
1656912167,660032,5513013,5513003,5513013,5058696,-83,-3,-87,2,0,5,1,0,0,1,1,1,0,155,10,0,2022-07-04T08:22:47,2802,46.711000533333326,1656912175.129305,2022-07-04T08:22:55,2802040,46.70066666666666,16785.251310753563
1656912179,650256,5525003,5525003,5524753,5058696,-83,-3,-87,2,0,4,1,0,0,1,1,1,0,191,10,0,2022-07-04T08:22:59,2814,46.9108376,1656912188.949857,2022-07-04T08:23:08,2814030,46.9005,16897.43682595773
1656912191,650267,5537003,5537003,5536943,5058696,-83,-3,-87,2,0,4,1,0,0,1,1,1,0,227,10,0,2022-07-04T08:23:11,2826,47.11083778333333,1656912199.7703369,2022-07-04T08:23:19,2826030,47.100500000000004,17019.259600848934
1656912227,829189,5573003,5573003,5572960,5058696,-83,-3,-87,2,0,5,1,0,0,1,1,1,0,79,10,0,2022-07-04T08:23:47,2862,47.713819816666664,1656912234.7790918,2022-07-04T08:23:54,2862030,47.700500000000005,17334.065815357266
1656912239,829167,5585003,5585003,5584833,5058696,-83,-3,-87,2,0,4,1,0,0,1,1,1,0,115,10,0,2022-07-04T08:23:59,2874,47.91381945,1656912248.029713,2022-07-04T08:24:08,2874030,47.9005,17408.31671105431
1656912261,829146,5607003,5607003,5606853,5058696,-83,-3,-87,2,0,5,1,0,0,1,1,1,0,181,10,0,2022-07-04T08:24:21,2896,48.280485766666665,1656912271.791872,2022-07-04T08:24:31,2896030,48.26716666666667,17514.18978301574
1656912273,829206,5619003,5619003,5618993,5058696,-83,-3,-87,2,0,4,1,0,0,1,1,1,0,217,10,0,2022-07-04T08:24:33,2908,48.480486766666665,1656912282.801916,2022-07-04T08:24:42,2908030,48.46716666666667,17563.318443164346
1656912286,841161,5632015,5631993,5632015,5058696,-83,-3,-87,2,0,5,1,0,0,1,1,1,0,0,10,0,2022-07-04T08:24:46,2921,48.69735268333333,1656912293.661453,2022-07-04T08:24:53,2921042,48.68403333333333,17623.61667898877
1656912309,829132,5655003,5655003,5654973,5058696,-83,-3,-87,2,0,5,1,0,0,1,1,1,0,69,10,0,2022-07-04T08:25:09,2944,49.08048553333333,1656912317.692488,2022-07-04T08:25:17,2944030,49.06716666666667,17723.109697755997
1656912321,829080,5667003,5667003,5666783,5663579,-84,-9,-92,18,0,5,2,0,0,2,2,2,0,105,10,0,2022-07-04T08:25:21,2956,49.280484666666666,1656912328.192988,2022-07-04T08:25:28,2956030,49.26716666666667,17775.74986767678
1656912334,829195,5680003,5680003,5679963,5674405,-84,-9,-93,28,0,4,3,0,0,3,3,3,0,144,10,0,2022-07-04T08:25:34,2969,49.49715325,1656912344.766197,2022-07-04T08:25:44,2969030,49.48383333333334,17833.47782806992
1656912347,838939,5693013,5693003,5693013,5674405,-84,-9,-93,28,0,5,3,0,0,3,3,3,0,183,10,0,2022-07-04T08:25:47,2982,49.71398231666667,1656912354.883792,2022-07-04T08:25:54,2982040,49.70066666666666,17893.038025581667
1656912359,838946,5705013,5705003,5705013,5674405,-84,-9,-93,28,0,4,3,0,0,3,3,3,0,219,10,0,2022-07-04T08:25:59,2994,49.91398243333333,1656912368.4442768,2022-07-04T08:26:08,2994040,49.900666666666666,17946.985573656737
1656912371,828782,5717003,5717003,5716993,5674405,-84,-9,-93,28,0,5,3,0,0,3,3,3,0,255,10,0,2022-07-04T08:26:11,3006,50.11381303333334,1656912379.2246559,2022-07-04T08:26:19,3006030,50.100500000000004,18003.638731599654
1656912383,828743,5729003,5729003,5728993,5727125,-84,-4,-89,29,0,5,4,0,0,4,4,4,0,35,10,0,2022-07-04T08:26:23,3018,50.313812383333335,1656912395.336236,2022-07-04T08:26:35,3018030,50.30050000000001,18065.877810364367
1656912397,829203,5743003,5743003,5742813,5727125,-84,-4,-89,29,0,4,4,0,0,4,4,4,0,77,10,0,2022-07-04T08:26:37,3032,50.54715338333333,1656912405.92662,2022-07-04T08:26:45,3032030,50.533833333333334,18138.518536434643
1656912409,838947,5755013,5755003,5755013,5727125,-84,-4,-89,29,0,5,4,0,0,4,4,4,0,113,10,0,2022-07-04T08:26:49,3044,50.747315783333335,1656912416.4196,2022-07-04T08:26:56,3044040,50.734,18199.000591442877
1656912422,838868,5768013,5768003,5768013,5727125,-84,-4,-89,29,0,4,4,0,0,4,4,4,0,152,10,0,2022-07-04T08:27:02,3057,50.96398113333333,1656912430.1466968,2022-07-04T08:27:10,3057040,50.95066666666666,18262.728128753766
1656912433,828762,5779003,5779003,5778993,5727125,-84,-4,-89,29,0,5,4,0,0,4,4,4,0,185,10,0,2022-07-04T08:27:13,3068,51.147146033333335,1656912440.538856,2022-07-04T08:27:20,3068030,51.133833333333335,18322.108786544253
1656912444,828762,5790003,5790003,5789993,5727125,-84,-4,-89,29,0,4,4,0,0,4,4,4,0,218,10,0,2022-07-04T08:27:24,3079,51.330479366666665,1656912454.3471289,2022-07-04T08:27:34,3079030,51.31716666666667,18377.111208538237
1656912456,829197,5802003,5802003,5801943,5727125,-84,-4,-89,29,0,4,4,0,0,4,4,4,0,254,10,0,2022-07-04T08:27:36,3091,51.530486616666664,1656912465.127872,2022-07-04T08:27:45,3091030,51.51716666666667,18433.646190102332
1656912467,828929,5813003,5812993,5813003,5727125,-84,-4,-89,29,0,5,4,0,0,4,4,4,0,31,10,0,2022-07-04T08:27:47,3102,51.71381548333333,1656912474.987725,2022-07-04T08:27:54,3102030,51.700500000000005,18485.55084587372
1656912479,829195,5825003,5825003,5824838,5727125,-84,-4,-89,29,0,4,4,0,0,4,4,4,0,67,10,0,2022-07-04T08:27:59,3114,51.91381991666666,1656912488.728189,2022-07-04T08:28:08,3114030,51.9005,18540.529454229538
1656912492,829002,5838003,5837993,5838003,5727125,-84,-4,-89,29,0,5,4,0,0,4,4,4,0,106,10,0,2022-07-04T08:28:12,3127,52.13048336666667,1656912499.618656,2022-07-04T08:28:19,3127030,52.11716666666667,18597.276952578326
1656912505,685883,5851003,5851003,5850824,5727125,-84,-4,-89,29,0,4,4,0,0,4,4,4,0,145,10,0,2022-07-04T08:28:25,3140,52.34476471666667,1656912513.349557,2022-07-04T08:28:33,3140030,52.33383333333334,18656.298279327966
1656912516,685903,5862003,5862003,5861991,5727125,-84,-4,-89,29,0,5,4,0,0,4,4,4,0,178,10,0,2022-07-04T08:28:36,3151,52.52809838333334,1656912524.028857,2022-07-04T08:28:44,3151030,52.51716666666667,18710.21438159278
1656912539,685465,5885003,5885003,5884996,5727125,-84,-4,-89,29,0,4,4,0,0,4,4,4,0,247,10,0,2022-07-04T08:28:59,3174,52.91142441666667,1656912548.559509,2022-07-04T08:29:08,3174030,52.9005,18820.44572319392
1656912563,685895,5909003,5909003,5908713,5727125,-84,-4,-89,29,0,4,4,0,0,4,4,4,0,63,10,0,2022-07-04T08:29:23,3198,53.31143158333334,1656912573.281576,2022-07-04T08:29:33,3198030,53.30050000000001,18931.12571941435
1656912611,926505,5957009,5957003,5956713,5727125,-84,-4,-89,29,0,4,4,0,0,4,4,4,0,207,10,0,2022-07-04T08:30:11,3246,54.115441749999995,1656912620.8641798,2022-07-04T08:30:20,3246036,54.1006,19156.668271850765
1656912623,920900,5969003,5969003,5968995,5727125,-84,-4,-89,29,0,4,4,0,0,4,4,4,0,243,10,0,2022-07-04T08:30:23,3258,54.31534833333333,1656912631.701845,2022-07-04T08:30:31,3258030,54.30050000000001,19205.59567015281
1656912657,920272,6004003,6004003,6003993,5727125,-84,-4,-89,29,0,5,4,0,0,4,4,4,0,92,10,0,2022-07-04T08:30:57,3292,54.88200453333333,1656912666.9215128,2022-07-04T08:31:06,3293030,54.883833333333335,19370.572579191452
1656912669,920289,6016003,6016003,6015799,5727125,-84,-4,-89,29,0,4,4,0,0,4,4,4,0,128,10,0,2022-07-04T08:31:09,3304,55.08200481666667,1656912680.5458238,2022-07-04T08:31:20,3305030,55.08383333333334,19429.99616721978
1656912681,926684,6028009,6027993,6028009,5727125,-84,-4,-89,29,0,4,4,0,0,4,4,4,0,164,10,0,2022-07-04T08:31:21,3316,55.2821114,1656912690.7125769,2022-07-04T08:31:30,3317036,55.28393333333334,19489.618306418655
1656912706,920667,6053003,6053003,6052813,5727125,-84,-4,-89,29,0,4,4,0,0,4,4,4,0,239,10,0,2022-07-04T08:31:46,3341,55.69867778333333,1656912714.932385,2022-07-04T08:31:54,3342030,55.700500000000005,19614.70791019009
1656912730,920477,6077003,6077003,6076971,5727125,-84,-4,-89,29,0,4,4,0,0,4,4,4,0,55,10,0,2022-07-04T08:32:10,3365,56.09867461666667,1656912739.363205,2022-07-04T08:32:19,3366030,56.100500000000004,19738.30447387904
1656912741,920451,6088003,6088003,6087923,5727125,-84,-4,-89,29,0,5,4,0,0,4,4,4,0,88,10,0,2022-07-04T08:32:21,3376,56.28200751666667,1656912750.123672,2022-07-04T08:32:30,3377030,56.283833333333334,19785.58422729273
1656912753,920388,6100003,6100003,6099750,5727125,-84,-4,-89,29,0,4,4,0,0,4,4,4,0,124,10,0,2022-07-04T08:32:33,3388,56.48200646666667,1656912764.0838559,2022-07-04T08:32:44,3389030,56.48383333333334,19843.289201061576
1656912765,920442,6112003,6112003,6111974,5727125,-84,-4,-89,29,0,4,4,0,0,4,4,4,0,160,10,0,2022-07-04T08:32:45,3400,56.68200736666667,1656912774.663169,2022-07-04T08:32:54,3401030,56.68383333333334,19897.80012423222
1656912775,920447,6122003,6121993,6122003,5727125,-84,-4,-89,29,0,5,4,0,0,4,4,4,0,190,10,0,2022-07-04T08:32:55,3410,56.848674116666665,1656912784.0243769,2022-07-04T08:33:04,3411030,56.850500000000004,19942.21498639666
1656912788,920248,6135003,6135003,6134793,5727125,-84,-4,-89,29,0,4,4,0,0,4,4,4,0,229,10,0,2022-07-04T08:33:08,3423,57.06533746666666,1656912797.8448038,2022-07-04T08:33:17,3424030,57.06716666666667,20001.5723149065
1656912801,756110,6147013,6146993,6147013,5727125,-84,-4,-89,29,0,5,4,0,0,4,4,4,0,9,10,0,2022-07-04T08:33:21,3436,57.27926849999999,1656912808.8463879,2022-07-04T08:33:28,3436040,57.26733333333333,20058.304859050826
1656912813,754533,6159011,6158993,6159011,5727125,-84,-4,-89,29,0,4,4,0,0,4,4,4,0,45,10,0,2022-07-04T08:33:33,3448,57.47924221666666,1656912822.644585,2022-07-04T08:33:42,3448038,57.4673,20114.97330586451
1656912825,746729,6171003,6171003,6170963,5727125,-84,-4,-89,29,0,4,4,0,0,4,4,4,0,81,10,0,2022-07-04T08:33:45,3460,57.67911215,1656912832.974449,2022-07-04T08:33:52,3460030,57.66716666666667,20165.29716349095
1656912834,746481,6180003,6179993,6180003,5727125,-84,-4,-89,29,0,5,4,0,0,4,4,4,0,108,10,0,2022-07-04T08:33:54,3469,57.829108016666666,1656912842.4245439,2022-07-04T08:34:02,3469030,57.81716666666667,20234.11357610077
