time_s,time_us,time_steady,sd_last_error,sd_error_count,sd_elapsed_time_from_msg,sd_last_state,imi_last_error,imi_error_count,imi_elapsed_time_from_msg,imi_last_state,sins_comm_last_error,sins_comm_error_count,sins_comm_elapsed_time_from_msg,sins_comm_last_state,wifi_last_error,wifi_error_count,wifi_elapsed_time_from_msg,wifi_last_state,network_last_error,network_error_count,network_elapsed_time_from_msg,network_last_state,sensors_last_error,sensors_error_count,sensors_elapsed_time_from_msg,sensors_last_state,time_sync_last_error,time_sync_error_count,time_sync_elapsed_time_from_msg,time_sync_last_state,radio_last_error,radio_error_count,radio_elapsed_time_from_msg,radio_last_state,shift_reg_last_error,shift_reg_error_count,shift_reg_elapsed_time_from_msg,shift_reg_last_state,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656910183,933035,3529003,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,93,10,0,2022-07-04T07:49:43,818,13.648883916666668,1656910189.7850769,2022-07-04T07:49:49,818030,13.633833333333333,5041.555439914261
1656910194,933050,3540003,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,126,10,0,2022-07-04T07:49:54,829,13.8322175,1656910203.604964,2022-07-04T07:50:03,829030,13.817166666666667,5108.656582899065
1656910206,943382,3552014,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,162,10,0,2022-07-04T07:50:06,841,14.032389700000001,1656910214.275492,2022-07-04T07:50:14,841041,14.01735,5183.886343437776
1656910218,942825,3564013,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,198,10,0,2022-07-04T07:50:18,853,14.232380416666667,1656910227.914533,2022-07-04T07:50:27,853040,14.217333333333332,5260.788028297012
1656910229,933051,3575003,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,231,10,0,2022-07-04T07:50:29,864,14.415550849999999,1656910238.395253,2022-07-04T07:50:38,864030,14.4005,5349.623326511059
1656910240,933152,3587003,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,11,10,0,2022-07-04T07:50:40,875,14.598885866666667,1656910252.1346478,2022-07-04T07:50:52,876030,14.6005,5430.344136127318
1656910253,933321,3600003,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,50,10,0,2022-07-04T07:50:53,888,14.81555535,1656910262.8852198,2022-07-04T07:51:02,889030,14.817166666666667,5495.181775932196
1656910266,933283,3613003,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,89,10,0,2022-07-04T07:51:06,901,15.032221383333333,1656910276.5535128,2022-07-04T07:51:16,902030,15.033833333333332,5572.630963618885
1656910278,933278,3625003,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,125,10,0,2022-07-04T07:51:18,913,15.232221299999999,1656910287.433965,2022-07-04T07:51:27,914030,15.233833333333333,5650.299744238753
1656910290,933300,3637003,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,161,10,0,2022-07-04T07:51:30,925,15.432221666666667,1656910297.494585,2022-07-04T07:51:37,926030,15.433833333333332,5718.379613644261
1656910313,933049,3660003,0,0,105,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,230,10,0,2022-07-04T07:51:53,948,15.815550816666667,1656910321.902773,2022-07-04T07:52:01,949030,15.817166666666667,5851.171274536888
1656910324,933289,3671003,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,7,10,0,2022-07-04T07:52:04,959,15.998888149999999,1656910335.9027128,2022-07-04T07:52:15,960030,16.0005,5928.387346964415
1656910337,933033,3684003,0,0,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,46,10,0,2022-07-04T07:52:17,972,16.21555055,1656910345.823369,2022-07-04T07:52:25,973030,16.217166666666667,6012.1278560985165
1656910349,933301,3696003,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,82,10,0,2022-07-04T07:52:29,984,16.415555016666666,1656910356.822888,2022-07-04T07:52:36,985030,16.417166666666667,6086.617506163741
1656910357,933253,3704003,0,0,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,106,10,0,2022-07-04T07:52:37,992,16.54888755,1656910369.222409,2022-07-04T07:52:49,993030,16.5505,6134.388647879831
1656910370,933313,3717003,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,10,0,2022-07-04T07:52:50,1005,16.765555216666666,1656910379.93164,2022-07-04T07:52:59,1006030,16.767166666666665,6216.133950355715
1656910382,933270,3729003,0,0,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,181,10,0,2022-07-04T07:53:02,1017,16.9655545,1656910393.651037,2022-07-04T07:53:13,1018030,16.967166666666667,6283.54434868885
1656910394,934085,3741004,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,217,10,0,2022-07-04T07:53:14,1029,17.165568083333334,1656910404.190852,2022-07-04T07:53:24,1030031,17.167183333333334,6354.762912119008
1656910405,933007,3752003,0,0,189,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,250,10,0,2022-07-04T07:53:25,1040,17.348883450000002,1656910413.962852,2022-07-04T07:53:33,1041030,17.3505,6419.997663887083
1656910418,932869,3765003,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,33,10,0,2022-07-04T07:53:38,1053,17.565547816666665,1656910427.5617008,2022-07-04T07:53:47,1054030,17.567166666666665,6499.381326903987
1656910429,932857,3776003,0,0,86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,66,10,0,2022-07-04T07:53:49,1064,17.74888095,1656910438.200312,2022-07-04T07:53:58,1065030,17.7505,6572.842047172407
1656910442,933301,3789003,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,105,10,0,2022-07-04T07:54:02,1077,17.965555016666666,1656910451.819944,2022-07-04T07:54:11,1078030,17.967166666666667,6650.9388685794365
1656910453,933401,3800003,0,0,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,138,10,0,2022-07-04T07:54:13,1088,18.148890016666666,1656910462.4498959,2022-07-04T07:54:22,1089030,18.1505,6722.717414257887
1656910465,933278,3812003,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,174,10,0,2022-07-04T07:54:25,1100,18.348887966666666,1656910476.211292,2022-07-04T07:54:36,1101030,18.3505,6796.337769190073
1656910476,933304,3823003,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,207,10,0,2022-07-04T07:54:36,1111,18.532221733333333,1656910486.771,2022-07-04T07:54:46,1112030,18.533833333333334,6863.224108575745
1656910487,933300,3834003,0,0,295,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,240,10,0,2022-07-04T07:54:47,1122,18.715555,1656910497.229688,2022-07-04T07:54:57,1123030,18.717166666666667,6931.130534767396
1656910498,933330,3845003,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,17,10,0,2022-07-04T07:54:58,1133,18.898888833333334,1656910510.58332,2022-07-04T07:55:10,1134030,18.9005,6992.292428448265
1656910511,933282,3858003,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,56,10,0,2022-07-04T07:55:11,1146,19.1155547,1656910521.210492,2022-07-04T07:55:21,1147030,19.117166666666666,7070.224499897582
1656910535,933249,3882003,0,0,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,128,10,0,2022-07-04T07:55:35,1170,19.51555415,1656910544.878197,2022-07-04T07:55:44,1171030,19.517166666666665,7213.259026458047
1656910547,943053,3894013,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,164,10,0,2022-07-04T07:55:47,1182,19.71571755,1656910555.488657,2022-07-04T07:55:55,1183040,19.717333333333332,7283.923575641218
1656910559,933147,3906003,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,200,10,0,2022-07-04T07:55:59,1194,19.91555245,1656910569.1988568,2022-07-04T07:56:09,1195030,19.917166666666667,7358.533937232109
1656910584,942796,3931013,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,19,10,0,2022-07-04T07:56:24,1219,20.332379933333335,1656910593.5074248,2022-07-04T07:56:33,1220040,20.334,7544.6656649216375
1656910594,933745,3941004,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,49,10,0,2022-07-04T07:56:34,1229,20.49889575,1656910603.723373,2022-07-04T07:56:43,1230031,20.500516666666666,7610.059238623688
1656910607,933301,3954003,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,88,10,0,2022-07-04T07:56:47,1242,20.715555016666666,1656910617.647208,2022-07-04T07:56:57,1243030,20.717166666666667,7691.81589303524
1656910618,943084,3965013,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,121,10,0,2022-07-04T07:56:58,1253,20.8990514,1656910628.2573168,2022-07-04T07:57:08,1254040,20.900666666666666,7758.256163087621
1656910630,933278,3977003,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,157,10,0,2022-07-04T07:57:10,1265,21.098887966666666,1656910638.807864,2022-07-04T07:57:18,1266030,21.1005,7829.481036712816
1656910642,933280,3989003,0,0,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,193,10,0,2022-07-04T07:57:22,1277,21.298887999999998,1656910652.9173598,2022-07-04T07:57:32,1278030,21.3005,7904.9096257456495
1656910666,937138,4013007,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,9,10,0,2022-07-04T07:57:46,1301,21.6989523,1656910676.7167208,2022-07-04T07:57:56,1302034,21.700566666666667,8051.1589268023135
1656910676,933194,4023003,0,0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,39,10,0,2022-07-04T07:57:56,1311,21.865553233333333,1656910686.9671478,2022-07-04T07:58:06,1312030,21.867166666666666,8123.324957792658
1656910689,933257,4036003,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,78,10,0,2022-07-04T07:58:09,1324,22.08222095,1656910700.7683718,2022-07-04T07:58:20,1325030,22.083833333333335,8216.218709477696
1656910702,706741,4048003,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,114,10,0,2022-07-04T07:58:22,1337,22.29511235,1656910710.8961248,2022-07-04T07:58:30,1337030,22.283833333333334,8295.908105900111
1656910725,716889,4071013,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,183,10,0,2022-07-04T07:58:45,1360,22.678614816666666,1656910735.285264,2022-07-04T07:58:55,1360040,22.667333333333332,8442.751075828437
1656910737,708876,4083005,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,219,10,0,2022-07-04T07:58:57,1372,22.878481266666665,1656910745.844869,2022-07-04T07:59:05,1372032,22.8672,8524.137729035898
1656910762,707110,4108003,0,0,327,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,38,10,0,2022-07-04T07:59:22,1397,23.2951185,1656910769.51494,2022-07-04T07:59:29,1397030,23.283833333333334,8692.022323560315
1656910785,706670,4131003,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,107,10,0,2022-07-04T07:59:45,1420,23.6784445,1656910794.124548,2022-07-04T07:59:54,1420030,23.667166666666667,8844.64071962889
1656910795,707083,4141003,0,0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,137,10,0,2022-07-04T07:59:55,1430,23.84511805,1656910804.755044,2022-07-04T08:00:04,1430030,23.833833333333335,8904.186518615705
1656910819,849053,4165003,0,0,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,209,10,0,2022-07-04T08:00:19,1454,24.247484216666667,1656910829.136157,2022-07-04T08:00:29,1454030,24.233833333333333,9056.772607771416
1656910831,848601,4177003,0,0,413,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,245,10,0,2022-07-04T08:00:31,1466,24.44747668333333,1656910839.273969,2022-07-04T08:00:39,1466030,24.433833333333332,9139.379558091028
1656910842,848593,4188003,0,0,423,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,22,10,0,2022-07-04T08:00:42,1477,24.63080988333333,1656910852.463321,2022-07-04T08:00:52,1477030,24.617166666666666,9233.365046576228
1656910855,931531,4201003,0,0,92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,61,10,0,2022-07-04T08:00:55,1490,24.84885885,1656910863.305109,2022-07-04T08:01:03,1490030,24.833833333333335,9289.342711029767
1656910878,931938,4224003,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,130,10,0,2022-07-04T08:01:18,1513,25.232198966666665,1656910887.503377,2022-07-04T08:01:27,1513030,25.217166666666667,9426.230976816472
1656910890,932140,4236003,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,166,10,0,2022-07-04T08:01:30,1525,25.432202333333333,1656910898.07322,2022-07-04T08:01:38,1525030,25.417166666666667,9513.243479972778
1656910914,932104,4260003,0,0,82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,238,10,0,2022-07-04T08:01:54,1549,25.83220173333333,1656910922.74248,2022-07-04T08:02:02,1549030,25.817166666666665,9688.86240893801
1656910925,941819,4271013,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,15,10,0,2022-07-04T08:02:05,1560,26.01569698333333,1656910935.5427408,2022-07-04T08:02:15,1560040,26.000666666666667,9757.977843853687
1656910938,932108,4284003,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,54,10,0,2022-07-04T08:02:18,1573,26.2322018,1656910946.4219968,2022-07-04T08:02:26,1573030,26.217166666666667,9841.789142377671
1656910950,931848,4296003,0,0,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,90,10,0,2022-07-04T08:02:30,1585,26.432197466666665,1656910957.1233518,2022-07-04T08:02:37,1585030,26.417166666666667,9937.804635594277
1656910962,931683,4308003,0,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,126,10,0,2022-07-04T08:02:42,1597,26.632194716666667,1656910971.091276,2022-07-04T08:02:51,1597030,26.617166666666666,10021.597427344643
1656910973,931694,4319003,0,0,97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,159,10,0,2022-07-04T08:02:53,1608,26.815528233333335,1656910981.8512049,2022-07-04T08:03:01,1608030,26.8005,10092.180381447684
1656910987,953076,4333024,0,0,89,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,201,10,0,2022-07-04T08:03:07,1622,27.049217933333335,1656910996.002601,2022-07-04T08:03:16,1622051,27.03418333333333,10180.177440998903
1656910998,941847,4344013,0,0,482,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,234,10,0,2022-07-04T08:03:18,1633,27.232364116666666,1656911006.480556,2022-07-04T08:03:26,1633040,27.217333333333332,10252.391383118915
1656911010,931193,4356003,0,0,697,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,14,10,0,2022-07-04T08:03:30,1645,27.432186549999997,1656911020.141433,2022-07-04T08:03:40,1645030,27.417166666666667,10377.83127553273
1656911022,931359,4368003,0,0,723,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,50,10,0,2022-07-04T08:03:42,1657,27.632189316666665,1656911030.0720088,2022-07-04T08:03:50,1657030,27.617166666666666,10436.04401462227
1656911044,931653,4390003,0,0,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,116,10,0,2022-07-04T08:04:04,1679,27.998860883333336,1656911054.281492,2022-07-04T08:04:14,1679030,27.983833333333333,10591.157527410041
1656911068,931015,4414003,0,0,247,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,188,10,0,2022-07-04T08:04:28,1703,28.39885025,1656911078.0194168,2022-07-04T08:04:38,1703030,28.38383333333333,10723.991068597119
1656911081,941039,4427013,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,227,10,0,2022-07-04T08:04:41,1716,28.615683983333334,1656911088.649133,2022-07-04T08:04:48,1716040,28.600666666666665,10794.674310816152
1656911093,931250,4439003,0,0,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,7,10,0,2022-07-04T08:04:53,1728,28.815520833333334,1656911102.58306,2022-07-04T08:05:02,1728030,28.8005,10867.479270775111
1656911115,930800,4461003,0,0,187,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,73,10,0,2022-07-04T08:05:15,1750,29.182180000000002,1656911123.049036,2022-07-04T08:05:23,1750030,29.167166666666667,11044.699208752236
1656911138,930715,4484003,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,142,10,0,2022-07-04T08:05:38,1773,29.565511916666665,1656911147.298585,2022-07-04T08:05:47,1773030,29.5505,11161.899462636597
1656911149,930407,4495003,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,175,10,0,2022-07-04T08:05:49,1784,29.748840116666667,1656911161.009013,2022-07-04T08:06:01,1784030,29.733833333333333,11232.709811800625
1656911161,930444,4507003,0,0,96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,211,10,0,2022-07-04T08:06:01,1796,29.948840733333334,1656911171.6977239,2022-07-04T08:06:11,1796030,29.933833333333332,11295.54847212248
1656911173,930451,4519003,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,247,10,0,2022-07-04T08:06:13,1808,30.14884085,1656911182.527725,2022-07-04T08:06:22,1808030,30.13383333333333,11361.439045724914
1656911187,930423,4533003,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,33,10,0,2022-07-04T08:06:27,1822,30.382173716666667,1656911196.307008,2022-07-04T08:06:36,1822030,30.367166666666666,11437.228849262247
1656911211,930845,4557003,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,105,10,0,2022-07-04T08:06:51,1846,30.782180750000002,1656911220.53686,2022-07-04T08:07:00,1846030,30.767166666666665,11577.85705688832
1656911222,930189,4568003,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,138,10,0,2022-07-04T08:07:02,1857,30.96550315,1656911230.789204,2022-07-04T08:07:10,1857030,30.950499999999998,11638.080507054194
1656911234,930045,4580003,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,174,10,0,2022-07-04T08:07:14,1869,31.16550075,1656911241.627053,2022-07-04T08:07:21,1869030,31.1505,11711.230861471451
1656911246,930140,4592003,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,210,10,0,2022-07-04T08:07:26,1881,31.365502333333332,1656911255.296365,2022-07-04T08:07:35,1881030,31.3505,11793.111131162303
1656911258,929729,4604003,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,246,10,0,2022-07-04T08:07:38,1893,31.565495483333333,1656911266.066725,2022-07-04T08:07:46,1893030,31.5505,11867.862938375374
1656911270,929770,4616003,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,26,10,0,2022-07-04T08:07:50,1905,31.765496166666665,1656911279.895804,2022-07-04T08:07:59,1905030,31.7505,11941.898498602095
1656911283,930047,4629003,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,65,10,0,2022-07-04T08:08:03,1918,31.982167450000002,1656911290.545393,2022-07-04T08:08:10,1918030,31.967166666666667,12024.319397903391
1656911306,930174,4652003,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,134,10,0,2022-07-04T08:08:26,1941,32.3655029,1656911315.686328,2022-07-04T08:08:35,1941030,32.3505,12160.02534545836
1656911317,930571,4663004,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,167,10,0,2022-07-04T08:08:37,1952,32.54884285,1656911329.005977,2022-07-04T08:08:49,1952031,32.53385,12226.370953799333
1656911341,930059,4687003,0,0,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,239,10,0,2022-07-04T08:09:01,1976,32.94883431666667,1656911350.0056288,2022-07-04T08:09:10,1976030,32.93383333333333,12368.907753737041
1656911365,929094,4711003,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,55,10,0,2022-07-04T08:09:25,2000,33.34881823333333,1656911374.105264,2022-07-04T08:09:34,2000030,33.33383333333333,12521.511533068671
1656911377,929510,4723003,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,91,10,0,2022-07-04T08:09:37,2012,33.54882516666667,1656911388.359992,2022-07-04T08:09:48,2012030,33.533833333333334,12594.318737361555
1656911389,929467,4735003,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,127,10,0,2022-07-04T08:09:49,2024,33.74882445,1656911398.4933648,2022-07-04T08:09:58,2024030,33.73383333333333,12663.383595813615
1656911426,929064,4772003,0,0,125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,238,10,0,2022-07-04T08:10:26,2061,34.3654844,1656911434.789137,2022-07-04T08:10:34,2061030,34.350500000000004,12906.662433953768
