time_s,time_us,time_steady,updated_time_steady,updated_time_from_s,updated_time_from_us,updated_time_from_base,updated_time_to_s,updated_time_to_us,updated_time_to_base,count_of_time_updates,count_of_aggressive_time_updates,imi_time_sync_steady,imi_count_of_syncs,imi_time_s,imi_time_us,imi_time_base,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656911221,930097,4567003,4558906,1656911208,833413,3,1656911213,833508,3,101,79,4566353,3970,1656911221,280074,3,134,10,0,2022-07-04T08:07:01,1856,30.94883495,1656911230.228812,2022-07-04T08:07:10,1856030,30.933833333333332,11632.300200937425
1656911233,930280,4579003,4558906,1656911208,833413,3,1656911213,833508,3,101,79,4577763,3980,1656911232,690462,3,170,10,0,2022-07-04T08:07:13,1868,31.148838,1656911241.066344,2022-07-04T08:07:21,1868030,31.13383333333333,11705.011159667167
1656911245,930466,4591003,4558906,1656911208,833413,3,1656911213,833508,3,101,79,4590233,3991,1656911245,160484,3,206,10,0,2022-07-04T08:07:25,1880,31.3488411,1656911254.20624,2022-07-04T08:07:34,1880030,31.333833333333335,11786.206133378282
1656911256,929825,4602003,4600675,1656911250,602013,3,1656911255,602074,3,103,81,4601704,4000,1656911256,630368,3,239,10,0,2022-07-04T08:07:36,1891,31.53216375,1656911264.866941,2022-07-04T08:07:44,1891030,31.517166666666665,11855.465717522255
1656911267,929854,4613003,4600675,1656911250,602013,3,1656911255,602074,3,103,81,4611873,4009,1656911266,800327,3,16,10,0,2022-07-04T08:07:47,1902,31.715497566666667,1656911274.997109,2022-07-04T08:07:54,1902030,31.700499999999998,11922.879228893584
1656911281,930208,4627003,4600675,1656911250,602013,3,1656911255,602074,3,103,81,4624383,4020,1656911279,310238,3,58,10,0,2022-07-04T08:08:01,1916,31.9488368,1656911288.745533,2022-07-04T08:08:08,1916030,31.933833333333332,12011.640550457463
1656911292,930218,4638003,4600675,1656911250,602013,3,1656911255,602074,3,103,81,4636833,4031,1656911291,760326,3,91,10,0,2022-07-04T08:08:12,1927,32.1321703,1656911299.655737,2022-07-04T08:08:19,1927030,32.11716666666667,12079.306138450691
1656911304,930199,4650003,4600675,1656911250,602013,3,1656911255,602074,3,103,81,4647954,4041,1656911302,880891,3,127,10,0,2022-07-04T08:08:24,1939,32.33216998333333,1656911313.845072,2022-07-04T08:08:33,1939030,32.317166666666665,12147.447399197943
1656911340,939991,4686013,4600675,1656911250,602013,3,1656911255,602074,3,103,81,4684873,4073,1656911339,800255,3,235,10,0,2022-07-04T08:09:00,1975,32.932333183333334,1656911349.4344049,2022-07-04T08:09:09,1975040,32.91733333333333,12363.863863733746
1656911377,929510,4723003,4704645,1656911354,570821,3,1656911359,570900,3,105,83,4721483,4105,1656911376,409602,3,90,10,0,2022-07-04T08:09:37,2012,33.54882516666667,1656911387.7640479,2022-07-04T08:09:47,2012030,33.533833333333334,12594.318737361555
1656911388,930314,4734004,4704645,1656911354,570821,3,1656911359,570900,3,105,83,4728213,4111,1656911383,139070,3,123,10,0,2022-07-04T08:09:48,2023,33.7321719,1656911398.4933648,2022-07-04T08:09:58,2023031,33.71718333333333,12657.87493213246
1656911425,928809,4771003,4757728,1656911407,653769,3,1656911412,654073,3,107,85,4770663,4148,1656911425,589187,3,234,10,0,2022-07-04T08:10:25,2060,34.34881348333333,1656911434.1026928,2022-07-04T08:10:34,2060030,34.33383333333334,12899.857066317023
1656911437,929072,4783003,4757728,1656911407,653769,3,1656911412,654073,3,107,85,4782245,4158,1656911437,170780,3,14,10,0,2022-07-04T08:10:37,2072,34.54881786666667,1656911447.5528479,2022-07-04T08:10:47,2072030,34.533833333333334,12968.777392525859
1656911450,928664,4796003,4757728,1656911407,653769,3,1656911412,654073,3,107,85,4794783,4169,1656911449,709183,3,53,10,0,2022-07-04T08:10:50,2085,34.765477733333334,1656911458.2222369,2022-07-04T08:10:58,2085030,34.7505,13050.062387457794
1656911475,938817,4821013,4757728,1656911407,653769,3,1656911412,654073,3,107,85,4818834,4190,1656911473,759199,3,128,10,0,2022-07-04T08:11:15,2110,35.18231361666667,1656911482.552269,2022-07-04T08:11:22,2110040,35.16733333333333,13181.6120082645
1656911486,929373,4832004,4825987,1656911475,912267,3,1656911480,912343,3,109,87,4831493,4200,1656911486,418630,3,161,10,0,2022-07-04T08:11:26,2121,35.36548955,1656911493.021565,2022-07-04T08:11:33,2121031,35.350516666666664,13233.980761701603
1656911499,928219,4845003,4825987,1656911475,912267,3,1656911480,912343,3,109,87,4843944,4211,1656911498,868798,3,200,10,0,2022-07-04T08:11:39,2134,35.582136983333335,1656911507.903112,2022-07-04T08:11:47,2134030,35.56716666666667,13298.237650137096
1656911511,930098,4857005,4825987,1656911475,912267,3,1656911480,912343,3,109,87,4855203,4221,1656911510,128342,3,236,10,0,2022-07-04T08:11:51,2146,35.782168299999995,1656911518.152168,2022-07-04T08:11:58,2146032,35.7672,13365.219744899088
1656911522,928598,4868003,4825987,1656911475,912267,3,1656911480,912343,3,109,87,4867583,4232,1656911522,508731,3,13,10,0,2022-07-04T08:12:02,2157,35.96547663333333,1656911532.360993,2022-07-04T08:12:12,2157030,35.950500000000005,13430.222086078476
1656911535,928275,4881003,4825987,1656911475,912267,3,1656911480,912343,3,109,87,4879994,4243,1656911534,918771,3,52,10,0,2022-07-04T08:12:15,2170,36.18213791666667,1656911543.1207678,2022-07-04T08:12:23,2170030,36.16716666666667,13495.035086274094
1656911558,928046,4904003,4896521,1656911546,445941,3,1656911551,445961,3,111,89,4903793,4263,1656911558,718172,3,121,10,0,2022-07-04T08:12:38,2193,36.56546743333333,1656911567.481185,2022-07-04T08:12:47,2193030,36.55050000000001,13590.695355700736
1656911569,928037,4915003,4896521,1656911546,445941,3,1656911551,445961,3,111,89,4914074,4272,1656911568,998215,3,154,10,0,2022-07-04T08:12:49,2204,36.74880061666667,1656911577.5299969,2022-07-04T08:12:57,2204030,36.73383333333334,13638.818448739717
1656911581,927889,4927003,4896521,1656911546,445941,3,1656911551,445961,3,111,89,4925273,4282,1656911580,197647,3,190,10,0,2022-07-04T08:13:01,2216,36.94879815,1656911591.550045,2022-07-04T08:13:11,2216030,36.93383333333334,13695.973413076288
1656911593,937783,4939013,4896521,1656911546,445941,3,1656911551,445961,3,111,89,4938774,4294,1656911593,698216,3,226,10,0,2022-07-04T08:13:13,2228,37.14896305,1656911602.1104279,2022-07-04T08:13:22,2228040,37.134,13751.198261811276
1656911605,927295,4951003,4945559,1656911595,483507,3,1656911600,483555,3,113,91,4950473,4304,1656911605,397322,3,6,10,0,2022-07-04T08:13:25,2240,37.34878825,1656911615.309892,2022-07-04T08:13:35,2240030,37.33383333333334,13813.091348882148
1656911617,927543,4963003,4961730,1656911611,654179,3,1656911616,654208,3,115,93,4962013,4314,1656911616,937729,3,42,10,0,2022-07-04T08:13:37,2252,37.54879238333333,1656911626.060365,2022-07-04T08:13:46,2252030,37.533833333333334,13890.995076199384
1656911629,927319,4975003,4961730,1656911611,654179,3,1656911616,654208,3,115,93,4974733,4325,1656911629,657182,3,78,10,0,2022-07-04T08:13:49,2264,37.74878865,1656911636.4692888,2022-07-04T08:13:56,2264030,37.73383333333334,14016.61286663132
1656911634,926948,4986003,4976316,1656911631,240206,3,1656911625,239797,3,116,94,4985183,4334,1656911634,107073,3,111,10,0,2022-07-04T08:13:54,2269,37.8321158,1656911650.5185769,2022-07-04T08:14:10,2275030,37.91716666666667,14055.659713794199
1656911653,937501,4999013,4988220,1656911637,144081,3,1656911643,144605,3,117,95,4998833,4346,1656911653,757175,3,150,10,0,2022-07-04T08:14:13,2288,38.14895835,1656911660.6519399,2022-07-04T08:14:20,2288040,38.134,14126.508959599783
1656911666,926965,5012003,4988220,1656911637,144081,3,1656911643,144605,3,117,95,5010104,4356,1656911665,27552,3,189,10,0,2022-07-04T08:14:26,2301,38.36544941666667,1656911674.359057,2022-07-04T08:14:34,2301030,38.350500000000004,14185.91539500722
1656911673,926842,5024003,5023413,1656911678,336720,3,1656911673,336567,3,118,96,5022953,4367,1656911677,877215,3,225,10,0,2022-07-04T08:14:33,2308,38.48211403333333,1656911684.708297,2022-07-04T08:14:44,2313030,38.55050000000001,14216.345245310602
1656911687,934700,5033011,5025973,1656911675,896956,3,1656911680,896973,3,119,97,5032023,4375,1656911686,946737,3,252,10,0,2022-07-04T08:14:47,2322,38.71557833333333,1656911695.5179088,2022-07-04T08:14:55,2322038,38.700633333333336,14275.196994250626
1656911699,936875,5045013,5025973,1656911675,896956,3,1656911680,896973,3,119,97,5044433,4386,1656911699,357178,3,32,10,0,2022-07-04T08:14:59,2334,38.91561458333333,1656911709.0993528,2022-07-04T08:15:09,2334040,38.900666666666666,14338.824768347053
1656911710,926834,5057003,5056302,1656911705,225813,3,1656911710,225890,3,121,99,5056103,4396,1656911705,26612,3,68,10,0,2022-07-04T08:15:10,2345,39.09878056666666,1656911721.958068,2022-07-04T08:15:21,2346030,39.100500000000004,14387.417310801833
1656911723,927026,5070003,5056302,1656911705,225813,3,1656911710,225890,3,121,99,5069674,4408,1656911723,597491,3,107,10,0,2022-07-04T08:15:23,2358,39.31545043333333,1656911735.85984,2022-07-04T08:15:35,2359030,39.31716666666667,14444.850713810263
1656911735,927022,5082003,5056302,1656911705,225813,3,1656911710,225890,3,121,99,5080853,4418,1656911734,776672,3,143,10,0,2022-07-04T08:15:35,2370,39.51545036666666,1656911746.817232,2022-07-04T08:15:46,2371030,39.51716666666667,14502.842912535732
1656911748,943014,5095019,5056302,1656911705,225813,3,1656911710,225890,3,121,99,5093233,4429,1656911747,156653,3,182,10,0,2022-07-04T08:15:48,2383,39.73238356666666,1656911760.877121,2022-07-04T08:16:00,2384046,39.7341,14569.95028947677
1656911761,927032,5108003,5056302,1656911705,225813,3,1656911710,225890,3,121,99,5105844,4440,1656911759,767181,3,221,10,0,2022-07-04T08:16:01,2396,39.948783866666666,1656911771.5267558,2022-07-04T08:16:11,2397030,39.950500000000005,14643.545141460843
1656911773,927022,5120003,5056302,1656911705,225813,3,1656911710,225890,3,121,99,5119303,4452,1656911773,227046,3,1,10,0,2022-07-04T08:16:13,2408,40.148783699999996,1656911782.3271239,2022-07-04T08:16:22,2409030,40.1505,14707.67545954281
1656911786,926609,5133003,5056302,1656911705,225813,3,1656911710,225890,3,121,99,5130624,4462,1656911784,547231,3,40,10,0,2022-07-04T08:16:26,2421,40.36544348333334,1656911795.487449,2022-07-04T08:16:35,2422030,40.36716666666667,14779.787244202105
1656911810,927044,5157003,5056302,1656911705,225813,3,1656911710,225890,3,121,99,5156103,4484,1656911810,27152,3,112,10,0,2022-07-04T08:16:50,2445,40.76545073333333,1656911820.5871918,2022-07-04T08:17:00,2446030,40.76716666666667,14904.2050176685
1656911823,943245,5170020,5056302,1656911705,225813,3,1656911710,225890,3,121,99,5168533,4495,1656911822,457065,3,151,10,0,2022-07-04T08:17:03,2458,40.98238741666667,1656911830.637589,2022-07-04T08:17:10,2459047,40.984116666666665,14977.440741716488
1656911833,937146,5180013,5056302,1656911705,225813,3,1656911710,225890,3,121,99,5176623,4502,1656911830,546635,3,181,10,0,2022-07-04T08:17:13,2468,41.148952433333335,1656911840.615984,2022-07-04T08:17:20,2469040,41.150666666666666,15056.9636246681
1656911844,926044,5191003,5181092,1656911830,14476,3,1656911835,14572,3,123,101,5190573,4514,1656911844,496077,3,214,10,0,2022-07-04T08:17:24,2479,41.33210073333333,1656911854.577348,2022-07-04T08:17:34,2480030,41.33383333333334,15150.97643860311
1656911857,935791,5204013,5181092,1656911830,14476,3,1656911835,14572,3,123,101,5200784,4523,1656911854,706198,3,253,10,0,2022-07-04T08:17:37,2492,41.54892985,1656911866.046376,2022-07-04T08:17:46,2493040,41.550666666666665,15223.311359302783
1656911869,932009,5216009,5181092,1656911830,14476,3,1656911835,14572,3,123,101,5215633,4536,1656911869,555815,3,33,10,0,2022-07-04T08:17:49,2504,41.74886681666667,1656911879.506528,2022-07-04T08:17:59,2505036,41.7506,15279.960026106826
1656911881,925644,5228003,5181092,1656911830,14476,3,1656911835,14572,3,123,101,5227044,4546,1656911880,966282,3,69,10,0,2022-07-04T08:18:01,2516,41.94876073333333,1656911889.465108,2022-07-04T08:18:09,2517030,41.950500000000005,15338.092703332553
1656911892,926049,5239003,5181092,1656911830,14476,3,1656911835,14572,3,123,101,5238483,4556,1656911892,406075,3,102,10,0,2022-07-04T08:18:12,2527,42.13210081666667,1656911903.294924,2022-07-04T08:18:23,2528030,42.133833333333335,15401.584577412017
1656911904,926056,5251003,5181092,1656911830,14476,3,1656911835,14572,3,123,101,5250384,4566,1656911904,306221,3,138,10,0,2022-07-04T08:18:24,2539,42.33210093333333,1656911914.07498,2022-07-04T08:18:34,2540030,42.33383333333334,15480.96885709886
1656911916,926009,5263003,5181092,1656911830,14476,3,1656911835,14572,3,123,101,5259473,4574,1656911913,396121,3,174,10,0,2022-07-04T08:18:36,2551,42.53210015,1656911924.9751558,2022-07-04T08:18:44,2552030,42.533833333333334,15556.486523418178
1656911929,925746,5276003,5181092,1656911830,14476,3,1656911835,14572,3,123,101,5275523,4587,1656911929,445902,3,213,10,0,2022-07-04T08:18:49,2564,42.74876243333333,1656911938.8448849,2022-07-04T08:18:58,2565030,42.7505,15630.321819894189
1656911952,926078,5299003,5181092,1656911830,14476,3,1656911835,14572,3,123,101,5297923,4607,1656911951,846153,3,26,10,0,2022-07-04T08:19:12,2587,43.1321013,1656911963.243253,2022-07-04T08:19:23,2588030,43.133833333333335,15734.791109447515
1656911976,926035,5323003,5181092,1656911830,14476,3,1656911835,14572,3,123,101,5322834,4628,1656911976,756208,3,98,10,0,2022-07-04T08:19:36,2611,43.53210058333333,1656911987.6228518,2022-07-04T08:19:47,2612030,43.533833333333334,15862.986238602896
1656911989,925786,5336003,5181092,1656911830,14476,3,1656911835,14572,3,123,101,5334283,4638,1656911988,205703,3,137,10,0,2022-07-04T08:19:49,2624,43.7487631,1656911997.52434,2022-07-04T08:19:57,2625030,43.7505,15929.039394126878
1656912000,711819,5346013,5345230,1656911999,153103,3,1656911999,929265,3,124,101,5345653,4647,1656912000,351697,3,167,10,0,2022-07-04T08:20:00,2635,43.92853031666667,1656912008.254168,2022-07-04T08:20:08,2635040,43.91733333333333,15981.771497212578
1656912013,702114,5359003,5345230,1656911999,153103,3,1656911999,929265,3,124,101,5358433,4658,1656912013,131803,3,206,10,0,2022-07-04T08:20:13,2648,44.14503523333334,1656912022.182229,2022-07-04T08:20:22,2648030,44.133833333333335,16038.792874390152
1656912036,702091,5382003,5345230,1656911999,153103,3,1656911999,929265,3,124,101,5381864,4678,1656912036,562264,3,19,10,0,2022-07-04T08:20:36,2671,44.528368183333335,1656912046.6875439,2022-07-04T08:20:46,2671030,44.51716666666667,16142.497663379032
1656912047,712468,5393014,5345230,1656911999,153103,3,1656911999,929265,3,124,101,5392134,4687,1656912046,832236,3,52,10,0,2022-07-04T08:20:47,2682,44.71187446666667,1656912056.911684,2022-07-04T08:20:56,2682041,44.70068333333334,16189.540588204607
1656912060,701690,5406003,5345230,1656911999,153103,3,1656911999,929265,3,124,101,5403473,4697,1656912058,171820,3,91,10,0,2022-07-04T08:21:00,2695,44.9283615,1656912067.822701,2022-07-04T08:21:07,2695030,44.91716666666667,16244.97780081994
1656912085,702054,5431003,5345230,1656911999,153103,3,1656911999,929265,3,124,101,5428754,4719,1656912083,452245,3,166,10,0,2022-07-04T08:21:25,2720,45.34503423333333,1656912092.580981,2022-07-04T08:21:32,2720030,45.33383333333334,16358.428963626162
1656912097,712839,5443014,5345230,1656911999,153103,3,1656911999,929265,3,124,101,5442333,4731,1656912097,32203,3,202,10,0,2022-07-04T08:21:37,2732,45.54521398333333,1656912106.2409449,2022-07-04T08:21:46,2732041,45.534016666666666,16411.981827968793
1656912110,650825,5456004,5447239,1656912101,937571,3,1656912101,885854,3,125,101,5454833,4742,1656912109,480069,3,241,10,0,2022-07-04T08:21:50,2745,45.76084708333334,1656912116.937433,2022-07-04T08:21:56,2745031,45.75051666666666,16478.374562872235
1656912144,662934,5490016,5447239,1656912101,937571,3,1656912101,885854,3,125,101,5488904,4772,1656912143,550428,3,87,10,0,2022-07-04T08:22:24,2779,46.32771556666667,1656912154.9705448,2022-07-04T08:22:34,2779043,46.31738333333333,16642.93935508815
1656912156,650278,5502003,5447239,1656912101,937571,3,1656912101,885854,3,125,101,5501353,4783,1656912156,88,3,123,10,0,2022-07-04T08:22:36,2791,46.527504633333336,1656912165.671,2022-07-04T08:22:45,2791030,46.51716666666667,16707.60803337403
1656912167,660032,5513013,5447239,1656912101,937571,3,1656912101,885854,3,125,101,5509323,4790,1656912163,970385,3,156,10,0,2022-07-04T08:22:47,2802,46.711000533333326,1656912175.659385,2022-07-04T08:22:55,2802040,46.70066666666666,16785.251310753563
1656912179,650256,5525003,5447239,1656912101,937571,3,1656912101,885854,3,125,101,5524243,4802,1656912178,890375,3,192,10,0,2022-07-04T08:22:59,2814,46.9108376,1656912189.519125,2022-07-04T08:23:09,2814030,46.9005,16897.43682595773
1656912191,650267,5537003,5447239,1656912101,937571,3,1656912101,885854,3,125,101,5536763,4813,1656912191,410297,3,228,10,0,2022-07-04T08:23:11,2826,47.11083778333333,1656912200.36934,2022-07-04T08:23:20,2826030,47.100500000000004,17019.259600848934
1656912228,828855,5574003,5548274,1656912202,920643,3,1656912203,99672,3,126,101,5572233,4844,1656912227,58957,3,83,10,0,2022-07-04T08:23:48,2863,47.73048091666667,1656912234.7790918,2022-07-04T08:23:54,2863030,47.71716666666667,17343.158438513263
1656912239,829167,5585003,5548274,1656912202,920643,3,1656912203,99672,3,126,101,5584854,4854,1656912239,679341,3,116,10,0,2022-07-04T08:23:59,2874,47.91381945,1656912248.609556,2022-07-04T08:24:08,2874030,47.9005,17408.31671105431
1656912262,838972,5608013,5548274,1656912202,920643,3,1656912203,99672,3,126,101,5604403,4870,1656912259,228799,3,185,10,0,2022-07-04T08:24:22,2897,48.2973162,1656912271.791872,2022-07-04T08:24:31,2897040,48.284,17518.219223843556
1656912274,829165,5620003,5548274,1656912202,920643,3,1656912203,99672,3,126,101,5619544,4883,1656912274,369339,3,221,10,0,2022-07-04T08:24:34,2909,48.497152750000005,1656912282.801916,2022-07-04T08:24:42,2909030,48.48383333333334,17567.53424174274
1656912286,841161,5632015,5548274,1656912202,920643,3,1656912203,99672,3,126,101,5630753,4893,1656912285,579210,3,1,10,0,2022-07-04T08:24:46,2921,48.69735268333333,1656912293.661453,2022-07-04T08:24:53,2921042,48.68403333333333,17623.61667898877
1656912310,829199,5656003,5548274,1656912202,920643,3,1656912203,99672,3,126,101,5654903,4914,1656912309,728815,3,73,10,0,2022-07-04T08:25:10,2945,49.09715331666666,1656912317.692488,2022-07-04T08:25:17,2945030,49.08383333333334,17727.450022288274
1656912322,829199,5668003,5548274,1656912202,920643,3,1656912203,99672,3,126,101,5666393,4924,1656912321,219027,3,109,10,0,2022-07-04T08:25:22,2957,49.297153316666666,1656912334.1943128,2022-07-04T08:25:34,2957030,49.283833333333334,17780.164480708223
1656912335,829073,5681003,5548274,1656912202,920643,3,1656912203,99672,3,126,101,5679243,4935,1656912334,69292,3,148,10,0,2022-07-04T08:25:35,2970,49.51381788333333,1656912344.766197,2022-07-04T08:25:44,2970030,49.5005,17838.08725099643
1656912348,837011,5694011,5548274,1656912202,920643,3,1656912203,99672,3,126,101,5692823,4947,1656912347,648789,3,187,10,0,2022-07-04T08:25:48,2983,49.730616850000004,1656912355.5250928,2022-07-04T08:25:55,2983038,49.7173,17897.573866821145
1656912360,828766,5706003,5548274,1656912202,920643,3,1656912203,99672,3,126,101,5705503,4958,1656912360,329290,3,223,10,0,2022-07-04T08:26:00,2995,49.93047943333333,1656912369.064605,2022-07-04T08:26:09,2995030,49.91716666666667,17951.423295678185
1656912371,828782,5717003,5548274,1656912202,920643,3,1656912203,99672,3,126,101,5716073,4967,1656912370,899279,3,0,10,0,2022-07-04T08:26:11,3006,50.11381303333334,1656912379.815017,2022-07-04T08:26:19,3006030,50.100500000000004,18003.638731599654
1656912384,829194,5730003,5548274,1656912202,920643,3,1656912203,99672,3,126,101,5727543,4977,1656912382,369285,3,39,10,0,2022-07-04T08:26:24,3019,50.330486566666664,1656912395.935312,2022-07-04T08:26:35,3019030,50.31716666666667,18071.14531326023
1656912397,829203,5743003,5548274,1656912202,920643,3,1656912203,99672,3,126,101,5742394,4990,1656912397,219342,3,78,10,0,2022-07-04T08:26:37,3032,50.54715338333333,1656912406.466889,2022-07-04T08:26:46,3032030,50.533833333333334,18138.518536434643
1656912409,838947,5755013,5548274,1656912202,920643,3,1656912203,99672,3,126,101,5752713,4999,1656912407,539210,3,114,10,0,2022-07-04T08:26:49,3044,50.747315783333335,1656912420.186344,2022-07-04T08:27:00,3044040,50.734,18199.000591442877
1656912422,838868,5768013,5548274,1656912202,920643,3,1656912203,99672,3,126,101,5767783,5012,1656912422,609187,3,153,10,0,2022-07-04T08:27:02,3057,50.96398113333333,1656912430.1466968,2022-07-04T08:27:10,3057040,50.95066666666666,18262.728128753766
1656912433,828762,5779003,5548274,1656912202,920643,3,1656912203,99672,3,126,101,5778333,5021,1656912433,159197,3,186,10,0,2022-07-04T08:27:13,3068,51.147146033333335,1656912440.538856,2022-07-04T08:27:20,3068030,51.133833333333335,18322.108786544253
1656912444,828762,5790003,5548274,1656912202,920643,3,1656912203,99672,3,126,101,5789713,5031,1656912444,539201,3,219,10,0,2022-07-04T08:27:24,3079,51.330479366666665,1656912454.3471289,2022-07-04T08:27:34,3079030,51.31716666666667,18377.111208538237
1656912457,848807,5803023,5548274,1656912202,920643,3,1656912203,99672,3,126,101,5801503,5041,1656912456,329201,3,2,10,0,2022-07-04T08:27:37,3092,51.54748011666666,1656912465.127872,2022-07-04T08:27:45,3092050,51.53416666666667,18438.462783905718
1656912468,829193,5814003,5548274,1656912202,920643,3,1656912203,99672,3,126,101,5813013,5051,1656912467,838760,3,35,10,0,2022-07-04T08:27:48,3103,51.73048655,1656912474.987725,2022-07-04T08:27:54,3103030,51.71716666666667,18490.267810654575
1656912479,829195,5825003,5548274,1656912202,920643,3,1656912203,99672,3,126,101,5824703,5061,1656912479,529185,3,68,10,0,2022-07-04T08:27:59,3114,51.91381991666666,1656912489.428676,2022-07-04T08:28:09,3114030,51.9005,18540.529454229538
1656912492,829002,5838003,5548274,1656912202,920643,3,1656912203,99672,3,126,101,5836093,5071,1656912490,918949,3,107,10,0,2022-07-04T08:28:12,3127,52.13048336666667,1656912500.2483249,2022-07-04T08:28:20,3127030,52.11716666666667,18597.276952578326
1656912505,685883,5851003,5843016,1656912497,841731,3,1656912497,698531,3,127,101,5849633,5083,1656912504,315680,3,146,10,0,2022-07-04T08:28:25,3140,52.34476471666667,1656912513.349557,2022-07-04T08:28:33,3140030,52.33383333333334,18656.298279327966
1656912540,685457,5886003,5843016,1656912497,841731,3,1656912497,698531,3,127,101,5885043,5114,1656912539,725912,3,251,10,0,2022-07-04T08:29:00,3175,52.92809095,1656912548.559509,2022-07-04T08:29:08,3175030,52.91716666666667,18825.30829672343
1656912564,685576,5910003,5843016,1656912497,841731,3,1656912497,698531,3,127,101,5909404,5135,1656912564,86038,3,67,10,0,2022-07-04T08:29:24,3199,53.32809293333333,1656912573.281576,2022-07-04T08:29:33,3199030,53.31716666666667,18935.82269031866
1656912612,920507,5958003,5951292,1656912600,209206,3,1656912606,209201,3,129,103,5957683,5177,1656912612,600875,3,211,10,0,2022-07-04T08:30:12,3247,54.132008449999994,1656912621.5914369,2022-07-04T08:30:21,3247030,54.11716666666667,19160.200782529846
1656912624,921071,5970004,5951292,1656912600,209206,3,1656912606,209201,3,129,103,5969133,5187,1656912624,50885,3,247,10,0,2022-07-04T08:30:24,3259,54.33201785000001,1656912632.9621649,2022-07-04T08:30:32,3259031,54.31718333333333,19210.14062638063
1656912636,920469,5982003,5951292,1656912600,209206,3,1656912606,209201,3,129,103,5981634,5198,1656912636,551053,3,27,10,0,2022-07-04T08:30:36,3271,54.53200781666667,1656912645.922268,2022-07-04T08:30:45,3271030,54.51716666666667,19285.394597456925
1656912647,922634,5994005,5990089,1656912639,6662,3,1656912644,6719,3,131,105,5993413,5208,1656912647,330344,3,63,10,0,2022-07-04T08:30:47,3282,54.715377233333335,1656912656.761649,2022-07-04T08:30:56,3283032,54.717200000000005,19329.212255785504
1656912659,920365,6006003,5990089,1656912639,6662,3,1656912644,6719,3,131,105,6004753,5218,1656912658,670712,3,99,10,0,2022-07-04T08:30:59,3294,54.91533941666667,1656912667.482244,2022-07-04T08:31:07,3295030,54.91716666666667,19380.83788857634
1656912671,920553,6018003,5990089,1656912639,6662,3,1656912644,6719,3,131,105,6016153,5228,1656912670,70726,3,135,10,0,2022-07-04T08:31:11,3306,55.11534255,1656912681.0745518,2022-07-04T08:31:21,3307030,55.11716666666667,19439.566714147873
1656912682,920292,6029003,5990089,1656912639,6662,3,1656912644,6719,3,131,105,6027783,5238,1656912681,700816,3,168,10,0,2022-07-04T08:31:22,3317,55.29867153333333,1656912691.292376,2022-07-04T08:31:31,3318030,55.30050000000001,19494.603118902818
1656912706,920667,6053003,5990089,1656912639,6662,3,1656912644,6719,3,131,105,6052793,5259,1656912706,710812,3,240,10,0,2022-07-04T08:31:46,3341,55.69867778333333,1656912715.593245,2022-07-04T08:31:55,3342030,55.700500000000005,19614.70791019009
1656912718,920282,6065003,5990089,1656912639,6662,3,1656912644,6719,3,131,105,6064213,5269,1656912718,130375,3,20,10,0,2022-07-04T08:31:58,3353,55.89867136666667,1656912726.2758439,2022-07-04T08:32:06,3354030,55.9005,19674.20488039459
1656912730,920477,6077003,5990089,1656912639,6662,3,1656912644,6719,3,131,105,6076654,5280,1656912730,570860,3,56,10,0,2022-07-04T08:32:10,3365,56.09867461666667,1656912739.9452238,2022-07-04T08:32:19,3366030,56.100500000000004,19738.30447387904
1656912741,920451,6088003,5990089,1656912639,6662,3,1656912644,6719,3,131,105,6086914,5288,1656912740,830840,3,89,10,0,2022-07-04T08:32:21,3376,56.28200751666667,1656912750.652844,2022-07-04T08:32:30,3377030,56.283833333333334,19785.58422729273
1656912753,920388,6100003,5990089,1656912639,6662,3,1656912644,6719,3,131,105,6099303,5299,1656912753,220283,3,125,10,0,2022-07-04T08:32:33,3388,56.48200646666667,1656912764.643689,2022-07-04T08:32:44,3389030,56.48383333333334,19843.289201061576
1656912765,920442,6112003,5990089,1656912639,6662,3,1656912644,6719,3,131,105,6110766,5309,1656912764,683129,3,161,10,0,2022-07-04T08:32:45,3400,56.68200736666667,1656912774.663169,2022-07-04T08:32:54,3401030,56.68383333333334,19897.80012423222
1656912776,920657,6123003,5990089,1656912639,6662,3,1656912644,6719,3,131,105,6122193,5319,1656912776,110721,3,194,10,0,2022-07-04T08:32:56,3411,56.865344283333336,1656912784.624397,2022-07-04T08:33:04,3412030,56.86716666666667,19946.76644766869
1656912789,920575,6136003,5990089,1656912639,6662,3,1656912644,6719,3,131,105,6135773,5330,1656912789,690835,3,233,10,0,2022-07-04T08:33:09,3424,57.08200958333334,1656912798.4340398,2022-07-04T08:33:18,3425030,57.08383333333334,20006.23498640218
1656912801,756110,6147013,6145320,1656912799,237256,3,1656912800,63402,3,132,105,6146013,5339,1656912800,756358,3,10,10,0,2022-07-04T08:33:21,3436,57.27926849999999,1656912809.445736,2022-07-04T08:33:29,3436040,57.26733333333333,20058.304859050826
1656912826,746645,6172003,6145320,1656912799,237256,3,1656912800,63402,3,132,105,6171483,5361,1656912826,226509,3,85,10,0,2022-07-04T08:33:46,3461,57.69577741666667,1656912833.5249438,2022-07-04T08:33:53,3461030,57.68383333333334,20169.506432369486
