time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909137,345000,2471129,31.5,95,12,3,2022-07-04T07:32:17,-228,-3.79425,1656909146.7959728,2022-07-04T07:32:26,-239844,-3.9974,96.52926309299066
1656909152,117000,2486069,31.5,230,12,3,2022-07-04T07:32:32,-213,-3.5480500000000004,1656909162.5636199,2022-07-04T07:32:42,-224904,-3.7483999999999997,97.16024999907464
1656909200,407000,2534069,31.5625,66,12,3,2022-07-04T07:33:20,-165,-2.7432166666666666,1656909210.15318,2022-07-04T07:33:30,-176904,-2.9484,96.77840779258476
1656909210,851000,2549069,31.5625,48,12,3,2022-07-04T07:33:30,-155,-2.56915,1656909227.072028,2022-07-04T07:33:47,-161904,-2.6984,96.6055042373122
1656909231,70000,2563069,31.5625,123,12,3,2022-07-04T07:33:51,-134,-2.2321666666666666,1656909239.374552,2022-07-04T07:33:59,-147904,-2.4650666666666665,96.43843609886103
1656909247,752000,2580698,31.625,90,12,3,2022-07-04T07:34:07,-118,-1.9541333333333335,1656909255.536633,2022-07-04T07:34:15,-130275,-2.17125,97.05039031116675
1656909279,23000,2611081,31.6875,14,12,3,2022-07-04T07:34:39,-86,-1.4329500000000002,1656909288.142793,2022-07-04T07:34:48,-99892,-1.6648666666666665,97.1818618774414
1656909292,773000,2625069,31.6875,192,12,3,2022-07-04T07:34:52,-73,-1.2037833333333334,1656909303.7431638,2022-07-04T07:35:03,-85904,-1.4317333333333333,97.214435253699
1656909325,0,2657069,31.75,121,12,3,2022-07-04T07:35:25,-40,-0.6666666666666666,1656909334.576473,2022-07-04T07:35:34,-53904,-0.8984000000000001,97.98430009145488
1656909356,680000,2688069,31.8125,143,12,3,2022-07-04T07:35:56,-9,-0.13866666666666666,1656909363.8501248,2022-07-04T07:36:03,-22904,-0.3817333333333333,97.66693846843232
