time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909136,385000,2470069,31.375,123,12,2,2022-07-04T07:32:16,-229,-3.8102500000000004,1656909145.749117,2022-07-04T07:32:25,-240904,-4.015066666666667,96.57935328601245
1656909168,339000,2502069,31.4375,145,12,2,2022-07-04T07:32:48,-197,-3.2776833333333335,1656909179.188992,2022-07-04T07:32:59,-208904,-3.481733333333333,97.0637202491803
1656909199,451000,2533069,31.4375,57,12,2,2022-07-04T07:33:19,-166,-2.75915,1656909210.15318,2022-07-04T07:33:30,-177904,-2.9650666666666665,96.73190777043146
1656909231,70000,2563069,31.5,122,12,2,2022-07-04T07:33:51,-134,-2.2321666666666666,1656909239.374552,2022-07-04T07:33:59,-147904,-2.4650666666666665,96.43843609886103
1656909263,831000,2596130,31.5625,21,12,2,2022-07-04T07:34:23,-102,-1.68615,1656909271.5286238,2022-07-04T07:34:31,-114843,-1.91405,97.1818618774414
1656909279,23000,2611069,31.625,166,12,2,2022-07-04T07:34:39,-86,-1.4329500000000002,1656909287.612597,2022-07-04T07:34:47,-99904,-1.6650666666666667,97.1818618774414
1656909292,773000,2625069,31.625,191,12,2,2022-07-04T07:34:52,-73,-1.2037833333333334,1656909303.095048,2022-07-04T07:35:03,-85904,-1.4317333333333333,97.214435253699
1656909309,286000,2641069,31.625,138,12,2,2022-07-04T07:35:09,-56,-0.9285666666666667,1656909319.02086,2022-07-04T07:35:19,-69904,-1.1650666666666667,97.65000425697183
1656909325,0,2657069,31.6875,120,12,2,2022-07-04T07:35:25,-40,-0.6666666666666666,1656909334.576473,2022-07-04T07:35:34,-53904,-0.8984000000000001,97.98430009145488
1656909355,720000,2687069,31.75,134,12,2,2022-07-04T07:35:55,-10,-0.15466666666666665,1656909363.3006358,2022-07-04T07:36:03,-23904,-0.3984,97.79324507904877
