time_s,time_us,time_steady,current,voltage,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909108,757945,2454833,nan,nan,41,10,3,2022-07-04T07:31:48,-257,-4.270700916666667,1656909119.9813728,2022-07-04T07:31:59,-256140,-4.269,96.27541509284565
1656909125,171659,2471247,0.00457763671875,7.960000038146973,173,10,3,2022-07-04T07:32:05,-240,-3.9971390166666665,1656909136.082216,2022-07-04T07:32:16,-239726,-3.995433333333333,97.03852837998592
1656909142,71730,2488147,0.00732421875,7.815999984741211,59,10,3,2022-07-04T07:32:22,-223,-3.7154711666666667,1656909152.038993,2022-07-04T07:32:32,-222826,-3.7137666666666664,97.41793247516813
1656909189,201729,2535277,0.00457763671875,7.947999954223633,197,10,3,2022-07-04T07:33:09,-176,-2.9299711833333335,1656909197.9746609,2022-07-04T07:33:17,-175696,-2.9282666666666666,96.33983507647135
1656909204,226291,2549733,nan,nan,63,10,3,2022-07-04T07:33:24,-161,-2.679561816666667,1656909213.2720559,2022-07-04T07:33:33,-161240,-2.6873333333333336,96.81296922075536
1656909214,140144,2565215,0.0054931640625,7.8520002365112305,189,10,3,2022-07-04T07:33:34,-151,-2.5143309333333335,1656909229.290925,2022-07-04T07:33:49,-145758,-2.4293,96.41934217902485
1656909235,459014,2580533,nan,nan,59,10,3,2022-07-04T07:33:55,-130,-2.1590164333333335,1656909245.372568,2022-07-04T07:34:05,-130440,-2.174,96.94937316193233
1656909252,94340,2597169,0.00640869140625,7.76800012588501,201,10,3,2022-07-04T07:34:12,-113,-1.881761,1656909261.388216,2022-07-04T07:34:21,-113804,-1.8967333333333334,96.95238727673178
1656909282,728931,2627803,0.00457763671875,7.955999851226807,203,10,3,2022-07-04T07:34:42,-83,-1.3711844833333333,1656909293.2467358,2022-07-04T07:34:53,-83170,-1.3861666666666668,97.1818618774414
1656909328,174764,2673249,0.00732421875,7.840000152587891,69,10,3,2022-07-04T07:35:28,-37,-0.6137539333333333,1656909337.420172,2022-07-04T07:35:37,-37724,-0.6287333333333333,98.04524467898261
1656909344,351523,2689426,0.0054931640625,7.943999767303467,205,10,3,2022-07-04T07:35:44,-21,-0.3441412833333333,1656909354.12286,2022-07-04T07:35:54,-21547,-0.3591166666666667,98.3343398211596
1656909359,88971,2704163,nan,nan,75,10,3,2022-07-04T07:35:59,-6,-0.09851715,1656909369.1593928,2022-07-04T07:36:09,-6810,-0.11349999999999999,97.60189056396484
