time_s,time_us,time_steady,current,voltage,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909108,757945,2454833,0.08514404296875,7.8480000495910645,40,10,2,2022-07-04T07:31:48,-257,-4.270700916666667,1656909119.9813728,2022-07-04T07:31:59,-256140,-4.269,96.27541509284565
1656909125,171659,2471247,nan,nan,172,10,2,2022-07-04T07:32:05,-240,-3.9971390166666665,1656909136.082216,2022-07-04T07:32:16,-239726,-3.995433333333333,97.03852837998592
1656909140,362184,2486437,0.05035400390625,7.760000228881836,42,10,2,2022-07-04T07:32:20,-225,-3.7439636,1656909151.407577,2022-07-04T07:32:31,-224536,-3.7422666666666666,97.16450589794142
1656909172,678134,2518753,nan,nan,60,10,2,2022-07-04T07:32:52,-193,-3.2053644333333335,1656909181.029724,2022-07-04T07:33:01,-192220,-3.2036666666666664,97.15026619131538
1656909187,588157,2533663,0.08514404296875,7.920000076293945,182,10,2,2022-07-04T07:33:07,-178,-2.95686405,1656909196.4105608,2022-07-04T07:33:16,-177310,-2.9551666666666665,96.60354344591263
1656909204,226291,2549733,nan,nan,62,10,2,2022-07-04T07:33:24,-161,-2.679561816666667,1656909213.2720559,2022-07-04T07:33:33,-161240,-2.6873333333333336,96.81296922075536
1656909212,347501,2563422,0.05859375,7.748000144958496,172,10,2,2022-07-04T07:33:32,-153,-2.544208316666667,1656909228.229236,2022-07-04T07:33:48,-147551,-2.4591833333333333,96.52099305419276
1656909235,459014,2580533,nan,nan,58,10,2,2022-07-04T07:33:55,-130,-2.1590164333333335,1656909245.372568,2022-07-04T07:34:05,-130440,-2.174,96.94937316193233
1656909282,728931,2627803,nan,nan,202,10,2,2022-07-04T07:34:42,-83,-1.3711844833333333,1656909293.2467358,2022-07-04T07:34:53,-83170,-1.3861666666666668,97.1818618774414
1656909328,174764,2673249,nan,nan,68,10,2,2022-07-04T07:35:28,-37,-0.6137539333333333,1656909336.8915849,2022-07-04T07:35:36,-37724,-0.6287333333333333,98.04524467898261
1656909344,351523,2689426,0.06591796875,7.927999973297119,204,10,2,2022-07-04T07:35:44,-21,-0.3441412833333333,1656909353.537057,2022-07-04T07:35:53,-21547,-0.3591166666666667,98.3343398211596
1656909359,88971,2704163,nan,nan,74,10,2,2022-07-04T07:35:59,-6,-0.09851715,1656909369.1593928,2022-07-04T07:36:09,-6810,-0.11349999999999999,97.60189056396484
