time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909111,818467,2457996,45.9375,58,10,0,2022-07-04T07:31:51,-254,-4.219692216666667,1656909121.10712,2022-07-04T07:32:01,-252977,-4.216283333333333,96.41770616747904
1656909127,818458,2474093,46.0,190,10,0,2022-07-04T07:32:07,-238,-3.9530257,1656909137.2431169,2022-07-04T07:32:17,-236880,-3.948,97.02633218425137
1656909143,978491,2490194,46.125,66,10,0,2022-07-04T07:32:23,-222,-3.683691816666667,1656909153.269321,2022-07-04T07:32:33,-220779,-3.67965,97.36902001230766
1656909175,988631,2522174,46.125,78,10,0,2022-07-04T07:32:55,-190,-3.1501894833333335,1656909185.651733,2022-07-04T07:33:05,-188799,-3.14665,97.219857881712
1656909191,978463,2538214,46.1875,214,10,0,2022-07-04T07:33:11,-174,-2.883692283333333,1656909201.504041,2022-07-04T07:33:21,-172759,-2.8793166666666665,96.36844214695728
1656909222,989538,2568225,46.3125,206,10,0,2022-07-04T07:33:42,-143,-2.366841033333333,1656909230.4836528,2022-07-04T07:33:50,-142748,-2.3791333333333333,95.91754196291619
1656909239,999307,2585216,46.3125,92,10,0,2022-07-04T07:33:59,-126,-2.0833448833333335,1656909247.3880248,2022-07-04T07:34:07,-125757,-2.09595,97.55564240285717
1656909254,999331,2600177,46.375,218,10,0,2022-07-04T07:34:14,-111,-1.8333444833333334,1656909263.2316768,2022-07-04T07:34:23,-110796,-1.8466,97.07169615423209
1656909270,999307,2616215,46.375,94,10,0,2022-07-04T07:34:30,-95,-1.5666782166666666,1656909278.8717248,2022-07-04T07:34:38,-94758,-1.5793,97.1818618774414
1656909330,19316,2675257,46.0625,76,10,0,2022-07-04T07:35:30,-35,-0.5830114,1656909338.0865319,2022-07-04T07:35:38,-35716,-0.5952666666666667,98.08065375531505
1656909346,41923,2691230,46.0625,212,10,0,2022-07-04T07:35:46,-19,-0.31596795,1656909354.727136,2022-07-04T07:35:54,-19743,-0.32904999999999995,98.36259415618386
1656909362,49299,2707224,46.0625,92,10,0,2022-07-04T07:36:02,-3,-0.04917835,1656909369.8492248,2022-07-04T07:36:09,-3749,-0.062483333333333335,97.60189056396484
