time_s,time_us,time_steady,current,voltage,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909128,442000,2462333,-1.22296142578125,7.923999786376953,151,12,0,2022-07-04T07:32:08,-237,-3.942633333333333,1656909143.551921,2022-07-04T07:32:23,-248640,-4.144,96.99379745598345
1656909147,652000,2481871,-0.577972412109375,8.020000457763672,79,12,0,2022-07-04T07:32:27,-218,-3.622466666666667,1656909155.7593398,2022-07-04T07:32:35,-229102,-3.818366666666667,97.27478671692866
1656909180,232000,2513805,-0.605987548828125,8.01200008392334,32,12,0,2022-07-04T07:33:00,-185,-3.079466666666667,1656909188.613376,2022-07-04T07:33:08,-197168,-3.2861333333333334,97.19082726230103
1656909196,572000,2530069,-0.595001220703125,8.015999794006348,223,12,0,2022-07-04T07:33:16,-169,-2.8071333333333333,1656909204.480504,2022-07-04T07:33:24,-180904,-3.015066666666667,96.59187266187567
1656909208,522000,2542654,-0.5789794921875,8.015999794006348,3,12,0,2022-07-04T07:33:28,-157,-2.607966666666667,1656909219.975853,2022-07-04T07:33:39,-168319,-2.8053166666666667,96.73375918057972
1656909226,938000,2559422,-0.60296630859375,7.927999973297119,31,12,0,2022-07-04T07:33:46,-139,-2.3010333333333337,1656909236.345685,2022-07-04T07:33:56,-151551,-2.5258499999999997,96.06651884147237
1656909243,179000,2575308,-1.27093505859375,7.9079999923706055,84,12,0,2022-07-04T07:34:03,-122,-2.03035,1656909252.6419199,2022-07-04T07:34:12,-135665,-2.261083333333333,97.58557046196502
1656909335,548000,2667544,-1.2550048828125,7.9079999923706055,214,12,0,2022-07-04T07:35:35,-30,-0.4908666666666666,1656909345.2844439,2022-07-04T07:35:45,-43429,-0.7238166666666667,98.18678553895352
1656909350,622000,2682205,-0.593994140625,7.9039998054504395,90,12,0,2022-07-04T07:35:50,-15,-0.23963333333333334,1656909360.524464,2022-07-04T07:36:00,-28768,-0.47946666666666665,98.43914824397069
1656909365,549000,2697396,-0.55902099609375,8.01200008392334,31,12,0,2022-07-04T07:36:05,0,0.00915,1656909372.621852,2022-07-04T07:36:12,-13577,-0.22628333333333334,97.60189056396484
