time_s,time_us,time_steady,deg,vdda,vbat,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909110,345800,2456697,50.674156188964844,3.2799999713897705,3.291135549545288,130,13,0,2022-07-04T07:31:50,-255,-4.244236666666667,1656909119.9813728,2022-07-04T07:31:59,-254276,-4.237933333333333,96.34923831460716
1656909113,723800,2460075,50.674156188964844,3.2799999713897705,3.2927472591400146,149,13,0,2022-07-04T07:31:53,-252,-4.187936666666666,1656909127.7897089,2022-07-04T07:32:07,-250898,-4.181633333333333,96.50628970979778
1656909125,764900,2472440,50.97378158569336,3.2799999713897705,3.2927472591400146,218,13,0,2022-07-04T07:32:05,-240,-3.9872516666666664,1656909136.082216,2022-07-04T07:32:16,-238533,-3.9755499999999997,97.06610958979478
1656909133,100900,2479776,50.674156188964844,3.2799999713897705,3.2927472591400146,7,13,0,2022-07-04T07:32:13,-232,-3.864985,1656909144.7200599,2022-07-04T07:32:24,-231197,-3.853283333333333,96.75070870570298
1656909140,882000,2487234,50.97378158569336,3.2799999713897705,3.2927472591400146,52,13,0,2022-07-04T07:32:20,-225,-3.7353,1656909152.038993,2022-07-04T07:32:32,-223739,-3.7289833333333333,97.29320153156772
1656909175,346600,2521697,50.97378158569336,3.2799999713897705,3.2927472591400146,247,13,0,2022-07-04T07:32:55,-190,-3.16089,1656909185.0949,2022-07-04T07:33:05,-189276,-3.1546000000000003,97.20636141197436
1656909182,943800,2529294,50.674156188964844,3.2799999713897705,3.2927472591400146,37,13,0,2022-07-04T07:33:02,-183,-3.03427,1656909193.7476878,2022-07-04T07:33:13,-181679,-3.0279833333333332,97.09178191739744
1656909190,414900,2536765,50.97378158569336,3.2799999713897705,3.2927472591400146,82,13,0,2022-07-04T07:33:10,-175,-2.9097516666666667,1656909197.9746609,2022-07-04T07:33:17,-174208,-2.9034666666666666,96.2923901447208
1656909199,192400,2544974,50.97378158569336,3.2799999713897705,3.2927472591400146,127,13,0,2022-07-04T07:33:19,-166,-2.7634600000000002,1656909206.065656,2022-07-04T07:33:26,-165999,-2.76665,96.7193294171586
1656909201,109400,2546892,50.97378158569336,3.2799999713897705,3.2927472591400146,135,13,0,2022-07-04T07:33:21,-164,-2.73151,1656909213.930577,2022-07-04T07:33:33,-164081,-2.7346833333333334,96.81257266241788
1656909205,250400,2556764,50.97378158569336,3.2820000648498535,3.2959706783294678,188,13,0,2022-07-04T07:33:25,-160,-2.662493333333333,1656909221.075893,2022-07-04T07:33:41,-154209,-2.57015,96.79913664623211
1656909214,339400,2565689,50.97378158569336,3.2799999713897705,3.2927472591400146,251,13,0,2022-07-04T07:33:34,-151,-2.5110099999999997,1656909229.290925,2022-07-04T07:33:49,-145284,-2.4213999999999998,96.40804347271107
1656909228,551900,2574125,51.273406982421875,3.2799999713897705,3.2927472591400146,60,13,0,2022-07-04T07:33:48,-137,-2.2741350000000002,1656909238.1915479,2022-07-04T07:33:58,-136848,-2.2808,96.21178439367459
1656909237,512700,2582861,50.97378158569336,3.2799999713897705,3.2927472591400146,126,13,0,2022-07-04T07:33:57,-128,-2.1247883333333335,1656909246.362273,2022-07-04T07:34:06,-128112,-2.1351999999999998,97.22360362510243
1656909255,85900,2600434,50.97378158569336,3.2799999713897705,3.2927472591400146,224,13,0,2022-07-04T07:34:15,-110,-1.8319016666666668,1656909262.715509,2022-07-04T07:34:22,-110539,-1.8423166666666666,97.07525156979665
1656909270,346900,2615695,50.97378158569336,3.2799999713897705,3.2927472591400146,56,13,0,2022-07-04T07:34:30,-95,-1.5775516666666667,1656909278.8717248,2022-07-04T07:34:38,-95278,-1.5879666666666667,97.1818618774414
1656909278,952100,2624589,50.97378158569336,3.2799999713897705,3.2927472591400146,109,13,0,2022-07-04T07:34:38,-87,-1.4341316666666666,1656909287.096736,2022-07-04T07:34:47,-86384,-1.4397333333333333,97.1818618774414
1656909292,742300,2638090,50.97378158569336,3.2820000648498535,3.2927472591400146,189,13,0,2022-07-04T07:34:52,-73,-1.204295,1656909302.4393399,2022-07-04T07:35:02,-72883,-1.2147166666666667,97.21362546938359
1656909331,614200,2676961,50.97378158569336,3.2799999713897705,3.2927472591400146,156,13,0,2022-07-04T07:35:31,-34,-0.5564300000000001,1656909339.209533,2022-07-04T07:35:39,-34012,-0.5668666666666666,98.11127006176636
1656909355,669600,2701016,51.273406982421875,3.2799999713897705,3.2927472591400146,33,13,0,2022-07-04T07:35:55,-10,-0.15550666666666668,1656909363.3006358,2022-07-04T07:36:03,-9957,-0.16595000000000001,97.79987617610614
1656909358,119600,2703466,50.97378158569336,3.2799999713897705,3.2927472591400146,49,13,0,2022-07-04T07:35:58,-7,-0.11467333333333334,1656909370.86424,2022-07-04T07:36:10,-7507,-0.12511666666666665,97.60189056396484
