time_s,time_us,time_steady,rx_packet_start_cnt,rx_packet_done_cnt,rx_cmds_start_cnt,rx_cmds_done_cnt,rx_drops_start_cnt,rx_drops_done_cnt,tx_psize_start_cnt,tx_psize_done_cnt,tx_packet_start_cnt,tx_packet_done_cnt,tx_zeroes_start_cnt,tx_zeroes_done_cnt,tx_empty_buffer_cnt,tx_overruns_cnt,cmds_get_size_cnt,cmds_get_packet_cnt,cmds_set_packet_cnt,cmds_invalid_cnt,restarts_cnt,berr_cnt,arlo_cnt,ovf_cnt,af_cnt,btf_cnt,tx_wrong_size_cnt,rx_wrong_size_cnt,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909112,164000,2456982,5,5,6006,6006,1686,1686,61967,61967,61963,61962,0,0,11451,12542,7884,61967,1691,0,78,12,0,0,11451,0,0,0,7,11,0,2022-07-04T07:31:52,-253,-4.213933333333333,1656909122.861773,2022-07-04T07:32:02,-253991,-4.233183333333334,96.43377083288294
1656909128,454000,2473272,5,5,6738,6738,1695,1695,62301,62301,62297,62296,0,0,11506,12768,8273,62301,1700,0,79,12,0,0,11506,0,0,0,216,11,0,2022-07-04T07:32:08,-237,-3.9424333333333332,1656909136.735312,2022-07-04T07:32:16,-237701,-3.9616833333333332,96.99317132857068
1656909139,663000,2484481,5,5,7245,7245,1700,1700,62534,62534,62530,62529,0,0,11542,12911,8542,62534,1705,0,80,12,0,0,11542,0,0,0,23,11,0,2022-07-04T07:32:19,-226,-3.7556166666666666,1656909147.3251119,2022-07-04T07:32:27,-226492,-3.7748666666666666,96.99140247692058
1656909151,880000,2496698,5,5,7700,7700,1706,1706,62741,62741,62737,62736,0,0,11577,13148,8784,62741,1711,0,81,12,0,0,11577,0,0,0,116,11,0,2022-07-04T07:32:31,-214,-3.552,1656909161.359453,2022-07-04T07:32:41,-214275,-3.57125,97.16632955162366
1656909177,355000,2522171,5,5,9287,9287,1724,1724,63460,63460,63456,63454,0,0,11708,13148,9634,63460,1729,0,81,12,0,0,11708,0,0,0,66,11,0,2022-07-04T07:32:57,-188,-3.127416666666667,1656909185.651733,2022-07-04T07:33:05,-188802,-3.1467,97.24858103971985
1656909188,571000,2533388,5,5,9991,9991,1734,1734,63780,63780,63776,63775,0,0,11762,13148,10008,63780,1739,0,81,12,0,0,11762,0,0,0,129,11,0,2022-07-04T07:33:08,-177,-2.9404833333333333,1656909195.872232,2022-07-04T07:33:15,-177585,-2.95975,96.44291601500358
1656909199,769000,2544585,5,5,10414,10414,1739,1739,63974,63974,63970,63969,0,0,11792,13360,10232,63974,1744,0,82,12,0,0,11792,0,0,0,192,11,0,2022-07-04T07:33:19,-166,-2.75385,1656909206.065656,2022-07-04T07:33:26,-166388,-2.7731333333333335,96.7473753510222
1656909209,947000,2554764,5,5,10742,10742,1744,1744,64124,64124,64120,64119,0,0,11815,13591,10405,64124,1749,0,83,12,0,0,11815,0,0,0,226,11,0,2022-07-04T07:33:29,-156,-2.584216666666667,1656909219.975853,2022-07-04T07:33:39,-156209,-2.6034833333333336,96.65528631919878
1656909222,167000,2566984,5,5,11491,11491,1753,1753,64463,64463,64459,64458,0,0,11877,13591,10806,64463,1758,0,83,12,0,0,11877,0,0,0,55,11,0,2022-07-04T07:33:42,-143,-2.38055,1656909231.1492648,2022-07-04T07:33:51,-143989,-2.3998166666666667,95.96418354607516
1656909234,389000,2579205,5,5,12265,12265,1762,1762,64815,64815,64811,64810,0,0,11938,13591,11219,64815,1767,0,84,13,0,0,11938,0,0,0,148,11,0,2022-07-04T07:33:54,-131,-2.17685,1656909244.772837,2022-07-04T07:34:04,-131768,-2.1961333333333335,96.80649326947628
1656909258,821000,2603637,5,5,13507,13507,1777,1777,65379,65379,65375,65374,0,0,12037,13812,11882,65379,1782,0,85,13,0,0,12037,0,0,0,76,11,0,2022-07-04T07:34:18,-107,-1.76965,1656909268.517932,2022-07-04T07:34:28,-107336,-1.7889333333333333,97.1818618774414
1656909283,262000,2628078,5,5,15034,15034,1799,1799,531,531,527,526,0,0,12166,13812,12699,531,1804,0,85,13,0,0,12166,0,0,0,252,11,0,2022-07-04T07:34:43,-82,-1.3623,1656909289.7395039,2022-07-04T07:34:49,-82895,-1.3815833333333332,97.1818618774414
1656909293,443000,2638259,5,5,15373,15373,1802,1802,686,686,682,681,0,0,12192,14041,12880,686,1807,0,86,13,0,0,12192,0,0,0,31,11,0,2022-07-04T07:34:53,-72,-1.1926166666666667,1656909303.095048,2022-07-04T07:35:03,-72714,-1.2119,97.23210807100614
1656909339,270000,2684085,5,5,17715,17715,1830,1830,1750,1750,1746,1745,0,0,12378,14437,14130,1750,1835,0,88,13,0,0,12378,0,0,0,49,11,0,2022-07-04T07:35:39,-26,-0.42883333333333334,1656909347.638864,2022-07-04T07:35:47,-26888,-0.4481333333333334,98.2494042714226
1656909350,472000,2695288,5,5,18423,18423,1840,1840,2069,2069,2065,2063,0,0,12438,14437,14509,2069,1845,0,88,13,0,0,12438,0,0,0,113,11,0,2022-07-04T07:35:50,-15,-0.24213333333333334,1656909361.224604,2022-07-04T07:36:01,-15685,-0.2614166666666667,98.43664105617275
1656909358,620000,2703435,5,5,18939,18939,1846,1846,2302,2302,2298,2297,0,0,12482,14437,14786,2302,1851,0,88,13,0,0,12482,0,0,0,89,11,0,2022-07-04T07:35:58,-7,-0.10633333333333334,1656909370.341073,2022-07-04T07:36:10,-7538,-0.12563333333333335,97.60189056396484
