time_s,time_us,time_steady,current,voltage,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909138,568154,2484643,0.003662109375,7.97599983215332,25,10,0,2022-07-04T07:32:18,-227,-3.7738641,1656909147.8414478,2022-07-04T07:32:27,-226330,-3.7721666666666667,96.72034137127318
1656909154,809431,2500884,nan,nan,162,10,0,2022-07-04T07:32:34,-211,-3.5031761500000003,1656909164.342192,2022-07-04T07:32:44,-210089,-3.5014833333333333,97.09118343473233
1656909171,68027,2517143,0.003662109375,7.9679999351501465,42,10,0,2022-07-04T07:32:51,-194,-3.23219955,1656909180.398093,2022-07-04T07:33:00,-193830,-3.2305,97.11641928921897
1656909187,588157,2533663,0.003662109375,7.964000225067139,178,10,0,2022-07-04T07:33:07,-178,-2.95686405,1656909195.872232,2022-07-04T07:33:15,-177310,-2.9551666666666665,96.60354344591263
1656909202,596333,2548103,nan,nan,44,10,0,2022-07-04T07:33:22,-163,-2.7067277833333336,1656909212.1245959,2022-07-04T07:33:32,-162870,-2.7145,96.83498495883086
1656909212,347501,2563422,0.003662109375,7.9679999351501465,170,10,0,2022-07-04T07:33:32,-153,-2.544208316666667,1656909228.229236,2022-07-04T07:33:48,-147551,-2.4591833333333333,96.52099305419276
1656909233,460825,2578535,0.003662109375,7.823999881744385,46,10,0,2022-07-04T07:33:53,-132,-2.1923195833333335,1656909244.205072,2022-07-04T07:34:04,-132438,-2.2072999999999996,96.68255326104611
1656909250,469501,2595544,0.003662109375,7.9679999351501465,182,10,0,2022-07-04T07:34:10,-115,-1.90884165,1656909259.706276,2022-07-04T07:34:19,-115429,-1.9238166666666667,96.88565463721288
1656909294,463483,2639538,nan,nan,44,10,0,2022-07-04T07:34:54,-71,-1.1756086166666668,1656909304.8798409,2022-07-04T07:35:04,-71435,-1.1905833333333333,97.25902569731068
1656909341,119343,2686194,0.003662109375,7.9679999351501465,176,10,0,2022-07-04T07:35:41,-24,-0.39801095,1656909351.84198,2022-07-04T07:35:51,-24779,-0.4129833333333333,98.28031527278131
