time_s,time_us,cookie,rssi_pkt,snr_pkt,rssi_signal,time_gregorian,log_timestamp,log_timestamp_gregorian
1656911780,575606,5014,-69,9,-69,2022-07-04T08:16:20,1656911780.578443,2022-07-04T08:16:20
1656911781,144875,5015,-69,9,-69,2022-07-04T08:16:21,1656911781.147726,2022-07-04T08:16:21
1656911781,765939,5016,-69,9,-70,2022-07-04T08:16:21,1656911781.76894,2022-07-04T08:16:21
1656911782,325477,5017,-69,9,-69,2022-07-04T08:16:22,1656911782.328591,2022-07-04T08:16:22
1656911786,96387,5018,-69,9,-69,2022-07-04T08:16:26,1656911786.099277,2022-07-04T08:16:26
1656911786,636959,5019,-69,9,-69,2022-07-04T08:16:26,1656911786.639977,2022-07-04T08:16:26
1656911787,225663,5020,-69,9,-69,2022-07-04T08:16:27,1656911787.228684,2022-07-04T08:16:27
1656911787,835746,5021,-69,9,-69,2022-07-04T08:16:27,1656911787.838786,2022-07-04T08:16:27
1656911788,394964,5022,-69,8,-70,2022-07-04T08:16:28,1656911788.397969,2022-07-04T08:16:28
1656911788,955642,5023,-70,9,-70,2022-07-04T08:16:28,1656911788.959298,2022-07-04T08:16:28
1656911794,185011,5024,-70,8,-71,2022-07-04T08:16:34,1656911794.187899,2022-07-04T08:16:34
1656911794,886026,5025,-71,7,-72,2022-07-04T08:16:34,1656911794.889739,2022-07-04T08:16:34
1656911795,485844,5026,-72,7,-73,2022-07-04T08:16:35,1656911795.489333,2022-07-04T08:16:35
1656911796,25899,5027,-73,7,-73,2022-07-04T08:16:36,1656911796.029099,2022-07-04T08:16:36
1656911796,565772,5028,-74,6,-74,2022-07-04T08:16:36,1656911796.570765,2022-07-04T08:16:36
1656911797,121326,5029,-74,6,-75,2022-07-04T08:16:37,1656911797.125119,2022-07-04T08:16:37
1656911797,804446,5030,-74,5,-76,2022-07-04T08:16:37,1656911797.807404,2022-07-04T08:16:37
1656911798,398655,5031,-74,6,-74,2022-07-04T08:16:38,1656911798.400797,2022-07-04T08:16:38
1656911798,964423,5032,-74,6,-75,2022-07-04T08:16:38,1656911798.968223,2022-07-04T08:16:38
1656911803,224624,5033,-74,7,-75,2022-07-04T08:16:43,1656911803.227784,2022-07-04T08:16:43
1656911803,884421,5034,-73,7,-73,2022-07-04T08:16:43,1656911803.887149,2022-07-04T08:16:43
1656911804,484462,5035,-71,8,-72,2022-07-04T08:16:44,1656911804.488433,2022-07-04T08:16:44
1656911805,34732,5036,-71,8,-71,2022-07-04T08:16:45,1656911805.038855,2022-07-04T08:16:45
1656911806,86057,5037,-70,9,-70,2022-07-04T08:16:46,1656911806.088953,2022-07-04T08:16:46
1656911810,965770,5038,-69,9,-70,2022-07-04T08:16:50,1656911810.968853,2022-07-04T08:16:50
1656911811,526084,5039,-70,9,-71,2022-07-04T08:16:51,1656911811.529918,2022-07-04T08:16:51
1656911812,104440,5040,-71,7,-72,2022-07-04T08:16:52,1656911812.10734,2022-07-04T08:16:52
1656911812,684359,5041,-72,7,-73,2022-07-04T08:16:52,1656911812.688588,2022-07-04T08:16:52
1656911813,387214,5042,-72,7,-73,2022-07-04T08:16:53,1656911813.392224,2022-07-04T08:16:53
1656911813,944305,5043,-73,7,-74,2022-07-04T08:16:53,1656911813.947368,2022-07-04T08:16:53
1656911814,504993,5044,-74,7,-74,2022-07-04T08:16:54,1656911814.508034,2022-07-04T08:16:54
1656911815,97876,5045,-74,6,-74,2022-07-04T08:16:55,1656911815.101424,2022-07-04T08:16:55
1656911815,655080,5046,-74,6,-75,2022-07-04T08:16:55,1656911815.658688,2022-07-04T08:16:55
1656911819,484534,5047,-74,6,-75,2022-07-04T08:16:59,1656911819.488107,2022-07-04T08:16:59
1656911820,34560,5048,-74,6,-74,2022-07-04T08:17:00,1656911820.037888,2022-07-04T08:17:00
1656911820,585665,5049,-73,7,-74,2022-07-04T08:17:00,1656911820.588406,2022-07-04T08:17:00
1656911821,165437,5050,-73,7,-73,2022-07-04T08:17:01,1656911821.168385,2022-07-04T08:17:01
1656911821,775037,5051,-73,7,-73,2022-07-04T08:17:01,1656911821.779623,2022-07-04T08:17:01
1656911822,325296,5052,-72,7,-73,2022-07-04T08:17:02,1656911822.328657,2022-07-04T08:17:02
1656911822,874167,5053,-73,8,-74,2022-07-04T08:17:02,1656911822.877202,2022-07-04T08:17:02
1656911823,445165,5054,-71,8,-71,2022-07-04T08:17:03,1656911823.448333,2022-07-04T08:17:03
1656911823,994151,5055,-69,9,-70,2022-07-04T08:17:03,1656911823.997225,2022-07-04T08:17:03
1656911827,756477,5056,-71,9,-71,2022-07-04T08:17:07,1656911827.75974,2022-07-04T08:17:07
1656911828,406469,5057,-71,8,-72,2022-07-04T08:17:08,1656911828.409787,2022-07-04T08:17:08
1656911828,974150,5058,-72,8,-72,2022-07-04T08:17:08,1656911828.979955,2022-07-04T08:17:08
1656911829,535216,5059,-72,7,-73,2022-07-04T08:17:09,1656911829.53858,2022-07-04T08:17:09
1656911830,83946,5060,-74,7,-74,2022-07-04T08:17:10,1656911830.087709,2022-07-04T08:17:10
1656911830,634090,5061,-74,6,-74,2022-07-04T08:17:10,1656911830.639546,2022-07-04T08:17:10
1656911831,173879,5062,-74,7,-75,2022-07-04T08:17:11,1656911831.177284,2022-07-04T08:17:11
1656911831,714173,5063,-73,6,-75,2022-07-04T08:17:11,1656911831.717695,2022-07-04T08:17:11
1656911837,124798,5064,-77,2,-79,2022-07-04T08:17:17,1656911837.127016,2022-07-04T08:17:17
1656911837,704749,5065,-78,2,-79,2022-07-04T08:17:17,1656911837.708176,2022-07-04T08:17:17
1656911838,283547,5066,-77,3,-78,2022-07-04T08:17:18,1656911838.286667,2022-07-04T08:17:18
1656911838,883958,5067,-78,1,-80,2022-07-04T08:17:18,1656911838.887147,2022-07-04T08:17:18
1656911839,515773,5068,-76,4,-78,2022-07-04T08:17:19,1656911839.51869,2022-07-04T08:17:19
1656911840,74115,5069,-78,2,-79,2022-07-04T08:17:20,1656911840.077091,2022-07-04T08:17:20
1656911840,614356,5070,-78,2,-79,2022-07-04T08:17:20,1656911840.617421,2022-07-04T08:17:20
1656911844,374455,5071,-77,3,-78,2022-07-04T08:17:24,1656911844.377603,2022-07-04T08:17:24
1656911844,923878,5072,-79,1,-81,2022-07-04T08:17:24,1656911844.927456,2022-07-04T08:17:24
1656911845,564024,5073,-78,2,-80,2022-07-04T08:17:25,1656911845.567157,2022-07-04T08:17:25
1656911846,133997,5074,-79,1,-80,2022-07-04T08:17:26,1656911846.137056,2022-07-04T08:17:26
1656911846,704352,5075,-79,1,-80,2022-07-04T08:17:26,1656911846.70751,2022-07-04T08:17:26
1656911847,368031,5076,-77,3,-78,2022-07-04T08:17:27,1656911847.37237,2022-07-04T08:17:27
1656911847,904922,5077,-78,3,-79,2022-07-04T08:17:27,1656911847.907923,2022-07-04T08:17:27
1656911848,454634,5078,-77,4,-78,2022-07-04T08:17:28,1656911848.458192,2022-07-04T08:17:28
1656911849,23528,5079,-78,2,-79,2022-07-04T08:17:29,1656911849.026926,2022-07-04T08:17:29
1656911852,935121,5080,-76,4,-78,2022-07-04T08:17:32,1656911852.939036,2022-07-04T08:17:32
1656911853,483981,5081,-76,5,-77,2022-07-04T08:17:33,1656911853.487141,2022-07-04T08:17:33
1656911854,44802,5082,-76,3,-77,2022-07-04T08:17:34,1656911854.051417,2022-07-04T08:17:34
1656911854,573672,5083,-76,4,-77,2022-07-04T08:17:34,1656911854.580179,2022-07-04T08:17:34
1656911855,104843,5084,-76,5,-77,2022-07-04T08:17:35,1656911855.109093,2022-07-04T08:17:35
1656911855,653851,5085,-75,5,-76,2022-07-04T08:17:35,1656911855.656629,2022-07-04T08:17:35
1656911856,233677,5086,-74,5,-75,2022-07-04T08:17:36,1656911856.2375,2022-07-04T08:17:36
1656911856,913513,5087,-74,6,-75,2022-07-04T08:17:36,1656911856.91662,2022-07-04T08:17:36
1656911857,504598,5088,-74,7,-74,2022-07-04T08:17:37,1656911857.507369,2022-07-04T08:17:37
1656911861,236691,5089,-69,9,-70,2022-07-04T08:17:41,1656911861.240901,2022-07-04T08:17:41
1656911861,845387,5090,-69,9,-69,2022-07-04T08:17:41,1656911861.848233,2022-07-04T08:17:41
1656911862,483358,5091,-68,9,-69,2022-07-04T08:17:42,1656911862.486474,2022-07-04T08:17:42
1656911863,34958,5092,-69,9,-69,2022-07-04T08:17:43,1656911863.03768,2022-07-04T08:17:43
1656911863,574246,5093,-70,9,-70,2022-07-04T08:17:43,1656911863.578024,2022-07-04T08:17:43
1656911864,183740,5094,-69,9,-70,2022-07-04T08:17:44,1656911864.187298,2022-07-04T08:17:44
1656911864,803376,5095,-69,9,-70,2022-07-04T08:17:44,1656911864.806767,2022-07-04T08:17:44
1656911865,480230,5096,-70,9,-71,2022-07-04T08:17:45,1656911865.483762,2022-07-04T08:17:45
1656911866,43485,5097,-70,8,-71,2022-07-04T08:17:46,1656911866.047695,2022-07-04T08:17:46
1656911869,883580,5098,-73,7,-74,2022-07-04T08:17:49,1656911869.88718,2022-07-04T08:17:49
1656911870,478138,5099,-74,6,-74,2022-07-04T08:17:50,1656911870.481645,2022-07-04T08:17:50
1656911871,553316,5100,-73,7,-74,2022-07-04T08:17:51,1656911871.556644,2022-07-04T08:17:51
1656911872,103810,5101,-73,7,-74,2022-07-04T08:17:52,1656911872.10879,2022-07-04T08:17:52
1656911872,803732,5102,-74,5,-75,2022-07-04T08:17:52,1656911872.806757,2022-07-04T08:17:52
1656911873,384508,5103,-74,5,-75,2022-07-04T08:17:53,1656911873.38868,2022-07-04T08:17:53
1656911873,913295,5104,-74,6,-75,2022-07-04T08:17:53,1656911873.916584,2022-07-04T08:17:53
1656911874,493049,5105,-75,5,-75,2022-07-04T08:17:54,1656911874.499788,2022-07-04T08:17:54
1656911879,503025,5106,-73,7,-74,2022-07-04T08:17:59,1656911879.508948,2022-07-04T08:17:59
1656911880,73061,5107,-73,7,-73,2022-07-04T08:18:00,1656911880.079273,2022-07-04T08:18:00
1656911880,634526,5108,-72,7,-73,2022-07-04T08:18:00,1656911880.63792,2022-07-04T08:18:00
1656911881,163993,5109,-71,8,-72,2022-07-04T08:18:01,1656911881.167427,2022-07-04T08:18:01
1656911881,784081,5110,-70,9,-71,2022-07-04T08:18:01,1656911881.787386,2022-07-04T08:18:01
1656911882,375072,5111,-69,9,-70,2022-07-04T08:18:02,1656911882.378501,2022-07-04T08:18:02
1656911882,992934,5112,-69,9,-69,2022-07-04T08:18:02,1656911882.996085,2022-07-04T08:18:02
1656911886,704199,5113,-76,5,-77,2022-07-04T08:18:06,1656911886.707505,2022-07-04T08:18:06
1656911887,254399,5114,-76,5,-77,2022-07-04T08:18:07,1656911887.257548,2022-07-04T08:18:07
1656911887,812843,5115,-77,3,-79,2022-07-04T08:18:07,1656911887.816271,2022-07-04T08:18:07
1656911888,353173,5116,-77,4,-78,2022-07-04T08:18:08,1656911888.356445,2022-07-04T08:18:08
1656911888,903127,5117,-79,1,-81,2022-07-04T08:18:08,1656911888.906648,2022-07-04T08:18:08
1656911889,463167,5118,-78,2,-79,2022-07-04T08:18:09,1656911889.467881,2022-07-04T08:18:09
1656911890,93040,5119,-79,1,-80,2022-07-04T08:18:10,1656911890.096336,2022-07-04T08:18:10
1656911890,625201,5120,-78,2,-80,2022-07-04T08:18:10,1656911890.628289,2022-07-04T08:18:10
1656911891,174027,5121,-77,4,-78,2022-07-04T08:18:11,1656911891.176831,2022-07-04T08:18:11
1656911894,903145,5122,-75,6,-76,2022-07-04T08:18:14,1656911894.906315,2022-07-04T08:18:14
1656911895,483709,5123,-74,6,-75,2022-07-04T08:18:15,1656911895.487116,2022-07-04T08:18:15
1656911896,123005,5124,-74,6,-75,2022-07-04T08:18:16,1656911896.126064,2022-07-04T08:18:16
1656911896,673273,5125,-74,6,-75,2022-07-04T08:18:16,1656911896.677148,2022-07-04T08:18:16
1656911897,232947,5126,-74,6,-75,2022-07-04T08:18:17,1656911897.236048,2022-07-04T08:18:17
1656911897,863129,5127,-73,7,-74,2022-07-04T08:18:17,1656911897.866864,2022-07-04T08:18:17
1656911898,422811,5128,-70,9,-70,2022-07-04T08:18:18,1656911898.426539,2022-07-04T08:18:18
1656911899,72985,5129,-69,9,-70,2022-07-04T08:18:19,1656911899.076673,2022-07-04T08:18:19
1656911899,622769,5130,-71,9,-71,2022-07-04T08:18:19,1656911899.626044,2022-07-04T08:18:19
1656911903,293226,5131,-75,5,-76,2022-07-04T08:18:23,1656911903.296155,2022-07-04T08:18:23
1656911903,873858,5132,-75,5,-76,2022-07-04T08:18:23,1656911903.877314,2022-07-04T08:18:23
1656911904,424375,5133,-75,5,-76,2022-07-04T08:18:24,1656911904.427352,2022-07-04T08:18:24
1656911905,63256,5134,-74,5,-76,2022-07-04T08:18:25,1656911905.066918,2022-07-04T08:18:25
1656911905,623070,5135,-75,5,-75,2022-07-04T08:18:25,1656911905.626171,2022-07-04T08:18:25
1656911906,185815,5136,-75,5,-76,2022-07-04T08:18:26,1656911906.188768,2022-07-04T08:18:26
1656911906,856597,5137,-74,6,-75,2022-07-04T08:18:26,1656911906.860977,2022-07-04T08:18:26
1656911907,522665,5138,-74,6,-75,2022-07-04T08:18:27,1656911907.526572,2022-07-04T08:18:27
1656911908,82472,5139,-74,6,-74,2022-07-04T08:18:28,1656911908.08638,2022-07-04T08:18:28
1656911911,906908,5140,-74,6,-75,2022-07-04T08:18:31,1656911911.910834,2022-07-04T08:18:31
1656911912,473765,5141,-74,6,-75,2022-07-04T08:18:32,1656911912.476785,2022-07-04T08:18:32
1656911913,2804,5142,-74,6,-74,2022-07-04T08:18:33,1656911913.005999,2022-07-04T08:18:33
1656911913,532961,5143,-73,7,-74,2022-07-04T08:18:33,1656911913.536329,2022-07-04T08:18:33
1656911914,73346,5144,-73,7,-73,2022-07-04T08:18:34,1656911914.077125,2022-07-04T08:18:34
1656911914,633147,5145,-73,7,-73,2022-07-04T08:18:34,1656911914.638097,2022-07-04T08:18:34
1656911915,202424,5146,-73,7,-74,2022-07-04T08:18:35,1656911915.206565,2022-07-04T08:18:35
1656911919,987873,5147,-72,7,-73,2022-07-04T08:18:39,1656911919.990786,2022-07-04T08:18:39
1656911920,613734,5148,-71,6,-72,2022-07-04T08:18:40,1656911920.616656,2022-07-04T08:18:40
1656911921,202784,5149,-71,7,-72,2022-07-04T08:18:41,1656911921.206644,2022-07-04T08:18:41
1656911921,861626,5150,-71,7,-72,2022-07-04T08:18:41,1656911921.864561,2022-07-04T08:18:41
1656911922,433705,5151,-70,7,-72,2022-07-04T08:18:42,1656911922.436546,2022-07-04T08:18:42
1656911923,93004,5152,-70,7,-71,2022-07-04T08:18:43,1656911923.09612,2022-07-04T08:18:43
1656911923,714725,5153,-70,8,-70,2022-07-04T08:18:43,1656911923.718134,2022-07-04T08:18:43
1656911924,292639,5154,-70,9,-70,2022-07-04T08:18:44,1656911924.295818,2022-07-04T08:18:44
1656911924,973503,5155,-69,9,-70,2022-07-04T08:18:44,1656911924.976579,2022-07-04T08:18:44
1656911928,685384,5156,-70,9,-70,2022-07-04T08:18:48,1656911928.688546,2022-07-04T08:18:48
1656911929,243192,5157,-69,9,-69,2022-07-04T08:18:49,1656911929.246258,2022-07-04T08:18:49
1656911929,922344,5158,-69,8,-70,2022-07-04T08:18:49,1656911929.925842,2022-07-04T08:18:49
1656911930,472765,5159,-69,8,-70,2022-07-04T08:18:50,1656911930.476585,2022-07-04T08:18:50
1656911931,52207,5160,-69,9,-70,2022-07-04T08:18:51,1656911931.057056,2022-07-04T08:18:51
1656911931,612819,5161,-70,9,-70,2022-07-04T08:18:51,1656911931.616202,2022-07-04T08:18:51
1656911932,152152,5162,-69,9,-70,2022-07-04T08:18:52,1656911932.15651,2022-07-04T08:18:52
1656911932,742506,5163,-70,8,-70,2022-07-04T08:18:52,1656911932.745463,2022-07-04T08:18:52
1656911933,333261,5164,-70,9,-70,2022-07-04T08:18:53,1656911933.336225,2022-07-04T08:18:53
1656911937,43607,5165,-72,7,-73,2022-07-04T08:18:57,1656911937.046967,2022-07-04T08:18:57
1656911937,601978,5166,-72,7,-73,2022-07-04T08:18:57,1656911937.605826,2022-07-04T08:18:57
1656911938,162867,5167,-72,7,-73,2022-07-04T08:18:58,1656911938.166587,2022-07-04T08:18:58
1656911938,843578,5168,-71,7,-72,2022-07-04T08:18:58,1656911938.848438,2022-07-04T08:18:58
1656911939,422095,5169,-71,8,-72,2022-07-04T08:18:59,1656911939.428062,2022-07-04T08:18:59
1656911939,973360,5170,-71,8,-72,2022-07-04T08:18:59,1656911939.976786,2022-07-04T08:18:59
1656911940,511911,5171,-71,8,-72,2022-07-04T08:19:00,1656911940.516011,2022-07-04T08:19:00
1656911941,53157,5172,-71,8,-72,2022-07-04T08:19:01,1656911941.056324,2022-07-04T08:19:01
1656911941,622132,5173,-71,8,-72,2022-07-04T08:19:01,1656911941.625064,2022-07-04T08:19:01
1656911945,412100,5174,-71,7,-72,2022-07-04T08:19:05,1656911945.415497,2022-07-04T08:19:05
1656911946,22789,5175,-71,7,-72,2022-07-04T08:19:06,1656911946.026375,2022-07-04T08:19:06
1656911947,612992,5176,-70,8,-71,2022-07-04T08:19:07,1656911947.616179,2022-07-04T08:19:07
1656911948,231768,5177,-70,8,-71,2022-07-04T08:19:08,1656911948.235664,2022-07-04T08:19:08
1656911948,923253,5178,-70,9,-71,2022-07-04T08:19:08,1656911948.9302,2022-07-04T08:19:08
1656911950,62348,5179,-70,9,-70,2022-07-04T08:19:10,1656911950.070287,2022-07-04T08:19:10
1656911953,892051,5180,-70,9,-71,2022-07-04T08:19:13,1656911953.895023,2022-07-04T08:19:13
1656911954,432432,5181,-71,8,-72,2022-07-04T08:19:14,1656911954.436629,2022-07-04T08:19:14
1656911955,493039,5182,-70,9,-70,2022-07-04T08:19:15,1656911955.496853,2022-07-04T08:19:15
1656911956,102481,5183,-70,9,-70,2022-07-04T08:19:16,1656911956.105722,2022-07-04T08:19:16
1656911956,712033,5184,-69,9,-70,2022-07-04T08:19:16,1656911956.715578,2022-07-04T08:19:16
1656911957,281775,5185,-70,9,-70,2022-07-04T08:19:17,1656911957.284926,2022-07-04T08:19:17
1656911957,891770,5186,-69,9,-70,2022-07-04T08:19:17,1656911957.895159,2022-07-04T08:19:17
1656911958,451823,5187,-69,9,-70,2022-07-04T08:19:18,1656911958.456279,2022-07-04T08:19:18
1656911962,103602,5188,-69,9,-70,2022-07-04T08:19:22,1656911962.106939,2022-07-04T08:19:22
1656911962,687685,5189,-69,9,-70,2022-07-04T08:19:22,1656911962.69075,2022-07-04T08:19:22
1656911963,241651,5190,-69,9,-70,2022-07-04T08:19:23,1656911963.244773,2022-07-04T08:19:23
1656911963,893835,5191,-69,9,-70,2022-07-04T08:19:23,1656911963.897426,2022-07-04T08:19:23
1656911964,498715,5192,-69,9,-69,2022-07-04T08:19:24,1656911964.501921,2022-07-04T08:19:24
1656911965,61558,5193,-69,9,-70,2022-07-04T08:19:25,1656911965.065365,2022-07-04T08:19:25
1656911965,611457,5194,-69,9,-70,2022-07-04T08:19:25,1656911965.614976,2022-07-04T08:19:25
1656911966,167197,5195,-69,9,-70,2022-07-04T08:19:26,1656911966.170965,2022-07-04T08:19:26
1656911966,812019,5196,-69,9,-70,2022-07-04T08:19:26,1656911966.815069,2022-07-04T08:19:26
1656911970,541611,5197,-70,9,-70,2022-07-04T08:19:30,1656911970.547511,2022-07-04T08:19:30
1656911971,72853,5198,-70,9,-70,2022-07-04T08:19:31,1656911971.079355,2022-07-04T08:19:31
1656911971,611659,5199,-70,9,-71,2022-07-04T08:19:31,1656911971.618458,2022-07-04T08:19:31
1656911973,481369,5200,-70,9,-71,2022-07-04T08:19:33,1656911973.484493,2022-07-04T08:19:33
1656911974,72804,5201,-71,8,-72,2022-07-04T08:19:34,1656911974.075959,2022-07-04T08:19:34
1656911974,692374,5202,-71,8,-72,2022-07-04T08:19:34,1656911974.695367,2022-07-04T08:19:34
1656911975,251544,5203,-72,7,-73,2022-07-04T08:19:35,1656911975.254556,2022-07-04T08:19:35
1656911978,981644,5204,-77,3,-78,2022-07-04T08:19:38,1656911978.984864,2022-07-04T08:19:38
1656911979,512155,5205,-76,4,-77,2022-07-04T08:19:39,1656911979.51615,2022-07-04T08:19:39
1656911980,61267,5206,-79,2,-80,2022-07-04T08:19:40,1656911980.064525,2022-07-04T08:19:40
1656911980,631364,5207,-79,1,-80,2022-07-04T08:19:40,1656911980.634266,2022-07-04T08:19:40
1656911981,211489,5208,-77,3,-79,2022-07-04T08:19:41,1656911981.214486,2022-07-04T08:19:41
1656911981,801762,5209,-78,2,-79,2022-07-04T08:19:41,1656911981.805422,2022-07-04T08:19:41
1656911982,361638,5210,-76,4,-78,2022-07-04T08:19:42,1656911982.364447,2022-07-04T08:19:42
1656911982,903326,5211,-78,3,-79,2022-07-04T08:19:42,1656911982.906896,2022-07-04T08:19:42
1656911983,451173,5212,-76,4,-77,2022-07-04T08:19:43,1656911983.454178,2022-07-04T08:19:43
1656911987,91330,5213,-70,8,-71,2022-07-04T08:19:47,1656911987.094908,2022-07-04T08:19:47
1656911987,621292,5214,-69,8,-70,2022-07-04T08:19:47,1656911987.625023,2022-07-04T08:19:47
1656911988,161473,5215,-68,8,-69,2022-07-04T08:19:48,1656911988.164631,2022-07-04T08:19:48
1656911990,261035,5216,-73,5,-74,2022-07-04T08:19:50,1656911990.264466,2022-07-04T08:19:50
1656911990,821766,5217,-73,5,-74,2022-07-04T08:19:50,1656911990.825719,2022-07-04T08:19:50
1656911991,381179,5218,-74,5,-75,2022-07-04T08:19:51,1656911991.384374,2022-07-04T08:19:51
1656911991,911872,5219,-74,4,-75,2022-07-04T08:19:51,1656911991.91533,2022-07-04T08:19:51
1656911995,691655,5220,-75,4,-76,2022-07-04T08:19:55,1656911995.694446,2022-07-04T08:19:55
1656911996,241635,5221,-75,4,-76,2022-07-04T08:19:56,1656911996.247825,2022-07-04T08:19:56
1656911996,891875,5222,-74,4,-76,2022-07-04T08:19:56,1656911996.897808,2022-07-04T08:19:56
1656911997,521018,5223,-74,5,-75,2022-07-04T08:19:57,1656911997.527053,2022-07-04T08:19:57
1656911998,651398,5224,-74,5,-75,2022-07-04T08:19:58,1656911998.65457,2022-07-04T08:19:58
1656911999,201122,5225,-74,6,-74,2022-07-04T08:19:59,1656911999.204637,2022-07-04T08:19:59
1656911999,915938,5226,-74,6,-75,2022-07-04T08:19:59,1656911999.920109,2022-07-04T08:19:59
1656912000,451242,5227,-73,6,-74,2022-07-04T08:20:00,1656912000.460731,2022-07-04T08:20:00
1656912004,172338,5228,-72,7,-73,2022-07-04T08:20:04,1656912004.178545,2022-07-04T08:20:04
1656912004,796702,5229,-72,7,-73,2022-07-04T08:20:04,1656912004.799363,2022-07-04T08:20:04
1656912005,362239,5230,-73,7,-73,2022-07-04T08:20:05,1656912005.366201,2022-07-04T08:20:05
1656912005,961037,5231,-73,7,-74,2022-07-04T08:20:05,1656912005.964322,2022-07-04T08:20:05
1656912006,500808,5232,-73,7,-73,2022-07-04T08:20:06,1656912006.505289,2022-07-04T08:20:06
1656912007,80616,5233,-73,6,-74,2022-07-04T08:20:07,1656912007.084051,2022-07-04T08:20:07
1656912007,670692,5234,-73,7,-74,2022-07-04T08:20:07,1656912007.673542,2022-07-04T08:20:07
1656912008,252358,5235,-73,7,-73,2022-07-04T08:20:08,1656912008.25599,2022-07-04T08:20:08
1656912008,870887,5236,-73,7,-74,2022-07-04T08:20:08,1656912008.873785,2022-07-04T08:20:08
1656912014,220183,5237,-73,7,-73,2022-07-04T08:20:14,1656912014.223424,2022-07-04T08:20:14
1656912015,550759,5238,-73,7,-74,2022-07-04T08:20:15,1656912015.554374,2022-07-04T08:20:15
1656912016,111400,5239,-74,6,-75,2022-07-04T08:20:16,1656912016.115641,2022-07-04T08:20:16
1656912016,730760,5240,-74,5,-75,2022-07-04T08:20:16,1656912016.73424,2022-07-04T08:20:16
1656912021,90840,5241,-75,5,-75,2022-07-04T08:20:21,1656912021.094014,2022-07-04T08:20:21
1656912021,651826,5242,-74,5,-75,2022-07-04T08:20:21,1656912021.659216,2022-07-04T08:20:21
1656912022,180888,5243,-75,5,-75,2022-07-04T08:20:22,1656912022.184111,2022-07-04T08:20:22
1656912022,800656,5244,-75,5,-76,2022-07-04T08:20:22,1656912022.804161,2022-07-04T08:20:22
1656912023,362029,5245,-75,5,-77,2022-07-04T08:20:23,1656912023.365641,2022-07-04T08:20:23
1656912024,90622,5246,-75,4,-76,2022-07-04T08:20:24,1656912024.094144,2022-07-04T08:20:24
1656912024,650802,5247,-75,5,-76,2022-07-04T08:20:24,1656912024.65461,2022-07-04T08:20:24
1656912025,190819,5248,-74,5,-75,2022-07-04T08:20:25,1656912025.194616,2022-07-04T08:20:25
1656912025,741780,5249,-74,6,-75,2022-07-04T08:20:25,1656912025.744854,2022-07-04T08:20:25
1656912029,471917,5250,-73,7,-73,2022-07-04T08:20:29,1656912029.475466,2022-07-04T08:20:29
1656912030,90719,5251,-72,7,-73,2022-07-04T08:20:30,1656912030.094556,2022-07-04T08:20:30
1656912030,621384,5252,-72,7,-73,2022-07-04T08:20:30,1656912030.624919,2022-07-04T08:20:30
1656912031,240838,5253,-72,8,-73,2022-07-04T08:20:31,1656912031.244085,2022-07-04T08:20:31
1656912031,810692,5254,-72,7,-73,2022-07-04T08:20:31,1656912031.813831,2022-07-04T08:20:31
1656912032,410713,5255,-71,8,-71,2022-07-04T08:20:32,1656912032.41331,2022-07-04T08:20:32
1656912033,481648,5256,-69,9,-70,2022-07-04T08:20:33,1656912033.484877,2022-07-04T08:20:33
1656912037,710577,5257,-75,6,-76,2022-07-04T08:20:37,1656912037.714095,2022-07-04T08:20:37
1656912038,281352,5258,-75,6,-76,2022-07-04T08:20:38,1656912038.283941,2022-07-04T08:20:38
1656912038,940863,5259,-76,5,-77,2022-07-04T08:20:38,1656912038.9444,2022-07-04T08:20:38
1656912039,480961,5260,-77,5,-77,2022-07-04T08:20:39,1656912039.484443,2022-07-04T08:20:39
1656912040,31304,5261,-78,3,-79,2022-07-04T08:20:40,1656912040.035145,2022-07-04T08:20:40
1656912040,580744,5262,-78,4,-79,2022-07-04T08:20:40,1656912040.58412,2022-07-04T08:20:40
1656912041,121434,5263,-79,2,-80,2022-07-04T08:20:41,1656912041.124482,2022-07-04T08:20:41
1656912041,702794,5264,-79,2,-81,2022-07-04T08:20:41,1656912041.705705,2022-07-04T08:20:41
1656912042,340269,5265,-79,4,-80,2022-07-04T08:20:42,1656912042.34368,2022-07-04T08:20:42
1656912046,120745,5266,-80,1,-82,2022-07-04T08:20:46,1656912046.124562,2022-07-04T08:20:46
1656912046,685969,5267,-81,1,-83,2022-07-04T08:20:46,1656912046.6899,2022-07-04T08:20:46
1656912047,313187,5268,-80,3,-81,2022-07-04T08:20:47,1656912047.316776,2022-07-04T08:20:47
1656912047,939998,5269,-80,3,-81,2022-07-04T08:20:47,1656912047.942846,2022-07-04T08:20:47
1656912048,500107,5270,-79,5,-80,2022-07-04T08:20:48,1656912048.503613,2022-07-04T08:20:48
1656912049,70115,5271,-77,5,-78,2022-07-04T08:20:49,1656912049.073711,2022-07-04T08:20:49
1656912049,630302,5272,-75,7,-76,2022-07-04T08:20:49,1656912049.632884,2022-07-04T08:20:49
1656912050,271589,5273,-74,8,-74,2022-07-04T08:20:50,1656912050.275286,2022-07-04T08:20:50
1656912050,922659,5274,-74,6,-75,2022-07-04T08:20:50,1656912050.927042,2022-07-04T08:20:50
1656912055,181565,5275,-79,3,-80,2022-07-04T08:20:55,1656912055.1844,2022-07-04T08:20:55
1656912055,711482,5276,-79,4,-81,2022-07-04T08:20:55,1656912055.714788,2022-07-04T08:20:55
