time_s,time_us,cookie,rssi_pkt,snr_pkt,rssi_signal,time_gregorian,log_timestamp,log_timestamp_gregorian
1656909113,851862,2463,-17,11,-18,2022-07-04T07:31:53,1656909113.85547,2022-07-04T07:31:53
1656909114,431835,2464,-18,12,-19,2022-07-04T07:31:54,1656909114.437105,2022-07-04T07:31:54
1656909117,983071,2465,-18,11,-18,2022-07-04T07:31:57,1656909117.986421,2022-07-04T07:31:57
1656909119,31550,2466,-18,11,-18,2022-07-04T07:31:59,1656909119.034434,2022-07-04T07:31:59
1656909119,651999,2467,-21,12,-21,2022-07-04T07:31:59,1656909119.655601,2022-07-04T07:31:59
1656909120,191649,2468,-21,11,-22,2022-07-04T07:32:00,1656909120.195217,2022-07-04T07:32:00
1656909120,741625,2469,-18,12,-19,2022-07-04T07:32:00,1656909120.74441,2022-07-04T07:32:00
1656909121,341563,2470,-19,12,-19,2022-07-04T07:32:01,1656909121.344859,2022-07-04T07:32:01
1656909121,953131,2471,-17,12,-18,2022-07-04T07:32:01,1656909121.955708,2022-07-04T07:32:01
1656909122,513550,2472,-21,12,-21,2022-07-04T07:32:02,1656909122.517037,2022-07-04T07:32:02
1656909126,142011,2473,-19,11,-20,2022-07-04T07:32:06,1656909126.14551,2022-07-04T07:32:06
1656909126,801361,2474,-21,11,-21,2022-07-04T07:32:06,1656909126.807559,2022-07-04T07:32:06
1656909127,412280,2475,-24,11,-24,2022-07-04T07:32:07,1656909127.416407,2022-07-04T07:32:07
1656909127,972185,2476,-23,11,-24,2022-07-04T07:32:07,1656909127.975359,2022-07-04T07:32:07
1656909128,601809,2477,-27,11,-27,2022-07-04T07:32:08,1656909128.608809,2022-07-04T07:32:08
1656909129,142774,2478,-28,12,-28,2022-07-04T07:32:09,1656909129.146762,2022-07-04T07:32:09
1656909129,692670,2479,-34,11,-35,2022-07-04T07:32:09,1656909129.695873,2022-07-04T07:32:09
1656909130,241707,2480,-56,9,-57,2022-07-04T07:32:10,1656909130.244555,2022-07-04T07:32:10
1656909130,781608,2481,-28,11,-29,2022-07-04T07:32:10,1656909130.78803,2022-07-04T07:32:10
1656909134,391278,2482,-29,11,-30,2022-07-04T07:32:14,1656909134.395671,2022-07-04T07:32:14
1656909134,952152,2483,-28,12,-28,2022-07-04T07:32:14,1656909134.956546,2022-07-04T07:32:14
1656909135,740772,2484,-25,12,-25,2022-07-04T07:32:15,1656909135.743896,2022-07-04T07:32:15
1656909136,344282,2485,-24,12,-24,2022-07-04T07:32:16,1656909136.34813,2022-07-04T07:32:16
1656909136,911688,2486,-26,12,-27,2022-07-04T07:32:16,1656909136.915228,2022-07-04T07:32:16
1656909138,241073,2487,-28,12,-29,2022-07-04T07:32:18,1656909138.246223,2022-07-04T07:32:18
1656909142,610203,2488,-30,11,-31,2022-07-04T07:32:22,1656909142.613249,2022-07-04T07:32:22
1656909143,180626,2489,-35,11,-36,2022-07-04T07:32:23,1656909143.185189,2022-07-04T07:32:23
1656909143,741065,2490,-27,12,-27,2022-07-04T07:32:23,1656909143.744882,2022-07-04T07:32:23
1656909144,310810,2491,-24,12,-24,2022-07-04T07:32:24,1656909144.313851,2022-07-04T07:32:24
1656909144,844533,2492,-24,12,-25,2022-07-04T07:32:24,1656909144.847704,2022-07-04T07:32:24
1656909145,370624,2493,-25,12,-25,2022-07-04T07:32:25,1656909145.373217,2022-07-04T07:32:25
1656909151,60368,2494,-18,12,-18,2022-07-04T07:32:31,1656909151.066702,2022-07-04T07:32:31
1656909151,661270,2495,-18,12,-19,2022-07-04T07:32:31,1656909151.6676,2022-07-04T07:32:31
1656909152,300991,2496,-17,11,-18,2022-07-04T07:32:32,1656909152.31177,2022-07-04T07:32:32
1656909152,860359,2497,-17,12,-17,2022-07-04T07:32:32,1656909152.863268,2022-07-04T07:32:32
1656909153,651199,2498,-17,11,-17,2022-07-04T07:32:33,1656909153.654129,2022-07-04T07:32:33
1656909154,230705,2499,-17,12,-18,2022-07-04T07:32:34,1656909154.233599,2022-07-04T07:32:34
1656909154,789879,2500,-17,11,-18,2022-07-04T07:32:34,1656909154.792749,2022-07-04T07:32:34
1656909155,410727,2501,-16,12,-17,2022-07-04T07:32:35,1656909155.413542,2022-07-04T07:32:35
1656909155,977087,2502,-14,12,-15,2022-07-04T07:32:35,1656909155.980261,2022-07-04T07:32:35
1656909159,701668,2503,-16,12,-17,2022-07-04T07:32:39,1656909159.7062,2022-07-04T07:32:39
1656909160,433034,2504,-14,12,-15,2022-07-04T07:32:40,1656909160.436921,2022-07-04T07:32:40
1656909160,982122,2505,-13,11,-14,2022-07-04T07:32:40,1656909160.985286,2022-07-04T07:32:40
1656909161,673096,2506,-14,11,-15,2022-07-04T07:32:41,1656909161.677792,2022-07-04T07:32:41
1656909162,256920,2507,-15,11,-15,2022-07-04T07:32:42,1656909162.260474,2022-07-04T07:32:42
1656909162,833758,2508,-15,12,-15,2022-07-04T07:32:42,1656909162.837293,2022-07-04T07:32:42
1656909163,402827,2509,-15,12,-16,2022-07-04T07:32:43,1656909163.406509,2022-07-04T07:32:43
1656909163,943065,2510,-13,12,-14,2022-07-04T07:32:43,1656909163.946038,2022-07-04T07:32:43
1656909164,553874,2511,-14,12,-15,2022-07-04T07:32:44,1656909164.557608,2022-07-04T07:32:44
1656909168,197269,2512,-15,12,-15,2022-07-04T07:32:48,1656909168.200873,2022-07-04T07:32:48
1656909168,764817,2513,-15,11,-16,2022-07-04T07:32:48,1656909168.767812,2022-07-04T07:32:48
1656909169,356061,2514,-15,11,-16,2022-07-04T07:32:49,1656909169.359656,2022-07-04T07:32:49
1656909170,455912,2515,-15,11,-15,2022-07-04T07:32:50,1656909170.46213,2022-07-04T07:32:50
1656909171,15739,2516,-15,11,-15,2022-07-04T07:32:51,1656909171.019203,2022-07-04T07:32:51
1656909171,646524,2517,-16,12,-16,2022-07-04T07:32:51,1656909171.650834,2022-07-04T07:32:51
1656909172,270348,2518,-15,12,-15,2022-07-04T07:32:52,1656909172.273518,2022-07-04T07:32:52
1656909172,825961,2519,-14,12,-15,2022-07-04T07:32:52,1656909172.829096,2022-07-04T07:32:52
1656909176,457024,2520,-14,12,-14,2022-07-04T07:32:56,1656909176.462859,2022-07-04T07:32:56
1656909177,17353,2521,-14,11,-15,2022-07-04T07:32:57,1656909177.020658,2022-07-04T07:32:57
1656909177,698917,2522,-11,11,-12,2022-07-04T07:32:57,1656909177.701647,2022-07-04T07:32:57
1656909178,228427,2523,-12,11,-12,2022-07-04T07:32:58,1656909178.231311,2022-07-04T07:32:58
1656909178,809455,2524,-13,12,-13,2022-07-04T07:32:58,1656909178.812746,2022-07-04T07:32:58
1656909179,438020,2525,-13,12,-14,2022-07-04T07:32:59,1656909179.440881,2022-07-04T07:32:59
1656909180,38293,2526,-12,12,-12,2022-07-04T07:33:00,1656909180.0429,2022-07-04T07:33:00
1656909180,688615,2527,-13,13,-13,2022-07-04T07:33:00,1656909180.691577,2022-07-04T07:33:00
1656909184,760363,2528,-15,12,-16,2022-07-04T07:33:04,1656909184.7634,2022-07-04T07:33:04
1656909185,320814,2529,-15,12,-15,2022-07-04T07:33:05,1656909185.323955,2022-07-04T07:33:05
1656909185,890951,2530,-18,12,-18,2022-07-04T07:33:05,1656909185.897306,2022-07-04T07:33:05
1656909186,540117,2531,-16,12,-16,2022-07-04T07:33:06,1656909186.5442,2022-07-04T07:33:06
1656909187,131277,2532,-15,12,-16,2022-07-04T07:33:07,1656909187.134266,2022-07-04T07:33:07
1656909187,681771,2533,-16,12,-17,2022-07-04T07:33:07,1656909187.686067,2022-07-04T07:33:07
1656909188,221323,2534,-17,11,-17,2022-07-04T07:33:08,1656909188.225996,2022-07-04T07:33:08
1656909188,761448,2535,-16,12,-16,2022-07-04T07:33:08,1656909188.764454,2022-07-04T07:33:08
1656909189,311121,2536,-16,12,-17,2022-07-04T07:33:09,1656909189.314813,2022-07-04T07:33:09
1656909192,861813,2537,-34,11,-35,2022-07-04T07:33:12,1656909192.86582,2022-07-04T07:33:12
1656909193,402555,2538,-35,11,-36,2022-07-04T07:33:13,1656909193.406371,2022-07-04T07:33:13
1656909195,524757,2539,-28,12,-29,2022-07-04T07:33:15,1656909195.52987,2022-07-04T07:33:15
1656909196,593315,2540,-30,12,-31,2022-07-04T07:33:16,1656909196.596599,2022-07-04T07:33:16
1656909201,194867,2541,-27,12,-28,2022-07-04T07:33:21,1656909201.201649,2022-07-04T07:33:21
1656909201,825426,2542,-25,11,-26,2022-07-04T07:33:21,1656909201.830974,2022-07-04T07:33:21
1656909202,376133,2543,-24,11,-24,2022-07-04T07:33:22,1656909202.381591,2022-07-04T07:33:22
1656909202,945235,2544,-25,12,-25,2022-07-04T07:33:22,1656909202.94993,2022-07-04T07:33:22
1656909203,545465,2545,-26,12,-26,2022-07-04T07:33:23,1656909203.548372,2022-07-04T07:33:23
1656909204,95934,2546,-28,12,-28,2022-07-04T07:33:24,1656909204.098931,2022-07-04T07:33:24
1656909204,626772,2547,-30,13,-31,2022-07-04T07:33:24,1656909204.629579,2022-07-04T07:33:24
1656909205,167766,2548,-35,12,-36,2022-07-04T07:33:25,1656909205.170644,2022-07-04T07:33:25
1656909209,228261,2549,-30,12,-30,2022-07-04T07:33:29,1656909209.234467,2022-07-04T07:33:29
1656909209,827428,2550,-31,12,-31,2022-07-04T07:33:29,1656909209.832873,2022-07-04T07:33:29
1656909210,437573,2551,-33,12,-34,2022-07-04T07:33:30,1656909210.441004,2022-07-04T07:33:30
1656909211,18733,2552,-31,12,-32,2022-07-04T07:33:31,1656909211.022036,2022-07-04T07:33:31
1656909211,747474,2553,-33,11,-34,2022-07-04T07:33:31,1656909211.750731,2022-07-04T07:33:31
1656909212,338751,2554,-29,12,-30,2022-07-04T07:33:32,1656909212.347464,2022-07-04T07:33:32
1656909212,899028,2555,-29,12,-30,2022-07-04T07:33:32,1656909212.902103,2022-07-04T07:33:32
1656909213,537928,2556,-29,12,-30,2022-07-04T07:33:33,1656909213.541398,2022-07-04T07:33:33
1656909214,138137,2557,-28,11,-29,2022-07-04T07:33:34,1656909214.142633,2022-07-04T07:33:34
1656909217,749127,2558,-35,12,-35,2022-07-04T07:33:37,1656909217.752001,2022-07-04T07:33:37
1656909218,339352,2559,-30,12,-31,2022-07-04T07:33:38,1656909218.343496,2022-07-04T07:33:38
1656909218,980417,2560,-30,12,-31,2022-07-04T07:33:38,1656909218.983273,2022-07-04T07:33:38
1656909219,599857,2561,-32,12,-32,2022-07-04T07:33:39,1656909219.60312,2022-07-04T07:33:39
1656909220,150050,2562,-33,11,-34,2022-07-04T07:33:40,1656909220.154014,2022-07-04T07:33:40
1656909220,720138,2563,-29,11,-30,2022-07-04T07:33:40,1656909220.723568,2022-07-04T07:33:40
1656909221,801046,2564,-32,12,-32,2022-07-04T07:33:41,1656909221.804239,2022-07-04T07:33:41
1656909222,390694,2565,-30,12,-30,2022-07-04T07:33:42,1656909222.393915,2022-07-04T07:33:42
1656909226,31045,2566,-23,12,-24,2022-07-04T07:33:46,1656909226.034497,2022-07-04T07:33:46
1656909226,721461,2567,-22,12,-22,2022-07-04T07:33:46,1656909226.725461,2022-07-04T07:33:46
1656909227,322128,2568,-21,11,-21,2022-07-04T07:33:47,1656909227.325658,2022-07-04T07:33:47
1656909227,892960,2569,-22,12,-22,2022-07-04T07:33:47,1656909227.896199,2022-07-04T07:33:47
1656909228,466751,2570,-22,12,-22,2022-07-04T07:33:48,1656909228.472231,2022-07-04T07:33:48
1656909229,592466,2571,-26,12,-27,2022-07-04T07:33:49,1656909229.595606,2022-07-04T07:33:49
1656909230,172420,2572,-24,12,-24,2022-07-04T07:33:50,1656909230.176247,2022-07-04T07:33:50
1656909230,772892,2573,-28,12,-28,2022-07-04T07:33:50,1656909230.77592,2022-07-04T07:33:50
1656909234,393370,2574,-27,12,-27,2022-07-04T07:33:54,1656909234.397377,2022-07-04T07:33:54
1656909235,983974,2575,-33,11,-33,2022-07-04T07:33:55,1656909235.988067,2022-07-04T07:33:55
1656909236,554431,2576,-28,11,-28,2022-07-04T07:33:56,1656909236.557407,2022-07-04T07:33:56
1656909237,154644,2577,-24,12,-25,2022-07-04T07:33:57,1656909237.157854,2022-07-04T07:33:57
1656909237,846340,2578,-28,12,-29,2022-07-04T07:33:57,1656909237.850269,2022-07-04T07:33:57
1656909238,418145,2579,-45,12,-46,2022-07-04T07:33:58,1656909238.421291,2022-07-04T07:33:58
1656909239,13669,2580,-22,12,-23,2022-07-04T07:33:59,1656909239.01725,2022-07-04T07:33:59
1656909242,717097,2581,-25,12,-25,2022-07-04T07:34:02,1656909242.720314,2022-07-04T07:34:02
1656909243,258802,2582,-19,12,-20,2022-07-04T07:34:03,1656909243.261671,2022-07-04T07:34:03
1656909243,816105,2583,-13,12,-14,2022-07-04T07:34:03,1656909243.819128,2022-07-04T07:34:03
1656909244,397302,2584,-17,12,-18,2022-07-04T07:34:04,1656909244.400203,2022-07-04T07:34:04
1656909244,946454,2585,-29,11,-30,2022-07-04T07:34:04,1656909244.94999,2022-07-04T07:34:04
1656909247,636981,2586,-27,12,-27,2022-07-04T07:34:07,1656909247.640368,2022-07-04T07:34:07
1656909251,187324,2587,-19,12,-19,2022-07-04T07:34:11,1656909251.190564,2022-07-04T07:34:11
1656909251,738648,2588,-20,13,-20,2022-07-04T07:34:11,1656909251.741633,2022-07-04T07:34:11
1656909252,308564,2589,-16,12,-17,2022-07-04T07:34:12,1656909252.311496,2022-07-04T07:34:12
1656909252,909431,2590,-18,11,-19,2022-07-04T07:34:12,1656909252.912613,2022-07-04T07:34:12
1656909253,468196,2591,-16,12,-16,2022-07-04T07:34:13,1656909253.47106,2022-07-04T07:34:13
1656909254,68792,2592,-16,12,-17,2022-07-04T07:34:14,1656909254.071864,2022-07-04T07:34:14
1656909254,658518,2593,-23,12,-24,2022-07-04T07:34:14,1656909254.662219,2022-07-04T07:34:14
1656909255,198930,2594,-21,11,-21,2022-07-04T07:34:15,1656909255.203333,2022-07-04T07:34:15
1656909255,740124,2595,-20,12,-20,2022-07-04T07:34:15,1656909255.742979,2022-07-04T07:34:15
1656909259,330517,2596,-18,11,-18,2022-07-04T07:34:19,1656909259.335205,2022-07-04T07:34:19
1656909259,889953,2597,-17,12,-18,2022-07-04T07:34:19,1656909259.896812,2022-07-04T07:34:19
1656909260,460560,2598,-16,12,-16,2022-07-04T07:34:20,1656909260.463593,2022-07-04T07:34:20
1656909261,460,2599,-14,11,-15,2022-07-04T07:34:21,1656909261.00358,2022-07-04T07:34:21
1656909261,671865,2600,-16,12,-16,2022-07-04T07:34:21,1656909261.676157,2022-07-04T07:34:21
1656909262,341195,2601,-15,12,-16,2022-07-04T07:34:22,1656909262.343854,2022-07-04T07:34:22
1656909263,431623,2602,-16,13,-16,2022-07-04T07:34:23,1656909263.434275,2022-07-04T07:34:23
1656909263,960409,2603,-16,12,-17,2022-07-04T07:34:23,1656909263.963858,2022-07-04T07:34:23
1656909267,641445,2604,-19,13,-19,2022-07-04T07:34:27,1656909267.644521,2022-07-04T07:34:27
1656909268,192206,2605,-21,12,-22,2022-07-04T07:34:28,1656909268.195148,2022-07-04T07:34:28
1656909268,731646,2606,-18,11,-19,2022-07-04T07:34:28,1656909268.736823,2022-07-04T07:34:28
1656909269,282467,2607,-16,12,-17,2022-07-04T07:34:29,1656909269.287963,2022-07-04T07:34:29
1656909269,961804,2608,-17,12,-18,2022-07-04T07:34:29,1656909269.967355,2022-07-04T07:34:29
1656909270,619164,2609,-16,12,-17,2022-07-04T07:34:30,1656909270.624766,2022-07-04T07:34:30
1656909271,163148,2610,-18,12,-19,2022-07-04T07:34:31,1656909271.16641,2022-07-04T07:34:31
1656909271,802166,2611,-18,11,-19,2022-07-04T07:34:31,1656909271.80539,2022-07-04T07:34:31
1656909272,403397,2612,-17,11,-18,2022-07-04T07:34:32,1656909272.407742,2022-07-04T07:34:32
1656909276,53096,2613,-19,12,-19,2022-07-04T07:34:36,1656909276.059266,2022-07-04T07:34:36
1656909276,713929,2614,-18,11,-18,2022-07-04T07:34:36,1656909276.717034,2022-07-04T07:34:36
1656909277,253771,2615,-18,12,-19,2022-07-04T07:34:37,1656909277.256697,2022-07-04T07:34:37
1656909277,884354,2616,-18,11,-19,2022-07-04T07:34:37,1656909277.88699,2022-07-04T07:34:37
1656909278,464053,2617,-18,12,-19,2022-07-04T07:34:38,1656909278.467085,2022-07-04T07:34:38
1656909279,73859,2618,-17,12,-18,2022-07-04T07:34:39,1656909279.077369,2022-07-04T07:34:39
1656909279,674280,2619,-19,12,-19,2022-07-04T07:34:39,1656909279.677039,2022-07-04T07:34:39
1656909280,204317,2620,-19,12,-19,2022-07-04T07:34:40,1656909280.208892,2022-07-04T07:34:40
1656909280,775307,2621,-19,13,-20,2022-07-04T07:34:40,1656909280.778316,2022-07-04T07:34:40
1656909284,394846,2622,-19,12,-19,2022-07-04T07:34:44,1656909284.399286,2022-07-04T07:34:44
1656909284,975265,2623,-19,13,-20,2022-07-04T07:34:44,1656909284.977963,2022-07-04T07:34:44
1656909285,645376,2624,-19,12,-20,2022-07-04T07:34:45,1656909285.649195,2022-07-04T07:34:45
1656909286,175402,2625,-19,12,-19,2022-07-04T07:34:46,1656909286.178284,2022-07-04T07:34:46
1656909287,765528,2626,-16,11,-17,2022-07-04T07:34:47,1656909287.768932,2022-07-04T07:34:47
1656909289,326000,2627,-21,12,-22,2022-07-04T07:34:49,1656909289.329625,2022-07-04T07:34:49
1656909292,866506,2628,-21,11,-22,2022-07-04T07:34:52,1656909292.869354,2022-07-04T07:34:52
1656909293,417395,2629,-21,12,-22,2022-07-04T07:34:53,1656909293.419703,2022-07-04T07:34:53
1656909294,18120,2630,-21,11,-22,2022-07-04T07:34:54,1656909294.021701,2022-07-04T07:34:54
1656909294,687815,2631,-24,12,-24,2022-07-04T07:34:54,1656909294.691802,2022-07-04T07:34:54
1656909295,217342,2632,-20,11,-21,2022-07-04T07:34:55,1656909295.221051,2022-07-04T07:34:55
1656909297,328257,2633,-18,11,-18,2022-07-04T07:34:57,1656909297.331218,2022-07-04T07:34:57
1656909300,897900,2634,-18,12,-18,2022-07-04T07:35:00,1656909300.900764,2022-07-04T07:35:00
1656909301,488625,2635,-18,11,-18,2022-07-04T07:35:01,1656909301.491789,2022-07-04T07:35:01
1656909302,49115,2636,-16,11,-17,2022-07-04T07:35:02,1656909302.055338,2022-07-04T07:35:02
1656909302,728441,2637,-16,12,-16,2022-07-04T07:35:02,1656909302.733189,2022-07-04T07:35:02
1656909303,389489,2638,-18,12,-18,2022-07-04T07:35:03,1656909303.396111,2022-07-04T07:35:03
1656909303,938799,2639,-19,12,-20,2022-07-04T07:35:03,1656909303.948518,2022-07-04T07:35:03
1656909304,488946,2640,-20,12,-20,2022-07-04T07:35:04,1656909304.495357,2022-07-04T07:35:04
1656909305,40143,2641,-20,12,-20,2022-07-04T07:35:05,1656909305.043482,2022-07-04T07:35:05
1656909305,669356,2642,-21,11,-21,2022-07-04T07:35:05,1656909305.675599,2022-07-04T07:35:05
1656909309,299621,2643,-19,13,-19,2022-07-04T07:35:09,1656909309.306273,2022-07-04T07:35:09
1656909309,889841,2644,-19,12,-20,2022-07-04T07:35:09,1656909309.896322,2022-07-04T07:35:09
1656909310,440512,2645,-19,11,-20,2022-07-04T07:35:10,1656909310.443295,2022-07-04T07:35:10
1656909311,20604,2646,-17,12,-18,2022-07-04T07:35:11,1656909311.023585,2022-07-04T07:35:11
1656909311,690760,2647,-18,11,-18,2022-07-04T07:35:11,1656909311.694333,2022-07-04T07:35:11
1656909312,230473,2648,-17,12,-18,2022-07-04T07:35:12,1656909312.233553,2022-07-04T07:35:12
1656909312,790798,2649,-18,11,-18,2022-07-04T07:35:12,1656909312.794264,2022-07-04T07:35:12
1656909313,360487,2650,-20,12,-20,2022-07-04T07:35:13,1656909313.363843,2022-07-04T07:35:13
1656909317,521886,2651,-20,12,-20,2022-07-04T07:35:17,1656909317.525341,2022-07-04T07:35:17
1656909318,82332,2652,-20,12,-20,2022-07-04T07:35:18,1656909318.085978,2022-07-04T07:35:18
1656909318,651822,2653,-20,11,-20,2022-07-04T07:35:18,1656909318.655769,2022-07-04T07:35:18
1656909319,662334,2654,-20,11,-21,2022-07-04T07:35:19,1656909319.666165,2022-07-04T07:35:19
1656909320,193446,2655,-20,12,-21,2022-07-04T07:35:20,1656909320.197339,2022-07-04T07:35:20
1656909320,725487,2656,-21,11,-21,2022-07-04T07:35:20,1656909320.729633,2022-07-04T07:35:20
1656909321,251946,2657,-21,12,-21,2022-07-04T07:35:21,1656909321.255667,2022-07-04T07:35:21
1656909322,312119,2658,-20,11,-21,2022-07-04T07:35:22,1656909322.31814,2022-07-04T07:35:22
1656909325,863660,2659,-18,11,-19,2022-07-04T07:35:25,1656909325.867063,2022-07-04T07:35:25
1656909326,433297,2660,-18,12,-18,2022-07-04T07:35:26,1656909326.436274,2022-07-04T07:35:26
1656909326,993098,2661,-19,12,-19,2022-07-04T07:35:26,1656909326.996165,2022-07-04T07:35:26
1656909327,744576,2662,-18,12,-18,2022-07-04T07:35:27,1656909327.748036,2022-07-04T07:35:27
1656909328,363337,2663,-19,13,-19,2022-07-04T07:35:28,1656909328.367186,2022-07-04T07:35:28
1656909329,423797,2664,-19,13,-20,2022-07-04T07:35:29,1656909329.427423,2022-07-04T07:35:29
1656909329,997803,2665,-19,12,-20,2022-07-04T07:35:29,1656909330.004419,2022-07-04T07:35:30
1656909330,594269,2666,-19,12,-19,2022-07-04T07:35:30,1656909330.59874,2022-07-04T07:35:30
1656909334,235304,2667,-20,12,-20,2022-07-04T07:35:34,1656909334.2382,2022-07-04T07:35:34
1656909334,774733,2668,-21,11,-21,2022-07-04T07:35:34,1656909334.780798,2022-07-04T07:35:34
1656909335,354653,2669,-21,11,-22,2022-07-04T07:35:35,1656909335.360407,2022-07-04T07:35:35
1656909335,945035,2670,-22,12,-23,2022-07-04T07:35:35,1656909335.952661,2022-07-04T07:35:35
1656909336,508636,2671,-22,13,-22,2022-07-04T07:35:36,1656909336.512415,2022-07-04T07:35:36
1656909337,56225,2672,-21,12,-22,2022-07-04T07:35:37,1656909337.059777,2022-07-04T07:35:37
1656909337,745517,2673,-21,12,-22,2022-07-04T07:35:37,1656909337.748376,2022-07-04T07:35:37
1656909338,275825,2674,-21,12,-21,2022-07-04T07:35:38,1656909338.278932,2022-07-04T07:35:38
1656909338,805997,2675,-20,11,-21,2022-07-04T07:35:38,1656909338.80867,2022-07-04T07:35:38
1656909342,416535,2676,-20,11,-21,2022-07-04T07:35:42,1656909342.41989,2022-07-04T07:35:42
1656909342,966790,2677,-20,12,-21,2022-07-04T07:35:42,1656909342.969753,2022-07-04T07:35:42
1656909343,677213,2678,-20,12,-20,2022-07-04T07:35:43,1656909343.680138,2022-07-04T07:35:43
1656909344,366712,2679,-19,12,-20,2022-07-04T07:35:44,1656909344.371019,2022-07-04T07:35:44
1656909344,896335,2680,-20,12,-21,2022-07-04T07:35:44,1656909344.899526,2022-07-04T07:35:44
1656909345,507771,2681,-19,12,-19,2022-07-04T07:35:45,1656909345.511388,2022-07-04T07:35:45
1656909346,78399,2682,-17,11,-18,2022-07-04T07:35:46,1656909346.081762,2022-07-04T07:35:46
1656909346,707679,2683,-16,12,-17,2022-07-04T07:35:46,1656909346.71086,2022-07-04T07:35:46
1656909347,256532,2684,-18,11,-18,2022-07-04T07:35:47,1656909347.259391,2022-07-04T07:35:47
1656909350,896756,2685,-19,12,-20,2022-07-04T07:35:50,1656909350.901989,2022-07-04T07:35:50
1656909351,447127,2686,-20,12,-20,2022-07-04T07:35:51,1656909351.450436,2022-07-04T07:35:51
1656909351,987822,2687,-19,12,-19,2022-07-04T07:35:51,1656909351.992676,2022-07-04T07:35:51
1656909352,587596,2688,-18,12,-18,2022-07-04T07:35:52,1656909352.593611,2022-07-04T07:35:52
1656909353,148929,2689,-18,12,-18,2022-07-04T07:35:53,1656909353.152173,2022-07-04T07:35:53
1656909353,788944,2690,-18,11,-18,2022-07-04T07:35:53,1656909353.794359,2022-07-04T07:35:53
1656909354,367678,2691,-17,11,-18,2022-07-04T07:35:54,1656909354.370579,2022-07-04T07:35:54
1656909354,917708,2692,-16,12,-16,2022-07-04T07:35:54,1656909354.921068,2022-07-04T07:35:54
1656909355,472845,2693,-17,11,-17,2022-07-04T07:35:55,1656909355.47805,2022-07-04T07:35:55
1656909359,48425,2694,-16,11,-16,2022-07-04T07:35:59,1656909359.052244,2022-07-04T07:35:59
1656909359,649034,2695,-16,12,-16,2022-07-04T07:35:59,1656909359.652144,2022-07-04T07:35:59
1656909360,189994,2696,-16,12,-17,2022-07-04T07:36:00,1656909360.195053,2022-07-04T07:36:00
1656909360,789304,2697,-16,12,-17,2022-07-04T07:36:00,1656909360.792829,2022-07-04T07:36:00
1656909361,349986,2698,-16,12,-17,2022-07-04T07:36:01,1656909361.352843,2022-07-04T07:36:01
1656909362,398805,2699,-16,13,-16,2022-07-04T07:36:02,1656909362.401668,2022-07-04T07:36:02
1656909367,619492,2700,-32,12,-32,2022-07-04T07:36:07,1656909367.624087,2022-07-04T07:36:07
1656909368,209998,2701,-28,12,-29,2022-07-04T07:36:08,1656909368.214878,2022-07-04T07:36:08
1656909368,770729,2702,-29,12,-29,2022-07-04T07:36:08,1656909368.776341,2022-07-04T07:36:08
1656909369,460083,2703,-34,12,-35,2022-07-04T07:36:09,1656909369.463883,2022-07-04T07:36:09
1656909370,383,2704,-37,12,-38,2022-07-04T07:36:10,1656909370.007941,2022-07-04T07:36:10
1656909370,530899,2705,-48,12,-48,2022-07-04T07:36:10,1656909370.534405,2022-07-04T07:36:10
1656909371,60563,2706,-42,12,-42,2022-07-04T07:36:11,1656909371.063483,2022-07-04T07:36:11
1656909371,680967,2707,-55,11,-56,2022-07-04T07:36:11,1656909371.683761,2022-07-04T07:36:11
1656909372,251229,2708,-41,11,-42,2022-07-04T07:36:12,1656909372.255319,2022-07-04T07:36:12
1656909375,861202,2709,-54,12,-55,2022-07-04T07:36:15,1656909375.864517,2022-07-04T07:36:15
1656909376,431330,2710,-56,12,-56,2022-07-04T07:36:16,1656909376.434063,2022-07-04T07:36:16
1656909377,562412,2711,-52,11,-53,2022-07-04T07:36:17,1656909377.571529,2022-07-04T07:36:17
1656909378,771289,2712,-56,11,-56,2022-07-04T07:36:18,1656909378.774146,2022-07-04T07:36:18
1656909379,362582,2713,-49,11,-50,2022-07-04T07:36:19,1656909379.366484,2022-07-04T07:36:19
1656909379,952211,2714,-47,12,-48,2022-07-04T07:36:19,1656909379.955146,2022-07-04T07:36:19
1656909380,537578,2715,-49,12,-49,2022-07-04T07:36:20,1656909380.540268,2022-07-04T07:36:20
1656909384,142768,2716,-50,12,-50,2022-07-04T07:36:24,1656909384.146466,2022-07-04T07:36:24
1656909384,803156,2717,-54,12,-54,2022-07-04T07:36:24,1656909384.806875,2022-07-04T07:36:24
1656909385,372205,2718,-52,12,-53,2022-07-04T07:36:25,1656909385.375796,2022-07-04T07:36:25
1656909385,952259,2719,-50,12,-51,2022-07-04T07:36:25,1656909385.955231,2022-07-04T07:36:25
1656909386,525611,2720,-50,12,-50,2022-07-04T07:36:26,1656909386.528384,2022-07-04T07:36:26
1656909387,65244,2721,-54,12,-55,2022-07-04T07:36:27,1656909387.075578,2022-07-04T07:36:27
1656909387,722808,2722,-50,12,-50,2022-07-04T07:36:27,1656909387.730761,2022-07-04T07:36:27
1656909388,283690,2723,-49,11,-49,2022-07-04T07:36:28,1656909388.286744,2022-07-04T07:36:28
1656909388,852704,2724,-51,11,-52,2022-07-04T07:36:28,1656909388.857543,2022-07-04T07:36:28
1656909392,483692,2725,-61,12,-61,2022-07-04T07:36:32,1656909392.48728,2022-07-04T07:36:32
