time_s,time_us,cookie,snr,frame_no,tap_bytes,rssi_bytes,crc_bytes,time_gregorian,log_timestamp,log_timestamp_gregorian
1656908618,6587233,228,37,2149,00000000000000000000000000,2500c890e0,0b4c,2022-07-04T07:23:44,1656908618.660927,2022-07-04T07:23:38
1656908621,4832711,229,37,2150,00000000000000000000000000,2500c890e0,303a,2022-07-04T07:23:45,1656908621.485433,2022-07-04T07:23:41
1656908622,404043,230,37,2151,00000000000000000000000000,2500c890e0,32c7,2022-07-04T07:23:42,1656908622.042332,2022-07-04T07:23:42
1656908622,6736729,231,38,2152,00000000000000000000000000,2600c890e0,8057,2022-07-04T07:23:48,1656908622.676087,2022-07-04T07:23:42
1656908623,3156640,232,38,2153,00000000000000000000000000,2600c890e0,0e8e,2022-07-04T07:23:46,1656908623.318042,2022-07-04T07:23:43
1656908623,8501458,233,37,2154,00000000000000000000000000,2500c890e0,19e3,2022-07-04T07:23:51,1656908623.852226,2022-07-04T07:23:43
1656908624,5119261,234,37,2155,00000000000000000000000000,2500c890e0,8a35,2022-07-04T07:23:49,1656908624.514094,2022-07-04T07:23:44
1656908625,1622254,235,36,2156,00000000000000000000000000,2400c890e0,e7df,2022-07-04T07:23:46,1656908625.164412,2022-07-04T07:23:45
1656908625,7915787,236,37,2157,00000000000000000000000000,2500c890e0,a397,2022-07-04T07:23:52,1656908625.793906,2022-07-04T07:23:45
1656908626,2467677,237,34,2158,00000000000000000000000000,2200c890e0,973a,2022-07-04T07:23:48,1656908626.248902,2022-07-04T07:23:46
1656908629,7610907,238,35,2159,00000000000000000000000000,2300c890e0,72ca,2022-07-04T07:23:56,1656908629.763086,2022-07-04T07:23:49
1656908630,3170309,239,27,2160,00000000000000000000000000,1b00c890e0,8eca,2022-07-04T07:23:53,1656908630.319063,2022-07-04T07:23:50
1656908630,9210398,240,38,2161,00000000000000000000000000,2600c890e0,2c9e,2022-07-04T07:23:59,1656908630.923078,2022-07-04T07:23:50
1656908631,9960772,241,31,2163,00000000000000000000000000,1f00c890e0,1c96,2022-07-04T07:24:00,1656908631.998268,2022-07-04T07:23:51
1656908632,6185133,242,37,2164,00000000000000000000000000,2500c890e0,dc14,2022-07-04T07:23:58,1656908632.620563,2022-07-04T07:23:52
1656908633,6760914,243,37,2166,00000000000000000000000000,2500c890e0,aec0,2022-07-04T07:23:59,1656908633.678195,2022-07-04T07:23:53
1656908634,2652480,244,34,2167,00000000000000000000000000,2200c890e0,e4de,2022-07-04T07:23:56,1656908634.267598,2022-07-04T07:23:54
1656908637,8806319,245,36,2168,00000000000000000000000000,2400c890e0,feb3,2022-07-04T07:24:05,1656908637.8827,2022-07-04T07:23:57
1656908638,4224038,246,36,2169,00000000000000000000000000,2400c890e0,a2b9,2022-07-04T07:24:02,1656908638.424421,2022-07-04T07:23:58
1656908639,834560,247,36,2170,00000000000000000000000000,2400c890e0,d8e0,2022-07-04T07:23:59,1656908639.085618,2022-07-04T07:23:59
1656908639,6073594,248,37,2171,00000000000000000000000000,2500c890e0,6ff6,2022-07-04T07:24:05,1656908639.60935,2022-07-04T07:23:59
1656908640,2147910,249,35,2172,00000000000000000000000000,2300c890e0,4062,2022-07-04T07:24:02,1656908640.216971,2022-07-04T07:24:00
1656908640,8044629,250,37,2173,00000000000000000000000000,2500c890e0,fca7,2022-07-04T07:24:08,1656908640.806676,2022-07-04T07:24:00
1656908641,6635737,251,36,2174,00000000000000000000000000,2400c890e0,2f13,2022-07-04T07:24:07,1656908641.66573,2022-07-04T07:24:01
1656908641,8293049,252,36,2175,00000000000000000000000000,2400c890e0,c569,2022-07-04T07:24:09,1656908641.831358,2022-07-04T07:24:01
1656908642,4848673,253,36,2176,00000000000000000000000000,2400c890e0,22d1,2022-07-04T07:24:06,1656908642.486851,2022-07-04T07:24:02
1656908646,1628668,254,36,2177,00000000000000000000000000,2400c890e0,019c,2022-07-04T07:24:07,1656908646.164933,2022-07-04T07:24:06
1656908646,7763242,255,34,2178,00000000000000000000000000,2200c890e0,f49f,2022-07-04T07:24:13,1656908646.778672,2022-07-04T07:24:06
1656908647,3000593,256,37,2179,00000000000000000000000000,2500c890e0,9767,2022-07-04T07:24:10,1656908647.302141,2022-07-04T07:24:07
1656908647,8553423,257,37,2180,00000000000000000000000000,2500c890e0,a14b,2022-07-04T07:24:15,1656908647.857499,2022-07-04T07:24:07
1656908649,494253,258,37,2182,00000000000000000000000000,2500c890e0,fe49,2022-07-04T07:24:09,1656908649.051451,2022-07-04T07:24:09
1656908649,6596896,259,36,2183,00000000000000000000000000,2400c890e0,f7ed,2022-07-04T07:24:15,1656908649.66182,2022-07-04T07:24:09
1656908650,2003591,260,35,2184,00000000000000000000000000,2300c890e0,bd20,2022-07-04T07:24:12,1656908650.202337,2022-07-04T07:24:10
1656908654,4052238,261,33,2186,00000000000000000000000000,2100c890e0,befb,2022-07-04T07:24:18,1656908654.407127,2022-07-04T07:24:14
1656908654,9377505,262,37,2187,00000000000000000000000000,2500c890e0,bdf8,2022-07-04T07:24:23,1656908654.939751,2022-07-04T07:24:14
1656908655,5650024,263,34,2188,00000000000000000000000000,2200c890e0,987d,2022-07-04T07:24:20,1656908655.567091,2022-07-04T07:24:15
1656908656,1314494,264,35,2189,00000000000000000000000000,2300c890e0,b681,2022-07-04T07:24:17,1656908656.133477,2022-07-04T07:24:16
1656908656,7724609,265,33,2190,00000000000000000000000000,2100c890e0,b714,2022-07-04T07:24:23,1656908656.77455,2022-07-04T07:24:16
1656908657,9405586,266,35,2192,00000000000000000000000000,2300c890e0,ea03,2022-07-04T07:24:26,1656908657.942504,2022-07-04T07:24:17
1656908658,5334646,267,35,2193,00000000000000000000000000,2300c890e0,d8c7,2022-07-04T07:24:23,1656908658.535659,2022-07-04T07:24:18
1656908662,6841428,268,36,2195,00000000000000000000000000,2400c890e0,b794,2022-07-04T07:24:28,1656908662.686333,2022-07-04T07:24:22
1656908663,3372929,269,36,2196,00000000000000000000000000,2400c890e0,372d,2022-07-04T07:24:26,1656908663.339472,2022-07-04T07:24:23
1656908663,8471896,270,36,2197,00000000000000000000000000,2400c890e0,e1de,2022-07-04T07:24:31,1656908663.849249,2022-07-04T07:24:23
1656908666,2298038,271,31,2201,00000000000000000000000000,1f00c890e0,30f1,2022-07-04T07:24:28,1656908666.231881,2022-07-04T07:24:26
1656908666,8162093,272,31,2202,00000000000000000000000000,1f00c890e0,f7a7,2022-07-04T07:24:34,1656908666.818197,2022-07-04T07:24:26
1656908667,5010104,273,37,2203,00000000000000000000000000,2500c890e0,3802,2022-07-04T07:24:32,1656908667.503053,2022-07-04T07:24:27
1656908671,7134611,274,38,2205,00000000000000000000000000,2600c890e0,a922,2022-07-04T07:24:38,1656908671.715679,2022-07-04T07:24:31
1656908672,3331677,275,38,2206,00000000000000000000000000,2600c890e0,dfa4,2022-07-04T07:24:35,1656908672.335356,2022-07-04T07:24:32
1656908672,8529756,276,37,2207,00000000000000000000000000,2500c890e0,fa27,2022-07-04T07:24:40,1656908672.855542,2022-07-04T07:24:32
1656908673,4052369,277,36,2208,00000000000000000000000000,2400c890e0,417b,2022-07-04T07:24:37,1656908673.407217,2022-07-04T07:24:33
1656908674,466547,278,37,2209,00000000000000000000000000,2500c890e0,a6d5,2022-07-04T07:24:34,1656908674.048554,2022-07-04T07:24:34
1656908674,5584099,279,37,2210,00000000000000000000000000,2500c890e0,aff9,2022-07-04T07:24:39,1656908674.560356,2022-07-04T07:24:34
1656908675,971448,280,37,2211,00000000000000000000000000,2500c890e0,ea43,2022-07-04T07:24:35,1656908675.099123,2022-07-04T07:24:35
1656908675,7382111,281,36,2212,00000000000000000000000000,2400c890e0,760d,2022-07-04T07:24:42,1656908675.740278,2022-07-04T07:24:35
1656908679,4448425,282,36,2213,00000000000000000000000000,2400c890e0,31bf,2022-07-04T07:24:43,1656908679.446783,2022-07-04T07:24:39
1656908680,690381,283,37,2214,00000000000000000000000000,2500c890e0,1229,2022-07-04T07:24:40,1656908680.071094,2022-07-04T07:24:40
1656908680,7352283,284,36,2215,00000000000000000000000000,2400c890e0,51b0,2022-07-04T07:24:47,1656908680.737354,2022-07-04T07:24:40
1656908681,2846279,285,35,2216,00000000000000000000000000,2300c890e0,a962,2022-07-04T07:24:43,1656908681.287266,2022-07-04T07:24:41
1656908681,8987634,286,32,2217,00000000000000000000000000,2000c890e0,be94,2022-07-04T07:24:49,1656908681.900807,2022-07-04T07:24:41
1656908682,4503464,287,36,2218,00000000000000000000000000,2400c890e0,fdfd,2022-07-04T07:24:46,1656908682.452436,2022-07-04T07:24:42
1656908683,826535,288,36,2219,00000000000000000000000000,2400c890e0,1792,2022-07-04T07:24:43,1656908683.084819,2022-07-04T07:24:43
1656908683,6168997,289,35,2220,00000000000000000000000000,2300c890e0,24d1,2022-07-04T07:24:49,1656908683.619208,2022-07-04T07:24:43
1656908684,1429255,290,37,2221,00000000000000000000000000,2500c890e0,8ecb,2022-07-04T07:24:45,1656908684.145163,2022-07-04T07:24:44
1656908687,6950423,291,36,2222,00000000000000000000000000,2400c890e0,eaee,2022-07-04T07:24:53,1656908687.697239,2022-07-04T07:24:47
1656908688,2398409,292,36,2223,00000000000000000000000000,2400c890e0,7126,2022-07-04T07:24:50,1656908688.242109,2022-07-04T07:24:48
1656908688,8526217,293,35,2224,00000000000000000000000000,2300c890e0,3098,2022-07-04T07:24:56,1656908688.854558,2022-07-04T07:24:48
1656908689,4998059,294,37,2225,00000000000000000000000000,2500c890e0,4e32,2022-07-04T07:24:53,1656908689.501721,2022-07-04T07:24:49
1656908690,420331,295,37,2226,00000000000000000000000000,2500c890e0,9ff2,2022-07-04T07:24:50,1656908690.044238,2022-07-04T07:24:50
1656908690,6174674,296,33,2227,00000000000000000000000000,2100c890e0,4189,2022-07-04T07:24:56,1656908690.619961,2022-07-04T07:24:50
1656908691,2302579,297,32,2228,00000000000000000000000000,2000c890e0,f7ac,2022-07-04T07:24:53,1656908691.232427,2022-07-04T07:24:51
1656908691,6500883,298,38,2229,00000000000000000000000000,2600c890e0,df10,2022-07-04T07:24:57,1656908691.65222,2022-07-04T07:24:51
1656908695,8065702,299,37,2231,00000000000000000000000000,2500c890e0,5d67,2022-07-04T07:25:03,1656908695.808741,2022-07-04T07:24:55
1656908696,5685606,300,37,2232,00000000000000000000000000,2500c890e0,4478,2022-07-04T07:25:01,1656908696.570444,2022-07-04T07:24:56
1656908697,1089887,301,37,2233,00000000000000000000000000,2500c890e0,3865,2022-07-04T07:24:58,1656908697.111028,2022-07-04T07:24:57
1656908697,6628003,302,26,2234,00000000000000000000000000,1a00c890e0,4221,2022-07-04T07:25:03,1656908697.665073,2022-07-04T07:24:57
1656908698,2101991,303,35,2235,00000000000000000000000000,2300c890e0,08b9,2022-07-04T07:25:00,1656908698.212727,2022-07-04T07:24:58
1656908698,8111808,304,31,2236,00000000000000000000000000,1f00c890e0,0bdd,2022-07-04T07:25:06,1656908698.813139,2022-07-04T07:24:58
1656908699,3567862,305,33,2237,00000000000000000000000000,2100c890e0,c465,2022-07-04T07:25:02,1656908699.358646,2022-07-04T07:24:59
1656908699,9524137,306,36,2238,00000000000000000000000000,2400c890e0,eaa7,2022-07-04T07:25:08,1656908699.954464,2022-07-04T07:24:59
1656908700,4405574,307,37,2239,00000000000000000000000000,2500c890e0,9e4c,2022-07-04T07:25:04,1656908700.44248,2022-07-04T07:25:00
1656908704,880210,308,36,2240,00000000000000000000000000,2400c890e0,b0ac,2022-07-04T07:25:04,1656908704.09009,2022-07-04T07:25:04
1656908705,3697385,309,36,2242,00000000000000000000000000,2400c890e0,2f82,2022-07-04T07:25:08,1656908705.371717,2022-07-04T07:25:05
1656908706,5415699,310,35,2244,00000000000000000000000000,2300c890e0,0975,2022-07-04T07:25:11,1656908706.543537,2022-07-04T07:25:06
1656908707,934870,311,36,2245,00000000000000000000000000,2400c890e0,f180,2022-07-04T07:25:07,1656908707.095634,2022-07-04T07:25:07
1656908707,6173293,312,36,2246,00000000000000000000000000,2400c890e0,399e,2022-07-04T07:25:13,1656908707.621467,2022-07-04T07:25:07
1656908708,1620237,313,35,2247,00000000000000000000000000,2300c890e0,e97c,2022-07-04T07:25:09,1656908708.163984,2022-07-04T07:25:08
1656908708,8218131,314,38,2248,00000000000000000000000000,2600c890e0,5ff4,2022-07-04T07:25:16,1656908708.823899,2022-07-04T07:25:08
1656908712,5507721,315,35,2249,00000000000000000000000000,2300c890e0,4b92,2022-07-04T07:25:17,1656908712.552805,2022-07-04T07:25:12
1656908713,909419,316,35,2250,00000000000000000000000000,2300c890e0,28e4,2022-07-04T07:25:13,1656908713.092952,2022-07-04T07:25:13
1656908713,6748778,317,35,2251,00000000000000000000000000,2300c890e0,1651,2022-07-04T07:25:19,1656908713.676952,2022-07-04T07:25:13
1656908714,2794082,318,36,2252,00000000000000000000000000,2400c890e0,4085,2022-07-04T07:25:16,1656908714.281533,2022-07-04T07:25:14
1656908714,8149504,319,37,2253,00000000000000000000000000,2500c890e0,0575,2022-07-04T07:25:22,1656908714.817056,2022-07-04T07:25:14
1656908715,3737194,320,35,2254,00000000000000000000000000,2300c890e0,822c,2022-07-04T07:25:18,1656908715.375991,2022-07-04T07:25:15
1656908715,9139695,321,29,2255,00000000000000000000000000,1d00c890e0,f406,2022-07-04T07:25:24,1656908715.916022,2022-07-04T07:25:15
1656908716,4299015,322,35,2256,00000000000000000000000000,2300c890e0,d014,2022-07-04T07:25:20,1656908716.432019,2022-07-04T07:25:16
1656908716,9790580,323,37,2257,00000000000000000000000000,2500c890e0,ebb5,2022-07-04T07:25:25,1656908716.981209,2022-07-04T07:25:16
1656908720,7055716,324,31,2258,00000000000000000000000000,1f00c890e0,65ff,2022-07-04T07:25:27,1656908720.707514,2022-07-04T07:25:20
1656908721,3842427,325,36,2259,00000000000000000000000000,2400c890e0,4fa7,2022-07-04T07:25:24,1656908721.386399,2022-07-04T07:25:21
1656908721,9105863,326,36,2260,00000000000000000000000000,2400c890e0,9b7f,2022-07-04T07:25:30,1656908721.912588,2022-07-04T07:25:21
1656908722,5466036,327,37,2261,00000000000000000000000000,2500c890e0,eb39,2022-07-04T07:25:27,1656908722.548805,2022-07-04T07:25:22
1656908723,590918,328,37,2262,00000000000000000000000000,2500c890e0,c3c9,2022-07-04T07:25:23,1656908723.062282,2022-07-04T07:25:23
1656908723,5817923,329,38,2263,00000000000000000000000000,2600c890e0,d430,2022-07-04T07:25:28,1656908723.583965,2022-07-04T07:25:23
1656908724,1224148,330,37,2264,00000000000000000000000000,2500c890e0,f39b,2022-07-04T07:25:25,1656908724.124501,2022-07-04T07:25:24
1656908724,7695875,331,32,2265,00000000000000000000000000,2000c890e0,a53c,2022-07-04T07:25:31,1656908724.77162,2022-07-04T07:25:24
1656908725,4225382,332,26,2266,00000000000000000000000000,1a00c890e0,95ad,2022-07-04T07:25:29,1656908725.424833,2022-07-04T07:25:25
1656908728,9586431,333,37,2267,00000000000000000000000000,2500c890e0,3b95,2022-07-04T07:25:37,1656908728.960653,2022-07-04T07:25:28
1656908729,5296218,334,38,2268,00000000000000000000000000,2600c890e0,3f51,2022-07-04T07:25:34,1656908729.533116,2022-07-04T07:25:29
1656908730,1415429,335,35,2269,00000000000000000000000000,2300c890e0,2d89,2022-07-04T07:25:31,1656908730.143496,2022-07-04T07:25:30
1656908731,3814120,336,39,2271,00000000000000000000000000,2700c890e0,10bf,2022-07-04T07:25:34,1656908731.383556,2022-07-04T07:25:31
1656908731,9753503,337,37,2272,00000000000000000000000000,2500c890e0,53cd,2022-07-04T07:25:40,1656908731.977389,2022-07-04T07:25:31
1656908732,5036447,338,36,2273,00000000000000000000000000,2400c890e0,1110,2022-07-04T07:25:37,1656908732.505713,2022-07-04T07:25:32
1656908733,459833,339,37,2274,00000000000000000000000000,2500c890e0,d472,2022-07-04T07:25:33,1656908733.04812,2022-07-04T07:25:33
1656908733,6707634,340,37,2275,00000000000000000000000000,2500c890e0,c877,2022-07-04T07:25:39,1656908733.672808,2022-07-04T07:25:33
1656908737,1254415,341,36,2276,00000000000000000000000000,2400c890e0,6d47,2022-07-04T07:25:38,1656908737.127392,2022-07-04T07:25:37
1656908737,7412302,342,32,2277,00000000000000000000000000,2000c890e0,37c8,2022-07-04T07:25:44,1656908737.743268,2022-07-04T07:25:37
1656908738,5293054,343,34,2278,00000000000000000000000000,2200c890e0,2d56,2022-07-04T07:25:43,1656908738.531352,2022-07-04T07:25:38
1656908739,1290709,344,38,2279,00000000000000000000000000,2600c890e0,87c4,2022-07-04T07:25:40,1656908739.131514,2022-07-04T07:25:39
1656908739,7109210,345,28,2280,00000000000000000000000000,1c00c890e0,d594,2022-07-04T07:25:46,1656908739.712898,2022-07-04T07:25:39
1656908740,2430710,346,37,2281,00000000000000000000000000,2500c890e0,3006,2022-07-04T07:25:42,1656908740.245281,2022-07-04T07:25:40
1656908740,8621437,347,36,2282,00000000000000000000000000,2400c890e0,6211,2022-07-04T07:25:48,1656908740.864137,2022-07-04T07:25:40
1656908741,5362565,348,27,2283,00000000000000000000000000,1b00c890e0,a5de,2022-07-04T07:25:46,1656908741.538661,2022-07-04T07:25:41
1656908745,6095046,349,36,2285,00000000000000000000000000,2400c890e0,6120,2022-07-04T07:25:51,1656908745.611378,2022-07-04T07:25:45
1656908746,1761717,350,25,2286,00000000000000000000000000,1900c890e0,990d,2022-07-04T07:25:47,1656908746.178324,2022-07-04T07:25:46
1656908746,7027873,351,38,2287,00000000000000000000000000,2600c890e0,2cde,2022-07-04T07:25:53,1656908746.704905,2022-07-04T07:25:46
1656908747,2233312,352,36,2288,00000000000000000000000000,2400c890e0,d3e0,2022-07-04T07:25:49,1656908747.225592,2022-07-04T07:25:47
1656908747,7848558,353,36,2289,00000000000000000000000000,2400c890e0,8c03,2022-07-04T07:25:54,1656908747.786953,2022-07-04T07:25:47
1656908748,3587138,354,36,2290,00000000000000000000000000,2400c890e0,9557,2022-07-04T07:25:51,1656908748.360725,2022-07-04T07:25:48
1656908748,8889107,355,37,2291,00000000000000000000000000,2500c890e0,7bee,2022-07-04T07:25:56,1656908748.890825,2022-07-04T07:25:48
1656908749,4484465,356,37,2292,00000000000000000000000000,2500c890e0,6ace,2022-07-04T07:25:53,1656908749.450535,2022-07-04T07:25:49
1656908749,9856114,357,37,2293,00000000000000000000000000,2500c890e0,dd4c,2022-07-04T07:25:58,1656908749.987614,2022-07-04T07:25:49
1656908750,4961936,358,38,2294,00000000000000000000000000,2600c890e0,4a42,2022-07-04T07:25:54,1656908750.498249,2022-07-04T07:25:50
1656908754,1224963,359,38,2295,00000000000000000000000000,2600c890e0,829a,2022-07-04T07:25:55,1656908754.124416,2022-07-04T07:25:54
1656908754,7897458,360,37,2296,00000000000000000000000000,2500c890e0,dd83,2022-07-04T07:26:01,1656908754.792115,2022-07-04T07:25:54
1656908755,4421772,361,37,2297,00000000000000000000000000,2500c890e0,9d1f,2022-07-04T07:25:59,1656908755.444279,2022-07-04T07:25:55
1656908755,9605674,362,27,2298,00000000000000000000000000,1b00c890e0,dc08,2022-07-04T07:26:04,1656908755.962705,2022-07-04T07:25:55
1656908756,5048320,363,38,2299,00000000000000000000000000,2600c890e0,9569,2022-07-04T07:26:01,1656908756.506917,2022-07-04T07:25:56
1656908758,7917592,364,29,2300,00000000000000000000000000,1d00c890e0,c348,2022-07-04T07:26:05,1656908758.793658,2022-07-04T07:25:58
1656908758,7956814,365,36,2301,00000000000000000000000000,2400c890e0,ed3b,2022-07-04T07:26:05,1656908758.797989,2022-07-04T07:25:58
1656908758,8470542,366,35,2302,00000000000000000000000000,2300c890e0,4833,2022-07-04T07:26:06,1656908758.849441,2022-07-04T07:25:58
1656908758,8518838,367,35,2303,00000000000000000000000000,2300c890e0,6131,2022-07-04T07:26:06,1656908758.854335,2022-07-04T07:25:58
1656908762,2842068,368,35,2304,00000000000000000000000000,2300c890e0,3341,2022-07-04T07:26:04,1656908762.28632,2022-07-04T07:26:02
1656908762,9050650,369,35,2305,00000000000000000000000000,2300c890e0,37cd,2022-07-04T07:26:11,1656908762.907173,2022-07-04T07:26:02
1656908763,4461147,370,37,2306,00000000000000000000000000,2500c890e0,8d6f,2022-07-04T07:26:07,1656908763.448036,2022-07-04T07:26:03
1656908764,125319,371,39,2307,00000000000000000000000000,2700c890e0,192f,2022-07-04T07:26:04,1656908764.014657,2022-07-04T07:26:04
1656908764,6091227,372,37,2308,00000000000000000000000000,2500c890e0,121e,2022-07-04T07:26:10,1656908764.611281,2022-07-04T07:26:04
1656908765,1598005,373,36,2309,00000000000000000000000000,2400c890e0,c868,2022-07-04T07:26:06,1656908765.161979,2022-07-04T07:26:05
1656908765,8068509,374,37,2310,00000000000000000000000000,2500c890e0,5e98,2022-07-04T07:26:13,1656908765.808944,2022-07-04T07:26:05
1656908766,3827221,375,37,2311,00000000000000000000000000,2500c890e0,d907,2022-07-04T07:26:09,1656908766.385188,2022-07-04T07:26:06
1656908766,9935266,376,38,2312,00000000000000000000000000,2600c890e0,9d0a,2022-07-04T07:26:15,1656908766.995702,2022-07-04T07:26:06
1656908770,7042768,377,37,2313,00000000000000000000000000,2500c890e0,1a1a,2022-07-04T07:26:17,1656908770.706249,2022-07-04T07:26:10
1656908771,2211556,378,37,2314,00000000000000000000000000,2500c890e0,3302,2022-07-04T07:26:13,1656908771.223149,2022-07-04T07:26:11
1656908771,7439196,379,37,2315,00000000000000000000000000,2500c890e0,e964,2022-07-04T07:26:18,1656908771.745993,2022-07-04T07:26:11
1656908772,3126037,380,36,2316,00000000000000000000000000,2400c890e0,9373,2022-07-04T07:26:15,1656908772.314643,2022-07-04T07:26:12
1656908772,9167218,381,37,2317,00000000000000000000000000,2500c890e0,446f,2022-07-04T07:26:21,1656908772.918686,2022-07-04T07:26:12
1656908773,5705828,382,38,2318,00000000000000000000000000,2600c890e0,9eba,2022-07-04T07:26:18,1656908773.5729,2022-07-04T07:26:13
1656908774,898482,383,37,2319,00000000000000000000000000,2500c890e0,25ea,2022-07-04T07:26:14,1656908774.091817,2022-07-04T07:26:14
1656908774,6996624,384,36,2320,00000000000000000000000000,2400c890e0,2edd,2022-07-04T07:26:20,1656908774.701883,2022-07-04T07:26:14
1656908775,2218649,385,36,2321,00000000000000000000000000,2400c890e0,9ce6,2022-07-04T07:26:17,1656908775.223861,2022-07-04T07:26:15
1656908778,8416600,386,36,2322,00000000000000000000000000,2400c890e0,d52f,2022-07-04T07:26:26,1656908778.843692,2022-07-04T07:26:18
1656908779,4281601,387,37,2323,00000000000000000000000000,2500c890e0,708e,2022-07-04T07:26:23,1656908779.430445,2022-07-04T07:26:19
1656908779,9652848,388,37,2324,00000000000000000000000000,2500c890e0,6121,2022-07-04T07:26:28,1656908779.967281,2022-07-04T07:26:19
1656908780,4955642,389,37,2325,00000000000000000000000000,2500c890e0,2a01,2022-07-04T07:26:24,1656908780.497714,2022-07-04T07:26:20
1656908781,1339943,390,37,2326,00000000000000000000000000,2500c890e0,2b52,2022-07-04T07:26:22,1656908781.136185,2022-07-04T07:26:21
1656908781,6766326,391,35,2327,00000000000000000000000000,2300c890e0,75b0,2022-07-04T07:26:27,1656908781.678719,2022-07-04T07:26:21
1656908782,2057385,392,37,2328,00000000000000000000000000,2500c890e0,981e,2022-07-04T07:26:24,1656908782.207709,2022-07-04T07:26:22
1656908782,8308458,393,36,2329,00000000000000000000000000,2400c890e0,1adf,2022-07-04T07:26:30,1656908782.832914,2022-07-04T07:26:22
1656908783,5535042,394,37,2330,00000000000000000000000000,2500c890e0,37b8,2022-07-04T07:26:28,1656908783.555705,2022-07-04T07:26:23
1656908787,1644692,395,36,2331,00000000000000000000000000,2400c890e0,ed52,2022-07-04T07:26:28,1656908787.1666,2022-07-04T07:26:27
1656908787,7043190,396,37,2332,00000000000000000000000000,2500c890e0,56ce,2022-07-04T07:26:34,1656908787.706538,2022-07-04T07:26:27
1656908788,3241810,397,35,2333,00000000000000000000000000,2300c890e0,c95b,2022-07-04T07:26:31,1656908788.326307,2022-07-04T07:26:28
1656908788,8743317,398,36,2334,00000000000000000000000000,2400c890e0,6894,2022-07-04T07:26:36,1656908788.876527,2022-07-04T07:26:28
1656908789,6433093,399,37,2335,00000000000000000000000000,2500c890e0,e06b,2022-07-04T07:26:35,1656908789.645556,2022-07-04T07:26:29
1656908790,2099542,400,38,2336,00000000000000000000000000,2600c890e0,6cb1,2022-07-04T07:26:32,1656908790.212244,2022-07-04T07:26:30
1656908790,7303156,401,38,2337,00000000000000000000000000,2600c890e0,fae2,2022-07-04T07:26:37,1656908790.732474,2022-07-04T07:26:30
1656908791,2570550,402,35,2338,00000000000000000000000000,2300c890e0,7d55,2022-07-04T07:26:33,1656908791.259167,2022-07-04T07:26:31
1656908791,8678889,403,32,2339,00000000000000000000000000,2000c890e0,9317,2022-07-04T07:26:39,1656908791.869936,2022-07-04T07:26:31
1656908795,5843136,404,30,2340,00000000000000000000000000,1e00c890e0,28f0,2022-07-04T07:26:40,1656908795.586531,2022-07-04T07:26:35
1656908796,672988,405,25,2341,00000000000000000000000000,1900c890e0,3582,2022-07-04T07:26:36,1656908796.069983,2022-07-04T07:26:36
1656908796,5988848,406,34,2342,00000000000000000000000000,2200c890e0,00bd,2022-07-04T07:26:41,1656908796.600928,2022-07-04T07:26:36
1656908797,1313138,407,37,2343,00000000000000000000000000,2500c890e0,9ea4,2022-07-04T07:26:38,1656908797.133423,2022-07-04T07:26:37
1656908797,7698812,408,35,2344,00000000000000000000000000,2300c890e0,6205,2022-07-04T07:26:44,1656908797.772006,2022-07-04T07:26:37
1656908798,3339118,409,36,2345,00000000000000000000000000,2400c890e0,a269,2022-07-04T07:26:41,1656908798.336122,2022-07-04T07:26:38
1656908798,9792108,410,35,2346,00000000000000000000000000,2300c890e0,2e37,2022-07-04T07:26:47,1656908798.981214,2022-07-04T07:26:38
1656908799,6041440,411,37,2347,00000000000000000000000000,2500c890e0,dc07,2022-07-04T07:26:45,1656908799.606628,2022-07-04T07:26:39
1656908800,1253373,412,36,2348,00000000000000000000000000,2400c890e0,adf7,2022-07-04T07:26:41,1656908800.127413,2022-07-04T07:26:40
1656908803,7336578,413,0,2349,00000000000000000000000000,0000c890e0,db70,2022-07-04T07:26:50,1656908803.735772,2022-07-04T07:26:43
1656908806,104799,414,34,2353,00000000000000000000000000,2200c890e0,84d2,2022-07-04T07:26:46,1656908806.012559,2022-07-04T07:26:46
1656908806,5641818,415,37,2354,00000000000000000000000000,2500c890e0,a984,2022-07-04T07:26:51,1656908806.566433,2022-07-04T07:26:46
1656908807,1252288,416,31,2355,00000000000000000000000000,1f00c890e0,e714,2022-07-04T07:26:48,1656908807.12734,2022-07-04T07:26:47
1656908811,8700144,417,37,2358,00000000000000000000000000,2500c890e0,fc0a,2022-07-04T07:26:59,1656908811.872149,2022-07-04T07:26:51
1656908812,4820508,418,36,2359,00000000000000000000000000,2400c890e0,7684,2022-07-04T07:26:56,1656908812.484076,2022-07-04T07:26:52
1656908814,2012343,419,28,2362,00000000000000000000000000,1c00c890e0,a344,2022-07-04T07:26:56,1656908814.203376,2022-07-04T07:26:54
1656908815,3490593,420,31,2364,00000000000000000000000000,1f00c890e0,19dd,2022-07-04T07:26:58,1656908815.351116,2022-07-04T07:26:55
1656908815,8899805,421,34,2365,00000000000000000000000000,2200c890e0,4352,2022-07-04T07:27:03,1656908815.892297,2022-07-04T07:26:55
1656908816,4761500,422,38,2366,00000000000000000000000000,2600c890e0,0b55,2022-07-04T07:27:00,1656908816.47825,2022-07-04T07:26:56
1656908822,2904932,423,38,2371,00000000000000000000000000,2600c890e0,7de1,2022-07-04T07:27:04,1656908822.292431,2022-07-04T07:27:02
