time_s,time_us,checksum_valid,cookie,frame_no,rssi_pkt,snr_pkt,rssi_signal,time_gregorian,log_timestamp,log_timestamp_gregorian
1656912016,730680,True,5240,5831,-74,5,-75,2022-07-04T08:20:16,1656912016.732285,2022-07-04T08:20:16
1656912021,90758,True,5241,5833,-75,5,-75,2022-07-04T08:20:21,1656912021.092474,2022-07-04T08:20:21
1656912021,651743,True,5242,5834,-74,5,-75,2022-07-04T08:20:21,1656912021.654618,2022-07-04T08:20:21
1656912022,180563,True,5243,5835,-75,5,-75,2022-07-04T08:20:22,1656912022.182229,2022-07-04T08:20:22
1656912022,800583,True,5244,5836,-75,5,-76,2022-07-04T08:20:22,1656912022.802159,2022-07-04T08:20:22
1656912023,361945,True,5245,5837,-75,5,-77,2022-07-04T08:20:23,1656912023.363606,2022-07-04T08:20:23
1656912024,90546,True,5246,5838,-75,4,-76,2022-07-04T08:20:24,1656912024.092113,2022-07-04T08:20:24
1656912024,650493,True,5247,5839,-75,5,-76,2022-07-04T08:20:24,1656912024.652276,2022-07-04T08:20:24
1656912025,190502,True,5248,5840,-74,5,-75,2022-07-04T08:20:25,1656912025.193172,2022-07-04T08:20:25
1656912025,741699,True,5249,5841,-74,6,-75,2022-07-04T08:20:25,1656912025.743322,2022-07-04T08:20:25
1656912029,471836,True,5250,5842,-73,7,-73,2022-07-04T08:20:29,1656912029.473435,2022-07-04T08:20:29
1656912030,90642,True,5251,5843,-72,7,-73,2022-07-04T08:20:30,1656912030.092278,2022-07-04T08:20:30
1656912030,621303,True,5252,5844,-72,7,-73,2022-07-04T08:20:30,1656912030.622997,2022-07-04T08:20:30
1656912031,240752,True,5253,5845,-72,8,-73,2022-07-04T08:20:31,1656912031.242383,2022-07-04T08:20:31
1656912031,810373,True,5254,5846,-72,7,-73,2022-07-04T08:20:31,1656912031.811943,2022-07-04T08:20:31
1656912032,410241,True,5255,5847,-71,8,-71,2022-07-04T08:20:32,1656912032.411896,2022-07-04T08:20:32
1656912033,481570,True,5256,5849,-69,9,-70,2022-07-04T08:20:33,1656912033.48319,2022-07-04T08:20:33
1656912037,710498,True,5257,5851,-75,6,-76,2022-07-04T08:20:37,1656912037.71218,2022-07-04T08:20:37
1656912038,281276,True,5258,5852,-75,6,-76,2022-07-04T08:20:38,1656912038.282873,2022-07-04T08:20:38
1656912038,940786,True,5259,5853,-76,5,-77,2022-07-04T08:20:38,1656912038.943098,2022-07-04T08:20:38
1656912039,480879,True,5260,5854,-77,5,-77,2022-07-04T08:20:39,1656912039.482503,2022-07-04T08:20:39
1656912040,30986,True,5261,5855,-78,3,-79,2022-07-04T08:20:40,1656912040.032673,2022-07-04T08:20:40
1656912040,580663,True,5262,5856,-78,4,-79,2022-07-04T08:20:40,1656912040.582294,2022-07-04T08:20:40
1656912041,121351,True,5263,5857,-79,2,-80,2022-07-04T08:20:41,1656912041.123015,2022-07-04T08:20:41
1656912041,702453,True,5264,5858,-79,2,-81,2022-07-04T08:20:41,1656912041.704176,2022-07-04T08:20:41
1656912042,340189,True,5265,5859,-79,4,-80,2022-07-04T08:20:42,1656912042.341905,2022-07-04T08:20:42
1656912046,120665,True,5266,5860,-80,1,-82,2022-07-04T08:20:46,1656912046.12238,2022-07-04T08:20:46
1656912046,685890,True,5267,5861,-81,1,-83,2022-07-04T08:20:46,1656912046.687544,2022-07-04T08:20:46
1656912047,312821,True,5268,5862,-80,3,-81,2022-07-04T08:20:47,1656912047.314886,2022-07-04T08:20:47
1656912047,939919,True,5269,5863,-80,3,-81,2022-07-04T08:20:47,1656912047.941537,2022-07-04T08:20:47
1656912048,500027,True,5270,5864,-79,5,-80,2022-07-04T08:20:48,1656912048.501701,2022-07-04T08:20:48
1656912049,70036,True,5271,5865,-77,5,-78,2022-07-04T08:20:49,1656912049.071732,2022-07-04T08:20:49
1656912049,629841,True,5272,5866,-75,7,-76,2022-07-04T08:20:49,1656912049.631457,2022-07-04T08:20:49
1656912050,271263,True,5273,5867,-74,8,-74,2022-07-04T08:20:50,1656912050.272942,2022-07-04T08:20:50
1656912050,922568,True,5274,5868,-74,6,-75,2022-07-04T08:20:50,1656912050.925874,2022-07-04T08:20:50
1656912055,181486,True,5275,5870,-79,3,-80,2022-07-04T08:20:55,1656912055.183156,2022-07-04T08:20:55
1656912055,711405,True,5276,5871,-79,4,-81,2022-07-04T08:20:55,1656912055.713071,2022-07-04T08:20:55
1656912056,240188,True,5277,5872,-81,2,-82,2022-07-04T08:20:56,1656912056.24186,2022-07-04T08:20:56
1656912056,910003,True,5278,5873,-83,-1,-86,2022-07-04T08:20:56,1656912056.911686,2022-07-04T08:20:56
1656912057,500033,True,5279,5874,-83,-1,-86,2022-07-04T08:20:57,1656912057.501651,2022-07-04T08:20:57
1656912058,60364,True,5280,5875,-83,-1,-85,2022-07-04T08:20:58,1656912058.062031,2022-07-04T08:20:58
1656912058,619920,True,5281,5876,-82,0,-85,2022-07-04T08:20:58,1656912058.621749,2022-07-04T08:20:58
1656912059,149693,True,5282,5877,-82,1,-84,2022-07-04T08:20:59,1656912059.151373,2022-07-04T08:20:59
1656912062,920785,True,5283,5878,-74,6,-75,2022-07-04T08:21:02,1656912062.922351,2022-07-04T08:21:02
1656912064,9828,True,5284,5880,-72,7,-73,2022-07-04T08:21:04,1656912064.011427,2022-07-04T08:21:04
1656912064,589735,True,5285,5881,-70,9,-70,2022-07-04T08:21:04,1656912064.591364,2022-07-04T08:21:04
1656912065,232010,True,5286,5882,-69,10,-70,2022-07-04T08:21:05,1656912065.233586,2022-07-04T08:21:05
1656912065,959649,True,5287,5883,-70,10,-70,2022-07-04T08:21:05,1656912065.96127,2022-07-04T08:21:05
1656912066,512504,True,5288,5884,-70,9,-71,2022-07-04T08:21:06,1656912066.514436,2022-07-04T08:21:06
1656912067,170831,True,5289,5885,-73,9,-73,2022-07-04T08:21:07,1656912067.172501,2022-07-04T08:21:07
1656912067,820766,True,5290,5886,-73,7,-74,2022-07-04T08:21:07,1656912067.822701,2022-07-04T08:21:07
1656912071,620589,True,5291,5887,-75,5,-77,2022-07-04T08:21:11,1656912071.622233,2022-07-04T08:21:11
1656912072,189727,True,5292,5888,-76,5,-77,2022-07-04T08:21:12,1656912072.19332,2022-07-04T08:21:12
1656912072,780399,True,5293,5889,-76,4,-78,2022-07-04T08:21:12,1656912072.782333,2022-07-04T08:21:12
1656912073,349731,True,5294,5890,-76,4,-77,2022-07-04T08:21:13,1656912073.351375,2022-07-04T08:21:13
1656912073,980470,True,5295,5891,-79,1,-81,2022-07-04T08:21:13,1656912073.982084,2022-07-04T08:21:13
1656912074,531201,True,5296,5892,-78,3,-79,2022-07-04T08:21:14,1656912074.53285,2022-07-04T08:21:14
1656912075,60117,True,5297,5893,-77,3,-79,2022-07-04T08:21:15,1656912075.061724,2022-07-04T08:21:15
1656912075,610183,True,5298,5894,-77,3,-78,2022-07-04T08:21:15,1656912075.611838,2022-07-04T08:21:15
1656912076,220272,True,5299,5895,-78,2,-79,2022-07-04T08:21:16,1656912076.221873,2022-07-04T08:21:16
1656912079,939556,True,5300,5896,-78,1,-80,2022-07-04T08:21:19,1656912079.941147,2022-07-04T08:21:19
1656912080,479647,True,5301,5897,-77,3,-78,2022-07-04T08:21:20,1656912080.48142,2022-07-04T08:21:20
1656912081,539507,True,5302,5899,-77,4,-78,2022-07-04T08:21:21,1656912081.54112,2022-07-04T08:21:21
1656912082,179826,True,5303,5900,-78,1,-80,2022-07-04T08:21:22,1656912082.181518,2022-07-04T08:21:22
1656912082,729377,True,5304,5901,-78,2,-80,2022-07-04T08:21:22,1656912082.731056,2022-07-04T08:21:22
1656912083,279343,True,5305,5902,-77,4,-78,2022-07-04T08:21:23,1656912083.281028,2022-07-04T08:21:23
1656912083,950719,True,5306,5903,-78,2,-80,2022-07-04T08:21:23,1656912083.952308,2022-07-04T08:21:23
1656912084,569351,True,5307,5904,-77,4,-78,2022-07-04T08:21:24,1656912084.570937,2022-07-04T08:21:24
1656912088,360497,True,5308,5905,-77,4,-78,2022-07-04T08:21:28,1656912088.362161,2022-07-04T08:21:28
1656912088,969758,True,5309,5906,-78,2,-80,2022-07-04T08:21:28,1656912088.971369,2022-07-04T08:21:28
1656912089,600551,True,5310,5907,-77,4,-78,2022-07-04T08:21:29,1656912089.603682,2022-07-04T08:21:29
1656912090,149986,True,5311,5908,-78,2,-79,2022-07-04T08:21:30,1656912090.151654,2022-07-04T08:21:30
1656912090,740024,True,5312,5909,-78,3,-79,2022-07-04T08:21:30,1656912090.741722,2022-07-04T08:21:30
1656912091,419207,True,5313,5910,-78,4,-75,2022-07-04T08:21:31,1656912091.420839,2022-07-04T08:21:31
1656912092,29990,True,5314,5911,-77,3,-79,2022-07-04T08:21:32,1656912092.031612,2022-07-04T08:21:32
1656912092,579209,True,5315,5912,-76,4,-77,2022-07-04T08:21:32,1656912092.580983,2022-07-04T08:21:32
1656912093,120034,True,5316,5913,-77,4,-78,2022-07-04T08:21:33,1656912093.121686,2022-07-04T08:21:33
1656912097,370042,True,5317,5915,-76,4,-77,2022-07-04T08:21:37,1656912097.371706,2022-07-04T08:21:37
1656912097,989972,True,5318,5916,-76,5,-77,2022-07-04T08:21:37,1656912097.991613,2022-07-04T08:21:37
1656912098,541175,True,5319,5917,-75,5,-76,2022-07-04T08:21:38,1656912098.542893,2022-07-04T08:21:38
1656912099,111416,True,5320,5918,-75,5,-76,2022-07-04T08:21:39,1656912099.11309,2022-07-04T08:21:39
1656912099,679071,True,5321,5919,-75,6,-75,2022-07-04T08:21:39,1656912099.680693,2022-07-04T08:21:39
1656912100,259108,True,5322,5920,-75,6,-76,2022-07-04T08:21:40,1656912100.261655,2022-07-04T08:21:40
1656912100,810022,True,5323,5921,-75,6,-76,2022-07-04T08:21:40,1656912100.811882,2022-07-04T08:21:40
1656912101,409019,True,5324,5922,-75,5,-76,2022-07-04T08:21:41,1656912101.410616,2022-07-04T08:21:41
1656912105,159755,True,5325,5923,-73,8,-74,2022-07-04T08:21:45,1656912105.161396,2022-07-04T08:21:45
1656912105,689069,True,5326,5924,-72,8,-73,2022-07-04T08:21:45,1656912105.690652,2022-07-04T08:21:45
1656912106,239157,True,5327,5925,-70,8,-71,2022-07-04T08:21:46,1656912106.240945,2022-07-04T08:21:46
1656912106,779932,True,5328,5926,-70,9,-70,2022-07-04T08:21:46,1656912106.781513,2022-07-04T08:21:46
1656912107,339478,True,5329,5927,-70,9,-70,2022-07-04T08:21:47,1656912107.341107,2022-07-04T08:21:47
1656912108,11083,True,5330,5928,-70,9,-71,2022-07-04T08:21:48,1656912108.012719,2022-07-04T08:21:48
1656912108,569139,True,5331,5929,-70,9,-71,2022-07-04T08:21:48,1656912108.570722,2022-07-04T08:21:48
1656912109,109003,True,5332,5930,-71,8,-71,2022-07-04T08:21:49,1656912109.110632,2022-07-04T08:21:49
1656912109,679081,True,5333,5931,-71,8,-72,2022-07-04T08:21:49,1656912109.680844,2022-07-04T08:21:49
1656912113,461085,True,5334,5932,-74,7,-74,2022-07-04T08:21:53,1656912113.462736,2022-07-04T08:21:53
1656912114,59828,True,5335,5933,-74,7,-75,2022-07-04T08:21:54,1656912114.061537,2022-07-04T08:21:54
1656912114,608723,True,5336,5934,-74,6,-74,2022-07-04T08:21:54,1656912114.610538,2022-07-04T08:21:54
1656912115,168451,True,5337,5935,-74,6,-75,2022-07-04T08:21:55,1656912115.170357,2022-07-04T08:21:55
1656912115,699655,True,5338,5936,-74,6,-74,2022-07-04T08:21:55,1656912115.701326,2022-07-04T08:21:55
1656912116,319229,True,5339,5937,-74,7,-74,2022-07-04T08:21:56,1656912116.320956,2022-07-04T08:21:56
1656912116,935783,True,5340,5938,-74,7,-74,2022-07-04T08:21:56,1656912116.937435,2022-07-04T08:21:56
1656912117,508921,True,5341,5939,-73,8,-74,2022-07-04T08:21:57,1656912117.510542,2022-07-04T08:21:57
1656912118,159048,True,5342,5940,-72,8,-73,2022-07-04T08:21:58,1656912118.160732,2022-07-04T08:21:58
1656912121,887280,True,5343,5941,-71,8,-72,2022-07-04T08:22:01,1656912121.889042,2022-07-04T08:22:01
1656912122,439985,True,5344,5942,-71,8,-71,2022-07-04T08:22:02,1656912122.441679,2022-07-04T08:22:02
1656912123,18802,True,5345,5943,-71,8,-72,2022-07-04T08:22:03,1656912123.020448,2022-07-04T08:22:03
1656912123,571782,True,5346,5944,-71,8,-71,2022-07-04T08:22:03,1656912123.573768,2022-07-04T08:22:03
1656912124,118707,True,5347,5945,-71,9,-71,2022-07-04T08:22:04,1656912124.120455,2022-07-04T08:22:04
1656912124,649282,True,5348,5946,-72,9,-72,2022-07-04T08:22:04,1656912124.650918,2022-07-04T08:22:04
1656912125,198695,True,5349,5947,-70,9,-71,2022-07-04T08:22:05,1656912125.200364,2022-07-04T08:22:05
1656912125,749486,True,5350,5948,-70,9,-71,2022-07-04T08:22:05,1656912125.751691,2022-07-04T08:22:05
1656912126,429930,True,5351,5949,-70,9,-71,2022-07-04T08:22:06,1656912126.431616,2022-07-04T08:22:06
1656912130,648702,True,5352,5951,-70,9,-70,2022-07-04T08:22:10,1656912130.650323,2022-07-04T08:22:10
1656912131,220078,True,5353,5952,-70,9,-70,2022-07-04T08:22:11,1656912131.221974,2022-07-04T08:22:11
1656912131,788847,True,5354,5953,-69,10,-70,2022-07-04T08:22:11,1656912131.790479,2022-07-04T08:22:11
1656912132,449934,True,5355,5954,-69,9,-70,2022-07-04T08:22:12,1656912132.451605,2022-07-04T08:22:12
1656912134,78659,True,5356,5957,-70,9,-71,2022-07-04T08:22:14,1656912134.080605,2022-07-04T08:22:14
1656912134,659009,True,5357,5958,-72,8,-73,2022-07-04T08:22:14,1656912134.661452,2022-07-04T08:22:14
1656912138,438720,True,5358,5959,-75,6,-76,2022-07-04T08:22:18,1656912138.440391,2022-07-04T08:22:18
1656912139,49600,True,5359,5960,-75,6,-76,2022-07-04T08:22:19,1656912139.052319,2022-07-04T08:22:19
1656912139,710691,True,5360,5961,-76,6,-76,2022-07-04T08:22:19,1656912139.712807,2022-07-04T08:22:19
1656912141,318971,True,5361,5964,-75,6,-76,2022-07-04T08:22:21,1656912141.320975,2022-07-04T08:22:21
1656912141,908261,True,5362,5965,-75,6,-76,2022-07-04T08:22:21,1656912141.909861,2022-07-04T08:22:21
1656912142,498239,True,5363,5966,-75,6,-76,2022-07-04T08:22:22,1656912142.499872,2022-07-04T08:22:22
1656912143,78590,True,5364,5967,-76,5,-77,2022-07-04T08:22:23,1656912143.080224,2022-07-04T08:22:23
1656912147,338243,True,5365,5969,-76,5,-77,2022-07-04T08:22:27,1656912147.342119,2022-07-04T08:22:27
1656912147,929569,True,5366,5970,-78,3,-79,2022-07-04T08:22:27,1656912147.933447,2022-07-04T08:22:27
1656912148,478241,True,5367,5971,-77,5,-78,2022-07-04T08:22:28,1656912148.479912,2022-07-04T08:22:28
1656912149,48562,True,5368,5972,-78,4,-79,2022-07-04T08:22:29,1656912149.05017,2022-07-04T08:22:29
1656912149,598566,True,5369,5973,-77,5,-78,2022-07-04T08:22:29,1656912149.600198,2022-07-04T08:22:29
1656912150,154880,True,5370,5974,-78,4,-79,2022-07-04T08:22:30,1656912150.15657,2022-07-04T08:22:30
1656912150,698303,True,5371,5975,-78,3,-80,2022-07-04T08:22:30,1656912150.699997,2022-07-04T08:22:30
1656912151,238990,True,5372,5976,-79,2,-80,2022-07-04T08:22:31,1656912151.240939,2022-07-04T08:22:31
1656912154,968902,True,5373,5977,-78,3,-79,2022-07-04T08:22:34,1656912154.970545,2022-07-04T08:22:34
1656912155,618370,True,5374,5978,-77,3,-79,2022-07-04T08:22:35,1656912155.620034,2022-07-04T08:22:35
1656912157,237930,True,5375,5981,-80,2,-81,2022-07-04T08:22:37,1656912157.239604,2022-07-04T08:22:37
1656912157,848215,True,5376,5982,-80,2,-82,2022-07-04T08:22:37,1656912157.84983,2022-07-04T08:22:37
1656912158,474102,True,5377,5983,-78,4,-79,2022-07-04T08:22:38,1656912158.475789,2022-07-04T08:22:38
1656912159,59386,True,5378,5984,-80,1,-82,2022-07-04T08:22:39,1656912159.061017,2022-07-04T08:22:39
1656912159,649962,True,5379,5985,-78,3,-79,2022-07-04T08:22:39,1656912159.651629,2022-07-04T08:22:39
1656912163,359911,True,5380,5986,-77,4,-79,2022-07-04T08:22:43,1656912163.361979,2022-07-04T08:22:43
1656912164,28939,True,5381,5987,-80,2,-81,2022-07-04T08:22:44,1656912164.030562,2022-07-04T08:22:44
1656912164,579110,True,5382,5988,-78,3,-79,2022-07-04T08:22:44,1656912164.580721,2022-07-04T08:22:44
1656912165,107977,True,5383,5989,-80,1,-82,2022-07-04T08:22:45,1656912165.109982,2022-07-04T08:22:45
1656912165,669327,True,5384,5990,-78,3,-79,2022-07-04T08:22:45,1656912165.671,2022-07-04T08:22:45
1656912166,718058,True,5385,5992,-79,2,-80,2022-07-04T08:22:46,1656912166.719763,2022-07-04T08:22:46
1656912167,259659,True,5386,5993,-79,2,-81,2022-07-04T08:22:47,1656912167.261677,2022-07-04T08:22:47
1656912171,510735,True,5387,5995,-77,4,-78,2022-07-04T08:22:51,1656912171.51242,2022-07-04T08:22:51
1656912172,170509,True,5388,5996,-77,4,-78,2022-07-04T08:22:52,1656912172.172161,2022-07-04T08:22:52
1656912172,738020,True,5389,5997,-77,4,-78,2022-07-04T08:22:52,1656912172.739928,2022-07-04T08:22:52
1656912173,339250,True,5390,5998,-76,5,-77,2022-07-04T08:22:53,1656912173.340958,2022-07-04T08:22:53
1656912174,885,True,5391,5999,-76,4,-77,2022-07-04T08:22:54,1656912174.00259,2022-07-04T08:22:54
1656912174,568777,True,5392,6000,-76,5,-77,2022-07-04T08:22:54,1656912174.570448,2022-07-04T08:22:54
1656912175,127695,True,5393,6001,-77,4,-78,2022-07-04T08:22:55,1656912175.129307,2022-07-04T08:22:55
1656912175,657771,True,5394,6002,-77,4,-78,2022-07-04T08:22:55,1656912175.659387,2022-07-04T08:22:55
1656912176,199206,True,5395,6003,-79,2,-80,2022-07-04T08:22:56,1656912176.200866,2022-07-04T08:22:56
1656912180,48050,True,5396,6004,-77,4,-78,2022-07-04T08:23:00,1656912180.0507,2022-07-04T08:23:00
1656912180,646295,True,5397,6005,-77,5,-77,2022-07-04T08:23:00,1656912180.647891,2022-07-04T08:23:00
1656912181,187761,True,5398,6006,-79,3,-80,2022-07-04T08:23:01,1656912181.189443,2022-07-04T08:23:01
1656912181,718685,True,5399,6007,-80,2,-81,2022-07-04T08:23:01,1656912181.720315,2022-07-04T08:23:01
1656912182,258429,True,5400,6008,-79,2,-81,2022-07-04T08:23:02,1656912182.260887,2022-07-04T08:23:02
1656912182,839016,True,5401,6009,-79,2,-81,2022-07-04T08:23:02,1656912182.840693,2022-07-04T08:23:02
1656912183,438424,True,5402,6010,-78,3,-79,2022-07-04T08:23:03,1656912183.440125,2022-07-04T08:23:03
1656912184,18237,True,5403,6011,-78,3,-80,2022-07-04T08:23:04,1656912184.02016,2022-07-04T08:23:04
1656912184,611276,True,5404,6012,-77,3,-79,2022-07-04T08:23:04,1656912184.612941,2022-07-04T08:23:04
1656912188,297649,True,5405,6013,-80,1,-82,2022-07-04T08:23:08,1656912188.299335,2022-07-04T08:23:08
1656912188,948276,True,5406,6014,-80,1,-82,2022-07-04T08:23:08,1656912188.949859,2022-07-04T08:23:08
1656912189,517454,True,5407,6015,-77,4,-78,2022-07-04T08:23:09,1656912189.519125,2022-07-04T08:23:09
1656912190,108641,True,5408,6016,-78,3,-79,2022-07-04T08:23:10,1656912190.110378,2022-07-04T08:23:10
1656912190,757719,True,5409,6017,-77,4,-79,2022-07-04T08:23:10,1656912190.759701,2022-07-04T08:23:10
1656912191,319638,True,5410,6018,-77,5,-77,2022-07-04T08:23:11,1656912191.323498,2022-07-04T08:23:11
1656912191,899931,True,5411,6019,-77,5,-78,2022-07-04T08:23:11,1656912191.90157,2022-07-04T08:23:11
1656912192,557487,True,5412,6020,-75,5,-76,2022-07-04T08:23:12,1656912192.559129,2022-07-04T08:23:12
1656912193,88505,True,5413,6021,-75,6,-76,2022-07-04T08:23:13,1656912193.090082,2022-07-04T08:23:13
1656912196,837784,True,5414,6022,-76,5,-77,2022-07-04T08:23:16,1656912196.839421,2022-07-04T08:23:16
1656912197,447440,True,5415,6023,-76,5,-77,2022-07-04T08:23:17,1656912197.449138,2022-07-04T08:23:17
1656912198,17502,True,5416,6024,-76,6,-77,2022-07-04T08:23:18,1656912198.019188,2022-07-04T08:23:18
1656912198,578594,True,5417,6025,-74,6,-75,2022-07-04T08:23:18,1656912198.580616,2022-07-04T08:23:18
1656912199,188168,True,5418,6026,-73,7,-74,2022-07-04T08:23:19,1656912199.189927,2022-07-04T08:23:19
1656912199,768647,True,5419,6027,-72,8,-73,2022-07-04T08:23:19,1656912199.770339,2022-07-04T08:23:19
1656912200,367626,True,5420,6028,-73,8,-73,2022-07-04T08:23:20,1656912200.369342,2022-07-04T08:23:20
1656912200,988255,True,5421,6029,-74,7,-74,2022-07-04T08:23:20,1656912200.989912,2022-07-04T08:23:20
1656912201,517266,True,5422,6030,-75,6,-76,2022-07-04T08:23:21,1656912201.518922,2022-07-04T08:23:21
1656912205,168237,True,5423,6031,-78,3,-79,2022-07-04T08:23:25,1656912205.17154,2022-07-04T08:23:25
1656912205,771334,True,5424,6032,-78,3,-79,2022-07-04T08:23:25,1656912205.77298,2022-07-04T08:23:25
1656912206,329003,True,5425,6033,-77,5,-78,2022-07-04T08:23:26,1656912206.330536,2022-07-04T08:23:26
1656912206,898434,True,5426,6034,-79,3,-80,2022-07-04T08:23:26,1656912206.900052,2022-07-04T08:23:26
1656912207,537562,True,5427,6035,-78,3,-79,2022-07-04T08:23:27,1656912207.539905,2022-07-04T08:23:27
1656912208,67485,True,5428,6036,-79,3,-80,2022-07-04T08:23:28,1656912208.069179,2022-07-04T08:23:28
1656912208,657407,True,5429,6037,-77,3,-78,2022-07-04T08:23:28,1656912208.660182,2022-07-04T08:23:28
1656912209,307407,True,5430,6038,-77,4,-78,2022-07-04T08:23:29,1656912209.309066,2022-07-04T08:23:29
1656912209,927280,True,5431,6039,-78,2,-80,2022-07-04T08:23:29,1656912209.928928,2022-07-04T08:23:29
1656912214,158365,True,5432,6041,-74,7,-75,2022-07-04T08:23:34,1656912214.159989,2022-07-04T08:23:34
1656912214,738170,True,5433,6042,-75,6,-76,2022-07-04T08:23:34,1656912214.739822,2022-07-04T08:23:34
1656912215,267529,True,5434,6043,-73,7,-75,2022-07-04T08:23:35,1656912215.269477,2022-07-04T08:23:35
1656912215,828459,True,5435,6044,-72,8,-73,2022-07-04T08:23:35,1656912215.830205,2022-07-04T08:23:35
1656912216,437869,True,5436,6045,-70,10,-71,2022-07-04T08:23:36,1656912216.439489,2022-07-04T08:23:36
1656912217,36992,True,5437,6046,-70,9,-71,2022-07-04T08:23:37,1656912217.038697,2022-07-04T08:23:37
1656912217,587018,True,5438,6047,-72,8,-72,2022-07-04T08:23:37,1656912217.588662,2022-07-04T08:23:37
1656912218,147153,True,5439,6048,-75,6,-75,2022-07-04T08:23:38,1656912218.149136,2022-07-04T08:23:38
1656912222,441589,True,5440,6050,-76,5,-77,2022-07-04T08:23:42,1656912222.443207,2022-07-04T08:23:42
1656912223,18066,True,5441,6051,-75,6,-76,2022-07-04T08:23:43,1656912223.019828,2022-07-04T08:23:43
1656912224,167215,True,5442,6053,-73,8,-73,2022-07-04T08:23:44,1656912224.168817,2022-07-04T08:23:44
1656912224,716956,True,5443,6054,-73,8,-73,2022-07-04T08:23:44,1656912224.718689,2022-07-04T08:23:44
1656912225,257783,True,5444,6055,-73,8,-74,2022-07-04T08:23:45,1656912225.259473,2022-07-04T08:23:45
1656912225,798719,True,5445,6056,-74,6,-75,2022-07-04T08:23:45,1656912225.80029,2022-07-04T08:23:45
1656912226,357135,True,5446,6057,-76,6,-77,2022-07-04T08:23:46,1656912226.358837,2022-07-04T08:23:46
1656912230,127701,True,5447,6058,-77,4,-79,2022-07-04T08:23:50,1656912230.129339,2022-07-04T08:23:50
1656912230,658128,True,5448,6059,-77,4,-79,2022-07-04T08:23:50,1656912230.65975,2022-07-04T08:23:50
1656912231,238402,True,5449,6060,-79,3,-80,2022-07-04T08:23:51,1656912231.240004,2022-07-04T08:23:51
1656912231,837155,True,5450,6061,-79,3,-80,2022-07-04T08:23:51,1656912231.838766,2022-07-04T08:23:51
1656912232,447312,True,5451,6062,-77,5,-78,2022-07-04T08:23:52,1656912232.449249,2022-07-04T08:23:52
1656912233,44326,True,5452,6063,-79,2,-80,2022-07-04T08:23:53,1656912233.04603,2022-07-04T08:23:53
1656912233,688256,True,5453,6064,-79,3,-80,2022-07-04T08:23:53,1656912233.689911,2022-07-04T08:23:53
1656912234,247316,True,5454,6065,-80,2,-81,2022-07-04T08:23:54,1656912234.248933,2022-07-04T08:23:54
1656912234,777504,True,5455,6066,-78,4,-79,2022-07-04T08:23:54,1656912234.779094,2022-07-04T08:23:54
1656912238,440322,True,5456,6067,-71,9,-71,2022-07-04T08:23:58,1656912238.442221,2022-07-04T08:23:58
1656912238,987777,True,5457,6068,-71,9,-72,2022-07-04T08:23:58,1656912238.989476,2022-07-04T08:23:58
1656912239,528192,True,5458,6069,-71,9,-72,2022-07-04T08:23:59,1656912239.529783,2022-07-04T08:23:59
1656912240,189425,True,5459,6070,-73,8,-73,2022-07-04T08:24:00,1656912240.193444,2022-07-04T08:24:00
1656912240,758308,True,5460,6071,-74,7,-75,2022-07-04T08:24:00,1656912240.759937,2022-07-04T08:24:00
1656912241,917734,True,5461,6073,-76,5,-77,2022-07-04T08:24:01,1656912241.919313,2022-07-04T08:24:01
1656912242,477639,True,5462,6074,-76,5,-77,2022-07-04T08:24:02,1656912242.479751,2022-07-04T08:24:02
1656912243,37677,True,5463,6075,-76,5,-77,2022-07-04T08:24:03,1656912243.040613,2022-07-04T08:24:03
1656912246,788121,True,5464,6076,-77,5,-78,2022-07-04T08:24:06,1656912246.789834,2022-07-04T08:24:06
1656912247,358595,True,5465,6077,-77,5,-78,2022-07-04T08:24:07,1656912247.360382,2022-07-04T08:24:07
1656912248,27986,True,5466,6078,-76,5,-77,2022-07-04T08:24:08,1656912248.029713,2022-07-04T08:24:08
1656912248,607876,True,5467,6079,-75,6,-76,2022-07-04T08:24:08,1656912248.609558,2022-07-04T08:24:08
1656912249,209875,True,5468,6080,-75,6,-76,2022-07-04T08:24:09,1656912249.211569,2022-07-04T08:24:09
1656912249,787970,True,5469,6081,-75,6,-76,2022-07-04T08:24:09,1656912249.791697,2022-07-04T08:24:09
1656912250,328318,True,5470,6082,-74,7,-75,2022-07-04T08:24:10,1656912250.330261,2022-07-04T08:24:10
1656912250,857950,True,5471,6083,-74,7,-75,2022-07-04T08:24:10,1656912250.861106,2022-07-04T08:24:10
1656912251,398327,True,5472,6084,-74,7,-74,2022-07-04T08:24:11,1656912251.402196,2022-07-04T08:24:11
1656912255,208730,True,5473,6085,-71,8,-71,2022-07-04T08:24:15,1656912255.211276,2022-07-04T08:24:15
1656912255,789100,True,5474,6086,-72,9,-72,2022-07-04T08:24:15,1656912255.790759,2022-07-04T08:24:15
1656912256,368174,True,5475,6087,-72,8,-73,2022-07-04T08:24:16,1656912256.369974,2022-07-04T08:24:16
1656912256,908390,True,5476,6088,-73,6,-75,2022-07-04T08:24:16,1656912256.910097,2022-07-04T08:24:16
1656912257,478432,True,5477,6089,-75,6,-75,2022-07-04T08:24:17,1656912257.480087,2022-07-04T08:24:17
1656912258,49491,True,5478,6090,-75,6,-76,2022-07-04T08:24:18,1656912258.051055,2022-07-04T08:24:18
1656912259,649720,True,5479,6093,-75,6,-76,2022-07-04T08:24:19,1656912259.651323,2022-07-04T08:24:19
