time_s,time_us,checksum_valid,cookie,frame_no,rssi_pkt,snr_pkt,rssi_signal,time_gregorian,log_timestamp,log_timestamp_gregorian
1656909603,21856,True,2937,3220,-74,6,-75,2022-07-04T07:40:03,1656909603.0252,2022-07-04T07:40:03
1656909603,590444,True,2938,3221,-72,8,-73,2022-07-04T07:40:03,1656909603.593331,2022-07-04T07:40:03
1656909604,143513,True,2939,3222,-71,8,-72,2022-07-04T07:40:04,1656909604.146063,2022-07-04T07:40:04
1656909604,733456,True,2940,3223,-72,8,-72,2022-07-04T07:40:04,1656909604.736273,2022-07-04T07:40:04
1656909605,382783,True,2941,3224,-71,9,-71,2022-07-04T07:40:05,1656909605.384368,2022-07-04T07:40:05
1656909605,992839,True,2942,3225,-74,6,-75,2022-07-04T07:40:05,1656909605.994465,2022-07-04T07:40:05
1656909606,553679,True,2943,3226,-72,8,-72,2022-07-04T07:40:06,1656909606.555346,2022-07-04T07:40:06
1656909607,162402,True,2944,3227,-71,9,-72,2022-07-04T07:40:07,1656909607.163969,2022-07-04T07:40:07
1656909607,812991,True,2945,3228,-71,9,-71,2022-07-04T07:40:07,1656909607.814605,2022-07-04T07:40:07
1656909611,392625,True,2946,3229,-72,8,-73,2022-07-04T07:40:11,1656909611.394175,2022-07-04T07:40:11
1656909611,954813,True,2947,3230,-75,6,-76,2022-07-04T07:40:11,1656909611.956369,2022-07-04T07:40:11
1656909612,654085,True,2948,3231,-73,7,-74,2022-07-04T07:40:12,1656909612.655706,2022-07-04T07:40:12
1656909613,202563,True,2949,3232,-73,7,-74,2022-07-04T07:40:13,1656909613.204258,2022-07-04T07:40:13
1656909613,814071,True,2950,3233,-77,4,-78,2022-07-04T07:40:13,1656909613.815737,2022-07-04T07:40:13
1656909614,392747,True,2951,3234,-75,6,-76,2022-07-04T07:40:14,1656909614.394365,2022-07-04T07:40:14
1656909615,453970,True,2952,3236,-74,6,-75,2022-07-04T07:40:15,1656909615.455658,2022-07-04T07:40:15
1656909616,32711,True,2953,3237,-74,6,-75,2022-07-04T07:40:16,1656909616.034393,2022-07-04T07:40:16
1656909619,562755,True,2954,3238,-68,9,-69,2022-07-04T07:40:19,1656909619.564462,2022-07-04T07:40:19
1656909620,133004,True,2955,3239,-65,10,-66,2022-07-04T07:40:20,1656909620.134868,2022-07-04T07:40:20
1656909620,943124,True,2956,3240,-65,11,-66,2022-07-04T07:40:20,1656909620.944888,2022-07-04T07:40:20
1656909621,563178,True,2957,3241,-64,10,-65,2022-07-04T07:40:21,1656909621.56612,2022-07-04T07:40:21
1656909622,133268,True,2958,3242,-65,11,-65,2022-07-04T07:40:22,1656909622.135484,2022-07-04T07:40:22
1656909622,722943,True,2959,3243,-66,10,-67,2022-07-04T07:40:22,1656909622.724552,2022-07-04T07:40:22
1656909623,304371,True,2960,3244,-65,11,-65,2022-07-04T07:40:23,1656909623.306002,2022-07-04T07:40:23
1656909623,863047,True,2961,3245,-67,10,-67,2022-07-04T07:40:23,1656909623.8646,2022-07-04T07:40:23
1656909624,464539,True,2962,3246,-67,10,-67,2022-07-04T07:40:24,1656909624.466319,2022-07-04T07:40:24
1656909628,123502,True,2963,3247,-65,10,-66,2022-07-04T07:40:28,1656909628.125506,2022-07-04T07:40:28
1656909628,743823,True,2964,3248,-66,10,-67,2022-07-04T07:40:28,1656909628.745491,2022-07-04T07:40:28
1656909629,336230,True,2965,3249,-67,10,-67,2022-07-04T07:40:29,1656909629.337856,2022-07-04T07:40:29
1656909629,933408,True,2966,3250,-67,10,-67,2022-07-04T07:40:29,1656909629.935752,2022-07-04T07:40:29
1656909630,494384,True,2967,3251,-68,10,-68,2022-07-04T07:40:30,1656909630.496058,2022-07-04T07:40:30
1656909631,84376,True,2968,3252,-68,10,-68,2022-07-04T07:40:31,1656909631.086182,2022-07-04T07:40:31
1656909632,153843,True,2969,3254,-69,10,-69,2022-07-04T07:40:32,1656909632.155464,2022-07-04T07:40:32
1656909632,683872,True,2970,3255,-68,10,-68,2022-07-04T07:40:32,1656909632.685545,2022-07-04T07:40:32
1656909636,923820,True,2971,3257,-68,11,-68,2022-07-04T07:40:36,1656909637.329395,2022-07-04T07:40:37
1656909637,474632,True,2972,3258,-71,9,-71,2022-07-04T07:40:37,1656909637.559751,2022-07-04T07:40:37
1656909638,85804,True,2973,3259,-71,9,-72,2022-07-04T07:40:38,1656909638.087387,2022-07-04T07:40:38
1656909638,636224,True,2974,3260,-72,9,-73,2022-07-04T07:40:38,1656909638.63782,2022-07-04T07:40:38
1656909639,195124,True,2975,3261,-70,10,-70,2022-07-04T07:40:39,1656909639.196711,2022-07-04T07:40:39
1656909639,744932,True,2976,3262,-68,10,-69,2022-07-04T07:40:39,1656909639.746608,2022-07-04T07:40:39
1656909640,274592,True,2977,3263,-71,9,-72,2022-07-04T07:40:40,1656909640.276184,2022-07-04T07:40:40
1656909640,894140,True,2978,3264,-69,10,-69,2022-07-04T07:40:40,1656909640.896385,2022-07-04T07:40:40
1656909644,604055,True,2979,3265,-70,9,-71,2022-07-04T07:40:44,1656909644.607466,2022-07-04T07:40:44
1656909645,144651,True,2980,3266,-71,9,-71,2022-07-04T07:40:45,1656909645.147901,2022-07-04T07:40:45
1656909645,674822,True,2981,3267,-69,10,-70,2022-07-04T07:40:45,1656909645.676434,2022-07-04T07:40:45
1656909646,765556,True,2982,3269,-67,11,-67,2022-07-04T07:40:46,1656909646.767125,2022-07-04T07:40:46
1656909647,334572,True,2983,3270,-67,11,-68,2022-07-04T07:40:47,1656909647.336168,2022-07-04T07:40:47
1656909647,874419,True,2984,3271,-65,11,-66,2022-07-04T07:40:47,1656909647.876067,2022-07-04T07:40:47
1656909648,424391,True,2985,3272,-66,11,-67,2022-07-04T07:40:48,1656909648.426027,2022-07-04T07:40:48
1656909648,994362,True,2986,3273,-65,11,-66,2022-07-04T07:40:48,1656909648.996023,2022-07-04T07:40:48
1656909649,605942,True,2987,3274,-64,11,-65,2022-07-04T07:40:49,1656909649.607654,2022-07-04T07:40:49
1656909653,284726,True,2988,3275,-66,10,-67,2022-07-04T07:40:53,1656909653.286293,2022-07-04T07:40:53
1656909653,915801,True,2989,3276,-67,11,-68,2022-07-04T07:40:53,1656909653.917396,2022-07-04T07:40:53
1656909654,506489,True,2990,3277,-71,9,-72,2022-07-04T07:40:54,1656909654.508132,2022-07-04T07:40:54
1656909655,45857,True,2991,3278,-71,9,-71,2022-07-04T07:40:55,1656909655.047501,2022-07-04T07:40:55
1656909655,595753,True,2992,3279,-70,10,-70,2022-07-04T07:40:55,1656909655.59731,2022-07-04T07:40:55
1656909656,175611,True,2993,3280,-70,10,-70,2022-07-04T07:40:56,1656909656.177509,2022-07-04T07:40:56
1656909656,785450,True,2994,3281,-68,10,-69,2022-07-04T07:40:56,1656909656.787299,2022-07-04T07:40:56
1656909657,346166,True,2995,3282,-67,11,-68,2022-07-04T07:40:57,1656909657.347748,2022-07-04T07:40:57
1656909658,67037,True,2996,3283,-66,11,-66,2022-07-04T07:40:58,1656909658.068673,2022-07-04T07:40:58
1656909661,665027,True,2997,3284,-64,12,-65,2022-07-04T07:41:01,1656909661.667563,2022-07-04T07:41:01
1656909662,235223,True,2998,3285,-64,11,-65,2022-07-04T07:41:02,1656909662.236973,2022-07-04T07:41:02
1656909662,935677,True,2999,3286,-65,10,-66,2022-07-04T07:41:02,1656909662.939072,2022-07-04T07:41:02
1656909663,515648,True,3000,3287,-67,10,-68,2022-07-04T07:41:03,1656909663.517318,2022-07-04T07:41:03
1656909664,95891,True,3001,3288,-72,9,-73,2022-07-04T07:41:04,1656909664.097508,2022-07-04T07:41:04
1656909664,645851,True,3002,3289,-76,6,-77,2022-07-04T07:41:04,1656909664.647423,2022-07-04T07:41:04
1656909665,205720,True,3003,3290,-78,4,-79,2022-07-04T07:41:05,1656909665.207336,2022-07-04T07:41:05
1656909665,786217,True,3004,3291,-81,1,-83,2022-07-04T07:41:05,1656909665.788064,2022-07-04T07:41:05
1656909666,326266,True,3005,3292,-74,7,-75,2022-07-04T07:41:06,1656909666.327878,2022-07-04T07:41:06
1656909671,97738,True,3006,3295,-71,8,-72,2022-07-04T07:41:11,1656909671.099312,2022-07-04T07:41:11
1656909671,635588,True,3007,3296,-71,9,-72,2022-07-04T07:41:11,1656909671.637162,2022-07-04T07:41:11
1656909672,205469,True,3008,3297,-73,8,-74,2022-07-04T07:41:12,1656909672.207119,2022-07-04T07:41:12
1656909672,795431,True,3009,3298,-71,9,-72,2022-07-04T07:41:12,1656909672.797038,2022-07-04T07:41:12
1656909673,476077,True,3010,3299,-69,10,-70,2022-07-04T07:41:13,1656909673.477728,2022-07-04T07:41:13
1656909674,546461,True,3011,3301,-68,11,-68,2022-07-04T07:41:14,1656909674.549584,2022-07-04T07:41:14
1656909678,177066,True,3012,3302,-69,10,-70,2022-07-04T07:41:18,1656909678.178657,2022-07-04T07:41:18
1656909678,775928,True,3013,3303,-67,11,-68,2022-07-04T07:41:18,1656909678.777488,2022-07-04T07:41:18
1656909679,315892,True,3014,3304,-69,10,-69,2022-07-04T07:41:19,1656909679.317486,2022-07-04T07:41:19
1656909679,896484,True,3015,3305,-69,9,-70,2022-07-04T07:41:19,1656909679.898104,2022-07-04T07:41:19
1656909680,535816,True,3016,3306,-70,9,-71,2022-07-04T07:41:20,1656909680.537396,2022-07-04T07:41:20
1656909681,96079,True,3017,3307,-71,9,-72,2022-07-04T07:41:21,1656909681.097693,2022-07-04T07:41:21
1656909681,635810,True,3018,3308,-72,9,-72,2022-07-04T07:41:21,1656909681.637439,2022-07-04T07:41:21
1656909682,217192,True,3019,3309,-72,9,-73,2022-07-04T07:41:22,1656909682.218754,2022-07-04T07:41:22
1656909682,795922,True,3020,3310,-72,8,-73,2022-07-04T07:41:22,1656909682.798973,2022-07-04T07:41:22
1656909686,468766,True,3021,3311,-69,10,-69,2022-07-04T07:41:26,1656909686.470414,2022-07-04T07:41:26
1656909687,47543,True,3022,3312,-67,10,-67,2022-07-04T07:41:27,1656909687.049133,2022-07-04T07:41:27
1656909687,576228,True,3023,3313,-66,10,-67,2022-07-04T07:41:27,1656909687.579372,2022-07-04T07:41:27
1656909688,136327,True,3024,3314,-66,11,-66,2022-07-04T07:41:28,1656909688.139427,2022-07-04T07:41:28
1656909688,687149,True,3025,3315,-69,11,-69,2022-07-04T07:41:28,1656909688.688809,2022-07-04T07:41:28
1656909689,257108,True,3026,3316,-67,10,-68,2022-07-04T07:41:29,1656909689.259785,2022-07-04T07:41:29
1656909689,989849,True,3027,3317,-66,11,-67,2022-07-04T07:41:29,1656909689.992659,2022-07-04T07:41:29
1656909690,556293,True,3028,3318,-68,11,-68,2022-07-04T07:41:30,1656909690.557832,2022-07-04T07:41:30
1656909694,696397,True,3029,3320,-74,8,-75,2022-07-04T07:41:34,1656909694.697931,2022-07-04T07:41:34
1656909695,296569,True,3030,3321,-77,6,-78,2022-07-04T07:41:35,1656909695.298158,2022-07-04T07:41:35
1656909696,7488,True,3031,3322,-77,5,-78,2022-07-04T07:41:36,1656909696.009151,2022-07-04T07:41:36
1656909696,537600,True,3032,3323,-79,5,-80,2022-07-04T07:41:36,1656909696.539319,2022-07-04T07:41:36
1656909697,116924,True,3033,3324,-85,-7,-91,2022-07-04T07:41:37,1656909697.118581,2022-07-04T07:41:37
1656909697,786821,True,3034,3325,-83,-1,-86,2022-07-04T07:41:37,1656909697.788367,2022-07-04T07:41:37
1656909698,436513,True,3035,3326,-74,8,-75,2022-07-04T07:41:38,1656909698.43951,2022-07-04T07:41:38
1656909699,8099,True,3036,3327,-75,6,-76,2022-07-04T07:41:39,1656909699.009651,2022-07-04T07:41:39
1656909699,656561,True,3037,3328,-74,7,-75,2022-07-04T07:41:39,1656909699.65812,2022-07-04T07:41:39
1656909703,266893,True,3038,3329,-72,8,-73,2022-07-04T07:41:43,1656909703.268646,2022-07-04T07:41:43
1656909704,17681,True,3039,3330,-75,6,-76,2022-07-04T07:41:44,1656909704.019236,2022-07-04T07:41:44
1656909704,576709,True,3040,3331,-77,4,-78,2022-07-04T07:41:44,1656909704.578626,2022-07-04T07:41:44
1656909705,187413,True,3041,3332,-78,3,-79,2022-07-04T07:41:45,1656909705.189012,2022-07-04T07:41:45
1656909705,847479,False,3042,3333,-50,-13,-62,2022-07-04T07:41:45,1656909705.849062,2022-07-04T07:41:45
1656909706,398065,True,3043,3334,-72,-5,-77,2022-07-04T07:41:46,1656909706.39964,2022-07-04T07:41:46
1656909707,28236,True,3044,3335,-73,7,-74,2022-07-04T07:41:47,1656909707.029817,2022-07-04T07:41:47
1656909708,147040,False,3045,3337,-74,7,-74,2022-07-04T07:41:48,1656909708.150118,2022-07-04T07:41:48
1656909711,778168,True,3046,3338,-77,4,-79,2022-07-04T07:41:51,1656909711.779846,2022-07-04T07:41:51
1656909712,317014,True,3047,3339,-75,6,-76,2022-07-04T07:41:52,1656909712.320908,2022-07-04T07:41:52
1656909713,37157,True,3048,3340,-74,6,-75,2022-07-04T07:41:53,1656909713.038795,2022-07-04T07:41:53
1656909713,698307,True,3049,3341,-72,8,-73,2022-07-04T07:41:53,1656909713.699955,2022-07-04T07:41:53
1656909714,282781,True,3050,3342,-71,8,-71,2022-07-04T07:41:54,1656909714.284398,2022-07-04T07:41:54
1656909714,889004,True,3051,3343,-72,8,-72,2022-07-04T07:41:54,1656909714.890637,2022-07-04T07:41:54
1656909715,498180,True,3052,3344,-70,9,-71,2022-07-04T07:41:55,1656909715.499823,2022-07-04T07:41:55
1656909716,85209,True,3053,3345,-71,8,-72,2022-07-04T07:41:56,1656909716.086859,2022-07-04T07:41:56
1656909716,637767,True,3054,3346,-71,8,-72,2022-07-04T07:41:56,1656909716.639487,2022-07-04T07:41:56
1656909720,208279,True,3055,3347,-66,10,-67,2022-07-04T07:42:00,1656909720.209874,2022-07-04T07:42:00
1656909722,408642,True,3056,3351,-69,9,-69,2022-07-04T07:42:02,1656909722.410224,2022-07-04T07:42:02
1656909723,37843,True,3057,3352,-68,9,-69,2022-07-04T07:42:03,1656909723.039405,2022-07-04T07:42:03
1656909723,617371,True,3058,3353,-69,9,-69,2022-07-04T07:42:03,1656909723.620691,2022-07-04T07:42:03
1656909724,197856,True,3059,3354,-68,9,-69,2022-07-04T07:42:04,1656909724.199459,2022-07-04T07:42:04
1656909724,768344,True,3060,3355,-66,10,-67,2022-07-04T07:42:04,1656909724.769897,2022-07-04T07:42:04
1656909728,388887,True,3061,3356,-73,7,-73,2022-07-04T07:42:08,1656909728.390525,2022-07-04T07:42:08
1656909728,989986,True,3062,3357,-70,8,-71,2022-07-04T07:42:08,1656909728.991574,2022-07-04T07:42:08
1656909729,647714,True,3063,3358,-68,9,-69,2022-07-04T07:42:09,1656909729.649326,2022-07-04T07:42:09
1656909730,187660,True,3064,3359,-69,9,-70,2022-07-04T07:42:10,1656909730.190954,2022-07-04T07:42:10
1656909730,797487,True,3065,3360,-68,10,-68,2022-07-04T07:42:10,1656909730.800777,2022-07-04T07:42:10
1656909731,418642,True,3066,3361,-67,10,-67,2022-07-04T07:42:11,1656909731.421929,2022-07-04T07:42:11
1656909731,998991,True,3067,3362,-69,10,-69,2022-07-04T07:42:11,1656909732.000555,2022-07-04T07:42:12
1656909732,557649,True,3068,3363,-69,10,-70,2022-07-04T07:42:12,1656909732.559269,2022-07-04T07:42:12
1656909736,627767,True,3069,3365,-71,9,-71,2022-07-04T07:42:16,1656909736.629382,2022-07-04T07:42:16
1656909738,271433,True,3070,3368,-67,10,-68,2022-07-04T07:42:18,1656909738.273146,2022-07-04T07:42:18
1656909738,948284,True,3071,3369,-68,10,-69,2022-07-04T07:42:18,1656909738.950047,2022-07-04T07:42:18
1656909739,508103,True,3072,3370,-69,9,-70,2022-07-04T07:42:19,1656909739.509961,2022-07-04T07:42:19
1656909740,105710,True,3073,3371,-71,9,-72,2022-07-04T07:42:20,1656909740.107585,2022-07-04T07:42:20
1656909740,688468,True,3074,3372,-72,8,-73,2022-07-04T07:42:20,1656909740.691594,2022-07-04T07:42:20
1656909741,268954,True,3075,3373,-72,8,-73,2022-07-04T07:42:21,1656909741.270561,2022-07-04T07:42:21
1656909744,917976,True,3076,3374,-77,5,-78,2022-07-04T07:42:24,1656909744.919594,2022-07-04T07:42:24
1656909745,469036,True,3077,3375,-77,5,-78,2022-07-04T07:42:25,1656909745.470614,2022-07-04T07:42:25
1656909746,98967,True,3078,3376,-79,4,-80,2022-07-04T07:42:26,1656909746.102138,2022-07-04T07:42:26
1656909746,648334,True,3079,3377,-78,4,-79,2022-07-04T07:42:26,1656909746.65154,2022-07-04T07:42:26
1656909747,208265,True,3080,3378,-79,3,-80,2022-07-04T07:42:27,1656909747.20989,2022-07-04T07:42:27
1656909747,948296,True,3081,3379,-78,3,-79,2022-07-04T07:42:27,1656909747.949946,2022-07-04T07:42:27
1656909748,498204,True,3082,3380,-79,3,-80,2022-07-04T07:42:28,1656909748.499764,2022-07-04T07:42:28
1656909749,68220,True,3083,3381,-77,5,-78,2022-07-04T07:42:29,1656909749.07156,2022-07-04T07:42:29
1656909753,829786,True,3084,3384,-78,4,-79,2022-07-04T07:42:33,1656909753.83172,2022-07-04T07:42:33
1656909754,419896,True,3085,3385,-74,7,-75,2022-07-04T07:42:34,1656909754.421484,2022-07-04T07:42:34
1656909754,978533,True,3086,3386,-74,7,-75,2022-07-04T07:42:34,1656909754.980122,2022-07-04T07:42:34
1656909755,528978,True,3087,3387,-72,8,-73,2022-07-04T07:42:35,1656909755.530588,2022-07-04T07:42:35
1656909756,88575,True,3088,3388,-72,8,-73,2022-07-04T07:42:36,1656909756.090173,2022-07-04T07:42:36
1656909756,709447,True,3089,3389,-72,8,-72,2022-07-04T07:42:36,1656909756.711034,2022-07-04T07:42:36
1656909757,238658,True,3090,3390,-71,9,-71,2022-07-04T07:42:37,1656909757.240245,2022-07-04T07:42:37
1656909757,889626,True,3091,3391,-72,8,-72,2022-07-04T07:42:37,1656909757.8912,2022-07-04T07:42:37
1656909762,149248,True,3092,3393,-68,10,-69,2022-07-04T07:42:42,1656909762.150872,2022-07-04T07:42:42
1656909762,738990,True,3093,3394,-69,9,-69,2022-07-04T07:42:42,1656909762.740613,2022-07-04T07:42:42
1656909763,298688,True,3094,3395,-69,10,-70,2022-07-04T07:42:43,1656909763.30028,2022-07-04T07:42:43
1656909763,938848,True,3095,3396,-70,9,-71,2022-07-04T07:42:43,1656909763.940461,2022-07-04T07:42:43
1656909764,511385,True,3096,3397,-70,10,-71,2022-07-04T07:42:44,1656909764.515796,2022-07-04T07:42:44
1656909765,149120,True,3097,3398,-70,10,-71,2022-07-04T07:42:45,1656909765.152454,2022-07-04T07:42:45
1656909765,689854,True,3098,3399,-73,8,-73,2022-07-04T07:42:45,1656909765.693394,2022-07-04T07:42:45
1656909766,238692,True,3099,3400,-73,9,-73,2022-07-04T07:42:46,1656909766.240302,2022-07-04T07:42:46
1656909769,819520,True,3100,3401,-74,7,-75,2022-07-04T07:42:49,1656909769.822435,2022-07-04T07:42:49
1656909770,399165,True,3101,3402,-74,7,-75,2022-07-04T07:42:50,1656909770.40077,2022-07-04T07:42:50
1656909770,978898,True,3102,3403,-73,8,-74,2022-07-04T07:42:50,1656909770.9822,2022-07-04T07:42:50
1656909771,559496,True,3103,3404,-73,8,-74,2022-07-04T07:42:51,1656909771.562775,2022-07-04T07:42:51
1656909772,269127,True,3104,3405,-73,8,-73,2022-07-04T07:42:52,1656909772.270684,2022-07-04T07:42:52
1656909772,906591,True,3105,3406,-71,9,-72,2022-07-04T07:42:52,1656909772.908183,2022-07-04T07:42:52
1656909773,530013,True,3106,3407,-71,9,-71,2022-07-04T07:42:53,1656909773.531632,2022-07-04T07:42:53
1656909774,139085,True,3107,3408,-71,8,-72,2022-07-04T07:42:54,1656909774.141568,2022-07-04T07:42:54
1656909778,188749,True,3108,3410,-69,10,-70,2022-07-04T07:42:58,1656909778.192061,2022-07-04T07:42:58
1656909779,947299,True,3109,3413,-68,10,-68,2022-07-04T07:42:59,1656909779.948876,2022-07-04T07:42:59
1656909780,529266,True,3110,3414,-70,10,-71,2022-07-04T07:43:00,1656909780.531297,2022-07-04T07:43:00
1656909781,89199,True,3111,3415,-68,10,-68,2022-07-04T07:43:01,1656909781.090822,2022-07-04T07:43:01
1656909781,690001,True,3112,3416,-68,10,-69,2022-07-04T07:43:01,1656909781.691651,2022-07-04T07:43:01
1656909782,271143,True,3113,3417,-69,10,-70,2022-07-04T07:43:02,1656909782.272808,2022-07-04T07:43:02
1656909782,860841,True,3114,3418,-70,10,-71,2022-07-04T07:43:02,1656909782.86281,2022-07-04T07:43:02
1656909786,459914,True,3115,3419,-74,7,-75,2022-07-04T07:43:06,1656909786.461546,2022-07-04T07:43:06
1656909787,81333,True,3116,3420,-75,7,-76,2022-07-04T07:43:07,1656909787.082982,2022-07-04T07:43:07
1656909787,630649,True,3117,3421,-73,8,-74,2022-07-04T07:43:07,1656909787.632287,2022-07-04T07:43:07
1656909788,169697,True,3118,3422,-74,8,-75,2022-07-04T07:43:08,1656909788.171336,2022-07-04T07:43:08
1656909788,729694,True,3119,3423,-75,7,-75,2022-07-04T07:43:08,1656909788.731446,2022-07-04T07:43:08
1656909789,269693,True,3120,3424,-75,7,-75,2022-07-04T07:43:09,1656909789.271483,2022-07-04T07:43:09
1656909789,899553,True,3121,3425,-77,5,-78,2022-07-04T07:43:09,1656909789.901237,2022-07-04T07:43:09
1656909790,469500,True,3122,3426,-79,4,-80,2022-07-04T07:43:10,1656909790.471174,2022-07-04T07:43:10
1656909790,999639,True,3123,3427,-79,5,-80,2022-07-04T07:43:10,1656909791.001345,2022-07-04T07:43:11
1656909794,519989,True,3124,3428,-69,10,-70,2022-07-04T07:43:14,1656909794.523496,2022-07-04T07:43:14
1656909795,601042,True,3125,3430,-70,9,-71,2022-07-04T07:43:15,1656909795.602766,2022-07-04T07:43:15
1656909796,129640,True,3126,3431,-70,10,-71,2022-07-04T07:43:16,1656909796.131323,2022-07-04T07:43:16
1656909796,749847,True,3127,3432,-70,10,-70,2022-07-04T07:43:16,1656909796.751468,2022-07-04T07:43:16
1656909797,340999,True,3128,3433,-72,9,-73,2022-07-04T07:43:17,1656909797.342876,2022-07-04T07:43:17
1656909798,20136,True,3129,3434,-73,9,-74,2022-07-04T07:43:18,1656909798.023425,2022-07-04T07:43:18
1656909798,629683,True,3130,3435,-74,8,-75,2022-07-04T07:43:18,1656909798.632999,2022-07-04T07:43:18
1656909799,181240,True,3131,3436,-75,7,-76,2022-07-04T07:43:19,1656909799.184659,2022-07-04T07:43:19
1656909802,780497,True,3132,3437,-75,8,-76,2022-07-04T07:43:22,1656909802.782108,2022-07-04T07:43:22
1656909803,379964,True,3133,3438,-74,8,-74,2022-07-04T07:43:23,1656909803.381591,2022-07-04T07:43:23
1656909804,61313,True,3134,3439,-74,8,-75,2022-07-04T07:43:24,1656909804.062908,2022-07-04T07:43:24
1656909804,713114,True,3135,3440,-75,8,-76,2022-07-04T07:43:24,1656909804.714822,2022-07-04T07:43:24
1656909805,249727,True,3136,3441,-75,8,-75,2022-07-04T07:43:25,1656909805.251389,2022-07-04T07:43:25
1656909805,929849,True,3137,3442,-76,8,-76,2022-07-04T07:43:25,1656909805.931586,2022-07-04T07:43:25
1656909806,522400,True,3138,3443,-74,8,-75,2022-07-04T07:43:26,1656909806.525169,2022-07-04T07:43:26
1656909807,139699,True,3139,3444,-74,8,-75,2022-07-04T07:43:27,1656909807.141312,2022-07-04T07:43:27
1656909807,780204,True,3140,3445,-73,9,-74,2022-07-04T07:43:27,1656909807.781946,2022-07-04T07:43:27
1656909811,379969,True,3141,3446,-73,8,-74,2022-07-04T07:43:31,1656909811.382051,2022-07-04T07:43:31
1656909812,50422,True,3142,3447,-75,8,-75,2022-07-04T07:43:32,1656909812.05209,2022-07-04T07:43:32
1656909812,592031,True,3143,3448,-71,9,-72,2022-07-04T07:43:32,1656909812.595287,2022-07-04T07:43:32
1656909813,700137,True,3144,3450,-71,10,-71,2022-07-04T07:43:33,1656909813.701943,2022-07-04T07:43:33
1656909814,251337,True,3145,3451,-72,9,-73,2022-07-04T07:43:34,1656909814.254668,2022-07-04T07:43:34
1656909814,891120,True,3146,3452,-72,9,-73,2022-07-04T07:43:34,1656909814.896343,2022-07-04T07:43:34
1656909815,491587,True,3147,3453,-72,9,-73,2022-07-04T07:43:35,1656909815.493457,2022-07-04T07:43:35
1656909816,31348,True,3148,3454,-73,8,-74,2022-07-04T07:43:36,1656909816.03636,2022-07-04T07:43:36
1656909819,580232,True,3149,3455,-78,6,-79,2022-07-04T07:43:39,1656909819.581957,2022-07-04T07:43:39
1656909820,630674,True,3150,3457,-76,7,-76,2022-07-04T07:43:40,1656909820.635225,2022-07-04T07:43:40
1656909821,710454,True,3151,3459,-71,9,-72,2022-07-04T07:43:41,1656909821.71224,2022-07-04T07:43:41
1656909822,290702,True,3152,3460,-71,9,-72,2022-07-04T07:43:42,1656909822.292708,2022-07-04T07:43:42
1656909822,970579,True,3153,3461,-70,10,-70,2022-07-04T07:43:42,1656909822.972106,2022-07-04T07:43:42
1656909824,30175,True,3154,3463,-70,10,-71,2022-07-04T07:43:44,1656909824.031791,2022-07-04T07:43:44
1656909824,570501,True,3155,3464,-70,10,-71,2022-07-04T07:43:44,1656909824.572101,2022-07-04T07:43:44
1656909828,160352,True,3156,3465,-73,9,-74,2022-07-04T07:43:48,1656909828.163352,2022-07-04T07:43:48
1656909828,734236,True,3157,3466,-73,8,-74,2022-07-04T07:43:48,1656909828.735922,2022-07-04T07:43:48
1656909829,291777,False,3158,3467,-74,8,-75,2022-07-04T07:43:49,1656909829.293369,2022-07-04T07:43:49
1656909830,51289,True,3159,3468,-76,7,-76,2022-07-04T07:43:50,1656909830.052983,2022-07-04T07:43:50
1656909830,650618,True,3160,3469,-74,9,-75,2022-07-04T07:43:50,1656909830.652237,2022-07-04T07:43:50
1656909831,221065,True,3161,3470,-71,9,-72,2022-07-04T07:43:51,1656909831.222715,2022-07-04T07:43:51
1656909831,811622,True,3162,3471,-72,9,-73,2022-07-04T07:43:51,1656909831.813368,2022-07-04T07:43:51
1656909832,350365,True,3163,3472,-73,9,-73,2022-07-04T07:43:52,1656909832.351972,2022-07-04T07:43:52
1656909832,930349,True,3164,3473,-76,7,-77,2022-07-04T07:43:52,1656909832.931939,2022-07-04T07:43:52
1656909836,520485,True,3165,3474,-68,10,-69,2022-07-04T07:43:56,1656909836.522137,2022-07-04T07:43:56
1656909837,53104,True,3166,3475,-69,10,-69,2022-07-04T07:43:57,1656909837.055203,2022-07-04T07:43:57
1656909837,701593,True,3167,3476,-68,10,-69,2022-07-04T07:43:57,1656909837.703162,2022-07-04T07:43:57
1656909838,230441,True,3168,3477,-71,9,-71,2022-07-04T07:43:58,1656909838.232041,2022-07-04T07:43:58
1656909838,840457,True,3169,3478,-70,9,-70,2022-07-04T07:43:58,1656909838.843136,2022-07-04T07:43:58
1656909839,440894,True,3170,3479,-70,9,-71,2022-07-04T07:43:59,1656909839.442482,2022-07-04T07:43:59
1656909840,60702,True,3171,3480,-71,8,-72,2022-07-04T07:44:00,1656909840.062278,2022-07-04T07:44:00
1656909840,601776,True,3172,3481,-73,7,-74,2022-07-04T07:44:00,1656909840.603378,2022-07-04T07:44:00
1656909841,140498,True,3173,3482,-74,7,-74,2022-07-04T07:44:01,1656909841.142168,2022-07-04T07:44:01
1656909844,741573,True,3174,3483,-74,7,-75,2022-07-04T07:44:04,1656909844.743226,2022-07-04T07:44:04
1656909845,301524,True,3175,3484,-74,6,-75,2022-07-04T07:44:05,1656909845.303069,2022-07-04T07:44:05
1656909845,991736,True,3176,3485,-75,6,-76,2022-07-04T07:44:05,1656909845.993618,2022-07-04T07:44:05
