time_s,time_us,time_steady,seconds_steady,temperature,pressure,altitude,seq,srcSystem,srcComponent,time_gregorian
315964862,830700,65373,65.373,11.9899997711182,102789,-121.159156799316,251,13,2,1980-01-06T03:01:02
315964863,830700,66373,66.373,12,102778,-120.254447937012,8,13,2,1980-01-06T03:01:03
315964864,830600,67373,67.373,12.0100002288818,102771,-119.678413391113,19,13,2,1980-01-06T03:01:04
315964865,830600,68373,68.373,12.0200004577637,102768,-119.431434631348,31,13,2,1980-01-06T03:01:05
315964866,830600,69373,69.373,12.0299997329712,102764,-119.10213470459,44,13,2,1980-01-06T03:01:06
315964867,830600,70373,70.373,12.039999961853,102764,-119.10213470459,55,13,2,1980-01-06T03:01:07
315964869,830600,72373,72.373,12.0600004196167,102763,-119.019805908203,79,13,2,1980-01-06T03:01:09
315964870,830600,73373,73.373,12.0699996948242,102762,-118.937484741211,91,13,2,1980-01-06T03:01:10
315964871,830600,74373,74.373,12.0799999237061,102761,-118.855155944824,102,13,2,1980-01-06T03:01:11
315964872,830600,75373,75.373,12.0900001525879,102760,-118.772834777832,115,13,2,1980-01-06T03:01:12
315964873,830700,76373,76.373,12.0900001525879,102759,-118.690505981445,126,13,2,1980-01-06T03:01:13
315964874,830700,77373,77.373,12.1000003814697,102759,-118.690505981445,137,13,2,1980-01-06T03:01:14
315964875,830600,78373,78.373,12.1099996566772,102760,-118.772834777832,151,13,2,1980-01-06T03:01:15
315964876,830600,79373,79.373,12.1199998855591,102759,-118.690505981445,162,13,2,1980-01-06T03:01:16
315964877,830600,80373,80.373,12.1300001144409,102761,-118.855155944824,173,13,2,1980-01-06T03:01:17
315964878,830600,81373,81.373,12.1400003433228,102761,-118.855155944824,186,13,2,1980-01-06T03:01:18
315964879,830600,82373,82.373,12.1400003433228,102761,-118.855155944824,197,13,2,1980-01-06T03:01:19
315964880,830600,83373,83.373,12.1499996185303,102764,-119.10213470459,209,13,2,1980-01-06T03:01:20
315964881,830600,84373,84.373,12.1599998474121,102760,-118.772834777832,222,13,2,1980-01-06T03:01:21
315964882,830600,85373,85.373,12.1700000762939,102765,-119.184463500977,233,13,2,1980-01-06T03:01:22
315964883,830700,86373,86.373,12.1800003051758,102764,-119.10213470459,244,13,2,1980-01-06T03:01:23
315964884,830700,87373,87.373,12.1899995803833,102764,-119.10213470459,1,13,2,1980-01-06T03:01:24
315964885,830600,88373,88.373,12.1999998092651,102764,-119.10213470459,13,13,2,1980-01-06T03:01:25
315964886,830600,89373,89.373,12.1999998092651,102762,-118.937484741211,24,13,2,1980-01-06T03:01:26
315964887,830600,90373,90.373,12.210000038147,102763,-119.019805908203,37,13,2,1980-01-06T03:01:27
315964888,830600,91373,91.373,12.2200002670288,102763,-119.019805908203,48,13,2,1980-01-06T03:01:28
315964889,830600,92373,92.373,12.2299995422363,102764,-119.10213470459,59,13,2,1980-01-06T03:01:29
315964890,830600,93373,93.373,12.2399997711182,102764,-119.10213470459,73,13,2,1980-01-06T03:01:30
315964891,830600,94373,94.373,12.2399997711182,102764,-119.10213470459,84,13,2,1980-01-06T03:01:31
315964892,830600,95373,95.373,12.25,102764,-119.10213470459,95,13,2,1980-01-06T03:01:32
315964893,830700,96373,96.373,12.2600002288818,102766,-119.266784667969,108,13,2,1980-01-06T03:01:33
315964894,830700,97373,97.373,12.2700004577637,102762,-118.937484741211,119,13,2,1980-01-06T03:01:34
315964895,830600,98373,98.373,12.2700004577637,102763,-119.019805908203,131,13,2,1980-01-06T03:01:35
315964896,830600,99373,99.373,12.2799997329712,102764,-119.10213470459,144,13,2,1980-01-06T03:01:36
315964897,830600,100373,100.373,12.289999961853,102764,-119.10213470459,155,13,2,1980-01-06T03:01:37
315964898,830600,101373,101.373,12.3000001907349,102765,-119.184463500977,166,13,2,1980-01-06T03:01:38
315964899,830600,102373,102.373,12.3000001907349,102766,-119.266784667969,179,13,2,1980-01-06T03:01:39
315964900,830600,103373,103.373,12.3100004196167,102763,-119.019805908203,191,13,2,1980-01-06T03:01:40
315964901,830600,104373,104.373,12.3199996948242,102765,-119.184463500977,202,13,2,1980-01-06T03:01:41
315964902,830600,105373,105.373,12.3299999237061,102764,-119.10213470459,215,13,2,1980-01-06T03:01:42
315964903,830600,106373,106.373,12.3400001525879,102763,-119.019805908203,226,13,2,1980-01-06T03:01:43
315964904,830700,107373,107.373,12.3400001525879,102763,-119.019805908203,237,13,2,1980-01-06T03:01:44
315964905,830700,108373,108.373,12.3500003814697,102762,-118.937484741211,251,13,2,1980-01-06T03:01:45
315964906,830600,109373,109.373,12.3599996566772,102764,-119.10213470459,6,13,2,1980-01-06T03:01:46
315964907,830600,110373,110.373,12.3599996566772,102762,-118.937484741211,17,13,2,1980-01-06T03:01:47
315964908,830600,111373,111.373,12.3699998855591,102766,-119.266784667969,30,13,2,1980-01-06T03:01:48
315964909,830600,112373,112.373,12.3800001144409,102764,-119.10213470459,41,13,2,1980-01-06T03:01:49
315964910,830600,113373,113.373,12.3900003433228,102765,-119.184463500977,53,13,2,1980-01-06T03:01:50
315964911,830600,114373,114.373,12.3900003433228,102765,-119.184463500977,66,13,2,1980-01-06T03:01:51
315964912,830600,115373,115.373,12.3999996185303,102766,-119.266784667969,77,13,2,1980-01-06T03:01:52
315964913,830600,116373,116.373,12.4099998474121,102765,-119.184463500977,88,13,2,1980-01-06T03:01:53
315964914,830700,117373,117.373,12.4099998474121,102763,-119.019805908203,101,13,2,1980-01-06T03:01:54
315964915,830700,118373,118.373,12.4200000762939,102764,-119.10213470459,113,13,2,1980-01-06T03:01:55
315964916,830600,119373,119.373,12.4300003051758,102764,-119.10213470459,124,13,2,1980-01-06T03:01:56
315964917,830600,120373,120.373,12.4399995803833,102765,-119.184463500977,137,13,2,1980-01-06T03:01:57
315964918,830600,121373,121.373,12.4399995803833,102766,-119.266784667969,148,13,2,1980-01-06T03:01:58
315964919,830600,122373,122.373,12.4499998092651,102765,-119.184463500977,159,13,2,1980-01-06T03:01:59
315964920,830600,123373,123.373,12.460000038147,102764,-119.10213470459,173,13,2,1980-01-06T03:02:00
315964921,830600,124373,124.373,12.460000038147,102764,-119.10213470459,184,13,2,1980-01-06T03:02:01
315964922,830600,125373,125.373,12.4700002670288,102765,-119.184463500977,195,13,2,1980-01-06T03:02:02
315964923,830600,126373,126.373,12.4799995422363,102766,-119.266784667969,208,13,2,1980-01-06T03:02:03
315964924,830700,127373,127.373,12.4799995422363,102765,-119.184463500977,219,13,2,1980-01-06T03:02:04
315964925,830700,128373,128.373,12.4899997711182,102765,-119.184463500977,231,13,2,1980-01-06T03:02:05
315964926,830600,129373,129.373,12.5,102764,-119.10213470459,244,13,2,1980-01-06T03:02:06
315964927,830600,130373,130.373,12.5,102766,-119.266784667969,255,13,2,1980-01-06T03:02:07
315964928,830600,131373,131.373,12.5100002288818,102768,-119.431434631348,10,13,2,1980-01-06T03:02:08
315964929,830600,132373,132.373,12.5200004577637,102769,-119.513763427734,23,13,2,1980-01-06T03:02:09
315964930,830600,133373,133.373,12.5200004577637,102767,-119.349113464355,35,13,2,1980-01-06T03:02:10
315964931,830600,134373,134.373,12.5299997329712,102766,-119.266784667969,46,13,2,1980-01-06T03:02:11
315964932,830600,135373,135.373,12.539999961853,102768,-119.431434631348,59,13,2,1980-01-06T03:02:12
315964933,830600,136373,136.373,12.539999961853,102766,-119.266784667969,70,13,2,1980-01-06T03:02:13
315964934,830600,137373,137.373,12.5500001907349,102767,-119.349113464355,81,13,2,1980-01-06T03:02:14
315964935,830700,138373,138.373,12.5600004196167,102766,-119.266784667969,95,13,2,1980-01-06T03:02:15
315964936,830700,139373,139.373,12.5600004196167,102762,-118.937484741211,106,13,2,1980-01-06T03:02:16
315964937,830600,140373,140.373,12.5699996948242,102764,-119.10213470459,117,13,2,1980-01-06T03:02:17
315964938,830600,141373,141.373,12.5799999237061,102765,-119.184463500977,130,13,2,1980-01-06T03:02:18
315964939,830600,142373,142.373,12.5799999237061,102764,-119.10213470459,141,13,2,1980-01-06T03:02:19
315964940,830600,143373,143.373,12.5900001525879,102762,-118.937484741211,153,13,2,1980-01-06T03:02:20
315964941,830600,144373,144.373,12.5900001525879,102762,-118.937484741211,166,13,2,1980-01-06T03:02:21
315964942,830600,145373,145.373,12.6000003814697,102762,-118.937484741211,177,13,2,1980-01-06T03:02:22
315964943,830600,146373,146.373,12.6099996566772,102763,-119.019805908203,188,13,2,1980-01-06T03:02:23
315964944,830600,147373,147.373,12.6099996566772,102761,-118.855155944824,201,13,2,1980-01-06T03:02:24
315964945,830700,148373,148.373,12.6199998855591,102764,-119.10213470459,213,13,2,1980-01-06T03:02:25
315964946,830700,149373,149.373,12.6300001144409,102761,-118.855155944824,224,13,2,1980-01-06T03:02:26
315964947,830600,150373,150.373,12.6300001144409,102764,-119.10213470459,237,13,2,1980-01-06T03:02:27
315964948,830600,151373,151.373,12.6400003433228,102762,-118.937484741211,248,13,2,1980-01-06T03:02:28
315964949,830600,152373,152.373,12.6400003433228,102762,-118.937484741211,3,13,2,1980-01-06T03:02:29
315964950,830600,153373,153.373,12.6499996185303,102763,-119.019805908203,17,13,2,1980-01-06T03:02:30
315964951,830600,154373,154.373,12.6599998474121,102762,-118.937484741211,28,13,2,1980-01-06T03:02:31
315964952,830600,155373,155.373,12.6599998474121,102762,-118.937484741211,39,13,2,1980-01-06T03:02:32
315964953,830600,156373,156.373,12.6700000762939,102766,-119.266784667969,52,13,2,1980-01-06T03:02:33
315964954,830600,157373,157.373,12.6800003051758,102764,-119.10213470459,63,13,2,1980-01-06T03:02:34
315964955,830700,158373,158.373,12.6800003051758,102767,-119.349113464355,75,13,2,1980-01-06T03:02:35
315964956,830700,159373,159.373,12.6899995803833,102764,-119.10213470459,88,13,2,1980-01-06T03:02:36
315964957,830600,160373,160.373,12.6999998092651,102764,-119.10213470459,99,13,2,1980-01-06T03:02:37
315964958,830600,161373,161.373,12.6999998092651,102764,-119.10213470459,110,13,2,1980-01-06T03:02:38
315964959,830600,162373,162.373,12.710000038147,102760,-118.772834777832,123,13,2,1980-01-06T03:02:39
315964960,830600,163373,163.373,12.710000038147,102757,-118.525856018066,135,13,2,1980-01-06T03:02:40
315964961,830600,164373,164.373,12.7200002670288,102758,-118.608177185059,146,13,2,1980-01-06T03:02:41
315964962,830600,165373,165.373,12.7299995422363,102760,-118.772834777832,159,13,2,1980-01-06T03:02:42
315964963,830600,166373,166.373,12.7299995422363,102756,-118.44352722168,170,13,2,1980-01-06T03:02:43
315964964,830600,167373,167.373,12.7399997711182,102756,-118.44352722168,181,13,2,1980-01-06T03:02:44
315964965,830600,168373,168.373,12.75,102758,-118.608177185059,195,13,2,1980-01-06T03:02:45
315964966,830700,169373,169.373,12.75,102755,-118.361206054688,206,13,2,1980-01-06T03:02:46
315964967,830600,170373,170.373,12.7600002288818,102754,-118.278877258301,217,13,2,1980-01-06T03:02:47
315964968,830600,171373,171.373,12.7600002288818,102757,-118.525856018066,230,13,2,1980-01-06T03:02:48
315964969,830600,172373,172.373,12.7700004577637,102755,-118.361206054688,241,13,2,1980-01-06T03:02:49
315964970,830600,173373,173.373,12.7799997329712,102755,-118.361206054688,253,13,2,1980-01-06T03:02:50
315964971,830600,174373,174.373,12.7799997329712,102753,-118.196556091309,10,13,2,1980-01-06T03:02:51
315964972,830600,175373,175.373,12.789999961853,102755,-118.361206054688,21,13,2,1980-01-06T03:02:52
315964973,830600,176373,176.373,12.8000001907349,102757,-118.525856018066,32,13,2,1980-01-06T03:02:53
315964974,830600,177373,177.373,12.8000001907349,102757,-118.525856018066,45,13,2,1980-01-06T03:02:54
315964975,830600,178373,178.373,12.8100004196167,102761,-118.855155944824,57,13,2,1980-01-06T03:02:55
315964976,830700,179373,179.373,12.8100004196167,102759,-118.690505981445,68,13,2,1980-01-06T03:02:56
315964977,830600,180373,180.373,12.8199996948242,102762,-118.937484741211,81,13,2,1980-01-06T03:02:57
315964978,830600,181373,181.373,12.8299999237061,102759,-118.690505981445,92,13,2,1980-01-06T03:02:58
315964979,830600,182373,182.373,12.8299999237061,102762,-118.937484741211,103,13,2,1980-01-06T03:02:59
315964980,830600,183373,183.373,12.8400001525879,102762,-118.937484741211,117,13,2,1980-01-06T03:03:00
315964981,830600,184373,184.373,12.8500003814697,102760,-118.772834777832,128,13,2,1980-01-06T03:03:01
315964982,830600,185373,185.373,12.8500003814697,102761,-118.855155944824,139,13,2,1980-01-06T03:03:02
315964983,830600,186373,186.373,12.8599996566772,102762,-118.937484741211,152,13,2,1980-01-06T03:03:03
315964984,830600,187373,187.373,12.8599996566772,102762,-118.937484741211,163,13,2,1980-01-06T03:03:04
315964985,830600,188373,188.373,12.8699998855591,102763,-119.019805908203,175,13,2,1980-01-06T03:03:05
315964986,830700,189373,189.373,12.8800001144409,102761,-118.855155944824,188,13,2,1980-01-06T03:03:06
315964987,830700,190373,190.373,12.8800001144409,102759,-118.690505981445,199,13,2,1980-01-06T03:03:07
315964988,830600,191373,191.373,12.8900003433228,102761,-118.855155944824,210,13,2,1980-01-06T03:03:08
315964989,830600,192373,192.373,12.8900003433228,102760,-118.772834777832,223,13,2,1980-01-06T03:03:09
315964990,830600,193373,193.373,12.8999996185303,102760,-118.772834777832,235,13,2,1980-01-06T03:03:10
315964991,830600,194373,194.373,12.9099998474121,102759,-118.690505981445,246,13,2,1980-01-06T03:03:11
315964992,830600,195373,195.373,12.9099998474121,102759,-118.690505981445,3,13,2,1980-01-06T03:03:12
315964993,830600,196373,196.373,12.9200000762939,102759,-118.690505981445,14,13,2,1980-01-06T03:03:13
315964994,830600,197373,197.373,12.9200000762939,102758,-118.608177185059,25,13,2,1980-01-06T03:03:14
315964995,830600,198373,198.373,12.9300003051758,102756,-118.44352722168,39,13,2,1980-01-06T03:03:15
315964996,830600,199373,199.373,12.9399995803833,102758,-118.608177185059,50,13,2,1980-01-06T03:03:16
315964999,761700,200373,200.373,12.9399995803833,102758,-118.608177185059,61,13,2,1980-01-06T03:03:19
315965000,761700,201373,201.373,12.9399995803833,102757,-118.525856018066,74,13,2,1980-01-06T03:03:20
315965001,761600,202373,202.373,12.9499998092651,102756,-118.44352722168,85,13,2,1980-01-06T03:03:21
315965002,761600,203373,203.373,12.960000038147,102758,-118.608177185059,97,13,2,1980-01-06T03:03:22
315965003,761600,204373,204.373,12.960000038147,102754,-118.278877258301,110,13,2,1980-01-06T03:03:23
315965004,761600,205373,205.373,12.9700002670288,102759,-118.690505981445,121,13,2,1980-01-06T03:03:24
315965005,761600,206373,206.373,12.9700002670288,102759,-118.690505981445,132,13,2,1980-01-06T03:03:25
315965006,761600,207373,207.373,12.9799995422363,102762,-118.937484741211,145,13,2,1980-01-06T03:03:26
315965007,761600,208373,208.373,12.9799995422363,102763,-119.019805908203,157,13,2,1980-01-06T03:03:27
315965008,761600,209373,209.373,12.9899997711182,102763,-119.019805908203,168,13,2,1980-01-06T03:03:28
315965009,761600,210373,210.373,13,102762,-118.937484741211,181,13,2,1980-01-06T03:03:29
315965010,761700,211373,211.373,13,102756,-118.44352722168,192,13,2,1980-01-06T03:03:30
315965011,761600,212373,212.373,13.0100002288818,102742,-117.290969848633,203,13,2,1980-01-06T03:03:31
315965012,761600,213373,213.373,13.0100002288818,102708,-114.491897583008,217,13,2,1980-01-06T03:03:32
315965013,761600,214373,214.373,13.0200004577637,102657,-110.293281555176,228,13,2,1980-01-06T03:03:33
315965014,761600,215373,215.373,13.0200004577637,102588,-104.607612609863,239,13,2,1980-01-06T03:03:34
315965015,761600,216373,216.373,13.0299997329712,102511,-98.2607269287109,252,13,2,1980-01-06T03:03:35
315965016,761600,217373,217.373,13.039999961853,102427,-91.3320007324219,7,13,2,1980-01-06T03:03:36
315965017,761600,218373,218.373,13.039999961853,102337,-83.902473449707,19,13,2,1980-01-06T03:03:37
315965018,761600,219373,219.373,13.039999961853,102249,-76.6335220336914,32,13,2,1980-01-06T03:03:38
315965019,761700,220373,220.373,13.0500001907349,102162,-69.4429016113281,43,13,2,1980-01-06T03:03:39
315965020,761700,221373,221.373,13.0500001907349,102085,-63.0730934143066,54,13,2,1980-01-06T03:03:40
315965021,761600,222373,222.373,13.0600004196167,102014,-57.1971015930176,67,13,2,1980-01-06T03:03:41
315965022,761600,223373,223.373,13.0699996948242,101931,-50.3247299194336,79,13,2,1980-01-06T03:03:42
315965023,761600,224373,224.373,13.0699996948242,101849,-43.5284576416016,90,13,2,1980-01-06T03:03:43
315965024,761600,225373,225.373,13.0799999237061,101772,-37.1436920166016,103,13,2,1980-01-06T03:03:44
315965025,761600,226373,226.373,13.0799999237061,101685,-29.9260406494141,114,13,2,1980-01-06T03:03:45
315965026,761600,227373,227.373,13.0900001525879,101599,-22.784481048584,125,13,2,1980-01-06T03:03:46
315965027,761600,228373,228.373,13.0900001525879,101513,-15.6386775970459,139,13,2,1980-01-06T03:03:47
315965028,761600,229373,229.373,13.1000003814697,101424,-8.23873615264893,150,13,2,1980-01-06T03:03:48
315965029,761700,230373,230.373,13.1000003814697,101337,-0.998634696006775,161,13,2,1980-01-06T03:03:49
315965030,761700,231373,231.373,13.1099996566772,101249,6.32962465286255,174,13,2,1980-01-06T03:03:50
315965031,761600,232373,232.373,13.1099996566772,101158,13.9120807647705,185,13,2,1980-01-06T03:03:51
315965032,761600,233373,233.373,13.1199998855591,101060,22.0834426879883,197,13,2,1980-01-06T03:03:52
315965033,761600,234373,234.373,13.1199998855591,100965,30.010440826416,210,13,2,1980-01-06T03:03:53
315965034,761600,235373,235.373,13.1300001144409,100874,37.6110916137695,221,13,2,1980-01-06T03:03:54
315965035,761600,236373,236.373,13.1300001144409,100785,45.0496406555176,232,13,2,1980-01-06T03:03:55
315965036,761600,237373,237.373,13.1300001144409,100704,51.8233528137207,245,13,2,1980-01-06T03:03:56
315965037,761600,238373,238.373,13.1400003433228,100631,57.9321403503418,1,13,2,1980-01-06T03:03:57
315965038,761600,239373,239.373,13.1400003433228,100564,63.5423088073731,12,13,2,1980-01-06T03:03:58
315965039,761600,240373,240.373,13.1499996185303,100497,69.1545028686523,25,13,2,1980-01-06T03:03:59
315965040,761700,241373,241.373,13.1499996185303,100424,75.2744674682617,36,13,2,1980-01-06T03:04:00
315965041,761700,242373,242.373,13.1599998474121,100348,81.6484146118164,47,13,2,1980-01-06T03:04:01
315965042,761600,243373,243.373,13.1599998474121,100263,88.7823715209961,61,13,2,1980-01-06T03:04:02
315965043,761600,244373,244.373,13.1700000762939,100179,95.837760925293,72,13,2,1980-01-06T03:04:03
315965044,761600,245373,245.373,13.1700000762939,100092,103.149597167969,83,13,2,1980-01-06T03:04:04
315965045,761600,246373,246.373,13.1700000762939,99998,111.055366516113,96,13,2,1980-01-06T03:04:05
315965046,761600,247373,247.373,13.1800003051758,99910,118.461990356445,107,13,2,1980-01-06T03:04:06
315965047,761600,248373,248.373,13.1800003051758,99828,125.369270324707,119,13,2,1980-01-06T03:04:07
315965048,761600,249373,249.373,13.1800003051758,99747,132.195938110352,132,13,2,1980-01-06T03:04:08
315965049,761600,250373,250.373,13.1800003051758,99667,138.94255065918,143,13,2,1980-01-06T03:04:09
315965050,761700,251373,251.373,13.1899995803833,99589,145.525955200195,154,13,2,1980-01-06T03:04:10
315965051,761700,252373,252.373,13.1800003051758,99516,151.689880371094,167,13,2,1980-01-06T03:04:11
315965052,761600,253373,253.373,13.1899995803833,99454,156.928512573242,179,13,2,1980-01-06T03:04:12
315965053,761600,254373,254.373,13.1899995803833,99383,162.930480957031,190,13,2,1980-01-06T03:04:13
315965054,761600,255373,255.373,13.1999998092651,99309,169.189239501953,203,13,2,1980-01-06T03:04:14
315965055,761600,256373,256.373,13.1999998092651,99232,175.707382202148,214,13,2,1980-01-06T03:04:15
315965056,761600,257373,257.373,13.1999998092651,99153,182.397888183594,225,13,2,1980-01-06T03:04:16
315965057,761600,258373,258.373,13.1999998092651,99074,189.092346191406,239,13,2,1980-01-06T03:04:17
315965058,761600,259373,259.373,13.1999998092651,98993,195.962219238281,250,13,2,1980-01-06T03:04:18
315965059,761600,260373,260.373,13.1999998092651,98914,202.665832519531,5,13,2,1980-01-06T03:04:19
315965060,761600,261373,261.373,13.210000038147,98843,208.693954467773,18,13,2,1980-01-06T03:04:20
315965061,761700,262373,262.373,13.210000038147,98776,214.387115478516,29,13,2,1980-01-06T03:04:21
315965062,761700,263373,263.373,13.210000038147,98713,219.74169921875,41,13,2,1980-01-06T03:04:22
315965063,761600,264373,264.373,13.210000038147,98639,226.036422729492,54,13,2,1980-01-06T03:04:23
315965064,761600,265373,265.373,13.210000038147,98567,232.163391113281,65,13,2,1980-01-06T03:04:24
315965065,761600,266373,266.373,13.210000038147,98487,238.975524902344,76,13,2,1980-01-06T03:04:25
315965066,761600,267373,267.373,13.210000038147,98405,245.963912963867,89,13,2,1980-01-06T03:04:26
315965067,761600,268373,268.373,13.210000038147,98324,252.870758056641,101,13,2,1980-01-06T03:04:27
315965068,761600,269373,269.373,13.2200002670288,98244,259.696075439453,112,13,2,1980-01-06T03:04:28
315965069,761600,270373,270.373,13.2200002670288,98174,265.673858642578,125,13,2,1980-01-06T03:04:29
315965070,761600,271373,271.373,13.2200002670288,98112,270.969757080078,136,13,2,1980-01-06T03:04:30
315965071,761700,272373,272.373,13.2200002670288,98048,276.44091796875,147,13,2,1980-01-06T03:04:31
315965072,761700,273373,273.373,13.2200002670288,97976,282.598266601562,161,13,2,1980-01-06T03:04:32
315965073,761600,274373,274.373,13.2200002670288,97906,288.587554931641,172,13,2,1980-01-06T03:04:33
315965074,761600,275373,275.373,13.2200002670288,97831,295.010040283203,183,13,2,1980-01-06T03:04:34
315965075,761600,276373,276.373,13.2200002670288,97759,301.178161621094,196,13,2,1980-01-06T03:04:35
315965076,761600,277373,277.373,13.2200002670288,97680,307.951110839844,207,13,2,1980-01-06T03:04:36
315965077,761600,278373,278.373,13.2200002670288,97598,314.985931396484,219,13,2,1980-01-06T03:04:37
