time_s,time_us,time_steady,current,voltage,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909105,358214,2451433,0.00457763671875,7.955999851226807,7,10,1,2022-07-04T07:31:45,-260,-4.3273631,-259540,-4.325666666666667,96.08978271484375
1656909107,37953,2453113,0.00457763671875,7.955999851226807,23,10,1,2022-07-04T07:31:47,-258,-4.29936745,-257860,-4.297666666666667,96.01778066141756
1656909108,757945,2454833,nan,nan,39,10,1,2022-07-04T07:31:48,-257,-4.270700916666667,-256140,-4.269,96.61322080059922
1656909110,297946,2456373,0.00457763671875,7.952000141143799,55,10,1,2022-07-04T07:31:50,-255,-4.2450342333333335,-254600,-4.243333333333333,96.86648600156565
1656909112,189094,2458264,nan,nan,65,10,1,2022-07-04T07:31:52,-253,-4.2135150999999995,-252709,-4.2118166666666665,96.58837417735354
1656909113,760644,2459836,nan,nan,81,10,1,2022-07-04T07:31:53,-252,-4.1873226,-251137,-4.185616666666666,96.12187562733064
1656909115,356003,2461431,nan,nan,100,10,1,2022-07-04T07:31:55,-250,-4.160733283333333,-249542,-4.159033333333333,96.46593833843959
1656909118,504684,2464580,0.0054931640625,7.776000022888184,119,10,1,2022-07-04T07:31:58,-247,-4.108255266666666,-246393,-4.10655,93.09383378663298
1656909120,271925,2466347,nan,nan,129,10,1,2022-07-04T07:32:00,-245,-4.07880125,-244626,-4.0771,94.98611614912295
1656909121,817945,2467893,0.00457763671875,7.955999851226807,145,10,1,2022-07-04T07:32:01,-244,-4.05303425,-243080,-4.051333333333334,96.37151894352758
1656909123,291358,2469366,nan,nan,161,10,1,2022-07-04T07:32:03,-242,-4.0284773666666664,-241607,-4.026783333333333,96.10977404611545
1656909125,171659,2471247,0.0054931640625,7.791999816894531,171,10,1,2022-07-04T07:32:05,-240,-3.9971390166666665,-239726,-3.995433333333333,96.95635014310731
1656909126,940893,2473016,nan,nan,187,10,1,2022-07-04T07:32:06,-239,-3.9676517833333333,-237957,-3.96595,97.15659356496194
1656909128,648174,2474723,0.0054931640625,7.788000106811523,203,10,1,2022-07-04T07:32:08,-237,-3.9391971,-236250,-3.9375,97.25230277093455
1656909130,170639,2476246,nan,nan,213,10,1,2022-07-04T07:32:10,-235,-3.9138226833333336,-234727,-3.912116666666667,96.050055287383
1656909131,720632,2477796,nan,nan,229,10,1,2022-07-04T07:32:11,-234,-3.887989466666667,-233177,-3.886283333333333,96.2223000764916
1656909133,418297,2479493,nan,nan,245,10,1,2022-07-04T07:32:13,-232,-3.85969505,-231480,-3.8579999999999997,96.59933793883944
1656909135,283129,2481358,0.00457763671875,7.960000038146973,255,10,1,2022-07-04T07:32:15,-230,-3.8286145166666667,-229615,-3.826916666666667,96.7358539035062
1656909137,48039,2483123,0.00457763671875,7.932000160217285,15,10,1,2022-07-04T07:32:17,-228,-3.7991993500000003,-227850,-3.7975,96.60582639897318
1656909138,568154,2484643,nan,nan,29,10,1,2022-07-04T07:32:18,-227,-3.7738641,-226330,-3.7721666666666667,96.12882563605416
1656909140,362184,2486437,0.00457763671875,7.9679999351501465,41,10,1,2022-07-04T07:32:20,-225,-3.7439636,-224536,-3.7422666666666666,96.40921480895788
1656909142,71730,2488147,nan,nan,57,10,1,2022-07-04T07:32:22,-223,-3.7154711666666667,-222826,-3.7137666666666664,97.3755826393982
1656909143,654815,2489730,nan,nan,79,10,1,2022-07-04T07:32:23,-222,-3.6890864166666666,-221243,-3.6873833333333335,97.22710484381543
1656909146,377921,2492453,nan,nan,89,10,1,2022-07-04T07:32:26,-219,-3.6437013166666667,-218520,-3.6420000000000003,96.47297786972571
1656909147,929717,2494005,nan,nan,105,10,1,2022-07-04T07:32:27,-218,-3.61783805,-216968,-3.616133333333333,96.36236086931905
1656909149,453978,2495529,0.00457763671875,7.8520002365112305,119,10,1,2022-07-04T07:32:29,-216,-3.5924337,-215444,-3.590733333333333,97.27106908157232
1656909151,413973,2497489,0.00457763671875,7.932000160217285,131,10,1,2022-07-04T07:32:31,-214,-3.559767116666667,-213484,-3.558066666666667,96.66536138175665
1656909153,170120,2499245,nan,nan,147,10,1,2022-07-04T07:32:33,-212,-3.530498,-211728,-3.5288,97.14077706248426
1656909154,809431,2500884,nan,nan,163,10,1,2022-07-04T07:32:34,-211,-3.5031761500000003,-210089,-3.5014833333333333,96.31978815993179
1656909156,340704,2502416,0.00457763671875,7.955999851226807,173,10,1,2022-07-04T07:32:36,-209,-3.4776549333333335,-208557,-3.4759499999999997,96.10969528522719
1656909157,914967,2503990,nan,nan,189,10,1,2022-07-04T07:32:37,-208,-3.451417216666667,-206983,-3.4497166666666668,96.47558699651168
1656909159,439875,2505515,0.0054931640625,7.955999851226807,199,10,1,2022-07-04T07:32:39,-206,-3.426002083333333,-205458,-3.4243,97.00473904074167
1656909161,328453,2507403,0.00640869140625,7.78000020980835,215,10,1,2022-07-04T07:32:41,-204,-3.3945257833333335,-203570,-3.3928333333333334,96.87638013265189
1656909162,890739,2508966,0.00457763671875,7.952000141143799,231,10,1,2022-07-04T07:32:42,-203,-3.3684876833333335,-202007,-3.3667833333333332,96.51222644976956
1656909164,410656,2510486,nan,nan,241,10,1,2022-07-04T07:32:44,-201,-3.3431557333333335,-200487,-3.34145,96.19238984829826
1656909165,997967,2512073,nan,nan,1,10,1,2022-07-04T07:32:45,-200,-3.31670055,-198900,-3.315,96.44623758607516
1656909167,780608,2513856,0.00640869140625,7.78000020980835,17,10,1,2022-07-04T07:32:47,-198,-3.2869898666666666,-197117,-3.285283333333333,97.16563987203065
1656909169,407679,2515483,nan,nan,27,10,1,2022-07-04T07:32:49,-196,-3.259872016666667,-195490,-3.258166666666667,97.24482304794921
1656909171,68027,2517143,nan,nan,43,10,1,2022-07-04T07:32:51,-194,-3.23219955,-193830,-3.2305,96.58768555324237
1656909172,678134,2518753,0.00457763671875,7.952000141143799,59,10,1,2022-07-04T07:32:52,-193,-3.2053644333333335,-192220,-3.2036666666666664,96.17378997802734
1656909174,352468,2520427,0.00640869140625,7.78000020980835,69,10,1,2022-07-04T07:32:54,-191,-3.177458866666667,-190546,-3.1757666666666666,96.54023174283047
1656909176,108616,2522184,0.00640869140625,7.776000022888184,85,10,1,2022-07-04T07:32:56,-189,-3.148189733333333,-188789,-3.1464833333333333,97.5014109239841
1656909177,792103,2523867,nan,nan,101,10,1,2022-07-04T07:32:57,-188,-3.120131616666667,-187106,-3.1184333333333334,97.33454516775664
1656909179,488028,2525563,0.00457763671875,7.947999954223633,111,10,1,2022-07-04T07:32:59,-186,-3.0918661999999997,-185410,-3.0901666666666667,96.54073742864345
1656909181,102985,2527178,nan,nan,127,10,1,2022-07-04T07:33:01,-184,-3.0649502500000003,-183795,-3.0632499999999996,96.219006415485
1656909182,623204,2528698,0.00640869140625,7.776000022888184,140,10,1,2022-07-04T07:33:02,-183,-3.039613266666667,-182275,-3.037916666666667,96.34488266258427
1656909184,293939,2530369,0.0054931640625,7.955999851226807,153,10,1,2022-07-04T07:33:04,-181,-3.0117676833333333,-180604,-3.010066666666667,96.87143151298015
1656909185,969073,2532044,nan,nan,169,10,1,2022-07-04T07:33:05,-180,-2.9838487833333334,-178929,-2.98215,97.04820065700636
1656909187,588157,2533663,nan,nan,179,10,1,2022-07-04T07:33:07,-178,-2.95686405,-177310,-2.9551666666666665,96.87244244249304
1656909189,201729,2535277,nan,nan,195,10,1,2022-07-04T07:33:09,-176,-2.9299711833333335,-175696,-2.9282666666666666,96.21914535311971
1656909190,733217,2536808,0.00640869140625,7.78000020980835,211,10,1,2022-07-04T07:33:10,-175,-2.9044463833333336,-174165,-2.9027499999999997,97.12662123247075
1656909192,307956,2538383,nan,nan,227,10,1,2022-07-04T07:33:12,-173,-2.8782007333333337,-172590,-2.8765,96.92051843703308
1656909195,43131,2541118,nan,nan,243,10,1,2022-07-04T07:33:15,-170,-2.8326144833333333,-169855,-2.8309166666666665,97.0615371978271
1656909196,759608,2542835,0.00457763671875,7.952000141143799,3,10,1,2022-07-04T07:33:16,-169,-2.8040065333333337,-168138,-2.8023000000000002,96.44936595328717
1656909198,996595,2544503,0.00457763671875,7.952000141143799,16,10,1,2022-07-04T07:33:18,-167,-2.7667234166666663,-166470,-2.7745,96.96301865187931
1656909200,906184,2546413,0.00640869140625,7.771999835968018,29,10,1,2022-07-04T07:33:20,-165,-2.7348969333333333,-164560,-2.7426666666666666,97.117077618532
1656909202,596333,2548103,nan,nan,45,10,1,2022-07-04T07:33:22,-163,-2.7067277833333336,-162870,-2.7145,95.3432042074361
1656909204,226291,2549733,nan,nan,61,10,1,2022-07-04T07:33:24,-161,-2.679561816666667,-161240,-2.6873333333333336,95.12704801468948
1656909205,816338,2551323,nan,nan,71,10,1,2022-07-04T07:33:25,-160,-2.653061033333333,-159650,-2.6608333333333336,96.80373255162458
1656909207,531497,2553038,nan,nan,87,10,1,2022-07-04T07:33:27,-158,-2.62447505,-157935,-2.63225,96.47400323058908
1656909203,634277,2554709,0.00457763671875,7.952000141143799,103,10,1,2022-07-04T07:33:23,-162,-2.689428716666667,-156264,-2.6044,93.40125392333032
1656909205,643565,2556718,0.00457763671875,7.9120001792907715,119,10,1,2022-07-04T07:33:25,-160,-2.6559405833333334,-154255,-2.5709166666666667,96.58238903993096
1656909207,359636,2558435,0.00457763671875,7.952000141143799,129,10,1,2022-07-04T07:33:27,-158,-2.6273394,-152538,-2.5423,96.3710982251864
1656909208,828062,2559903,nan,nan,145,10,1,2022-07-04T07:33:28,-157,-2.6028656333333333,-151070,-2.5178333333333334,95.8879322104203
1656909210,481253,2561556,nan,nan,160,10,1,2022-07-04T07:33:30,-155,-2.5753124499999998,-149417,-2.490283333333333,96.41003337580172
1656909212,347501,2563422,nan,nan,171,10,1,2022-07-04T07:33:32,-153,-2.544208316666667,-147551,-2.4591833333333333,96.59381866455078
1656909214,140144,2565215,nan,nan,187,10,1,2022-07-04T07:33:34,-151,-2.5143309333333335,-145758,-2.4293,96.89622692021784
1656909221,861553,2566936,nan,nan,203,10,1,2022-07-04T07:33:41,-144,-2.3856407833333337,-144037,-2.4006166666666666,96.14613091962252
1656909223,485448,2568560,0.00457763671875,7.960000038146973,213,10,1,2022-07-04T07:33:43,-142,-2.358575866666667,-142413,-2.3735500000000003,96.053555056321
1656909225,8879,2570083,0.00640869140625,7.788000106811523,229,10,1,2022-07-04T07:33:45,-140,-2.33318535,-140890,-2.3481666666666663,96.35690884138705
1656909226,637356,2571712,nan,nan,245,10,1,2022-07-04T07:33:46,-139,-2.3060440666666664,-139261,-2.3210166666666665,96.9747251262055
1656909228,371214,2573445,0.00457763671875,7.776000022888184,255,10,1,2022-07-04T07:33:48,-137,-2.2771464333333333,-137528,-2.292133333333333,97.0600725267064
1656909230,152354,2575227,nan,nan,15,10,1,2022-07-04T07:33:50,-135,-2.247460766666667,-135746,-2.2624333333333335,96.70447234292888
1656909231,689009,2576763,nan,nan,31,10,1,2022-07-04T07:33:51,-134,-2.22184985,-134210,-2.2368333333333337,96.7515791727869
1656909233,460825,2578535,0.0054931640625,7.947999954223633,47,10,1,2022-07-04T07:33:53,-132,-2.1923195833333335,-132438,-2.2072999999999996,97.16229027944281
1656909235,459014,2580533,0.00640869140625,7.776000022888184,57,10,1,2022-07-04T07:33:55,-130,-2.1590164333333335,-130440,-2.174,97.67958799473962
1656909237,150705,2582225,0.00732421875,7.952000141143799,73,10,1,2022-07-04T07:33:57,-128,-2.1308215833333333,-128748,-2.1458,97.64559921708631
1656909238,858895,2583933,0.00457763671875,7.943999767303467,89,10,1,2022-07-04T07:33:58,-127,-2.10235175,-127040,-2.1173333333333333,97.12317689113878
1656909240,438758,2585513,nan,nan,99,10,1,2022-07-04T07:34:00,-125,-2.0760207,-125460,-2.0909999999999997,96.59381866455078
1656909242,68801,2587143,0.00732421875,7.783999919891357,115,10,1,2022-07-04T07:34:02,-123,-2.048853316666667,-123830,-2.063833333333333,97.9065805881837
1656909243,842415,2588917,nan,nan,131,10,1,2022-07-04T07:34:03,-122,-2.0192930833333333,-122056,-2.0342666666666664,98.26423457754558
1656909245,358944,2590433,nan,nan,141,10,1,2022-07-04T07:34:05,-120,-1.9940176,-120540,-2.009,97.66793131300385
1656909247,98820,2592173,nan,nan,157,10,1,2022-07-04T07:34:07,-118,-1.9650196666666666,-118800,-1.98,96.86600060638334
1656909248,653114,2593727,nan,nan,173,10,1,2022-07-04T07:34:08,-117,-1.9391147666666666,-117246,-1.9541,96.84583282470703
1656909250,469501,2595544,nan,nan,183,10,1,2022-07-04T07:34:10,-115,-1.90884165,-115429,-1.9238166666666667,97.12399034605642
1656909252,94340,2597169,0.00457763671875,7.947999954223633,199,10,1,2022-07-04T07:34:12,-113,-1.881761,-113804,-1.8967333333333334,97.6428906574833
1656909253,936291,2599010,0.0054931640625,7.955999851226807,215,10,1,2022-07-04T07:34:13,-112,-1.8510618166666668,-111963,-1.86605,98.14197960167645
1656909255,508942,2600583,nan,nan,225,10,1,2022-07-04T07:34:15,-110,-1.8248509666666666,-110390,-1.8398333333333334,97.09785461425781
1656909257,39586,2602114,0.00457763671875,7.952000141143799,241,10,1,2022-07-04T07:34:17,-108,-1.7993402333333333,-108859,-1.8143166666666666,97.13241894454326
1656909258,619474,2603694,nan,nan,1,10,1,2022-07-04T07:34:18,-107,-1.7730087666666667,-107279,-1.7879833333333333,97.61907872414997
1656909260,401081,2605475,0.00457763671875,7.868000030517578,11,10,1,2022-07-04T07:34:20,-105,-1.7433153166666666,-105498,-1.7583,98.2809341511657
1656909262,161711,2607236,0.00640869140625,7.952000141143799,27,10,1,2022-07-04T07:34:22,-103,-1.7139714833333335,-103737,-1.72895,98.39333624612455
1656909263,744126,2608818,0.00457763671875,7.952000141143799,43,10,1,2022-07-04T07:34:23,-102,-1.6875979,-102155,-1.7025833333333333,98.08884170650154
1656909265,298765,2610373,0.00457763671875,7.960000038146973,53,10,1,2022-07-04T07:34:25,-100,-1.66168725,-100600,-1.6766666666666665,97.5223996819934
1656909266,922798,2611997,nan,nan,69,10,1,2022-07-04T07:34:26,-99,-1.6346200333333334,-98976,-1.6496,98.12088761205312
1656909268,700703,2613775,nan,nan,85,10,1,2022-07-04T07:34:28,-97,-1.6049882833333333,-97198,-1.6199666666666666,98.73950735291334
1656909270,449264,2615523,nan,nan,99,10,1,2022-07-04T07:34:30,-95,-1.5758456,-95450,-1.5908333333333333,98.44637697480854
1656909272,379153,2617453,0.00457763671875,7.955999851226807,111,10,1,2022-07-04T07:34:32,-93,-1.5436807833333333,-93520,-1.5586666666666666,97.3691567149047
1656909274,48938,2619123,nan,nan,127,10,1,2022-07-04T07:34:34,-91,-1.5158510333333333,-91850,-1.5308333333333333,97.48405921371798
1656909275,783126,2620857,0.00457763671875,7.955999851226807,143,10,1,2022-07-04T07:34:35,-90,-1.4869479,-90116,-1.5019333333333333,98.01694606896174
1656909277,610715,2622685,nan,nan,159,10,1,2022-07-04T07:34:37,-88,-1.4564880833333333,-88288,-1.4714666666666667,96.0506311270468
1656909279,499338,2624574,0.00640869140625,7.783999919891357,169,10,1,2022-07-04T07:34:39,-86,-1.4250110333333335,-86399,-1.4399833333333334,98.26574813896902
1656909281,105455,2626180,0.00457763671875,7.955999851226807,185,10,1,2022-07-04T07:34:41,-84,-1.3982424166666665,-84793,-1.4132166666666668,97.546094546162
1656909282,728931,2627803,0.00457763671875,7.960000038146973,201,10,1,2022-07-04T07:34:42,-83,-1.3711844833333333,-83170,-1.3861666666666668,97.7915331615715
1656909284,388794,2629463,nan,nan,211,10,1,2022-07-04T07:34:44,-81,-1.3435200999999999,-81510,-1.3585,98.48161942961354
1656909286,148770,2631223,nan,nan,227,10,1,2022-07-04T07:34:46,-79,-1.3141871666666667,-79750,-1.3291666666666666,98.82524574641178
1656909287,788771,2632863,nan,nan,243,10,1,2022-07-04T07:34:47,-78,-1.2868538166666668,-78110,-1.3018333333333334,98.62748690101222
1656909289,310776,2634385,nan,nan,253,10,1,2022-07-04T07:34:49,-76,-1.2614870666666667,-76588,-1.2764666666666666,97.78041317973077
1656909291,1558,2636076,nan,nan,13,10,1,2022-07-04T07:34:51,-74,-1.2333073666666665,-74897,-1.2482833333333334,97.1818618774414
1656909292,645086,2637719,0.0054931640625,7.955999851226807,29,10,1,2022-07-04T07:34:52,-73,-1.2059152333333332,-73254,-1.2209,97.47754854401396
1656909294,463483,2639538,nan,nan,45,10,1,2022-07-04T07:34:54,-71,-1.1756086166666668,-71435,-1.1905833333333333,98.05708911851022
1656909297,81470,2642156,nan,nan,61,10,1,2022-07-04T07:34:57,-68,-1.1319755,-68817,-1.14695,97.67622396711624
1656909298,648767,2643723,nan,nan,76,10,1,2022-07-04T07:34:58,-67,-1.1058538833333331,-67250,-1.1208333333333333,97.49435618493487
1656909300,341623,2645416,nan,nan,87,10,1,2022-07-04T07:35:00,-65,-1.0776396166666666,-65557,-1.0926166666666668,98.21340671370078
1656909302,116987,2647191,nan,nan,103,10,1,2022-07-04T07:35:02,-63,-1.0480502166666665,-63782,-1.0630333333333333,98.35019609505383
1656909303,759296,2648833,nan,nan,119,10,1,2022-07-04T07:35:03,-62,-1.0206784,-62140,-1.0356666666666667,98.06887979645629
1656909305,454009,2650528,nan,nan,129,10,1,2022-07-04T07:35:05,-60,-0.9924331833333333,-60445,-1.0074166666666666,97.82395046884483
1656909307,29017,2652103,nan,nan,145,10,1,2022-07-04T07:35:07,-58,-0.9661830499999999,-58870,-0.9811666666666666,97.58000490189835
1656909308,613457,2653688,nan,nan,161,10,1,2022-07-04T07:35:08,-57,-0.9397757166666667,-57285,-0.95475,98.46915995215849
1656909310,248771,2655323,0.00457763671875,7.955999851226807,171,10,1,2022-07-04T07:35:10,-55,-0.9125204833333334,-55650,-0.9275,97.85749745830897
1656909312,80713,2657155,nan,nan,187,10,1,2022-07-04T07:35:12,-53,-0.8819881166666667,-53818,-0.8969666666666666,98.22442852337387
1656909313,642447,2658717,0.00457763671875,7.952000141143799,201,10,1,2022-07-04T07:35:13,-52,-0.8559592166666667,-52256,-0.8709333333333333,97.83316979636716
1656909315,318792,2660393,0.00457763671875,7.955999851226807,213,10,1,2022-07-04T07:35:15,-50,-0.8280201333333334,-50580,-0.843,97.51891695201954
1656909316,868879,2661943,nan,nan,229,10,1,2022-07-04T07:35:16,-49,-0.80218535,-49030,-0.8171666666666667,97.76774407810571
1656909318,414761,2663489,nan,nan,239,10,1,2022-07-04T07:35:18,-47,-0.77642065,-47484,-0.7914,98.52595520019531
1656909320,88770,2665163,nan,nan,255,10,1,2022-07-04T07:35:20,-45,-0.7485205,-45810,-0.7635000000000001,98.52595520019531
1656909321,778765,2666853,nan,nan,15,10,1,2022-07-04T07:35:21,-44,-0.7203539166666667,-44120,-0.7353333333333333,98.06273581692348
1656909323,269194,2668343,nan,nan,25,10,1,2022-07-04T07:35:23,-42,-0.6955134333333334,-42630,-0.7105,97.59668580965904
1656909324,788793,2669863,0.00640869140625,7.776000022888184,41,10,1,2022-07-04T07:35:24,-41,-0.6701867833333334,-41110,-0.6851666666666667,97.8874162013773
1656909326,494813,2671569,0.00640869140625,7.915999889373779,51,10,1,2022-07-04T07:35:26,-39,-0.6417531166666667,-39404,-0.6567333333333334,98.72664880847468
1656909328,174764,2673249,0.00457763671875,7.868000030517578,67,10,1,2022-07-04T07:35:28,-37,-0.6137539333333333,-37724,-0.6287333333333333,98.46513873291015
1656909329,788994,2674863,0.00457763671875,7.947999954223633,83,10,1,2022-07-04T07:35:29,-36,-0.5868500999999999,-36110,-0.6018333333333333,97.99490577450574
1656909331,443309,2676517,nan,nan,93,10,1,2022-07-04T07:35:31,-34,-0.5592781833333333,-34456,-0.5742666666666667,97.73975982719804
1656909333,28773,2678103,0.00732421875,7.788000106811523,109,10,1,2022-07-04T07:35:33,-32,-0.5328537833333333,-32870,-0.5478333333333333,95.16439789858012
1656909334,670668,2679745,0.00457763671875,7.820000171661377,125,10,1,2022-07-04T07:35:34,-31,-0.5054888666666667,-31228,-0.5204666666666667,95.99299390306167
1656909336,462076,2681536,0.0054931640625,7.947999954223633,135,10,1,2022-07-04T07:35:36,-29,-0.4756320666666667,-29437,-0.4906166666666667,98.30038145658074
1656909338,38793,2683113,nan,nan,151,10,1,2022-07-04T07:35:38,-27,-0.44935345000000004,-27860,-0.4643333333333333,98.48111789320151
1656909339,591553,2684666,0.00457763671875,7.952000141143799,161,10,1,2022-07-04T07:35:39,-26,-0.4234741166666666,-26307,-0.43844999999999995,97.54735372076416
1656909341,119343,2686194,nan,nan,177,10,1,2022-07-04T07:35:41,-24,-0.39801095,-24779,-0.4129833333333333,98.19216356724668
1656909342,708750,2687783,nan,nan,193,10,1,2022-07-04T07:35:42,-23,-0.37152083333333336,-23190,-0.3865,98.54166312922511
1656909344,351523,2689426,0.00640869140625,7.771999835968018,203,10,1,2022-07-04T07:35:44,-21,-0.3441412833333333,-21547,-0.3591166666666667,98.42062579606804
1656909346,95909,2691170,0.00640869140625,7.771999835968018,219,10,1,2022-07-04T07:35:46,-19,-0.31506818333333336,-19803,-0.33005,97.972412836371
1656909347,625243,2692699,nan,nan,229,10,1,2022-07-04T07:35:47,-18,-0.2895792833333333,-18274,-0.3045666666666667,97.81132143522044
1656909349,180833,2694255,nan,nan,245,10,1,2022-07-04T07:35:49,-16,-0.26365278333333336,-16718,-0.27863333333333334,97.5776601972711
1656909350,898982,2695973,nan,nan,5,10,1,2022-07-04T07:35:50,-15,-0.23501696666666666,-15000,-0.25,98.45202715146418
1656909352,518807,2697593,0.00640869140625,7.947999954223633,15,10,1,2022-07-04T07:35:52,-13,-0.20801988333333332,-13380,-0.223,98.60115270224375
1656909354,183396,2699258,0.00457763671875,7.915999889373779,31,10,1,2022-07-04T07:35:54,-11,-0.18027673333333333,-11715,-0.19525,98.02274664016572
1656909355,771516,2700846,0.00457763671875,7.952000141143799,47,10,1,2022-07-04T07:35:55,-10,-0.15380806666666666,-10127,-0.16878333333333334,97.7220622712477
1656909357,338957,2702413,nan,nan,57,10,1,2022-07-04T07:35:57,-8,-0.12768405,-8560,-0.14266666666666666,97.73749108274616
1656909359,88971,2704163,nan,nan,73,10,1,2022-07-04T07:35:59,-6,-0.09851715,-6810,-0.11349999999999999,99.17956164962916
1656909360,678958,2705753,nan,nan,89,10,1,2022-07-04T07:36:00,-5,-0.07201736666666667,-5220,-0.087,98.5060617583432
1656909362,358940,2707433,nan,nan,99,10,1,2022-07-04T07:36:02,-3,-0.04401766666666666,-3540,-0.059000000000000004,98.17669313557943
1656909364,27462,2709102,nan,nan,115,10,1,2022-07-04T07:36:04,-1,-0.016208966666666668,-1871,-0.031183333333333334,97.94942302799225
1656909365,578797,2710653,0.00457763671875,7.952000141143799,131,10,1,2022-07-04T07:36:05,0,0.009646616666666667,-320,-0.005333333333333333,98.82560109461127
1656909367,486246,2712560,nan,nan,146,10,1,2022-07-04T07:36:07,2,0.041437433333333336,1587,0.026449999999999998,104.9144463774622
1656909369,387978,2714462,nan,nan,157,10,1,2022-07-04T07:36:09,4,0.07313296666666667,3489,0.05815,112.98322376626213
1656909371,28819,2716103,nan,nan,173,10,1,2022-07-04T07:36:11,6,0.10048031666666667,5130,0.08549999999999999,122.11335624685371
1656909372,528935,2717603,nan,nan,183,10,1,2022-07-04T07:36:12,7,0.12548225,6630,0.1105,130.7074555854902
1656909374,51461,2719126,nan,nan,199,10,1,2022-07-04T07:36:14,9,0.15085768333333333,8153,0.13588333333333333,141.69649361215403
1656909375,768789,2720843,nan,nan,215,10,1,2022-07-04T07:36:15,10,0.17947981666666665,9870,0.16449999999999998,153.9725912552097
1656909377,358790,2722433,0.00457763671875,7.888000011444092,225,10,1,2022-07-04T07:36:17,12,0.20597983333333333,11460,0.191,165.10830674596653
1656909379,140100,2724214,nan,nan,241,10,1,2022-07-04T07:36:19,14,0.23566833333333334,13241,0.22068333333333331,175.838934738013
1656909380,628809,2725703,nan,nan,251,10,1,2022-07-04T07:36:20,15,0.26048015,14730,0.2455,180.59148130851096
1656909382,167936,2727242,nan,nan,11,10,1,2022-07-04T07:36:22,17,0.2861322666666667,16269,0.27114999999999995,187.91049692754282
1656909383,839528,2728914,0.0054931640625,7.888000011444092,27,10,1,2022-07-04T07:36:23,18,0.31399213333333337,17941,0.29901666666666665,198.0834273668324
1656909385,402200,2730476,0.00732421875,7.71999979019165,37,10,1,2022-07-04T07:36:25,20,0.34003666666666665,19503,0.32505,207.81283286881046
1656909387,114102,2732188,0.00732421875,7.723999977111816,53,10,1,2022-07-04T07:36:27,22,0.36856836666666665,21215,0.3535833333333333,218.43119289580972
1656909388,801717,2733876,nan,nan,69,10,1,2022-07-04T07:36:28,23,0.3966952833333333,22903,0.38171666666666665,228.32950249269805
1656909390,448969,2735523,nan,nan,79,10,1,2022-07-04T07:36:30,25,0.42414948333333335,24550,0.4091666666666667,238.91813944789
1656909391,908966,2736983,0.0054931640625,7.728000164031982,95,10,1,2022-07-04T07:36:31,26,0.44848276666666664,26010,0.43350000000000005,248.6334898541964
1656909393,579604,2738654,0.0054931640625,7.783999919891357,105,10,1,2022-07-04T07:36:33,28,0.4763267333333333,27681,0.46135000000000004,257.9050436878326
1656909395,119515,2740194,nan,nan,121,10,1,2022-07-04T07:36:35,30,0.5019919166666666,29221,0.48701666666666665,266.20122967659586
1656909396,883095,2741957,nan,nan,137,10,1,2022-07-04T07:36:36,31,0.5313849166666667,30984,0.5164000000000001,275.5019842494332
1656909398,168588,2743488,0.00457763671875,7.915999889373779,147,10,1,2022-07-04T07:36:38,33,0.5528098,32515,0.5419166666666667,284.1237276367996
1656909399,723499,2745043,nan,nan,163,10,1,2022-07-04T07:36:39,34,0.5787249833333333,34070,0.5678333333333333,294.7664731172237
1656909401,446660,2746766,0.0054931640625,7.831999778747559,179,10,1,2022-07-04T07:36:41,36,0.6074443333333334,35793,0.59655,306.0790215526342
1656909403,219392,2748539,0.00457763671875,7.748000144958496,189,10,1,2022-07-04T07:36:43,38,0.6369898666666667,37566,0.6261,317.8193499665744
1656909404,853633,2750173,nan,nan,205,10,1,2022-07-04T07:36:44,39,0.6642272166666667,39200,0.6533333333333334,326.9665795360371
1656909406,409547,2751729,0.00457763671875,7.823999881744385,215,10,1,2022-07-04T07:36:46,41,0.6901591166666667,40756,0.6792666666666667,337.52968823429364
1656909407,950095,2753270,0.00640869140625,7.800000190734863,231,10,1,2022-07-04T07:36:47,42,0.7158349166666667,42297,0.70495,348.90973740601953
1656909409,734708,2755054,nan,nan,247,10,1,2022-07-04T07:36:49,44,0.7455784666666666,44081,0.7346833333333334,361.4954817329562
1656909411,410114,2756730,nan,nan,7,10,1,2022-07-04T07:36:51,46,0.7735019,45757,0.7626166666666666,371.239118989477
1656909413,93429,2758413,nan,nan,17,10,1,2022-07-04T07:36:53,48,0.80155715,47440,0.7906666666666666,384.4867802065418
1656909414,623418,2759943,nan,nan,33,10,1,2022-07-04T07:36:54,49,0.8270569666666667,48970,0.8161666666666666,389.77161624896394
1656909416,171555,2761491,nan,nan,43,10,1,2022-07-04T07:36:56,51,0.85285925,50518,0.8419666666666666,399.4444741458148
1656909412,114768,2763188,nan,nan,59,10,1,2022-07-04T07:36:52,47,0.7852461333333333,52215,0.8702500000000001,375.1546384506981
1656909419,906758,2764980,nan,nan,75,10,1,2022-07-04T07:36:59,54,0.9151126333333333,54007,0.9001166666666667,420.748343969796
1656909421,459715,2766533,nan,nan,85,10,1,2022-07-04T07:37:01,56,0.9409952500000001,55560,0.926,429.3777859459854
1656909423,59873,2768133,0.00457763671875,7.815999984741211,101,10,1,2022-07-04T07:37:03,58,0.9676645500000001,57160,0.9526666666666667,438.98995580987554
