time_s,time_us,time_steady,count_tick,delta_time,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909104,9200,2450346,0,1141,97,13,0,2022-07-04T07:31:44,-261,-4.349846666666666,-260627,-4.3437833333333336,96.94170997386281
1656909104,888200,2451349,0,1003,106,13,0,2022-07-04T07:31:44,-261,-4.335196666666667,-259624,-4.327066666666667,96.08978271484375
1656909106,28300,2452365,0,1016,114,13,0,2022-07-04T07:31:46,-259,-4.316195,-258608,-4.310133333333334,96.08651500930662
1656909107,680400,2454401,0,1025,124,13,0,2022-07-04T07:31:47,-258,-4.288659999999999,-256572,-4.2762,96.18919215507351
1656909110,173800,2456510,0,1088,132,13,0,2022-07-04T07:31:50,-255,-4.2471033333333335,-254463,-4.2410499999999995,96.85530841087349
1656909112,502600,2458838,0,1138,140,13,0,2022-07-04T07:31:52,-253,-4.20829,-252135,-4.20225,96.49822499617972
1656909113,526700,2459863,0,1025,151,13,0,2022-07-04T07:31:53,-252,-4.191221666666666,-251110,-4.1851666666666665,96.19392896909216
1656909118,448600,2465149,0,1079,177,13,0,2022-07-04T07:31:58,-247,-4.10919,-245824,-4.097066666666667,93.27680074451042
1656909119,669800,2466370,0,1221,185,13,0,2022-07-04T07:31:59,-246,-4.0888366666666665,-244603,-4.076716666666667,93.82513964607521
1656909121,66600,2467403,0,1033,194,13,0,2022-07-04T07:32:01,-244,-4.065556666666667,-243570,-4.0595,96.42254435755885
1656909123,82600,2469419,0,1002,204,13,0,2022-07-04T07:32:03,-242,-4.031956666666667,-241554,-4.0259,96.1565384657118
1656909124,222800,2470559,0,1140,212,13,0,2022-07-04T07:32:04,-241,-4.012953333333333,-240414,-4.0069,96.54564374550102
1656909125,492800,2471829,0,1270,220,13,0,2022-07-04T07:32:05,-240,-3.991786666666667,-239144,-3.9857333333333336,96.99196254691702
1656909127,438600,2474098,0,1090,230,13,0,2022-07-04T07:32:07,-238,-3.9593566666666664,-236875,-3.9479166666666665,97.2158701299945
1656909128,538900,2475199,0,1101,239,13,0,2022-07-04T07:32:08,-237,-3.941018333333333,-235774,-3.9295666666666667,97.34691511128936
1656909129,554700,2476215,0,1016,247,13,0,2022-07-04T07:32:09,-236,-3.924088333333333,-234758,-3.9126333333333334,96.20528097878237
1656909132,698300,2479358,0,1109,9,13,0,2022-07-04T07:32:12,-233,-3.8716950000000003,-231615,-3.86025,96.43943234511109
1656909134,763700,2481424,0,1042,17,13,0,2022-07-04T07:32:14,-231,-3.8372716666666666,-229549,-3.825816666666667,96.71591157513538
1656909137,344800,2483681,0,1022,28,13,0,2022-07-04T07:32:17,-228,-3.7942533333333333,-227292,-3.7882000000000002,96.5632836013117
1656909138,356800,2484693,0,1012,36,13,0,2022-07-04T07:32:18,-227,-3.7773866666666667,-226280,-3.771333333333333,96.22351898193361
1656909139,372800,2485709,0,1016,44,13,0,2022-07-04T07:32:19,-226,-3.760453333333333,-225264,-3.7544,96.00577545166016
1656909140,685000,2487021,0,1312,54,13,0,2022-07-04T07:32:20,-225,-3.738583333333333,-223952,-3.7325333333333335,96.71323335205336
1656909142,916800,2489252,1,1092,62,13,0,2022-07-04T07:32:22,-223,-3.7013866666666666,-221721,-3.69535,97.29632338881271
1656909145,35500,2491371,0,1073,71,13,0,2022-07-04T07:32:25,-220,-3.6660749999999998,-219602,-3.6600333333333332,96.8316861566424
1656909147,75200,2493411,0,1016,89,13,0,2022-07-04T07:32:27,-218,-3.63208,-217562,-3.6260333333333334,96.42327358422261
1656909149,88200,2495424,0,1004,97,13,0,2022-07-04T07:32:29,-216,-3.59853,-215549,-3.5924833333333335,96.99601374867628
1656909150,217300,2496553,0,1129,107,13,0,2022-07-04T07:32:30,-215,-3.579711666666667,-214420,-3.5736666666666665,97.22387194924642
1656909152,325400,2498661,0,1095,116,13,0,2022-07-04T07:32:32,-213,-3.5445766666666665,-212312,-3.5385333333333335,96.91209852143717
1656909154,505100,2500841,1,1023,124,13,0,2022-07-04T07:32:34,-211,-3.5082483333333334,-210132,-3.5022,96.56436358390155
1656909155,521100,2501857,0,1016,134,13,0,2022-07-04T07:32:35,-210,-3.491315,-209116,-3.485266666666667,96.13297985017464
1656909156,562100,2502898,0,1041,142,13,0,2022-07-04T07:32:36,-209,-3.473965,-208075,-3.4679166666666665,96.12674283063488
1656909157,783300,2504119,0,1221,150,13,0,2022-07-04T07:32:37,-208,-3.4536116666666667,-206854,-3.447566666666667,96.42202388070686
1656909160,308400,2506644,0,1245,161,13,0,2022-07-04T07:32:40,-205,-3.4115266666666666,-204329,-3.4054833333333336,96.96553301803532
1656909162,578400,2508914,0,1129,169,13,0,2022-07-04T07:32:42,-203,-3.3736933333333337,-202059,-3.36765,96.5850296350748
1656909163,633100,2509969,0,1055,177,13,0,2022-07-04T07:32:43,-202,-3.356115,-201004,-3.3500666666666663,96.31583057969151
1656909164,649200,2510985,0,1016,187,13,0,2022-07-04T07:32:44,-201,-3.33918,-199988,-3.3331333333333335,96.2107577938426
1656909165,659100,2511995,0,1010,195,13,0,2022-07-04T07:32:45,-200,-3.3223483333333332,-198978,-3.3163,96.35969595412372
1656909167,675100,2514287,0,1120,204,13,0,2022-07-04T07:32:47,-198,-3.2887483333333334,-196686,-3.2781000000000002,97.12052362416419
1656909168,817100,2515429,0,1142,214,13,0,2022-07-04T07:32:48,-197,-3.2697149999999997,-195544,-3.259066666666667,97.3564984537875
1656909171,71900,2517684,0,1012,222,13,0,2022-07-04T07:32:51,-194,-3.232135,-193289,-3.221483333333333,96.58544817993896
1656909172,364400,2518700,0,1016,230,13,0,2022-07-04T07:32:52,-193,-3.2105933333333336,-192273,-3.20455,96.17378997802734
1656909173,380400,2519716,0,1016,240,13,0,2022-07-04T07:32:53,-192,-3.19366,-191257,-3.1876166666666665,96.27415839354698
1656909175,773600,2522109,0,1241,249,13,0,2022-07-04T07:32:55,-190,-3.1537733333333335,-188864,-3.1477333333333335,97.31804915461535
1656909176,883600,2523219,0,1110,1,13,0,2022-07-04T07:32:56,-189,-3.135273333333333,-187754,-3.129233333333333,97.49647836909789
1656909179,108200,2525597,0,1159,11,13,0,2022-07-04T07:32:59,-186,-3.0981966666666665,-185376,-3.0896,96.75088502803743
1656909180,271600,2526607,0,1010,19,13,0,2022-07-04T07:33:00,-185,-3.0788066666666665,-184366,-3.072766666666667,96.3091517377621
1656909181,287600,2527623,0,1016,28,13,0,2022-07-04T07:33:01,-184,-3.0618733333333332,-183350,-3.055833333333333,96.17544180623601
1656909182,305600,2528641,0,1018,40,13,0,2022-07-04T07:33:02,-183,-3.044906666666667,-182332,-3.0388666666666664,96.17021333410385
1656909184,338600,2530938,0,1210,49,13,0,2022-07-04T07:33:04,-181,-3.011023333333333,-180035,-3.000583333333333,96.8795478205993
1656909186,558800,2533158,0,1055,57,13,0,2022-07-04T07:33:06,-179,-2.9740200000000003,-177815,-2.9635833333333332,97.07092604750886
1656909187,845700,2534181,0,1023,67,13,0,2022-07-04T07:33:07,-178,-2.9525716666666666,-176792,-2.9465333333333334,96.6968196998108
1656909188,861700,2535197,0,1016,75,13,0,2022-07-04T07:33:08,-177,-2.935638333333333,-175776,-2.9296,96.19296303809399
1656909189,876700,2536212,0,1015,84,13,0,2022-07-04T07:33:09,-176,-2.918721666666667,-174761,-2.9126833333333333,96.40379439374746
1656909192,657300,2539407,0,1003,94,13,0,2022-07-04T07:33:12,-173,-2.8723783333333333,-171566,-2.8594333333333335,96.77238519554118
1656909193,687900,2540437,0,1030,102,13,0,2022-07-04T07:33:13,-172,-2.8552016666666664,-170536,-2.8422666666666667,96.84241358772289
1656909196,840300,2543590,1,1010,120,13,0,2022-07-04T07:33:16,-169,-2.8026616666666664,-167383,-2.7897166666666666,96.4205876346354
1656909197,856300,2544606,0,1016,129,13,0,2022-07-04T07:33:17,-168,-2.785728333333333,-166367,-2.7727833333333334,96.34842015181613
1656909201,37200,2546804,0,1192,137,13,0,2022-07-04T07:33:21,-164,-2.7327133333333333,-164169,-2.7361500000000003,97.07701361979039
1656909203,261400,2549028,0,1057,147,13,0,2022-07-04T07:33:23,-162,-2.6956433333333334,-161945,-2.6990833333333333,94.09889136435457
1656909204,347200,2550114,1,1086,155,13,0,2022-07-04T07:33:24,-161,-2.6775466666666667,-160859,-2.6809833333333333,96.50598038637473
1656909207,403200,2553170,0,1014,174,13,0,2022-07-04T07:33:27,-158,-2.6266133333333332,-157803,-2.6300499999999998,96.3971829893584
1656909204,83300,2555418,0,1201,182,13,0,2022-07-04T07:33:24,-161,-2.681945,-155555,-2.5925833333333332,93.24054285363991
1656909204,944200,2556443,0,1025,190,13,0,2022-07-04T07:33:24,-161,-2.667596666666667,-154530,-2.5755,96.36392349503936
1656909206,898200,2558527,0,1081,201,13,0,2022-07-04T07:33:26,-159,-2.63503,-152446,-2.540766666666667,96.48405813347017
1656909208,206200,2559541,0,1014,211,13,0,2022-07-04T07:33:28,-157,-2.61323,-151432,-2.5238666666666663,96.48897166956144
1656909209,220200,2560555,0,1014,222,13,0,2022-07-04T07:33:29,-156,-2.59633,-150418,-2.5069666666666666,96.01177597045898
1656909210,234200,2561569,1,1014,234,13,0,2022-07-04T07:33:30,-155,-2.5794300000000003,-149404,-2.4900666666666664,96.33201131031925
1656909212,618400,2563953,0,1226,244,13,0,2022-07-04T07:33:32,-153,-2.539693333333333,-147020,-2.4503333333333335,96.59381866455078
1656909213,772400,2565107,0,1154,254,13,0,2022-07-04T07:33:33,-152,-2.52046,-145866,-2.4311000000000003,96.80879475215696
1656909221,830500,2567209,1,1011,10,13,0,2022-07-04T07:33:41,-144,-2.3861583333333334,-143764,-2.396066666666667,96.15043069527634
1656909222,844500,2568223,1,1014,21,13,0,2022-07-04T07:33:42,-143,-2.3692583333333332,-142750,-2.379166666666667,96.08978271484375
1656909223,858500,2569237,0,1014,31,13,0,2022-07-04T07:33:43,-142,-2.3523583333333336,-141736,-2.3622666666666663,95.96519299557335
1656909225,49700,2570428,1,1191,43,13,0,2022-07-04T07:33:45,-140,-2.332505,-140545,-2.3424166666666664,96.39151508536811
1656909226,148800,2571707,0,1279,53,13,0,2022-07-04T07:33:46,-139,-2.3141866666666666,-139266,-2.3211,96.95170647647363
1656909228,429900,2573988,0,1137,63,13,0,2022-07-04T07:33:48,-137,-2.276168333333333,-136985,-2.2830833333333334,97.06307499336121
1656909229,598700,2575156,0,1168,76,13,0,2022-07-04T07:33:49,-136,-2.2566883333333334,-135817,-2.2636166666666666,96.9133601120741
1656909230,837300,2576171,0,1015,86,13,0,2022-07-04T07:33:50,-135,-2.236045,-134802,-2.2466999999999997,96.54984117809094
1656909231,851300,2577185,0,1014,96,13,0,2022-07-04T07:33:51,-134,-2.2191449999999997,-133788,-2.2298,96.74304209257427
1656909233,660600,2579308,0,1109,108,13,0,2022-07-04T07:33:53,-132,-2.18899,-131665,-2.1944166666666667,97.3331889166123
1656909234,719500,2580367,0,1059,118,13,0,2022-07-04T07:33:54,-131,-2.1713416666666663,-130606,-2.1767666666666665,97.7879414828988
1656909237,466400,2582799,0,1262,128,13,0,2022-07-04T07:33:57,-128,-2.12556,-128174,-2.1362333333333337,97.65748017441574
1656909238,490500,2583824,0,1025,138,13,0,2022-07-04T07:33:58,-127,-2.1084916666666667,-127149,-2.11915,97.44841254441702
1656909239,506500,2584840,0,1016,146,13,0,2022-07-04T07:33:59,-126,-2.0915583333333334,-126133,-2.1022166666666666,96.59381866455078
1656909240,524500,2585858,0,1018,154,13,0,2022-07-04T07:34:00,-125,-2.0745916666666666,-125115,-2.08525,96.59381866455078
1656909242,505100,2588024,0,1100,164,13,0,2022-07-04T07:34:02,-123,-2.0415816666666666,-122949,-2.04915,98.0348474300214
1656909244,532900,2590052,0,1005,173,13,0,2022-07-04T07:34:04,-121,-2.007785,-120921,-2.01535,97.99273402620955
1656909246,580900,2592100,0,1006,181,13,0,2022-07-04T07:34:06,-119,-1.9736516666666666,-118873,-1.9812166666666668,97.10846340781764
1656909248,632900,2594152,0,1011,199,13,0,2022-07-04T07:34:08,-117,-1.9394516666666666,-116821,-1.9470166666666666,96.84583282470703
1656909250,857700,2596191,0,1024,207,13,0,2022-07-04T07:34:10,-115,-1.9023716666666668,-114782,-1.9130333333333334,97.23535622916741
1656909253,150700,2598484,0,1187,218,13,0,2022-07-04T07:34:13,-112,-1.864155,-112489,-1.8748166666666668,98.04828630206029
1656909255,251700,2600585,0,1009,226,13,0,2022-07-04T07:34:15,-110,-1.8291383333333333,-110388,-1.8398,97.26348177700271
1656909256,267700,2601601,0,1016,234,13,0,2022-07-04T07:34:16,-109,-1.8122049999999998,-109372,-1.8228666666666666,97.09785461425781
1656909257,283700,2602617,0,1016,244,13,0,2022-07-04T07:34:17,-108,-1.7952716666666668,-108356,-1.8059333333333332,97.15121578143126
1656909258,409700,2603743,1,1126,252,13,0,2022-07-04T07:34:18,-107,-1.776505,-107230,-1.7871666666666668,97.52127613333231
1656909260,724900,2606058,0,1211,5,13,0,2022-07-04T07:34:20,-105,-1.7379183333333332,-104915,-1.7485833333333334,98.35778831226507
1656909261,592700,2607240,0,1182,15,13,0,2022-07-04T07:34:21,-104,-1.7234550000000002,-103733,-1.7288833333333333,98.41889557498315
1656909264,18700,2609352,1,1005,23,13,0,2022-07-04T07:34:24,-101,-1.6830216666666666,-101621,-1.6936833333333332,97.99583420189478
1656909265,42700,2610376,0,1024,31,13,0,2022-07-04T07:34:25,-100,-1.665955,-100597,-1.6766166666666666,97.62098322517822
1656909266,58700,2611392,1,1016,41,13,0,2022-07-04T07:34:26,-99,-1.6490216666666666,-99581,-1.6596833333333334,97.697503268979
1656909268,323300,2613656,0,1079,50,13,0,2022-07-04T07:34:28,-97,-1.6112783333333334,-97317,-1.6219499999999998,98.60819046811923
1656909269,685700,2615019,0,1363,58,13,0,2022-07-04T07:34:29,-96,-1.5885716666666667,-95954,-1.5992333333333333,98.67360806175571
1656909271,683800,2617221,0,1034,68,13,0,2022-07-04T07:34:31,-94,-1.55527,-93752,-1.5625333333333333,97.69910508788738
1656909272,890900,2618224,0,1003,76,13,0,2022-07-04T07:34:32,-93,-1.5351516666666667,-92749,-1.5458166666666666,97.40235142180951
1656909273,915900,2619249,0,1025,84,13,0,2022-07-04T07:34:33,-92,-1.5180683333333334,-91724,-1.5287333333333335,97.47412485080295
1656909275,93000,2620426,0,1177,95,13,0,2022-07-04T07:34:35,-90,-1.4984499999999998,-90547,-1.5091166666666667,97.74812839592566
1656909277,380100,2622847,0,1221,103,13,0,2022-07-04T07:34:37,-88,-1.4603316666666666,-88126,-1.4687666666666668,96.48968064737726
1656909278,615900,2624083,0,1236,111,13,0,2022-07-04T07:34:38,-87,-1.439735,-86890,-1.4481666666666666,96.8259765855899
1656909280,824100,2626157,1,1011,121,13,0,2022-07-04T07:34:40,-85,-1.4029316666666667,-84816,-1.4136,97.73669065479693
1656909281,840100,2627173,0,1016,129,13,0,2022-07-04T07:34:41,-84,-1.3859983333333332,-83800,-1.3966666666666667,97.51788330078125
1656909282,843100,2628176,0,1003,138,13,0,2022-07-04T07:34:42,-83,-1.3692816666666665,-82797,-1.37995,97.85518507222213
1656909285,213400,2630546,1,1200,148,13,0,2022-07-04T07:34:45,-80,-1.3297766666666668,-80427,-1.3404500000000001,98.6971418802153
1656909287,324300,2632657,0,1061,156,13,0,2022-07-04T07:34:47,-78,-1.2945950000000002,-78316,-1.3052666666666668,98.68349494532535
1656909289,386100,2634719,0,1023,174,13,0,2022-07-04T07:34:49,-76,-1.2602316666666666,-76254,-1.2709000000000001,97.73502488920961
1656909290,402100,2635735,0,1016,183,13,0,2022-07-04T07:34:50,-75,-1.2432983333333332,-75238,-1.2539666666666667,97.1818618774414
1656909292,464300,2637797,0,1051,191,13,0,2022-07-04T07:34:52,-73,-1.2089283333333334,-73176,-1.2196,97.42925885498177
1656909294,784300,2640117,0,1115,201,13,0,2022-07-04T07:34:54,-71,-1.1702616666666665,-70856,-1.1809333333333332,98.1717717322672
1656909297,8100,2642341,0,1013,209,13,0,2022-07-04T07:34:57,-68,-1.1331983333333333,-68632,-1.1438666666666668,97.71267281954701
1656909299,39100,2644372,0,1016,228,13,0,2022-07-04T07:34:59,-66,-1.0993483333333331,-66601,-1.1100166666666667,97.464748232736
1656909299,824200,2645421,0,1049,236,13,0,2022-07-04T07:34:59,-66,-1.0862633333333334,-65552,-1.0925333333333334,97.76300275866969
1656909302,60700,2647767,1,1205,244,13,0,2022-07-04T07:35:02,-63,-1.0489883333333334,-63206,-1.0534333333333334,98.37156526528702
1656909304,703500,2650035,0,1180,254,13,0,2022-07-04T07:35:04,-61,-1.0049416666666666,-60938,-1.0156333333333334,98.03386147765049
1656909305,718500,2651051,0,1016,6,13,0,2022-07-04T07:35:05,-60,-0.988025,-59922,-0.9986999999999999,97.70175709361664
1656909306,739500,2652072,1,1021,15,13,0,2022-07-04T07:35:06,-59,-0.9710083333333334,-58901,-0.9816833333333334,97.56029539556519
1656909307,749500,2653082,0,1010,25,13,0,2022-07-04T07:35:07,-58,-0.954175,-57891,-0.96485,97.87588285815164
1656909309,795000,2655281,0,1180,33,13,0,2022-07-04T07:35:09,-56,-0.9200833333333333,-55692,-0.9282,98.09622620119447
1656909311,842600,2657329,0,1023,41,13,0,2022-07-04T07:35:11,-54,-0.8859566666666667,-53644,-0.8940666666666667,98.1760882105212
1656909312,860600,2658347,0,1018,51,13,0,2022-07-04T07:35:12,-53,-0.86899,-52626,-0.8771,98.0946687978075
1656909314,29600,2659362,1,1015,60,13,0,2022-07-04T07:35:14,-51,-0.8495066666666666,-51611,-0.8601833333333333,97.74041317878886
1656909315,32600,2660365,0,1003,68,13,0,2022-07-04T07:35:15,-50,-0.8327899999999999,-50608,-0.8434666666666666,97.58502751113514
1656909317,123800,2662456,0,1073,78,13,0,2022-07-04T07:35:17,-48,-0.7979366666666666,-48517,-0.8086166666666668,97.89792607017978
1656909319,257200,2664589,0,1053,86,13,0,2022-07-04T07:35:19,-46,-0.7623800000000001,-46384,-0.7730666666666667,98.52595520019531
1656909322,359600,2667692,0,1003,105,13,0,2022-07-04T07:35:22,-43,-0.7106733333333334,-43281,-0.7213499999999999,97.87460785233009
1656909323,374600,2668707,0,1015,113,13,0,2022-07-04T07:35:23,-42,-0.6937566666666667,-42266,-0.7044333333333334,97.5885695222318
1656909325,473800,2670806,0,1083,121,13,0,2022-07-04T07:35:25,-40,-0.6587700000000001,-40167,-0.66945,98.3975657271437
1656909327,148700,2672825,0,1012,131,13,0,2022-07-04T07:35:27,-38,-0.630855,-38148,-0.6358,98.66086681062865
1656909328,169700,2673846,0,1021,139,13,0,2022-07-04T07:35:28,-37,-0.6138383333333334,-37127,-0.6187833333333334,98.46654891967773
1656909330,639000,2675971,0,1005,148,13,0,2022-07-04T07:35:30,-35,-0.5726833333333333,-35002,-0.5833666666666667,97.70390965858734
1656909331,655100,2676987,1,1016,158,13,0,2022-07-04T07:35:31,-34,-0.5557483333333334,-33986,-0.5664333333333332,97.79743106971877
1656909332,676000,2678008,1,1021,166,13,0,2022-07-04T07:35:32,-33,-0.5387333333333333,-32965,-0.5494166666666668,96.30505036213589
1656909335,10000,2680342,0,1170,174,13,0,2022-07-04T07:35:35,-30,-0.4998333333333333,-30631,-0.5105166666666666,96.70889622936511
1656909337,460000,2682792,0,1366,184,13,0,2022-07-04T07:35:37,-28,-0.45899999999999996,-28181,-0.46968333333333334,98.44732442014997
1656909338,474000,2683806,0,1014,193,13,0,2022-07-04T07:35:38,-27,-0.4421,-27167,-0.45278333333333337,98.04548040821834
1656909339,484000,2684816,0,1010,201,13,0,2022-07-04T07:35:39,-26,-0.4252666666666666,-26157,-0.43595,97.523259765625
1656909340,509000,2685841,0,1025,211,13,0,2022-07-04T07:35:40,-25,-0.40818333333333334,-25132,-0.41886666666666666,97.85236246842172
1656909342,685200,2688181,0,1331,219,13,0,2022-07-04T07:35:42,-23,-0.3719133333333333,-22792,-0.3798666666666667,98.53960457759099
1656909345,153100,2690485,0,1230,227,13,0,2022-07-04T07:35:45,-20,-0.3307816666666667,-20488,-0.34146666666666664,98.24444299415417
1656909346,294300,2691626,0,1141,238,13,0,2022-07-04T07:35:46,-19,-0.31176166666666666,-19347,-0.32245,97.91030339780062
1656909347,310100,2692642,0,1016,246,13,0,2022-07-04T07:35:47,-18,-0.2948316666666667,-18331,-0.30551666666666666,97.74696122576005
1656909348,318100,2693650,0,1008,254,13,0,2022-07-04T07:35:48,-17,-0.2780316666666666,-17323,-0.2887166666666667,97.90980740974629
1656909350,149600,2695805,0,1137,8,13,0,2022-07-04T07:35:50,-15,-0.24750666666666668,-15168,-0.25279999999999997,98.03510263583938
1656909351,304500,2696960,0,1155,16,13,0,2022-07-04T07:35:51,-14,-0.2282583333333333,-14013,-0.23355,98.48936025541123
1656909353,630700,2699286,1,1141,25,13,0,2022-07-04T07:35:53,-12,-0.18948833333333331,-11687,-0.19478333333333334,98.22961302049089
1656909354,634500,2700290,0,1004,35,13,0,2022-07-04T07:35:54,-11,-0.17275833333333335,-10683,-0.17804999999999999,97.8539047241211
1656909355,983400,2701315,0,1025,43,13,0,2022-07-04T07:35:55,-10,-0.15027666666666667,-9658,-0.16096666666666665,97.69749330626864
1656909358,73100,2703404,0,1073,51,13,0,2022-07-04T07:35:58,-7,-0.11544833333333333,-7569,-0.12615,98.34244967861065
1656909360,384600,2705716,0,1172,61,13,0,2022-07-04T07:36:00,-5,-0.07692333333333333,-5257,-0.08761666666666666,98.66190127736411
1656909362,484600,2707816,0,1062,70,13,0,2022-07-04T07:36:02,-3,-0.04192333333333333,-3157,-0.052616666666666666,98.16685038248698
1656909363,485400,2708817,0,1001,78,13,0,2022-07-04T07:36:03,-2,-0.025243333333333333,-2156,-0.03593333333333334,98.06030893325806
1656909364,494400,2709826,0,1009,88,13,0,2022-07-04T07:36:04,-1,-0.008426666666666667,-1147,-0.019116666666666667,97.8539047241211
1656909366,653600,2711985,0,1143,96,13,0,2022-07-04T07:36:06,1,0.027559999999999998,1012,0.016866666666666665,102.07401773645114
1656909367,803600,2713135,0,1150,104,13,0,2022-07-04T07:36:07,2,0.046726666666666666,2162,0.036033333333333334,106.2327957484902
1656909370,193400,2715525,0,1025,115,13,0,2022-07-04T07:36:10,5,0.08655666666666666,4552,0.07586666666666667,117.46483384474203
1656909372,290400,2717622,1,1018,123,13,0,2022-07-04T07:36:12,7,0.12150666666666667,6649,0.11081666666666666,129.32569806931983
1656909374,325400,2719657,0,1021,141,13,0,2022-07-04T07:36:14,9,0.15542333333333333,8684,0.14473333333333332,143.6761273690212
1656909376,583500,2721915,0,1120,149,13,0,2022-07-04T07:36:16,11,0.19305833333333336,10942,0.18236666666666668,159.68880051716002
1656909377,479600,2723125,0,1210,158,13,0,2022-07-04T07:36:17,12,0.20799333333333334,12152,0.20253333333333332,165.93575295369337
1656909380,800,2725332,0,1016,168,13,0,2022-07-04T07:36:20,15,0.2500133333333333,14359,0.23931666666666668,178.52718497189036
1656909381,78800,2726410,0,1078,176,13,0,2022-07-04T07:36:21,16,0.26798,15437,0.2572833333333333,182.687406539917
1656909382,88900,2727420,0,1010,184,13,0,2022-07-04T07:36:22,17,0.284815,16447,0.2741166666666667,187.51753975844625
1656909383,103800,2728435,1,1015,194,13,0,2022-07-04T07:36:23,18,0.30173,17462,0.2910333333333333,193.13155586179624
1656909385,59300,2730565,0,1004,203,13,0,2022-07-04T07:36:25,20,0.3343216666666667,19592,0.3265333333333333,205.74867331793212
1656909387,157400,2732663,0,1078,211,13,0,2022-07-04T07:36:27,22,0.36929,21690,0.36150000000000004,218.70760665820805
1656909388,181400,2733687,1,1024,221,13,0,2022-07-04T07:36:28,23,0.3863566666666667,22714,0.37856666666666666,224.99399304983316
1656909389,371000,2734702,0,1015,229,13,0,2022-07-04T07:36:29,24,0.4061833333333333,23729,0.3954833333333333,231.6302615989549
1656909391,503100,2736834,0,1121,237,13,0,2022-07-04T07:36:31,26,0.4417183333333333,25861,0.43101666666666666,245.93271005258998
1656909392,653300,2737984,0,1150,248,13,0,2022-07-04T07:36:32,27,0.46088833333333334,27011,0.4501833333333333,252.88423228475918
1656909395,963500,2741294,0,1070,0,13,0,2022-07-04T07:36:35,30,0.5160583333333333,30321,0.5053500000000001,270.7386487436966
1656909396,988000,2742319,0,1025,8,13,0,2022-07-04T07:36:36,31,0.5331333333333333,31346,0.5224333333333333,276.03628542836276
1656909397,991000,2743322,0,1003,18,13,0,2022-07-04T07:36:37,32,0.54985,32349,0.5391499999999999,282.7767585254668
1656909398,761800,2744338,0,1016,26,13,0,2022-07-04T07:36:38,33,0.5626966666666667,33365,0.5560833333333334,288.21169938246993
1656909401,129800,2746706,0,1126,35,13,0,2022-07-04T07:36:41,36,0.6021633333333334,35733,0.5955499999999999,303.9988363016657
1656909402,305000,2747881,0,1175,45,13,0,2022-07-04T07:36:42,37,0.62175,36908,0.6151333333333333,311.751755472366
1656909404,312300,2750013,0,1034,53,13,0,2022-07-04T07:36:44,39,0.655205,39040,0.6506666666666666,324.0235802429303
1656909405,439900,2751016,0,1003,61,13,0,2022-07-04T07:36:45,40,0.6739983333333334,40043,0.6673833333333333,331.0809330119177
1656909406,454900,2752031,0,1015,71,13,0,2022-07-04T07:36:46,41,0.6909150000000001,41058,0.6843,337.8001367458767
1656909408,373600,2754364,0,1075,80,13,0,2022-07-04T07:36:48,43,0.7228933333333334,43391,0.7231833333333333,352.66851790290076
1656909410,93000,2755669,0,1305,88,13,0,2022-07-04T07:36:50,45,0.75155,44696,0.7449333333333333,363.57919593710335
1656909412,313000,2757889,0,1008,98,13,0,2022-07-04T07:36:52,47,0.7885500000000001,46916,0.7819333333333333,376.25586062138626
1656909413,329000,2758905,0,1016,106,13,0,2022-07-04T07:36:53,48,0.8054833333333333,47932,0.7988666666666667,400.2629234288975
1656909416,465000,2762041,0,1107,125,13,0,2022-07-04T07:36:56,51,0.85775,51068,0.8511333333333333,401.27793706643587
1656909412,915300,2764245,0,1132,133,13,0,2022-07-04T07:36:52,47,0.7985883333333333,53272,0.8878666666666667,379.6017690186453
1656909421,8400,2766338,0,1005,141,13,0,2022-07-04T07:37:01,56,0.9334733333333334,55365,0.9227500000000001,426.7968926389075
1656909422,16400,2767346,0,1008,151,13,0,2022-07-04T07:37:02,57,0.9502733333333333,56373,0.93955,432.68528506251226
1656909423,32400,2768362,0,1016,159,13,0,2022-07-04T07:37:03,58,0.9672066666666667,57389,0.9564833333333334,438.82155462976556
1656909424,73400,2769403,0,1041,168,13,0,2022-07-04T07:37:04,59,0.9845566666666666,58430,0.9738333333333333,445.281034894431
1656909425,83400,2770413,0,1010,178,13,0,2022-07-04T07:37:05,60,1.00139,59440,0.9906666666666666,451.57543581675
1656909426,99400,2771429,0,1016,186,13,0,2022-07-04T07:37:06,61,1.0183233333333335,60456,1.0076,458.10434694341166
1656909428,120200,2773684,0,1083,194,13,0,2022-07-04T07:37:08,63,1.0520033333333332,62711,1.0451833333333334,472.0888963483691
1656909429,243700,2774807,0,1123,204,13,0,2022-07-04T07:37:09,64,1.0707283333333335,63834,1.0639,479.3805428687745
1656909431,460700,2777184,0,1162,213,13,0,2022-07-04T07:37:11,66,1.1076783333333333,66211,1.1035166666666667,492.05529983897
1656909432,866600,2778196,0,1012,221,13,0,2022-07-04T07:37:12,67,1.13111,67223,1.1203833333333333,499.3445640724805
1656909433,882600,2779212,0,1016,231,13,0,2022-07-04T07:37:13,68,1.1480433333333333,68239,1.1373166666666668,505.0580678182824
1656909434,897600,2780227,0,1015,239,13,0,2022-07-04T07:37:14,69,1.16496,69254,1.1542333333333334,511.48782306377353
