time_s,time_us,time_steady,rx_packet_start_cnt,rx_packet_done_cnt,rx_cmds_start_cnt,rx_cmds_done_cnt,rx_drops_start_cnt,rx_drops_done_cnt,tx_psize_start_cnt,tx_psize_done_cnt,tx_packet_start_cnt,tx_packet_done_cnt,tx_zeroes_start_cnt,tx_zeroes_done_cnt,tx_empty_buffer_cnt,tx_overruns_cnt,cmds_get_size_cnt,cmds_get_packet_cnt,cmds_set_packet_cnt,cmds_invalid_cnt,restarts_cnt,berr_cnt,arlo_cnt,ovf_cnt,af_cnt,btf_cnt,tx_wrong_size_cnt,rx_wrong_size_cnt,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909104,154200,2450615,1684,1684,44129,44129,0,0,15527,15527,15521,15521,0,0,11393,700,26921,15524,1684,0,249,100,0,0,11324,0,0,0,94,13,0,2022-07-04T07:31:44,-261,-4.34743,-260358,-4.3393,96.7783112270933
1656909107,605400,2454326,1687,1687,44205,44205,0,0,15554,15554,15548,15548,0,0,11412,700,26967,15551,1687,0,249,100,0,0,11343,0,0,0,121,13,0,2022-07-04T07:31:47,-258,-4.289910000000001,-256647,-4.27745,96.15967863274781
1656909113,526600,2459863,1690,1690,44257,44257,0,0,15568,15568,15562,15562,0,0,11433,700,27002,15565,1690,0,250,100,0,0,11363,0,0,0,148,13,0,2022-07-04T07:31:53,-252,-4.191223333333333,-251110,-4.1851666666666665,96.19395976848935
1656909118,289100,2464625,1691,1691,44313,44313,0,0,15593,15593,15587,15587,0,0,11438,714,27032,15590,1691,0,251,100,0,0,11368,0,0,0,174,13,0,2022-07-04T07:31:58,-247,-4.1118483333333335,-246348,-4.1058,93.79714932488011
1656909122,735600,2469072,1695,1695,44394,44394,0,0,15620,15620,15614,15614,0,0,11461,714,27082,15617,1695,0,251,100,0,0,11391,0,0,0,201,13,0,2022-07-04T07:32:02,-243,-4.03774,-241901,-4.0316833333333335,96.23427083333333
1656909127,493700,2474154,1698,1698,44474,44474,0,0,15646,15646,15640,15640,0,0,11486,714,27133,15643,1698,0,253,101,0,0,11416,0,0,0,227,13,0,2022-07-04T07:32:07,-238,-3.9584383333333335,-236819,-3.9469833333333333,97.2224325025014
1656909136,963800,2483300,1702,1702,44589,44589,0,0,15690,15690,15684,15684,0,0,11509,724,27200,15687,1702,0,256,103,0,0,11438,0,0,0,25,13,0,2022-07-04T07:32:16,-229,-3.8006033333333336,-227673,-3.79455,96.61790265809147
1656909140,685000,2487021,1705,1705,44664,44664,0,0,15716,15716,15710,15710,0,0,11529,724,27246,15713,1705,0,256,103,0,0,11458,0,0,0,51,13,0,2022-07-04T07:32:20,-225,-3.738583333333333,-223952,-3.7325333333333335,96.71323335205336
1656909146,341200,2492677,1707,1707,44697,44697,0,0,15725,15725,15719,15719,0,0,11542,724,27268,15722,1707,0,257,103,0,0,11470,0,0,0,78,13,0,2022-07-04T07:32:26,-219,-3.6443133333333337,-218296,-3.6382666666666665,96.4755954604863
1656909150,272700,2496764,1709,1709,44779,44779,0,0,15760,15760,15754,15754,0,0,11552,733,27313,15757,1709,0,258,103,0,0,11480,0,0,0,104,13,0,2022-07-04T07:32:30,-215,-3.5787883333333337,-214209,-3.57015,97.18643635082071
1656909155,471100,2501807,1713,1713,44863,44863,0,0,15787,15787,15781,15781,0,0,11578,733,27366,15784,1713,0,259,103,0,0,11506,0,0,0,131,13,0,2022-07-04T07:32:35,-210,-3.492148333333333,-209166,-3.4861,96.13682986223621
1656909159,988100,2506324,1716,1716,44943,44943,0,0,15814,15814,15808,15808,0,0,11601,733,27416,15811,1716,0,259,103,0,0,11529,0,0,0,158,13,0,2022-07-04T07:32:39,-206,-3.416865,-204649,-3.410816666666667,96.9799916566155
1656909164,649100,2510985,1720,1720,45023,45023,0,0,15840,15840,15834,15834,0,0,11625,733,27466,15837,1720,0,259,103,0,0,11553,0,0,0,184,13,0,2022-07-04T07:32:44,-201,-3.3391816666666667,-199988,-3.3331333333333335,96.21075009381848
1656909169,148900,2515761,1723,1723,45096,45096,0,0,15863,15863,15857,15857,0,0,11649,733,27513,15860,1723,0,259,103,0,0,11577,0,0,0,211,13,0,2022-07-04T07:32:49,-196,-3.264185,-195212,-3.253533333333333,97.29375680591797
1656909173,355400,2519691,1726,1726,45180,45180,0,0,15893,15893,15887,15887,0,0,11670,733,27564,15890,1726,0,259,103,0,0,11598,0,0,0,237,13,0,2022-07-04T07:32:53,-192,-3.1940766666666667,-191282,-3.1880333333333337,96.26918966010541
1656909178,654300,2525144,1730,1730,45266,45266,0,0,15920,15920,15914,15914,0,0,11698,733,27619,15917,1730,0,260,104,0,0,11625,0,0,0,8,13,0,2022-07-04T07:32:58,-187,-3.1057616666666665,-185829,-3.09715,97.00201447443139
1656909182,486600,2528822,1733,1733,45339,45339,0,0,15948,15948,15942,15942,0,0,11712,733,27661,15945,1733,0,261,104,0,0,11639,0,0,0,36,13,0,2022-07-04T07:33:02,-183,-3.04189,-182151,-3.0358500000000004,96.26975599872696
1656909188,1700,2534337,1738,1738,45430,45430,0,0,15976,15976,15970,15970,0,0,11742,733,27719,15973,1738,0,262,104,0,0,11669,0,0,0,64,13,0,2022-07-04T07:33:08,-177,-2.949971666666667,-176636,-2.9439333333333333,96.59044077334637
1656909191,835300,2538585,1741,1741,45496,45496,0,0,15998,15998,15992,15992,0,0,11761,733,27760,15995,1741,0,263,104,0,0,11687,0,0,0,91,13,0,2022-07-04T07:33:11,-174,-2.8860783333333333,-172388,-2.8731333333333335,97.12093998539402
1656909196,921300,2543671,1741,1741,45545,45545,0,0,16022,16022,16016,16016,0,0,11762,740,27785,16019,1741,0,264,104,0,0,11688,0,0,0,117,13,0,2022-07-04T07:33:16,-169,-2.8013116666666664,-167302,-2.7883666666666667,96.39169946962781
1656909202,901200,2548668,1745,1745,45618,45618,0,0,16045,16045,16039,16039,0,0,11785,740,27831,16042,1745,0,265,104,0,0,11710,0,0,0,144,13,0,2022-07-04T07:33:22,-163,-2.701646666666667,-162305,-2.7050833333333335,94.77281066282822
1656909206,593200,2558092,1749,1749,45729,45729,0,0,16087,16087,16081,16081,0,0,11808,755,27896,16084,1749,0,267,105,0,0,11733,0,0,0,197,13,0,2022-07-04T07:33:26,-159,-2.6401133333333333,-152881,-2.548016666666667,96.58924524579356
1656909210,209200,2561544,1752,1752,45817,45817,0,0,16120,16120,16114,16114,0,0,11827,755,27948,16117,1752,0,267,105,0,0,11752,0,0,0,230,13,0,2022-07-04T07:33:30,-155,-2.5798466666666666,-149429,-2.490483333333333,96.32411603425679
1656909221,680500,2567059,1756,1756,45911,45911,0,0,16152,16152,16146,16146,0,0,11853,755,28006,16149,1756,0,267,105,0,0,11778,0,0,0,6,13,0,2022-07-04T07:33:41,-144,-2.3886583333333333,-143914,-2.3985666666666665,96.17120055158887
1656909225,130500,2570509,1758,1758,45996,45996,0,0,16185,16185,16179,16179,0,0,11870,755,28056,16182,1758,0,267,105,0,0,11795,0,0,0,39,13,0,2022-07-04T07:33:45,-140,-2.331158333333333,-140464,-2.341066666666667,96.46001376285444
1656909229,855700,2575414,1762,1762,46090,46090,0,0,16218,16218,16212,16212,0,0,11894,755,28113,16215,1762,0,267,105,0,0,11819,0,0,0,72,13,0,2022-07-04T07:33:49,-136,-2.252405,-135559,-2.2593166666666664,96.81639674385077
1656909233,535300,2578869,1764,1764,46173,46173,0,0,16250,16250,16244,16244,0,0,11911,755,28162,16247,1764,0,267,105,0,0,11836,0,0,0,104,13,0,2022-07-04T07:33:53,-132,-2.191078333333333,-132104,-2.2017333333333338,97.22600033326937
1656909238,847500,2584181,1768,1768,46265,46265,0,0,16281,16281,16275,16275,0,0,11937,755,28219,16278,1768,0,268,106,0,0,11862,0,0,0,135,13,0,2022-07-04T07:33:58,-127,-2.1025416666666668,-126792,-2.1132,97.13323690897049
1656909242,351900,2587871,1771,1771,46340,46340,0,0,16307,16307,16301,16301,0,0,11957,755,28265,16304,1771,0,268,106,0,0,11882,0,0,0,161,13,0,2022-07-04T07:34:02,-123,-2.044135,-123102,-2.0517,97.98980840822779
1656909252,557700,2597891,1775,1775,46456,46456,0,0,16351,16351,16345,16345,0,0,11981,765,28333,16348,1775,0,270,106,0,0,11905,0,0,0,215,13,0,2022-07-04T07:34:12,-113,-1.8740383333333335,-113082,-1.8846999999999998,97.82071273127556
1656909257,70700,2602404,1779,1779,46537,46537,0,0,16377,16377,16371,16371,0,0,12006,765,28384,16374,1779,0,271,106,0,0,11930,0,0,0,241,13,0,2022-07-04T07:34:17,-108,-1.7988216666666665,-108569,-1.8094833333333333,97.13481473004894
1656909261,823200,2607471,1783,1783,46622,46622,0,0,16404,16404,16398,16398,0,0,12033,765,28438,16401,1783,0,271,106,0,0,11957,0,0,0,12,13,0,2022-07-04T07:34:21,-104,-1.7196133333333334,-103502,-1.7250333333333332,98.40854177637134
1656909266,8700,2611342,1787,1787,46700,46700,0,0,16430,16430,16424,16424,0,0,12055,765,28486,16427,1787,0,271,106,0,0,11979,0,0,0,38,13,0,2022-07-04T07:34:26,-99,-1.6498549999999998,-99631,-1.6605166666666666,97.67263277545246
1656909271,470800,2617008,1792,1792,46788,46788,0,0,16457,16457,16451,16451,0,0,12084,765,28542,16454,1792,0,271,106,0,0,12008,0,0,0,65,13,0,2022-07-04T07:34:31,-94,-1.55882,-93965,-1.5660833333333335,97.88600793906782
1656909275,374900,2620708,1795,1795,46855,46855,0,0,16480,16480,16474,16474,0,0,12102,765,28583,16477,1795,0,272,106,0,0,12026,0,0,0,92,13,0,2022-07-04T07:34:35,-90,-1.4937516666666668,-90265,-1.5044166666666667,97.8579339995819
1656909280,536100,2625869,1800,1800,46949,46949,0,0,16510,16510,16504,16504,0,0,12131,765,28642,16507,1800,0,272,106,0,0,12055,0,0,0,118,13,0,2022-07-04T07:34:40,-85,-1.4077316666666666,-85104,-1.4183999999999999,97.93178823360968
1656909284,379100,2629712,1803,1803,47017,47017,0,0,16533,16533,16527,16527,0,0,12150,765,28684,16530,1803,0,273,106,0,0,12073,0,0,0,145,13,0,2022-07-04T07:34:44,-81,-1.3436816666666667,-81261,-1.35435,98.47908576549257
1656909289,693100,2635026,1803,1803,47058,47058,0,0,16553,16553,16547,16547,0,0,12151,771,28705,16550,1803,0,274,106,0,0,12074,0,0,0,171,13,0,2022-07-04T07:34:49,-76,-1.255115,-75947,-1.2657833333333335,97.55003464453331
1656909294,396100,2639729,1805,1805,47136,47136,0,0,16580,16580,16574,16574,0,0,12173,771,28754,16577,1805,0,275,107,0,0,12095,0,0,0,198,13,0,2022-07-04T07:34:54,-71,-1.1767316666666665,-71244,-1.1874,98.03300168373343
1656909298,801100,2644134,1805,1805,47179,47179,0,0,16601,16601,16595,16595,0,0,12174,781,28776,16598,1805,0,276,107,0,0,12096,0,0,0,225,13,0,2022-07-04T07:34:58,-67,-1.1033149999999998,-66839,-1.1139833333333333,97.4828012608513
1656909303,744400,2649451,1808,1808,47261,47261,0,0,16627,16627,16621,16621,0,0,12201,781,28829,16624,1808,0,276,107,0,0,12123,0,0,0,251,13,0,2022-07-04T07:35:03,-62,-1.0209266666666668,-61522,-1.0253666666666665,98.06943225426936
1656909307,830500,2653163,1812,1812,47339,47339,0,0,16654,16654,16648,16648,0,0,12221,781,28876,16651,1812,0,276,107,0,0,12143,0,0,0,22,13,0,2022-07-04T07:35:07,-58,-0.952825,-57810,-0.9635,97.931505353964
1656909313,66600,2658553,1816,1816,47424,47424,0,0,16680,16680,16674,16674,0,0,12250,781,28931,16677,1816,0,277,107,0,0,12172,0,0,0,48,13,0,2022-07-04T07:35:13,-52,-0.8655566666666666,-52420,-0.8736666666666667,98.0257693912782
1656909317,204600,2662537,1820,1820,47502,47502,0,0,16707,16707,16701,16701,0,0,12270,781,28978,16704,1820,0,278,107,0,0,12191,0,0,0,75,13,0,2022-07-04T07:35:17,-48,-0.79659,-48436,-0.8072666666666667,97.93918867686806
1656909326,356400,2671813,1824,1824,47610,47610,0,0,16750,16750,16744,16744,0,0,12288,791,29039,16747,1824,0,279,107,0,0,12209,0,0,0,128,13,0,2022-07-04T07:35:26,-39,-0.64406,-39160,-0.6526666666666666,98.74057336067997
1656909331,417000,2676749,1828,1828,47690,47690,0,0,16775,16775,16769,16769,0,0,12314,791,29090,16772,1828,0,279,107,0,0,12235,0,0,0,155,13,0,2022-07-04T07:35:31,-34,-0.5597166666666666,-34224,-0.5703999999999999,97.73259581777613
1656909336,451000,2681783,1831,1831,47769,47769,0,0,16800,16800,16794,16794,0,0,12340,791,29141,16797,1831,0,279,107,0,0,12261,0,0,0,181,13,0,2022-07-04T07:35:36,-29,-0.47581666666666667,-29190,-0.48650000000000004,98.29875053051373
1656909340,690000,2686022,1834,1834,47857,47857,0,0,16830,16830,16824,16824,0,0,12365,791,29196,16827,1834,0,280,107,0,0,12286,0,0,0,208,13,0,2022-07-04T07:35:40,-25,-0.4051666666666666,-24951,-0.41585,97.95313203387478
1656909346,400100,2691732,1840,1840,47947,47947,0,0,16857,16857,16851,16851,0,0,12395,791,29253,16854,1840,0,281,107,0,0,12316,0,0,0,235,13,0,2022-07-04T07:35:46,-19,-0.3099983333333334,-19241,-0.3206833333333333,97.87718103539129
1656909349,704500,2695360,1843,1843,48022,48022,0,0,16883,16883,16877,16877,0,0,12415,791,29299,16880,1843,0,281,107,0,0,12336,0,0,0,5,13,0,2022-07-04T07:35:49,-16,-0.254925,-15613,-0.26021666666666665,97.75211022522552
1656909355,114500,2700770,1848,1848,48108,48108,0,0,16910,16910,16904,16904,0,0,12442,791,29353,16907,1848,0,283,108,0,0,12363,0,0,0,32,13,0,2022-07-04T07:35:55,-10,-0.16475833333333334,-10203,-0.17004999999999998,97.79824642434411
1656909359,951400,2705283,1850,1850,48172,48172,0,0,16931,16931,16925,16925,0,0,12462,791,29394,16928,1850,0,284,108,0,0,12382,0,0,0,58,13,0,2022-07-04T07:35:59,-6,-0.08414333333333333,-5690,-0.09483333333333334,98.8912467670055
1656909364,974400,2710306,1850,1850,48228,48228,0,0,16958,16958,16952,16952,0,0,12464,796,29423,16955,1850,0,285,108,0,0,12384,0,0,0,85,13,0,2022-07-04T07:36:04,-1,-0.00042666666666666596,-667,-0.011116666666666667,98.28401865641275
1656909370,274400,2715606,1853,1853,48296,48296,0,0,16980,16980,16974,16974,0,0,12485,796,29466,16977,1853,0,286,108,0,0,12404,0,0,0,112,13,0,2022-07-04T07:36:10,5,0.08790666666666666,4633,0.07721666666666667,117.91554218938231
1656909379,950800,2725282,1856,1856,48407,48407,0,0,17024,17024,17018,17018,0,0,12505,810,29530,17021,1856,0,287,108,0,0,12424,0,0,0,165,13,0,2022-07-04T07:36:19,14,0.24917999999999998,14309,0.23848333333333332,178.37101846591398
1656909383,435800,2728767,1859,1859,48481,48481,0,0,17050,17050,17044,17044,0,0,12524,810,29575,17047,1859,0,287,108,0,0,12443,0,0,0,191,13,0,2022-07-04T07:36:23,18,0.30726333333333333,17794,0.2965666666666667,195.36610632021566
1656909388,412300,2733918,1863,1863,48565,48565,0,0,17077,17077,17071,17071,0,0,12550,810,29628,17074,1863,0,287,108,0,0,12469,0,0,0,218,13,0,2022-07-04T07:36:28,23,0.39020499999999997,22945,0.3824166666666667,226.2355665201032
1656909392,834000,2738165,1866,1866,48645,48645,0,0,17104,17104,17098,17098,0,0,12573,810,29678,17101,1866,0,287,108,0,0,12492,0,0,0,245,13,0,2022-07-04T07:36:32,27,0.4639,27192,0.4532,253.86367382936587
1656909397,816000,2743147,1867,1867,48710,48710,0,0,17130,17130,17124,17124,0,0,12585,810,29716,17127,1867,0,289,109,0,0,12503,0,0,0,15,13,0,2022-07-04T07:36:37,32,0.5469333333333334,32174,0.5362333333333333,281.44941887141795
1656909402,460800,2748037,1871,1871,48793,48793,0,0,17157,17157,17151,17151,0,0,12610,810,29768,17154,1871,0,290,109,0,0,12528,0,0,0,42,13,0,2022-07-04T07:36:42,37,0.6243466666666666,37064,0.6177333333333334,312.7855913132282
1656909406,585900,2752162,1874,1874,48872,48872,0,0,17183,17183,17177,17177,0,0,12634,810,29818,17180,1874,0,290,109,0,0,12552,0,0,0,68,13,0,2022-07-04T07:36:46,41,0.6930983333333334,41189,0.6864833333333333,338.58131450737847
1656909412,419000,2757995,1879,1879,48945,48945,0,0,17205,17205,17199,17199,0,0,12658,810,29864,17202,1879,0,292,110,0,0,12575,0,0,0,95,13,0,2022-07-04T07:36:52,47,0.7903166666666667,47022,0.7837,376.8447138342527
1656909421,711400,2767041,1882,1882,49057,49057,0,0,17248,17248,17242,17242,0,0,12681,825,29930,17245,1882,0,293,110,0,0,12598,0,0,0,148,13,0,2022-07-04T07:37:01,56,0.94519,56068,0.9344666666666667,430.87315211382366
1656909425,164400,2770494,1884,1884,49131,49131,0,0,17275,17275,17269,17269,0,0,12699,825,29975,17272,1884,0,293,110,0,0,12616,0,0,0,175,13,0,2022-07-04T07:37:05,60,1.00274,59521,0.9920166666666667,452.07265729056274
1656909429,474000,2775038,1888,1888,49212,49212,0,0,17301,17301,17295,17295,0,0,12724,825,30026,17298,1888,0,293,110,0,0,12641,0,0,0,201,13,0,2022-07-04T07:37:09,64,1.0745666666666667,64065,1.06775,480.8031505393875
1656909434,113600,2779443,1892,1892,49294,49294,0,0,17328,17328,17322,17322,0,0,12748,825,30077,17325,1892,0,293,110,0,0,12665,0,0,0,228,13,0,2022-07-04T07:37:14,69,1.1518933333333334,68470,1.1411666666666667,506.48326151399414
1656909438,705100,2784329,1897,1897,49377,49377,0,0,17355,17355,17349,17349,0,0,12772,825,30128,17352,1897,0,294,110,0,0,12689,0,0,0,255,13,0,2022-07-04T07:37:18,73,1.2284183333333334,73356,1.2226,535.720653774502
1656909442,965700,2788295,1900,1900,49453,49453,0,0,17381,17381,17375,17375,0,0,12793,825,30175,17378,1900,0,294,110,0,0,12710,0,0,0,25,13,0,2022-07-04T07:37:22,77,1.2994283333333334,77322,1.2887,559.0567378576621
1656909447,592700,2793126,1901,1901,49529,49529,0,0,17408,17408,17402,17402,0,0,12814,825,30223,17405,1901,0,295,111,0,0,12731,0,0,0,52,13,0,2022-07-04T07:37:27,82,1.376545,82153,1.3692166666666667,591.307396800087
1656909451,669800,2796999,1905,1905,49606,49606,0,0,17434,17434,17428,17428,0,0,12835,825,30270,17431,1905,0,296,111,0,0,12752,0,0,0,78,13,0,2022-07-04T07:37:31,86,1.4444966666666665,86026,1.4337666666666666,616.4950075615102
1656909457,499000,2802828,1909,1909,49687,49687,0,0,17461,17461,17455,17455,0,0,12858,825,30320,17458,1909,0,298,112,0,0,12774,0,0,0,105,13,0,2022-07-04T07:37:37,92,1.54165,91855,1.5309166666666667,654.9274473251496
1656909461,503200,2806832,1912,1912,49766,49766,0,0,17488,17488,17482,17482,0,0,12880,825,30369,17485,1912,0,298,112,0,0,12796,0,0,0,132,13,0,2022-07-04T07:37:41,96,1.6083866666666669,95859,1.59765,681.5407194717077
1656909466,281100,2811610,1917,1917,49848,49848,0,0,17514,17514,17508,17508,0,0,12905,825,30420,17511,1917,0,298,112,0,0,12821,0,0,0,158,13,0,2022-07-04T07:37:46,101,1.6880183333333332,100637,1.6772833333333332,711.1225320898653
1656909470,446000,2815899,1921,1921,49929,49929,0,0,17541,17541,17535,17535,0,0,12928,825,30470,17538,1921,0,298,112,0,0,12844,0,0,0,185,13,0,2022-07-04T07:37:50,105,1.7574333333333334,104926,1.7487666666666668,738.7971434629053
1656909475,120300,2820449,1925,1925,50011,50011,0,0,17567,17567,17561,17561,0,0,12954,825,30522,17564,1925,0,298,112,0,0,12870,0,0,0,211,13,0,2022-07-04T07:37:55,110,1.8353383333333333,109476,1.8246,765.7166400073756
1656909480,398200,2825726,1929,1929,50097,50097,0,0,17594,17594,17588,17588,0,0,12982,825,30577,17591,1929,0,299,113,0,0,12898,0,0,0,238,13,0,2022-07-04T07:38:00,115,1.9233033333333334,114753,1.91255,797.6047871467936
1656909484,207300,2829536,1931,1931,50165,50165,0,0,17617,17617,17611,17611,0,0,13002,825,30620,17614,1931,0,299,113,0,0,12918,0,0,0,9,13,0,2022-07-04T07:38:04,119,1.9867883333333334,118563,1.97605,817.7214162461153
1656909489,82100,2834725,1935,1935,50256,50256,0,0,17647,17647,17641,17641,0,0,13029,825,30677,17644,1935,0,299,113,0,0,12945,0,0,0,35,13,0,2022-07-04T07:38:09,124,2.068035,123752,2.062533333333333,846.9660465668298
1656909493,17500,2838346,1938,1938,50333,50333,0,0,17674,17674,17668,17668,0,0,13049,825,30724,17671,1938,0,299,113,0,0,12965,0,0,0,62,13,0,2022-07-04T07:38:13,128,2.1336250000000003,127373,2.1228833333333332,867.9254518364312
1656909498,521100,2843954,1942,1942,50417,50417,0,0,17700,17700,17694,17694,0,0,13077,825,30778,17697,1942,0,299,113,0,0,12993,0,0,0,88,13,0,2022-07-04T07:38:18,133,2.2253516666666666,132981,2.21635,897.5387517941193
1656909502,341600,2847670,1946,1946,50495,50495,0,0,17727,17727,17721,17721,0,0,13097,825,30825,17724,1946,0,299,113,0,0,13013,0,0,0,115,13,0,2022-07-04T07:38:22,137,2.2890266666666665,136697,2.2782833333333334,919.1790108410341
1656909507,471700,2853224,1949,1949,50548,50548,0,0,17741,17741,17735,17735,0,0,13119,825,30861,17738,1949,0,300,113,0,0,13034,0,0,0,142,13,0,2022-07-04T07:38:27,142,2.374528333333333,142251,2.37085,954.0055663950611
1656909512,232700,2857985,1950,1950,50602,50602,0,0,17766,17766,17760,17760,0,0,13122,839,30889,17763,1950,0,301,113,0,0,13037,0,0,0,168,13,0,2022-07-04T07:38:32,147,2.4538783333333334,147012,2.4502,983.4445340390201
1656909517,37800,2862366,1953,1953,50683,50683,0,0,17793,17793,17787,17787,0,0,13146,839,30940,17790,1953,0,301,113,0,0,13061,0,0,0,195,13,0,2022-07-04T07:38:37,152,2.5339633333333333,151393,2.523216666666667,1009.4427090570055
1656909522,320900,2867649,1958,1958,50770,50770,0,0,17819,17819,17813,17813,0,0,13176,839,30996,17816,1958,0,302,113,0,0,13091,0,0,0,221,13,0,2022-07-04T07:38:42,157,2.6220149999999998,156676,2.6112666666666664,1042.9799680918395
1656909526,152900,2871481,1960,1960,50846,50846,0,0,17846,17846,17840,17840,0,0,13196,839,31043,17843,1960,0,302,113,0,0,13111,0,0,0,248,13,0,2022-07-04T07:38:46,161,2.6858816666666665,160508,2.6751333333333336,1063.9172710303876
1656909531,867100,2877195,1964,1964,50935,50935,0,0,17873,17873,17867,17867,0,0,13227,839,31101,17870,1964,0,302,113,0,0,13142,0,0,0,19,13,0,2022-07-04T07:38:51,166,2.781118333333333,166222,2.770366666666667,1098.317585717577
1656909535,321800,2880804,1967,1967,51011,51011,0,0,17899,17899,17893,17893,0,0,13248,839,31148,17896,1967,0,302,113,0,0,13163,0,0,0,45,13,0,2022-07-04T07:38:55,170,2.8386966666666664,169831,2.8305166666666666,1119.040548757386
1656909540,350300,2886002,1971,1971,51096,51096,0,0,17926,17926,17920,17920,0,0,13275,839,31202,17923,1971,0,302,113,0,0,13190,0,0,0,72,13,0,2022-07-04T07:39:00,175,2.922505,175029,2.91715,1150.9558118409066
1656909544,885600,2890213,1975,1975,51174,51174,0,0,17952,17952,17946,17946,0,0,13297,839,31250,17949,1975,0,302,113,0,0,13212,0,0,0,98,13,0,2022-07-04T07:39:04,179,2.9980933333333337,179240,2.9873333333333334,1178.6355274306522
1656909549,691400,2895019,1979,1979,51256,51256,0,0,17979,17979,17973,17973,0,0,13321,839,31301,17976,1979,0,303,113,0,0,13236,0,0,0,125,13,0,2022-07-04T07:39:09,184,3.0781899999999998,184046,3.0674333333333332,1207.8254215494792
1656909553,831100,2899313,1983,1983,51337,51337,0,0,18006,18006,18000,18000,0,0,13344,839,31351,18003,1983,0,303,113,0,0,13259,0,0,0,152,13,0,2022-07-04T07:39:13,188,3.147185,188340,3.1390000000000002,1235.1938319522442
1656909558,657500,2903985,1987,1987,51418,51418,0,0,18032,18032,18026,18026,0,0,13369,839,31402,18029,1987,0,303,113,0,0,13284,0,0,0,178,13,0,2022-07-04T07:39:18,193,3.227625,193012,3.2168666666666668,1258.7902156390865
1656909562,932300,2908424,1991,1991,51500,51500,0,0,18059,18059,18053,18053,0,0,13393,839,31453,18056,1991,0,303,113,0,0,13308,0,0,0,205,13,0,2022-07-04T07:39:22,197,3.2988716666666664,197451,3.29085,1284.482045327958
1656909567,340600,2912668,1994,1994,51577,51577,0,0,18085,18085,18079,18079,0,0,13415,839,31501,18082,1994,0,304,113,0,0,13330,0,0,0,231,13,0,2022-07-04T07:39:27,202,3.3723433333333332,201695,3.3615833333333334,1308.1968833021238
1656909572,400700,2917728,1998,1998,51661,51661,0,0,18112,18112,18106,18106,0,0,13441,839,31554,18109,1998,0,305,113,0,0,13356,0,0,0,2,13,0,2022-07-04T07:39:32,207,3.4566783333333335,206755,3.4459166666666667,1339.0656228799367
1656909576,326900,2921654,2001,2001,51738,51738,0,0,18139,18139,18133,18133,0,0,13461,839,31601,18136,2001,0,305,113,0,0,13376,0,0,0,29,13,0,2022-07-04T07:39:36,211,3.522115,210681,3.51135,1361.4482451192018
1656909581,446600,2926878,2004,2004,51792,51792,0,0,18156,18156,18150,18150,0,0,13478,839,31635,18153,2004,0,306,113,0,0,13392,0,0,0,55,13,0,2022-07-04T07:39:41,216,3.6074433333333333,215905,3.5984166666666666,1411.7021614971015
1656909585,119600,2930551,2004,2004,51833,51833,0,0,18176,18176,18170,18170,0,0,13479,851,31656,18173,2004,0,307,113,0,0,13393,0,0,0,82,13,0,2022-07-04T07:39:45,220,3.66866,219578,3.6596333333333333,1450.6467140625
1656909585,16800,2936343,2009,2009,51928,51928,0,0,18206,18206,18200,18200,0,0,13509,851,31716,18203,2009,0,308,113,0,0,13423,0,0,0,108,13,0,2022-07-04T07:39:45,220,3.6669466666666666,225370,3.7561666666666667,1450.0680625
1656909588,686800,2940176,2012,2012,52005,52005,0,0,18233,18233,18227,18227,0,0,13529,851,31763,18230,2012,0,308,113,0,0,13443,0,0,0,135,13,0,2022-07-04T07:39:48,223,3.7281133333333334,229203,3.82005,1474.3080849327337
1656909599,834900,2945161,2014,2014,52079,52079,0,0,18260,18260,18254,18254,0,0,13546,851,31808,18257,2014,0,309,114,0,0,13460,0,0,0,162,13,0,2022-07-04T07:39:59,234,3.9139150000000003,234188,3.9031333333333333,1503.1837490582584
1656909603,963700,2949484,2017,2017,52155,52155,0,0,18286,18286,18280,18280,0,0,13567,851,31855,18283,2017,0,309,114,0,0,13481,0,0,0,188,13,0,2022-07-04T07:40:03,238,3.982728333333333,238511,3.9751833333333333,1529.0625658790168
1656909608,695200,2954021,2021,2021,52238,52238,0,0,18313,18313,18307,18307,0,0,13592,851,31907,18310,2021,0,309,114,0,0,13506,0,0,0,215,13,0,2022-07-04T07:40:08,243,4.061586666666667,243048,4.0508,1555.1975894302102
1656909613,292100,2958802,2026,2026,52322,52322,0,0,18339,18339,18333,18333,0,0,13619,851,31960,18336,2026,0,310,114,0,0,13533,0,0,0,241,13,0,2022-07-04T07:40:13,248,4.138201666666666,247829,4.130483333333333,1587.9417747295781
1656909617,427100,2962937,2027,2027,52351,52351,0,0,18349,18349,18343,18343,0,0,13627,851,31978,18346,2027,0,311,115,0,0,13540,0,0,0,12,13,0,2022-07-04T07:40:17,252,4.207118333333333,251964,4.1994,1611.8011041783889
1656909622,696200,2968396,2029,2029,52448,52448,0,0,18387,18387,18381,18381,0,0,13646,857,32035,18384,2029,0,312,115,0,0,13559,0,0,0,39,13,0,2022-07-04T07:40:22,257,4.294936666666667,257423,4.290383333333334,1643.852148032381
