time_s,time_us,time_steady,last_report_time,last_good_report_time,reports_counter,bad_reports_counter,last_mistake,ignorance_depth,punishments_counter,last_punishment_time,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656911399,537600,4744845,4744845,4744845,29430,1567,-11,0,378,4735621,246,13,4,2022-07-04T08:09:59,2034,33.90896,2033872,33.897866666666665,12719.183437949196
1656911436,978400,4782286,4782286,4782286,29651,1592,-11,0,382,4773026,211,13,4,2022-07-04T08:10:36,2071,34.53297333333333,2071313,34.521883333333335,12965.228099670543
1656911476,753800,4822061,4822061,4822061,29872,1592,-11,0,385,4819292,176,13,4,2022-07-04T08:11:16,2111,35.19589666666666,2111088,35.1848,13192.953683050217
1656911513,651500,4859073,4859073,4859073,30095,1607,-11,0,387,4835118,143,13,4,2022-07-04T08:11:53,2148,35.810858333333336,2148100,35.80166666666666,13365.495655556595
1656911553,208700,4898516,4898516,4898516,30316,1620,-11,0,392,4897597,108,13,4,2022-07-04T08:12:33,2188,36.470145,2187543,36.459050000000005,13567.174658976332
1656911590,217500,4935679,4935679,4935679,30537,1620,-11,0,395,4918666,73,13,4,2022-07-04T08:13:10,2225,37.086958333333335,2224706,37.07843333333334,13734.288452565062
1656911667,568000,5013153,5013153,5013153,30981,1666,-11,0,404,5012637,5,13,4,2022-07-04T08:14:27,2302,38.376133333333335,2302180,38.36966666666667,14190.958003255108
1656911699,740900,5051048,5051048,5051048,31202,1678,-11,0,410,5049428,226,13,4,2022-07-04T08:14:59,2334,38.91234833333333,2340075,39.00125,14349.15269465964
1656911742,513200,5088820,5088820,5088820,31425,1678,-11,0,412,5075539,193,13,4,2022-07-04T08:15:42,2377,39.62522,2377847,39.63078333333333,14536.245747934849
1656911781,520500,5127827,5127827,5127827,31646,1678,-11,0,416,5122585,158,13,4,2022-07-04T08:16:21,2416,40.27534166666667,2416854,40.280899999999995,14748.918591983356
1656911818,477900,5164918,5164918,5164918,31867,1705,-11,0,422,5159468,123,13,4,2022-07-04T08:16:58,2453,40.89129833333333,2453945,40.89908333333334,14946.710723176117
1656911856,972200,5203279,5203279,5203279,32090,1718,-11,0,424,5180404,90,13,4,2022-07-04T08:17:36,2491,41.53287,2492306,41.53843333333334,15218.267794830574
1656911895,478500,5241785,5241785,5241785,32311,1718,-11,0,427,5232330,55,13,4,2022-07-04T08:18:15,2530,42.174641666666666,2530812,42.1802,15420.55662008228
1656911933,924800,5280231,5280231,5280231,32532,1744,-11,0,432,5274346,20,13,4,2022-07-04T08:18:53,2568,42.81541333333333,2569258,42.82096666666666,15649.901177177244
1656911972,418600,5319189,5319189,5319189,32755,1759,-11,0,436,5316457,243,13,4,2022-07-04T08:19:32,2607,43.45697666666667,2608216,43.47026666666667,15841.462697260225
1656912051,700800,5397230,5397230,5397230,33197,1788,-11,0,444,5394653,173,13,4,2022-07-04T08:20:51,2686,44.77834666666667,2686257,44.77095,16205.102088644306
1656912090,380100,5436403,5436403,5436403,33420,1803,-11,0,447,5436355,140,13,4,2022-07-04T08:21:30,2725,45.423001666666664,2725430,45.42383333333333,16382.282101694742
1656912128,540500,5474121,5474121,5474121,33641,1803,-11,0,450,5467524,105,13,4,2022-07-04T08:22:08,2763,46.05900833333333,2763148,46.05246666666667,16565.042510671716
1656912167,915900,5513496,5513496,5513496,33862,1803,-11,0,452,5509635,70,13,4,2022-07-04T08:22:47,2802,46.715265,2802523,46.70871666666667,16781.186152092272
1656912206,512600,5552048,5552048,5552048,34085,1817,-11,0,456,5541211,37,13,4,2022-07-04T08:23:26,2841,47.35854333333334,2841075,47.35125,17139.9264401884
1656912245,249400,5590650,5590650,5590650,34306,1843,-11,0,460,5583460,2,13,4,2022-07-04T08:24:05,2880,48.00415666666667,2879677,47.994616666666666,17435.210442505442
1656912285,156700,5630557,5630557,5630557,34527,1871,-11,0,466,5625410,223,13,4,2022-07-04T08:24:45,2920,48.66927833333333,2919584,48.65973333333333,17613.898519061295
1656912324,130400,5669530,5669530,5669530,34750,1885,-11,0,470,5662139,190,13,4,2022-07-04T08:25:24,2959,49.31884,2958557,49.30928333333333,17786.635041375997
1656912361,417100,5707071,5707071,5707071,34971,1891,-11,0,474,5704261,155,13,4,2022-07-04T08:26:01,2996,49.940285,2996098,49.93496666666667,17956.870500606798
1656912400,466400,5745866,5745866,5745866,35192,1917,-11,0,480,5741394,120,13,4,2022-07-04T08:26:40,3035,50.59110666666666,3034893,50.58155,18152.315262342643
1656912439,625600,5785025,5785025,5785025,35415,1936,-11,0,485,5783241,87,13,4,2022-07-04T08:27:19,3074,51.243759999999995,3074052,51.2342,18348.908802872473
1656912515,477000,5861293,5861293,5861293,35857,1981,-11,0,493,5851695,17,13,4,2022-07-04T08:28:35,3150,52.50795,3150320,52.50533333333333,18702.2365625
1656912554,153200,5899695,5899695,5899695,36080,2007,-11,0,499,5899123,240,13,4,2022-07-04T08:29:14,3189,53.15255333333334,3188722,53.14536666666667,18889.264006083205
1656912592,339400,5938135,5938135,5938135,36301,2026,-11,0,505,5936041,205,13,4,2022-07-04T08:29:52,3227,53.78899,3227162,53.78603333333333,19061.445045757904
1656912630,82100,5975732,5975732,5975732,36522,2043,-11,0,508,5967186,170,13,4,2022-07-04T08:30:30,3265,54.418035,3264759,54.41265,19233.24331506097
1656912667,661900,6013968,6013968,6013968,36745,2051,-11,0,510,5988097,137,13,4,2022-07-04T08:31:07,3302,55.044365,3302995,55.04991666666667,19418.00670520158
1656912707,402200,6053708,6053708,6053708,36966,2071,-11,0,516,6051252,102,13,4,2022-07-04T08:31:47,3342,55.70670333333333,3342735,55.712250000000004,19615.688828861614
1656912745,387500,6091693,6091693,6091693,37187,2082,-11,0,520,6082676,67,13,4,2022-07-04T08:32:25,3380,56.33979166666666,3380720,56.34533333333333,19801.981640625
1656912784,356600,6130662,6130662,6130662,37410,2094,-11,0,525,6124913,34,13,4,2022-07-04T08:33:04,3419,56.98927666666667,3419689,56.994816666666665,19980.945231787264
1656912824,244900,6169724,6169724,6169724,37631,2094,-11,0,528,6166619,255,13,4,2022-07-04T08:33:44,3459,57.65408166666667,3458751,57.64585,20162.704450341633
1656912902,177200,6247483,6247483,6247483,38075,2150,-11,0,539,6245228,187,13,4,2022-07-04T08:35:02,3537,58.95295333333333,3536510,58.941833333333335,20530.078125
1656912940,202400,6285692,6285692,6285692,38296,2150,-11,0,541,6276617,152,13,4,2022-07-04T08:35:40,3575,59.58670666666667,3574719,59.57865,20738.694987944375
1656912979,105500,6324411,6324411,6324411,38517,2163,-11,0,544,6318448,117,13,4,2022-07-04T08:36:19,3614,60.23509166666667,3613438,60.22396666666667,20946.140767325513
1656913018,426900,6363757,6363757,6363757,38740,2189,-11,0,549,6349924,84,13,4,2022-07-04T08:36:58,3653,60.89044833333333,3652784,60.879733333333334,21165.400885511666
1656913056,126100,6401456,6401456,6401456,38961,2189,-11,0,549,6349924,49,13,4,2022-07-04T08:37:36,3691,61.518768333333334,3690483,61.508050000000004,21359.099597891407
1656913094,623300,6439953,6439953,6439953,39182,2202,-11,0,555,6433444,14,13,4,2022-07-04T08:38:14,3729,62.16038833333334,3728980,62.14966666666667,21542.84566445635
1656913134,697700,6480027,6480027,6480027,39405,2227,-11,0,560,6470206,237,13,4,2022-07-04T08:38:54,3769,62.828295000000004,3769054,62.81756666666667,21737.303027884896
1656913172,322900,6517652,6517652,6517652,39626,2227,-11,0,562,6517151,202,13,4,2022-07-04T08:39:32,3807,63.45538166666667,3806679,63.44465,21925.363712373917
1656913211,298500,6556743,6556743,6556743,39847,2260,-11,0,568,6553735,167,13,4,2022-07-04T08:40:11,3846,64.104975,3845770,64.09616666666666,22122.748673450387
1656913251,545800,6596990,6596990,6596990,40070,2284,-11,0,573,6585204,134,13,4,2022-07-04T08:40:51,3886,64.77576333333333,3886017,64.76695,22353.855829550383
1656913288,798000,6634466,6634466,6634466,40291,2287,-11,0,576,6627221,99,13,4,2022-07-04T08:41:28,3923,65.39663333333333,3923493,65.39155,22574.285558786156
1656913366,870500,6712638,6712638,6712638,40735,2324,-11,0,586,6701085,31,13,4,2022-07-04T08:42:46,4001,66.69784166666666,4001665,66.69441666666667,22980.73262351512
1656913403,656300,6749120,6749120,6749120,40956,2324,-11,0,590,6743236,252,13,4,2022-07-04T08:43:23,4038,67.31093833333334,4038147,67.30245,23155.424019320006
1656913442,499400,6788307,6788307,6788307,41177,2338,-11,0,593,6779397,217,13,4,2022-07-04T08:44:02,4077,67.95832333333334,4077334,67.95556666666667,23359.353529936212
1656913480,661800,6826279,6826279,6826279,41400,2353,-11,0,597,6816604,184,13,4,2022-07-04T08:44:40,4115,68.59436333333333,4115306,68.58843333333333,23561.11281991584
1656913519,680100,6865227,6865227,6865227,41621,2383,-11,0,601,6858651,149,13,4,2022-07-04T08:45:19,4154,69.24466833333332,4154254,69.23756666666667,23770.570092303504
1656913559,70900,6904822,6904822,6904822,41842,2396,-11,0,607,6900565,114,13,4,2022-07-04T08:45:59,4194,69.90118166666666,4193849,69.89748333333334,23993.499717751274
1656913597,884500,6943483,6943483,6943483,42065,2410,-11,0,611,6942279,81,13,4,2022-07-04T08:46:37,4232,70.548075,4232510,70.54183333333334,24216.110793904387
1656913636,299900,6981604,6981604,6981604,42286,2417,-11,0,615,6978902,46,13,4,2022-07-04T08:47:16,4271,71.18833166666667,4270631,71.17718333333333,24405.47866063245
1656913675,899000,7021203,7021203,7021203,42507,2431,-11,0,619,7020507,11,13,4,2022-07-04T08:47:55,4310,71.84831666666668,4310230,71.83716666666666,24607.830078125
1656913713,522100,7058826,7058826,7058826,42730,2431,-11,0,622,7057734,234,13,4,2022-07-04T08:48:33,4348,72.47536833333334,4347853,72.46421666666667,24782.047598172867
1656913751,553000,7097201,7097201,7097201,42951,2452,-11,0,626,7094430,199,13,4,2022-07-04T08:49:11,4386,73.10921666666667,4386228,73.1038,24955.88261378609
1656913790,731300,7136035,7136035,7136035,43172,2474,-11,0,629,7123341,164,13,4,2022-07-04T08:49:50,4425,73.76218833333334,4425062,73.75103333333333,25158.150900451095
1656913829,59600,7174363,7174363,7174363,43395,2474,-11,0,632,7152369,131,13,4,2022-07-04T08:50:29,4464,74.40099333333333,4463390,74.38983333333334,25349.36900063015
1656913869,122600,7214426,7214426,7214426,43616,2506,-11,0,636,7210151,96,13,4,2022-07-04T08:51:09,4504,75.06871,4503453,75.05755,25570.78763981582
1656913907,761800,7253065,7253065,7253065,43837,2523,-11,0,639,7236524,61,13,4,2022-07-04T08:51:47,4542,75.71269666666667,4542092,75.70153333333333,25790.82380086778
1656913945,336000,7290639,7290639,7290639,44060,2548,-11,0,644,7283462,28,13,4,2022-07-04T08:52:25,4580,76.33893333333334,4579666,76.32776666666668,25987.19447951278
1656913985,38200,7330341,7330341,7330341,44281,2582,-11,0,649,7325467,249,13,4,2022-07-04T08:53:05,4620,77.00063666666667,4619368,76.98946666666667,26175.852120535717
1656914023,769900,7369319,7369319,7369319,44502,2582,-11,0,651,7362110,214,13,4,2022-07-04T08:53:43,4658,77.64616500000001,4658346,77.6391,26351.028488248303
1656914060,927200,7406476,7406476,7406476,44725,2582,-11,0,653,7403975,181,13,4,2022-07-04T08:54:20,4695,78.26545333333334,4695503,78.25838333333333,26496.734575078484
1656914101,69000,7446465,7446465,7446465,44946,2593,-11,0,657,7445912,146,13,4,2022-07-04T08:55:01,4736,78.93448333333335,4735492,78.92486666666667,25663.6479465899
1656914138,188200,7483584,7483584,7483584,45167,2617,-11,0,663,7482556,111,13,4,2022-07-04T08:55:38,4773,79.55313666666666,4772611,79.54351666666666,24050.7683546041
1656914177,259800,7522785,7522785,7522785,45390,2633,-11,0,666,7508913,78,13,4,2022-07-04T08:56:17,4812,80.20433,4811812,80.19686666666666,22512.565869543418
1656914215,777800,7561314,7561314,7561314,45611,2636,-11,0,670,7560957,43,13,4,2022-07-04T08:56:55,4850,80.84629666666666,4850341,80.83901666666667,21193.2109526699
1656914253,586100,7598888,7598888,7598888,45832,2679,-11,0,675,7592349,8,13,4,2022-07-04T08:57:33,4888,81.47643500000001,4887915,81.46525,20045.11203848246
1656914292,30000,7637706,7637706,7637706,46055,2693,-11,0,680,7634882,231,13,4,2022-07-04T08:58:12,4927,82.11716666666666,4926733,82.11221666666667,18917.83486808542
1656914367,581300,7713117,7713117,7713117,46497,2715,-11,0,687,7713066,161,13,4,2022-07-04T08:59:27,5002,83.376355,5002144,83.36906666666667,17135.96381150188
1656914400,851300,7751149,7751149,7751149,46720,2734,-11,0,693,7749351,128,13,4,2022-07-04T09:00:00,5035,83.93085500000001,5040176,84.00293333333335,16356.318019292308
1656914444,606100,7789903,7789903,7789903,46941,2745,-11,0,696,7786198,93,13,4,2022-07-04T09:00:44,5079,84.66010166666666,5078930,84.64883333333334,15552.202430217401
1656914483,909300,7829206,7829206,7829206,47162,2777,-11,0,701,7828443,58,13,4,2022-07-04T09:01:23,5118,85.315155,5118233,85.30388333333333,14873.419011165326
1656914521,758000,7867054,7867054,7867054,47385,2792,-11,0,703,7859936,25,13,4,2022-07-04T09:02:01,5156,85.94596666666666,5156081,85.93468333333334,14245.764727993674
1656914560,940100,7906236,7906236,7906236,47606,2792,-11,0,704,7902182,246,13,4,2022-07-04T09:02:40,5195,86.59900166666667,5195263,86.58771666666667,13628.685456072326
1656914637,102500,7982510,7982510,7982510,48050,2809,-11,0,709,7982359,178,13,4,2022-07-04T09:03:57,5272,87.868375,5271537,87.85895000000001,12529.498887023085
1656914675,400900,8021132,8021132,8021132,48271,2840,-11,0,713,8012044,143,13,4,2022-07-04T09:04:35,5310,88.50668166666667,5310159,88.50264999999999,11992.959475006472
1656914704,951400,8050514,8050514,8050514,48492,2840,-11,0,713,8012044,108,13,4,2022-07-04T09:05:04,5339,88.99919,5339541,88.99235,11605.880786631942
1656914733,120600,8078683,8078683,8078683,48715,2840,-11,0,713,8012044,75,13,4,2022-07-04T09:05:33,5368,89.46867666666667,5367710,89.46183333333333,11241.639704113195
1656914761,469900,8107032,8107032,8107032,48936,2840,-11,0,713,8012044,40,13,4,2022-07-04T09:06:01,5396,89.941165,5396059,89.93431666666667,10887.528425339495
1656914789,536100,8135198,8135198,8135198,49157,2840,-11,0,713,8012044,5,13,4,2022-07-04T09:06:29,5424,90.408935,5424225,90.40375,10547.38519975223
1656914818,250100,8163541,8163541,8163541,49380,2840,-11,0,713,8012044,228,13,4,2022-07-04T09:06:58,5453,90.88750166666667,5452568,90.87613333333334,10210.658135275833
1656914846,419100,8191710,8191710,8191710,49601,2840,-11,0,713,8012044,193,13,4,2022-07-04T09:07:26,5481,91.356985,5480737,91.34561666666667,9881.19915734561
1656914874,765500,8220056,8220056,8220056,49822,2840,-11,0,713,8012044,158,13,4,2022-07-04T09:07:54,5509,91.829425,5509083,91.81805,9556.565713615659
1656914902,931500,8248222,8248222,8248222,50045,2840,-11,0,713,8012044,125,13,4,2022-07-04T09:08:22,5537,92.29885833333333,5537249,92.28748333333333,9238.359659644255
1656914931,274500,8276565,8276565,8276565,50266,2840,-11,0,713,8012044,90,13,4,2022-07-04T09:08:51,5566,92.77124166666667,5565592,92.75986666666667,8925.520678061981
1656914959,440500,8304731,8304731,8304731,50487,2840,-11,0,713,8012044,55,13,4,2022-07-04T09:09:19,5594,93.240675,5593758,93.2293,8621.059325590062
1656914987,786500,8333077,8333077,8333077,50710,2840,-11,0,713,8012044,22,13,4,2022-07-04T09:09:47,5622,93.71310833333334,5622104,93.70173333333334,8317.983237936216
1656915015,955500,8361246,8361246,8361246,50931,2840,-11,0,713,8012044,243,13,4,2022-07-04T09:10:15,5650,94.18259166666667,5650273,94.17121666666667,8028.579732344894
1656915044,298500,8389589,8389589,8389589,51152,2840,-11,0,713,8012044,208,13,4,2022-07-04T09:10:44,5679,94.654975,5678616,94.6436,7741.808869277388
1656915072,461500,8417752,8417752,8417752,51375,2840,-11,0,713,8012044,175,13,4,2022-07-04T09:11:12,5707,95.12435833333333,5706779,95.11298333333335,7455.898364727741
1656915100,807500,8446098,8446098,8446098,51596,2840,-11,0,713,8012044,140,13,4,2022-07-04T09:11:40,5735,95.59679166666666,5735125,95.58541666666666,7181.115570934787
1656915128,968900,8474267,8474267,8474267,51817,2840,-11,0,713,8012044,105,13,4,2022-07-04T09:12:08,5763,96.06614833333333,5763294,96.0549,6907.969157721556
1656915157,135200,8502433,8502433,8502433,52040,2840,-11,0,713,8012044,72,13,4,2022-07-04T09:12:37,5792,96.53558666666666,5791460,96.52433333333333,6641.3817540297105
1656915185,478500,8530776,8530776,8530776,52261,2840,-11,0,713,8012044,37,13,4,2022-07-04T09:13:05,5820,97.007975,5819803,96.99671666666667,6373.3554546072955
1656915213,644500,8558942,8558942,8558942,52482,2840,-11,0,713,8012044,2,13,4,2022-07-04T09:13:33,5848,97.47740833333334,5847969,97.46615,6116.5506952301475
1656915241,990500,8587288,8587288,8587288,52705,2840,-11,0,713,8012044,225,13,4,2022-07-04T09:14:01,5876,97.94984166666667,5876315,97.93858333333333,5867.09872366593
1656915270,159500,8615457,8615457,8615457,52926,2840,-11,0,713,8012044,190,13,4,2022-07-04T09:14:30,5905,98.419325,5904484,98.40806666666667,5621.864844376581
1656915298,502500,8643800,8643800,8643800,53147,2840,-11,0,713,8012044,155,13,4,2022-07-04T09:14:58,5933,98.89170833333333,5932827,98.88045000000001,5383.568725563565
1656915326,665500,8671963,8671963,8671963,53370,2840,-11,0,713,8012044,122,13,4,2022-07-04T09:15:26,5961,99.36109166666667,5960990,99.34983333333334,5150.098235205659
1656915360,579000,8705863,8705863,8705863,53591,2862,-11,0,716,8700918,87,13,4,2022-07-04T09:16:00,5995,99.92631666666666,5994890,99.91483333333333,4870.021341098318
1656915393,671000,8743955,8743955,8743955,53812,2890,-11,0,722,8741672,52,13,4,2022-07-04T09:16:33,6028,100.47785,6032982,100.5497,4568.909659358489
1656915438,370100,8783652,8783652,8783652,54035,2902,-11,0,726,8762991,19,13,4,2022-07-04T09:17:18,6073,101.222835,6072679,101.21131666666666,4227.526265127106
1656915475,453400,8820869,8820869,8820869,54256,2909,-11,0,727,8800719,240,13,4,2022-07-04T09:17:55,6110,101.84089,6109896,101.8316,3919.6996748289926
