time_s,time_us,time_steady,num_vis,num_ch,satellites_total,satellites_with_ephs,satellites_with_alms,satellites_with_ephs_and_alms,sattelites_healthy,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,time_steady_from_launch,mins_steady_from_launch,baro_altitude,baro_pressure
1656909105,845000,2450663,15,71,71,3,26,3,71,81,11,0,2022-07-04T07:31:45,-260,-4.319249999999999,-260310,-4.3385,96.08978271484375,100176.0
1656909106,813000,2451630,15,71,71,3,26,3,71,108,11,0,2022-07-04T07:31:46,-259,-4.303116666666667,-259343,-4.322383333333334,96.0330948314945,100176.67479740681
1656909107,830000,2452648,15,71,71,3,26,3,71,136,11,0,2022-07-04T07:31:47,-258,-4.286166666666667,-258325,-4.305416666666667,96.24806179427246,100174.11585905377
1656909108,848000,2453666,15,71,71,3,26,3,71,164,11,0,2022-07-04T07:31:48,-257,-4.2692,-257307,-4.28845,96.64865867063975,100169.34721282465
1656909109,816000,2454633,15,71,71,3,26,3,71,191,11,0,2022-07-04T07:31:49,-256,-4.253066666666666,-256340,-4.272333333333333,96.82309358357617,100167.27073954984
1656909110,834000,2455651,15,71,71,3,26,3,71,220,11,0,2022-07-04T07:31:50,-255,-4.2360999999999995,-255322,-4.255366666666666,96.91475007935225,100166.17963558414
1656909111,851000,2456669,15,71,71,3,26,3,71,249,11,0,2022-07-04T07:31:51,-254,-4.21915,-254304,-4.2384,96.68559367956334,100168.9074816626
1656909112,819000,2457636,15,71,71,3,26,3,71,21,11,0,2022-07-04T07:31:52,-253,-4.203016666666667,-253337,-4.222283333333333,96.40724364040534,100172.22092909536
1656909118,822000,2463639,15,71,71,3,26,3,71,193,11,0,2022-07-04T07:31:58,-247,-4.102966666666666,-247334,-4.122233333333333,92.1904693047277,100222.41701170117
1656909119,840000,2464657,15,71,71,3,26,3,71,222,11,0,2022-07-04T07:31:59,-246,-4.086,-246316,-4.105266666666667,94.15330771884867,100199.05157515751
1656909120,908000,2465725,16,71,71,4,26,3,71,252,11,0,2022-07-04T07:32:00,-245,-4.0682,-245248,-4.087466666666667,96.21255273484195,100174.53852385239
1656909121,876000,2466693,16,71,71,4,26,3,71,24,11,0,2022-07-04T07:32:01,-244,-4.052066666666667,-244280,-4.0713333333333335,96.36757630677404,100172.69312853678
1656909122,844000,2467662,16,71,71,4,26,3,71,52,11,0,2022-07-04T07:32:02,-243,-4.035933333333333,-243311,-4.055183333333334,96.2099878689236,100174.56906666666
1656909123,863000,2468680,16,71,71,4,26,3,71,81,11,0,2022-07-04T07:32:03,-242,-4.01895,-242293,-4.038216666666667,96.35089333131141,100172.89175257731
1656909124,881000,2469698,16,71,71,4,26,3,71,110,11,0,2022-07-04T07:32:04,-241,-4.0019833333333334,-241275,-4.02125,96.90191034533314,100166.3324742268
1656909125,849000,2470667,16,71,71,4,26,3,71,138,11,0,2022-07-04T07:32:05,-240,-3.98585,-240306,-4.0051000000000005,97.03146276095701,100164.79031087057
1656909126,868000,2471685,16,71,71,4,26,3,70,167,11,0,2022-07-04T07:32:06,-239,-3.9688666666666665,-239288,-3.9881333333333333,97.14791205826238,100163.40411153118
1656909127,887000,2472704,16,71,71,4,26,3,70,196,11,0,2022-07-04T07:32:07,-238,-3.9518833333333334,-238269,-3.97115,97.26927426487828,100161.95940453686
1656909128,855000,2473672,16,71,71,4,26,3,70,224,11,0,2022-07-04T07:32:08,-237,-3.93575,-237301,-3.9550166666666664,97.01342233156089,100165.00504124656
1656909129,873000,2474691,16,71,71,4,26,3,70,253,11,0,2022-07-04T07:32:09,-236,-3.9187833333333333,-236282,-3.9380333333333337,96.07297356218291,100176.20009165903
1656909133,846000,2478664,16,71,71,4,26,3,70,111,11,0,2022-07-04T07:32:13,-232,-3.8525666666666667,-232309,-3.8718166666666667,96.68067851201047,100168.96604359947
1656909134,865000,2479683,16,71,71,4,26,3,70,140,11,0,2022-07-04T07:32:14,-231,-3.835583333333333,-231290,-3.854833333333333,96.71980076473389,100168.50034276313
1656909135,836000,2480654,16,71,71,4,26,3,70,168,11,0,2022-07-04T07:32:15,-230,-3.8194,-230319,-3.83865,96.75708016355078,100168.05657876696
1656909136,857000,2481674,16,71,71,4,26,3,70,197,11,0,2022-07-04T07:32:16,-229,-3.8023833333333332,-229299,-3.82165,96.63321319684233,100169.53105802048
1656909137,876000,2482693,16,71,71,4,26,3,70,226,11,0,2022-07-04T07:32:17,-228,-3.7854,-228280,-3.804666666666667,96.4389327460395,100171.84373333333
1656909138,845000,2483663,16,71,71,4,26,3,70,254,11,0,2022-07-04T07:32:18,-227,-3.76925,-227310,-3.7885,96.00577545166016,100177.0
1656909139,864000,2484681,16,71,71,4,26,3,70,27,11,0,2022-07-04T07:32:19,-226,-3.7522666666666664,-226292,-3.771533333333333,96.00577545166016,100177.0
1656909140,832000,2485649,16,71,71,4,26,3,70,55,11,0,2022-07-04T07:32:20,-225,-3.7361333333333335,-225324,-3.7554000000000003,96.85167359613989,100166.93049327354
1656909141,800000,2486617,16,71,71,4,26,3,70,83,11,0,2022-07-04T07:32:21,-224,-3.7199999999999998,-224356,-3.7392666666666665,97.4010682395989,100160.39054707852
1656909142,818000,2487635,16,71,71,4,26,3,70,112,11,0,2022-07-04T07:32:22,-223,-3.703033333333333,-223338,-3.7222999999999997,97.3055898566294,100161.52713062895
1656909143,835000,2488652,16,71,71,4,26,3,70,141,11,0,2022-07-04T07:32:23,-222,-3.6860833333333334,-222321,-3.70535,97.21020526381997,100162.6625976926
1656909149,831000,2494649,16,71,71,4,26,3,70,53,11,0,2022-07-04T07:32:29,-216,-3.5861500000000004,-216324,-3.6054000000000004,97.48490753899108,100159.39254113345
1656909150,799000,2495616,16,71,71,4,26,3,70,81,11,0,2022-07-04T07:32:30,-215,-3.5700166666666666,-215357,-3.5892833333333334,96.83079816577639,100167.17901279707
1656909151,818000,2496635,16,71,71,4,26,3,70,110,11,0,2022-07-04T07:32:31,-214,-3.553033333333333,-214338,-3.5723,96.77473763057714,100167.84636455186
1656909152,836000,2497653,16,71,71,4,26,3,70,139,11,0,2022-07-04T07:32:32,-213,-3.5360666666666662,-213320,-3.555333333333333,97.050325700927,100164.56580060424
1656909153,805000,2498622,16,71,71,4,26,3,70,167,11,0,2022-07-04T07:32:33,-212,-3.5199166666666666,-212351,-3.5391833333333333,97.12699852520306,100163.6531017735
1656909154,823000,2499640,16,71,71,4,26,3,70,195,11,0,2022-07-04T07:32:34,-211,-3.50295,-211333,-3.5222166666666666,96.3088834412937,100173.3918610641
1656909155,841000,2500658,16,71,71,4,26,3,70,223,11,0,2022-07-04T07:32:35,-210,-3.485983333333333,-210315,-3.5052499999999998,96.10834747300467,100175.7790100825
1656909156,810000,2501627,16,71,71,4,26,3,70,250,11,0,2022-07-04T07:32:36,-209,-3.4698333333333333,-209346,-3.4891,96.14583119043618,100175.33281393217
1656909157,829000,2502646,16,71,71,4,26,3,70,22,11,0,2022-07-04T07:32:37,-208,-3.4528499999999998,-208327,-3.4721166666666665,96.44061498092393,100171.82372881356
1656909158,798000,2503615,16,71,71,4,26,3,70,49,11,0,2022-07-04T07:32:38,-207,-3.4367,-207358,-3.455966666666667,96.83481139471687,100167.13123486683
1656909159,818000,2504635,16,71,71,4,26,3,70,77,11,0,2022-07-04T07:32:39,-206,-3.4196999999999997,-206338,-3.4389666666666665,96.98767012811872,100165.31160666309
1656909160,836000,2505653,16,71,71,4,26,3,70,105,11,0,2022-07-04T07:32:40,-205,-3.402733333333333,-205320,-3.4219999999999997,96.94171666550675,100165.85862439549
1656909161,854000,2506671,16,71,71,4,26,3,70,133,11,0,2022-07-04T07:32:41,-204,-3.3857666666666666,-204302,-3.4050333333333334,96.7538802346961,100168.09461709212
1656909162,823000,2507640,16,71,71,4,26,3,70,160,11,0,2022-07-04T07:32:42,-203,-3.3696166666666665,-203333,-3.3888833333333332,96.52801575232029,100170.78329633741
1656909163,841000,2508658,16,71,71,4,26,3,70,188,11,0,2022-07-04T07:32:43,-202,-3.3526499999999997,-202315,-3.3719166666666665,96.26073684632213,100173.96498422713
1656909164,961000,2509778,16,71,71,4,26,3,70,218,11,0,2022-07-04T07:32:44,-201,-3.3339833333333333,-201195,-3.35325,96.23476646905858,100174.27415215399
1656909165,831000,2510648,16,71,71,4,26,3,70,244,11,0,2022-07-04T07:32:45,-200,-3.3194833333333333,-200325,-3.3387499999999997,96.4035966778072,100172.2643899473
1656909166,851000,2511668,16,71,71,4,26,3,70,17,11,0,2022-07-04T07:32:46,-199,-3.3024833333333334,-199305,-3.32175,96.76813044197192,100167.92498843129
1656909167,821000,2512638,16,71,71,4,26,3,70,45,11,0,2022-07-04T07:32:47,-198,-3.2863166666666666,-198335,-3.3055833333333333,97.18291188442613,100162.98745950949
1656909168,840000,2513657,16,71,71,4,26,3,70,74,11,0,2022-07-04T07:32:48,-197,-3.2693333333333334,-197316,-3.2886,97.35216818333477,100160.9726505346
1656909169,809000,2514626,16,71,71,4,26,3,70,102,11,0,2022-07-04T07:32:49,-196,-3.2531833333333333,-196347,-3.27245,97.16893534190747,100163.15385481148
1656909170,828000,2515645,16,71,71,4,26,3,70,131,11,0,2022-07-04T07:32:50,-195,-3.2361999999999997,-195328,-3.2554666666666665,96.72634550725618,100168.42241810453
1656909171,846000,2516663,16,71,71,4,26,3,70,160,11,0,2022-07-04T07:32:51,-194,-3.2192333333333334,-194310,-3.2385,96.17378997802734,100175.0
1656909172,815000,2517632,16,71,71,4,26,3,70,188,11,0,2022-07-04T07:32:52,-193,-3.2030833333333333,-193341,-3.22235,96.17378997802734,100175.0
1656909173,834000,2518651,16,71,71,4,26,3,70,217,11,0,2022-07-04T07:32:53,-192,-3.1861,-192322,-3.205366666666667,96.36431109311077,100172.73201892745
1656909174,802000,2519619,16,71,71,4,26,3,70,245,11,0,2022-07-04T07:32:54,-191,-3.169966666666667,-191354,-3.1892333333333336,96.78627068696407,100167.7090469099
1656909175,820000,2520637,16,71,71,4,26,3,70,18,11,0,2022-07-04T07:32:55,-190,-3.153,-190336,-3.172266666666667,97.3434449151125,100161.07650781832
1656909176,838000,2521655,16,71,71,4,26,3,70,47,11,0,2022-07-04T07:32:56,-189,-3.1360333333333332,-189318,-3.1553,97.50460619474201,100159.15807341396
1656909177,805000,2522622,16,71,71,4,26,3,70,75,11,0,2022-07-04T07:32:57,-188,-3.1199166666666667,-188351,-3.1391833333333334,97.33224638338532,100161.20984510928
1656909178,825000,2523642,16,71,71,4,26,3,70,104,11,0,2022-07-04T07:32:58,-187,-3.1029166666666668,-187331,-3.122183333333333,96.90757121270096,100166.26511794995
1656909179,847000,2524664,16,71,71,4,26,3,70,133,11,0,2022-07-04T07:32:59,-186,-3.0858833333333333,-186309,-3.10515,96.34212883725564,100172.99604837743
1656909180,819000,2525636,16,71,71,4,26,3,70,161,11,0,2022-07-04T07:33:00,-185,-3.0696833333333333,-185337,-3.0889499999999996,96.26700563369597,100173.89037580202
1656909181,841000,2526658,16,71,71,4,26,3,70,190,11,0,2022-07-04T07:33:01,-184,-3.05265,-184315,-3.0719166666666666,96.04485298756802,100176.53483146067
1656909182,863000,2527680,16,71,71,4,26,3,70,219,11,0,2022-07-04T07:33:02,-183,-3.035616666666667,-183293,-3.0548833333333336,96.47676074438516,100171.39345335515
1656909183,832000,2528649,16,71,71,4,26,3,70,247,11,0,2022-07-04T07:33:03,-182,-3.0194666666666667,-182324,-3.0387333333333335,96.78748267562148,100167.69464575447
1656909184,850000,2529666,16,71,71,4,26,3,70,20,11,0,2022-07-04T07:33:04,-181,-3.0025,-181307,-3.021783333333333,96.97248527646516,100165.49237425636
1656909185,817000,2530634,16,71,71,4,26,3,70,48,11,0,2022-07-04T07:33:05,-180,-2.9863833333333334,-180339,-3.00565,97.04234045676135,100164.66082568807
1656909186,835000,2531652,16,71,71,4,26,3,70,77,11,0,2022-07-04T07:33:06,-179,-2.9694166666666666,-179321,-2.9886833333333334,97.08156953654158,100164.193853211
1656909187,953000,2532770,16,71,71,4,26,3,70,108,11,0,2022-07-04T07:33:07,-178,-2.9507833333333333,-178203,-2.97005,96.62365009205674,100169.64489705556
1656909188,821000,2533638,16,71,71,4,26,3,70,134,11,0,2022-07-04T07:33:08,-177,-2.936316666666667,-177335,-2.9555833333333337,96.18982912827587,100174.8090742438
1656909189,840000,2534657,16,71,71,4,26,3,70,163,11,0,2022-07-04T07:33:09,-176,-2.9193333333333333,-176316,-2.9386,96.37282274346948,100172.63074052813
1656909190,858000,2535675,16,71,71,4,26,3,70,192,11,0,2022-07-04T07:33:10,-175,-2.9023666666666665,-175298,-2.9216333333333333,97.23192737515842,100162.40398966704
1656909191,877000,2536693,16,71,71,4,26,3,70,221,11,0,2022-07-04T07:33:11,-174,-2.885383333333333,-174280,-2.9046666666666665,97.10325782634672,100163.93567021874
1656909192,845000,2537662,16,71,71,4,26,3,70,249,11,0,2022-07-04T07:33:12,-173,-2.86925,-173311,-2.888516666666667,96.69279427819886,100168.82181716208
1656909197,833000,2542649,16,71,71,4,26,3,70,136,11,0,2022-07-04T07:33:17,-168,-2.7861166666666666,-168324,-2.8054,96.33586187079983,100173.07070447838
1656909198,851000,2543668,16,71,71,4,26,3,70,165,11,0,2022-07-04T07:33:18,-167,-2.7691500000000002,-167305,-2.788416666666667,96.88454556498802,100166.53920184782
1656909199,819000,2544635,16,71,71,4,26,3,70,193,11,0,2022-07-04T07:33:19,-166,-2.753016666666667,-166338,-2.7723,97.40628015828287,100160.32849993584
1656909200,836000,2545653,16,71,71,4,26,3,70,222,11,0,2022-07-04T07:33:20,-165,-2.7360666666666664,-165320,-2.755333333333333,97.13853951393163,100163.5156526261
1656909201,854000,2546671,16,71,71,4,26,3,70,251,11,0,2022-07-04T07:33:21,-164,-2.7190999999999996,-164302,-2.7383666666666664,96.73207854001187,100168.35412026726
1656909202,872000,2547689,16,71,71,4,26,3,70,24,11,0,2022-07-04T07:33:22,-163,-2.7021333333333333,-163284,-2.7214,94.82744265481993,100191.02672605791
1656909208,866000,2553683,16,71,71,4,26,3,70,192,11,0,2022-07-04T07:33:28,-157,-2.602233333333333,-157290,-2.6214999999999997,95.89991366737767,100178.26015037594
1656909209,885000,2554701,16,71,71,4,26,3,70,220,11,0,2022-07-04T07:33:29,-156,-2.5852500000000003,-156272,-2.6045333333333334,96.22173009427866,100174.42932330827
1656909210,853000,2555670,16,71,71,4,26,3,70,247,11,0,2022-07-04T07:33:30,-155,-2.5691166666666665,-155303,-2.5883833333333333,96.52743518341754,100170.7902255639
1656909211,871000,2556688,16,71,71,4,26,3,70,19,11,0,2022-07-04T07:33:31,-154,-2.5521499999999997,-154285,-2.5714166666666665,96.59381866455078,100170.0
1656909212,889000,2557706,16,71,71,4,26,3,70,47,11,0,2022-07-04T07:33:32,-153,-2.5351833333333333,-153267,-2.55445,96.59876392292527,100169.94113207547
1656909213,858000,2558674,16,71,71,4,26,3,70,74,11,0,2022-07-04T07:33:33,-152,-2.5190333333333332,-152299,-2.5383166666666668,96.82914639239041,100167.19867924528
1656909214,876000,2559693,16,71,71,4,26,3,70,102,11,0,2022-07-04T07:33:34,-151,-2.5020666666666664,-151280,-2.521333333333333,97.07117874937238,100164.3175471698
1656909215,894000,2560711,16,71,71,4,26,3,70,130,11,0,2022-07-04T07:33:35,-150,-2.4851,-150262,-2.504366666666667,96.97243237527188,100165.49301539772
1656909216,862000,2561679,16,71,71,4,26,3,70,157,11,0,2022-07-04T07:33:36,-149,-2.4689666666666668,-149294,-2.4882333333333335,96.83839756920169,100167.0885540431
1656909217,881000,2562697,16,71,71,4,26,3,70,185,11,0,2022-07-04T07:33:37,-148,-2.451983333333333,-148276,-2.4712666666666667,96.69730101198525,100168.76815515844
1656909218,849000,2563665,16,71,71,4,26,3,70,212,11,0,2022-07-04T07:33:38,-147,-2.4358500000000003,-147308,-2.4551333333333334,96.56326620591506,100170.36369380383
1656909219,867000,2564684,16,71,71,4,26,3,70,240,11,0,2022-07-04T07:33:39,-146,-2.4188833333333335,-146289,-2.43815,96.42230811440734,100172.04164663544
1656909220,885000,2565702,16,71,71,4,26,3,70,13,11,0,2022-07-04T07:33:40,-145,-2.4019166666666667,-145271,-2.421183333333333,96.28135002289964,100173.71959946706
1656909221,854000,2566670,16,71,71,4,26,3,70,41,11,0,2022-07-04T07:33:41,-144,-2.3857666666666666,-144303,-2.40505,96.14717675112071,100175.31678639617
1656909222,872000,2567688,16,71,71,4,26,3,70,70,11,0,2022-07-04T07:33:42,-143,-2.3688,-143285,-2.3880833333333333,96.08978271484375,100176.0
1656909223,890000,2568707,16,71,71,4,26,3,70,99,11,0,2022-07-04T07:33:43,-142,-2.3518333333333334,-142266,-2.3710999999999998,95.95773182417217,100177.57189849624
1656909224,858000,2569675,16,71,71,4,26,3,70,127,11,0,2022-07-04T07:33:44,-141,-2.3357,-141298,-2.354966666666667,96.22900027751997,100174.34272628474
1656909225,826000,2570643,16,71,71,4,26,3,70,155,11,0,2022-07-04T07:33:45,-140,-2.3195666666666668,-140330,-2.3388333333333335,96.9364975339298,100165.92075154235
1656909226,844000,2571661,16,71,71,4,26,3,70,184,11,0,2022-07-04T07:33:46,-139,-2.3026,-139312,-2.3218666666666667,96.9844612994491,100165.34980370163
1656909227,812000,2572629,16,71,71,4,26,3,70,212,11,0,2022-07-04T07:33:47,-138,-2.2864666666666666,-138344,-2.3057333333333334,97.03146227233738,100164.79031668697
1656909228,830000,2573647,16,71,71,4,26,3,70,241,11,0,2022-07-04T07:33:48,-137,-2.2695,-137326,-2.2887666666666666,97.08354472904925,100164.1703410475
1656909229,850000,2574666,16,71,71,4,26,3,70,14,11,0,2022-07-04T07:33:49,-136,-2.2525,-136307,-2.271783333333333,96.81854729326274,100167.32484280765
1656909230,819000,2575635,16,71,71,4,26,3,70,42,11,0,2022-07-04T07:33:50,-135,-2.2363500000000003,-135338,-2.2556333333333334,96.54550659280075,100170.57509398497
1656909231,836000,2576653,16,71,71,4,26,3,70,71,11,0,2022-07-04T07:33:51,-134,-2.2194,-134320,-2.2386666666666666,96.74545809093274,100168.19492481204
1656909232,854000,2577671,16,71,71,4,26,3,70,100,11,0,2022-07-04T07:33:52,-133,-2.202433333333333,-133302,-2.2217,96.64317845113409,100169.41242362525
1656909233,822000,2578638,16,71,71,4,26,3,70,128,11,0,2022-07-04T07:33:53,-132,-2.1863,-132335,-2.2055833333333337,97.47125944615382,100159.5549898167
1656909234,840000,2579656,16,71,71,4,26,3,70,157,11,0,2022-07-04T07:33:54,-131,-2.1693333333333333,-131317,-2.188616666666667,97.7702858397018,100155.99540697674
1656909235,958000,2580775,16,71,71,4,26,3,70,188,11,0,2022-07-04T07:33:55,-130,-2.1507,-130198,-2.169966666666667,97.60647663560025,100157.94540697674
1656909236,827000,2581644,16,71,71,4,26,3,70,214,11,0,2022-07-04T07:33:56,-129,-2.136216666666667,-129329,-2.1554833333333336,97.63341680909024,100157.62472000717
1656909237,846000,2582662,16,71,71,4,26,3,70,243,11,0,2022-07-04T07:33:57,-128,-2.1192333333333333,-128311,-2.138516666666667,97.67176615107755,100157.16821969357
1656909238,814000,2583631,16,71,71,4,26,3,70,15,11,0,2022-07-04T07:33:58,-127,-2.1031,-127342,-2.1223666666666667,97.16281221369726,100163.22675828618
1656909239,834000,2584650,16,71,71,4,26,3,70,44,11,0,2022-07-04T07:33:59,-126,-2.0861,-126323,-2.105383333333333,96.59381866455078,100170.0
1656909240,852000,2585668,16,71,71,4,26,3,70,73,11,0,2022-07-04T07:34:00,-125,-2.0691333333333333,-125305,-2.088416666666667,96.93122965070295,100165.98349772382
1656909241,820000,2586636,16,71,71,4,26,3,70,101,11,0,2022-07-04T07:34:01,-124,-2.053,-124337,-2.0722833333333335,97.83343598203962,100155.24372562744
1656909242,838000,2587654,16,71,71,4,26,3,70,130,11,0,2022-07-04T07:34:02,-123,-2.0360333333333336,-123319,-2.0553166666666667,98.13271616602073,100151.68108189182
1656909243,805000,2588622,16,71,71,4,26,3,70,158,11,0,2022-07-04T07:34:03,-122,-2.0199166666666666,-122351,-2.0391833333333333,98.27894625575472,100149.94034741003
1656909249,809000,2594625,16,71,71,4,26,3,70,74,11,0,2022-07-04T07:34:09,-116,-1.91985,-116348,-1.9391333333333334,96.93450691832811,100165.94443360328
1656909250,826000,2595643,16,71,71,4,26,3,70,103,11,0,2022-07-04T07:34:10,-115,-1.9029,-115330,-1.9221666666666666,97.22626218591995,100162.47141184506
1656909251,844000,2596660,16,71,71,4,26,3,70,132,11,0,2022-07-04T07:34:11,-114,-1.8859333333333335,-114313,-1.9052166666666668,97.5468185365554,100158.65555047967
1656909252,812000,2597628,16,71,71,4,26,3,70,160,11,0,2022-07-04T07:34:12,-113,-1.8698000000000001,-113345,-1.8890833333333332,97.91830456778577,100154.2334399269
1656909253,829000,2598646,16,71,71,4,26,3,70,189,11,0,2022-07-04T07:34:13,-112,-1.85285,-112327,-1.8721166666666667,98.21363405295897,100150.71788756388
1656909254,848000,2599664,16,71,71,4,26,3,70,218,11,0,2022-07-04T07:34:14,-111,-1.8358666666666668,-111309,-1.8551499999999999,97.53309341248702,100158.81896649631
1656909255,866000,2600682,16,71,71,4,26,3,70,247,11,0,2022-07-04T07:34:15,-110,-1.8189,-110291,-1.8381833333333333,97.09785461425781,100164.0
1656909256,834000,2601651,16,71,71,4,26,3,70,19,11,0,2022-07-04T07:34:16,-109,-1.8027666666666666,-109322,-1.8220333333333334,97.11658877294944,100163.77699358387
1656909257,853000,2602669,16,71,71,4,26,3,70,48,11,0,2022-07-04T07:34:17,-108,-1.7857833333333335,-108304,-1.8050666666666666,97.26172679781793,100162.04929364279
1656909258,871000,2603687,16,71,71,4,26,3,70,77,11,0,2022-07-04T07:34:18,-107,-1.7688166666666667,-107286,-1.7881,97.73634728201704,100156.39944500505
1656909259,889000,2604706,16,71,71,4,26,3,70,106,11,0,2022-07-04T07:34:19,-106,-1.7518500000000001,-106267,-1.7711166666666667,98.15939849183155,100151.36346941658
1656909260,845000,2605662,16,71,71,4,26,3,70,130,11,0,2022-07-04T07:34:20,-105,-1.7359166666666668,-105311,-1.7551833333333335,98.38629246040966,100148.66252295522
1656909261,864000,2606680,16,71,71,4,26,3,70,159,11,0,2022-07-04T07:34:21,-104,-1.7189333333333332,-104293,-1.7382166666666667,98.40670908663874,100148.41947385306
1656909262,882000,2607698,16,71,71,4,26,3,70,188,11,0,2022-07-04T07:34:22,-103,-1.7019666666666666,-103275,-1.7212500000000002,98.36098168105597,100148.96380066303
1656909263,850000,2608667,16,71,71,4,26,3,70,216,11,0,2022-07-04T07:34:23,-102,-1.6858333333333335,-102306,-1.7051,98.05297860022515,100152.63024193549
1656909264,869000,2609685,16,71,71,4,26,3,70,244,11,0,2022-07-04T07:34:24,-101,-1.66885,-101288,-1.6881333333333333,97.68785671999868,100156.97662694775
1656909265,887000,2610703,16,71,71,4,26,3,70,16,11,0,2022-07-04T07:34:25,-100,-1.6518833333333334,-100270,-1.6711666666666667,97.61209799420885,100157.8784693953
1656909266,855000,2611671,16,71,71,4,26,3,70,43,11,0,2022-07-04T07:34:26,-99,-1.63575,-99302,-1.6550333333333334,98.0935907488827,100152.14684331286
1656909267,823000,2612639,16,71,71,4,26,3,70,70,11,0,2022-07-04T07:34:27,-98,-1.6196166666666667,-98334,-1.6389,98.43411173143062,100148.09333149248
1656909268,842000,2613658,16,71,71,4,26,3,70,98,11,0,2022-07-04T07:34:28,-97,-1.6026333333333334,-97315,-1.6219166666666667,98.78867146096428,100143.87270468038
1656909269,860000,2614676,16,71,71,4,26,3,70,126,11,0,2022-07-04T07:34:29,-96,-1.5856666666666668,-96297,-1.6049499999999999,98.62173765082109,100145.85986842106
1656909270,828000,2615644,16,71,71,4,26,3,70,153,11,0,2022-07-04T07:34:30,-95,-1.5695333333333332,-95329,-1.5888166666666665,98.33366789875726,100149.28901821862
1656909271,846000,2616663,16,71,71,4,26,3,70,181,11,0,2022-07-04T07:34:31,-94,-1.5525666666666667,-94310,-1.5718333333333334,97.55677812797438,100158.53698604122
1656909272,814000,2617630,16,71,71,4,26,3,70,208,11,0,2022-07-04T07:34:32,-93,-1.5364333333333335,-93343,-1.5557166666666666,97.39736326758295,100160.43463825187
1656909273,832000,2618648,16,71,71,4,26,3,70,236,11,0,2022-07-04T07:34:33,-92,-1.5194666666666667,-92325,-1.53875,97.46785977579752,100159.59546666667
1656909274,799000,2619616,16,71,71,4,26,3,70,7,11,0,2022-07-04T07:34:34,-91,-1.50335,-91357,-1.5226166666666667,97.6336096038897,100157.62241112828
1656909275,817000,2620633,16,71,71,4,26,3,70,35,11,0,2022-07-04T07:34:35,-90,-1.4863833333333334,-90340,-1.5056666666666667,98.03014065930672,100152.90216383307
1656909276,835000,2621651,16,71,71,4,26,3,70,64,11,0,2022-07-04T07:34:36,-89,-1.4694166666666668,-89322,-1.4887000000000001,97.52745309727051,100158.88611898017
1656909277,803000,2622619,16,71,71,4,26,3,70,92,11,0,2022-07-04T07:34:37,-88,-1.4532833333333335,-88354,-1.4725666666666666,95.68455503912216,100180.82379603399
1656909278,821000,2623638,16,71,71,4,26,3,70,121,11,0,2022-07-04T07:34:38,-87,-1.4363166666666667,-87335,-1.4555833333333332,97.16023563444003,100163.25741366886
1656909279,840000,2624656,16,71,71,4,26,3,70,150,11,0,2022-07-04T07:34:39,-86,-1.4193333333333333,-86317,-1.4386166666666667,98.4033417912887,100148.45957932934
1656909280,858000,2625674,16,71,71,4,26,3,70,179,11,0,2022-07-04T07:34:40,-85,-1.4023666666666665,-85299,-1.42165,97.71372604395751,100156.66870506015
1656909281,826000,2626643,16,71,71,4,26,3,70,207,11,0,2022-07-04T07:34:41,-84,-1.3862333333333334,-84330,-1.4055,97.51788330078125,100159.0
1656909282,845000,2627661,16,71,71,4,26,3,70,236,11,0,2022-07-04T07:34:42,-83,-1.36925,-83312,-1.3885333333333334,97.85624436704153,100154.9721996903
1656909283,863000,2628679,16,71,71,4,26,3,70,9,11,0,2022-07-04T07:34:43,-82,-1.3522833333333333,-82294,-1.3715666666666666,98.34419572496951,100149.16369616428
1656909284,831000,2629647,16,71,71,4,26,3,70,37,11,0,2022-07-04T07:34:44,-81,-1.33615,-81326,-1.3554333333333333,98.59719622724877,100146.15200675586
1656909289,870000,2634686,16,71,71,4,26,3,70,181,11,0,2022-07-04T07:34:49,-76,-1.2521666666666667,-76287,-1.2714500000000002,97.44343928856186,100159.88620253165
1656909290,888000,2635704,16,71,71,4,26,3,70,210,11,0,2022-07-04T07:34:50,-75,-1.2351999999999999,-75269,-1.2544833333333334,97.1818618774414,100163.0
1656909291,857000,2636673,16,71,71,4,26,3,70,238,11,0,2022-07-04T07:34:51,-74,-1.21905,-74300,-1.2383333333333333,97.26704315161288,100161.98600953894
1656909292,875000,2637691,16,71,71,4,26,3,70,11,11,0,2022-07-04T07:34:52,-73,-1.2020833333333334,-73282,-1.2213666666666667,97.53896079697682,100158.74912559618
1656909293,893000,2638709,16,71,71,4,26,3,70,40,11,0,2022-07-04T07:34:53,-72,-1.1851166666666666,-72264,-1.2044,97.85315827462126,100155.00893617021
1656909298,883000,2643699,16,71,71,4,26,3,70,183,11,0,2022-07-04T07:34:58,-67,-1.10195,-67274,-1.1212333333333333,97.47658889529399,100159.49155756208
1656909299,851000,2644667,16,71,71,4,26,3,70,211,11,0,2022-07-04T07:34:59,-66,-1.0858166666666667,-66306,-1.1051,97.78633149742856,100155.80441681239
1656909300,869000,2645685,16,71,71,4,26,3,70,240,11,0,2022-07-04T07:35:00,-65,-1.06885,-65288,-1.0881333333333332,98.67247538013507,100145.25587721003
1656909301,888000,2646703,16,71,71,4,26,3,70,13,11,0,2022-07-04T07:35:01,-64,-1.0518666666666667,-64270,-1.0711666666666666,98.43713023942442,100148.05739464467
