time_s,time_us,time_steady,count_tick,delta_time,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909172,364400,2518700,7,75183,233,13,1,2022-07-04T07:32:52,-193,-3.2105933333333336,-192273,-3.20455,96.17378997802734
1656909174,532600,2520868,6,75172,244,13,1,2022-07-04T07:32:54,-191,-3.1744566666666665,-190105,-3.1684166666666664,96.63882202580183
1656909175,773600,2522109,6,75265,252,13,1,2022-07-04T07:32:55,-190,-3.1537733333333335,-188864,-3.1477333333333335,97.31804915461535
1656909178,102400,2524438,6,75233,4,13,1,2022-07-04T07:32:58,-187,-3.1149600000000004,-186535,-3.1089166666666666,97.2792372749081
1656909179,108200,2525597,6,75251,14,13,1,2022-07-04T07:32:59,-186,-3.0981966666666665,-185376,-3.0896,96.75088502803743
1656909180,271600,2526607,6,75258,22,13,1,2022-07-04T07:33:00,-185,-3.0788066666666665,-184366,-3.072766666666667,96.3091517377621
1656909181,287600,2527623,6,75258,32,13,1,2022-07-04T07:33:01,-184,-3.0618733333333332,-183350,-3.055833333333333,96.17544180623601
1656909183,128900,2529728,5,75327,44,13,1,2022-07-04T07:33:03,-182,-3.0311850000000002,-181245,-3.02075,96.6229949682707
1656909185,503700,2532103,5,75593,52,13,1,2022-07-04T07:33:05,-180,-2.991605,-178870,-2.9811666666666667,97.03026730283685
1656909186,558800,2533158,5,75458,60,13,1,2022-07-04T07:33:06,-179,-2.9740200000000003,-177815,-2.9635833333333332,97.07092604750886
1656909187,845700,2534181,5,75343,70,13,1,2022-07-04T07:33:07,-178,-2.9525716666666666,-176792,-2.9465333333333334,96.6968196998108
1656909189,876700,2536212,5,75340,79,13,1,2022-07-04T07:33:09,-176,-2.918721666666667,-174761,-2.9126833333333333,96.40379439374746
1656909191,67700,2537403,5,75517,87,13,1,2022-07-04T07:33:11,-174,-2.8988716666666665,-173570,-2.8928333333333334,97.40889617797292
1656909192,657300,2539407,5,75337,97,13,1,2022-07-04T07:33:12,-173,-2.8723783333333333,-171566,-2.8594333333333335,96.77238519554118
1656909195,830300,2542580,5,75177,113,13,1,2022-07-04T07:33:15,-170,-2.8194950000000003,-168393,-2.80655,96.7807980871992
1656909196,840300,2543590,5,75173,124,13,1,2022-07-04T07:33:16,-169,-2.8026616666666664,-167383,-2.7897166666666666,96.4205876346354
1656909199,845200,2545612,5,75053,132,13,1,2022-07-04T07:33:19,-166,-2.75258,-165361,-2.7560166666666666,97.42040148715098
1656909202,204200,2547971,5,76142,140,13,1,2022-07-04T07:33:22,-163,-2.7132633333333334,-163002,-2.7167000000000003,96.07686882783686
1656909204,347200,2550114,6,76016,150,13,1,2022-07-04T07:33:24,-161,-2.6775466666666667,-160859,-2.6809833333333333,96.50598038637473
1656909205,365200,2551132,6,75933,158,13,1,2022-07-04T07:33:25,-160,-2.6605800000000004,-159841,-2.664016666666667,96.26374602225513
1656909202,882800,2554217,6,75968,177,13,1,2022-07-04T07:33:22,-163,-2.7019533333333334,-156756,-2.6126,94.80723630161752
1656909204,83300,2555418,6,75036,185,13,1,2022-07-04T07:33:24,-161,-2.681945,-155555,-2.5925833333333332,93.24054285363991
1656909205,947200,2557446,6,76022,193,13,1,2022-07-04T07:33:25,-160,-2.65088,-153527,-2.558783333333333,96.81203499845229
1656909206,898200,2558527,6,75868,205,13,1,2022-07-04T07:33:26,-159,-2.63503,-152446,-2.540766666666667,96.48405813347017
1656909208,206200,2559541,6,75860,216,13,1,2022-07-04T07:33:28,-157,-2.61323,-151432,-2.5238666666666663,96.48897166956144
1656909209,220200,2560555,6,75862,226,13,1,2022-07-04T07:33:29,-156,-2.59633,-150418,-2.5069666666666666,96.01177597045898
1656909211,392600,2562727,7,75706,238,13,1,2022-07-04T07:33:31,-154,-2.5601233333333338,-148246,-2.470766666666667,96.59381866455078
1656909212,618400,2563953,7,75793,248,13,1,2022-07-04T07:33:32,-153,-2.539693333333333,-147020,-2.4503333333333335,96.59381866455078
1656909214,863400,2566198,6,75900,2,13,1,2022-07-04T07:33:34,-151,-2.5022766666666665,-144775,-2.412916666666667,97.06818306401091
1656909221,830500,2567209,7,75838,15,13,1,2022-07-04T07:33:41,-144,-2.3861583333333334,-143764,-2.396066666666667,96.15043069527634
1656909222,844500,2568223,8,75828,25,13,1,2022-07-04T07:33:42,-143,-2.3692583333333332,-142750,-2.379166666666667,96.08978271484375
1656909223,858500,2569237,8,75826,35,13,1,2022-07-04T07:33:43,-142,-2.3523583333333336,-141736,-2.3622666666666663,95.96519299557335
1656909226,148800,2571707,9,75154,47,13,1,2022-07-04T07:33:46,-139,-2.3141866666666666,-139266,-2.3211,96.95170647647363
1656909227,293400,2572851,9,75285,57,13,1,2022-07-04T07:33:47,-138,-2.29511,-138122,-2.3020333333333336,97.00563508748874
1656909229,598700,2575156,8,75338,68,13,1,2022-07-04T07:33:49,-136,-2.2566883333333334,-135817,-2.2636166666666666,96.9133601120741
1656909230,837300,2576171,7,75330,80,13,1,2022-07-04T07:33:50,-135,-2.236045,-134802,-2.2466999999999997,96.54984117809094
1656909231,851300,2577185,7,75328,90,13,1,2022-07-04T07:33:51,-134,-2.2191449999999997,-133788,-2.2298,96.74304209257427
1656909232,865300,2578199,7,75301,100,13,1,2022-07-04T07:33:52,-133,-2.202245,-132774,-2.2129,96.65284509911312
1656909233,660600,2579308,7,75189,112,13,1,2022-07-04T07:33:53,-132,-2.18899,-131665,-2.1944166666666667,97.3331889166123
1656909235,889500,2581537,7,76138,123,13,1,2022-07-04T07:33:55,-130,-2.151841666666667,-129436,-2.1572666666666667,97.61651324604833
1656909238,490500,2583824,7,76039,131,13,1,2022-07-04T07:33:58,-127,-2.1084916666666667,-127149,-2.11915,97.44841254441702
1656909239,506500,2584840,7,75926,141,13,1,2022-07-04T07:33:59,-126,-2.0915583333333334,-126133,-2.1022166666666666,96.59381866455078
1656909240,524500,2585858,7,75889,149,13,1,2022-07-04T07:34:00,-125,-2.0745916666666666,-125115,-2.08525,96.59381866455078
1656909241,590700,2586924,7,75939,157,13,1,2022-07-04T07:34:01,-124,-2.0568216666666665,-124049,-2.0674833333333336,97.7551817018454
1656909243,527900,2589047,7,75880,168,13,1,2022-07-04T07:34:03,-122,-2.0245349999999998,-121926,-2.0321000000000002,98.33553875828848
1656909245,574900,2591094,7,75665,176,13,1,2022-07-04T07:34:05,-120,-1.9904183333333334,-119879,-1.9979833333333334,97.57941949803025
1656909246,580900,2592100,7,75428,184,13,1,2022-07-04T07:34:06,-119,-1.9736516666666666,-118873,-1.9812166666666668,97.10846340781764
1656909249,647900,2595167,7,75451,202,13,1,2022-07-04T07:34:09,-116,-1.9225349999999999,-115806,-1.9301,96.88829081841754
1656909251,963900,2597297,7,75188,211,13,1,2022-07-04T07:34:11,-114,-1.8839350000000001,-113676,-1.8946,97.5928321472419
1656909254,243500,2599576,7,75138,221,13,1,2022-07-04T07:34:14,-111,-1.8459416666666668,-111397,-1.8566166666666668,97.9368096216777
1656909255,251700,2600585,7,76147,229,13,1,2022-07-04T07:34:15,-110,-1.8291383333333333,-110388,-1.8398,97.26348177700271
1656909256,267700,2601601,7,76004,237,13,1,2022-07-04T07:34:16,-109,-1.8122049999999998,-109372,-1.8228666666666666,97.09785461425781
1656909257,283700,2602617,7,76010,247,13,1,2022-07-04T07:34:17,-108,-1.7952716666666668,-108356,-1.8059333333333332,97.15121578143126
1656909259,513900,2604847,9,75119,0,13,1,2022-07-04T07:34:19,-106,-1.7581016666666665,-106126,-1.7687666666666668,98.0360855033251
1656909260,724900,2606058,9,75120,8,13,1,2022-07-04T07:34:20,-105,-1.7379183333333332,-104915,-1.7485833333333334,98.35778831226507
1656909262,799900,2608347,9,75189,18,13,1,2022-07-04T07:34:22,-103,-1.703335,-102626,-1.7104333333333335,98.36466951995416
1656909264,18700,2609352,10,75171,26,13,1,2022-07-04T07:34:24,-101,-1.6830216666666666,-101621,-1.6936833333333332,97.99583420189478
1656909265,42700,2610376,10,75179,34,13,1,2022-07-04T07:34:25,-100,-1.665955,-100597,-1.6766166666666666,97.62098322517822
1656909267,243900,2612577,11,75174,45,13,1,2022-07-04T07:34:27,-98,-1.6292683333333333,-98396,-1.6399333333333332,98.2326146368546
1656909269,685700,2615019,11,75612,53,13,1,2022-07-04T07:34:29,-96,-1.5885716666666667,-95954,-1.5992333333333333,98.67360806175571
1656909270,853900,2616187,11,75750,61,13,1,2022-07-04T07:34:30,-95,-1.5691016666666668,-94786,-1.5797666666666668,98.32596024733323
1656909271,683800,2617221,11,75714,71,13,1,2022-07-04T07:34:31,-94,-1.55527,-93752,-1.5625333333333333,97.69910508788738
1656909272,890900,2618224,11,75644,79,13,1,2022-07-04T07:34:32,-93,-1.5351516666666667,-92749,-1.5458166666666666,97.40235142180951
1656909275,93000,2620426,10,75820,88,13,1,2022-07-04T07:34:35,-90,-1.4984499999999998,-90547,-1.5091166666666667,97.74812839592566
1656909276,293300,2621626,10,76014,98,13,1,2022-07-04T07:34:36,-89,-1.478445,-89347,-1.4891166666666666,98.215668892799
1656909277,380100,2622847,10,76043,106,13,1,2022-07-04T07:34:37,-88,-1.4603316666666666,-88126,-1.4687666666666668,96.48968064737726
1656909279,559300,2625146,9,75032,114,13,1,2022-07-04T07:34:39,-86,-1.4240116666666667,-85827,-1.43045,98.36347042608335
1656909280,824100,2626157,10,75025,124,13,1,2022-07-04T07:34:40,-85,-1.4029316666666667,-84816,-1.4136,97.73669065479693
1656909281,840100,2627173,10,75017,133,13,1,2022-07-04T07:34:41,-84,-1.3859983333333332,-83800,-1.3966666666666667,97.51788330078125
1656909284,13200,2629346,10,75129,141,13,1,2022-07-04T07:34:44,-81,-1.34978,-81627,-1.36045,98.38345262108763
1656909286,263200,2631596,11,75153,151,13,1,2022-07-04T07:34:46,-79,-1.3122800000000001,-79377,-1.3229499999999998,98.8114472519724
1656909287,324300,2632657,11,75211,159,13,1,2022-07-04T07:34:47,-78,-1.2945950000000002,-78316,-1.3052666666666668,98.68349494532535
1656909289,386100,2634719,11,75178,167,13,1,2022-07-04T07:34:49,-76,-1.2602316666666666,-76254,-1.2709000000000001,97.73502488920961
1656909290,402100,2635735,11,75180,178,13,1,2022-07-04T07:34:50,-75,-1.2432983333333332,-75238,-1.2539666666666667,97.1818618774414
1656909291,413100,2636746,10,75177,186,13,1,2022-07-04T07:34:51,-74,-1.2264483333333334,-74227,-1.2371166666666666,97.1818618774414
1656909293,669400,2639002,10,75049,194,13,1,2022-07-04T07:34:53,-72,-1.1888433333333335,-71971,-1.1995166666666668,97.77322787057142
1656909295,995100,2641328,11,75130,204,13,1,2022-07-04T07:34:55,-70,-1.1500816666666667,-69645,-1.16075,98.21591239311087
1656909297,8100,2642341,10,75132,212,13,1,2022-07-04T07:34:57,-68,-1.1331983333333333,-68632,-1.1438666666666668,97.71267281954701
1656909299,39100,2644372,9,75135,231,13,1,2022-07-04T07:34:59,-66,-1.0993483333333331,-66601,-1.1100166666666667,97.464748232736
1656909300,965200,2646562,8,76134,239,13,1,2022-07-04T07:35:00,-65,-1.0672466666666667,-64411,-1.0735166666666667,98.7562151065755
1656909303,149400,2648855,9,76004,247,13,1,2022-07-04T07:35:03,-62,-1.0308433333333333,-62118,-1.0353,98.09149941315604
1656909304,703500,2650035,9,76047,1,13,1,2022-07-04T07:35:04,-61,-1.0049416666666666,-60938,-1.0156333333333334,98.03386147765049
1656909305,718500,2651051,9,75895,10,13,1,2022-07-04T07:35:05,-60,-0.988025,-59922,-0.9986999999999999,97.70175709361664
1656909306,739500,2652072,10,75901,18,13,1,2022-07-04T07:35:06,-59,-0.9710083333333334,-58901,-0.9816833333333334,97.56029539556519
1656909308,769400,2654101,10,75902,28,13,1,2022-07-04T07:35:08,-57,-0.9371766666666667,-56872,-0.9478666666666666,98.57624561715191
1656909309,795000,2655281,10,75973,36,13,1,2022-07-04T07:35:09,-56,-0.9200833333333333,-55692,-0.9282,98.09622620119447
1656909311,842600,2657329,10,75792,44,13,1,2022-07-04T07:35:11,-54,-0.8859566666666667,-53644,-0.8940666666666667,98.1760882105212
1656909314,29600,2659362,11,75538,55,13,1,2022-07-04T07:35:14,-51,-0.8495066666666666,-51611,-0.8601833333333333,97.74041317878886
1656909315,32600,2660365,11,75525,63,13,1,2022-07-04T07:35:15,-50,-0.8327899999999999,-50608,-0.8434666666666666,97.58502751113514
1656909316,50600,2661383,11,75525,71,13,1,2022-07-04T07:35:16,-49,-0.8158233333333332,-49590,-0.8265,97.34986877441406
1656909318,203800,2663536,11,75512,81,13,1,2022-07-04T07:35:18,-47,-0.7799366666666666,-47437,-0.7906166666666666,98.44945596155787
1656909320,273600,2665606,11,75554,89,13,1,2022-07-04T07:35:20,-45,-0.74544,-45367,-0.7561166666666667,98.52595520019531
1656909323,374600,2668707,11,75566,108,13,1,2022-07-04T07:35:23,-42,-0.6937566666666667,-42266,-0.7044333333333334,97.5885695222318
1656909324,390600,2669723,11,75571,116,13,1,2022-07-04T07:35:24,-41,-0.6768233333333333,-41250,-0.6875,97.59086745061491
1656909325,473800,2670806,11,75639,124,13,1,2022-07-04T07:35:25,-40,-0.6587700000000001,-40167,-0.66945,98.3975657271437
1656909327,148700,2672825,11,75528,134,13,1,2022-07-04T07:35:27,-38,-0.630855,-38148,-0.6358,98.66086681062865
1656909329,290000,2674966,10,75390,143,13,1,2022-07-04T07:35:29,-36,-0.5951666666666667,-36007,-0.6001166666666666,98.15457572937012
1656909330,639000,2675971,10,75386,151,13,1,2022-07-04T07:35:30,-35,-0.5726833333333333,-35002,-0.5833666666666667,97.70390965858734
1656909331,655100,2676987,11,75386,161,13,1,2022-07-04T07:35:31,-34,-0.5557483333333334,-33986,-0.5664333333333332,97.79743106971877
1656909333,840000,2679172,11,75429,169,13,1,2022-07-04T07:35:33,-32,-0.5193333333333333,-31801,-0.5300166666666667,94.24050031688115
1656909336,94200,2681426,10,75368,177,13,1,2022-07-04T07:35:36,-29,-0.4817633333333333,-29547,-0.49245,98.24621221156208
1656909337,460000,2682792,10,75552,188,13,1,2022-07-04T07:35:37,-28,-0.45899999999999996,-28181,-0.46968333333333334,98.44732442014997
1656909338,474000,2683806,10,75459,196,13,1,2022-07-04T07:35:38,-27,-0.4421,-27167,-0.45278333333333337,98.04548040821834
1656909339,484000,2684816,9,75464,204,13,1,2022-07-04T07:35:39,-26,-0.4252666666666666,-26157,-0.43595,97.523259765625
1656909341,518000,2686850,8,75458,214,13,1,2022-07-04T07:35:41,-24,-0.39136666666666664,-24123,-0.40205,98.41411104047772
1656909343,923400,2689255,8,75599,222,13,1,2022-07-04T07:35:43,-22,-0.3512766666666666,-21718,-0.36196666666666666,98.51472518976792
1656909345,153100,2690485,8,75466,231,13,1,2022-07-04T07:35:45,-20,-0.3307816666666667,-20488,-0.34146666666666664,98.24444299415417
1656909346,294300,2691626,8,75439,241,13,1,2022-07-04T07:35:46,-19,-0.31176166666666666,-19347,-0.32245,97.91030339780062
1656909348,318100,2693650,8,75426,249,13,1,2022-07-04T07:35:48,-17,-0.2780316666666666,-17323,-0.2887166666666667,97.90980740974629
1656909349,336100,2694668,8,75419,1,13,1,2022-07-04T07:35:49,-16,-0.261065,-16305,-0.27175,97.51788330078125
1656909350,149600,2695805,8,75379,11,13,1,2022-07-04T07:35:50,-15,-0.24750666666666668,-15168,-0.25279999999999997,98.03510263583938
1656909352,489800,2698145,8,75298,20,13,1,2022-07-04T07:35:52,-13,-0.20850333333333332,-12828,-0.2138,98.59848223793344
1656909354,634500,2700290,9,75144,28,13,1,2022-07-04T07:35:54,-11,-0.17275833333333335,-10683,-0.17804999999999999,97.8539047241211
1656909355,983400,2701315,8,75158,38,13,1,2022-07-04T07:35:55,-10,-0.15027666666666667,-9658,-0.16096666666666665,97.69749330626864
1656909356,999600,2702331,8,75158,46,13,1,2022-07-04T07:35:56,-9,-0.13334,-8642,-0.14403333333333332,97.61535020613212
1656909359,213300,2704544,8,75198,54,13,1,2022-07-04T07:35:59,-6,-0.09644499999999999,-6429,-0.10715000000000001,99.28201293945312
1656909361,423300,2706754,7,75158,65,13,1,2022-07-04T07:36:01,-4,-0.05961166666666666,-4219,-0.07031666666666667,98.24998036702473
1656909364,494400,2709826,7,75107,81,13,1,2022-07-04T07:36:04,-1,-0.008426666666666667,-1147,-0.019116666666666667,97.8539047241211
1656909365,510400,2710842,7,75107,91,13,1,2022-07-04T07:36:05,0,0.008506666666666666,-131,-0.0021833333333333336,98.76431254747179
1656909366,653600,2711985,7,75239,99,13,1,2022-07-04T07:36:06,1,0.027559999999999998,1012,0.016866666666666665,102.07401773645114
1656909369,168400,2714500,7,75498,108,13,1,2022-07-04T07:36:09,4,0.06947333333333333,3527,0.05878333333333333,111.90243665920515
1656909371,273300,2716604,6,75276,118,13,1,2022-07-04T07:36:11,6,0.104555,5631,0.09385,123.47372200989078
1656909375,463600,2720795,8,75374,144,13,1,2022-07-04T07:36:15,10,0.17439333333333332,9822,0.16369999999999998,151.83131147815334
1656909376,583500,2721915,8,75353,153,13,1,2022-07-04T07:36:16,11,0.19305833333333336,10942,0.18236666666666668,159.68880051716002
1656909378,670900,2724316,7,75461,161,13,1,2022-07-04T07:36:18,13,0.22784833333333332,13343,0.22238333333333332,174.0951492558619
1656909380,800,2725332,7,75297,171,13,1,2022-07-04T07:36:20,15,0.2500133333333333,14359,0.23931666666666668,178.52718497189036
1656909381,78800,2726410,7,75359,179,13,1,2022-07-04T07:36:21,16,0.26798,15437,0.2572833333333333,182.687406539917
1656909383,103800,2728435,7,75353,187,13,1,2022-07-04T07:36:23,18,0.30173,17462,0.2910333333333333,193.13155586179624
1656909384,230100,2729561,7,75460,198,13,1,2022-07-04T07:36:24,19,0.3205016666666667,18588,0.3098,200.71220098624744
1656909386,79500,2731585,7,75279,206,13,1,2022-07-04T07:36:26,21,0.351325,20612,0.3435333333333333,211.88998441097993
1656909387,157400,2732663,7,75334,214,13,1,2022-07-04T07:36:27,22,0.36929,21690,0.36150000000000004,218.70760665820805
1656909389,371000,2734702,7,75340,224,13,1,2022-07-04T07:36:29,24,0.4061833333333333,23729,0.3954833333333333,231.6302615989549
1656909390,382000,2735713,7,75348,232,13,1,2022-07-04T07:36:30,25,0.4230333333333334,24740,0.41233333333333333,238.46709903364632
1656909391,503100,2736834,7,75451,241,13,1,2022-07-04T07:36:31,26,0.4417183333333333,25861,0.43101666666666666,245.93271005258998
1656909393,823700,2739154,7,75618,251,13,1,2022-07-04T07:36:33,28,0.48039499999999996,28181,0.46968333333333334,259.2281082327817
1656909395,963500,2741294,7,75688,3,13,1,2022-07-04T07:36:35,30,0.5160583333333333,30321,0.5053500000000001,270.7386487436966
1656909396,988000,2742319,7,75630,11,13,1,2022-07-04T07:36:36,31,0.5331333333333333,31346,0.5224333333333333,276.03628542836276
1656909397,991000,2743322,7,75630,21,13,1,2022-07-04T07:36:37,32,0.54985,32349,0.5391499999999999,282.7767585254668
1656909400,4000,2745580,7,75857,30,13,1,2022-07-04T07:36:40,35,0.5833999999999999,34607,0.5767833333333333,296.6079616076672
1656909401,129800,2746706,7,75900,38,13,1,2022-07-04T07:36:41,36,0.6021633333333334,35733,0.5955499999999999,303.9988363016657
1656909403,403800,2748979,7,75133,48,13,1,2022-07-04T07:36:43,38,0.6400633333333333,38006,0.6334333333333333,319.0430187710783
1656909404,312300,2750013,7,75047,56,13,1,2022-07-04T07:36:44,39,0.655205,39040,0.6506666666666666,324.0235802429303
1656909405,439900,2751016,7,75045,64,13,1,2022-07-04T07:36:45,40,0.6739983333333334,40043,0.6673833333333333,331.0809330119177
1656909406,454900,2752031,6,75044,75,13,1,2022-07-04T07:36:46,41,0.6909150000000001,41058,0.6843,337.8001367458767
1656909408,373600,2754364,5,75192,83,13,1,2022-07-04T07:36:48,43,0.7228933333333334,43391,0.7231833333333333,352.66851790290076
1656909411,305000,2756881,5,75455,91,13,1,2022-07-04T07:36:51,46,0.77175,45908,0.7651333333333333,370.62780884340975
1656909412,313000,2757889,5,75097,101,13,1,2022-07-04T07:36:52,47,0.7885500000000001,46916,0.7819333333333333,376.25586062138626
1656909417,537900,2763113,5,76263,128,13,1,2022-07-04T07:36:57,52,0.8756316666666667,52140,0.869,407.7421650993335
1656909420,4400,2765333,5,76078,136,13,1,2022-07-04T07:37:00,55,0.91674,54360,0.906,421.284445887796
1656909421,8400,2766338,5,75853,144,13,1,2022-07-04T07:37:01,56,0.9334733333333334,55365,0.9227500000000001,426.7968926389075
1656909422,16400,2767346,5,75720,154,13,1,2022-07-04T07:37:02,57,0.9502733333333333,56373,0.93955,432.68528506251226
1656909423,32400,2768362,5,75720,163,13,1,2022-07-04T07:37:03,58,0.9672066666666667,57389,0.9564833333333334,438.82155462976556
1656909424,73400,2769403,5,75753,171,13,1,2022-07-04T07:37:04,59,0.9845566666666666,58430,0.9738333333333333,445.281034894431
1656909425,83400,2770413,5,75745,181,13,1,2022-07-04T07:37:05,60,1.00139,59440,0.9906666666666666,451.57543581675
1656909427,271400,2772601,5,75641,189,13,1,2022-07-04T07:37:07,62,1.0378566666666666,61628,1.0271333333333332,466.35552978515625
1656909428,120200,2773684,5,75539,197,13,1,2022-07-04T07:37:08,63,1.0520033333333332,62711,1.0451833333333334,472.0888963483691
1656909430,458400,2776022,4,75732,208,13,1,2022-07-04T07:37:10,65,1.0909733333333334,65049,1.0841500000000002,486.8839798531149
1656909431,460700,2777184,4,75869,216,13,1,2022-07-04T07:37:11,66,1.1076783333333333,66211,1.1035166666666667,492.05529983897
1656909432,866600,2778196,4,75865,224,13,1,2022-07-04T07:37:12,67,1.13111,67223,1.1203833333333333,499.3445640724805
1656909434,897600,2780227,4,75683,234,13,1,2022-07-04T07:37:14,69,1.16496,69254,1.1542333333333334,511.48782306377353
1656909435,910900,2781404,4,75688,242,13,1,2022-07-04T07:37:15,70,1.1818483333333334,70431,1.17385,518.7208719549757
1656909438,159900,2783783,5,75967,251,13,1,2022-07-04T07:37:18,73,1.2193316666666665,72810,1.2135,532.5715590055999
