time_s,time_us,time_steady,last_report_time,last_good_report_time,reports_counter,bad_reports_counter,last_mistake,ignorance_depth,punishments_counter,last_punishment_time,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909128,122900,2474783,2474735,2474735,1653,0,0,0,0,0,231,13,0,2022-07-04T07:32:08,-237,-3.947951666666667,-236190,-3.9365,97.29736979435883
1656909166,72100,2512684,2512636,2512636,1678,0,0,0,0,0,196,13,0,2022-07-04T07:32:46,-199,-3.315465,-198289,-3.3048166666666665,96.46517006047206
1656909242,975100,2588494,2588446,2588446,1728,0,0,0,0,0,165,13,0,2022-07-04T07:34:02,-123,-2.0337483333333335,-122479,-2.0413166666666664,98.17302197468851
1656909282,63300,2627396,2627348,2627348,1753,0,0,0,0,0,130,13,0,2022-07-04T07:34:42,-83,-1.3822783333333333,-83577,-1.39295,97.51788330078125
1656909360,942600,2706274,2706226,2706226,1803,0,0,0,0,0,62,13,0,2022-07-04T07:36:00,-5,-0.06762333333333334,-4699,-0.07831666666666666,98.3664839569119
1656909399,98000,2744674,2744626,2744626,1828,0,0,0,0,0,27,13,0,2022-07-04T07:36:39,34,0.5683,33701,0.5616833333333333,290.52322590096344
1656909437,622300,2783246,2783198,2783198,1853,0,0,0,0,0,248,13,0,2022-07-04T07:37:17,72,1.2103716666666666,72273,1.20455,529.4002893074842
1656909475,556500,2820885,2820837,2820837,1878,0,0,0,0,0,215,13,0,2022-07-04T07:37:55,110,1.8426083333333334,109912,1.8318666666666668,768.2259875051916
1656909515,22000,2860474,2860426,2860426,1903,0,0,0,0,0,180,13,0,2022-07-04T07:38:35,150,2.5003666666666664,149501,2.4916833333333335,997.703721206389
1656909552,609300,2898091,2898043,2898043,1928,0,0,0,0,0,145,13,0,2022-07-04T07:39:12,187,3.1268216666666664,187118,3.1186333333333334,1227.2503754626903
1656909585,453000,2936779,2936731,2936731,1953,0,0,0,0,0,112,13,0,2022-07-04T07:39:45,220,3.6742166666666667,225806,3.7634333333333334,1452.52339140625
1656909628,939300,2974499,2974451,2974451,1978,0,0,0,0,0,77,13,0,2022-07-04T07:40:28,263,4.3989883333333335,263526,4.3921,1685.9617731191047
1656909668,95100,3013420,3013372,3013372,2003,0,0,0,0,0,42,13,0,2022-07-04T07:41:08,303,5.051585,302447,5.040783333333334,1923.7601348780684
1656909707,210400,3052603,3052555,3052555,2028,0,0,0,0,0,9,13,0,2022-07-04T07:41:47,342,5.703506666666667,341630,5.693833333333333,2177.203052605944
1656909744,885400,3090542,3090494,3090494,2053,0,0,0,0,0,230,13,0,2022-07-04T07:42:24,379,6.331423333333333,379569,6.32615,2411.7575971523725
1656909784,159400,3129551,3129503,3129503,2078,0,0,0,0,0,195,13,0,2022-07-04T07:43:04,419,6.98599,418578,6.976299999999999,2640.4280597466486
1656909823,525400,3169138,3169090,3169090,2103,0,0,0,0,0,162,13,0,2022-07-04T07:43:43,458,7.64209,458165,7.636083333333334,2877.2735285451927
