time_s,time_us,time_steady,last_report_time,last_good_report_time,reports_counter,bad_reports_counter,last_mistake,ignorance_depth,punishments_counter,last_punishment_time,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,time_steady_from_launch,mins_steady_from_launch,baro_altitude,baro_pressure
1656915965,25700,9310407,9310407,9310407,249481,1,2,0,1,7578819,217,13,2,2022-07-04T09:26:05,6600,110.00042833333333,6599434,109.99056666666667,278.89909602070367,98019.25285460545
1656916002,845400,9348501,9348501,9348501,250481,1,2,0,1,7578819,182,13,2,2022-07-04T09:26:42,6637,110.63075666666667,6637528,110.62546666666667,174.2681427001953,99249.0
1656916042,218100,9387599,9387599,9387599,251481,1,2,0,1,7578819,149,13,2,2022-07-04T09:27:22,6677,111.28696833333333,6676626,111.2771,173.10998449701432,99262.67974335472
1656916081,601300,9426982,9426982,9426982,252481,1,2,0,1,7578819,114,13,2,2022-07-04T09:28:01,6716,111.94335500000001,6716009,111.93348333333333,172.8122657748805,99266.19641214352
1656916119,867400,9465436,9465436,9465436,253481,1,2,0,1,7578819,79,13,2,2022-07-04T09:28:39,6754,112.58112333333334,6754463,112.57438333333333,174.04601144845046,99251.62369048854
1656916158,374500,9503799,9503799,9503799,254481,1,2,0,1,7578819,46,13,2,2022-07-04T09:29:18,6793,113.22290833333334,6792826,113.21376666666667,172.2362518310547,99273.0
1656916198,174700,9543599,9543599,9543599,255481,1,2,0,1,7578819,11,13,2,2022-07-04T09:29:58,6833,113.88624499999999,6832626,113.8771,172.10252533739143,99274.57966917293
1656916235,828400,9581393,9581393,9581393,256481,1,2,0,1,7578819,232,13,2,2022-07-04T09:30:35,6870,114.51380666666667,6870420,114.507,172.40669780813946,99270.9868885527
1656916274,433600,9619998,9619998,9619998,257481,1,2,0,1,7578819,199,13,2,2022-07-04T09:31:14,6909,115.15722666666667,6909025,115.15041666666666,171.24661622314446,99284.68942222222
1656916312,716800,9658239,9658239,9658239,258481,1,2,0,1,7578819,164,13,2,2022-07-04T09:31:52,6947,115.79528,6947266,115.78776666666666,171.9528929610179,99276.34704840614
1656916351,885800,9697184,9697184,9697184,259481,1,2,0,1,7578819,129,13,2,2022-07-04T09:32:31,6986,116.44809666666667,6986211,116.43685,172.2378290526824,99272.98145610277
1656916389,900000,9735198,9735198,9735198,260481,1,2,0,1,7578819,96,13,2,2022-07-04T09:33:09,7024,117.08166666666666,7024225,117.07041666666667,170.96305669265342,99288.03868010998
1656916429,216400,9774708,9774708,9774708,261481,1,2,0,1,7578819,61,13,2,2022-07-04T09:33:49,7064,117.73694,7063735,117.72891666666666,172.40557861328125,99271.0
1656916466,709600,9812201,9812201,9812201,262481,1,2,0,1,7578819,26,13,2,2022-07-04T09:34:26,7101,118.36182666666667,7101228,118.3538,170.70034955239566,99291.14165316045
1656916504,731600,9850375,9850375,9850375,263481,1,2,0,1,7578819,249,13,2,2022-07-04T09:35:04,7139,118.99552666666666,7139402,118.99003333333333,171.86634503995788,99277.3693982808
1656916542,463800,9888760,9888760,9888760,264481,1,2,0,1,7578819,214,13,2,2022-07-04T09:35:42,7177,119.62439666666667,7177787,119.62978333333334,171.1732155732578,99285.55639257294
1656916581,467100,9927763,9927763,9927763,265481,1,2,0,1,7578819,179,13,2,2022-07-04T09:36:21,7216,120.27445166666666,7216790,120.27983333333333,170.89334040500387,99288.86214511041
1656916621,30400,9967326,9967326,9967326,266481,1,2,0,1,7578819,146,13,2,2022-07-04T09:37:01,7256,120.93383999999999,7256353,120.93921666666667,171.29842539366896,99284.07736021998
1656916660,224600,10006520,10006520,10006520,267481,1,2,0,1,7578819,111,13,2,2022-07-04T09:37:40,7295,121.58707666666666,7295547,121.59245,171.78766017290172,99278.29869608826
1656916698,451200,10044463,10044463,10044463,268481,1,2,0,1,7578819,76,13,2,2022-07-04T09:38:18,7333,122.22418666666667,7333490,122.22483333333334,171.6652127101953,99279.74500730638
1656916738,589100,10083883,10083883,10083883,269481,1,2,0,1,7578819,43,13,2,2022-07-04T09:38:58,7373,122.89315166666667,7372910,122.88183333333333,171.90293238560318,99276.93717072406
1656916777,177500,10122755,10122755,10122755,270481,1,2,0,1,7578819,8,13,2,2022-07-04T09:39:37,7412,123.53629166666666,7411782,123.5297,172.27725217540905,99272.51572522888
1656916816,528600,10161822,10161822,10161822,271481,1,2,0,1,7578819,229,13,2,2022-07-04T09:40:16,7451,124.19214333333333,7450849,124.18081666666667,172.59730459826196,99268.73547432918
1656916855,172000,10200465,10200465,10200465,272481,1,2,0,1,7578819,196,13,2,2022-07-04T09:40:55,7490,124.83619999999999,7489492,124.82486666666667,171.80024160326423,99278.15008103727
1656916893,338400,10238855,10238855,10238855,273481,1,2,0,1,7578819,161,13,2,2022-07-04T09:41:33,7528,125.47230666666665,7527882,125.4647,172.81478704629927,99266.16655542747
1656916930,998900,10276291,10276291,10276291,274481,1,2,0,1,7578819,126,13,2,2022-07-04T09:42:10,7565,126.09998166666666,7565318,126.08863333333333,172.1076333861523,99274.51934005499
1656916970,26900,10315453,10315453,10315453,275481,1,2,0,1,7578819,93,13,2,2022-07-04T09:42:50,7605,126.75044833333332,7604480,126.74133333333333,173.24644041392372,99261.0681008067
1656917007,462400,10352753,10352753,10352753,276481,1,2,0,1,7578819,58,13,2,2022-07-04T09:43:27,7642,127.37437333333334,7641780,127.363,173.0760589159546,99263.0805015674
