time_s,time_us,time_steady,iTOW,fTOW,week,gpsFix,flags,ecefX,ecefY,ecefZ,pAcc,ecefVX,ecefVY,ecefVZ,sAcc,pDOP,reserved1,numSV,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,lat,lon,h,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656910170,148000,3514959,103789000,-174742,2217,3,221,269939574,226713896,530378850,2594,865,441,90,226,208,0,4,41,11,0,2022-07-04T07:49:30,805,13.419133333333333,56.567166565420735,40.02586032080579,5142.603716136345,803986,13.399766666666666,4955.065760063204
1656910171,169000,3515979,103790000,-180004,2217,3,221,269940500,226714178,530379213,2604,907,272,220,192,208,0,4,70,11,0,2022-07-04T07:49:31,806,13.43615,56.567117830381086,40.02579862308124,5150.539097803475,805006,13.416766666666666,4961.1898625706735
1656910172,141000,3516952,103791000,-185295,2217,3,221,269941405,226714410,530379418,2541,869,195,250,151,208,0,4,98,11,0,2022-07-04T07:49:32,807,13.45235,56.56706489629201,40.02573289775616,5156.890157566648,805979,13.432983333333334,4967.2641158892575
1656910173,163000,3517973,103792000,-190623,2217,3,221,269942225,226714591,530379892,2448,704,206,391,213,169,0,5,127,11,0,2022-07-04T07:49:33,808,13.469383333333333,56.567032591788994,40.025669710302225,5164.946783257969,807000,13.45,4973.594594444604
1656910174,182000,3518993,103793000,-195972,2217,3,221,269943106,226714951,530380236,2345,832,424,261,177,169,0,5,156,11,0,2022-07-04T07:49:34,809,13.486366666666667,56.56698174158011,40.02562242526958,5172.810152752284,808020,13.467,4979.899429905907
1656910175,151000,3519962,103794000,-201310,2217,3,221,269944008,226715552,530380600,2253,799,652,299,185,169,0,5,184,11,0,2022-07-04T07:49:35,810,13.502516666666667,56.566919069411775,40.025602940321164,5181.782994667586,808989,13.48315,4986.329522534287
1656910176,171000,3520981,103795000,-206622,2217,3,221,269944932,226716033,530380822,2163,968,408,244,161,169,0,5,213,11,0,2022-07-04T07:49:36,811,13.519516666666668,56.566853894728325,40.02556622064747,5189.238422738724,810008,13.500133333333334,4994.029811332152
1656910177,141000,3521951,103796000,-211937,2217,3,221,269945896,226716333,530380967,2080,957,234,238,139,169,0,5,241,11,0,2022-07-04T07:49:37,812,13.535683333333333,56.56679133661656,40.0255027928127,5195.578677625812,810978,13.5163,5000.500880779397
1656910183,170000,3527981,103802000,-243902,2217,3,221,269949777,226718281,530382576,2055,616,555,192,247,198,0,4,157,11,0,2022-07-04T07:49:43,818,13.636166666666666,56.56655452126322,40.02533956685296,5232.283026622516,817008,13.616800000000001,5037.647771524646
1656910184,140000,3528951,103803000,-249242,2217,3,221,269950052,226718919,530382754,2058,272,692,246,175,198,0,4,185,11,0,2022-07-04T07:49:44,819,13.652333333333333,56.566516826454915,40.02539022644978,5237.189438329489,817978,13.632966666666666,5044.11610299786
1656910185,159000,3529970,103804000,-254588,2217,3,221,269950290,226719681,530382909,2083,247,797,175,196,198,0,4,214,11,0,2022-07-04T07:49:45,820,13.669316666666667,56.56647414447517,40.02546018615695,5242.187192933485,818997,13.649949999999999,5050.820105214671
1656910186,178000,3530988,103805000,-259952,2217,3,221,269950855,226720490,530382976,2112,560,827,9,215,198,0,4,243,11,0,2022-07-04T07:49:46,821,13.6863,56.56640609741332,40.02550181483859,5247.996758609357,820015,13.666916666666667,5057.471138808054
1656910187,147000,3531957,103806000,-265346,2217,3,221,269951713,226721159,530382899,2128,877,629,-80,266,198,0,4,15,11,0,2022-07-04T07:49:47,822,13.70245,56.56632087222492,40.02549539303486,5253.34473411297,820984,13.683066666666667,5063.453783927346
1656910188,168000,3532978,103807000,-270772,2217,3,221,269952652,226721831,530382820,2152,910,660,-95,269,198,0,4,44,11,0,2022-07-04T07:49:48,823,13.719466666666667,56.56623075910542,40.02548087803175,5259.028412382503,822005,13.700083333333334,5069.412803419903
1656910189,140000,3533950,103808000,-276217,2217,3,221,269953562,226722415,530382787,2205,889,548,-24,274,198,0,4,72,11,0,2022-07-04T07:49:49,824,13.735666666666667,56.56614882128865,40.025458442199074,5264.661806950812,822977,13.716283333333333,5075.0743906554335
1656910190,164000,3534974,103809000,-281679,2217,3,221,269954372,226722729,530382889,2252,785,283,139,221,198,0,4,100,11,0,2022-07-04T07:49:50,825,13.752733333333333,56.56609229509939,40.02541285585726,5270.0431681311575,824001,13.73335,5081.019238102228
1656910191,185000,3535995,103810000,-287155,2217,3,221,269955301,226723165,530383031,2223,884,379,76,249,169,0,5,128,11,0,2022-07-04T07:49:51,826,13.769749999999998,56.5660250474896,40.02537001489507,5276.692727599717,825022,13.750366666666668,5087.321033590829
1656910192,154000,3536965,103811000,-292635,2217,3,221,269956300,226723534,530383160,2149,932,306,93,218,169,0,5,155,11,0,2022-07-04T07:49:52,827,13.7859,56.565956369993025,40.025311518922734,5283.291737716173,825992,13.766533333333333,5093.755747444749
1656910193,174000,3537984,103812000,-298129,2217,3,221,269957296,226723711,530383235,2095,968,188,89,204,169,0,5,183,11,0,2022-07-04T07:49:53,828,13.8029,56.565894441345606,40.02522944138966,5288.747113498143,827011,13.783516666666666,5100.676608533039
1656910194,143000,3538953,103813000,-303643,2217,3,221,269958278,226723919,530383260,2054,954,242,17,216,169,0,5,210,11,0,2022-07-04T07:49:54,829,13.81905,56.565829350636655,40.02515268571383,5293.836020112383,827980,13.799666666666667,5107.242783150147
1656910195,162000,3539973,103814000,-309169,2217,3,221,269959134,226724128,530383345,2033,796,206,90,224,169,0,5,238,11,0,2022-07-04T07:49:55,830,13.836033333333335,56.56577440328414,40.02508922480659,5298.897574492322,829000,13.816666666666666,5112.502388369311
1656910196,182000,3540992,103815000,-314699,2217,3,221,269959947,226724305,530383495,2025,776,135,124,187,169,0,5,10,11,0,2022-07-04T07:49:56,831,13.853033333333334,56.56572667633302,40.02502627610514,5304.2067570680365,830019,13.83365,5118.182994315294
1656910197,151000,3541962,103816000,-320228,2217,3,221,269960798,226724567,530383678,2024,794,267,104,209,169,0,5,37,11,0,2022-07-04T07:49:57,832,13.869183333333332,56.5656743085198,40.0249699344803,5310.252862835679,830989,13.849816666666667,5124.206196606643
1656910198,171000,3542981,103817000,-325751,2217,3,221,269961579,226724871,530383904,2009,701,273,168,211,169,0,5,65,11,0,2022-07-04T07:49:58,833,13.886183333333333,56.56562605798026,40.02492613677005,5316.511298742216,832008,13.866800000000001,5128.702592843915
1656910199,140000,3543950,103818000,-331278,2217,3,221,269962378,226725240,530384169,1985,711,344,198,197,169,0,5,92,11,0,2022-07-04T07:49:59,834,13.902333333333333,56.56557557326463,40.02488854740628,5323.401474163752,832977,13.88295,5132.63045603947
1656910200,162000,3544972,103819000,-336812,2217,3,221,269963081,226725723,530384396,1954,610,474,200,163,169,0,5,120,11,0,2022-07-04T07:50:00,835,13.919366666666667,56.565523224743465,40.024875180078034,5329.973449243143,833999,13.899983333333333,5138.500863879747
1656910201,182000,3545992,103820000,-342349,2217,3,221,269963732,226726320,530384615,1928,566,600,184,183,169,0,5,149,11,0,2022-07-04T07:50:01,836,13.936366666666666,56.56546797259397,40.024881435670466,5336.663225412145,835019,13.916983333333333,5144.81697408521
1656910202,139000,3546949,103821000,-347889,2217,3,221,269964508,226726950,530384850,1903,718,604,168,176,169,0,5,173,11,0,2022-07-04T07:50:02,837,13.952316666666666,56.56540475472608,40.02487873306462,5344.130871407554,835976,13.932933333333333,5151.097481093741
1656910203,158000,3547968,103822000,-353434,2217,3,221,269965297,226727479,530385059,1883,750,464,197,178,169,0,5,202,11,0,2022-07-04T07:50:03,838,13.9693,56.56534437003508,40.024862101928974,5351.078508294802,836995,13.949916666666667,5158.021866073899
1656910204,178000,3548988,103823000,-358987,2217,3,221,269966111,226727874,530385286,1864,791,346,220,169,169,0,5,231,11,0,2022-07-04T07:50:04,839,13.9863,56.56528989494756,40.02482618117409,5357.807017386525,838015,13.966916666666666,5164.262644279233
1656910205,150000,3549960,103824000,-364547,2217,3,221,269966904,226728171,530385619,1851,721,272,326,192,169,0,5,3,11,0,2022-07-04T07:50:05,840,14.0025,56.56524658417299,40.02478025914674,5364.9842496146175,838987,13.983116666666666,5170.071128150202
1656910206,173000,3550983,103825000,-370107,2217,3,221,269967585,226728485,530385960,1838,621,341,342,185,169,0,5,32,11,0,2022-07-04T07:50:06,841,14.01955,56.56520927253128,40.02474815923338,5371.815927968952,840010,14.000166666666667,5176.357823479105
1656910207,142000,3551952,103826000,-375672,2217,3,221,269968307,226728898,530386305,1820,676,436,302,163,169,0,5,60,11,0,2022-07-04T07:50:07,842,14.0357,56.565165040193335,40.02472409493907,5379.204787809178,840979,14.016316666666667,5182.699380764494
1656910208,162000,3552972,103827000,-381245,2217,3,221,269969162,226729406,530386575,1784,820,496,214,149,169,0,5,89,11,0,2022-07-04T07:50:08,843,14.0527,56.56510489870304,40.024697952657036,5386.8655666739505,841999,14.033316666666668,5189.575991314664
1656910209,182000,3553992,103828000,-386826,2217,3,221,269970167,226729898,530386809,1728,968,448,184,117,169,0,5,118,11,0,2022-07-04T07:50:09,844,14.069700000000001,56.56503514689022,40.0246541414801,5394.802128072154,843019,14.050316666666667,5196.461232956808
1656910210,153000,3554963,103829000,-392414,2217,3,221,269971220,226730281,530387053,1687,1006,320,237,118,169,0,5,146,11,0,2022-07-04T07:50:10,845,14.085883333333333,56.56496838634719,40.02459174848441,5402.638435253449,843990,14.0665,5203.7447179021465
1656910211,177000,3555987,103830000,-398012,2217,3,221,269972125,226730382,530387277,1659,857,1,301,143,169,0,5,175,11,0,2022-07-04T07:50:11,846,14.10295,56.56492270368601,40.02450972923141,5408.684120088139,845014,14.083566666666666,5211.310690753081
1656910212,151000,3556961,103831000,-403621,2217,3,221,269972906,226730593,530387523,1651,704,321,231,175,169,0,5,203,11,0,2022-07-04T07:50:12,847,14.119183333333332,56.564879921798514,40.02445436013722,5414.779993846353,845988,14.0998,5217.864503282866
1656910213,174000,3557985,103832000,-409228,2217,3,221,269973570,226730996,530387836,1655,589,416,311,157,169,0,5,232,11,0,2022-07-04T07:50:13,848,14.136233333333333,56.56483791531999,40.024435114385916,5421.6216861560615,847012,14.116866666666665,5224.68763031648
1656910214,147000,3558957,103833000,-414831,2217,3,221,269974254,226731497,530388135,1653,665,507,266,161,169,0,5,4,11,0,2022-07-04T07:50:14,849,14.15245,56.564789350653854,40.024425974550304,5428.7782024375265,847984,14.133066666666668,5231.045152497319
1656910215,167000,3559978,103834000,-420438,2217,3,221,269974927,226731991,530388346,1628,661,451,227,134,169,0,5,33,11,0,2022-07-04T07:50:15,850,14.169450000000001,56.56473740320679,40.02441711328945,5435.129137968212,849005,14.150083333333333,5237.509084448041
1656910216,137000,3560948,103835000,-426058,2217,3,221,269975600,226732353,530388570,1596,664,285,245,112,169,0,5,61,11,0,2022-07-04T07:50:16,851,14.185616666666666,56.564692455170665,40.02439182464649,5441.120819493831,849975,14.16625,5243.506650650206
1656910217,160000,3561970,103836000,-431689,2217,3,221,269976297,226732602,530388813,1563,682,207,243,109,169,0,5,90,11,0,2022-07-04T07:50:17,852,14.202666666666666,56.56465251201796,40.02434996487106,5446.971908176374,850997,14.183283333333332,5250.121571461436
1656910218,184000,3562994,103837000,-437319,2217,3,221,269977023,226732895,530389138,1569,697,313,292,170,169,0,5,119,11,0,2022-07-04T07:50:18,853,14.219733333333332,56.56461284128974,40.02431055009489,5453.785574297718,852021,14.200349999999998,5257.2173155410155
1656910219,156000,3563967,103838000,-442944,2217,3,221,269977833,226733157,530389492,1606,834,205,326,189,169,0,5,147,11,0,2022-07-04T07:50:19,854,14.235933333333332,56.56457128063552,40.02425849824244,5461.085830151285,852994,14.216566666666667,5263.471114065652
1656910220,176000,3564986,103839000,-448574,2217,3,221,269978670,226733449,530389728,1661,840,301,243,205,208,0,4,176,11,0,2022-07-04T07:50:20,855,14.252933333333335,56.56452089327062,40.02420735819841,5467.62160217312,854013,14.233550000000001,5269.620406344202
1656910221,144000,3565954,103840000,-454217,2217,3,221,269979558,226733742,530389809,1708,934,268,126,188,208,0,4,204,11,0,2022-07-04T07:50:21,856,14.269066666666667,56.564459870259746,40.02415101259092,5473.082628812181,854981,14.249683333333333,5275.685017887956
1656910222,163000,3566973,103841000,-459868,2217,3,221,269980522,226733858,530390166,1784,929,39,308,215,365,0,4,233,11,0,2022-07-04T07:50:22,857,14.28605,56.56441665843144,40.02406469667972,5480.5403710600895,856000,14.266666666666667,5282.220864787707
1656910223,184000,3567994,103842000,-465520,2217,3,221,269981598,226734082,530390363,1863,1049,236,172,202,364,0,4,6,11,0,2022-07-04T07:50:23,858,14.303066666666666,56.5643539133779,40.023980116101754,5487.518188751959,857021,14.283683333333332,5287.1462301304555
1656910224,106000,3568917,103843000,-471172,2217,0,220,269982647,226734318,530390535,2126,1049,236,172,450,9999,0,0,33,11,0,2022-07-04T07:50:24,859,14.318433333333333,56.564290902723265,40.02389985123498,5494.215989759156,857944,14.299066666666667,5292.38104837219
1656910225,127000,3569937,103844000,-476827,2217,3,221,269983772,226735064,530390296,2175,1087,648,-69,353,608,0,4,62,11,0,2022-07-04T07:50:25,860,14.33545,56.56417865545185,40.023875112527996,5499.611870345006,858964,14.316066666666668,5299.03997366202
1656910226,147000,3570958,103845000,-482502,2217,3,221,269984733,226735714,530390333,2275,946,643,31,356,608,0,4,91,11,0,2022-07-04T07:50:26,861,14.352450000000001,56.564094080501825,40.02385556706297,5506.27883131557,859985,14.333083333333333,5306.371430911695
1656910227,117000,3571927,103846000,-488184,2217,3,221,269985940,226736284,530390594,2213,1061,476,160,231,169,0,5,119,11,0,2022-07-04T07:50:27,862,14.368616666666666,56.56401032713885,40.02380035593672,5515.569596808057,860954,14.349233333333332,5312.699798220507
1656910228,186000,3572997,103847000,-493865,2217,3,221,269987116,226736838,530390709,2178,1167,585,44,223,169,0,5,149,11,0,2022-07-04T07:50:28,863,14.386433333333335,56.56392190368696,40.02374639391723,5523.454505338313,862024,14.367066666666666,5320.915739516245
1656910229,156000,3573967,103848000,-499556,2217,3,221,269988345,226737380,530390718,2158,1254,560,-29,236,169,0,5,177,11,0,2022-07-04T07:50:29,864,14.4026,56.56382577857925,40.02368539983284,5530.63597140096,862994,14.383233333333333,5348.497600058798
1656910230,176000,3574986,103848999,494747,2217,3,221,269989529,226737986,530390539,2147,1225,680,-155,242,169,0,5,206,11,0,2022-07-04T07:50:30,865,14.4196,56.563719857248365,40.02363707374932,5536.28550885379,864013,14.400216666666667,5353.96360677083
1656910235,173000,3579984,103854000,466116,2217,3,221,269993612,226741353,530391262,2102,734,467,240,253,168,0,5,93,11,0,2022-07-04T07:50:35,870,14.502883333333333,56.563359352883374,40.023629368733644,5571.4785084503965,869011,14.483516666666667,5389.629359291698
1656910236,143000,3580953,103855000,460354,2217,3,221,269994341,226741865,530391385,2108,714,513,139,213,168,0,5,121,11,0,2022-07-04T07:50:36,871,14.51905,56.56329897941151,40.02361689739879,5577.395317173303,869980,14.499666666666666,5390.662993645986
1656910237,164000,3581974,103856000,454575,2217,3,221,269995048,226742366,530391634,2116,677,453,203,237,168,0,5,150,11,0,2022-07-04T07:50:37,872,14.536066666666667,56.563246626744274,40.023605356426415,5584.231786034849,871001,14.516683333333333,5391.750973724056
1656910238,183000,3582994,103857000,448799,2217,3,221,269995736,226742783,530391774,2122,725,365,163,230,168,0,5,179,11,0,2022-07-04T07:50:38,873,14.55305,56.56319401943571,40.02358534788144,5589.780826921165,872021,14.533683333333332,5392.836822597272
1656910239,153000,3583963,103858000,443027,2217,3,221,269996499,226743040,530391933,2105,805,173,177,182,168,0,5,207,11,0,2022-07-04T07:50:39,874,14.569216666666668,56.56314575568323,40.023537590353676,5595.237918720781,872990,14.549833333333334,5396.473808498785
1656910240,174000,3584985,103859000,437252,2217,3,221,269997405,226743206,530392086,2043,950,119,132,138,168,0,5,235,11,0,2022-07-04T07:50:40,875,14.586233333333332,56.56309337782883,40.02346356410308,5600.925880503221,874012,14.566866666666666,5402.094857516756
1656910241,148000,3585958,103860000,431469,2217,3,221,269998387,226743412,530392205,2009,987,254,80,170,168,0,5,6,11,0,2022-07-04T07:50:41,876,14.602466666666666,56.563033035174534,40.0233865733926,5606.792557680884,874985,14.583083333333333,5408.407531679059
1656910242,168000,3586978,103861000,425675,2217,3,221,269999342,226743744,530392316,2001,912,359,96,236,168,0,5,34,11,0,2022-07-04T07:50:42,877,14.619466666666666,56.56296777796527,40.02332808458574,5612.92505090991,876005,14.600083333333334,5415.77626712443
1656910243,187000,3587997,103862000,419874,2217,3,221,270000228,226744148,530392522,2007,831,383,182,261,168,0,5,62,11,0,2022-07-04T07:50:43,878,14.63645,56.562907707137086,40.02328576690835,5619.81430681437,877024,14.617066666666666,5422.6112440436555
1656910244,155000,3588966,103863000,414064,2217,3,221,270001111,226744471,530392833,2010,820,252,301,200,168,0,5,89,11,0,2022-07-04T07:50:44,879,14.652583333333332,56.562856900096136,40.02323368311828,5627.280094624449,877993,14.633216666666668,5428.980697789841
1656910245,174000,3589984,103864000,408242,2217,3,221,270002112,226744660,530393056,2005,1057,146,208,183,168,0,5,117,11,0,2022-07-04T07:50:45,880,14.669566666666666,56.56280142879321,40.02315259265673,5634.0346118165435,879011,14.650183333333333,5434.757585578189
1656910246,144000,3590954,103865000,402408,2217,3,221,270003246,226744807,530392998,2013,1243,171,-6,192,270,0,4,144,11,0,2022-07-04T07:50:46,881,14.685733333333333,56.562726460962885,40.02305237687118,5638.85660602103,879981,14.66635,5439.735890693273
1656910247,166000,3591976,103866000,396563,2217,3,221,270004516,226745059,530392921,2040,1288,253,-68,189,270,0,4,172,11,0,2022-07-04T07:50:47,882,14.702766666666667,56.56263769979895,40.02295101546863,5644.466019363663,881003,14.683383333333333,5445.834100739001
1656910248,137000,3592948,103867000,390707,2217,3,221,270005709,226745474,530393031,2040,1172,413,-15,152,270,0,4,199,11,0,2022-07-04T07:50:48,883,14.71895,56.562554750564374,40.02287798553872,5651.8886390379075,881975,14.699583333333333,5452.088834516068
1656910249,157000,3593967,103868000,384844,2217,3,221,270006795,226745940,530393051,2045,1092,508,-35,166,270,0,4,227,11,0,2022-07-04T07:50:49,884,14.73595,56.56247103123699,40.022822484474666,5658.2894529100095,882994,14.716566666666667,5459.2328183987
1656910250,180000,3594990,103869000,378967,2217,3,221,270007767,226746399,530393240,2055,981,429,91,171,270,0,4,0,11,0,2022-07-04T07:50:50,885,14.752999999999998,56.56240254127054,40.022778026012226,5665.594711312624,884017,14.733616666666668,5466.658445627097
1656910251,142000,3595952,103870000,373080,2217,3,221,270008760,226746797,530393469,2075,1010,317,175,217,270,0,4,24,11,0,2022-07-04T07:50:51,886,14.769033333333335,56.562337762223954,40.022723782357495,5673.10622755285,884979,14.74965,5473.462121374452
1656910252,163000,3596973,103871000,367187,2217,3,221,270009734,226747086,530393632,2111,962,298,190,251,270,0,4,53,11,0,2022-07-04T07:50:52,887,14.78605,56.56227605806743,40.02265796051094,5679.600563451265,886000,14.766666666666667,5480.683085070578
1656910253,183000,3597993,103872000,361281,2217,3,221,270010690,226747414,530393909,2148,948,304,217,231,270,0,4,82,11,0,2022-07-04T07:50:53,888,14.80305,56.56221914452522,40.02259887322587,5687.108467761983,887020,14.783666666666667,5488.344944567967
1656910254,152000,3598962,103873000,355364,2217,3,221,270011713,226747732,530394019,2171,1049,335,125,201,270,0,4,110,11,0,2022-07-04T07:50:54,889,14.8192,56.56215061421935,40.022531540266975,5693.470079456765,887989,14.799816666666667,5495.623711090487
1656910255,170000,3599981,103874000,349431,2217,3,221,270012736,226748053,530394214,2212,1019,278,178,209,270,0,4,139,11,0,2022-07-04T07:50:55,890,14.836166666666665,56.56208614208978,40.02246458100577,5700.5516447392565,889008,14.8168,5501.742756340943
1656910256,139000,3600949,103875000,343494,2217,3,221,270013796,226748184,530394230,2225,1129,173,80,158,270,0,4,167,11,0,2022-07-04T07:50:56,891,14.852316666666667,56.56201984711505,40.022370112017875,5705.622339321891,889976,14.832933333333333,5507.679295442827
1656910257,159000,3601969,103876000,337542,2217,3,221,270014915,226748239,530394269,2230,1137,49,69,134,270,0,4,196,11,0,2022-07-04T07:50:57,892,14.869316666666666,56.56195496580959,40.022260020588575,5710.864631101669,890996,14.849933333333333,5512.1975645909715
1656910258,179000,3602989,103877000,331573,2217,3,221,270016028,226748259,530394282,2236,1112,35,32,137,270,0,4,225,11,0,2022-07-04T07:50:58,893,14.886316666666666,56.561890828311654,40.02214620132095,5715.740627412309,892016,14.866933333333332,5518.316298982123
1656910259,149000,3603959,103878000,325588,2217,3,221,270017124,226748361,530394324,2248,1092,96,14,142,270,0,4,253,11,0,2022-07-04T07:50:59,894,14.902483333333333,56.56182515106874,40.022044363144154,5721.077478677795,892986,14.8831,5527.376104009482
1656910260,169000,3604980,103879000,319599,2217,3,221,270018204,226748452,530394297,2255,1083,112,-30,143,270,0,4,26,11,0,2022-07-04T07:51:00,895,14.919483333333334,56.56175750942696,40.021942828629626,5725.732055869843,894007,14.900116666666666,5533.654520148453
1656910261,139000,3605950,103880000,313601,2217,3,221,270019320,226748700,530394326,2275,1138,207,-65,164,270,0,4,54,11,0,2022-07-04T07:51:01,896,14.93565,56.561683012887414,40.02185706967781,5731.562219484127,894977,14.916283333333332,5537.851767346949
1656910262,159000,3606970,103881000,307594,2217,3,221,270020510,226749000,530394420,2283,1211,191,-32,145,270,0,4,83,11,0,2022-07-04T07:51:02,897,14.95265,56.56160498336491,40.02177004924476,5738.431347791834,895997,14.933283333333332,5542.927441583998
1656910263,180000,3607990,103882000,301581,2217,3,221,270021873,226749409,530394367,2303,1422,372,-177,174,270,0,4,112,11,0,2022-07-04T07:51:03,898,14.969666666666665,56.561504518261486,40.02167851523587,5745.190104174439,897017,14.950283333333335,5549.410683932129
1656910264,150000,3608960,103883000,295567,2217,3,221,270023175,226749722,530394240,2326,1264,338,-122,214,270,0,4,140,11,0,2022-07-04T07:51:04,899,14.985833333333334,56.56140851450865,40.02158141007766,5750.733770326309,897987,14.96645,5554.970665104166
1656910265,170000,3609980,103884000,289545,2217,3,221,270024357,226750128,530394185,2334,1160,420,-112,204,270,0,4,169,11,0,2022-07-04T07:51:05,900,15.002833333333333,56.561318473375664,40.02150841782223,5756.701450312739,899007,14.98345,5560.615829927763
1656910266,140000,3610950,103885000,283515,2217,3,221,270025406,226750619,530394011,2322,1031,586,-199,200,270,0,4,197,11,0,2022-07-04T07:51:06,901,15.019,56.56122608203473,40.02145990114554,5761.416082164399,899977,14.999616666666666,5566.446326884553
1656910267,159000,3611970,103886000,277472,2217,3,221,270026352,226751315,530393940,2315,916,671,-158,222,270,0,4,226,11,0,2022-07-04T07:51:07,902,15.035983333333332,56.56113481868253,40.021447657458175,5767.282032943145,900997,15.016616666666666,5573.169116642282
1656910268,179000,3612989,103887000,271429,2217,3,221,270027269,226752001,530393812,2357,941,676,-172,300,270,0,4,255,11,0,2022-07-04T07:51:08,903,15.052983333333334,56.561042881557704,40.02143719982232,5772.514535170087,902016,15.0336,5580.090736286716
1656910269,148000,3613959,103888000,265386,2217,3,221,270028048,226752469,530393816,2415,799,465,-25,250,270,0,4,27,11,0,2022-07-04T07:51:09,904,15.069133333333333,56.56097587990392,40.021414035223266,5777.493686601756,902986,15.049766666666667,5586.427993321719
1656910270,167000,3614977,103889000,259330,2217,3,221,270028939,226752966,530393920,2513,919,417,-17,301,270,0,4,56,11,0,2022-07-04T07:51:10,905,15.086116666666667,56.56090600449841,40.021382776087705,5783.882721566112,904004,15.066733333333334,5592.775648886252
1656910271,185000,3615996,103890000,253254,2217,3,221,270029988,226753390,530394138,2539,1059,301,37,212,270,0,4,85,11,0,2022-07-04T07:51:11,906,15.103083333333332,56.56083622117685,40.021325923310684,5791.631133270495,905023,15.083716666666668,5598.781493961794
1656910272,154000,3616964,103891000,247165,2217,3,221,270031146,226753915,530394356,2528,1173,426,-2,210,270,0,4,113,11,0,2022-07-04T07:51:12,907,15.119233333333334,56.56075532528753,40.0212702491859,5800.197445326523,905991,15.09985,5603.826589875511
1656910273,172000,3617982,103892000,241071,2217,3,221,270032211,226754392,530394597,2511,1067,453,70,222,270,0,4,142,11,0,2022-07-04T07:51:13,908,15.1362,56.56068321022211,40.02121832033573,5808.393143711761,907009,15.116816666666667,5610.891001258522
1656910274,140000,3618950,103893000,234969,2217,3,221,270033161,226754789,530394795,2479,976,405,100,193,270,0,4,170,11,0,2022-07-04T07:51:14,909,15.152333333333333,56.56061941487387,40.02116845357156,5815.461236956477,907977,15.13295,5617.914918403405
1656910275,158000,3619969,103894000,228848,2217,3,221,270034157,226755226,530394986,2460,1004,413,84,195,270,0,4,199,11,0,2022-07-04T07:51:15,910,15.1693,56.560550710141015,40.021118757874504,5822.806794710608,908996,15.149933333333333,5625.0588522895105
1656910276,181000,3620991,103895000,222712,2217,3,221,270035033,226755753,530395021,2511,860,644,5,275,270,0,4,228,11,0,2022-07-04T07:51:16,911,15.186350000000001,56.56047683966823,40.021092800565505,5828.663119824918,910018,15.166966666666667,5631.902379037409
1656910277,153000,3621963,103896000,216565,2217,3,221,270035982,226756426,530394968,2594,980,692,-85,304,270,0,4,0,11,0,2022-07-04T07:51:17,912,15.20255,56.560387403264656,40.02107738300334,5834.610565742811,910990,15.183166666666667,5638.434222725975
1656910278,172000,3622982,103897000,210409,2217,3,221,270036758,226757220,530394990,2674,736,812,-10,307,270,0,4,29,11,0,2022-07-04T07:51:18,913,15.219533333333334,56.56030576868093,40.02109509894196,5840.882594483926,912009,15.20015,5645.429224120471
1656910279,140000,3623951,103898000,204248,2217,3,221,270037378,226757712,530394929,2704,674,627,16,264,270,0,4,57,11,0,2022-07-04T07:51:19,914,15.235666666666667,56.5602435154675,40.021091536292914,5844.7335031416815,912978,15.216299999999999,5651.227439057651
1656910280,159000,3624969,103899000,198072,2217,3,221,270038123,226758375,530395079,2703,695,580,86,239,270,0,4,86,11,0,2022-07-04T07:51:20,915,15.25265,56.56017629454162,40.02109619051235,5851.478622454409,913996,15.233266666666667,5656.639170453922
1656910281,177000,3625988,103900000,191898,2217,3,221,270038799,226758961,530395176,2683,661,584,91,226,270,0,4,115,11,0,2022-07-04T07:51:21,916,15.269616666666668,56.56011411682158,40.02109847315891,5857.217433564885,915015,15.25025,5662.416484455093
1656910282,147000,3626958,103901000,185719,2217,3,221,270039425,226759539,530395150,2651,629,661,-8,216,270,0,4,143,11,0,2022-07-04T07:51:22,917,15.285783333333335,56.56004910972737,40.021104984812865,5861.690507922624,915985,15.266416666666666,5667.860359976512
1656910283,168000,3627978,103902000,179526,2217,3,221,270039985,226760204,530395264,2611,487,606,71,202,270,0,4,172,11,0,2022-07-04T07:51:23,918,15.3028,56.55999062015681,40.02112921836055,5867.361617390714,917005,15.283416666666666,5673.612249025676
1656910284,138000,3628948,103903000,173328,2217,0,220,270040472,226760810,530395336,2771,487,606,71,457,9999,0,0,200,11,0,2022-07-04T07:51:24,919,15.318966666666666,56.559937080285486,40.02115373801114,5872.165112758817,917975,15.299583333333334,5679.150632885474
1656910285,157000,3629967,103904000,167130,2217,0,220,270040960,226761416,530395407,3249,487,606,71,614,9999,0,0,229,11,0,2022-07-04T07:51:25,920,15.33595,56.55988343371029,40.02117815306658,5876.964489527911,918994,15.316566666666667,5685.354850119708
1656910286,127000,3630937,103905000,160927,2217,0,220,270041447,226762022,530395479,4120,487,606,71,739,9999,0,0,1,11,0,2022-07-04T07:51:26,921,15.352116666666666,56.55982989398953,40.02120267250522,5881.767996767248,919964,15.332733333333334,5691.225728304832
1656910287,150000,3631960,103906000,154726,2217,0,220,270041934,226762629,530395550,5344,487,606,71,845,9999,0,0,30,11,0,2022-07-04T07:51:27,922,15.369166666666667,56.55977625675418,40.021227316268984,5886.566709078902,920987,15.349783333333333,5697.163431686736
