time_s,time_us,time_steady,deg,vdda,vbat,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,time_steady_from_launch,mins_steady_from_launch,baro_altitude,baro_pressure
1656914014,507000,7359342,29.120878219604492,3.2909998893737793,3.0735530853271484,67,11,0,2022-07-04T08:53:34,4649,77.49178333333333,4648369,77.47281666666666,26305.423828125,2089.0
1656914017,574000,7362408,29.120878219604492,3.2929999828338623,3.012307643890381,154,11,0,2022-07-04T08:53:37,4652,77.54289999999999,4651435,77.52391666666668,26307.595692754425,2088.310176991151
1656914018,598000,7363432,29.120878219604492,3.2950000762939453,3.0139193534851074,183,11,0,2022-07-04T08:53:38,4653,77.55996666666667,4652459,77.54098333333333,26312.059202781278,2086.8938588450965
1656914019,621000,7364455,29.120878219604492,3.2929999828338623,3.0139193534851074,212,11,0,2022-07-04T08:53:39,4654,77.57701666666667,4653482,77.55803333333333,26319.381377430553,2084.5722666666675
1656914020,644000,7365478,28.827838897705078,3.2880001068115234,3.1073992252349854,241,11,0,2022-07-04T08:53:40,4655,77.59406666666668,4654505,77.57508333333334,26326.840334658573,2082.2094847241224
1656914021,668000,7366502,29.120878219604492,3.2929999828338623,3.0090842247009277,14,11,0,2022-07-04T08:53:41,4656,77.61113333333333,4655529,77.59215,26332.743663431942,2080.3417236662112
1656914022,692000,7367526,29.41391944885254,3.2950000762939453,3.015531063079834,43,11,0,2022-07-04T08:53:42,4657,77.6282,4656553,77.60921666666667,26339.94882077385,2078.064243997403
1656914023,715000,7368550,29.41391944885254,3.2950000762939453,3.018754482269287,72,11,0,2022-07-04T08:53:43,4658,77.64525,4657577,77.62628333333333,26350.464174541696,2074.744970798182
1656914024,739000,7369574,29.120878219604492,3.2880001068115234,3.112234354019165,101,11,0,2022-07-04T08:53:44,4659,77.66231666666665,4658601,77.64335,26349.275228633025,2075.11958283419
1656914025,763000,7370598,29.120878219604492,3.2929999828338623,3.0203661918640137,130,11,0,2022-07-04T08:53:45,4660,77.67938333333333,4659625,77.66041666666666,26348.817939211367,2075.2641439891886
