time_s,time_us,time_steady,last_report_time,last_good_report_time,reports_counter,bad_reports_counter,last_mistake,ignorance_depth,punishments_counter,last_punishment_time,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656916421,487400,9766979,9766957,2581225,6533,5658,-4,4810,1669,9762706,16,13,1,2022-07-04T09:33:41,7056,117.60812333333334,7056006,117.60010000000001,172.49452502301833
1656916459,142600,9804634,9804612,2581225,6558,5683,-4,4835,1677,9803505,239,13,1,2022-07-04T09:34:19,7094,118.23571,7093661,118.22768333333333,171.219742990141
1656916497,536800,9843028,9843006,2581225,6583,5708,-4,4860,1684,9839761,204,13,1,2022-07-04T09:34:57,7132,118.87561333333333,7132055,118.86758333333334,171.5166045263346
1656916534,784900,9881266,9881244,2581225,6608,5733,-4,4885,1692,9881143,169,13,1,2022-07-04T09:35:34,7169,119.496415,7170293,119.50488333333332,171.2429151151624
1656916613,281200,9959577,9959555,2581225,6658,5783,-4,4935,1707,9958440,101,13,1,2022-07-04T09:36:53,7248,120.80468666666667,7248604,120.81006666666667,171.03811946489577
1656916651,746400,9998358,9998336,2581225,6683,5808,-4,4960,1714,9994032,66,13,1,2022-07-04T09:37:31,7286,121.44577333333334,7287385,121.45641666666667,172.426242543194
1656916690,348800,10036644,10036622,2581225,6708,5833,-4,4985,1722,10034720,33,13,1,2022-07-04T09:38:10,7325,122.08914666666666,7325671,122.09451666666668,171.67323882167392
1656916730,237200,10075865,10075843,2581225,6733,5858,-4,5010,1730,10075642,254,13,1,2022-07-04T09:38:50,7365,122.75395333333333,7364892,122.7482,171.56302729958415
1656916769,763900,10115412,10115390,2581225,6758,5883,-4,5035,1737,10111477,219,13,1,2022-07-04T09:39:29,7404,123.41273166666666,7404439,123.40731666666667,172.25609403318356
1656916808,505600,10153799,10153777,2581225,6783,5908,-4,5060,1745,10152630,186,13,1,2022-07-04T09:40:08,7443,124.05842666666668,7442826,124.0471,172.62037316814747
1656916847,3000,10192296,10192274,2581225,6808,5933,-4,5085,1752,10188430,151,13,1,2022-07-04T09:40:47,7482,124.70004999999999,7481323,124.68871666666668,171.82412930764627
1656916886,19600,10231626,10231604,2581225,6833,5958,-4,5110,1760,10229200,116,13,1,2022-07-04T09:41:26,7521,125.35032666666666,7520653,125.34421666666667,172.83622217849415
1656916923,363600,10268656,10268634,2581225,6858,5983,-4,5135,1767,10264882,83,13,1,2022-07-04T09:42:03,7558,125.97272666666666,7557683,125.96138333333333,172.0061292164052
1656916962,385900,10307911,10307889,2581225,6883,6008,-4,5160,1775,10305567,48,13,1,2022-07-04T09:42:42,7597,126.62309833333333,7596938,126.61563333333334,172.49331979462585
1656916999,569400,10345074,10345052,2581225,6908,6033,-4,5185,1782,10341230,13,13,1,2022-07-04T09:43:19,7634,127.24282333333333,7634101,127.23501666666667,172.9936413187464
