time_s,time_us,time_steady,temperature,pressure,humidity,altitude,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,time_steady_from_launch,mins_steady_from_launch,baro_altitude,baro_pressure
1656910305,959400,3652274,26.14696998319216,48542.226419002385,35.96252582892363,5797.28955078125,111,13,2,2022-07-04T07:51:45,940,15.682656666666666,941301,15.688350000000002,5802.323925602228,48508.97158570119
1656910307,193400,3653508,26.117586729299752,48495.22254849741,35.97320275017479,5804.40576171875,119,13,2,2022-07-04T07:51:47,942,15.703223333333334,942535,15.708916666666665,5809.115353873329,48464.13209076175
1656910308,807500,3655122,26.08500965471069,48425.405013873235,35.952114017900314,5814.98583984375,127,13,2,2022-07-04T07:51:48,943,15.730125,944149,15.735816666666667,5819.4963950685415,48395.66728624535
1656910310,300400,3657009,26.048919380005465,48350.46493557318,35.968104304050065,5826.3564453125,137,13,2,2022-07-04T07:51:50,945,15.755006666666667,946036,15.767266666666666,5826.989411689274,48346.29357214774
1656910312,972500,3659287,26.004205785460364,48246.111544052794,35.97882103438519,5842.2119140625,146,13,2,2022-07-04T07:51:52,947,15.799541666666666,948314,15.805233333333332,5847.47425934722,48211.53028972784
1656910314,63500,3660378,25.973225665164705,48193.81562142463,36.0318501861919,5850.16845703125,154,13,2,2022-07-04T07:51:54,949,15.817725,949405,15.823416666666667,5854.71046085515,48163.99358386801
1656910318,348500,3664663,25.901045220197215,48009.466593822784,36.01086989979065,5878.27392578125,180,13,2,2022-07-04T07:51:58,953,15.889141666666665,953690,15.894833333333334,5885.2084671930415,47964.10130791399
1656910320,218500,3666533,25.857928610419275,47931.00352817543,36.005693751108346,5890.26171875,191,13,2,2022-07-04T07:52:00,955,15.920308333333333,955560,15.925999999999998,5897.437321185565,47884.102308499474
1656910321,778500,3668093,25.82599039431234,47851.46923497072,35.979317441921516,5902.43115234375,199,13,2,2022-07-04T07:52:01,956,15.946308333333333,957120,15.952,5907.487989334553,47818.44915254237
1656910323,12500,3669327,25.79820415554716,47796.461510043126,36.03760734706444,5910.8564453125,207,13,2,2022-07-04T07:52:03,958,15.966875,958354,15.972566666666667,5915.591364386017,47765.57779578606
1656910324,103500,3670418,25.773292362590677,47744.04895623879,36.000629509147785,5918.8916015625,217,13,2,2022-07-04T07:52:04,959,15.985058333333335,959445,15.99075,5922.918188051387,47717.81118240146
1656910325,755500,3672070,25.748380576550904,47663.08882011721,36.05890286719808,5931.318359375,225,13,2,2022-07-04T07:52:05,960,16.012591666666665,961097,16.018283333333333,5934.875043436846,47639.95238095238
1656910328,47500,3674362,25.227150947290124,47528.58188797837,36.065465663856266,5952.00146484375,234,13,2,2022-07-04T07:52:08,963,16.050791666666665,963389,16.056483333333333,5950.438832645333,47538.75109170306
1656910329,827500,3676142,25.064267309115007,47444.09552674928,36.04470907894191,5965.01806640625,244,13,2,2022-07-04T07:52:09,964,16.080458333333333,965169,16.08615,5961.389408945645,47467.63887065004
1656910330,952500,3677267,25.640429583638273,47441.79248283438,36.04859556739126,5965.37255859375,252,13,2,2022-07-04T07:52:10,965,16.099208333333333,966294,16.1049,5968.405868489583,47422.11822222223
1656910332,43500,3678358,25.628293089598287,47418.62804557809,36.04862619662586,5968.94384765625,4,13,2,2022-07-04T07:52:12,967,16.117391666666666,967385,16.123083333333334,5974.968552181199,47379.584784601284
1656910333,547500,3679862,24.938751295540715,47291.990467020805,36.06084449541508,5988.4970703125,14,13,2,2022-07-04T07:52:13,968,16.142458333333334,968889,16.14815,5987.336961755087,47299.502325581394
1656910335,100000,3681747,25.02338675615049,47237.78262374517,36.06065299091222,5996.880859375,23,13,2,2022-07-04T07:52:15,970,16.168333333333333,970774,16.179566666666666,5996.643605898721,47239.31775700935
1656910337,576800,3683891,24.91735290871004,47139.28904364808,36.06617433049778,6012.1318359375,31,13,2,2022-07-04T07:52:17,972,16.209613333333333,972918,16.2153,6010.740840686719,47148.27893853896
1656910339,80800,3685395,25.49000104975503,47138.29465074946,36.03839531086613,6012.2861328125,41,13,2,2022-07-04T07:52:19,974,16.23468,974422,16.240366666666667,6018.540286112225,47097.94958753437
1656910340,171800,3686486,25.46636686565798,47086.536007206545,36.08604715982759,6020.310546875,49,13,2,2022-07-04T07:52:20,975,16.252863333333334,975513,16.25855,6025.125444882329,47055.51159896898
1656910341,434100,3687748,25.442732687786428,47042.28649860672,36.06495222044214,6027.177734375,57,13,2,2022-07-04T07:52:21,976,16.273901666666667,976775,16.27958333333333,6034.150721556634,46997.38999106345
1656910342,826900,3689265,24.93427999040805,46931.522350744446,36.07669998952058,6044.388671875,68,13,2,2022-07-04T07:52:22,977,16.297115,978292,16.304866666666666,6043.52689644003,46937.07749259625
1656910344,950900,3691389,25.37023328910093,46880.75631284436,36.07570073117946,6052.28759765625,76,13,2,2022-07-04T07:52:24,979,16.332515,980416,16.34026666666667,6056.296031231506,46855.019463440294
1656910346,861900,3693300,25.337017725129975,46807.08421430756,36.07577930928482,6063.763671875,84,13,2,2022-07-04T07:52:26,981,16.364365,982327,16.372116666666667,6067.7174319439055,46781.72608695652
1656910349,184900,3695623,25.28719440222924,46715.93168445418,36.118183826199,6077.98291015625,102,13,2,2022-07-04T07:52:29,984,16.403081666666665,984650,16.410833333333333,6081.636133779393,46692.543693499785
1656910350,961900,3697276,25.270586634077176,46670.43646311835,36.09179249613814,6085.0888671875,111,13,2,2022-07-04T07:52:30,985,16.432698333333335,986303,16.438383333333334,6092.619632977256,46622.26679744973
1656910352,829900,3699144,25.212459469753433,46573.808433009275,36.07607057632318,6100.19775390625,121,13,2,2022-07-04T07:52:32,987,16.463831666666668,988171,16.469516666666667,6104.37415517089,46547.1437802908
1656910355,104900,3701419,25.173814507719364,46486.57706258068,36.08144441682178,6113.86083984375,129,13,2,2022-07-04T07:52:35,990,16.501748333333335,990446,16.507433333333335,6117.690022223552,46462.153162055336
1656910356,232900,3702547,25.157526140278083,46457.629376648074,36.04449033995457,6118.39892578125,137,13,2,2022-07-04T07:52:36,991,16.520548333333334,991574,16.526233333333334,6124.3809814453125,46419.500886524824
1656910361,267900,3707582,24.787685181255277,46243.36598510114,36.1087005917418,6152.06298828125,164,13,2,2022-07-04T07:52:41,996,16.604465,996609,16.61015,6151.237521047047,46248.61300471945
1656910363,150900,3709465,24.37856237304377,46148.45092189721,36.12007339187555,6167.0166015625,174,13,2,2022-07-04T07:52:43,998,16.635848333333332,998492,16.64153333333333,6164.481122471206,46164.54009559214
1656910364,384900,3710699,24.998155799163307,46154.797596059456,36.15051276364457,6166.01611328125,182,13,2,2022-07-04T07:52:44,999,16.656415,999726,16.6621,6172.215045551813,46115.49351701783
1656910365,475900,3711790,24.97356360740889,46104.38471685587,36.15584571946829,6173.9677734375,190,13,2,2022-07-04T07:52:45,1000,16.674598333333332,1000817,16.680283333333332,6178.828259266155,46073.584784601284
1656910366,859900,3713174,24.3025506906808,46010.84452270904,36.130766071625274,6188.7392578125,201,13,2,2022-07-04T07:52:46,1001,16.697665,1002201,16.70335,6190.070327069867,46002.424621152946
1656910368,351100,3714939,24.91639477210565,45991.28527669699,36.161243810315945,6191.83154296875,209,13,2,2022-07-04T07:52:48,1003,16.722518333333333,1003966,16.732766666666667,6199.744595739976,45941.26792452831
1656910370,523100,3717231,24.870084848425382,45895.386417790935,36.14549400242352,6207.0068359375,217,13,2,2022-07-04T07:52:50,1005,16.758718333333334,1006258,16.770966666666666,6213.549547314321,45854.10433604336
1656910372,310200,3718624,24.83591133386444,45834.09079785011,36.182526732992,6216.720703125,227,13,2,2022-07-04T07:52:52,1007,16.788503333333335,1007651,16.794183333333333,6221.475904499013,45804.10538010908
1656910373,401200,3719715,24.81419359305737,45810.24935435202,36.17200825744214,6220.50048828125,235,13,2,2022-07-04T07:52:53,1008,16.806686666666668,1008742,16.812366666666666,6227.083720765782,45768.767186067824
1656910374,492200,3720806,24.792475857507178,45770.755223523665,36.145650625904466,6226.7685546875,244,13,2,2022-07-04T07:52:54,1009,16.82487,1009833,16.83055,6233.558982029686,45727.99399599733
1656910376,826200,3723140,24.752553563223977,45687.5535624325,36.151009772464846,6239.982421875,254,13,2,2022-07-04T07:52:56,1011,16.86377,1012167,16.86945,6246.789953372436,45644.7575285566
1656910378,379200,3724817,24.721573875100876,45621.86398542031,36.15107105371996,6250.431640625,6,13,2,2022-07-04T07:52:58,1013,16.88965333333333,1013844,16.8974,6256.340370075056,45584.7591757888
1656910379,889200,3726517,24.684526014689254,45553.04834309647,36.13002887548103,6261.39111328125,14,13,2,2022-07-04T07:52:59,1014,16.91482,1015544,16.925733333333334,6266.15649640418,45523.15629139073
1656910380,980200,3727608,24.664085822389826,45513.679528001085,36.172297277293325,6267.66650390625,24,13,2,2022-07-04T07:53:00,1015,16.933003333333332,1016635,16.943916666666667,6272.525816572474,45483.21985815603
1656910382,108200,3728736,24.635022431981838,45468.47212708871,36.18818665691253,6274.87841796875,33,13,2,2022-07-04T07:53:02,1017,16.951803333333334,1017763,16.96271666666667,6278.948106578684,45442.97158570119
1656910384,47400,3730361,23.967525177435732,45374.72381981167,36.184071101203656,6289.85107421875,41,13,2,2022-07-04T07:53:04,1019,16.984123333333333,1019388,16.9898,6289.55337846712,45376.58972772277
1656910386,337300,3732651,24.500564451632453,45329.560713877465,36.18843265477831,6297.07421875,51,13,2,2022-07-04T07:53:06,1021,17.022288333333332,1021678,17.027966666666668,6303.679431873847,45288.30229231899
1656910387,756100,3734564,24.512700793129717,45251.45237554623,36.20951690256068,6309.57763671875,59,13,2,2022-07-04T07:53:07,1022,17.045935,1023591,17.05985,6313.603948888644,45226.33695845962
1656910389,341300,3735655,24.49705130045279,45226.43300325976,36.19371543273522,6313.587890625,67,13,2,2022-07-04T07:53:09,1024,17.072355,1024682,17.078033333333334,6320.910055772241,45180.76772646984
1656910390,575300,3736889,24.458406646555524,45161.227411784246,36.2307157090811,6324.04541015625,78,13,2,2022-07-04T07:53:10,1025,17.092921666666665,1025916,17.098599999999998,6328.146430165493,45135.674230145865
1656910392,143500,3738457,24.439882768770712,45115.534019249266,36.214919906336654,6331.3798828125,86,13,2,2022-07-04T07:53:12,1027,17.11905833333333,1027484,17.12473333333333,6338.221543168049,45072.951785714286
1656910393,982300,3740296,24.402196270599962,45051.068340095255,36.22025982411319,6341.73974609375,94,13,2,2022-07-04T07:53:13,1028,17.149704999999997,1029323,17.155383333333337,6349.129705183268,45005.12452419794
1656910395,674100,3742136,24.36419041135762,44984.58473331412,36.19922477871846,6352.435546875,104,13,2,2022-07-04T07:53:15,1030,17.177901666666667,1031163,17.18605,6360.098490426218,44937.01225239943
1656910397,214300,3743528,24.325226437923106,44922.04326028239,36.24148664020709,6362.5087890625,112,13,2,2022-07-04T07:53:17,1032,17.20357166666667,1032555,17.20925,6367.311106872079,44892.25447690857
1656910398,305300,3744619,24.30095380728819,44878.25008806396,36.24680012800948,6369.56884765625,121,13,2,2022-07-04T07:53:18,1033,17.221754999999998,1033646,17.227433333333334,6373.420897542393,44854.38038496792
1656910399,396300,3745710,24.286262481409743,44855.170097655326,36.262645072816746,6373.29248046875,131,13,2,2022-07-04T07:53:19,1034,17.239938333333335,1034737,17.245616666666667,6380.776346271465,44808.818316100434
1656910401,678300,3747992,24.239314130055664,44769.24568607213,36.23635119308583,6387.16796875,139,13,2,2022-07-04T07:53:21,1036,17.277971666666666,1037019,17.28365,6394.66817509215,44722.86572834815
1656910403,622300,3750080,23.891194468084723,44668.52159073142,36.23688609315687,6403.46044921875,147,13,2,2022-07-04T07:53:23,1038,17.310371666666665,1039107,17.31845,6405.1832417446985,44657.8863077954
1656910405,116300,3751430,24.16553819899093,44646.521776790534,36.27337530949671,6407.02294921875,157,13,2,2022-07-04T07:53:25,1040,17.335271666666664,1040457,17.340950000000003,6413.262732188891,44608.02594887684
1656910407,473300,3753787,24.118589910808076,44566.952847078675,36.2892602517342,6419.9189453125,174,13,2,2022-07-04T07:53:27,1042,17.374555,1042814,17.380233333333333,6427.119332952621,44522.58708189158
1656910409,54100,3755572,23.907163230359675,44486.3734586777,36.28955605610729,6432.99951171875,184,13,2,2022-07-04T07:53:29,1044,17.400901666666666,1044599,17.409983333333333,6438.040187732332,44455.355656653504
1656910410,686100,3757314,23.44694464098268,44390.82443829466,36.295406353357905,6448.5341796875,192,13,2,2022-07-04T07:53:30,1045,17.428101666666667,1046341,17.439016666666664,6448.820115710795,44389.07802026918
1656910412,718100,3759346,23.489101970798608,44328.56758031173,36.30062070906044,6458.67041015625,200,13,2,2022-07-04T07:53:32,1047,17.461968333333335,1048373,17.472883333333336,6460.487312509627,44317.41959334566
1656910413,809100,3760437,23.979980822363085,44324.150781485405,36.26837526307436,6459.38916015625,211,13,2,2022-07-04T07:53:33,1048,17.480151666666664,1049464,17.491066666666665,6467.662026577538,44273.40238313474
1656910418,503100,3765131,23.29683915777389,44092.4793784823,36.321889426373026,6497.21533203125,237,13,2,2022-07-04T07:53:38,1053,17.558384999999998,1054158,17.5693,6496.947092387694,44094.121190090045
1656910420,417400,3767065,23.239352017945407,44001.14884396089,36.33247259138538,6512.1708984375,245,13,2,2022-07-04T07:53:40,1055,17.59029,1056092,17.601533333333336,6509.808369528679,44015.56912767458
1656910421,842600,3768156,23.82061257287353,44024.40144370825,36.32655015568432,6508.3603515625,254,13,2,2022-07-04T07:53:41,1056,17.61404333333333,1057183,17.619716666666665,6517.533833388299,43968.43604132126
1656910423,110600,3769424,23.777816337659193,43951.39007092341,36.289728732641855,6520.3291015625,8,13,2,2022-07-04T07:53:43,1058,17.635176666666666,1058451,17.64085,6525.461957031251,43920.11822222222
1656910424,417600,3770731,23.138430239340618,43852.28478660461,36.33783368012568,6536.6025390625,16,13,2,2022-07-04T07:53:44,1059,17.65696,1059758,17.662633333333336,6535.132427329405,43861.237184391735
1656910426,63600,3772491,23.134278396449464,43773.955092969074,36.332577539077604,6549.48388671875,24,13,2,2022-07-04T07:53:46,1061,17.684393333333333,1061518,17.691966666666666,6548.329786686855,43780.97813012576
1656910427,778200,3774326,23.235200170383997,43710.44774612732,36.34299936862382,6559.94189453125,34,13,2,2022-07-04T07:53:47,1062,17.71297,1063353,17.722550000000002,6561.571625205123,43700.58228360399
1656910429,282200,3775830,23.225299611589822,43663.38345915778,36.33248687280079,6567.7021484375,43,13,2,2022-07-04T07:53:49,1064,17.73803666666667,1064857,17.747616666666666,6570.839855388851,43644.36269930746
1656910430,373200,3776921,23.641124021613926,43650.39073028107,36.36363022879559,6569.84423828125,51,13,2,2022-07-04T07:53:50,1065,17.75622,1065948,17.765800000000002,6577.0375870194175,43606.83609958507
1656910434,644200,3781192,22.940738856443204,43456.631415557145,36.35379142859346,6601.865234375,77,13,2,2022-07-04T07:53:54,1069,17.827403333333333,1070219,17.836983333333333,6602.340557144128,43453.7721822542
1656910436,612200,3783160,22.886126289492335,43371.10162394373,36.35909508503753,6616.03759765625,88,13,2,2022-07-04T07:53:56,1071,17.860203333333335,1072187,17.86978333333333,6614.940784347698,43377.72258064516
1656910438,29200,3784577,23.482075747787007,43375.29720497717,36.36379974891488,6615.341796875,96,13,2,2022-07-04T07:53:58,1073,17.88382,1073604,17.8934,6621.68945880944,43337.03192088628
1656910439,354900,3785668,23.45333211392392,43335.803722993034,36.39541226503067,6621.89208984375,104,13,2,2022-07-04T07:53:59,1074,17.905915,1074695,17.911583333333333,6628.308031622365,43297.15398716774
1656910440,445900,3786759,23.428740345594996,43296.61773277828,36.36911805777181,6628.39697265625,114,13,2,2022-07-04T07:54:00,1075,17.924098333333333,1075786,17.92976666666667,6635.255618375956,43255.33648868511
1656910442,326900,3788640,22.78073371040848,43190.10973194093,36.38545964977723,6646.1015625,122,13,2,2022-07-04T07:54:02,1077,17.955448333333333,1077667,17.961116666666666,6647.098218490957,43184.121864570996
1656910444,627900,3790941,22.7028071557894,43098.106114336166,36.39602531731234,6661.42236328125,131,13,2,2022-07-04T07:54:04,1079,17.993798333333334,1079968,17.999466666666667,6662.478796323687,43091.78485370052
1656910446,240900,3792554,23.30546223192514,43069.33330753437,36.4271217646267,6666.22021484375,141,13,2,2022-07-04T07:54:06,1081,18.02068166666667,1081581,18.026349999999997,6672.183424958745,43033.59011907403
1656910447,331900,3793645,23.291090442133488,43043.21575408876,36.41134804669524,6670.57568359375,149,13,2,2022-07-04T07:54:07,1082,18.038864999999998,1082672,18.044533333333334,6679.294201963401,42990.994408286744
1656910448,599900,3794913,23.24925257829027,42971.58267225137,36.43769034272721,6682.53662109375,157,13,2,2022-07-04T07:54:08,1083,18.059998333333333,1083940,18.06566666666667,6688.508458663989,42935.84858044164
1656910449,961900,3796429,22.247704653890196,42856.0704292811,36.42779278254456,6701.8564453125,167,13,2,2022-07-04T07:54:09,1084,18.082698333333333,1085456,18.090933333333332,6698.625664303627,42875.37777777778
1656910451,727900,3798195,22.968524210282546,42841.43579482238,36.427380365198765,6704.3076171875,176,13,2,2022-07-04T07:54:11,1086,18.112131666666667,1087222,18.120366666666666,6711.727572117505,42797.15981793704
1656910453,751800,3800419,22.495854995037213,42719.75586604427,36.43292491089223,6724.7109375,184,13,2,2022-07-04T07:54:13,1088,18.145863333333335,1089446,18.157433333333334,6723.7351559528715,42725.57657200811
1656910455,197100,3801510,23.120226006551185,42726.439298463665,36.44304844980225,6723.58984375,194,13,2,2022-07-04T07:54:15,1090,18.16995166666667,1090537,18.175616666666667,6729.976113779903,42688.40026292119
1656910456,288100,3802601,23.095634329525296,42685.3120131995,36.43254720700023,6730.494140625,202,13,2,2022-07-04T07:54:16,1091,18.188135,1091628,18.1938,6736.0977242781855,42651.97158570119
1656910457,379100,3803692,23.08445629674179,42664.918261336104,36.464111527982176,6733.921875,210,13,2,2022-07-04T07:54:17,1092,18.206318333333336,1092719,18.211983333333333,6742.831979043829,42611.92767295597
1656910459,536100,3805849,22.510226657442765,42542.761195154766,36.4486750967089,6754.47412109375,221,13,2,2022-07-04T07:54:19,1094,18.242268333333335,1094876,18.247933333333332,6756.953448336636,42528.04812586765
1656910461,603100,3807916,22.434535927972888,42457.84287399415,36.43820772942506,6768.78857421875,229,13,2,2022-07-04T07:54:21,1096,18.276718333333335,1096943,18.282383333333332,6769.5323596476555,42453.44615241722
1656910462,965100,3809278,22.938822625461125,42455.20899479939,36.47471975623331,6769.232421875,237,13,2,2022-07-04T07:54:22,1097,18.299418333333332,1098305,18.305083333333336,6776.907304055379,42409.747043183284
1656910465,323100,3811636,22.902733616275714,42364.66848603724,36.437940440600435,6784.5234375,255,13,2,2022-07-04T07:54:25,1100,18.338718333333336,1100663,18.344383333333333,6792.347233072916,42318.41333333333
1656910467,477100,3813790,22.23908168140226,42252.25917901773,36.47504073388039,6803.54296875,8,13,2,2022-07-04T07:54:27,1102,18.374618333333334,1102817,18.380283333333335,6803.244160032045,42254.02702702703
1656910469,338100,3815651,22.192453770454655,42172.66697400823,36.45930938100118,6817.0341796875,18,13,2,2022-07-04T07:54:29,1104,18.405635,1104678,18.4113,6816.9161359476675,42173.38394793927
1656910471,122100,3817435,22.784885536938965,42152.31087336204,36.49582888632086,6820.48681640625,26,13,2,2022-07-04T07:54:31,1106,18.435368333333333,1106462,18.441033333333333,6826.880505188899,42114.658208955225
1656910472,213100,3818526,22.772430057923906,42133.33290828529,36.45378994138266,6823.70947265625,34,13,2,2022-07-04T07:54:32,1107,18.453551666666666,1107553,18.45921666666667,6833.384094741779,42076.38038496792
1656910473,304100,3819617,22.741451053513448,42087.49506412138,36.48008381254467,6831.494140625,44,13,2,2022-07-04T07:54:33,1108,18.471735000000002,1108644,18.4774,6839.8128513297725,42038.562786434464
1656910474,533100,3821280,22.006261737505792,41976.03554543,36.49609366123528,6850.453125,53,13,2,2022-07-04T07:54:34,1109,18.492218333333334,1110307,18.505116666666666,6849.13019077887,41983.82532239155
1656910477,220300,3823533,22.66512138726305,41939.571387166514,36.50113848817744,6856.666015625,61,13,2,2022-07-04T07:54:37,1112,18.537005,1112560,18.542666666666666,6864.988644268618,41890.76002171749
1656910479,96300,3825409,21.966660051343297,41827.78053916504,36.50659327090365,6875.736328125,71,13,2,2022-07-04T07:54:39,1114,18.568271666666664,1114436,18.573933333333333,6876.217747669992,41824.96428571429
1656910480,221300,3826534,22.594540456592586,41827.58251868547,36.53794189428695,6875.7705078125,79,13,2,2022-07-04T07:54:40,1115,18.587021666666665,1115561,18.592683333333333,6883.534064163545,41782.14353312303
1656910481,455300,3827768,22.57186514675925,41789.974217040944,36.53794908875303,6882.19482421875,87,13,2,2022-07-04T07:54:41,1116,18.607588333333336,1116795,18.61325,6891.258152640926,41736.97158570119
1656910482,989300,3829302,21.83731595622578,41676.452493601035,36.52758864148874,6901.6171875,98,13,2,2022-07-04T07:54:42,1117,18.633155,1118329,18.638816666666667,6901.400719116688,41677.72229465449
1656910484,604600,3831091,21.82230566590524,41606.17527252106,36.53807815488118,6913.66259765625,106,13,2,2022-07-04T07:54:44,1119,18.660076666666665,1120118,18.668633333333332,6912.880276937278,41610.74476987448
1656910486,423400,3832910,21.973686155677207,41561.01082815044,36.538068802938646,6921.41162109375,114,13,2,2022-07-04T07:54:46,1121,18.690389999999997,1121937,18.69895,6924.039893032229,41545.716103768966
1656910487,772400,3834259,22.439965218678118,41558.13592250592,36.55374157728302,6921.9052734375,124,13,2,2022-07-04T07:54:47,1122,18.712873333333334,1123286,18.721433333333334,6930.873584834728,41505.92758936755
1656910492,243400,3838730,22.11388898901571,41400.25276207854,36.58003426604325,6949.05126953125,151,13,2,2022-07-04T07:54:52,1127,18.787390000000002,1127757,18.79595,6954.219013911632,41370.282154635395
1656910494,287400,3840600,21.61727173892432,41307.71907506497,36.59049564367809,6965.00146484375,159,13,2,2022-07-04T07:54:54,1129,18.821456666666666,1129627,18.827116666666665,6965.242662657742,41306.32574411373
1656910495,884400,3842197,22.073648517849165,41299.02434422935,36.55904698435224,6966.501953125,167,13,2,2022-07-04T07:54:55,1130,18.848073333333332,1131224,18.85373333333333,6973.636189633219,41257.69478198714
1656910497,118400,3843431,22.25281456390376,41256.39327163877,36.5852734959706,6973.8603515625,177,13,2,2022-07-04T07:54:57,1132,18.868640000000003,1132458,18.8743,6980.595407544697,41217.409238249595
1656910498,209400,3844522,22.2416366361271,41235.396295084465,36.58527443549276,6977.4873046875,186,13,2,2022-07-04T07:54:58,1133,18.886823333333332,1133549,18.892483333333335,6986.965699025407,41180.562786434464
1656910499,457400,3846104,21.55052403513603,41127.59161883328,36.57476108316845,6996.1328125,194,13,2,2022-07-04T07:54:59,1134,18.907623333333333,1135131,18.918850000000003,6996.6675633784635,41124.50680492547
1656910502,118500,3848431,21.490483080852595,41040.47103313932,36.579991779996824,7011.2275390625,204,13,2,2022-07-04T07:55:02,1137,18.951975,1137458,18.957633333333334,7013.032140079243,41030.08360836084
1656910503,995500,3850308,21.469404883027003,40981.91016833669,36.5852278881633,7021.39013671875,212,13,2,2022-07-04T07:55:03,1138,18.983258333333332,1139335,18.988916666666668,7023.745565968711,40968.35469819539
1656910505,86500,3851399,22.088020112622416,40980.75840825829,36.61676675917896,7021.59033203125,220,13,2,2022-07-04T07:55:05,1140,19.001441666666665,1140426,19.007099999999998,7030.137145716371,40931.56278643447
1656910506,214500,3852527,22.076842205377602,40937.41886487477,36.564294001675684,7029.11865234375,231,13,2,2022-07-04T07:55:06,1141,19.020241666666667,1141554,19.0259,7037.729364922707,40887.89627659574
1656910507,340500,3853997,22.054486395065965,40894.11366978384,36.62725884600439,7036.6484375,239,13,2,2022-07-04T07:55:07,1142,19.039008333333335,1143024,19.0504,7046.763065222538,40836.0
1656910509,447500,3856104,22.006261737505792,40813.08956257023,36.58003718309441,7050.75146484375,247,13,2,2022-07-04T07:55:09,1144,19.074125,1145131,19.085516666666667,7060.424452025244,40757.606388738495
1656910511,242500,3857899,21.33495164677479,40714.596888873835,36.60615102536116,7067.927734375,1,13,2,2022-07-04T07:55:11,1146,19.104041666666667,1146926,19.115433333333332,7070.403253824132,40700.429049211656
1656910512,631500,3859288,21.937597534716428,40717.22184759477,36.590527977922804,7067.4697265625,9,13,2,2022-07-04T07:55:12,1147,19.127191666666665,1148315,19.138583333333333,7075.912427875507,40668.87910250157
1656910514,66600,3860379,21.91204807732613,40682.49109600777,36.62199829160489,7073.5341796875,18,13,2,2022-07-04T07:55:14,1149,19.151110000000003,1149406,19.156766666666666,7082.645260315221,40630.3583868011
1656910515,157600,3861470,21.884582418746525,40643.33705291567,36.648219229794,7080.375,28,13,2,2022-07-04T07:55:15,1150,19.169293333333332,1150497,19.174950000000003,7088.801973533456,40595.15398716774
1656910517,200600,3863513,21.858394240489748,40583.89678446718,36.63772493695378,7090.771484375,36,13,2,2022-07-04T07:55:17,1152,19.203343333333333,1152540,19.209,7101.728600894302,40521.34524341224
1656910519,217800,3865530,21.730327771549582,40500.675828548956,36.63245615431757,7105.35009765625,44,13,2,2022-07-04T07:55:19,1154,19.236963333333332,1154557,19.242616666666667,7113.806669423137,40452.46337177375
1656910520,813600,3867126,21.779829751585225,40443.8788816748,36.648197129696854,7115.3125,54,13,2,2022-07-04T07:55:20,1155,19.26356,1156153,19.26921666666667,7122.970778998278,40400.2656641604
1656910521,904600,3868217,21.76865188273814,40425.56382832517,36.62722051261533,7118.52685546875,63,13,2,2022-07-04T07:55:21,1156,19.281743333333335,1157244,19.287399999999998,7128.719481728231,40367.54312162038
1656910523,138600,3869451,21.736395754730278,40388.07876569919,36.642943691114745,7125.111328125,71,13,2,2022-07-04T07:55:23,1158,19.30231,1158478,19.30796666666667,7135.488836052101,40329.04838317529
1656910524,762600,3871075,21.69551671807533,40337.26129366083,36.63769117930198,7134.04443359375,81,13,2,2022-07-04T07:55:24,1159,19.32937666666667,1160102,19.335033333333335,7145.360158880541,40272.96982872899
1656910526,674600,3872987,21.66837049308815,40275.982140540946,36.674380666341776,7144.8291015625,89,13,2,2022-07-04T07:55:26,1161,19.361243333333334,1162014,19.366899999999998,7156.042842797593,40212.34628975265
1656910528,918700,3875231,21.6147168019801,40196.49455029704,36.6586374582,7158.8369140625,97,13,2,2022-07-04T07:55:28,1163,19.398645,1164258,19.4043,7169.233906220674,40137.586186186185
1656910530,9600,3876322,21.592999840891935,40159.760616611406,36.66911333545157,7165.3193359375,108,13,2,2022-07-04T07:55:30,1165,19.41682666666667,1165349,19.422483333333332,7175.352960210673,40102.94958753437
1656910531,134600,3877447,21.570005417234277,40120.78478197847,36.63765843596952,7172.201171875,116,13,2,2022-07-04T07:55:31,1166,19.43557666666667,1166474,19.441233333333333,7182.251440104167,40063.928888888884
1656910532,225600,3878538,21.54381733080236,40079.11559569057,36.67957743368208,7179.564453125,124,13,2,2022-07-04T07:55:32,1167,19.45376,1167565,19.459416666666666,7191.605044898879,40011.06699147381
1656910534,466900,3880779,21.336229111254216,39984.11198584653,36.64282036039275,7196.3779296875,134,13,2,2022-07-04T07:55:34,1169,19.491114999999997,1169806,19.496766666666666,7204.076280980809,39940.6851404699
1656910536,537900,3882850,21.463975651055808,39938.822423096724,36.66382568516558,7204.40478515625,142,13,2,2022-07-04T07:55:36,1171,19.525631666666666,1171877,19.53128333333333,7216.051025390625,39873.1875
1656910537,786900,3884099,21.440981260467378,39899.36859385527,36.65333757328453,7211.40283203125,151,13,2,2022-07-04T07:55:37,1172,19.546448333333334,1173126,19.5521,7222.233007890688,39838.37710168135
1656910539,20900,3885333,21.419264341434246,39863.15369886658,36.695244110466895,7217.83154296875,161,13,2,2022-07-04T07:55:39,1174,19.567015,1174360,19.572666666666667,7228.423902866493,39803.540788267645
1656910540,111900,3886424,21.3917988337148,39823.74232182657,36.64808009984187,7224.83349609375,169,13,2,2022-07-04T07:55:40,1175,19.585198333333334,1175451,19.59085,7234.682075199788,39768.3583868011
