time_s,time_us,time_steady,gps_init_error,gps_config_error,lsm6ds3_error,lis3mdl_error,analog_sensor_init_error,gps_uart_init_error,mems_i2c_error,timers_error,rtc_error,mems_i2c_error_counter,lsm6ds3_error_counter,lis3mdl_error_counter,gps_reconfig_counter,osc_source,reset_counter,reset_cause,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656911362,597000,4707414,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,42,11,0,2022-07-04T08:09:22,1997,33.293283333333335,1996441,33.27401666666667,12499.954810158539
1656911363,616000,4708433,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,71,11,0,2022-07-04T08:09:23,1998,33.310266666666664,1997460,33.291000000000004,12507.849798098283
1656911364,635000,4709453,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,100,11,0,2022-07-04T08:09:24,1999,33.32725,1998480,33.308,12515.21362933177
1656911365,655000,4710473,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,129,11,0,2022-07-04T08:09:25,2000,33.34425,1999500,33.325,12521.497379302979
1656911366,673000,4711491,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,158,11,0,2022-07-04T08:09:26,2001,33.361216666666664,2000518,33.341966666666664,12526.895252227783
1656911367,691000,4712508,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,187,11,0,2022-07-04T08:09:27,2002,33.37818333333333,2001535,33.358916666666666,12531.009977751395
1656911368,709000,4713527,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,216,11,0,2022-07-04T08:09:28,2003,33.39515,2002554,33.3759,12536.522032728708
1656911369,729000,4714547,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,245,11,0,2022-07-04T08:09:29,2004,33.412150000000004,2003574,33.392900000000004,12543.579094259858
1656911370,749000,4715567,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,18,11,0,2022-07-04T08:09:30,2005,33.42915,2004594,33.4099,12551.499782422185
1656911371,770000,4716587,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,47,11,0,2022-07-04T08:09:31,2006,33.44616666666666,2005614,33.4269,12557.077112799754
1656911372,790000,4717608,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,76,11,0,2022-07-04T08:09:32,2007,33.463166666666666,2006635,33.44391666666667,12562.00569121154
1656911373,810000,4718628,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,106,11,0,2022-07-04T08:09:33,2008,33.48016666666667,2007655,33.46091666666667,12565.389645878164
1656911374,830000,4719648,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,135,11,0,2022-07-04T08:09:34,2009,33.497166666666665,2008675,33.477916666666665,12570.670119318767
1656911375,850000,4720668,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,164,11,0,2022-07-04T08:09:35,2010,33.51416666666667,2009695,33.49491666666667,12578.965089850988
1656911376,870000,4721687,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,193,11,0,2022-07-04T08:09:36,2011,33.531166666666664,2010714,33.5119,12585.43592031393
1656911377,888000,4722706,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,223,11,0,2022-07-04T08:09:37,2012,33.54813333333333,2011733,33.52888333333333,12591.818400549953
1656911378,907000,4723725,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,252,11,0,2022-07-04T08:09:38,2013,33.56511666666667,2012752,33.54586666666667,12598.959682258856
1656911379,927000,4724745,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,25,11,0,2022-07-04T08:09:39,2014,33.582116666666664,2013772,33.562866666666665,12606.247886922683
1656911380,946000,4725764,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,53,11,0,2022-07-04T08:09:40,2015,33.5991,2014791,33.57985,12612.84669784898
1656911381,963000,4726781,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,81,11,0,2022-07-04T08:09:41,2016,33.61605,2015808,33.5968,12618.938165087266
1656911382,981000,4727799,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,109,11,0,2022-07-04T08:09:42,2017,33.63301666666667,2016826,33.61376666666667,12623.812782822208
1656911383,999000,4728817,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,137,11,0,2022-07-04T08:09:43,2018,33.64998333333333,2017844,33.63073333333333,12629.572647932275
1656911385,17000,4729835,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,165,11,0,2022-07-04T08:09:45,2020,33.66695,2018862,33.6477,12635.302567526925
1656911386,38000,4730856,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,193,11,0,2022-07-04T08:09:46,2021,33.68396666666667,2019883,33.66471666666667,12640.529568930157
1656911387,58000,4731876,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,221,11,0,2022-07-04T08:09:47,2022,33.700966666666666,2020903,33.68171666666667,12647.607727607834
1656911388,79000,4732897,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,249,11,0,2022-07-04T08:09:48,2023,33.71798333333333,2021924,33.69873333333333,12653.462636828785
1656911389,100000,4733918,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,21,11,0,2022-07-04T08:09:49,2024,33.735,2022945,33.71575,12659.32385190064
1656911390,121000,4734939,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,50,11,0,2022-07-04T08:09:50,2025,33.75201666666667,2023966,33.73276666666666,12665.19119262145
1656911391,142000,4735960,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,80,11,0,2022-07-04T08:09:51,2026,33.76903333333333,2024987,33.74978333333333,12670.897274645456
1656911392,161000,4736979,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,109,11,0,2022-07-04T08:09:52,2027,33.78601666666667,2026006,33.76676666666667,12676.309605777611
1656911393,180000,4737998,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,138,11,0,2022-07-04T08:09:53,2028,33.803000000000004,2027025,33.783750000000005,12682.011020371638
1656911394,199000,4739017,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,167,11,0,2022-07-04T08:09:54,2029,33.81998333333333,2028044,33.80073333333333,12687.09980625
1656911395,221000,4740039,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,196,11,0,2022-07-04T08:09:55,2030,33.83701666666666,2029066,33.817766666666664,12694.758236438804
1656911396,240000,4741058,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,225,11,0,2022-07-04T08:09:56,2031,33.854,2030085,33.83475,12703.38352056976
1656911397,259000,4742077,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,254,11,0,2022-07-04T08:09:57,2032,33.870983333333335,2031104,33.851733333333335,12708.554042648719
1656911398,278000,4743096,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,27,11,0,2022-07-04T08:09:58,2033,33.887966666666664,2032123,33.868716666666664,12713.503407665617
1656911399,299000,4744117,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,56,11,0,2022-07-04T08:09:59,2034,33.904983333333334,2033144,33.885733333333334,12718.107496995193
1656911400,321000,4745140,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,85,11,0,2022-07-04T08:10:00,2035,33.922016666666664,2034167,33.90278333333333,12722.98252879119
1656911401,342000,4746160,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,115,11,0,2022-07-04T08:10:01,2036,33.939033333333334,2035187,33.919783333333335,12728.242427209843
1656911402,361000,4747179,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,144,11,0,2022-07-04T08:10:02,2037,33.95601666666667,2036206,33.936766666666664,12734.585436597732
1656911403,379000,4748197,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,173,11,0,2022-07-04T08:10:03,2038,33.97298333333333,2037224,33.95373333333333,12738.366086875572
1656911404,399000,4749217,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,202,11,0,2022-07-04T08:10:04,2039,33.989983333333335,2038244,33.970733333333335,12746.685904844064
1656911405,419000,4750237,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,231,11,0,2022-07-04T08:10:05,2040,34.00698333333334,2039264,33.98773333333333,12753.991845186307
1656911411,536000,4756355,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,149,11,0,2022-07-04T08:10:11,2046,34.10893333333333,2045382,34.0897,12797.301218807623
1656911412,557000,4757375,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,178,11,0,2022-07-04T08:10:12,2047,34.12595,2046402,34.106700000000004,12805.27307513714
1656911413,578000,4758397,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,207,11,0,2022-07-04T08:10:13,2048,34.142966666666666,2047424,34.123733333333334,12813.500350625574
1656911414,599000,4759417,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,236,11,0,2022-07-04T08:10:14,2049,34.15998333333334,2048444,34.14073333333333,12821.484251108868
1656911415,618000,4760436,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,9,11,0,2022-07-04T08:10:15,2050,34.176966666666665,2049463,34.15771666666667,12828.550975181319
1656911416,637000,4761455,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,38,11,0,2022-07-04T08:10:16,2051,34.19395,2050482,34.1747,12835.617699253771
1656911417,656000,4762474,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,67,11,0,2022-07-04T08:10:17,2052,34.21093333333333,2051501,34.19168333333334,12843.110123220526
1656911418,675000,4763493,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,96,11,0,2022-07-04T08:10:18,2053,34.22791666666667,2052520,34.208666666666666,12850.60321880729
1656911419,694000,4764512,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,125,11,0,2022-07-04T08:10:19,2054,34.2449,2053539,34.22565,12858.027900086807
1656911420,714000,4765533,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,154,11,0,2022-07-04T08:10:20,2055,34.2619,2054560,34.242666666666665,12865.72121304625
1656911421,734000,4766552,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,183,11,0,2022-07-04T08:10:21,2056,34.2789,2055579,34.25965,12873.683857804028
1656911422,752000,4767571,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,212,11,0,2022-07-04T08:10:22,2057,34.29586666666667,2056598,34.27663333333333,12881.347401755685
1656911423,773000,4768591,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,241,11,0,2022-07-04T08:10:23,2058,34.31288333333334,2057618,34.29363333333333,12888.499991992314
1656911427,852000,4772671,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,102,11,0,2022-07-04T08:10:27,2062,34.38086666666666,2061698,34.36163333333333,12911.85186392103
1656911428,872000,4773691,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,131,11,0,2022-07-04T08:10:28,2063,34.397866666666665,2062718,34.37863333333333,12917.566190124135
1656911429,894000,4774712,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,161,11,0,2022-07-04T08:10:29,2064,34.414899999999996,2063739,34.39565,12923.371193035551
1656911430,913000,4775732,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,189,11,0,2022-07-04T08:10:30,2065,34.43188333333333,2064759,34.41265,12929.423352572667
1656911431,933000,4776751,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,217,11,0,2022-07-04T08:10:31,2066,34.448883333333335,2065778,34.42963333333333,12935.517944712865
1656911432,951000,4777770,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,246,11,0,2022-07-04T08:10:32,2067,34.46585,2066797,34.446616666666664,12941.66828536819
1656911433,971000,4778789,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,18,11,0,2022-07-04T08:10:33,2068,34.48285,2067816,34.4636,12947.490209960939
1656911434,991000,4779809,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,46,11,0,2022-07-04T08:10:34,2069,34.49985,2068836,34.480599999999995,12950.971968449245
1656911436,10000,4780828,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,74,11,0,2022-07-04T08:10:36,2071,34.51683333333334,2069855,34.49758333333333,12956.314224514495
1656911437,28000,4781847,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,102,11,0,2022-07-04T08:10:37,2072,34.5338,2070874,34.51456666666666,12965.695851655544
1656911438,50000,4782868,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,130,11,0,2022-07-04T08:10:38,2073,34.55083333333334,2071895,34.53158333333333,12968.684769114872
1656911439,70000,4783889,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,158,11,0,2022-07-04T08:10:39,2074,34.56783333333333,2072916,34.5486,12971.76445294861
1656911440,89000,4784908,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,186,11,0,2022-07-04T08:10:40,2075,34.58481666666667,2073935,34.56558333333333,12979.117152566618
1656911441,108000,4785927,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,214,11,0,2022-07-04T08:10:41,2076,34.601800000000004,2074954,34.58256666666667,12986.46985218463
1656911442,128000,4786947,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,243,11,0,2022-07-04T08:10:42,2077,34.6188,2075974,34.59956666666667,12993.189423352436
1656911443,148000,4787966,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,17,11,0,2022-07-04T08:10:43,2078,34.6358,2076993,34.61655,12999.704771282082
1656911444,167000,4788985,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,46,11,0,2022-07-04T08:10:44,2079,34.65278333333333,2078012,34.63353333333334,13006.524653235278
1656911445,186000,4790005,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,75,11,0,2022-07-04T08:10:45,2080,34.66976666666667,2079032,34.650533333333335,13013.826567187501
1656911446,211000,4791030,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,104,11,0,2022-07-04T08:10:46,2081,34.68685,2080057,34.66761666666666,13022.05739278213
1656911447,233000,4792051,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,133,11,0,2022-07-04T08:10:47,2082,34.70388333333334,2081078,34.68463333333333,13030.339405830237
1656911448,254000,4793073,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,162,11,0,2022-07-04T08:10:48,2083,34.7209,2082100,34.70166666666667,13038.566941811796
1656911449,276000,4794094,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,191,11,0,2022-07-04T08:10:49,2084,34.73793333333333,2083121,34.71868333333334,13045.253436444256
1656911450,296000,4795115,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,220,11,0,2022-07-04T08:10:50,2085,34.754933333333334,2084142,34.735699999999994,13050.691569890201
1656911451,315000,4796134,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,249,11,0,2022-07-04T08:10:51,2086,34.77191666666667,2085161,34.75268333333334,13055.30542041523
1656911452,334000,4797153,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,22,11,0,2022-07-04T08:10:52,2087,34.7889,2086180,34.769666666666666,13060.429817286262
1656911453,354000,4798173,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,52,11,0,2022-07-04T08:10:53,2088,34.805899999999994,2087200,34.78666666666666,13066.979338715793
1656911454,374000,4799193,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,81,11,0,2022-07-04T08:10:54,2089,34.8229,2088220,34.803666666666665,13072.376402040965
1656911455,394000,4800213,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,110,11,0,2022-07-04T08:10:55,2090,34.83989999999999,2089240,34.82066666666666,13081.011501614163
1656911458,458000,4803277,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,197,11,0,2022-07-04T08:10:58,2093,34.89096666666667,2092304,34.87173333333333,13101.757852162524
1656911459,482000,4804301,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,226,11,0,2022-07-04T08:10:59,2094,34.908033333333336,2093328,34.888799999999996,13106.962226023497
1656911460,503000,4805322,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,255,11,0,2022-07-04T08:11:00,2095,34.925050000000006,2094349,34.90581666666667,13112.240266927085
1656911461,522000,4806341,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,28,11,0,2022-07-04T08:11:01,2096,34.942033333333335,2095368,34.9228,13118.061036498912
1656911462,543000,4807362,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,57,11,0,2022-07-04T08:11:02,2097,34.959050000000005,2096389,34.939816666666665,13124.756415926851
1656911463,564000,4808383,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,86,11,0,2022-07-04T08:11:03,2098,34.97606666666666,2097410,34.95683333333333,13131.930932132558
1656911464,584000,4809403,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,115,11,0,2022-07-04T08:11:04,2099,34.993066666666664,2098430,34.97383333333333,13136.708044106372
1656911465,605000,4810423,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,144,11,0,2022-07-04T08:11:05,2100,35.010083333333334,2099450,34.99083333333333,13141.25941413349
1656911466,625000,4811444,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,173,11,0,2022-07-04T08:11:06,2101,35.02708333333333,2100471,35.00785,13145.374448935407
1656911467,645000,4812464,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,202,11,0,2022-07-04T08:11:07,2102,35.04408333333333,2101491,35.02485,13149.450006964142
1656911468,665000,4813484,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,231,11,0,2022-07-04T08:11:08,2103,35.061083333333336,2102511,35.04185,13154.002655870137
1656911469,686000,4814504,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,4,11,0,2022-07-04T08:11:09,2104,35.0781,2103531,35.05885,13157.629838215698
1656911470,706000,4815525,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,33,11,0,2022-07-04T08:11:10,2105,35.0951,2104552,35.07586666666667,13160.206647999772
1656911471,726000,4816545,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,62,11,0,2022-07-04T08:11:11,2106,35.112100000000005,2105572,35.092866666666666,13161.919783657506
1656911472,747000,4817566,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,91,11,0,2022-07-04T08:11:12,2107,35.12911666666666,2106593,35.10988333333333,13169.051652040525
1656911473,767000,4818586,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,120,11,0,2022-07-04T08:11:13,2108,35.146116666666664,2107613,35.12688333333333,13176.584667879566
1656911479,877000,4824696,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,39,11,0,2022-07-04T08:11:19,2114,35.247949999999996,2113723,35.228716666666664,13205.044132819789
1656911480,895000,4825714,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,68,11,0,2022-07-04T08:11:20,2115,35.264916666666664,2114741,35.24568333333333,13209.3171906889
1656911481,913000,4826732,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,97,11,0,2022-07-04T08:11:21,2116,35.28188333333333,2115759,35.26265,13213.59024855801
1656911482,931000,4827750,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,125,11,0,2022-07-04T08:11:22,2117,35.29885,2116777,35.27961666666667,13217.650069033773
1656911483,948000,4828768,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,154,11,0,2022-07-04T08:11:23,2118,35.315799999999996,2117795,35.29658333333334,13220.811923636737
1656911484,969000,4829788,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,182,11,0,2022-07-04T08:11:24,2119,35.332816666666666,2118815,35.313583333333334,13224.265865104167
1656911485,991000,4830810,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,210,11,0,2022-07-04T08:11:25,2120,35.349849999999996,2119837,35.330616666666664,13229.008689526525
1656911487,10000,4831829,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,238,11,0,2022-07-04T08:11:27,2122,35.36683333333334,2120856,35.34760000000001,13234.237386196844
1656911488,29000,4832848,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,10,11,0,2022-07-04T08:11:28,2123,35.38381666666667,2121875,35.364583333333336,13241.007562238427
1656911489,48000,4833867,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,38,11,0,2022-07-04T08:11:29,2124,35.4008,2122894,35.381566666666664,13244.066144452563
1656911490,67000,4834886,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,66,11,0,2022-07-04T08:11:30,2125,35.41778333333333,2123913,35.39855,13246.051257095656
1656911491,87000,4835906,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,94,11,0,2022-07-04T08:11:31,2126,35.434783333333336,2124933,35.41555,13251.132518201897
1656911492,108000,4836927,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,122,11,0,2022-07-04T08:11:32,2127,35.451800000000006,2125954,35.432566666666666,13258.610023519306
1656911493,127000,4837947,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,152,11,0,2022-07-04T08:11:33,2128,35.468783333333334,2126974,35.44956666666667,13264.44242711018
1656911494,146000,4838966,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,181,11,0,2022-07-04T08:11:34,2129,35.48576666666667,2127993,35.46655,13269.737346472348
1656911495,166000,4839985,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,210,11,0,2022-07-04T08:11:35,2130,35.502766666666666,2129012,35.483533333333334,13275.288886631946
1656911496,185000,4841004,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,239,11,0,2022-07-04T08:11:36,2131,35.51975,2130031,35.50051666666666,13280.388851493706
1656911497,208000,4842027,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,12,11,0,2022-07-04T08:11:37,2132,35.5368,2131054,35.51756666666667,13285.81667723669
1656911498,226000,4843046,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,41,11,0,2022-07-04T08:11:38,2133,35.55376666666667,2132073,35.534549999999996,13291.33163213416
1656911499,245000,4844064,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,70,11,0,2022-07-04T08:11:39,2134,35.57075,2133091,35.551516666666664,13297.166237742143
1656911500,264000,4845084,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,99,11,0,2022-07-04T08:11:40,2135,35.58773333333333,2134111,35.56851666666667,13302.44637176812
1656911501,284000,4846103,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,128,11,0,2022-07-04T08:11:41,2136,35.604733333333336,2135130,35.5855,13307.378171442386
1656911502,304000,4847123,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,157,11,0,2022-07-04T08:11:42,2137,35.62173333333333,2136150,35.6025,13310.739481763596
1656911503,323000,4848143,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,186,11,0,2022-07-04T08:11:43,2138,35.63871666666667,2137170,35.6195,13314.755985137632
1656911504,343000,4849162,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,216,11,0,2022-07-04T08:11:44,2139,35.65571666666666,2138189,35.63648333333333,13320.83209883593
1656911505,363000,4850182,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,245,11,0,2022-07-04T08:11:45,2140,35.672716666666666,2139209,35.653483333333334,13327.55656700661
1656911506,385000,4851204,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,18,11,0,2022-07-04T08:11:46,2141,35.689750000000004,2140231,35.67051666666667,13332.293244763025
1656911507,406000,4852226,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,47,11,0,2022-07-04T08:11:47,2142,35.70676666666667,2141253,35.68755,13337.596934892896
1656911508,426000,4853245,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,76,11,0,2022-07-04T08:11:48,2143,35.72376666666666,2142272,35.70453333333333,13343.420770504508
1656911509,446000,4854265,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,105,11,0,2022-07-04T08:11:49,2144,35.740766666666666,2143292,35.72153333333333,13348.482500148819
1656911510,466000,4855285,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,134,11,0,2022-07-04T08:11:50,2145,35.75776666666666,2144312,35.73853333333333,13353.033715935726
1656911511,485000,4856305,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,163,11,0,2022-07-04T08:11:51,2146,35.774750000000004,2145332,35.75553333333333,13357.20737478579
1656911512,505000,4857324,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,192,11,0,2022-07-04T08:11:52,2147,35.79175,2146351,35.77251666666667,13362.73789635369
1656911513,524000,4858343,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,221,11,0,2022-07-04T08:11:53,2148,35.80873333333333,2147370,35.7895,13365.267396862893
1656911514,542000,4859362,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,250,11,0,2022-07-04T08:11:54,2149,35.8257,2148389,35.80648333333333,13373.72614872522
1656911515,562000,4860381,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,23,11,0,2022-07-04T08:11:55,2150,35.8427,2149408,35.82346666666667,13385.010075055701
1656911516,583000,4861402,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,52,11,0,2022-07-04T08:11:56,2151,35.85971666666667,2150429,35.84048333333333,13392.54150874697
1656911517,606000,4862426,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,81,11,0,2022-07-04T08:11:57,2152,35.87676666666667,2151453,35.857549999999996,13399.072301509465
1656911518,629000,4863449,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,110,11,0,2022-07-04T08:11:58,2153,35.893816666666666,2152476,35.8746,13403.115672966505
1656911519,653000,4864473,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,139,11,0,2022-07-04T08:11:59,2154,35.91088333333333,2153500,35.891666666666666,13408.184063413008
1656911520,676000,4865495,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,168,11,0,2022-07-04T08:12:00,2155,35.927933333333335,2154522,35.908699999999996,13414.380582848766
1656911521,699000,4866518,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,197,11,0,2022-07-04T08:12:01,2156,35.94498333333333,2155545,35.92575,13420.208751023818
1656911522,723000,4867542,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,226,11,0,2022-07-04T08:12:02,2157,35.96205,2156569,35.942816666666666,13427.667621991557
1656911523,746000,4868566,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,255,11,0,2022-07-04T08:12:03,2158,35.9791,2157593,35.95988333333333,13434.455744324026
1656911524,770000,4869589,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,28,11,0,2022-07-04T08:12:04,2159,35.99616666666667,2158616,35.976933333333335,13441.182753036515
1656911525,793000,4870613,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,57,11,0,2022-07-04T08:12:05,2160,36.01321666666667,2159640,35.994,13445.73293085319
1656911526,815000,4871635,0,0,0,0,0,0,0,0,-88,0,0,0,2,0,1,2,87,11,0,2022-07-04T08:12:06,2161,36.03025,2160662,36.01103333333333,13450.007553867552
