time_s,time_us,time_steady,deg,vdda,vbat,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,time_steady_from_launch,mins_steady_from_launch,baro_altitude,baro_pressure
1656909194,225500,2540990,50.97378158569336,3.2820000648498535,3.2975823879241943,100,13,0,2022-07-04T07:33:14,-171,-2.8462416666666663,-169983,-2.83305,96.95197565559043,100165.7365356623
1656909197,118500,2543883,50.97378158569336,3.2799999713897705,3.2927472591400146,118,13,0,2022-07-04T07:33:17,-168,-2.798025,-167090,-2.7848333333333333,96.32136927037476,100173.24322655346
1656909199,192400,2544974,50.97378158569336,3.2799999713897705,3.2927472591400146,127,13,0,2022-07-04T07:33:19,-166,-2.7634600000000002,-165999,-2.76665,97.06855402588766,100164.34877454126
1656909201,109400,2546892,50.97378158569336,3.2799999713897705,3.2927472591400146,135,13,0,2022-07-04T07:33:21,-164,-2.73151,-164081,-2.7346833333333334,97.05493524227053,100164.51086843474
1656909203,358400,2549140,50.97378158569336,3.2799999713897705,3.2927472591400146,145,13,0,2022-07-04T07:33:23,-162,-2.694026666666667,-161833,-2.697216666666667,93.91740837725872,100201.859688196
1656909204,976400,2550758,50.97378158569336,3.2799999713897705,3.2927472591400146,153,13,0,2022-07-04T07:33:24,-161,-2.6670599999999998,-160215,-2.6702500000000002,96.35626146505444,100172.82787272212
1656909203,650300,2555000,50.97378158569336,3.2799999713897705,3.2927472591400146,180,13,0,2022-07-04T07:33:23,-162,-2.6891616666666667,-155973,-2.5995500000000002,93.37127555320419,100208.36080178173
1656909205,250400,2556764,50.97378158569336,3.2820000648498535,3.2959706783294678,188,13,0,2022-07-04T07:33:25,-160,-2.662493333333333,-154209,-2.57015,96.29106282481007,100173.60400339912
1656909206,919900,2558564,50.97378158569336,3.2820000648498535,3.2927472591400146,198,13,0,2022-07-04T07:33:26,-159,-2.634668333333333,-152409,-2.5401499999999997,96.47657432908518,100171.39562093739
1656909208,278400,2559628,50.97378158569336,3.2799999713897705,3.2927472591400146,208,13,0,2022-07-04T07:33:28,-157,-2.6120266666666665,-151345,-2.5224166666666665,96.38742217553079,100172.45692541856
1656909209,342400,2560692,50.674156188964844,3.2799999713897705,3.2927472591400146,219,13,0,2022-07-04T07:33:29,-156,-2.5942933333333333,-150281,-2.5046833333333334,96.05036878083881,100176.46917293232
1656909210,406400,2561756,50.674156188964844,3.2799999713897705,3.2927472591400146,231,13,0,2022-07-04T07:33:30,-155,-2.57656,-149217,-2.48695,96.38639397183755,100172.46917293232
1656909212,263400,2563613,50.97378158569336,3.2799999713897705,3.2927472591400146,241,13,0,2022-07-04T07:33:32,-153,-2.5456100000000004,-147360,-2.4560000000000004,96.59381866455078,100170.0
1656909214,339400,2565689,50.97378158569336,3.2799999713897705,3.2927472591400146,251,13,0,2022-07-04T07:33:34,-151,-2.5110099999999997,-145284,-2.4213999999999998,96.94360059342294,100165.8362264151
1656909221,877700,2567271,50.97378158569336,3.2799999713897705,3.2927472591400146,7,13,0,2022-07-04T07:33:41,-144,-2.3853716666666664,-143702,-2.395033333333333,96.14389511382332,100175.35585072044
1656909222,941700,2568335,50.97378158569336,3.2799999713897705,3.2927472591400146,18,13,0,2022-07-04T07:33:42,-143,-2.3676383333333333,-142638,-2.3773,96.08978271484375,100176.0
1656909224,5700,2569399,50.97378158569336,3.2799999713897705,3.2959706783294678,28,13,0,2022-07-04T07:33:44,-141,-2.349905,-141574,-2.359566666666667,95.93032682318437,100177.89812030076
1656909225,327700,2570721,50.97378158569336,3.2799999713897705,3.2927472591400146,40,13,0,2022-07-04T07:33:45,-140,-2.327871666666667,-140252,-2.3375333333333335,96.62719122820474,100169.60270144387
1656909226,815900,2572389,50.97378158569336,3.2799999713897705,3.2927472591400146,50,13,0,2022-07-04T07:33:46,-139,-2.3030683333333335,-138584,-2.3097333333333334,96.98313734875057,100165.36556365676
1656909228,551900,2574125,51.273406982421875,3.2799999713897705,3.2927472591400146,60,13,0,2022-07-04T07:33:48,-137,-2.2741350000000002,-136848,-2.2808,97.06931670231883,100164.33970767357
1656909230,52900,2575626,50.97378158569336,3.2799999713897705,3.2927472591400146,73,13,0,2022-07-04T07:33:50,-135,-2.2491183333333336,-135347,-2.2557833333333335,96.74199527998447,100168.23610932888
1656909231,341500,2576690,50.674156188964844,3.2799999713897705,3.2959706783294678,83,13,0,2022-07-04T07:33:51,-134,-2.2276416666666665,-134283,-2.23805,96.66926729302658,100169.10187969924
1656909232,405500,2577754,50.674156188964844,3.2799999713897705,3.294358730316162,93,13,0,2022-07-04T07:33:52,-133,-2.2099083333333334,-133219,-2.2203166666666667,96.65552926314504,100169.26541353384
1656909233,732500,2579081,50.97378158569336,3.2860000133514404,3.3008058071136475,105,13,0,2022-07-04T07:33:53,-132,-2.187791666666667,-131892,-2.1982,97.39469617233742,100160.46639511202
1656909235,386500,2581050,50.97378158569336,3.2799999713897705,3.2927472591400146,115,13,0,2022-07-04T07:33:55,-130,-2.1602249999999996,-129923,-2.165383333333333,97.69021273590798,100156.94860465116
1656909237,512700,2582861,50.97378158569336,3.2799999713897705,3.2927472591400146,126,13,0,2022-07-04T07:33:57,-128,-2.1247883333333335,-128112,-2.1351999999999998,97.65922264206442,100157.31753427112
1656909239,44700,2584393,50.97378158569336,3.2799999713897705,3.2927472591400146,136,13,0,2022-07-04T07:33:59,-126,-2.099255,-126580,-2.1096666666666666,96.95913989129525,100165.65125303152
1656909240,135700,2585484,50.97378158569336,3.2799999713897705,3.2927472591400146,144,13,0,2022-07-04T07:34:00,-125,-2.081071666666667,-125489,-2.0914833333333336,96.59381866455078,100170.0
1656909241,226700,2586575,50.97378158569336,3.2799999713897705,3.2927472591400146,152,13,0,2022-07-04T07:34:01,-124,-2.0628883333333334,-124398,-2.0733,97.34917311024412,100161.00834597876
1656909242,736100,2588270,50.97378158569336,3.2799999713897705,3.2927472591400146,162,13,0,2022-07-04T07:34:02,-123,-2.0377316666666667,-122703,-2.0450500000000003,98.10275874878332,100152.03769623037
1656909244,851100,2590385,50.674156188964844,3.2820000648498535,3.2959706783294678,171,13,0,2022-07-04T07:34:04,-121,-2.0024816666666667,-120588,-2.0098,97.86761693396984,100154.83680049927
1656909246,728100,2592262,50.97378158569336,3.2799999713897705,3.2927472591400146,179,13,0,2022-07-04T07:34:06,-119,-1.9711983333333334,-118711,-1.9785166666666667,97.03955213895155,100164.69399380805
1656909249,86100,2594620,50.97378158569336,3.2799999713897705,3.2927472591400146,197,13,0,2022-07-04T07:34:09,-116,-1.9318983333333333,-116353,-1.9392166666666666,96.84583282470703,100167.0
1656909250,879900,2596228,50.97378158569336,3.2799999713897705,3.2927472591400146,205,13,0,2022-07-04T07:34:10,-115,-1.9020016666666666,-114745,-1.9124166666666667,97.24172492822399,100162.28734510684
1656909252,754900,2598103,50.97378158569336,3.2799999713897705,3.2927472591400146,216,13,0,2022-07-04T07:34:12,-113,-1.8707516666666666,-112870,-1.8811666666666667,97.89639149714192,100154.49428962996
1656909255,85900,2600434,50.97378158569336,3.2799999713897705,3.2927472591400146,224,13,0,2022-07-04T07:34:15,-110,-1.8319016666666668,-110539,-1.8423166666666666,97.37421154951522,100160.71027825099
1656909256,176900,2601525,50.97378158569336,3.2799999713897705,3.2927472591400146,232,13,0,2022-07-04T07:34:16,-109,-1.8137183333333333,-109448,-1.8241333333333332,97.09785461425781,100164.0
1656909257,267900,2602616,50.97378158569336,3.2799999713897705,3.2927472591400146,242,13,0,2022-07-04T07:34:17,-108,-1.795535,-108357,-1.80595,97.1499991776198,100163.37928505958
1656909258,849400,2604198,50.97378158569336,3.2839999198913574,3.2975823879241943,250,13,0,2022-07-04T07:34:18,-107,-1.7691766666666666,-106775,-1.7795833333333335,97.72627674914995,100156.51932391524
1656909260,771900,2606120,51.273406982421875,3.2799999713897705,3.2927472591400146,3,13,0,2022-07-04T07:34:20,-105,-1.7371349999999999,-104853,-1.74755,98.3689431412642,100148.86904930075
1656909262,169400,2607832,50.97378158569336,3.2820000648498535,3.2959706783294678,13,13,0,2022-07-04T07:34:22,-103,-1.7138433333333334,-103141,-1.7190166666666669,98.39299086496392,100148.58277189605
1656909263,877900,2609226,50.97378158569336,3.2799999713897705,3.2927472591400146,21,13,0,2022-07-04T07:34:23,-102,-1.6853683333333334,-101747,-1.6957833333333334,98.04352792616814,100152.74274193548
1656909265,114900,2610463,50.97378158569336,3.2799999713897705,3.2927472591400146,29,13,0,2022-07-04T07:34:25,-100,-1.6647516666666666,-100510,-1.6751666666666667,97.59318664299032,100158.10357470211
1656909266,205900,2611554,50.97378158569336,3.2799999713897705,3.2927472591400146,39,13,0,2022-07-04T07:34:26,-99,-1.6465683333333334,-99419,-1.6569833333333333,97.77072200192114,100155.99023018281
1656909268,344900,2613693,50.97378158569336,3.2799999713897705,3.2927472591400146,48,13,0,2022-07-04T07:34:28,-97,-1.6109183333333335,-97280,-1.6213333333333333,98.61570616012897,100145.9316581527
1656909270,346900,2615695,50.97378158569336,3.2799999713897705,3.2927472591400146,56,13,0,2022-07-04T07:34:30,-95,-1.5775516666666667,-95278,-1.5879666666666667,98.47683975590385,100147.58471659919
1656909271,668000,2617220,50.97378158569336,3.2799999713897705,3.2927472591400146,66,13,0,2022-07-04T07:34:31,-94,-1.5555333333333332,-93753,-1.56255,97.71296924304536,100156.67771341754
1656909272,963100,2618311,50.97378158569336,3.2799999713897705,3.2927472591400146,74,13,0,2022-07-04T07:34:32,-93,-1.5339483333333335,-92662,-1.5443666666666667,97.40703470835253,100160.3195120068
1656909274,88100,2619437,50.97378158569336,3.2799999713897705,3.2927472591400146,82,13,0,2022-07-04T07:34:34,-91,-1.5151983333333334,-91536,-1.5256,97.48698356255426,100159.36782222222
1656909275,762100,2621110,50.97378158569336,3.2799999713897705,3.2927472591400146,93,13,0,2022-07-04T07:34:35,-90,-1.4872983333333332,-89863,-1.4977166666666666,98.00875602773267,100153.15672333848
1656909277,402100,2622884,50.97378158569336,3.2799999713897705,3.2927472591400146,101,13,0,2022-07-04T07:34:37,-88,-1.459965,-88089,-1.46815,96.44779660060114,100171.73824362607
1656909278,952100,2624589,50.97378158569336,3.2799999713897705,3.2927472591400146,109,13,0,2022-07-04T07:34:38,-87,-1.4341316666666666,-86384,-1.4397333333333333,97.37389414884399,100160.71404024167
1656909280,733300,2626082,50.97378158569336,3.2780001163482666,3.2927472591400146,119,13,0,2022-07-04T07:34:40,-85,-1.404445,-84891,-1.4148500000000002,97.79820058589485,100155.663127478
1656909281,824300,2627172,50.97378158569336,3.2820000648498535,3.2927472591400146,127,13,0,2022-07-04T07:34:41,-84,-1.3862616666666667,-83801,-1.3966833333333333,97.51788330078125,100159.0
1656909282,915300,2628263,50.97378158569336,3.2799999713897705,3.2927472591400146,136,13,0,2022-07-04T07:34:42,-83,-1.3680783333333333,-82710,-1.3784999999999998,97.89543827535937,100154.5056411769
1656909284,757300,2630105,50.97378158569336,3.2799999713897705,3.2927472591400146,146,13,0,2022-07-04T07:34:44,-81,-1.3373783333333333,-80868,-1.3477999999999999,98.57793368900705,100146.38130583582
1656909287,56300,2632404,50.97378158569336,3.2860000133514404,3.299194097518921,154,13,0,2022-07-04T07:34:47,-78,-1.2990616666666668,-78569,-1.3094833333333333,98.71581161499023,100144.74
1656909289,890300,2635238,50.97378158569336,3.2799999713897705,3.2927472591400146,172,13,0,2022-07-04T07:34:49,-76,-1.2518283333333333,-75735,-1.26225,97.43120703459792,100160.03181434599
1656909291,124300,2636472,50.97378158569336,3.2799999713897705,3.2959706783294678,181,13,0,2022-07-04T07:34:51,-74,-1.2312616666666665,-74501,-1.2416833333333335,97.1818618774414,100163.0
1656909292,742300,2638090,50.97378158569336,3.2820000648498535,3.2927472591400146,189,13,0,2022-07-04T07:34:52,-73,-1.204295,-72883,-1.2147166666666667,97.50351534359785,100159.17106518283
1656909294,856300,2640204,50.97378158569336,3.2799999713897705,3.2927472591400146,199,13,0,2022-07-04T07:34:54,-71,-1.1690616666666667,-70769,-1.1794833333333334,98.19750960834764,100150.90978723404
1656909296,817300,2642165,50.97378158569336,3.2799999713897705,3.2927472591400146,207,13,0,2022-07-04T07:34:56,-69,-1.1363783333333333,-68808,-1.1468,97.80745871356082,100155.55292726198
1656909298,998300,2644346,50.97378158569336,3.2799999713897705,3.2927472591400146,226,13,0,2022-07-04T07:34:58,-67,-1.1000283333333334,-66627,-1.11045,97.46784303755577,100159.59566591422
1656909300,281400,2645893,50.97378158569336,3.2799999713897705,3.2927472591400146,234,13,0,2022-07-04T07:35:00,-65,-1.0786433333333332,-65080,-1.0846666666666667,98.16098407809348,100151.34460203355
1656909302,82600,2647804,50.97378158569336,3.2799999713897705,3.2927472591400146,242,13,0,2022-07-04T07:35:02,-63,-1.0486233333333332,-63169,-1.0528166666666665,98.36325100394592,100148.93684329455
1656909303,941600,2649663,50.97378158569336,3.2799999713897705,3.2927472591400146,252,13,0,2022-07-04T07:35:03,-62,-1.0176399999999999,-61310,-1.0218333333333334,98.06211856732405,100152.52147808044
1656909305,702700,2651051,50.97378158569336,3.2799999713897705,3.2959706783294678,4,13,0,2022-07-04T07:35:05,-60,-0.9882883333333333,-59922,-0.9986999999999999,97.70905660599553,100156.72428964253
1656909306,936700,2652284,50.97378158569336,3.2799999713897705,3.2927472591400146,13,13,0,2022-07-04T07:35:06,-59,-0.9677216666666666,-58689,-0.97815,97.57372021914688,100158.33533225284
1656909308,27700,2653375,50.674156188964844,3.2820000648498535,3.2959706783294678,23,13,0,2022-07-04T07:35:08,-57,-0.9495383333333333,-57598,-0.9599666666666666,98.06692209685531,100152.46430517711
1656909309,841800,2655343,51.273406982421875,3.2839999198913574,3.2975823879241943,31,13,0,2022-07-04T07:35:09,-56,-0.9193033333333334,-55630,-0.9271666666666667,98.07160473978102,100152.40853106951
1656909311,751800,2657253,50.97378158569336,3.2799999713897705,3.2927472591400146,39,13,0,2022-07-04T07:35:11,-54,-0.88747,-53720,-0.8953333333333333,98.15765452396472,100151.38424359594
1656909313,263800,2658765,50.97378158569336,3.2799999713897705,3.2927472591400146,49,13,0,2022-07-04T07:35:13,-52,-0.86227,-52208,-0.8701333333333333,97.95981326036764,100153.7393497014
1656909314,508800,2659857,50.97378158569336,3.2799999713897705,3.2927472591400146,58,13,0,2022-07-04T07:35:14,-51,-0.8415199999999999,-51116,-0.8519333333333333,97.66903679489243,100157.20070921986
1656909315,636800,2660985,50.97378158569336,3.2799999713897705,3.2927472591400146,66,13,0,2022-07-04T07:35:15,-50,-0.82272,-49988,-0.8331333333333333,97.44545687387888,100159.86214482127
1656909317,401800,2663021,50.97378158569336,3.2799999713897705,3.2927472591400146,76,13,0,2022-07-04T07:35:17,-48,-0.7933033333333334,-47952,-0.7992,98.0398939496271,100152.78601823708
1656909319,453800,2664801,50.97378158569336,3.2820000648498535,3.2975823879241943,84,13,0,2022-07-04T07:35:19,-46,-0.7591033333333334,-46172,-0.7695333333333333,98.52595520019531,100147.0
1656909321,553800,2666901,50.97378158569336,3.2799999713897705,3.2927472591400146,92,13,0,2022-07-04T07:35:21,-44,-0.7241033333333333,-44072,-0.7345333333333334,98.13560024064924,100151.64675779881
1656909323,878800,2669227,50.97378158569336,3.2799999713897705,3.2927472591400146,111,13,0,2022-07-04T07:35:23,-42,-0.6853533333333334,-41746,-0.6957666666666668,97.54974600060285,100158.62071494042
1656909325,174800,2670522,50.97378158569336,3.2799999713897705,3.2927472591400146,119,13,0,2022-07-04T07:35:25,-40,-0.6637533333333334,-40451,-0.6741833333333334,98.17488959652876,100151.17907801419
1656909326,963600,2672435,50.97378158569336,3.2799999713897705,3.2927472591400146,129,13,0,2022-07-04T07:35:26,-39,-0.6339400000000001,-38538,-0.6423,98.67948814398028,100145.17238488713
1656909328,790900,2674482,50.97378158569336,3.2799999713897705,3.2927472591400146,137,13,0,2022-07-04T07:35:28,-37,-0.6034849999999999,-36491,-0.6081833333333333,98.29356155395507,100149.76640883977
1656909330,178900,2675870,50.97378158569336,3.2820000648498535,3.2927472591400146,146,13,0,2022-07-04T07:35:30,-35,-0.5803516666666667,-35103,-0.5850500000000001,97.861423032533,100154.91054812199
1656909331,614200,2676961,50.97378158569336,3.2799999713897705,3.2927472591400146,156,13,0,2022-07-04T07:35:31,-34,-0.5564300000000001,-34012,-0.5668666666666666,97.78629389288359,100155.80486223663
1656909332,848200,2678195,50.97378158569336,3.2799999713897705,3.2927472591400146,164,13,0,2022-07-04T07:35:32,-33,-0.5358633333333334,-32778,-0.5463,95.74826071490013,100180.06543301258
1656909335,32200,2680379,51.273406982421875,3.2799999713897705,3.2927472591400146,172,13,0,2022-07-04T07:35:35,-30,-0.4994633333333333,-30594,-0.5099,96.75573245949941,100168.07260273973
1656909336,906200,2682253,51.273406982421875,3.2799999713897705,3.2927472591400146,182,13,0,2022-07-04T07:35:36,-29,-0.46823000000000004,-28720,-0.47866666666666663,98.36577811679958,100148.90674846625
1656909338,671200,2684018,50.97378158569336,3.2799999713897705,3.2927472591400146,191,13,0,2022-07-04T07:35:38,-27,-0.43881333333333333,-26955,-0.44925,97.8480853478478,100155.06929422548
1656909339,762200,2685109,50.97378158569336,3.2799999713897705,3.2927472591400146,199,13,0,2022-07-04T07:35:39,-26,-0.42063,-25864,-0.43106666666666665,97.5855819539388,100158.19413333334
