time_s,time_us,time_steady,o2_conc,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,time_steady_from_launch,mins_steady_from_launch,baro_altitude,baro_pressure
1656909185,700800,2532300,19.59531593322754,51,13,0,2022-07-04T07:33:05,-180,-2.9883200000000003,-178673,-2.977883333333333,97.03786263842102,100164.71412844036
1656909187,502800,2534102,19.59531593322754,59,13,0,2022-07-04T07:33:07,-178,-2.9582866666666665,-176871,-2.9478500000000003,96.93064876317396,100165.99040661207
1656909188,857900,2535193,19.60936164855957,69,13,0,2022-07-04T07:33:08,-177,-2.9357016666666667,-175780,-2.929666666666667,96.19267043717731,100174.77525206233
1656909189,982900,2536318,19.59531593322754,78,13,0,2022-07-04T07:33:09,-176,-2.916951666666667,-174655,-2.9109166666666666,96.49341807929301,100171.19517795637
1656909191,600500,2538350,19.59531593322754,86,13,0,2022-07-04T07:33:11,-174,-2.8899916666666665,-172623,-2.8770499999999997,97.22050283777533,100162.53998878296
1656909193,289500,2540039,19.59531593322754,96,13,0,2022-07-04T07:33:13,-172,-2.8618416666666664,-170934,-2.8489,96.76122026957106,100168.00727802038
1656909195,450500,2542200,19.60936164855957,104,13,0,2022-07-04T07:33:15,-170,-2.825825,-168773,-2.812883333333333,96.91625148312367,100166.16179081435
1656909196,686500,2543436,19.59531593322754,112,13,0,2022-07-04T07:33:16,-169,-2.805225,-167537,-2.7922833333333332,96.47543948374859,100171.40918564261
1656909197,777500,2544527,19.59531593322754,123,13,0,2022-07-04T07:33:17,-168,-2.7870416666666666,-166446,-2.7741,96.30594836880823,100173.42679327601
1656909200,115400,2545882,19.60936164855957,131,13,0,2022-07-04T07:33:20,-165,-2.748076666666667,-165091,-2.751516666666667,97.35889517654681,100160.89256370255
1656909202,401400,2548168,19.59531593322754,139,13,0,2022-07-04T07:33:22,-163,-2.709976666666667,-162805,-2.713416666666667,95.70791578602952,100180.5456570156
1656909204,544400,2550311,19.59531593322754,149,13,0,2022-07-04T07:33:24,-161,-2.67426,-160662,-2.6777,96.45905640149812,100171.6041922387
1656909205,635400,2551402,19.60936164855957,157,13,0,2022-07-04T07:33:25,-160,-2.6560766666666664,-159571,-2.6595166666666668,96.57192866838577,100170.26056644881
1656909202,954300,2554289,19.60936164855957,176,13,0,2022-07-04T07:33:22,-163,-2.7007616666666667,-156684,-2.6114,94.67346275958295,100192.859688196
1656909204,671300,2556006,19.60936164855957,184,13,0,2022-07-04T07:33:24,-161,-2.672145,-154967,-2.5827833333333334,96.42886038891778,100171.9636483807
1656909206,94400,2557593,19.60936164855957,192,13,0,2022-07-04T07:33:26,-159,-2.6484266666666665,-153380,-2.5563333333333333,96.76126928391457,100168.00663701676
1656909207,551900,2559181,19.60936164855957,204,13,0,2022-07-04T07:33:27,-158,-2.6241350000000003,-151792,-2.5298666666666665,96.48621991049453,100171.28082679972
1656909208,910400,2560245,19.60936164855957,215,13,0,2022-07-04T07:33:28,-157,-2.601493333333333,-150728,-2.5121333333333333,95.9139359323602,100178.0932330827
